,pid,Title,Brand,Price,Description,category,mfpartnumber,whatisincluded,Image,Attachment 1,Attachment 2,Attachment 3,Attachment 4,Attachment 5,Attachment 6,Attachment 7,Range,Hazardous,Supplier Product Code,Type,WEEE Compliant,Feature 1,Feature 2,Pack Type,Application,Feature 3,Feature 4,Feature 5,Feature 6,Feature 7,Feature 8,Feature 9,Feature 10,Feature 11,Range For Use With,Boiler Section,Boiler Range,Colour,Volume,Physical State / Form,Feature 12,Pack Quantity,Feature 13,Feature 14,Feature 15,Weight,Connection Size,Connection Type
60,P609533,Adey MagnaClean Professional2 Magnaclean Profession 2 22Mm Blk,Adey,92.98,"Capturing the maximum amount of magnetite possible, the Adey MagnaClean Professional2 22mm filter provides reliable protection from potentially damaging debris, helping to extend the life of your central heating system.",Heating/Water Treatment Products/Water Treatment Products.csv -> Adey MagnaClean Professional2 Magnaclean Profession 2 22Mm Blk,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/95/33/NW-609533_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/hu/re/Adey_Domestic_Product_Range_Brochure.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ti/on/Adey_MagnaCleanProf2_Installation.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
61,P608195,Sentinel Vortex300 filter with brass T-piece and direct fit 22mm 300ml,Sentinel,151.34,The Sentinel Vortex300 22mm filter with brass T-piece and direct fit protects your central heating system from damage caused by all types of debris.,Heating/Water Treatment Products/Water Treatment Products.csv -> Sentinel Vortex300 filter with brass T-piece and direct fit 22mm 300ml,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/81/95/NW-608195_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ic/al/Sentinel_Vortex300_Technical.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
62,P292266,Scalemaster CondenseMaster condensate neutraliser 22mm,Scalemaster,37.9,"Simple yet effective, the Scalemaster CondenseMaster 22mm condensate neutraliser neutralises the acidic flue gas condensate that is discharged by high efficiency domestic condensing boilers. Providing environmental protection from possibly harmful acidic waste, the CondenseMaster is simply fitted to the boiler drain pipe, ensuring neutralisation before waste goes down the drain.",Heating/Water Treatment Products/Water Treatment Products.csv -> Scalemaster CondenseMaster condensate neutraliser 22mm,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/22/66/NW-292266_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/hu/re/Scalemaster_Brochure.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ic/al/Scalemaster_CondenseMaster_Technical.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
63,P603303,Fernox system health check postal kit,Fernox,69.89,"The Fernox Postal Sampling Service provides an invaluable facility for those who want to ascertain the cause of central heating problems and to determine the necessary remedial action required to resolve them, particularly where on-site results are inconclusive. Analytical water testing works because the water in the system contains all the information required for diagnosis of the most common problems. The Fernox laboratory will carry out a full analysis of the system water as part of the Postal Sampling Service, establishing the root of the problem and prescribing the correct Fernox treatment. Following treatment with Fernox products, the Postal Sampling Service will provide confirmation that the system has been correctly treated. This service is not available if competitor products have been used.",Heating/Water Treatment Products/Water Treatment Products.csv -> Fernox system health check postal kit,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/33/03/NW-603303_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ti/on/Fernox_EBenefits_Installation.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/hu/re/Fernox_Brochure.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ic/al/Fernox_61161_System_Health_Technical.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
64,P608958,Fernox TF1 filter with valve connections 28mm,Fernox,270.87,"Specifically designed for small or restricted access spaces, the Fernox TF1 Omega 28mm filter with valve connections is an easy to install sealed, in-line system filter. Manufactured from robust nickel-plated brass, this award-winning filter uses hydronic particle separation (HPS) technology along with magnetic filtration to remove both magnetic and-non magnetic debris from the central heating system. Offering simple cleaning, there's no need to dismantle the unit or replace O-rings during servicing.",Heating/Water Treatment Products/Water Treatment Products.csv -> Fernox TF1 filter with valve connections 28mm,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/89/58/NW-608958_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/hu/re/TF1_Omega_Filter_Brochure.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ic/al/Fernox_62252_Omegafilter_Technical.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
65,P606686,Sentinel best practice protection pack,Sentinel,75.0,"The Sentinel Best Practice protection pack is a simple, one-pack solution for the effective protection of central heating systems.",Heating/Water Treatment Products/Water Treatment Products.csv -> Sentinel best practice protection pack,,Eliminator Vortex300 filter with 22mm direct fit GRP T-piece;X800 fast acting cleaner 1l;X100 inhibitor 1l,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/66/86/NW-606686_wm.jpg,,,,,,,,,N,606686 PK,Best Practice Protection Pack,N,Unique Vortex Core with powerful neodymium magnet assembly,Retains more magnetite than other filters,,Suitable for Central Heating Systems,Ensures filter cannot block,Compact filter design,In-line installation and 360° rotating T-piece for reduced space,Unique anti-corrosion formulation with multiple heavy duty inhibitors,Intelligent formulation with pH stabilisers,Reduces circulation time to just 1 hour,,,,,,,,,,,,,,,,,
66,P606685,Sentinel X800 and X100 cleaner 1ltr pack,Sentinel,23.0,"Sentinel X800 Jetflo Ultimate Cleaner is a heavy duty cleaning formulation designed to remove corrosion deposits and scale from boiler heat exchangers, radiators and pipework in domestic central heating systems.",Heating/Water Treatment Products/Water Treatment Products.csv -> Sentinel X800 and X100 cleaner 1ltr pack,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/66/85/606685_wm.jpg,,,,,,,,X800 and X100,N,606685 PK,,N,Powerful removal of all major foulants and debris,For all systems,,,Old or new,Hot or cold,Ideal with or without power flushing,Exceptional results when powerflushing,Harmless to the environment,Completely non-toxic and biodegradable,,,,,,,,,,,,,,,,,
67,P603027,Fernox DS-3 limescale remover tub 2kg (1),Fernox,42.66,"Powerful yet environmentally-friendly, Fernox DS-3 limescale remover, supplied in a 2kg pack, can help to remove caked-on limescale deposits from domestic appliances and boiler heat exchangers. Completely safe and simple to use, this limescale remover helps to restore water heater efficiency. Suitable for use with steel, stainless steel, cast iron, copper, brass, PVC, ABS rubber polythene and most plastic pipework, DS-3 makes disposal to foul drain easy, changing colour when exhausted following application.",Heating/Water Treatment Products/Water Treatment Products.csv -> Fernox DS-3 limescale remover tub 2kg (1),,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/30/27/NW-603027_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/hu/re/Fernox_Brochure.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ic/al/Fernox_61027_Limescale_Technical.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ds/41/Alpha_SDS41.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
68,PG40387,Liff Limebeater electrolytic filter compression fitting 22mm (1),Liff,45.71,"The Liff Limebeater 2 Compact from LIFF uses electrolytic principles, designed for easy installation into existing, or new installations. Due to its compact size, and high quality finish, the Limebeater is ideal for use in restricted spaces, and where the finished installation is visible for the user to see. This electrolytic inhibitor requires no chemicals, or power supply, and is both environmentally friendly, and maintenance free. The scale reducer works by changing the structure of the hardness salts, inducing coagulation, and providing benefits to a range of appliances and as a result, provides protection for the whole house against scale, providing a more efficient central heating system. A more efficient system allows for a warmer, longer life boiler system, allowing for lower fuel bills and less maintenance costs. As well as your heating system, the LimeBeater will help protect household, kitchen and bathroom appliances from limescale build up, such as kettles and showers.",Heating/Water Treatment Products/Water Treatment Products.csv -> Liff Limebeater electrolytic filter compression fitting 22mm (1),,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/03/87/NW-G40386_G40387_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/hu/re/Liff_Water_Treatment_Brochure.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
69,P609937,Center CB complete electrolytic scale reducer 15mm,Center CB,19.99,"Safely releasing small quantities of zinc, this Center CB 15mm electrolytic scale inhibitor encourages hard scale particles to coalesce into needle-shaped crystals for easy flushing from your water system. Designed for installation on cold water lines, this inhibitor prevents new formation of limescale while also helping to soften existing scale that has previously formed around taps, sinks and showers via regular contact with treated water. In the months after installation you'll notice a gradual increase in heating efficiency.",Heating/Water Treatment Products/Water Treatment Products.csv -> Center CB complete electrolytic scale reducer 15mm,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/99/37/NW-609937_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/15/mm/Center_Magnetic_Scale_Inhibitor_15mm.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ic/al/CenterCB_609937_609938_Technical.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ti/on/CenterCB_609935-609938_Installation.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
70,P609938,Center CB complete electrolytic scale reducer 22mm,Center CB,31.27,"Safely releasing small quantities of zinc, this Center CB 22mm electrolytic scale inhibitor encourages hard scale particles to coalesce into needle-shaped crystals for easy flushing from your water system. Designed for installation on cold water lines, this inhibitor prevents new formation of limescale while also helping to soften existing scale that has previously formed around taps, sinks and showers via regular contact with treated water. In the months after installation you'll notice a gradual increase in heating efficiency.",Heating/Water Treatment Products/Water Treatment Products.csv -> Center CB complete electrolytic scale reducer 22mm,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/99/38/NW-609938_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/15/mm/Center_Magnetic_Scale_Inhibitor_15mm.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ic/al/CenterCB_609937_609938_Technical.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ti/on/CenterCB_609935-609938_Installation.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ca/te/609935-8_WRAS Certificate.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
71,P603007,Fernox F7 biocide F7 200ml,Fernox,52.84,"Fernox F7 biocide helps to prevent bacterial contamination and fungal growth in underfloor heating, low temperature heating systems and chilled systems alike. Intended for use with Fernox protector F1 or antifreeze protector Alphi-11, F7 helps to provide full system protection against corrosion and scale, maintaining good energy efficiency levels. Biocide F7 can also be employed in cleaning away and preventing the reoccurrence of the jelly-like deposits that indicate microbiological fouling in feed and expansion cisterns, while also eliminating the gas produced by fermentation.",Heating/Water Treatment Products/Water Treatment Products.csv -> Fernox F7 biocide F7 200ml,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/30/07/NW-603007_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ic/al/Fernox_62393_Biocide_Technical.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/he/et/Fernox_62393_Safetydatasheet.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
72,P608196,Fernox LP Sterox sterox disinfectant 1ltr (1),Fernox,72.55,"Highly effective, Fernox LP Sterox disinfectant protects against Legionella, pseudomonas, bacteria and algae, while also removing biofilm. Easy to use, it's ideal for disinfecting stored water systems in domestic or commercial properties, with no requirement to flush out or neutralise the system after disinfection. A single bottle of LP Sterox will disinfect a 300L system with normal use or 400L if the system can be left unused for 24 hours following application.",Heating/Water Treatment Products/Water Treatment Products.csv -> Fernox LP Sterox sterox disinfectant 1ltr (1),,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/81/96/NW-608196_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ic/al/Fernox_56609_LPSterox_Technical.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/sd/s8/Alpha_SDS8.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/he/et/Fernox_56609_Safetydatasheet.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
73,P602999,Fernox F4 Express F4 central heating leak sealer 400ml (1),Fernox,18.99,"Sealing small and inaccessible leaks and weeping in central heating systems, Fernox F4 Express internal leak sealer helps to reduce the risk of pressure loss and boiler breakdown. Once dispersed the product cleverly seeks out oxygen ingress, forming a polymer formulated to seal the offending pinhole. Fast and simple, F4 can show results anywhere between one and 24 hours after application, helping to prevent blockages and restrictions in boilers, pumps and other components and safety devices and saving on inconvenient and costly complete system drain downs. Using barrier pressure pack technology and compressed air propellent, this 400ml aerosol can is non-flammable. Because the propellent is not mixed with the active product it poses no risk of air ingress into the system, negating the risk of corrosion.",Heating/Water Treatment Products/Water Treatment Products.csv -> Fernox F4 Express F4 central heating leak sealer 400ml (1),,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/29/99/NW-602999_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ic/al/Fernox_62422_LeakSealer_Technical.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/_s/ds/Fernox_62422_SDS.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
74,P608957,Fernox TF1 62249 Tf1 Filt 22mm Vlve Connect 62249,Fernox,106.92,"Specifically designed for small or restricted access spaces, the Fernox TF1 Omega 22mm filter with valve connections is an easy to install sealed, in-line system filter. Manufactured from robust nickel-plated brass, this award-winning filter uses hydronic particle separation (HPS) technology along with magnetic filtration to remove both magnetic and-non magnetic debris from the central heating system. Offering simple cleaning, there's no need to dismantle the unit or replace O-rings during servicing.",Heating/Water Treatment Products/Water Treatment Products.csv -> Fernox TF1 62249 Tf1 Filt 22mm Vlve Connect 62249,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/89/57/608957_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/hu/re/TF1_Omega_Filter_Brochure.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ic/al/Fernox_62249_Omegafilter_Technical.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
75,P892366,Spirotech SpiroVent RV2 universal 22mm,Spirotech,110.31,"Made of robust brass, the Spirotech SpiroVent 22mm de-aerator incorporates a swivel connection for ultra-easy installation. SpiroVent RV2 is suitable for use in horizontal, vertical or diagonal pipes.",Heating/Water Treatment Products/Water Treatment Products.csv -> Spirotech SpiroVent RV2 universal 22mm,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/23/66/NW-892366_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/hu/re/Spirotech_A4_SpiroVent_Brochure.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ic/al/892366_Technical.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ic/al/Spirotech_SpiroVent_Technical.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/st/al/Spirotech_Spirovent_Deaerator_Instal.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
76,P609290,Adey MC1+ Rapide MC1+ central heating protector 300ml,Adey,17.5,"Offering fast and effective corrosion protection, Adey MC1+ Rapide protector effectively protects central heating systems from debris. With the 300ml quick-dose bottle, this useful heating treatment can be added through a radiator, air vent or boiler filling loop, taking just 20 seconds to administer, minimising wait times and costs.",Heating/Water Treatment Products/Water Treatment Products.csv -> Adey MC1+ Rapide MC1+ central heating protector 300ml,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/92/90/NW-609290_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/hu/re/Adey_Domestic_Product_Range_Brochure.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ms/ds/Adey_MC1+ RapideProtector_MSDS.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/_s/ds/Adey_MC1+_Rapide_SDS.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
77,P608322,Sentinel X700 under floor heating  sanitiser and biocide 1ltr (1),Sentinel,62.48,"Sentinel X700 biocide protects underfloor central heating systems against the dangers of bacterial and fungal contamination. Causing potential blockages in the system, unpleasant smells and corrosion, this kind of contamination can interrupt the smooth running of your system, damaging its efficiency.",Heating/Water Treatment Products/Water Treatment Products.csv -> Sentinel X700 under floor heating  sanitiser and biocide 1ltr (1),,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/83/22/NW-608322_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/_s/ds/Sentinel_X700_SDS.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/_h/&s/Sentinel_X700_H&S.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ic/al/Sentinel_X700_Technical.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/hu/re/Sentinel_X700S&Biocide_Brochure.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
78,P640283,EndoTherm energy saving additive 500ml,EndoTherm,50.4,"Supplied in a 500ml can, EndoTherm energy saving additive is independently shown to help customers save up to 15% on their home heating bills thanks to higher levels of efficiency.",Heating/Water Treatment Products/Water Treatment Products.csv -> EndoTherm energy saving additive 500ml,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/02/83/NW-640283_wm.jpg,,,,,,,,Energy,N,10-10-000,Energy Saving Additive,N,Non-corrosive,Compatible with all corrosion inhibitors,Can,Suitable for Central Heating Systems,Easy installation,Suitable for old and new heating systems,Helps to deliver savings,With free applicator,,,,,,,,,,,,,,,,,,,
79,P609287,Adey MC3+ central heating cleaner 500ml pack,Adey,10.0,"Supplied in a 500ml bottle, Adey MC3+ cleaner is formulated to keep heating systems free of potentially damaging debris. Working fast, once administered MC3+ begins breaking down magnetite and other sludge found in central heating systems in as little as an hour.",Heating/Water Treatment Products/Water Treatment Products.csv -> Adey MC3+ central heating cleaner 500ml pack,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/92/87/NW-609287_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/_s/ds/Adey_MC3+_SDS.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/s_/v2/Adey_MC3+ MSDS_V2.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/hu/re/Adey_Domestic_Product_Range_Brochure.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
80,P892364,Spirotech SpiroTrap MB3 SV3-022-CUM3 dirt separator MB3 22mm,Spirotech,110.31,"Effectively protecting your water system for a longer working life, the Spirotech SpiroTrap MB3 dirt separator, with 22mm connections, removes magnetic and non-magnetic dirt particles using unique magnetic field booster technology. Ensuring removal of even the smallest magnetite particles, the SpiroTrap maximises system performance for a longer, more efficient life with less risk of costly damage to important components, such as your system's pump.",Heating/Water Treatment Products/Water Treatment Products.csv -> Spirotech SpiroTrap MB3 SV3-022-CUM3 dirt separator MB3 22mm,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/23/65/892364_892365_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/hu/re/Spirotech_A4_SpiroTrap_Brochure.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ic/al/Spirotech_892364_Technical.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/te/ch/Spirotech_SpiroTrap_DirtSep-22_Tech.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/al/og/Spirotech_Heating_Cooling_Catalog.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ti/on/Spirotech_SpiroTrap_MB3_Installation.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ti/on/Spirotech_Mspirotrap_Installation.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/fl/et/Spirotech_SpiroTrap_MB3_Leaflet.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
81,P503903,Fernox TF1 sigma UB filter 22 mm,Fernox,90.96,"Slimline for ease of installation where space is restricted or pipework is concealed, the Fernox TF1 Sigma UB 22mm under-boiler system filter has a robust composite design and includes a brass manifold. Suitable for direct under-boiler fitting, this versatile filter supplies reliably effective protection from system debris, removing contaminants that could negatively affect the running and efficiency of your heating or cooling system.",Heating/Water Treatment Products/Water Treatment Products.csv -> Fernox TF1 sigma UB filter 22 mm,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/39/03/503903_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/io/ns/Fernox_TF1_Sigma_UB_Instructions.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/(d/s)/503903_TF1 UB Filter Annotation (DS).pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/r-/en/503903_62631-_TF1_Sigma_UB_Filter-EN.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
