,pid,Title,Brand,Price,Description,category,mfpartnumber,whatisincluded,Image,Attachment 1,Attachment 2,Attachment 3,Attachment 4,Attachment 5,Colour,Flow Rate,Min System Pressure Cold (Bar),Operating Temperature,Projection Depth,Style,Warranty,Hazardous,Depth (mm),Pressure (Low / Med / High),Tank,Mains,Cartridge,Spout Type,Fitting / Mounting Type,Handle Type,Material,Number of Tap Holes,Supplier Product Code,Type,WEEE Compliant,Feature 1,Feature 2,Feature 3,Feature 4,Feature 5,Range,Feature 6,Feature 7,Feature 8,Feature 9,Feature 10,Finish,Feature 11,Feature 12,Feature 13
21,PA05424,Nabis Inga bath filler tap,Nabis,191.34,"Make a statement with the Nabis Inga bath filler with its stand-out curved silhouette and open water flow. Built in a robust brass with a zinc handle and shiny chrome finish, this deck-mounted bath tap is suitable for use in pressure systems.",Bathrooms and Kitchens/Bathroom Taps/Bathroom Filler Taps/Bathroom Filler Taps.csv -> Nabis Inga bath filler tap,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/54/24/A05424_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ic/al/A05424_Technical.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ti/on/Nabis_Inga_Tap_Installation.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/20/21/Nabis_Tap_Spares_Matrix_2021.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
22,PA05420,Nabis Torc bath filler tap,Nabis,140.72,"With its statement waterfall spout and lever handle, the Nabis Torc bath filler is inspired by high end spa design. Finished in chrome, this fixed spout bath tap has a tough brass body and zinc handle and includes an inbuilt aerator for softer water delivery.",Bathrooms and Kitchens/Bathroom Taps/Bathroom Filler Taps/Bathroom Filler Taps.csv -> Nabis Torc bath filler tap,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/54/20/NW-A05420_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ic/al/Nabis_A05420_Technical.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/20/21/Nabis_Tap Spares Matrix_2021.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ti/on/Nabis_Torc_Tap_Installation.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/20/21/Nabis_Tap Spares List_May 2021.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
23,PD80845,Bristan Niva bath filler tap Chrome,Bristan,111.8,"Suitable for both high and low pressure systems, the Bristan Niva bath filler has a statement square design that will look great in modern bathrooms. Fitted with a ceramic cartridge for durability and ease of use, this smart, robust filler tap is supplied with all necessary parts for hassle-free fitting.",Bathrooms and Kitchens/Bathroom Taps/Bathroom Filler Taps/Bathroom Filler Taps.csv -> Bristan Niva bath filler tap Chrome,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/08/45/D80845_wm.jpg,,,,,,Chrome,72.9,0.2,60,95,Contemporay,5,N,255,Low,No,No,No,Fixed,Deck,Lever,Brass,2,NVA BF C,Bath Fillers 2 Hole,N,Hardwearing chrome finish,Long life and easy to use quarter-turn ceramic disc valves,Supplied with metal fixing nuts to secure tap,Suitable for high and low pressure water systems,5 year warranty,Niva,,,,,,,,,
24,PD77386,Bristan 1901 pillar bath filler tap with ceramic disc valves Chrome Plated,Bristan,296.4,"Finished in bright, glossy chrome, this Bristan 1901 bath filler is made of durable brass. Suitable for all plumbing systems, this deck-mounted, Edwardian-inspired filler is an ideal choice for bathrooms in period homes.",Bathrooms and Kitchens/Bathroom Taps/Bathroom Filler Taps/Bathroom Filler Taps.csv -> Bristan 1901 pillar bath filler tap with ceramic disc valves Chrome Plated,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/73/86/NW-D77386_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ic/al/D77386_Technical.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/20/20/Bristan_TapsShowersAccers_Brchr_2020.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
25,PC34291,Ideal Standard Ceraplan BD266AA single lever bath filler,Ideal Standard,167.13,"Slimline and simply designed, the Ideal Standard Ceraplan bath filler, operated with a single lever, is an elegant choice to suit any bathroom. Deck-mounted, this chrome bath tap is installed using the Easyfix system for simpler fitting while a Firmaflow ceramic cartridge ensures long-lasting ease of operation.",Bathrooms and Kitchens/Bathroom Taps/Bathroom Filler Taps/Bathroom Filler Taps.csv -> Ideal Standard Ceraplan BD266AA single lever bath filler,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/42/91/C34291_wm.jpg,,,,,,Chrome,15 Litres per minute @ 3 Bar,0.5,40 °C to 65,125,Contemporary,5 Years,N,170,Med,No,Yes,Yes,Fixed,Dec mounted,Lever,Chrome Plated Brass,1,BD266AA,Bath Filler,N,Firmaflow ceramic cartridges,Easyfix fixation system,Easier grip through +15mm height,Subtle neck improving cleaning,Increased comfort +10mm,Ceraplan,Reduced neck,-10% slimmer,,,,Chrome,,,
26,P231488,Bristan Cobalt bath filler tap Black pack,Bristan,119.0,"Stylishly square, this Bristan Cobalt bath filler tap is manufactured in robust brass with a smart black finish. The perfect finishing touch for an uber-modern bathroom, this tap combines unique looks with classic reliability.",Bathrooms and Kitchens/Bathroom Taps/Bathroom Filler Taps/Bathroom Filler Taps.csv -> Bristan Cobalt bath filler tap Black pack,,1 x Bath Filler;2 x Plinths;2 x Black Rubber 'O' Rings;2 x Rubber Washers;2 x Metal Back Nuts;1 x Fitting Instructions,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/08/01/D80801_wm.jpg,,,,,,Black,110.9,0.3,60,104,Contemporary,10 Years,N,250,Low,No,No,Yes,Fixed,Deck,Lever,Brass,2,231488 PK,Bath Fillers 2 Hole,N,Brass construction,Black finish,Long life quarter-turn ceramic disc valves,With metal fixing nuts for durable security,Easy-operation lever handles,Cobalt,10 year warranty,,,,,,,,
27,PE98609,Vado Phase 2 Hole Bath Filler Deck Mounted,Vado,370.0,"The Vado Phase bath filler is supplied with two 3/4"" x 52.5mm male threaded connections. Suitable for two hole deck installation, this tap is finished in chrome.",Bathrooms and Kitchens/Bathroom Taps/Bathroom Filler Taps/Bathroom Filler Taps.csv -> Vado Phase 2 Hole Bath Filler Deck Mounted,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/86/09/NW-E98609_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ti/on/Vado_Phase_PHA-137_Installation.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/wi/ng/Vado_Phase_PHA-137-C_P_Drawing.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/te/ch/Vado_Phase_PHA-137-C_P_Tech.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
28,PC63027,Bristan Capri bath filler tap Chrome Plated,Bristan,189.62,"The Bristan Capri twist control bath filler is made of hardwearing brass with a chrome finish. Suitable for use in any plumbing system, this modern deck-mounted filler incorporates ceramic cartridge technology for smooth control and durability.",Bathrooms and Kitchens/Bathroom Taps/Bathroom Filler Taps/Bathroom Filler Taps.csv -> Bristan Capri bath filler tap Chrome Plated,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/bf/_c/CAP BF C_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ti/on/Bristan_Capri_Tap_Installation.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ic/al/C63027_Technical.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ar/es/C63027_Spares.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/20/20/Bristan_TapsShowersAccers_Brchr_2020.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
29,PC83221,Ideal Standard Ceraflex 1-hole single lever bath filler tap,Ideal Standard,118.68,"Hardwearing, highly functional and smartly designed, the Ideal Standard Ceraflex bath filler incorporates a FirmaFlow ceramic cartridge. Lifecycle tested to over half a million cycles, this cartridge saves water and energy and is designed to last twice as long as similar bathroom taps. This chrome deck-mounted tap offers fast, simple installation with EasyFix.",Bathrooms and Kitchens/Bathroom Taps/Bathroom Filler Taps/Bathroom Filler Taps.csv -> Ideal Standard Ceraflex 1-hole single lever bath filler tap,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/32/21/NW-C83221_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/20/19/IS_Bathrooms_Brchr_2019.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/te/ch/IS_Ceraflex_B1959AA_Tech.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
30,PD76424,Bristan Frenzy  Frz Bas C Frenzy Basin Mixer Ch,Bristan,74.26,"The statement angled Bristan Frenzy basin mixer is suitable for use in all plumbing systems. Finished in chrome with a solid brass build, this boldly designed bathroom tap is for deck mounting.",Bathrooms and Kitchens/Bathroom Taps/Bathroom Filler Taps/Bathroom Filler Taps.csv -> Bristan Frenzy  Frz Bas C Frenzy Basin Mixer Ch,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/ty/le/D76424_Frenzy_Lifestyle_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ic/al/D76424_Technical.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ar/es/D76424_Spares.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/20/20/Bristan_TapsShowersAccers_Brchr_2020.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ti/on/Bristan_Frenzy_Tap_Installation.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
31,PA05027,Nabis Corda two tap hole bath filler tap Chrome,Nabis,71.89,"Made of tough brass, the Nabis Corda bath filler with 3/4"" ceramic disc valve is finished in a smart glossy chrome. Suitable for a variety of different bathroom styles, this deck-mounted bath tap has an understated contemporary design.",Bathrooms and Kitchens/Bathroom Taps/Bathroom Filler Taps/Bathroom Filler Taps.csv -> Nabis Corda two tap hole bath filler tap Chrome,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/50/27/NW-A05027_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/20/21/Nabis_Tap_Spares_Matrix_2021.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ti/on/Nabis_Ossia_Corda_Tap_Installation.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
32,PD77187,Bristan Sail bath filler tap Chrome Plated,Bristan,259.14,"Dynamically streamlined, the Bristan Sail bath filler has a statement nautical-inspired shape and smart chrome finish. This deck-mounted tap is built in a robust brass and can be installed into any plumbing system.",Bathrooms and Kitchens/Bathroom Taps/Bathroom Filler Taps/Bathroom Filler Taps.csv -> Bristan Sail bath filler tap Chrome Plated,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/71/87/NW-D77187_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/wi/ng/Bristan_Sail_MSAI_BF_SS_Drawing.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ti/on/Bristan_Sail_Tap_Range_Installation.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ic/al/D77187_Technical.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/20/20/Bristan_TapsShowersAccers_Brchr_2020.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
33,PD45279,NAIA BASIN MIXER WITH SMOOTH BODY,Roca,185.09,"The smooth-bodied Roca Naia single lever basin mixer is made of brass with a chrome-plated finish. Minimalist in its design, blending square and cylindrical shapes, this deck-mounted tap has a 113mm fixed spout.",Bathrooms and Kitchens/Bathroom Taps/Bathroom Filler Taps/Bathroom Filler Taps.csv -> NAIA BASIN MIXER WITH SMOOTH BODY,,Basin mixer;Flexible supply hoses;Click-clack waste,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/52/79/NW-D45279_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ic/al/D45279_Technical.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ti/on/Roca_Naia_Basin_Mixer_Installation.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
34,PD76425,Bristan Frenzy bath filler tap Chrome,Bristan,186.39,"The statement angled Bristan Frenzy bath filler is suitable for use in all plumbing systems. Finished in chrome with a solid brass build, this boldly designed filler is for deck mounting.",Bathrooms and Kitchens/Bathroom Taps/Bathroom Filler Taps/Bathroom Filler Taps.csv -> Bristan Frenzy bath filler tap Chrome,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/64/25/NW-D76425_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ic/al/D76425_Technical.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ar/es/D76425_Spares.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/20/20/Bristan_TapsShowersAccers_Brchr_2020.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ti/on/Bristan_Frenzy_Tap_Installation.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
35,PE98340,Vado Life 2 Hole Bath Filler Deck Mounted,Vado,370.0,"Softly modern, the Vado Life bath filler tap is a contemporary design that will suit most bathroom decors. With a generous 148mm spout projection, this brass tap with smart chrome finish is designed for two tap hole deck mounting.",Bathrooms and Kitchens/Bathroom Taps/Bathroom Filler Taps/Bathroom Filler Taps.csv -> Vado Life 2 Hole Bath Filler Deck Mounted,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/83/40/NW-E98340_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ic/al/E98340_Technical.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ti/on/Vado_Life_Bath_Filler_Installation.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/wi/ng/E98340_Drawing.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
36,PD80804,Bristan Hourglass bath filler tap Black,Bristan,276.47,"Combining eye-catching curves with a statement black finish, this Bristan Hourglass bath filler tap is perfect for classic bathrooms with a modern edge. Manufactured in robust brass, this smart tap is designed for deck mounting.",Bathrooms and Kitchens/Bathroom Taps/Bathroom Filler Taps/Bathroom Filler Taps.csv -> Bristan Hourglass bath filler tap Black,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/08/04/D80804_wm.jpg,,,,,,Black,70.7,0.2,65,95,Contemporary,10 Years,N,260,Low,No,No,Yes,Fixed,Deck,Lever,Brass,2,HOU BF BLK,Bath Fillers 2 Hole,N,Suitable for high or low pressure systems,Brass construction,Black finish,Long life quarter-turn ceramic disc valves,With metal fixing nuts for durable security,Hourglass,10 year warranty,,,,,,,,
37,PD76422,Bristan Frenzy 1/2 turn basin taps Chrome,Bristan,129.62,"The statement angled Bristan Frenzy basin taps are suitable for use in all plumbing systems. Finished in chrome with a solid brass build, these boldly designed bathroom taps are for deck mounting.",Bathrooms and Kitchens/Bathroom Taps/Bathroom Filler Taps/Bathroom Filler Taps.csv -> Bristan Frenzy 1/2 turn basin taps Chrome,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/64/22/NW-D76422_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ar/es/Bristan_Frenzy_Tap_Spares.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ic/al/D76422_Technical.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/20/20/Bristan_TapsShowersAccers_Brchr_2020.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ti/on/Bristan_Frenzy_Tap_Installation.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
38,PD77276,Bristan Cobalt bath filler tap,Bristan,195.78,"The bold, geometric lines of the Bristan Cobalt bath filler are an ideal addition to a contemporary bathroom. Made of long lasting brass and finished in chrome, this deck-mounted filler is compatible with all plumbing systems.",Bathrooms and Kitchens/Bathroom Taps/Bathroom Filler Taps/Bathroom Filler Taps.csv -> Bristan Cobalt bath filler tap,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/72/76/NW-D77276_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ar/es/D77276_Spares.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ti/on/Bristan_Cobalt_Tap_Installation.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ic/al/D77276_Technical.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/20/20/Bristan_TapsShowersAccers_Brchr_2020.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
39,PE98655,Vado Sense 2 Hole Bath Filler Deck Mounted,Vado,310.0,"The Vado Sense bath filler is supplied with a water flow straightener and two 3/4"" x 50mm male threaded connections. Suitable for two hole deck installation, this tap is finished in chrome.",Bathrooms and Kitchens/Bathroom Taps/Bathroom Filler Taps/Bathroom Filler Taps.csv -> Vado Sense 2 Hole Bath Filler Deck Mounted,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/86/55/NW-E98655_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/wi/ng/Vado_Sense_SEN-137-C_P_Drawing.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/te/ch/Vado_Sense_SEN-137-C_P_Tech.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ti/on/Vado_Zoo_SEN-137_Installation.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
40,PJ98153,"Grohe Eurosmart 2 handle bath filler 1/2"" Chrome",Grohe,130.32,"Deck-mounted, the Grohe Eurosmart 1/2"" bath filler is finished in the brand's long-life high shine chrome for effortless cleaning. Operated with two smart lever handles, this robust bath tap features 3/4"" ceramic valves for ongoing robustness and smooth turning.","Bathrooms and Kitchens/Bathroom Taps/Bathroom Filler Taps/Bathroom Filler Taps.csv -> Grohe Eurosmart 2 handle bath filler 1/2"" Chrome",,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/81/53/J98153_wm.jpg,,,,,,Chrome,"1 bar 46.2 l/min, 2 bar 65.3 l/min, 3 bar 80 l/min",0.1,Up to 70,133,Deck Mounted,5 Years,N,133,Low - Med,No,Yes,Yes,Fixed,Deck Mounted,Lever,Metal,2,25098003,Bath Filler Tap,N,Deck mounted,Metal lever,"Ceramic valves 3/4"", 90°",Grohe long-life shine durable sparkling sheen,Min. recommended pressure 0.5 bar,Eurosmart,Professional edition,,,,,,,,
41,PD80810,Bristan Mila bath filler tap Black,Bristan,176.81,"Manufactured in a robust brass, this Bristan Mila bath filler is finished in super-contemporary black for a smart modern look.",Bathrooms and Kitchens/Bathroom Taps/Bathroom Filler Taps/Bathroom Filler Taps.csv -> Bristan Mila bath filler tap Black,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/08/10/D80810_wm.jpg,,,,,,Black,19.9LPM@0.2Bar,0.2,N/A,115,Modern,10yrs,N,150,Low,No,No,Yes,Single,Deck Mounted,Lever,Brass,2,MI BF BLK,Bath Filler,N,Brass construction,Black finish,Flow rate of 19.9LPM at 0.2 bar,For deck mounting,10 year warranty,Mila,,,,,,,,,
42,PC36805,Deva Adore deck mounted bath filler tap Chrome Plated,Deva,103.36,"Made of brass with a smart chrome-plated finish, the Deva Adore bath filler tap is compatible with all plumbing systems. This deck-mounted bath tap offers ceramic valve operation for ease of use.",Bathrooms and Kitchens/Bathroom Taps/Bathroom Filler Taps/Bathroom Filler Taps.csv -> Deva Adore deck mounted bath filler tap Chrome Plated,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/68/05/NW-C36805_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ic/al/Deva_ADORE108_Technical.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/20/21/Deva_Shower-Tap_Guide_2021.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
43,PB88659,Ideal Standard Calista 2 tap hole bath filler taps,Ideal Standard,92.17,"Smartly stylish, the Ideal Standard Calista dual control bath filler is part of a wide bathroom range for a cohesive finished design. Easy to operate, this chrome deck-mounted tap includes ceramic disc operation for precision control of flow and temperature.",Bathrooms and Kitchens/Bathroom Taps/Bathroom Filler Taps/Bathroom Filler Taps.csv -> Ideal Standard Calista 2 tap hole bath filler taps,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/86/59/NW-B88659_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/20/19/IS_Bathrooms_Brchr_2019.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/te/ch/IS_Calista_B1151AA_Tech.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
