,pid,Title,Brand,Price,Description,category,mfpartnumber,whatisincluded,Image,Attachment 1,Attachment 2,Attachment 3,Attachment 4,Attachment 5,Attachment 6,Colour,Connection Type,Operating Temperature,Range,Warranty,Weight,Hazardous,Water Heating Declared Load Profile,Sound Power Level (Indoors),Output,Depth (mm),Re-heat times,Anti Legionella Function,Water Pressure,Thermostat Temperature,Useage Single / Multi Point,Controls,Eco Setting,ErP Rating,IP Rating,Material,Max Pressure (Psi),Min Pressure (Psi),Mounting Type,Water Connection,Supplier Product Code,Type,WEEE Compliant,Capacity Litre,Feature 1,Feature 2,Feature 3,Feature 4,Feature 5,Feature 6,Feature 7,Feature 8,Feature 9,Feature 10,Feature 11,Feature 12,Feature 13,Fuel Type,Mugs (250ml) per Tank,Antimicrobial Protection,Body Material,Frequency,Min Bar Pressure,Feature 14,Feature 15,Flow Rate,Watts,Projection,Tap Holes,Safety Lock,Water Options,Cartridge Type,Spout Type,Handle Type,Feature 16,Feature 17,Feature 18,Feature 19,Pack Quantity,Attachment 7,Attachment 8
114,P138380,Andrews Water Heaters ECOflo EC380/1400 wall hung natural gas condensing water heater,Andrews Water Heaters,9155.0,"Highly energy efficient, with an ErP A rating, the low NOx 380L Andrews ECOflo EC380/1400 fully condensing storage water heater offers impressive hot water recovery rates for comfort and convenience you can rely on. Featuring a Vitraglas® lined, thermally efficient tank protected by maintenance-free anodes and equipped with a Hydrojet® sediment reduction system, the 79.1kW ECOflo is designed to ensure uninterrupted hot water performance for years to come.",Water Heating and Storage/Water Heaters/Water Heaters.csv -> Andrews Water Heaters ECOflo EC380/1400 wall hung natural gas condensing water heater,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/83/80/138374_138380_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ti/on/Andrews_Ecoflo_Installation.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ic/al/Andrews_Ecoflo_Technical.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/20/20/Andrews_WH_Spec_Guide_July_2020.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
115,PD52926,Ariston Pro1 Eco 100 100L Wall Hung Water Heater,Ariston,600.73,"Easy to use and packed with great features, the modern 100L Ariston Pro1 Eco unvented storage electric heater is designed for use in small and medium homes or light commercial settings, providing safe, reliable hot water with ease. Incorporating an intuitive user interface for ultra-simple temperature setting and control, the 3kW Pro1 Eco also includes a comprehensive set of safety features and an Eco Evo function for huge energy and cost savings.",Water Heating and Storage/Water Heaters/Water Heaters.csv -> Ariston Pro1 Eco 100 100L Wall Hung Water Heater,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/29/26/D52924_D52926_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/he/et/Ariston_Pro1Eco_DataSheet.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ti/on/Ariston_Pro1Eco_Installation.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
116,PD52927,Ariston Velis Evo 45 storage water heater White,Ariston,580.48,"The compact, Italian-designed Ariston Velis Evo 45L electric water heater has an ultra-slim twin tank configuration for compact installation without compromising on hot water availability, ideal for those busy spots where space is at a premium and particularly suitable for leisure and hospitality premises thanks to a dual 1.5kW power supply. The wall-mounted Velis Evo is packed full of great features, including ABS and anti-legionella safety functions and Eco Evo for impressive efficiency and cost savings.",Water Heating and Storage/Water Heaters/Water Heaters.csv -> Ariston Velis Evo 45 storage water heater White,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/29/28/D52927_D52928_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/o_/ds/Ariston_Velis_Evo_DS.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ic/al/Ariston_Velis_Evo_Technical.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ta/ll/Ariston_Velis_Evo_Install.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
117,PD69010,Zip Aquapoint 3 AP3/05 water heater 5ltr 2kw,Zip,264.4,"Supplying fast hot water to multiple outlets, the 5L Zip Aquapoint III AP3/5 unvented water heater connects to the mains water supply and operates with your existing conventional taps and mixers. Tested to ensure robustness and reliability, this 2kW water heater is ErP A-rated, helping to minimise energy waste and contributing to reduced bills.",Water Heating and Storage/Water Heaters/Water Heaters.csv -> Zip Aquapoint 3 AP3/05 water heater 5ltr 2kw,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/90/12/D69010_D69012_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ti/on/Zip_AquapointIII_Installation.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/hu/re/Zip_DL_spreads_Brochure.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ic/al/Zip_Aquapoint_III_Technical.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/hu/re/Zip_DL spreads_Brochure.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/hu/re/Zip_Brochure.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ti/on/Zip_Aquapoint_III_Installation.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
118,PD69164,Zip InLine CEX instantaneous under sink water heater 6.6 or 8.8kw,Zip,421.62,"Microprocessor controlled, the 8.8kW Zip InLine CEX-U instantaneous undersink water heater delivers immediate hot water to one or more outlets without the waste that can be created while you wait for the supply to warm up. This pressure-resistant water heater incorporates a heating element that will automatically switch on when a tap is opened and switch off when the tap is closed. Keeping water and energy use to an absolute minimum, the ErP A-rated CEX-U is also compatible with solar-heated water for even better efficiency.",Water Heating and Storage/Water Heaters/Water Heaters.csv -> Zip InLine CEX instantaneous under sink water heater 6.6 or 8.8kw,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/91/64/NW_D69164_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ic/al/Zip_Inline_CEX_Technical.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/hu/re/Zip_Inline_Brochure.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ti/on/Zip_Inline_CEX_Installation.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/hu/re/Zip_Brochure.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
119,P138376,Andrews Water Heaters ECOflo EC230/960 wall hung natural gas condensing water heater,Andrews Water Heaters,7527.0,"Highly energy efficient, with an ErP A rating, the low NOx 230L Andrews ECOflo EC230/960 fully condensing storage water heater offers impressive hot water recovery rates for comfort and convenience you can rely on. Featuring a Vitraglas® lined, thermally efficient tank protected by maintenance-free anodes and equipped with a Hydrojet® sediment reduction system, the 54.2kW ECOflo is designed to ensure uninterrupted hot water performance for years to come.",Water Heating and Storage/Water Heaters/Water Heaters.csv -> Andrews Water Heaters ECOflo EC230/960 wall hung natural gas condensing water heater,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/83/80/138374_138380_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ti/on/Andrews_Ecoflo_Installation.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/t_/ps/Andrews_Multipoint_PS.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ic/al/Andrews_Ecoflo_Technical.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/20/20/Andrews_WH_Spec_Guide_July_2020.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/_e/rp/138376_Erp.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
120,PD70294,Heatrae Sadia Hotflo pack 'u5' hotflo kit,Heatrae Sadia,178.56,The Heatrae-Sadia Hotflo expansion vessel and check valve is suitable for use with unvented water heaters.,Water Heating and Storage/Water Heaters/Water Heaters.csv -> Heatrae Sadia Hotflo pack 'u5' hotflo kit,,Expansion vessel;Check valve,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/02/94/D70294_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/hu/re/Heatrae Sadia_Streamline_Brochure.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/hu/re/HS_Unvented_PoU_Hot_Water_Brochure.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
121,PD70626,Heatrae Sadia FBM Eco 45 electric vented water heater 45ltr,Heatrae Sadia,1690.58,"Designed to service multiple outlets, the Heatrae Sadia FBM Eco 45L is a vented cistern-type water heater suitable for first time installation and as a retrofit unit. An ideal choice for handwashing in customer or office washrooms with more than one sink or for pot filling in commercial kitchens with space to install the heater above an outlet point, the 3kW FBM Eco offers high levels of performance and easy to use controls.",Water Heating and Storage/Water Heaters/Water Heaters.csv -> Heatrae Sadia FBM Eco 45 electric vented water heater 45ltr,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/5e/co/HS_FBM25Eco_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ti/on/HS_FBM_Eco_Installation.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ni/ng/HS_General_Safety_Warning.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/20/17/HS_VentedPoUHotWater_Brochure_2017.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ic/al/HS_FBM_Eco_Technical.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
122,PD70632,Heatrae Sadia Hotflo Multipoint Eco 30H water heater 30ltr 3kW,Heatrae Sadia,1383.11,"Designed for light commercial use, the safe, practical and hardwearing 30L capacity Heatrae Sadia Multipoint Eco 30H horizontal unvented water heater is ideal for restaurant kitchens, office washrooms or canteens, providing on-demand hot water for handwashing and pot filling. Incorporating smart function controllability to recognise and manage demand levels throughout the day, the 3kW Multipoint Eco helps to make cost-effective energy savings, even when using off peak tariffs.",Water Heating and Storage/Water Heaters/Water Heaters.csv -> Heatrae Sadia Hotflo Multipoint Eco 30H water heater 30ltr 3kW,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/at/er/MultiEco_WaterHeater_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ni/ng/HS_General_Safety_Warning.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ta/ll/HS_Multi_Eco_Hor_QuickFit_Install.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ic/al/HS_Multipoint_Eco_Technical.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ta/ll/HS_Multi_Eco_Hor_Install.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/hu/re/HS_Unvented_PoU_Hot_Water_Brochure.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
123,PD49995,Ariston Andris Lux 10 oversink electric water heater 3kw 10ltr pack,Ariston,141.66,"Built to last, the Ariston Andris Lux 10L electric storage water heater is made up of a titanium-enamel tank with eco-friendly insulation. Resistant to pressure and corrosion, thanks to smart shell technology, this 3kW storage water heater is extremely robust, and it looks great in-situ too. Carefully built to meet the world's strictest safety standard, the Andris Lux is equipped with multiple safety devices working in harmony to ensure safe comfort for all users.",Water Heating and Storage/Water Heaters/Water Heaters.csv -> Ariston Andris Lux 10 oversink electric water heater 3kw 10ltr pack,,EP unvented water heater;Wall bracket;Pressure relief valve set at 6 bar;2x dielectric junctions,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/99/95/NW-D49995_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/og/ue/AristonHT_WHeater_UcylinderCatalogue.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/hu/re/Ariston_Andris_Lux_Brochure.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/io/ns/Ariston_Andris_Lux_Dimensions.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
124,PD70633,Heatrae Sadia Hotflo Multipoint Eco 30V water heater 30ltr 3kW,Heatrae Sadia,1095.81,"Designed for light commercial use, the safe, practical and hardwearing 30L capacity Heatrae Sadia Multipoint Eco 30V vertical unvented water heater is ideal for restaurant kitchens, office washrooms or canteens, providing on-demand hot water for handwashing and pot filling. Incorporating smart function controllability to recognise and manage demand levels throughout the day, the 3kW Multipoint Eco helps to make cost-effective energy savings, even when using off peak tariffs.",Water Heating and Storage/Water Heaters/Water Heaters.csv -> Heatrae Sadia Hotflo Multipoint Eco 30V water heater 30ltr 3kW,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/at/er/MultiEco_WaterHeater_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ni/ng/HS_General_Safety_Warning.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ta/ll/HS_Multi_Eco_Ver_QuickFit_Install.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ic/al/HS_Multipoint_Eco_Technical.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ta/ll/HS_Multi_Eco_Ver_Install.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/hu/re/HS_Unvented_PoU_Hot_Water_Brochure.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
125,PD70795,Heatrae Sadia Express 15 water heater 15ltr 3kw,Heatrae Sadia,511.13,"The easy to install Heatrae Sadia Express 15L vented water heater is equally suitable for domestic and commercial applications. Heating water using a factory-fitted electric heating element and thermostatically controlled by an adjustable thermostat, this cistern-fed 3kW water heater is vented for added safety.",Water Heating and Storage/Water Heaters/Water Heaters.csv -> Heatrae Sadia Express 15 water heater 15ltr 3kw,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/di/a2/D70785_pg_heatraesadia2_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ti/on/HS_Express_7_15_Installation.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ni/ng/HS_General_Safety_Warning.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/20/17/HS_VentedPoUHotWater_Brochure_2017.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/hu/re/Heatrae Sadia_Megalife_Brochure.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
126,PD70805,Heatrae Sadia Supreme 150 water boiler 150ltr White,Heatrae Sadia,1066.45,"Providing instant boiling water on demand, the 2.5L capacity Heatrae Sadia Supreme 150 water heater pack requires only a mains electrical connection and plumbing directly to the cold water supply for easy installation. Featuring Heatrae Sadia's smart Intelliboil Plus technology for energy efficient management of the boiling cycle and with an integrated water conditioner to decrease scaling, the 2.5kW, wall-mounted Supreme promises high levels of efficiency and convenience as well as clean and hygienic use thanks to a long-term antimicrobial surface.",Water Heating and Storage/Water Heaters/Water Heaters.csv -> Heatrae Sadia Supreme 150 water boiler 150ltr White,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/08/07/D70805_D70807_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ic/al/Heatrae Sadia_Supreme_Technical.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/hu/re/HeatraeSadia_Supreme_Brochure.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ni/ng/HS_General_Safety_Warning.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/20/18/HS_SmartDrinkigWaterSltn_PrdRng_2018.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ti/on/HeatraeSadia_Supreme_Installation.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ta/ll/HS_Supreme_150_165_180_Install.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
127,PD68172,Santon Aquarius AU10/3 undersink water heater 10ltr 3kw,Santon,309.23,"Designed for under-sink installation, the Santon Aquarius AU10/3 vented water heater can also be supplied by a cold water cistern or feed tank. When used in this way, the base of the cistern should be no higher than 10M above the top of the water heater. A vent pipe must also be used. Supplying one basin when used with vented taps, this single point water heater stores a generous 10L of water.",Water Heating and Storage/Water Heaters/Water Heaters.csv -> Santon Aquarius AU10/3 undersink water heater 10ltr 3kw,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/81/72/NW-D68171_D68172_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ni/ng/HS_Safety_Warning.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/an/ty/Santon_Warranty.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ta/ll/Santon_Aquarius_Undersink_Install.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/_e/rp/D68172_ErP.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/hu/re/Santon_Aquarius_Brochure.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
128,PD69512,Zip EconoBoil 403542 Wall mounted water boiler 3Ltr,Zip,791.05,"Thermostatically controlled, the Zip EconoBoil 3L instant water heater offers affordable reliability, delivering generous levels of boiling water at a constant temperature from a attractively designed command centre. With patented twin chamber Steam-Heat-Boost technology, the EconoBoil recycles energy from steam to preheat incoming cold water which, along with the insulated drinking water tank, improves overall efficiency.",Water Heating and Storage/Water Heaters/Water Heaters.csv -> Zip EconoBoil 403542 Wall mounted water boiler 3Ltr,,Instant water heater only,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/_5/13/D69512_513_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ti/on/Zip_Econoboil_Hydroboil_Installation.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/hu/re/Zip_A5_AW_Brochure.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
129,PD68289,Heatrae Sadia Hotflo 50V water heater 50ltr 3kW,Heatrae Sadia,1046.45,"Perfect for installation in light commercial settings, the 50L capacity Heatrae Sadia Hotflo 50V vertical unvented water heater provides useful handwashing, pot-filling and tea-making facilities in canteens, washrooms and kitchens. Manufactured from robust stainless steel and featuring inbuilt pressure and temperature control, this safe, reliable 3kW water heater offers generous, convenient delivery with minimal maintenance requirements.",Water Heating and Storage/Water Heaters/Water Heaters.csv -> Heatrae Sadia Hotflo 50V water heater 50ltr 3kW,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/tf/lo/Hotflo_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ic/al/HS_Hotflo_50_100_Technical.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ni/ng/HS_General_Safety_Warning.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ti/on/HS_Hotflo_Vert_50_100_Installation.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/hu/re/HS_Unvented_PoU_Hot_Water_Brochure.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
130,PD68150,Santon Speediboil SP2.5 water boiler 2.5kw,Santon,724.52,"Ideal for use in canteens, offices, workshops and salons, the commercial grade Santon Speediboil SP 2.5L boiling water heater provides instantaneous hot water direct from the wall. Supplying over 150 cups of boiling water an hour on a 2.5kW output, this efficient unit is ideal for busy breakrooms, saving wasted time, electricity and water.",Water Heating and Storage/Water Heaters/Water Heaters.csv -> Santon Speediboil SP2.5 water boiler 2.5kw,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/89/52/D68150_D68952_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ta/ll/Santon_Speediboil_Issue_4_Install.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ni/ng/HS_General_Safety_Warning.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ca/rd/Santon_Warranty_Card.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/hu/re/Santon_Speediboil_Brochure.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
