,pid,Title,Brand,Price,Description,category,mfpartnumber,whatisincluded,Image,Connection Type,Operating Temperature,Warranty,Hazardous,Approvals,Max Pressure,Material,Operating Pressure,Maximum Operating Temperature,Supplier Product Code,WEEE Compliant,Application,Capacity Litre,Feature 1,Feature 2,Feature 3,Feature 4,Feature 5,Feature 6,Feature 7,Feature 8,Feature 9,Feature 10,Feature 11,Attachment 1,Attachment 2,Attachment 3,Attachment 4,Range,Boiler Section,Type,Colour,Pack Quantity,Depth (mm),Mains Connection Size and Type,System Connection Size and Type,Display Type,Drain Connection,Feature 12,Feature 13,Feature 14,Feature 15,Finish
59,PS04910,JET Range JHEV JET Range 800 heating expansion vessel 800ltr 6bar,JET Range,1124.65,"Designed for sealed heating and chilled systems, this 800L capacity JET Range JHEV expansion vessel has a tough and hardwearing steel shell and butyl rubber diaphragm. Intended to maintain the operating pressure in heating and cooling systems, this easy to install expansion vessel safely accommodates the expansion and contraction caused by system temperature changes.",Heating/Sealed Heating Systems/Expansion Vessels/Expansion Vessels.csv -> JET Range JHEV JET Range 800 heating expansion vessel 800ltr 6bar,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/49/19/S04907_S04919_wm.jpg,,,,,,,,,,,,,,,,,,,,,,,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/_o/&m/Flexcon Top O&M.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/80/0l/Jet_Expansion V_800L.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/he/et/S04900_S04911 Datasheet.pdf,,,,,,,,,,,,,,,,
60,P893003,Altecnic HV-C Heating HV18C expansion vessel 18ltr,Altecnic,108.23,"Part of a range built to meet the requirements of most heating and cooling systems, the 18L capacity Altecnic HV-C heating expansion vessel is resistant to ethylene and propylene glycol mixtures and has a low gas permeability. Built from tough stainless steel finished in epoxy, the two halves of the HV-C and its diaphragm are retained by a crimped collar for a reliable pressure-tight seal.",Heating/Sealed Heating Systems/Expansion Vessels/Expansion Vessels.csv -> Altecnic HV-C Heating HV18C expansion vessel 18ltr,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/30/04/893001_893004_wm.jpg,,,,,,,,,,,,,,,,,,,,,,,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ic/al/Altecnic_HV-C_Expansion-V_Technical.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ta/ll/Altecnic_Expansion_Vessels_Install.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/hu/re/Altecnic_plumbing&heating_Brochure.pdf,,,,,,,,,,,,,,,,
61,P537591,Altecnic Vertical PV12W potable expansion vessel 12ltr,Altecnic,144.36,"With an inbuilt bladder approved for in-water installation, the Altecnic Vertical 12L expansion vessel is suitable for use in hot and cold potable water applications. A vertical closed expansion vessel with MBSP connections, this 2L unit is compatible with most systems. A chamber designed to protect water heating systems from excess pressure, the expansion vessel is filled with air which acts as a cushion against system pressure surges.",Heating/Sealed Heating Systems/Expansion Vessels/Expansion Vessels.csv -> Altecnic Vertical PV12W potable expansion vessel 12ltr,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/75/91/NW-537591_wm.jpg,,,,,,,,,,,,,,,,,,,,,,,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/te/ch/Altecnic_Vertical_Expan_Vessel_Tech.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ui/de/Altecnic_Product_Guide.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/hu/re/Altecnic_Plant_RoomSolution_Brochure.pdf,,,,,,,,,,,,,,,,
62,P815265,"Altecnic Intermediate Vessels SX-18SMFO vessel, 3/4""m bsp, 270 x 42018ltr White",Altecnic,92.89,"Suitable for closed solar energy heating systems, this Altecnic 270 x 420mm 18L vessel with 3/4"" male BSP is a reliable sealed system expansion vessel helping to meet a range of necessary directives and standards.","Heating/Sealed Heating Systems/Expansion Vessels/Expansion Vessels.csv -> Altecnic Intermediate Vessels SX-18SMFO vessel, 3/4""m bsp, 270 x 42018ltr White",,Vessel,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/52/65/815265_wm.jpg,3/4'',-10 - 100 Degrees,12 Months,N,N/A,10 Bar,Carbon Steel,10,130 °C Transient Peak,SX-VI0018,N,Solar,18 l,The vessels are fabricated by welding the various sections together,Which results in a very reliable structure,Suitable for internal pressures up to 10 bar,,,,,,,,,,,,,Intermediate Vessels,,,White,,,,,,,,,,,Powder Coated
63,P891014,Flamco Airfix P Airfix P 2 - 300 potable vessel 2ltr,Flamco,37.4,"Suitable for domestic and commercial sealed hot and chilled water systems, the 2L capacity Flamco Airfix P Potable water expansion vessel includes a nitrogen gas filling for improved pre-charge retention and a replaceable, contoured bladder.",Heating/Sealed Heating Systems/Expansion Vessels/Expansion Vessels.csv -> Flamco Airfix P Airfix P 2 - 300 potable vessel 2ltr,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/10/14/891014_wm.jpg,,,,,,,,,,,,,,,,,,,,,,,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ta/ll/Flamco_Airfix_Expansion-V_Install.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/20/18/Flamco_Product_Overview_2018.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/te/ch/Flamco_Airfix_Vessel-2L_Tech.pdf,,,,,,,,,,,,,,,,
64,P537592,Altecnic Vertical PV18W potable expansion vessel 18ltr,Altecnic,176.87,"Resistant to ethylene and propylene glycol mixtures, the 18L capacity Altecnic Vertical PV-W expansion vessel offers low gas permeability. Made of robust carbon steel, the PV-W vessel has a long lasting epoxy finish and includes a replaceable bladder for ease of maintenance. PV-W is one in a broad range of vessels designed to offer flexibility of installation in almost any heating or cooling system.",Heating/Sealed Heating Systems/Expansion Vessels/Expansion Vessels.csv -> Altecnic Vertical PV18W potable expansion vessel 18ltr,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/75/93/537592_537593_wm.jpg,,,,,,,,,,,,,,,,,,,,,,,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ta/ll/Altecnic_Expansion_Vessels_Install.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/te/ch/Altecnic_VrtclExpansionVessels_Tech.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/hu/re/Altecnic_plumbing&heating_Brochure.pdf,,,,,,,,,,,,,,,,
65,P893006,Altecnic HV-C Heating HV50C expansion vessel 50ltr,Altecnic,285.8,"Part of a range built to meet the requirements of most heating and cooling systems, the 50L capacity Altecnic HV-C heating expansion vessel is resistant to ethylene and propylene glycol mixtures and has a low gas permeability. Built from tough stainless steel finished in epoxy, the two halves of the HV-C and its diaphragm are retained by a crimped collar for a reliable pressure-tight seal.",Heating/Sealed Heating Systems/Expansion Vessels/Expansion Vessels.csv -> Altecnic HV-C Heating HV50C expansion vessel 50ltr,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/30/06/893005_893006_wm.jpg,,,,,,,,,,,,,,,,,,,,,,,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ic/al/Altecnic_HV-C_Expansion-V_Technical.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ta/ll/Altecnic_Expansion_Vessels_Install.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/hu/re/Altecnic_plumbing&heating_Brochure.pdf,,,,,,,,,,,,,,,,
66,P488926,Advanced Water VAREM 634-147-0244  expansion vessel 24ltr,Advanced Water,116.21,"Suitable for use in domestic hot water systems, the Varem 12L Extravarem LC potable water expansion vessel with fixed membrane has a tough carbon steel body with white epoxy polyester paint finish and a reliable stainless steel flange. A chamber designed to protect water heating systems from excess pressure, the expansion vessel is filled with air which acts as a cushion against system pressure surges.",Heating/Sealed Heating Systems/Expansion Vessels/Expansion Vessels.csv -> Advanced Water VAREM 634-147-0244  expansion vessel 24ltr,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/89/26/488926_wm.jpg,Flange,-10 to 99,1 year,N,CE,8,Carbon Steel,3.5 - 8,99,6341470121,N,"Hot and Cold Potable Water Use, Heating, Boilers, Water Hammer Arrester, Pumps, Water Storage",12 l,Expansion vessel with fixed membrane for domestic hot water systems,,,,,,,,,,,,,,,VAREM,Expansion Vessel,Expansion Vessel,White,,,,,,,,,,,
67,P871092,Mikrofill 3 Packaged 18L Expansion Vessel,Mikrofill,1380.6,"Extremely compact for ease of siting in a sealed system, the Mikrofill 3 18L packaged expansion vessel kit comprises an 18L, 3 bar expansion vessel, a quick-fit 1"" service valve and an advanced direct-type pressurisation unit. Capable of cold-fill pressurising a system up to 4.7 bar, the Mikrofill 3 offers suitability for a variety of LPHW and CHW tasks.",Heating/Sealed Heating Systems/Expansion Vessels/Expansion Vessels.csv -> Mikrofill 3 Packaged 18L Expansion Vessel,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/10/92/871092_wm.jpg,,Ambient air temperature 4 - 40CInlet water temperature 4 - 23C,4 Years,N,,,,,,100018,N,,,Fills and maintains LPHW/CHW system pressure,Up to 4.7 bar cold fill pressure,Category 4 backflow prevention,Tundish drain connection,15mm compression mains connection,With LCD display,Compression vessel compliant with pressure equipment directive (PED) 97/23/EC,4 year warranty,,,,,,,,,,Pressurisation system,Blue / Light Grey,,Control Unit 112Expansion Vessel 308,15 mm compression,Cold water inlet 15mm compressionCold water outlet 15mm compressionExpansion vessel connection 3/4M,LCD colour matrix display,Via tundish3/4 BSP,,,,,
68,P117938,Worcester Bosch Greenskies Solar-Lifestyle AGS10-2 ErP solar station,Worcester Bosch,494.1,This Worcester Bosch Greenskies Solar Lifestyle AGS10-2 ErP twin line solar pump station is for use in the main plumb kit for Greenskies Lifestyle or Lito solar thermal panels.,Heating/Sealed Heating Systems/Expansion Vessels/Expansion Vessels.csv -> Worcester Bosch Greenskies Solar-Lifestyle AGS10-2 ErP solar station,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/79/38/117938_wm.jpg,,,,,,,,,,,,,,,,,,,,,,,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/_e/rp/Worcester_Greenskies_AGS10-2_ErP.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/20/15/Worcester_Product_Guide_2015.pdf,,,,,,,,,,,,,,,,,
69,P894079,Altecnic Robokit 109-5006 compact sealed system kit 12ltr,Altecnic,129.96,"Ideal for installation in an airing or kitchen cupboard, the Altecnic Robokit 12L sealed system kit has a low profile design and includes an assembly connector allowing for left or right-handed fitting to an existing system. Doing away with the need to fit, feed and vent a tank, this compact sealed system kit, complete with expansion vessel, pressure gauge, safety relief valve and filling loop, is a simple choice for domestic water heating.",Heating/Sealed Heating Systems/Expansion Vessels/Expansion Vessels.csv -> Altecnic Robokit 109-5006 compact sealed system kit 12ltr,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/40/80/894078_894080_wm.jpg,,,,,,,,,,,,,,,,,,,,,,,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ta/ll/Altecnic_Robokit_Compact-SS_Install.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/te/ch/Altecnic_Robokit_Compact-SS_Tech.pdf,,,,,,,,,,,,,,,,,
70,P160126,Vaillant aroTHERM solar discharge vessel,Vaillant,75.11,"Compact and flexible, the Vaillant aroTHERM solar discharge vessel is suitable for vertical fitting in series should larger capacities be required. This vessel is used to collect heating system glycol should a system's PRV open. This ensures that the glycol doesn't find its way into the drainage system.",Heating/Sealed Heating Systems/Expansion Vessels/Expansion Vessels.csv -> Vaillant aroTHERM solar discharge vessel,,Solar discharge vessel;2x screw;2x wall plug,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/01/26/160126_wm.jpg,,,,,,,,,,,,,,,,,,,,,,,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/hu/re/Vaillant_Solar_Thermal_Brochure.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/hu/re/Vaillant_aroTHERM_Hybrid_Brochure.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/hu/re/Vaillant_aroTHERM_AWHP_Brochure.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ic/al/Vaillant_aroTHERM_AW_HP_Technical.pdf,,,,,,,,,,,,,,,
