,pid,Title,Brand,Price,Description,category,mfpartnumber,whatisincluded,Image,Hazardous,Model For Use With,Boiler Section,Boiler Range,Part Gas Council number,By Model Number,Supplier Product Code,Type,WEEE Compliant,Range,Attachment 1,Connection Size,Connection Type,Attachment 2,Attachment 3,Attachment 4,Attachment 5,Range For Use With,Feature 1,Feature 2,Feature 3,Feature 4,Feature 5,Feature 6,Feature 7,Feature 8,Feature 9,For Use With,Weight,Dimensions mm (H x W x D),Pack Quantity,Colour,Flow Rate,Warranty,Output,Depth (mm)
352,P790760,Worcester Bosch flexible hose comes with washers,Worcester Bosch,17.25,"A Worcester Bosch hose designed for the expansion vessel of Highflow, Danesmoor and Heatslave boilers.  A chamber designed to protect water heating systems from excess pressure, the expansion vessel is filled with air which acts as a cushion against system pressure surges.  We know you’re busy and need to get repair jobs done quickly and efficiently. Your local parts specialist is always on hand to support you. They offer help, advice and they can get you the part you need.  Your local branch stocks an in-depth range of domestic gas and oil spare parts from leading manufacturers, so you can fix it first time.",Parts and Spares/sub_categories/Domestic Boiler Parts/sub_categories/Worcester Boiler Parts/Worcester Boiler Parts.csv -> Worcester Bosch flexible hose comes with washers,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/07/60/790760_wm.jpg,N,"400-BSN-GB (BF), 400-OSP-GB (OF), 12/14-OSO-GB SYS, 12/14-RSO-GB SYS, 12-25 OOO, 12/14-OSO-GB, 400-FSP-GB (RSF), 15/19 RSO SYS, 15/19-OSO-GB, 20/25-OSO-GB, 15/19-OSO-GB SYS, 20/25-RSO-GB SYS, 26/32 OSO (CF), 15/19-OSO-GB, 20/25-OSO-GB SYS, 15/19 RSO (RS)",Hydraulics,"Highflow, Danesmoor, Heatslave",371521,"12/14-OSO-GB SYS,12/14-OSO-GB,12/14-RSO-GB SYS,12-25 OOO,15/19-OSO-GB SYS,12/14-RSO-GB,400-FSP-GB (RSF),20/25-RSO-GB SYS,20/25-OSO-GB SYS,15/19,15/19-OSO-GB,26/32 RSO (RS),400-BSP-GB (BF),15/19 RSO SYS,20/25-OSO-GB",87161405070,Hose,N,,,,,,,,,,,,,,,,,,,,,,,,,,,
353,P793230,Worcester Bosch hose,Worcester Bosch,3.86,"This Worcester Bosch hose is designed for use in the condensate trap of Greenstar boilers.  The condensate trap holds discharge that accumulates in the primary heating or cooling system caused by changes in pressure and temperature. A discharge pipe connected to the condensate trap sends held water out of the property. This pipe is ordinarily made of plastic that can withstand the low levels of acid present due to CO2 from the combustion process dissolving in the water.  As the leading supplier of parts for all the major boiler manufacturers we’ve got a wealth of experience and knowledge in this area, and with over 450 branches we carry more heating spare parts in more places than any other merchant to help you improve your first time fix rate.",Parts and Spares/sub_categories/Domestic Boiler Parts/sub_categories/Worcester Boiler Parts/Worcester Boiler Parts.csv -> Worcester Bosch hose,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/32/30/NW-793230_wm.jpg,,,,,,,,,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ti/on/WB_Greenstar_Installation.pdf,,,,,,,,,,,,,,,,,,,,,,,,,
354,P480568,Worcester Bosch selector knob,Worcester Bosch,5.76,"This replacement Worcester Bosch control knob is compatible with Bosch, CDi Series and CDiXtra Series boilers.  Attached to a spindle on the boiler's control panel, a control knob allows for manual control of the appliance's functions.  As the leading supplier of parts for all the major boiler manufacturers we’ve got a wealth of experience and knowledge in this area, and with over 450 branches we carry more heating spare parts in more places than any other merchant to help you improve your first time fix rate.",Parts and Spares/sub_categories/Domestic Boiler Parts/sub_categories/Worcester Boiler Parts/Worcester Boiler Parts.csv -> Worcester Bosch selector knob,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/05/68/480568_wm.jpg,N,"24 CDi RSF LPG, 28 CDi RSF LPG, 26 CDi Xtra LPG, 24 CDi BF, 35 CDi II RSF LPG, RX2 RSF LPG, 35 CDi FSN, 35 CDi II RSF NG, 24 CDi OF LPG, 24 CDi RSF NG, 28 CDi RSF NG, 26 CDi Xtra, RX2 RSF, 24 CDi OF, 35 CDi GSP",Control Panel,"CDi Series, CDiXtra Series, Bosch",299511,"24 CDi RSF NG,24 CDi OF,RX2 RSF,24 CDi RSF LPG,28 CDi RSF NG,24 CDi OF LPG,35 CDi II RSF NG,35 CDi II RSF LPG,28 CDi RSF LPG,26 CDi Xtra,RX2 RSF LPG,26 CDi Xtra LPG,35 CDi GSP,24 CDi BF,35 CDi FSN",87161410210,Control Knob,N,,,,,,,,,,,,,,,,,,,,,,,,,,,
355,P793243,Worcester Bosch elbow with drain off,Worcester Bosch,14.86,"A replacement pipework elbow for Worcester Bosch Greenstar and Greenstar ErP boilers.  In a boiler a pipe either allows water into a heating unit, including the mains water supply and the pipework on a wall jig, or is found within an appliance and carries water between the various mechanisms that require it, including the diverter valve and heat exchanger.  We carry over 300 of the most in demand parts in-branch and stock over 25,000 spare parts available for next-day timed delivery.",Parts and Spares/sub_categories/Domestic Boiler Parts/sub_categories/Worcester Boiler Parts/Worcester Boiler Parts.csv -> Worcester Bosch elbow with drain off,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/32/43/793243_wm.jpg,N,"24 Ri LPG, 12Ri LPG, 15Ri ErP+ NG, 18Ri ErP+ NG, 18 Ri, 12Ri ErP+ LPG, 15 Ri LPG, 24 Ri, 12Ri ErP+ NG, 15Ri LPG, 24Ri ErP+ LPG, 9Ri ErP+ NG, 15 Ri, 12Ri, 15Ri ErP+ LPG, 21Ri ErP+ LPG, 21Ri ErP+ NG, 24Ri ErP+ NG, 15Ri, 18Ri, 18Ri ErP+ LPG, 12 Ri LPG, 12 R",Casing,"Greenstar, Greenstar ErP",H03207,"15 Ri LPG,15 Ri,12 Ri LPG,18Ri LPG,18 Ri,24 Ri,24 Ri LPG,12 Ri",87161066070,Elbow,N,,,,,,,,,,,,,,,,,,,,,,,,,,,
356,P790457,Worcester Bosch o-ring 2.62 x 15.54,Worcester Bosch,3.43,"A genuine Worcester Bosch replacement part, this O-ring is suitable for use in the hydraulics of CDi Series, Greenstar, SBi Series, Si/C1 Series, CDiXtra Series, i Junior Series, RD Series and Bosch boilers.  O-rings, gaskets and washers are used in many different areas of the boiler to join parts to pipework. Among others sections, heat exchangers and gas valves require these parts to prevent gas and water leaks.  To help you find the right parts for your jobs, go to the industry leading parts identification tool, PartsArena, giving you quick access to over 20,000 exploded diagrams, 10,000 images & 20,000 products. FREE to Wolseley trade account customers.",Parts and Spares/sub_categories/Domestic Boiler Parts/sub_categories/Worcester Boiler Parts/Worcester Boiler Parts.csv -> Worcester Bosch o-ring 2.62 x 15.54,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/04/57/790457_wm.jpg,N,"24 CDi BF, 24 CDi RSF LPG, 35 CDi II RSF LPG, Highflow 440, 15 SBi, 24 SBi, 35 CDi II RSF NG, 24 SBi LPG, 24 SI II LPG, 24 CDi OF, 26 CDi Xtra, 24 i Junior, 28 i Junior LPG, 28 CDi RSF LPG, 28 i Junior, 28 Si II, 28 Si II LPG, 24 CDi RSF NG, RD628 RSF, 2",Hydraulics,"CDi Series, Greenstar, SBi Series, Si/C1 Series, CDiXtra Series, i Junior Series, RD Series, Bosch",299499,"24 CDi RSF NG,24 SBi,Highflow 440 LPG,28 Si II,15 SBi,RX2 RSF,24 CDi OF,RD628 RSF,28 i Junior,24 i Junior LPG,24 CDi RSF LPG,28 Si II LPG,28 CDi RSF NG,24 CDi OF LPG,35 CDi II RSF LPG,28 CDi RSF LPG,RX2 RSF LPG,15 SBi LPG,35 CDi II,Highflow 440,24 CDi BF",87161408050,O-Ring,N,,,,,,,,,,,,,,,,,,,,,,,,,,,
357,P480718,Worcester Bosch washer set,Worcester Bosch,5.15,"This Worcester Bosch washer pack is compatible with Greenstar, Greenstar ErP and RD Series boilers.  Washers, along with O-rings and gaskets, are used in many different areas of the boiler to join parts to pipework. Among others sections, heat exchangers and gas valves require these parts to prevent gas and water leaks.  To help you find the right parts for your jobs, go to the industry leading parts identification tool, PartsArena, giving you quick access to over 20,000 exploded diagrams, 10,000 images & 20,000 products. FREE to Wolseley trade account customers.",Parts and Spares/sub_categories/Domestic Boiler Parts/sub_categories/Worcester Boiler Parts/Worcester Boiler Parts.csv -> Worcester Bosch washer set,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/07/18/480718_wm.jpg,N,"35 HE Plus Combi, CS1-FSN-GB NG 28KW, HE Plus FSN 11-35KW, HE Plus FSN 7-28KW, ICC2-FSN 37KW, 30 HE Plus Combi, HE FSN ZB 7 27KW, HE FSN ZWB 7 27KW, ICS1-FSN 28KW, FS 42 CDi, Highflow 440 CDi, Highflow 550 CDi, Highflow 550 CDi, Highflow 440 CDi LPG, Hig",Hydraulics,"Greenstar, Greenstar ErP, RD Series",E74594,"ICS1-FSN 35KW,HE Plus FSN 7-28KW,Highflow 440 CDi LPG,Highflow 440 CDi,35 HE Plus Combi,30 HE Combi,ICC2-FSN 30KW,CS1-FSN-GB NG 28KW,Highflow 550 CDi LPG,ICC2-FSN 37KW,R28 HE System,Highflow 550 CDi,29 HE CONVENTIONAL,R29,28 HE System,HE Plus FSN 11-35KW",87101031540,Washer Pack,N,,,,,,,,,,,,,,,,,,,,,,,,,,,
358,P796474,Worcester Bosch 8716117030 panel bottom,Worcester Bosch,20.5,"A Worcester Bosch replacement bottom casing panel for Greenstar ErP units.  Casings vary from model to model with designs to suit different locations, offering differing levels of robustness and a variety of finishes.  We carry over 300 of the most in demand parts in-branch and stock over 25,000 spare parts available for next-day timed delivery.",Parts and Spares/sub_categories/Domestic Boiler Parts/sub_categories/Worcester Boiler Parts/Worcester Boiler Parts.csv -> Worcester Bosch 8716117030 panel bottom,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/64/74/796474_wm.jpg,N,"30i Combi, 18i System LPG, 21i System LPG, 18i System, 30i Combi LPG, 9i System, 9i System LPG, 15i System, 15i System LPG, 21i System, 24i System LPG, 25i Combi LPG, 12i System, 12i System LPG, 24i System, 25i Combi",Casing,Greenstar ErP,,,8716117030,Panel,N,,,,,,,,,,,,,,,,,,,,,,,,,,,
359,P408470,Worcester Bosch O ring 22x3 epdm (x1),Worcester Bosch,2.76,"This Worcester Bosch O-ring is a replacement part suitable for the hydraulics of Greenstar boilers.  O-rings, gaskets and washers are used in many different areas of the boiler to join parts to pipework. Among others sections, heat exchangers and gas valves require these parts to prevent gas and water leaks.  As the leading supplier of parts for all the major boiler manufacturers we’ve got a wealth of experience and knowledge in this area, and with over 450 branches we carry more heating spare parts in more places than any other merchant to help you improve your first time fix rate.",Parts and Spares/sub_categories/Domestic Boiler Parts/sub_categories/Worcester Boiler Parts/Worcester Boiler Parts.csv -> Worcester Bosch O ring 22x3 epdm (x1),,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/84/70/408470_wm.jpg,N,"28 i Junior LPG, 28 i Junior Mk5, 24 i Junior, 24 i Junior Mk5 LPG, 24 i Junior LPG, 24 i Junior Mk5, 28 i Junior, 28 i Junior Mk5 LPG",Hydraulics,Greenstar,H87287,"28 i Junior Mk5,28 i Junior Mk5 LPG,24 i Junior Mk5 LPG,24 i Junior Mk5,28 i Junior,24 i Junior LPG,28 i Junior LPG,24 i Junior",87161162590,O-Ring,N,,,,,,,,,,,,,,,,,,,,,,,,,,,
360,P480757,Worcester Bosch washer fibre self adhesive 30x22.5x1.5mm,Worcester Bosch,2.26,"This Worcester Bosch washer is a useful spare part for Greenstar Oil and i Junior Series boilers.  Washers, along with O-rings and gaskets, are used in many different areas of the boiler to join parts to pipework. Among others sections, heat exchangers and gas valves require these parts to prevent gas and water leaks.  We know you’re busy and need to get repair jobs done quickly and efficiently. Your local parts specialist is always on hand to support you. They offer help, advice and they can get you the part you need.  Your local branch stocks an in-depth range of domestic gas and oil spare parts from leading manufacturers, so you can fix it first time.",Parts and Spares/sub_categories/Domestic Boiler Parts/sub_categories/Worcester Boiler Parts/Worcester Boiler Parts.csv -> Worcester Bosch washer fibre self adhesive 30x22.5x1.5mm,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/07/57/480757_wm.jpg,N,"24 i Junior LPG, 24 i Junior, HEATSLAVE 18/25 EXT, HEATSLAVE HE 18/25 INT, HEATSLAVE HE 12/18 INT, HEATSLAVE HE 25/32 INT, 28 i Junior, HEATSLAVE 12/18 EXT, HEATSLAVE 25/32 EXT, 28 i Junior LPG",Pump,"i Junior Series, Greenstar Oil",H05272,"HEATSLAVE 25/32 EXT,HEATSLAVE HE 12/18 INT,HEATSLAVE HE 25/32 INT,HEATSLAVE 18/25 EXT,HEATSLAVE 12/18 EXT,28 i Junior,HEATSLAVE HE 18/25 INT,24 i Junior LPG,28 i Junior LPG,24 i Junior",87161052180,Washer,N,,,,,,,,,,,,,,,,,,,,,,,,,,,
361,P408399,Worcester Bosch screw hex z m6 x 25 8.8 zp,Worcester Bosch,3.68,"This Worcester Bosch M6 x 25 8.8 ZP hex screw pack is suitable for use in the casing of Greenstar ErP and Greenstar Oil boilers.  Spare screw packs, for assembling an appliance or holding it in place, are supplied in various sizes and groupings to suit different jobs and appliances.  As the UK’s leading parts specialist, Wolseley carry the widest range of spares, stocking all the big name brands for the trade. Now, to give our customers even more support, we’re adding a greater number of specified parts from leading manufacturers into our branches with the introduction of the Wolseley Branch Parts Accreditation Scheme. Many branches will now be Silver and Gold accredited, a sign that they hold more stock than anyone else, so you can be confident you’ll get the parts you need to fix it first time. Fast.",Parts and Spares/sub_categories/Domestic Boiler Parts/sub_categories/Worcester Boiler Parts/Worcester Boiler Parts.csv -> Worcester Bosch screw hex z m6 x 25 8.8 zp,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/83/99/408399_wm.jpg,N,"Heatslave II 12/18 External, CAMRAY 18/25 EXT, HEATSLAVE 12/18 EXT, 18/25 OOO GB OIL, CAMRAY 12/18 ROO GB, CAMRAY 18/25 OIL, CAMRAY 18/25 ROO GB, CAMRAY 25/32 EXT SYS, CAMRAY 25/32 OIL, HEATSLAVE HE 25/32 INT, Heatslave II 25/32, Heatslave II 25/32 Exter",Casing,"Greenstar ErP, Greenstar Oil",,,87161130660,Screw,N,,,,,,,,,,,,,,,,,,,,,,,,,,,
362,P410393,Worcester Bosch Nozzle,Worcester Bosch,1.13,"A genuine Worcester Bosch spare, this nozzle is compatible with Greenstar, Greenstar ErP and CDi Series boilers.  A part specific to oil boilers, the nozzle is used to vaporize oil, increasing the surface area of the fuel to improve efficiency.  As the leading supplier of parts for all the major boiler manufacturers we’ve got a wealth of experience and knowledge in this area, and with over 450 branches we carry more heating spare parts in more places than any other merchant to help you improve your first time fix rate.",Parts and Spares/sub_categories/Domestic Boiler Parts/sub_categories/Worcester Boiler Parts/Worcester Boiler Parts.csv -> Worcester Bosch Nozzle,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/03/93/410393_wm.jpg,N,"Highflow 440 CDi, Highflow 550 CDi LPG, Highflow 550 CDi, Highflow 550 CDi, FS 30 CDi, FS 42 CDi LPG, FS 30, FS 42, FS 42 LPG, FS 42 CDi, Highflow 440 CDi, Highflow 440 CDi LPG, Highflow 550 CDi LPG, FS 30 LPG, FS 30 CDi LPG, Highflow 440 CDi, Highflow 4",Hydraulics,"Greenstar, Greenstar ErP, CDi Series",H71338,"FS 30 CDi,Highf,Highflow 440 CDi LPG,Highflow 440 CDi,FS 30 LPG,FS 42 CDi LPG,FS 30,Highflow 550 CDi LPG,FS 42,FS 42 CDi,Highflow 550 CDi,FS 30 CDi LPG,FS 42 LPG",87186828790,Nozzle,N,,,,,,,,,,,,,,,,,,,,,,,,,,,
363,P480252,Worcester Bosch knob control green-grey,Worcester Bosch,3.39,"This replacement Worcester Bosch control knob is compatible with Heatslave, Danesmoor, Highflow and Greenstar Oil boilers.  Attached to a spindle on the boiler's control panel, a control knob allows for manual control of the appliance's functions.  As the leading supplier of parts for all the major boiler manufacturers we’ve got a wealth of experience and knowledge in this area, and with over 450 branches we carry more heating spare parts in more places than any other merchant to help you improve your first time fix rate.",Parts and Spares/sub_categories/Domestic Boiler Parts/sub_categories/Worcester Boiler Parts/Worcester Boiler Parts.csv -> Worcester Bosch knob control green-grey,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/02/52/480252_wm.jpg,N,"12/14-RSO-GB SYS, 20/25-RSO-GB SYS, 32/50-OOO-GB, 50-70-OOO-GB, 12/14-OOO-(CF), 26/32 OSO (CF), 3.5-OSN-GB (OF), 400-BSP-GB (BF), 400-FSN-GB (RSF), 400-OSN-GB (OF), 15/19-OOO-GB, 15/19-OSO-GB SYS, 26/32-OOO-GB, 15/19-OSO-GB, 4.5-OSN-GB (OF), 12/14-OSO-GB",Control Panel,"Danesmoor, Heatslave, Highflow, Greenstar Oil",371519,"20/25-OOO-GB,12/14-OSO-GB,12/14-RSO-GB SYS,20/25,HE II 12/22 ROO,32/50-OOO-GB,15/19-OOO-(CF),15/19 ROO (RS),20/25-RSO-GB SYS,12/14-ROO-GB,12/19-ROO-GB WM,26/32-ROO-GB,15/19 RSO (RS),20/25-OSO-GB SYS,50-70-OOO-GB,20/25-OOO-(CF),12/14-OOO-(CF),20/25-OSO-GB",87161410870,Control Knob,N,,,,,,,,,,,,,,,,,,,,,,,,,,,
364,P491931,Worcester Bosch 87110042780 seal,Worcester Bosch,11.68,"A replacement door seal for use in the casing of Worcester Bosch CDi Series, Greenstar, Greenstar ErP and RD Series boilers.  Casings vary from model to model with designs to suit different locations, offering differing levels of robustness and a variety of finishes. Seals are used in many different boiler parts and are designed to prevent leaks of water or harmful gases as they move through the unit.  As the UK’s leading parts specialist, Wolseley carry the widest range of spares, stocking all the big name brands for the trade. Now, to give our customers even more support, we’re adding a greater number of specified parts from leading manufacturers into our branches with the introduction of the Wolseley Branch Parts Accreditation Scheme. Many branches will now be Silver and Gold accredited, a sign that they hold more stock than anyone else, so you can be confident you’ll get the parts you need to fix it first time. Fast.",Parts and Spares/sub_categories/Domestic Boiler Parts/sub_categories/Worcester Boiler Parts/Worcester Boiler Parts.csv -> Worcester Bosch 87110042780 seal,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/19/31/491931_wm.jpg,N,"FS 30 LPG, R35 HE Plus Combi, FS 30 CDi, Highflow 550 CDi LPG, FS 42, 28 HE System, Highflow 440, Highflow 440 CDi LPG, Highflow 440 CDi LPG, Highflow 550 CDi LPG, RD329, RD532, CC1 FSN 29KW, FSP, HE Plus FSN 11-35KW, ICC2-FSN 37KW, ICS1-FSN 28KW, R40 HE",Casing,CDi SeriesGreenstarGreenstar ErPRD Series,E74521,"CC1 FSN 29KW,FSN,FSP,Highflow 440 LPG,ICS1-FSN 28KW,Highflow 440 CDi,FS 30 LPG,30 HE Combi,ICC2-FSN 30KW,R35 HE Plus Combi,HE FSN ZWB 7 27KW,CS1-FSN-GB NG 28KW,ICC2-FSN 37KW,R28 HE System,29 HE CONVENTIONAL,R40 HE Co,R30 HE Plus Combi,HE Plus FSN 11-35KW",87110042780,Door Seal,N,,,,,,,,,,,,,,,,,,,,,,,,,,,
365,P480859,Worcester Bosch service cover seal,Worcester Bosch,15.85,"This Worcester Bosch cover seal is for use in the casing of Greenstar Oil and Greenstar ErP boilers.  Seals are used in many different areas of the boiler to prevent gas and water leaks.  To help you find the right parts for your jobs, go to the industry leading parts identification tool, PartsArena, giving you quick access to over 20,000 exploded diagrams, 10,000 images & 20,000 products. FREE to Wolseley trade account customers.",Parts and Spares/sub_categories/Domestic Boiler Parts/sub_categories/Worcester Boiler Parts/Worcester Boiler Parts.csv -> Worcester Bosch service cover seal,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/08/59/480859_wm.jpg,,,,,,,,,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ta/ll/WB_GreenstarCmry121818252532_Install.pdf,,,,,,,,,,,,,,,,,,,,,,,,,
366,P797304,Worcester Bosch lipseal,Worcester Bosch,9.26,"This Worcester Bosch seal is suitable for use in the hydraulics of Greenstar Oil boilers.  Seals are used in many different boiler parts and are designed to prevent leaks of water or harmful gases as they move through the unit.  We carry over 300 of the most in demand parts in-branch and stock over 25,000 spare parts available for next-day timed delivery.",Parts and Spares/sub_categories/Domestic Boiler Parts/sub_categories/Worcester Boiler Parts/Worcester Boiler Parts.csv -> Worcester Bosch lipseal,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/73/04/797304_wm.jpg,N,"100/150MM VERTICAL FLUE KIT, FLUE 80/125 90 DEG ELBOW KIT, 18/25 OOO GB OIL, FLUE 100/150 VERTICAL EXTERNAL KIT, FLUE CF 100MM KIT, FLUE KIT 80/125 HORIZONTAL, FLUE 60/100 TELESCOPIC, FLUE 80/125MM VERTICAL EXTENSION KIT, FLUE 80/125MM 90 DEG IN-LINE BEN",Hydraulics,"Flue Accessories, Greenstar Oil",,"FLUE 80/125MM 90 DEG IN-LINE BEND KIT,FLUE CF 100MM KIT,FLUE 80/125 90 DEG ELBOW KIT,FLUE 60/100 TELESCOPIC,FL,FLUE 100/150 VERTICAL EXTERNAL KIT,FLUE KIT 80/125 HORIZONTAL,FLUE 80/125MM VERTICAL EXTENSION KIT,18/25 OOO GB OIL,100/150MM VERTICAL FLUE KIT",87110043840,Seal,N,,,,,,,,,,,,,,,,,,,,,,,,,,,
367,P400472,Worcester Bosch control knob,Worcester Bosch,6.34,"This Worcester Bosch replacement control knob is suitable for use on i Junior Series, Si/C1 Series and RD Series boilers.  Attached to a spindle on the boiler's control panel, a knob allows for manual control of the appliance's functions.  As the leading supplier of parts for all the major boiler manufacturers we’ve got a wealth of experience and knowledge in this area, and with over 450 branches we carry more heating spare parts in more places than any other merchant to help you improve your first time fix rate.",Parts and Spares/sub_categories/Domestic Boiler Parts/sub_categories/Worcester Boiler Parts/Worcester Boiler Parts.csv -> Worcester Bosch control knob,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/04/72/400472_wm.jpg,N,"24 i Junior, 28 i Junior, 28 Si II, 24 i Junior LPG, 28 i Junior LPG, RD628 RSF, 24 SI II LPG, 28 Si II LPG, 24 SI II",Control Panel,"i Junior Series, Si/C1 Series, RD Series",E89861,,87120001160,Control Knob,N,,,,,,,,,,,,,,,,,,,,,,,,,,,
368,P480562,Worcester Bosch 87161408170 O ring,Worcester Bosch,3.24,"A genuine Worcester Bosch replacement part, this O-ring pack, containing 10 pieces is suitable for use in the hydraulics of CDi Series, Greenstar, Greenstar ErP, SBi Series, Bosch, CDiXtra Series, i Junior Series and i Series boilers.  O-rings, gaskets and washers are used in many different areas of the boiler to join parts to pipework. Among others sections, heat exchangers and gas valves require these parts to prevent gas and water leaks.  To help you find the right parts for your jobs, go to the industry leading parts identification tool, PartsArena, giving you quick access to over 20,000 exploded diagrams, 10,000 images & 20,000 products. FREE to Wolseley trade account customers.",Parts and Spares/sub_categories/Domestic Boiler Parts/sub_categories/Worcester Boiler Parts/Worcester Boiler Parts.csv -> Worcester Bosch 87161408170 O ring,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/05/62/480562_wm.jpg,N,"28 CDi RSF NG, 35 CDi II RSF NG, 12 Ri, 18 Ri LPG, 12Ri LPG, 15Ri, 18Ri, 24 SBi LPG, RX2 RSF, RX2 RSF LPG, 24 CDi BF, 35 CDi II RSF LPG, 12 i LPG, 24 i Junior Mk5 LPG, 18Ri ErP+ NG, 18Ri LPG, 24Ri, 9Ri ErP+ LPG, 15 SBi LPG, 24 CDi OF, 26 CDi Xtra LPG, 24",Hydraulics,"CDi Series, Greenstar, Greenstar ErP, SBi Series, Bosch, CDiXtra Series, i Junior Series, i Series",E01304,"24 CDi RSF NG,28 i Junior Mk5 LPG,15 i LPG,18 i,RX2 RSF,25 Si,24 i Junior LPG,24 Ri,12 i LPG,24 i Junior,24 CDi RSF LPG,24 CDi OF LPG,24 i Junior Mk5 LPG,35 CDi II RSF LPG,28 CDi RSF LPG,18Ri LPG,RX2 RSF LPG,35 CDi GSP,18 Ri,12 i,24 Ri LPG,12 Ri,24 CDi BF",87161408170,O-Ring,N,,,,,,,,,,,,,,,,,,,,,,,,,,,
369,P408412,Worcester Bosch O ring 3 x 63 id nitrile,Worcester Bosch,3.92,"This Worcester Bosch O-ring is a replacement part suitable for the gas assembly of Greenstar and Greenstar ErP boilers.  O-rings, gaskets and washers are used in many different areas of the boiler to join parts to pipework. Among others sections, heat exchangers and gas valves require these parts to prevent gas and water leaks.  As the leading supplier of parts for all the major boiler manufacturers we’ve got a wealth of experience and knowledge in this area, and with over 450 branches we carry more heating spare parts in more places than any other merchant to help you improve your first time fix rate.",Parts and Spares/sub_categories/Domestic Boiler Parts/sub_categories/Worcester Boiler Parts/Worcester Boiler Parts.csv -> Worcester Bosch O ring 3 x 63 id nitrile,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/84/12/408412_wm.jpg,N,"18 i LPG, 18 Ri, 24 Ri LPG, 28 i Junior Mk5 LPG, 15Ri, 15Ri ErP+ LPG, 18Ri ErP+ LPG, 18Ri ErP+ NG, 24Ri ErP+ LPG, 9Ri ErP+ NG, 12 i, 24 i, 28 i Junior Mk5, 30 Si LPG, 18Ri, 18Ri LPG, 15 Ri, 24 Ri, 25 Si LPG, 30 Si, 15Ri ErP+ NG, 12 Ri, 15 i LPG, 18 i, 24",Gas Assembly,"Greenstar, Greenstar ErP",H04655,"24,24 i Junior LPG,12 i LPG,24 i Junior,15 Ri,18Ri LPG,24 i,15 i LPG,18 i,30 Si LPG,25 Si LPG,24 Ri,28 i Junior,28 i Junior Mk5,15 Ri LPG,12 Ri LPG,24 i Junior Mk5,15 i,18 i LPG,30 Si,18 Ri,12 i,28 i Junior LPG,24 Ri LPG,12 Ri",87161067500,O-Ring,N,,,,,,,,,,,,,,,,,,,,,,,,,,,
