,pid,Title,Brand,Price,Description,category,mfpartnumber,whatisincluded,Image,Attachment 1,Attachment 2,Attachment 3,Attachment 4,Hazardous,Dimensions mm (H x W x D),By Model Number,Supplier Product Code,Type,WEEE Compliant,Feature 1,Feature 2,Application,Feature 3,Feature 4,Range,Diameter,Watts,Colour Temperature,Attachment 5
33,PV03988,Foster level control switch,Foster,43.0,This Foster 61F-GP-N8 240 VAC floatless level control switch is compatible with a range of refrigerators.,Parts and Spares/sub_categories/Commercial Catering Parts/Commercial Catering Parts.csv -> Foster level control switch,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/39/88/NW-V03988_wm.jpg,,,,,N,x  x,"DRPRI3TRW MK3,DRP22T,DRPRI2T MK3,DRPRI5T MK3,DRPRI1TRW MK3,DRPRI4T MK3,DRPRI4TRW MK3,DRPRI2TRW MK3,DRPRI6T MK3,DRPRI3T MK3,DRPRI1T MK3",16240133,Switch,N,CE approved,"Suitable for DRP22T, DRPRI1TRW MK3, DRPRI3T MK3 and DRPRI4T MK3",CommercialDomestic,"Suitable for DRPRI4TRW MK3, DRPRI1T MK3, DRPRI2T MK3 and DRPRI2TRW MK3","Suitable for DRPRI3TRW MK3, DRPRI5T MK3 and DRPRI6T MK3",,,,,
34,PV93120,Hobart solenoid,Hobart,85.37,"This Hobart water inlet solenoid valve with 51LPM flow control is suitable for a wide range of dishwashers, glass or cup washers and pan/utensil washing machines.",Parts and Spares/sub_categories/Commercial Catering Parts/Commercial Catering Parts.csv -> Hobart solenoid,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/31/20/NW-V93120_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ar/ts/Hobart_AMX_AMXX_AUXX_AUP_Spare_Parts.pdf,,,,,,,,,,,,,,,,,,,
35,PU64043,Oxford Hardware X210 2 way ceramic terminal block 15A,Oxford Hardware,0.63,"Connecting wiring to ground or electrical switches and outlets to the mains supply, this Oxford Hardware X210 15A two-way ceramic terminal block has a simple design featuring several single terminals positioned in one length.",Parts and Spares/sub_categories/Commercial Catering Parts/Commercial Catering Parts.csv -> Oxford Hardware X210 2 way ceramic terminal block 15A,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/40/43/NW-U64043_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/hu/re/Oxford_Hardware_Brochure.pdf,,,,,,,,,,,,,,,,,,,
36,PV93379,Hobart air trap -booster,Hobart,20.32,This Hobart 77 x 83mm complete air trap with 24mm connection diameter and 6mm hose diameter is suitable for a wide range of commercial catering dishwashers and glasswashers.,Parts and Spares/sub_categories/Commercial Catering Parts/Commercial Catering Parts.csv -> Hobart air trap -booster,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/33/79/NW-V93379_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ar/ts/Hobart_Glass_Dishwashers_Spare_Parts.pdf,,,,,,,,,,,,,,,,,,,
37,PV03746,BKI shaft carrier,BKI,70.0,This BKI shaft carrier is suitable for VG16 and VG8 rotisserie ovens.,Parts and Spares/sub_categories/Commercial Catering Parts/Commercial Catering Parts.csv -> BKI shaft carrier,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/37/46/NW-V03746_wm.jpg,,,,,N,x  x,"VG8,VG16",CR006,Shaft Carrier,N,,,,,,,,,,
38,PV02485,BKI shaft assembly only,BKI,289.99,This BKI shaft assembly is suitable for VG16 and VG8 rotisserie ovens.,Parts and Spares/sub_categories/Commercial Catering Parts/Commercial Catering Parts.csv -> BKI shaft assembly only,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/24/85/NW-V02485_wm.jpg,,,,,N,x  x,"VG8,VG16",ASY175,Shaft Assembly,N,Commercial catering part,,,,,,,,,
39,PV57520,"Lincat 1/4"" to 3/8"" elbow",Lincat,9.61,"This Lincat C0206 1/4 - 3/8"" push-fit elbow is suitable for ECO9 pipes.","Parts and Spares/sub_categories/Commercial Catering Parts/Commercial Catering Parts.csv -> Lincat 1/4"" to 3/8"" elbow",,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/75/20/NW-V57520_wm.jpg,,,,,N,x  x,ECO9,CO206,Elbow,N,,,Push Fit Pipe,,,,,,,
40,PU60374,Oxford Hardware Victory IRL309 bulb holder for lamps 118mm long (120 series),Oxford Hardware,2.1,This Oxford Hardware IRL309 140.6 x 16 x 41.2mm bulb holder is suitable for 118mm lamps and 120 series bulbs.,Parts and Spares/sub_categories/Commercial Catering Parts/Commercial Catering Parts.csv -> Oxford Hardware Victory IRL309 bulb holder for lamps 118mm long (120 series),,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/03/74/NW-U60374_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/hu/re/Oxford_Hardware_Brochure.pdf,,,,,,,,,,,,,,,,,,,
41,PV05803,Die-Pat twist waste,Die-Pat,75.99,"Made of metal, this Die-Pat waste outlet with 1.5"" thread and 3.5"" twist handle drain is designed for use in commercial kitchens.",Parts and Spares/sub_categories/Commercial Catering Parts/Commercial Catering Parts.csv -> Die-Pat twist waste,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/58/03/NW-V05803_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/og/ue/Die_Pat_Product_Catalogue.pdf,,,,,,,,,,,,,,,,,,,
42,PV03753,BKI glass lens,BKI,19.0,"This BKI frosted clear glass lens for lamp housing is compatible with VG16, VG8 rotisserie ovens, VEAB, E316, E422 and E532.",Parts and Spares/sub_categories/Commercial Catering Parts/Commercial Catering Parts.csv -> BKI glass lens,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/37/53/V03753_wm.jpg,,,,,N,x  x,"VG8,VG16",LI036,Lens,N,,,,,,,,,,
43,PU12881,BKI lamp clip,BKI,3.5,A BKI lamp clip.,Parts and Spares/sub_categories/Commercial Catering Parts/Commercial Catering Parts.csv -> BKI lamp clip,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/28/81/NW-U12881_wm.jpg,,,,,N,x  x,MHC4,LI045,Lamp Clip,N,,,,,,,,,,
44,PV93499,Hobart airbreak (AMX RF16),Hobart,269.91,This Hobart AMX RF16 air gap backflow preventer service kit with cover cap is for use with commercial catering dishwashers.,Parts and Spares/sub_categories/Commercial Catering Parts/Commercial Catering Parts.csv -> Hobart airbreak (AMX RF16),,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/34/99/NW-V93499_wm.jpg,,,,,N,x  x,,01-297695-2,Preventer Kit,N,Commercial catering part,,Commercial Catering,,,,,,,
45,PU12824,BKI bearing in casing SL5/8,BKI,125.0,"This BKI bearing in casing is a spare part suitable for Vecto-Grill 7 M 07, VG14, VG16 and VG7 rotisserie ovens.",Parts and Spares/sub_categories/Commercial Catering Parts/Commercial Catering Parts.csv -> BKI bearing in casing SL5/8,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/28/24/NW-U12824_wm.jpg,,,,,N,x  x,"Vecto-Grill 7 M 07,VG7,VG14,VG16",BR002,Bearing,N,,,,,,,,,,
46,PV03749,BKI curtain axial fan,BKI,175.0,This BKI curtain axial fan is a replacement part for the MHC4-8 Bakers Pride oven.,Parts and Spares/sub_categories/Commercial Catering Parts/Commercial Catering Parts.csv -> BKI curtain axial fan,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/37/49/NW-V03749_wm.jpg,,,,,N,x  x,MHC4,FA015,Fan,N,,,,,,,,,,
47,PU72952,Fermod strike (for 920/921 fasteners) 57/72mm,Fermod,12.39,This Fermod 52 - 72mm offset strike is suitable for use with 920/921 series fasteners.,Parts and Spares/sub_categories/Commercial Catering Parts/Commercial Catering Parts.csv -> Fermod strike (for 920/921 fasteners) 57/72mm,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/29/52/NW-U72952_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ui/de/Fermod_Std_Strikes_920_921_Guide.pdf,,,,,,,,,,,,,,,,,,,
48,PU60241,Oxford Hardware G4 12v 20w oven lamp 300C 2 pin,Oxford Hardware,1.32,This Oxford Hardware 20W 12V two pin halogen capsule lamp has a G4 base and a 300° beam angle.,Parts and Spares/sub_categories/Commercial Catering Parts/Commercial Catering Parts.csv -> Oxford Hardware G4 12v 20w oven lamp 300C 2 pin,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/02/41/NW-U60240_U60241_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/hu/re/Oxford_Hardware_Brochure.pdf,,,,,,,,,,,,,,,,,,,
49,P493228,Clesse Clessinox hose assembly with testpoint 1/2'' x 15mm 35kW Stainless Steel,Clesse,25.66,"Fitted with an integrated test point, this Clesse Clessinox 1.2M stainless steel metallic flexible hose assembly with 1/2” male taper x 15mm compression fitting is suitable for single cylinder installations. Rodent-resistant and with a certified 1MB pressure loss per metre at 70kW/h, this hose assembly can also be used with two cylinder changeover kits on 15mm pipework connections.",Parts and Spares/sub_categories/Commercial Catering Parts/Commercial Catering Parts.csv -> Clesse Clessinox hose assembly with testpoint 1/2'' x 15mm 35kW Stainless Steel,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/32/28/NW-493228_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/20/20/Clesse_Product_Catalogue_2019-2020.pdf,,,,,,,,,,,,,,,,,,,
50,PV04051,Foster heater steam tank,Foster,288.51,"This Foster heater steam tank for DRP controllers is suitable for use with DRPRI2TRW MK3, DRPRI3TRW MK3, DRPRI6T MK3, DRPRI2T MK3, DRPRI3T, DRPRI3T MK3, DRPRI4T MK3, DRPRI4TRW MK3 and DRPRI5T MK3 refrigerators.",Parts and Spares/sub_categories/Commercial Catering Parts/Commercial Catering Parts.csv -> Foster heater steam tank,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/40/51/NW-V04051_wm.jpg,,,,,N,x  x,"DRPRI3TRW MK3,DRPRI2T MK3,DRPRI5T MK3,DRPRI4T MK3,DRPRI4TRW MK3,DRPRI2TRW MK3,DRPRI3T,DRPRI6T MK3,DRPRI3T MK3",16240081,Steam Tank,N,,,CommercialDomestic,,,,,,,
51,PU73595,Foster steam tank complete,Foster,919.51,This Foster complete steam tank is suitable for use in a range of DRP refrigerators.,Parts and Spares/sub_categories/Commercial Catering Parts/Commercial Catering Parts.csv -> Foster steam tank complete,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/35/95/NW-U73595_wm.jpg,,,,,N,x  x,"DRPRI3TRW MK3,DRPRI2T MK3,DRPRI5T MK3,DRPRI4T MK3,DRPRI4TRW MK3,DRPRI2TRW MK3,DRPRI6T MK3,DRPRI3T,DRPRI3T MK3",00-556240,Steam Tank,N,"Suitable for DRPRI3T MK3, DRPRI4T MK3, DRPRI6T MK3, DRPRI2T MK3 and DRPRI2TRW MK3","Suitable for DRPRI3T, DRPRI3TRW MK3, DRPRI4TRW MK3 and DRPRI5T MK3",CommercialDomestic,,,,,,,
52,PU48633,Lincat dispensing rocker neon switch Green,Lincat,38.14,A Lincat red 30 x 35mm push button switch for EB3F/PB.,Parts and Spares/sub_categories/Commercial Catering Parts/Commercial Catering Parts.csv -> Lincat dispensing rocker neon switch Green,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/86/33/NW-U48633_wm.jpg,,,,,N,x  x,,SW86,Push Button Switch,N,,,,,,,,,,
53,PV10615,Lincat top sensor,Lincat,6.13,A Lincat 6 x 60mm upper level sensor.,Parts and Spares/sub_categories/Commercial Catering Parts/Commercial Catering Parts.csv -> Lincat top sensor,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/06/15/NW-V10615_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/og/ue/Lincat_Spare_Parts_Catalogue.pdf,,,,,,,,,,,,,,,,,,,
54,PS01468,SILICONE RUBBER DOOR GASKET CVC 1.06,Silicone Engineering,45.6,This Silicone Engineering black rubber door gasket is designed for CVC1.06 (as 30300134/20300234).,Parts and Spares/sub_categories/Commercial Catering Parts/Commercial Catering Parts.csv -> SILICONE RUBBER DOOR GASKET CVC 1.06,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/14/68/NW-S01468_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/_s/ds/Silicone_kSilAndsuraSil_SDS.pdf,,,,,,,,,,,,,,,,,,,
55,PU90937,BKI lamp gasket,BKI,13.0,"This BKI lamp gasket is compatible with VG16 and VG8 rotisserie ovens, VEAB, E316, E422 and E532.",Parts and Spares/sub_categories/Commercial Catering Parts/Commercial Catering Parts.csv -> BKI lamp gasket,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/09/37/NW-U90937_wm.jpg,,,,,N,x  x,"VG8,VG16",LI034,Gasket,N,,,,,,,,,,
56,PV03748,BKI fan motor only MHC,BKI,165.0,"This BKI fan motor is compatible with MHC4, WDC 6, WDC 9 and WDC 4 and is used on 55462-19130, Rrl160/0026A13-3038 fans.",Parts and Spares/sub_categories/Commercial Catering Parts/Commercial Catering Parts.csv -> BKI fan motor only MHC,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/37/48/NW-V03748_wm.jpg,,,,,N,x  x,"WDC 4,WDC 6,WDC 9,MHC4",FA014,fan motor,N,,,,,,,,,,
57,PV03094,Greasepak bio-enzyme solution 5 litres (Pack of 3),Greasepak,145.9,"Powerful yet eco-friendly, this Greasepak bio-enzymatic fluid is a multi strain grease degrader (MSGD) designed to efficiently break down FOGs.",Parts and Spares/sub_categories/Commercial Catering Parts/Commercial Catering Parts.csv -> Greasepak bio-enzyme solution 5 litres (Pack of 3),,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/30/94/NW-V03094_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/_s/ds/Greasepak_Bio_Fuid_MSGD5_SDS.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/hu/re/Greasepak_Brochure.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/me/nt/Greasepak_FOG_Management.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ic/al/V03094_Technical.pdf,,,,,,,,,,,,,,,,
58,P685142,Foster humidity sensor (used on DRPPRI2/DRPPRI3),Foster,298.51,This Foster humidity sensor is suitable for DRPPRI2 and DRPPRI3 refrigerators.,Parts and Spares/sub_categories/Commercial Catering Parts/Commercial Catering Parts.csv -> Foster humidity sensor (used on DRPPRI2/DRPPRI3),,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/51/42/685142_wm.jpg,,,,,N,x  x,,00-570070,Sensor,N,,,CommercialDomestic,,,,,,,
59,PV03742,BKI calrod element 3.5kw,BKI,110.0,This BKI Calrod 3.5kW heating element is compatible with Red Spot VG16 and VG8.,Parts and Spares/sub_categories/Commercial Catering Parts/Commercial Catering Parts.csv -> BKI calrod element 3.5kw,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/37/42/NW-V03742_wm.jpg,,,,,N,x  x,"VG8,VG16",CA072,Element,N,,,,,,,,,,
60,PV93660,Hobart pressure switch,Hobart,56.39,"Made of plastic, this Hobart pressure transmitter level switch has a 30 mbar pressure rating.",Parts and Spares/sub_categories/Commercial Catering Parts/Commercial Catering Parts.csv -> Hobart pressure switch,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/36/60/NW-V93660_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ar/ts/Hobart_Warewashing_Spare_Parts.pdf,,,,,,,,,,,,,,,,,,,
61,PU48631,Lincat dispense solenoid for EB3F/PBM,Lincat,176.17,"This Lincat solenoid valve with silicone pipe seal has a 12mm inlet and 10.4mm outlet and offers a maximum temperature of 98°C. It is compatible with EB3FX/PB, EB3FX/TT, EB4FX, EB6FX and EB6TFX automatic water boilers.",Parts and Spares/sub_categories/Commercial Catering Parts/Commercial Catering Parts.csv -> Lincat dispense solenoid for EB3F/PBM,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/86/31/NW-U48631_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/og/ue/Lincat_Spare_Parts_Catalogue.pdf,,,,,,,,,,,,,,,,,,,
62,PU60240,Oxford Hardware G4 12v 10w oven lamp 300C 2 pin,Oxford Hardware,1.17,"Designed for oven use, this Oxford Hardware 10W 12V two pin halogen capsule lamp has a G4 base and 300° beam angle.",Parts and Spares/sub_categories/Commercial Catering Parts/Commercial Catering Parts.csv -> Oxford Hardware G4 12v 10w oven lamp 300C 2 pin,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/02/41/NW-U60240_U60241_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/hu/re/Oxford_Hardware_Brochure.pdf,,,,,,,,,,,,,,,,,,,
63,PU66945,Fermod automatic composite fastener single point without strike,Fermod,45.79,"Made of steel, this Fermod 520 automatic composite fastener has a single point handle and punch action internal safety device. A standard version, this fastener is suitable for hinged rebated or overlapping doors of 27 - 213mm offset.",Parts and Spares/sub_categories/Commercial Catering Parts/Commercial Catering Parts.csv -> Fermod automatic composite fastener single point without strike,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/69/45/NW-U66945_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ui/de/Fermod_Std_Fasteners_520_521_Guide.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/wi/ng/Fermod_A_520_521_Drawing.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ui/de/Fermod_Resistant_Fasteners_Guide.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/wi/ng/Fermod_B_520_521_Drawing.pdf,,,,,,,,,,,,,,,,
64,P493226,Clesse Clessinox hose assembly 1/2'' x 15mm 35kW Stainless Steel,Clesse,22.1,"Rodent-resistant, this Clesse Clessinox 1.2M stainless steel metallic flexible hose assembly with 1/2” male taper x 15mm compression fittings offers a certified 1MB pressure loss per meter at 35kW. It is suitable for use on single cylinder installations and can also be used with two cylinder changeover kits on 15mm pipework connections.",Parts and Spares/sub_categories/Commercial Catering Parts/Commercial Catering Parts.csv -> Clesse Clessinox hose assembly 1/2'' x 15mm 35kW Stainless Steel,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/32/26/NW-493226_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/20/20/Clesse_Product_Catalogue_2019-2020.pdf,,,,,,,,,,,,,,,,,,,
65,PV00083,AquaJet long chrome levers (Pair),Aquajet,12.61,A pair of AquaJet 63mm chrome finish hot and cold (H/C) levers.,Parts and Spares/sub_categories/Commercial Catering Parts/Commercial Catering Parts.csv -> AquaJet long chrome levers (Pair),,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/00/83/NW-V00083_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ic/al/V00083_Technical.pdf,,,,,,,,,,,,,,,,,,,
66,PV03989,Foster relay base 8 pin,Foster,11.5,This Foster eight pin relay base is suitable for a wide range of refrigerators.,Parts and Spares/sub_categories/Commercial Catering Parts/Commercial Catering Parts.csv -> Foster relay base 8 pin,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/39/89/NW-V03989_wm.jpg,,,,,N,x  x,"DRPRI3TRW MK3,DRP22T,DRPRI2T MK3,DRPRI5T MK3,DRPRI1TRW MK3,DRPRI4TRW MK3,DRPRI4T MK3,DRPRI2TRW MK3,DRPRI6T MK3,DRPRI3T MK3,DRPRI1T MK3",16240134,Relay Base,N,"Suitable for DRPRI1T MK3, DRPRI2T MK3, DRPRI4TRW MK3 and DRP22T","Suitable for DRPRI1TRW MK3, DRPRI2TRW MK3 and DRPRI3T MK3",CommercialDomestic,"Suitable for DRPRI3TRW MK3, DRPRI4T MK3, DRPRI5T MK3 and DRPRI6T MK3",,,,,,
67,PV57532,"Lincat 3/4"" solenoid valve",Lincat,34.58,"A Lincat 68.5m, 230V solenoid valve for automatic water boilers.","Parts and Spares/sub_categories/Commercial Catering Parts/Commercial Catering Parts.csv -> Lincat 3/4"" solenoid valve",,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/75/32/NW-V57532_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/og/ue/Lincat_Spare_Parts_Catalogue.pdf,,,,,,,,,,,,,,,,,,,
68,PV03818,Die-Pat oven door handle,Die-Pat,97.43,A Die-Pat replacement oven door handle.,Parts and Spares/sub_categories/Commercial Catering Parts/Commercial Catering Parts.csv -> Die-Pat oven door handle,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/38/18/NW-V03818_wm.jpg,,,,,N,x  x,,6200-020970,Handle,N,,,,,,,,,,
69,PV10567,Lincat seal,Lincat,6.14,A Lincat 240 x 162 x 20mm lid gasket for EB6 and EB3 water boilers.,Parts and Spares/sub_categories/Commercial Catering Parts/Commercial Catering Parts.csv -> Lincat seal,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/05/67/NW-V10567_wm.jpg,,,,,N,x  x,"EB3F,EB4F",GA48,Lid Gasket,N,,,,,,,,,,
70,PU72960,Fermod cap only (for 621/921 series fasteners) Green,Fermod,10.4,This Fermod mushroom head push cap is suitable for use with 621/921 series fasteners.,Parts and Spares/sub_categories/Commercial Catering Parts/Commercial Catering Parts.csv -> Fermod cap only (for 621/921 series fasteners) Green,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/29/60/NW-U72960_wm.jpg,,,,,N,x  x,,189942,Cap,N,For hinged doors: rebated doors from 27-42mm,Semi-overlapping door 42mm max offset,CommercialDomestic,And overlapping doors,,,,,,
71,PU12878,BKI oven lamp body with bulb 25w,BKI,32.0,"This BKI oven lamp body with 25W oven bulb is compatible with VG16 and VG8 rotisserie ovens, VEAB, E316,E422 and E532.",Parts and Spares/sub_categories/Commercial Catering Parts/Commercial Catering Parts.csv -> BKI oven lamp body with bulb 25w,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/28/78/NW-U12878_wm.jpg,,,,,N,x  x,"VG8,VG16",LI033,Lamp Body and Oven Bulb,N,,,,,,,,,,
