,pid,Title,Brand,Price,Description,category,mfpartnumber,whatisincluded,Image,Attachment 1,Attachment 2,Attachment 3,Attachment 4,Attachment 5,Attachment 6,Hazardous,Supplier Product Code,WEEE Compliant,Feature 1,Feature 2,Feature 3,Feature 4,Feature 5,Feature 6,Feature 7,Feature 8,Feature 9,Feature 10,Feature 11,Feature 12,Feature 13,Range,Weight,Phase,Refrigerant Suitability,Depth (mm),Pipe Size Diameter - Gas,Pipe Size Diameter - Liquid,Type,Pack Quantity,Warranty,Fuse Size (A),Attachment 7
26,P602970,Daikin FTXM35A R32 Wall M Pefera 3.5 KW,Daikin,236.0,"Attractive designed to blend into its surroundings, the Daikin 3.5kW R32 wall-mounted air conditioning unit offers excellent levels of efficiency coupled with unbeatable comfort. Fitted with a reliable filter and incorporating flash streamer technology, this clever unit purifies the air around you, making it cleaner, healthier and less allergen-laden while also reducing the unpleasant odours that can be associated with air conditioning units. A raft of smart features, including a presence-sensing automatic energy efficient setting and Comfort+ for whole-room cooling and heating help to maximise efficiency while also ensuring unbeatable climate comfort.",Air Conditioning/Daikin R32 Indoor Units/Wall Mounted/Wall Mounted.csv -> Daikin FTXM35A R32 Wall M Pefera 3.5 KW,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/29/70/602970_wm.jpg,,,,,,,N,FTXM35A,N,Seasonal efficiency values up to A+++ in cooling and heating,Comfort+ for homogeneous temperature throughout,Double flaps direct air towards ceiling in heating,With 2 area motion detection sensor,Automatically switches to energy-efficient setting if no presence is detected,Heat boost mode reaches set temperature 14% faster (pair only),"Removes viruses, bacteria and fine dust via filter",Flash Streamer breaks down allergens and removes odours,Silver allergen removal and air purifying filter captures allergens such as pollen,Voice command via Amazon Alexa or Google Assistant,Onecta app connection for control via local network or internet,Quiet operation down to 19dBA,3-D air flow for vertical and horizontal auto swing,,,,,,,,,,,,
27,P696835,Daikin Stylish FTXA35BS R32 3.5KW Silver Indoor,Daikin,515.07,"A total climate solution for use in any location, the Daikin Stylish indoor wall-mounted air conditioning unit combines design and technology for reliable heating and cooling. Slim and reliable, with a modern silver finish, Stylish units employ a fan designed to optimise airflow for higher levels of energy efficiency and reduced operational noise, barely audible to users.",Air Conditioning/Daikin R32 Indoor Units/Wall Mounted/Wall Mounted.csv -> Daikin Stylish FTXA35BS R32 3.5KW Silver Indoor,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/68/35/NW-696833_696835_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ta/ll/Daikin_CTXA-FTXA_3P482320-7P_Install.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ui/de/Daikin_CTXA-FTXA_User_Guide.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ta/ll/Daikin_CTXA-FTXA_4P518023-3F_Install.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ic/al/Daikin_FTXA-AB_RXA-AB_Technical.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/nu/al/Daikin_FTXA_BS_Opera_Manual.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/cl/ar/Daikin_FTXA-BS_RoHS_Declar.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ti/on/Daikin_CTXA-FTXA_Eco_CE_Declaration.pdf
28,P652790,Daikin Perfera FTXM35R R32 Wall Mount 3.5KW,Daikin,236.3,"Quiet in operation and attractively designed, the Daikin Perfera wall-mounted indoor air conditioning unit incorporates flash streamer technology for powerful air purification. Suitable for app control, this split unit gives you complete power over your home comfort, allowing you to choose your ideal temperature before setting foot inside the house.",Air Conditioning/Daikin R32 Indoor Units/Wall Mounted/Wall Mounted.csv -> Daikin Perfera FTXM35R R32 Wall Mount 3.5KW,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/27/94/NW-652788_652794_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ui/de/Daikin_CTXM_FTXM_ATXM_R_Ref_Guide.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ic/al/Daikin_FTXM_R_RXM_R_Technical.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/nu/al/Daikin_CTXM_FTXM_ATXM_R_Oprtn_Manual.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/st/al/Daikin_CTXM_FTXM_ATXM_R_Instal.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
29,P610492,Daikin Stylish FTXA35BB Stylish Indoor 3.5KW Black,Daikin,475.25,"A complete climate solution suitable for almost any interior, the slimline Daikin Stylish indoor air conditioning unit is just 189mm deep, making it one of the slimmest wall-mounted units available. Offering reliable comfort and energy efficiency, the Stylish is highly reliable and easy to control with the option of app operation from your smartphone or other devices.",Air Conditioning/Daikin R32 Indoor Units/Wall Mounted/Wall Mounted.csv -> Daikin Stylish FTXA35BB Stylish Indoor 3.5KW Black,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/04/94/NW-610491_610494_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/te/ch/Daikin_FTXA_BB_RXA_A_RXA_B_Tech.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ui/de/Daikin_FTXA_CTXA_BS_BB_BT_Ref_Guide.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/nu/al/Daikin_FTXA_CTXA_BS_BB_BT_Manual.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/hu/re/Daikin_Residential_AC_Brochure.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/st/al/Daikin_CTXA_FTXA_AW_AS_BS_AT_Instal.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
30,P652794,Daikin Perfera FTXM71R R32 Wall Mount 7.1KW,Daikin,496.49,"Quiet in operation and attractively designed, the Daikin Perfera wall-mounted indoor air conditioning unit incorporates flash streamer technology for powerful air purification. Suitable for app control, this split unit gives you complete power over your home comfort, allowing you to choose your ideal temperature before setting foot inside the house.",Air Conditioning/Daikin R32 Indoor Units/Wall Mounted/Wall Mounted.csv -> Daikin Perfera FTXM71R R32 Wall Mount 7.1KW,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/27/94/NW-652788_652794_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ui/de/Daikin_CTXM_FTXM_ATXM_R_Ref_Guide.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ic/al/Daikin_FTXM_R_RXM_R_Technical.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/nu/al/Daikin_CTXM_FTXM_ATXM_R_Oprtn_Manual.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/st/al/Daikin_CTXM_FTXM_ATXM_R_Instal.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
31,P610494,Daikin Stylish FTXA50BB Stylish Indoor 5.0KW Black,Daikin,625.7,"A complete climate solution suitable for almost any interior, the slimline Daikin Stylish indoor air conditioning unit is just 189mm deep, making it one of the slimmest wall-mounted units available. Offering reliable comfort and energy efficiency, the Stylish is highly reliable and easy to control with the option of app operation from your smartphone or other devices.",Air Conditioning/Daikin R32 Indoor Units/Wall Mounted/Wall Mounted.csv -> Daikin Stylish FTXA50BB Stylish Indoor 5.0KW Black,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/04/94/NW-610491_610494_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/te/ch/Daikin_FTXA_BB_RXA_A_RXA_B_Tech.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ui/de/Daikin_FTXA_CTXA_BS_BB_BT_Ref_Guide.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/nu/al/Daikin_FTXA_CTXA_BS_BB_BT_Manual.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/hu/re/Daikin_Residential_AC_Brochure.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/st/al/Daikin_CTXA_FTXA_AW_AS_BS_AT_Instal.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
32,P652789,Daikin Perfera FTXM25R R32 Wall Mount 2.5KW,Daikin,207.09,"Quiet in operation and attractively designed, the Daikin Perfera wall-mounted indoor air conditioning unit incorporates flash streamer technology for powerful air purification. Suitable for app control, this split unit gives you complete power over your home comfort, allowing you to choose your ideal temperature before setting foot inside the house.",Air Conditioning/Daikin R32 Indoor Units/Wall Mounted/Wall Mounted.csv -> Daikin Perfera FTXM25R R32 Wall Mount 2.5KW,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/27/94/NW-652788_652794_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ui/de/Daikin_CTXM_FTXM_ATXM_R_Ref_Guide.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ic/al/Daikin_FTXM_R_RXM_R_Technical.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/nu/al/Daikin_CTXM_FTXM_ATXM_R_Oprtn_Manual.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/st/al/Daikin_CTXM_FTXM_ATXM_R_Instal.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
33,P602969,Daikin FTXM25A R32 Wall M Pefera 2.5 KW,Daikin,206.83,"Attractive designed to blend into its surroundings, the Daikin 2.5kW R32 wall-mounted air conditioning unit offers excellent levels of efficiency coupled with unbeatable comfort. Fitted with a reliable filter and incorporating flash streamer technology, this clever unit purifies the air around you, making it cleaner, healthier and less allergen-laden while also reducing the unpleasant odours that can be associated with air conditioning units. A raft of smart features, including a presence-sensing automatic energy efficient setting and Comfort+ for whole-room cooling and heating help to maximise efficiency while also ensuring unbeatable climate comfort.",Air Conditioning/Daikin R32 Indoor Units/Wall Mounted/Wall Mounted.csv -> Daikin FTXM25A R32 Wall M Pefera 2.5 KW,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/29/69/602969_wm.jpg,,,,,,,N,FTXM25A,N,Seasonal efficiency values up to A+++ in cooling and heating,Comfort+ for homogeneous temperature throughout,Double flaps direct air towards ceiling in heating,With 2 area motion detection sensor,Automatically switches to energy-efficient setting if no presence is detected,Heat boost mode reaches set temperature 14% faster (pair only),"Removes viruses, bacteria and fine dust via filter",Flash Streamer breaks down allergens and removes odours,Silver allergen removal and air purifying filter captures allergens such as pollen,Voice command via Amazon Alexa or Google Assistant,Onecta app connection for control via local network or internet,Quiet operation down to 19dBA,3-D air flow for vertical and horizontal auto swing,,,,,,,,,,,,
34,P602972,Daikin FTXM50A R32 Wall M Pefera 5.0 KW,Daikin,365.93,"Attractive designed to blend into its surroundings, the Daikin 5kW R32 wall-mounted air conditioning unit offers excellent levels of efficiency coupled with unbeatable comfort. Fitted with a reliable filter and incorporating flash streamer technology, this clever unit purifies the air around you, making it cleaner, healthier and less allergen-laden while also reducing the unpleasant odours that can be associated with air conditioning units. A raft of smart features, including a presence-sensing automatic energy efficient setting and Comfort+ for whole-room cooling and heating help to maximise efficiency while also ensuring unbeatable climate comfort.",Air Conditioning/Daikin R32 Indoor Units/Wall Mounted/Wall Mounted.csv -> Daikin FTXM50A R32 Wall M Pefera 5.0 KW,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/29/72/602972_wm.jpg,,,,,,,N,FTXM50A,N,Seasonal efficiency values up to A+++ in cooling and heating,Comfort+ for homogeneous temperature throughout,Double flaps direct air towards ceiling in heating,With 2 area motion detection sensor,Automatically switches to energy-efficient setting if no presence is detected,Heat boost mode reaches set temperature 14% faster (pair only),"Removes viruses, bacteria and fine dust via filter",Flash Streamer breaks down allergens and removes odours,Silver allergen removal and air purifying filter captures allergens such as pollen,Voice command via Amazon Alexa or Google Assistant,Onecta app connection for control via local network or internet,Quiet operation down to 19dBA,3-D air flow for vertical and horizontal auto swing,,,,,,,,,,,,
35,P605944,Daikin Sensira FTXF50 R32 Indoor 5.0KW,Daikin,216.0,"Offering high efficiency alongside reliable comfort, the wall-mounted Daikin Sensira FTXF50A indoor split unit is ideal for rooms in constant use. Extremely quiet in operation, this air conditioner has draught-free operation to do away with the irritating chill of direct air and removes airborne dust particles to minimise irritation. Elsewhere, rapid heating and cooling options ensure that the Sensira reacts quickly to your changing needs.",Air Conditioning/Daikin R32 Indoor Units/Wall Mounted/Wall Mounted.csv -> Daikin Sensira FTXF50 R32 Indoor 5.0KW,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/59/46/NW-605944_605946_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/st/al/Daikin_FTXP_M_FTXF_A_D_ATXF_A_Instal.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/te/ch/Daikin_FTXF_A_FTXF_B_RXF_A_B_Tech.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ui/de/Daikin_FTXP_M_FTXF_A_D_ATXF_A_Guide.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/nu/al/Daikin_FTXF_D_FTXF_A_Operatns_Manual.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/hu/re/Daikin_Residential_AC_Brochure.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
36,P619519,Daikin FAA71B Wall Mounted Sky Air Indoor 7.1KW,Daikin,907.13,"Helping to minimise your environmental impact, the Daikin Sky FAA-B 7.1kW wall-mounted air conditioning unit uses R-32 Bluevolution technology, meaning there's no need to use the more harmful R-410A. This means not only reduced energy use but a 16% lower refrigerant charge too. Designed to fit into most interiors, the smart Sky FAA-B has a front panel conceived for ease of cleaning and a lightweight, flexible design for simplified installation.",Air Conditioning/Daikin R32 Indoor Units/Wall Mounted/Wall Mounted.csv -> Daikin FAA71B Wall Mounted Sky Air Indoor 7.1KW,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/95/20/NW-619519_619520_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/_d/oc/DKN_FAA-B_Safety_DoC.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ta/ll/DKN_FAA-B_Install.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/_d/oc/DKN_FAA-B_Eco_DoC.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ui/de/DKN_FAA-B_Reference_Guide.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/_d/oc/DKN_FAA-B_RoHS_DoC.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
37,P652791,Daikin Perfera FTXM42R R32 Wall Mount 4.2KW,Daikin,265.5,"Quiet in operation and attractively designed, the Daikin Perfera wall-mounted indoor air conditioning unit incorporates flash streamer technology for powerful air purification. Suitable for app control, this split unit gives you complete power over your home comfort, allowing you to choose your ideal temperature before setting foot inside the house.",Air Conditioning/Daikin R32 Indoor Units/Wall Mounted/Wall Mounted.csv -> Daikin Perfera FTXM42R R32 Wall Mount 4.2KW,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/27/94/NW-652788_652794_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ui/de/Daikin_CTXM_FTXM_ATXM_R_Ref_Guide.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ic/al/Daikin_FTXM_R_RXM_R_Technical.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/nu/al/Daikin_CTXM_FTXM_ATXM_R_Oprtn_Manual.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/st/al/Daikin_CTXM_FTXM_ATXM_R_Instal.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
38,P613534,Daikin FTXJ50AB Emura Wall Mount Indoor 5 KW Black,Daikin,658.44,"Compatible with R32 refrigerant, the Daikin Emura 5kW indoor wall mount in matte black offers a range of impressive features for better comfort and efficiency as well a healthier environment. Improving temperature distribution throughout a room, this wall mount has specially designed flaps and an intelligent thermal sensor for constantly even temperatures in every corner while also using an inbuilt Flash Streamer to break down pollen and other allergens via clever electron-based technology. A quiet, stylish unit, the Emura is app-compatible for even better flexibility and convenience.",Air Conditioning/Daikin R32 Indoor Units/Wall Mounted/Wall Mounted.csv -> Daikin FTXJ50AB Emura Wall Mount Indoor 5 KW Black,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/35/34/613534_wm.jpg,,,,,,,N,FTXJ50AB,N,Coanda effect optimises the airflow for a comfortable climate,Specially designed flaps for focused airflow,Intelligent thermal sensor determines current room temperature and distributes air evenly,Heat boost reaches temperature 14% faster than regular air conditioners,Flash Streamer breaks down allergens and removes odours,Voice command via Amazon Alexa or Google Assistant,Compatible with Onecta app for internet control,Whisper-quiet in operation with sound levels down to 19dBA,,,,,,,12,1,R-32,212,12.7,6.35,Wall mounted unit,1,,,
39,P602971,Daikin FTXM42A R32 Wall M Pefera 4.2 KW,Daikin,265.16,"Attractive designed to blend into its surroundings, the Daikin 4.2kW R32 wall-mounted air conditioning unit offers excellent levels of efficiency coupled with unbeatable comfort. Fitted with a reliable filter and incorporating flash streamer technology, this clever unit purifies the air around you, making it cleaner, healthier and less allergen-laden while also reducing the unpleasant odours that can be associated with air conditioning units. A raft of smart features, including a presence-sensing automatic energy efficient setting and Comfort+ for whole-room cooling and heating help to maximise efficiency while also ensuring unbeatable climate comfort.",Air Conditioning/Daikin R32 Indoor Units/Wall Mounted/Wall Mounted.csv -> Daikin FTXM42A R32 Wall M Pefera 4.2 KW,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/29/71/602971_wm.jpg,,,,,,,N,FTXM42A,N,Seasonal efficiency values up to A+++ in cooling and heating,Comfort+ for homogeneous temperature throughout,Double flaps direct air towards ceiling in heating,With 2 area motion detection sensor,Automatically switches to energy-efficient setting if no presence is detected,Heat boost mode reaches set temperature 14% faster (pair only),"Removes viruses, bacteria and fine dust via filter",Flash Streamer breaks down allergens and removes odours,Silver allergen removal and air purifying filter captures allergens such as pollen,Voice command via Amazon Alexa or Google Assistant,Onecta app connection for control via local network or internet,Quiet operation down to 19dBA,3-D air flow for vertical and horizontal auto swing,,,,,,,,,,,,
40,P652805,Daikin Perfera FVXM50A9 Floor Mounted Unit 5KW,Daikin,856.7,"Offering optimised heating and maximised convenience, the Daikin Perfera FVXMA9 5kW floor-mounted heating unit operates with a range of clever features ensuring that you enjoy personalised comfort whatever the situation. Reaching temperature quickly and efficiently, this clever unit offers functions such as floor warming and radiant-simulating Heat Plus to provide heat exactly as needed and all while operating surprisingly quietly. Using Flash Streamer technology to trigger chemical reactions in airborne particles, the Perfera delivers clean and healthy air free from pollen, fungal allergens and unpleasant odours.",Air Conditioning/Daikin R32 Indoor Units/Wall Mounted/Wall Mounted.csv -> Daikin Perfera FVXM50A9 Floor Mounted Unit 5KW,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/28/05/652805_wm.jpg,,,,,,,N,FVXM50A9,N,Modern design,Seasonal efficiency up to A++ in heating,Reduces running costs compared to gas or heating,Can be combined with up to 5-port multi outdoor units,Heat boost (pair only) reaches temperature 14% faster than regular air conditioner,Floor warming function distributes hot air from bottom of unit,Heat plus function simulates radiant heat for 30 minutes of cosiness,Dual air discharge flow for improved air distribution,Flash Streamer breaks down allergens and removes odours,Quiet operation down to 19dBA,Uses Onecta for control via app or internet connection,,,Perfera,1.7,1,R-32,238,9.50,6.40,Floor Mounted Unit,,,,
41,P652804,Daikin Perfera FVXM35A9 Floor Mounted Unit 3.5KW,Daikin,784.13,"Offering optimised heating and maximised convenience, the Daikin Perfera FVXMA9 3.5kW floor-mounted heating unit operates with a range of clever features ensuring that you enjoy personalised comfort whatever the situation. Reaching temperature quickly and efficiently, this clever unit offers functions such as floor warming and radiant-simulating Heat Plus to provide heat exactly as needed and all while operating surprisingly quietly. Using Flash Streamer technology to trigger chemical reactions in airborne particles, the Perfera delivers clean and healthy air free from pollen, fungal allergens and unpleasant odours.",Air Conditioning/Daikin R32 Indoor Units/Wall Mounted/Wall Mounted.csv -> Daikin Perfera FVXM35A9 Floor Mounted Unit 3.5KW,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/28/04/652804_wm.jpg,,,,,,,N,FVXM35A9,N,Modern design,Seasonal efficiency up to A++ in heating,Reduces running costs compared to gas or heating,Can be combined with up to 5-port multi outdoor units,Heat boost (pair only) reaches temperature 14% faster than regular air conditioner,Floor warming function distributes hot air from bottom of unit,Heat plus function simulates radiant heat for 30 minutes of cosiness,Dual air discharge flow for improved air distribution,Flash Streamer breaks down allergens and removes odours,Quiet operation down to 19dBA,Uses Onecta for control via app or internet connection,,,Perfera,1.7,1,R-32,238,9.50,6.40,Floor Mounted Unit,,,,
42,P696840,DAIKIN 3.5KW STYLISH BL-WOOD ID FTXA35BT,Daikin,565.0,"A total climate solution for use in any location, the Daikin Stylish indoor wall-mounted air conditioning unit combines design and technology for reliable heating and cooling. Slim and reliable, with a smart blackwood finish, Stylish units employ a fan designed to optimise airflow for higher levels of energy efficiency and reduced operational noise, barely audible to users.",Air Conditioning/Daikin R32 Indoor Units/Wall Mounted/Wall Mounted.csv -> DAIKIN 3.5KW STYLISH BL-WOOD ID FTXA35BT,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/68/42/NW-696840_696842_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ta/ll/Daikin_CTXA-FTXA_3P482320-7P_Install.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/nu/al/Daikin_FTXA_BS_BB_BT_Oper_Manual.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ui/de/Daikin_CTXA-FTXA_User_Guide.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ta/ll/Daikin_CTXA-FTXA_4P518023-3F_Install.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ic/al/Daikin_FTXA-AB_RXA-AB_Technical.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ti/on/Daikin_CTXA-FTXA_Eco_CE_Declaration.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ec/la/Daikin_FTXA_BS_BB_BT_RoHS_Decla.pdf
