,pid,Title,Brand,Price,Description,category,mfpartnumber,whatisincluded,Image,Attachment 1,Attachment 2,Attachment 3,Attachment 4,Attachment 5,Attachment 6,Weight,Hazardous,ASHRAE Code,Safety Classification,GWP,Supplier Product Code,Type,WEEE Compliant,Feature 1,Feature 2,Feature 3,Feature 4,Feature 5,Feature 6,Attachment 7,Attachment 8,Feature 7
28,P684827,A-Gas R407A rental cylinder 25kg,A Gas,755.36,"This A-Gas 25kg rental cylinder contains R-407A, a HFC blend, suitable as a replacement for R-22 and R-404A in low and medium temperature supermarket applications. With a moderate Global Warming Potential (GWP), R-407A is also considered suitable as an interim replacement for R-404A and R507 in existing and new applications.","Refrigeration/Refrigerants, Industrial Gas & Glycol/Refrigerants, Industrial Gas & Glycol.csv -> A-Gas R407A rental cylinder 25kg",,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/48/28/NW-684827_684828_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ui/de/A-Gas_Retrofit_Guide.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ui/de/A-Gas_Refrigerant_Product_Guide.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/_s/ds/A-Gas_R407A_SDS.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ha/rt/A-Gas_R407A_Pressure_Temp_Chart.pdf,,,,,,,,,,,,,,,,,,,
29,P688692,A-Gas R508B rental cylinder 3kg,A Gas,1628.07,"This A-Gas 3kg rental cylinder contains R-508B, a perfluorocarbon-based refrigerant, suitable as a replacement for R-13 and R-503 in very low temperature applications.","Refrigeration/Refrigerants, Industrial Gas & Glycol/Refrigerants, Industrial Gas & Glycol.csv -> A-Gas R508B rental cylinder 3kg",,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/86/92/NW-688692_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/-h/&s/R508B-H&S.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/_s/ds/A-Gas_R508B_SDS.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ha/rt/A-Gas_R508B_Pressure_Temp_Chart.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ui/de/A-Gas_Refrigerant_Product_Guide.pdf,,,,,,,,,,,,,,,,,,,
30,P688629,A-Gas R32 rental cylinder 45Kg,A Gas,703.14,"This A-Gas 45kg rental cylinder contains HFC refrigerant R32. A replacement for R410A in low temperature refrigeration and air conditioning, R32 offers slightly better energy efficiency and a low GWP.","Refrigeration/Refrigerants, Industrial Gas & Glycol/Refrigerants, Industrial Gas & Glycol.csv -> A-Gas R32 rental cylinder 45Kg",,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/_r/32/A-gas_R32_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/_h/&s/A-Gas_R32_H&S.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/_h/&s/R32_H&S.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ic/al/A-gas_refrigerants_Technical.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ic/al/A-gas_R32_Technical.pdf,,,,,,,,,,,,,,,,,,,
31,P684842,A-Gas Freon MO99 R438a rental cylinder 12kg,A Gas,1242.0,"This A-Gas 12kg rental cylinder contains Freon/Isceon MO99 R-438A, a HFC blend, suitable for use as a replacement for R-22 in domestic, industrial and commercial air conditioning systems. It is also used as a retrofit replacement for R-22 in low and medium temperature refrigeration systems and DX chiller systems.","Refrigeration/Refrigerants, Industrial Gas & Glycol/Refrigerants, Industrial Gas & Glycol.csv -> A-Gas Freon MO99 R438a rental cylinder 12kg",,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/48/42/NW-684842_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/_s/ds/A-Gas_R438A_SDS.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ui/de/A-Gas_Retrofit_Guide.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/_h/&s/R438A_(Isceon_MO99)_H&S.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ui/de/A-Gas_Refrigerant_Product_Guide.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/_h/&s/Isceon_MO99_H&S.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ha/rt/A-Gas_R438A_Pressure_Temp_Chart.pdf,,,,,,,,,,,,,,,,,
32,P624281,A-Gas Solstice ZE R1234ZE refrigerant rental cylinder 63kg,A Gas,3409.06,"This A-Gas refrigerant rental cylinder contains R1234ze, otherwise known as Solstice ZE. Offering a low Global Warming Potential (GWP), Solstice ZE is formulated for use in chillers.","Refrigeration/Refrigerants, Industrial Gas & Glycol/Refrigerants, Industrial Gas & Glycol.csv -> A-Gas Solstice ZE R1234ZE refrigerant rental cylinder 63kg",,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/42/81/624281_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/sd/s5/Agas_SDS5.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/_h/&s/1234ZE_H&S.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ic/al/A-gas_refrigerants_Technical.pdf,,,,,,,,,,,,,,,,,,,,
33,P684824,A-Gas R404A rental cylinder 50kg,A Gas,3789.83,"This A-Gas 50kg rental cylinder contains R-404A, a HFC blend suitable as a replacement for R502 and R-22 in low and medium temperature refrigeration applications. With R-404A's high global warming potential (GWP), it is increasingly preferable to use lower GWP alternatives such as R-407F and R-407A and newer alternatives such as R-448A and R-449A.","Refrigeration/Refrigerants, Industrial Gas & Glycol/Refrigerants, Industrial Gas & Glycol.csv -> A-Gas R404A rental cylinder 50kg",,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/48/24/NW-684824_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ui/de/A-Gas_Retrofit_Guide.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ha/rt/A-Gas_R404A_Pressure_Temp_Chart.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ui/de/A-Gas_Refrigerant_Product_Guide.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/_s/ds/A-Gas_R404A_SDS.pdf,,,,,,,,,,,,,,,,,,,
34,P688724,A-Gas Opteon XP44 R452A rental cylinder 23kg,A Gas,1008.95,The HFO refrigerant blend stored in this A-Gas Opteon XP44 R452A rental cylinder has a low global warming potential (GWP). It is a suitable replacement for R404A and R507 for use in low temperature transport refrigeration applications.,"Refrigeration/Refrigerants, Industrial Gas & Glycol/Refrigerants, Industrial Gas & Glycol.csv -> A-Gas Opteon XP44 R452A rental cylinder 23kg",,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/87/24/NW-688724_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/_s/ds/Agas_R452A_SDS.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ui/de/Agas_Retrofit_Guide.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ui/de/Agas_Product_Info_Guide.pdf,,,,,,,,,,,,,,,,,,,,
35,P684859,A-Gas Freon MO49+ R437A rental cylinder 13kg,A Gas,2167.75,An A-Gas Freon/Isceon MO49 Plus R-437A 13kg rental cylinder. R-437A is a HFC blend suitable as a retrofit refrigerant for R-12 in medium and high temperature refrigeration including automotive air conditioning systems.,"Refrigeration/Refrigerants, Industrial Gas & Glycol/Refrigerants, Industrial Gas & Glycol.csv -> A-Gas Freon MO49+ R437A rental cylinder 13kg",,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/48/59/NW-684859_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/_h/&s/Isceon_MO49_Plus_(R437A)_H&S.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ui/de/A-Gas_Retrofit_Guide.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ui/de/A-Gas_Refrigerant_Product_Guide.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/_s/ds/A-Gas_R437A_SDS.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ha/rt/A-Gas_R437A_Pressure_Temp_Chart.pdf,,,,,,,,,,,,,,,,,,
36,P684837,A-Gas Freon MO59 R417A rental cylinder 12kg,A Gas,1349.09,"This A-Gas 12kg rental cylinder contains Freon/Isceon MO59 R-417A, a HFC blend retrofit refrigerant for R-22 in commercial air conditioning systems and medium temperature commercial refrigeration.","Refrigeration/Refrigerants, Industrial Gas & Glycol/Refrigerants, Industrial Gas & Glycol.csv -> A-Gas Freon MO59 R417A rental cylinder 12kg",,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/48/37/NW-684837_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/_h/&s/Isceon_MO59_R417A_H&S.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ui/de/A-Gas_Retrofit_Guide.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ui/de/A-Gas_Refrigerant_Product_Guide.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/_s/ds/A-Gas_R417A_SDS.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ha/rt/A-Gas_R417A_Pressure_Temp_Chart.pdf,,,,,,,,,,,,,,,,,,
37,P688722,A-Gas Opteon XP40 R449A rental cylinder 54kg,A Gas,1798.34,"This A-Gas 54kg cylinder contains Opteon® XP40 R-449A, a HFO blend suitable as a replacement for R-404A and R507 in low and medium temperature refrigeration applications. R-449A (Opteon® XP40) is suitable for new installations and retrofits of existing equipment and with a low Global Warming Potential (GWP) of 1397 offers improved energy efficiency and eco-friendly properties.","Refrigeration/Refrigerants, Industrial Gas & Glycol/Refrigerants, Industrial Gas & Glycol.csv -> A-Gas Opteon XP40 R449A rental cylinder 54kg",,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/87/22/NW-688721_688722_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/_s/ds/A-Gas_R449A_SDS.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ui/de/A-Gas_Retrofit_Guide.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ui/de/A-Gas_Refrigerant_Product_Guide.pdf,,,,,,,,,,,,,,,,,,,,
38,P684818,A-Gas R134a rental cylinder 60kg,A Gas,1364.86,"This A-Gas 60kg rental cylinder contains R-134A, a HFC for automotive air conditioning or for use as a replacement for R-12 and R-22 in medium and high temperature refrigeration applications, including commercial and domestic refrigeration and chillers.","Refrigeration/Refrigerants, Industrial Gas & Glycol/Refrigerants, Industrial Gas & Glycol.csv -> A-Gas R134a rental cylinder 60kg",,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/48/18/NW-684817_684818_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/_s/ds/A-Gas_R134A_SDS.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ui/de/A-Gas_Retrofit_Guide.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ui/de/A-Gas_Refrigerant_Product_Guide.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ha/rt/A-Gas_Pressure_Temperature_Chart.pdf,,,,,,,,,,,,,,,,,,,
39,P624249,A-Gas Solstice N40 Oxygen Free Nitrogen Rental Cylinder 40ltr,A Gas,115.2,"This A-Gas R448A Solstice N40 oxygen-free nitrogen rental cylinder contains a non-flammable HFO blend, an ideal replacement for R404A and R22 in low and medium temperature refrigeration applications. This zeotropic blend provides a low global warming potential (GWP) and high energy efficiency and offers a lower compressor discharge temperature in medium and low temperature conditions.","Refrigeration/Refrigerants, Industrial Gas & Glycol/Refrigerants, Industrial Gas & Glycol.csv -> A-Gas Solstice N40 Oxygen Free Nitrogen Rental Cylinder 40ltr",,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/42/49/NW-624249_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ui/de/A-Gas_Product_Guide.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ui/de/A-Gas_Retrofit_Guide.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/_s/ds/A-Gas_R448A_SDS.pdf,,,,,,,,,,,,,,,,,,,,
40,P684873,A-Gas Genetron Performax LT R407F rental cylinder 55kg,A Gas,2206.18,"This A-Gas 55kg rental cylinder contains R-407F, a HFC blend used as a replacement for R-22 and R-404A in low and medium temperature applications. R-407F offers a lower global warming potential (GWP) and higher efficiency than R-404A and R-407A.","Refrigeration/Refrigerants, Industrial Gas & Glycol/Refrigerants, Industrial Gas & Glycol.csv -> A-Gas Genetron Performax LT R407F rental cylinder 55kg",,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/48/73/NW-684872_684873_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ui/de/A-Gas_Retrofit_Guide.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/_s/ds/A-Gas_R407F_SDS.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ui/de/A-Gas_Refrigerant_Product_Guide.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/_h/&s/R407C_H&S.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ha/rt/A-Gas_R407F_Pressure_Temp_Chart.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/_h/&s/R407F_(performax LT)_H&S.pdf,,,,,,,,,,,,,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ui/de/A-Gas_R407F_Performax-LT_Guide.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/_h/&s/R407A_H&S.pdf,
41,P601144,A-Gas R404A rental cylinder 22kg,A Gas,1667.53,"This A-Gas R404A rental cylinder contains a HFC blend, suitable as a replacement for R502 and R22 for use in low and medium temperature refrigeration applications. With a GWP above 2500, the use of R404A is prohibited in new equipment and restricted in pre-existing equipment. For this reason lower GWP alternatives, such as R407F and R407A, R448A and R449A are becoming increasingly popular.","Refrigeration/Refrigerants, Industrial Gas & Glycol/Refrigerants, Industrial Gas & Glycol.csv -> A-Gas R404A rental cylinder 22kg",,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/11/44/NW-601144_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ui/de/Agas_Retrofit_Guide.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/_s/ds/Agas_R404A_SDS.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ui/de/Agas_Product_Info_Guide.pdf,,,,,,,,,,,,,,,,,,,,
42,P684828,A-Gas R407A rental cylinder 60kg,A Gas,1812.87,"This A-Gas 60kg rental cylinder contains R-407A, a HFC blend, suitable as a replacement for R-22 and R-404A in low and medium temperature supermarket applications. With a moderate Global Warming Potential (GWP), R-407A is also considered suitable as an interim replacement for R-404A and R507 in existing and new applications.","Refrigeration/Refrigerants, Industrial Gas & Glycol/Refrigerants, Industrial Gas & Glycol.csv -> A-Gas R407A rental cylinder 60kg",,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/48/28/NW-684827_684828_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ui/de/A-Gas_Retrofit_Guide.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ui/de/A-Gas_Refrigerant_Product_Guide.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/_s/ds/A-Gas_R407A_SDS.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ha/rt/A-Gas_R407A_Pressure_Temp_Chart.pdf,,,,,,,,,,,,,,,,,,,
43,P684817,A-Gas R134a rental cylinder 26kg,A Gas,591.44,"This A-Gas 26kg rental cylinder contains R-134A, a HFC for automotive air conditioning or for use as a replacement for R-12 and R-22 in medium and high temperature refrigeration applications, including commercial and domestic refrigeration and chillers.","Refrigeration/Refrigerants, Industrial Gas & Glycol/Refrigerants, Industrial Gas & Glycol.csv -> A-Gas R134a rental cylinder 26kg",,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/48/18/NW-684817_684818_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/_s/ds/A-Gas_R134A_SDS.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ui/de/A-Gas_Retrofit_Guide.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ui/de/A-Gas_Refrigerant_Product_Guide.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ha/rt/A-Gas_Pressure_Temperature_Chart.pdf,,,,,,,,,,,,,,,,,,,
44,P688719,A-Gas Solstice N40 R448A rental cylinder 54kg,A Gas,1634.54,"This A-Gas 54kg rental cylinder contains Solstice N40 R-448A, a non-flammable HFO blend suitable as a replacement for R-404A and R-22 in low and medium temperature refrigeration applications. Solstice combines a low Global Warming Potential (GWP) with high energy efficiency and offers reduced compressor discharge temperature in medium and low temperatures.","Refrigeration/Refrigerants, Industrial Gas & Glycol/Refrigerants, Industrial Gas & Glycol.csv -> A-Gas Solstice N40 R448A rental cylinder 54kg",,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/87/19/NW-688718_688719_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/gr/am/A-Gas_Solstice-N40_Program.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ui/de/A-Gas_Retrofit_Guide.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/_s/ds/A-Gas_R448A_SDS.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ui/de/A-Gas_Refrigerant_Product_Guide.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ha/rt/A-Gas_R448A_Pressure_Temp_Chart.pdf,,,,,,,,,,,,,,,,,,
45,P624279,A-Gas Solstice ZE R1234ZE refrigerant rental cylinder 14kg,A Gas,757.57,"This A-Gas 14kg rental cylinder contains R-1234ZE, a low global warming potential (GWP) refrigerant suitable as a replacement for R-134A in medium temperature refrigeration and air conditioning applications, including water chillers.","Refrigeration/Refrigerants, Industrial Gas & Glycol/Refrigerants, Industrial Gas & Glycol.csv -> A-Gas Solstice ZE R1234ZE refrigerant rental cylinder 14kg",,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/42/79/NW-624279_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ui/de/A-Gas_Retrofit_Guide.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ui/de/A-Gas_Refrigerant_Product_Guide.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/_s/ds/A-Gas_R1234ZE_SDS.pdf,,,,,,,,,,,,,,,,,,,,
46,P624663,A-Gas R453A Rental Cylinder 13Kg,A Gas,969.8,"This A-Gas R453A (RS-70) rental cylinder contains a non-flammable blend with an ODP of zero. Compatible with both traditional and synthetic lubricants, it is a suitable replacement for R22 in both refrigeration and air conditioning applications at low and high temperatures.","Refrigeration/Refrigerants, Industrial Gas & Glycol/Refrigerants, Industrial Gas & Glycol.csv -> A-Gas R453A Rental Cylinder 13Kg",,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/46/63/624663_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ui/de/Agas_Retrofit_Guide.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ui/de/Agas_Product_Info_Guide.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/_s/ds/Agas_R453A_SDS.pdf,,,,,,,,,,,,,,,,,,,,
