,pid,Title,Brand,Price,Description,category,mfpartnumber,whatisincluded,Image,Attachment 1,Attachment 2,Attachment 3,Attachment 4,Attachment 5,Connection Size,Connection Type,Hazardous,Dimensions (L x W x D),Material,Supplier Product Code,Type,WEEE Compliant,Feature 1,Feature 2,Feature 3,Feature 4,Colour,Diameter,Waste Diameter,Warranty,Weight,Drainage Product Type,Minimum Operating Temperature,Resistance Features,Wall Thickness (mm),Maximum Operating Temperature,Paintable,Standards,Application,Feature 5,Feature 6,Feature 7,Feature 8,Range,Approvals,Min Bar Pressure,Operating Pressure,Feature 9,Feature 10,Feature 11,Feature 12,Feature 13
55,PF13470,"Center CB bath and shower trap 1.1/2"" 40mm",Center CB,3.12,"Center CB bath and shower trap is made of polypropylene. The Center waste trap range features a wide variety of trap configurations, so whatever need to drain waste water from, be that a sink, basin, bath, shower, bidet, washing machine or dishwasher, comprehensive range has all your needs covered.","Drainage/Wastes and Traps/Wastes and Traps.csv -> Center CB bath and shower trap 1.1/2"" 40mm",,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/34/70/NW-F13470_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/20/19/Center_CB_DrainageProductGuide_2019.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
56,PF47190,McAlpine SSK1 Single Bowl Spacesaver sink kit,McAlpine,17.46,"Suitable for most British or European sink designs, this McAlpine single bowl space saver kit includes connections with moulded internal sleeves designed to centre and support the pipe. Multifit and friction washers are used to create a secure seal between the pipe and the fitting wall of the fitting. Where a plastic pipe is undersized or out of shape it may be necessary to warm the end, enabling it to be pushed over the internal sleeve.",Drainage/Wastes and Traps/Wastes and Traps.csv -> McAlpine SSK1 Single Bowl Spacesaver sink kit,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/71/90/F47190_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ti/on/F47190_Installation.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/wi/ng/F47190_Drawing.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ic/al/McAlpine_Plumbing_Products_Technical.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/og/ue/McAlpine_Plumbing_Products_Catalogue.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
57,PF48376,"McAlpine male thread x universal nut self closing waste valve and tundish adaptor (BSP) 1.1/4""",McAlpine,38.64,"This McAlpine 1 1/4 x 1 1/4"" self-closing waste valve with tundish adapter includes BSP female inlet nut x compression connections. The valve's membrane opens under water pressure allowing discharge to freely flow before closing to form a seal designed to prevent unpleasant odours and sewer gases escaping into the premises.","Drainage/Wastes and Traps/Wastes and Traps.csv -> McAlpine male thread x universal nut self closing waste valve and tundish adaptor (BSP) 1.1/4""",,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/83/76/NW-F48376_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ca/te/McAlpine_KOMO_Kiwa_Certificate.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ic/al/McAlpine_Plumbing_Products_Technical.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/wi/ng/F48376_Drawing.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/og/ue/McAlpine_Plumbing_Products_Catalogue.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
58,PF49945,McAlpine Supereasy Through Bolt Cistern Kit TB-Kit,McAlpine,7.15,"This McAlpine Supereasy M6 TB bolt-through cistern kit is suitable for the fitting a toilet cistern to a standard pan. It includes a pair of bolts, washers, conical washers and nuts.",Drainage/Wastes and Traps/Wastes and Traps.csv -> McAlpine Supereasy Through Bolt Cistern Kit TB-Kit,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/99/45/F49945_wm.jpg,,,,,,M6,Screwed Connection,N,26 x 26 x 100,Stainless SteelNitrile Rubber,TB-KIT,Bolt Through Kit,N,Easy to fit,Stainless steel construction with nitrile rubber,"Includes metal backplate, nuts, bolts and washers",Screwed connections,,,,,,,,,,,,,,,,,,,,,,,,,,
59,PF41535,"McAlpine V15M multi-fit swept equal tee 2""",McAlpine,6.92,"This McAlpine 2 x 2 x 2"" swept equal tee has a multifit connection with moulded internal sleeves designed to centre and support the pipe. Multifit and friction washers are used to create a secure seal between the pipe and the fitting wall of the fitting. Where a plastic pipe is undersized or out of shape it may be necessary to warm the end, enabling it to be pushed over the internal sleeve.","Drainage/Wastes and Traps/Wastes and Traps.csv -> McAlpine V15M multi-fit swept equal tee 2""",,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/15/35/F41535_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ic/al/McAlpine_Plumbing_Products_Technical.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/wi/ng/F41535_Drawing.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/og/ue/McAlpine_Plumbing_Products_Catalogue.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
60,PQ64948,Wavin Osma Waste adjustable bottle trap with seal 75mm White,Wavin,28.02,"Manufactured in white polypropylene (PP), this Wavin Osma Waste 32mm adjustable bottle trap with 75mm seal is simple to use, offering fast, reliable push-fit connections to save on both time and cost.",Drainage/Wastes and Traps/Wastes and Traps.csv -> Wavin Osma Waste adjustable bottle trap with seal 75mm White,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/49/48/NW-Q64948_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ti/on/Wavin_Osma_Soil-Waste_Installation.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ta/ll/Wavin_Osma_Waste_Water_Drain_Install.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/br/cr/Wavin_Osma_RoundLine_Drainage_Brcr.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ca/te/Wavin_OsmaSoil_Waste_Certificate.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ms/ds/Wavin_PP_&_PE_MSDS.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
61,PF44050,"McAlpine seal tubular swivel P-trap 2"" x 75mm",McAlpine,14.88,"This McAlpine 2"" tubular swivel P trap is supplied with a Multifit outlet. Suitable for sink and urinal waste use, it is made of a high-temperature polypropylene with compression outlets and 75mm water seal. The system is compatible with plastic or copper waste pipes.","Drainage/Wastes and Traps/Wastes and Traps.csv -> McAlpine seal tubular swivel P-trap 2"" x 75mm",,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/40/50/NW-F44050_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/20/19/Mcalpine_Catalogue_2019.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/_d/wg/Mcalpine_SE10_DWG.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
62,PF49925,"McAlpine self closing non-return valve 2""",McAlpine,33.4,"This McAlpine 2 x 2"" self-closing waste valve includes compression connections. The valve's membrane opens under water pressure allowing discharge to freely flow before closing to form a seal designed to prevent unpleasant odours and sewer gases escaping into the premises.","Drainage/Wastes and Traps/Wastes and Traps.csv -> McAlpine self closing non-return valve 2""",,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/99/25/NW-F49925_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ca/te/McAlpine_KOMO_Kiwa_Certificate.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/wi/ng/F49925_Drawing.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ic/al/McAlpine_Plumbing_Products_Technical.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ic/al/F49925_Technical.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/og/ue/McAlpine_Plumbing_Products_Catalogue.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
63,PF42014,"McAlpine P and S bottle trap 1.1/4"" x 75mm Chrome Plated",McAlpine,26.49,"This McAlpine P and S bottle trap is made of chrome-plated polypropylene (PP) to McAlpine's always high standards. This fitting includes a 1 1/4"" BSP x 75mm water seal compression connection.","Drainage/Wastes and Traps/Wastes and Traps.csv -> McAlpine P and S bottle trap 1.1/4"" x 75mm Chrome Plated",,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/20/14/NW-F42014_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/_d/wg/McAlpine_CAA10_DWG.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/hu/re/McAlpine_WcConnectors_Brochure.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/og/ue/McAlpine_Plumbing_Products_Catalogue.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
64,PF42045,"McAlpine seal bottle trap 1.1/2"" x 75mm",McAlpine,9.62,"This McAlpine bottle cap is made of polypropylene (PP) to McAlpine's always high standards. This fitting includes 1 1/2"" BSP x 75mm water seal compression connections.","Drainage/Wastes and Traps/Wastes and Traps.csv -> McAlpine seal bottle trap 1.1/2"" x 75mm",,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/20/45/NW-F42045_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/_d/wg/McAlpine_C10_DWG.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/hu/re/McAlpine_WcConnectors_Brochure.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/og/ue/McAlpine_Plumbing_Products_Catalogue.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
65,P193148,Hotun 100C dry trap tundish 15x32mm Black,Hotun,24.1,"The patented Hotun and Hotun HiFlo 15 x 32mm black dry trap tundish provides safe, visible system discharge from a sealed system boiler or unvented water heater to an internal waste or soil pipe with no risk of foul odours leaking back into the building. Fast and simple to install, this 57mm diameter tundish provides easy cleaning, ideal for hard water areas.",Drainage/Wastes and Traps/Wastes and Traps.csv -> Hotun 100C dry trap tundish 15x32mm Black,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/31/48/NW-193148_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/he/et/Hotun_Datasheet.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
66,PF10064,Marley Multikwik PWM040 washing machine standpipe 40mm,Marley,21.69,"Made of white plastic, this Marley Multikwik washing machine trap is fitted with 40mm compression connections for quick and easy installation to new or existing plastic.",Drainage/Wastes and Traps/Wastes and Traps.csv -> Marley Multikwik PWM040 washing machine standpipe 40mm,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/00/64/NW-F10064_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ui/de/Marley_Multikwik_Product_Guide.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
67,PF13400,"Center CB tubular P-trap 1.1/4"" 32mm",Center CB,3.57,This Center CB 32mm P trap is made of polypropylene and has a 131mm length. It incorporates compression connections and a 75mm adjustable seal.,"Drainage/Wastes and Traps/Wastes and Traps.csv -> Center CB tubular P-trap 1.1/4"" 32mm",,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/34/00/NW-F13400_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ui/de/Center_Drainage_Guide.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/01/19/Drainage Guide PDF 300119.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
68,PF42305,McAlpine V33WM twin discharge standpipe connector,McAlpine,8.42,"Designed for plumbing two domestic appliance discharge hoses into a standpipe trap, this McAlpine twin connector includes 1 1/2 x 1 1/2"" multifit x BSP female connections with moulded internal sleeves designed to centre and support the pipe. Multifit and friction washers are used to create a secure seal between the pipe and the fitting wall of the fitting. Where a plastic pipe is undersized or out of shape it may be necessary to warm the end, enabling it to be pushed over the internal sleeve.",Drainage/Wastes and Traps/Wastes and Traps.csv -> McAlpine V33WM twin discharge standpipe connector,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/23/05/NW-F42305_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ic/al/McAlpine_Plumbing_Products_Technical.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/wi/ng/F42305_Drawing.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/og/ue/McAlpine_Plumbing_Products_Catalogue.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
69,PF42518,"McAlpine tubular P vent trap 1.1/2""",McAlpine,12.25,"Compatible with any plastic, copper or lead pipe, this 1 1/2"" diameter McAlpine tubular swivel P trap is supplied with a BSP x multifit compression outlet. The trap's adjustable inlet makes it suitable for almost any domestic repair or maintenance job.","Drainage/Wastes and Traps/Wastes and Traps.csv -> McAlpine tubular P vent trap 1.1/2""",,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/25/18/NW-F42516_F42518_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/20/19/Mcalpine_Catalogue_2019.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/_d/wg/Mcalpine_ASC10V_DWG.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
70,PF42516,"McAlpine seal tubular P-trap adjustable inlet 1.1/2"" x 3""",McAlpine,9.83,"Compatible with any plastic, copper or lead pipe, this 1 1/2"" diameter McAlpine tubular swivel P trap is supplied with a BSP x multifit compression outlet. The trap's adjustable inlet makes it suitable for almost any domestic repair or maintenance job.","Drainage/Wastes and Traps/Wastes and Traps.csv -> McAlpine seal tubular P-trap adjustable inlet 1.1/2"" x 3""",,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/25/18/NW-F42516_F42518_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/20/19/Mcalpine_Catalogue_2019.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/_d/wg/Mcalpine_ASC10_DWG.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
71,PF43720,"McAlpine bath P-trap no overflow 1.1/2"" x 75mm",McAlpine,9.92,"This McAlpine bath P trap is made of polypropylene (PP) to McAlpine's always high standards. This fitting includes 1 1/2"" BSP x 75mm water seal connections.","Drainage/Wastes and Traps/Wastes and Traps.csv -> McAlpine bath P-trap no overflow 1.1/2"" x 75mm",,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/37/20/NW-F43720_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/_d/wg/McAlpine_L10_DWG.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/hu/re/McAlpine_WcConnectors_Brochure.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/og/ue/McAlpine_Plumbing_Products_Catalogue.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
72,PF69625,Polypipe bottle trap (seal 76mm) 32mm,Polypipe,21.83,"Suitable for domestic use, this Polypipe sink bottle trap is made of white polypropylene (PP) and incorporates 32mm compression ends.",Drainage/Wastes and Traps/Wastes and Traps.csv -> Polypipe bottle trap (seal 76mm) 32mm,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/96/25/NW-F69625_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/20/15/Polypipe_Building_Prod_Guide_May2015.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
73,PF10013,Marley Multikwik bottle trap anti-vac 32mm,Marley,18.48,"Supplied in a white finish, this Marley Multikwik anti-vac bottle trap offers fast, easy installation to any new or existing plastic or copper pipework via 32mm compression connections.",Drainage/Wastes and Traps/Wastes and Traps.csv -> Marley Multikwik bottle trap anti-vac 32mm,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/00/13/NW-F10013_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ui/de/Marley_Multikwik_Product_Guide.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ui/de/Marley_Multikwik_Specification_Guide.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
74,PF49226,"McAlpine comb van basin waste and overflow 1.1/4""",McAlpine,6.38,"This McAlpine combination van basin waste and overflow is made of polypropylene (PP) to McAlpine's always high standards. This fitting includes 1 1/4"" BSP x 60mm stainless steel flange connections.","Drainage/Wastes and Traps/Wastes and Traps.csv -> McAlpine comb van basin waste and overflow 1.1/4""",,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/92/26/NW-F49226_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/_d/wg/McAlpine_FVW1PC_DWG.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/og/ue/McAlpine_Plumbing_Products_Catalogue.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
75,PF47706,"McAlpine basket strainer waste 1.1/2""",McAlpine,15.26,"Ideal for Belfast sinks, this McAlpine basket strainer waste has 1 1/2"" male BSP x 113mm stainless steel flange connections, a stem ball plug and centre pin. The centre pin dry fixing connection is fast and easy to install with a neat finish.","Drainage/Wastes and Traps/Wastes and Traps.csv -> McAlpine basket strainer waste 1.1/2""",,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/77/06/NW-F47706_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ic/al/McAlpine_Plumbing_Products_Technical.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/wi/ng/F47706_Drawing.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/og/ue/McAlpine_Plumbing_Products_Catalogue.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
76,PF32114,Blucher removable water trap,Blucher,65.32,This Blucher 105mm removable two-part water trap is made of AISI 316L stainless steel.,Drainage/Wastes and Traps/Wastes and Traps.csv -> Blucher removable water trap,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/21/14/NW-F32114_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ic/al/F32114_Technical.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ti/on/Blucher_Drain_Domestic_Installation.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
77,PF68204,Polypipe bottle trap seal 75mm 40mm White,Polypipe,18.36,"Suitable for domestic use, this Polypipe sink bottle trap is made of white polypropylene (PP) and incorporates 40mm compression ends.",Drainage/Wastes and Traps/Wastes and Traps.csv -> Polypipe bottle trap seal 75mm 40mm White,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/82/04/NW-F68204_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/20/15/Polypipe_Building_Prod_Guide_May2015.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
78,PF49916,McAlpine WC wall frame connector kit,McAlpine,14.12,"This McAlpine WC frame connector for in-wall toilets includes both a WC connector with 90mm plain end, a 110mm outlet seal and a flush pipe with finned seal connector as well as all fixing bolts and caps required for a complete installation.",Drainage/Wastes and Traps/Wastes and Traps.csv -> McAlpine WC wall frame connector kit,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/99/16/F49916_wm.jpg,,,,,,One part is 59mm; the other is 90-107mm,Push Fit,N,One part is 60mm(L) x 60mm(W) x 305mm(H); the other part is 265mm(L) x 138mm(W) x 138mm(H),Polypropylene/TPE,FPKIT-3,One part is Flush pipe; the other part is Pan Connector,N,For in-wall frames,Push-fit connections,Includes flush pipe and pan connector,,,,,,,,,,,,,,,,,,,,,,,,,,,
79,PF42426,"McAlpine SC10 seal tubular swivel P-trap 1.1/2""x 3""",McAlpine,8.11,"This McAlpine 1 1/2"" tubular swivel P trap is supplied with a Multifit outlet. Suitable for sink and urinal waste use, it is made of a high-temperature polypropylene with compression outlets and 75mm water seal. The system is compatible with plastic or copper waste pipes.","Drainage/Wastes and Traps/Wastes and Traps.csv -> McAlpine SC10 seal tubular swivel P-trap 1.1/2""x 3""",,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/24/27/NW-F42426_F42427_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/20/19/Mcalpine_Catalogue_2019.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ti/on/McAlpine_Trap_Installation.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/hu/re/FloPlast_Soil_and_Waste_brochure.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/_d/wg/Mcalpine_SC10_DWG.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
