,pid,Title,Brand,Price,Description,category,mfpartnumber,whatisincluded,Image,Attachment 1,Attachment 2,Fuel Type,Range,Hazardous,By Model Number,Supplier Product Code,Type,WEEE Compliant,Feature 1,Feature 2,Feature 3,Depth (mm),Attachment 3,Feature 4,Part Gas Council number,Boiler Section,Pack Quantity,Weight,Attachment 4
63,P797707,Andrews on/off switch,Andrews,86.0,"This Andres on/off switch is a replacement part for CWH and LCWH units. A boiler control panel usually features control knobs and a digital display for switching the boiler on and off, viewing fault info and setting modes.",Parts and Spares/sub_categories/Heating Replacement Parts/sub_categories/Water Heater Parts and Accessories/Water Heater Parts and Accessories.csv -> Andrews on/off switch,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/77/07/NW-797707_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ti/on/Andrews_Maxxflo_Installation.pdf,,,,,,,,,,,,,,,,,,,
64,P138298,Andrews ECOflo vertical flue kit 1480mm,Andrews,718.0,An Andrews vertical flue kit for all ECOflo 230 models.,Parts and Spares/sub_categories/Heating Replacement Parts/sub_categories/Water Heater Parts and Accessories/Water Heater Parts and Accessories.csv -> Andrews ECOflo vertical flue kit 1480mm,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/82/98/138298_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/nu/al/Andrews_ECOflo_Installation_Manual.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ic/al/Andrews_Ecoflo_Technical.pdf,,,,,,,,,,,,,,,,,,
65,P138297,Andrews ECOflo horizontal flue kit 2010mm,Andrews,744.0,An Andrews ECOflo horizontal flue kit for all ECOflo 380 models.,Parts and Spares/sub_categories/Heating Replacement Parts/sub_categories/Water Heater Parts and Accessories/Water Heater Parts and Accessories.csv -> Andrews ECOflo horizontal flue kit 2010mm,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/82/97/138296_138297_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/nu/al/Andrews_ECOflo_Installation_Manual.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ic/al/Andrews_Ecoflo_Technical.pdf,,,,,,,,,,,,,,,,,,
66,PD70592,Heatrae Sadia Streamline pack s/t basin hot and cold tap,Heatrae Sadia,241.94,"Heatrae Sadia Streamline compact, low profile basin hot and cold taps for undersink units.",Parts and Spares/sub_categories/Heating Replacement Parts/sub_categories/Water Heater Parts and Accessories/Water Heater Parts and Accessories.csv -> Heatrae Sadia Streamline pack s/t basin hot and cold tap,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/05/92/D70592_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/hu/re/HeatraeSadia_VentedTaps_Brochure.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ta/ll/Heatrae_Sadia_Vented_Taps_Install.pdf,,,,,,,,,,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/hu/re/Heatrae_Sadia_Streamline_Brochure.pdf,,,,,,
67,P603203,Kitsons promat ellis board 915mm x 610mm x 6mm,Kitsons,26.26,"This Kitsons Supalux base is tough, non-combustible and resistant to moisture, impact, rodent damage and most chemicals. Offering up to 240 minutes of fire resistance, this board is suitable for a range of building applications.",Parts and Spares/sub_categories/Heating Replacement Parts/sub_categories/Water Heater Parts and Accessories/Water Heater Parts and Accessories.csv -> Kitsons promat ellis board 915mm x 610mm x 6mm,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/32/03/603203_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/sd/s3/SigTrading_Promat_SDS3.pdf,,,,,,,,,,,,,,,,,,,
68,P138786,Andrews Water Heaters MAXXflo EVO vertical flue kit,Andrews Water Heaters,693.0,This Andrews MAXXflo EVO vertical flue kit is suitable for 90 and 120kW condensing water heaters.,Parts and Spares/sub_categories/Heating Replacement Parts/sub_categories/Water Heater Parts and Accessories/Water Heater Parts and Accessories.csv -> Andrews Water Heaters MAXXflo EVO vertical flue kit,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/82/98/138298_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ic/al/Andrews_MAXXflo_EVO_Technical.pdf,,,,,,,,,,,,,,,,,,,
69,P138137,Andrews Potterton 100/150 straight extension 1m,Andrews,176.0,A Baxi Potterton 1M (1000mm) straight extension piece with clamp and wall support bracket.,Parts and Spares/sub_categories/Heating Replacement Parts/sub_categories/Water Heater Parts and Accessories/Water Heater Parts and Accessories.csv -> Andrews Potterton 100/150 straight extension 1m,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/81/37/138137_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/hu/re/Potterton_MB_Series_Product_Brochure.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ic/al/Potterton_Sirius_Technical.pdf,,,,,,,,,,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/hu/re/Baxi_Brochure.pdf,,,,,,
70,P412208,Baxi Heatrae Sadia main power PCB,Baxi,149.39,"A Baxi replacement part, this main power printed circuit board is suitable for use in Amptec and Amptec Underfloor units.  The control centre of a boiler, the printed circuit board (PCB) monitors and controls every process occurring throughout a system via switches, thermostats and sensors. It enforces safety measures too, shutting down boiler functions if internal readings indicate any fault such as high pressure or low water levels.  We know you’re busy and need to get repair jobs done quickly and efficiently. Your local parts specialist is always on hand to support you. They offer help, advice and they can get you the part you need. Your local branch stocks an in-depth range of domestic gas and oil spare parts from leading manufacturers, so you can fix it first time.",Parts and Spares/sub_categories/Heating Replacement Parts/sub_categories/Water Heater Parts and Accessories/Water Heater Parts and Accessories.csv -> Baxi Heatrae Sadia main power PCB,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/22/08/412208_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ti/on/Amptec_Installation.pdf,,,,,,,,,,,,,,,,,,,
71,P706162,Andrews C132 standard thermocouple,Andrews,31.66,"An authentic Andrews part, this C132 thermocouple is compatible with Andrews RSC 150, RSC 190, 24/39, 32/40, 40/61, 63/62 and 84/87. Made of two metals, each producing a slight electrical charge when heated on one side, the thermocouple is involved in the opening and closing of the boiler's gas valve.",Parts and Spares/sub_categories/Heating Replacement Parts/sub_categories/Water Heater Parts and Accessories/Water Heater Parts and Accessories.csv -> Andrews C132 standard thermocouple,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/61/62/NW-706162_wm.jpg,,,Natural Gas,Spares,N,Hi Flo Range & Standard Range,C132AWH,Thermocouple,N,Replacement standard thermocouple,"Suitable for use in RSC 150, RSC 190, 24/39, 32/40, 40/61, 63/62 and 84/87 water heaters",,,,,E27716,,,,
72,PG80558,Insink Erator F 701R replacement water filters (Pack of 2),Insink Erator,77.77,"Designed to remove or reduce levels of chlorine and other soluble impurities, these InsinkErator hard water filters are compatible with the InsinkErator steaming hot water tap system. Helping to significantly improve the taste and odour of your drinking water, these filters can also reduce the damaging effects of limescale and remove solid particles.",Parts and Spares/sub_categories/Heating Replacement Parts/sub_categories/Water Heater Parts and Accessories/Water Heater Parts and Accessories.csv -> Insink Erator F 701R replacement water filters (Pack of 2),,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/05/58/G80558_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/hu/re/Insinkerator_Brochure.pdf,,,,,,,,,,,,,,,,,,,
73,P797158,Andrews E508 pilot assembly,Andrews,123.49,"This Andrews pilot assembly is suitable for Andrews RFF190 B Series and RFF280 B Series boilers. A pilot assembly normally includes a pilot bracket, injector, electrode and thermocouple. The pilot flame ignites gas entering the boiler's main burner via the gas valve when the system is switched on. The pilot flame operates alongside the printed circuit board (PCB) and the rest of the pilot assembly for safe and efficient ignition.",Parts and Spares/sub_categories/Heating Replacement Parts/sub_categories/Water Heater Parts and Accessories/Water Heater Parts and Accessories.csv -> Andrews E508 pilot assembly,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/71/58/NW-797158_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ti/on/Andrews_RFF_190-280_Installation.pdf,,,,,,,,,,,,,,,,,,,
74,P421070,Andrews E669 auto ignition printed circuit board,Andrews,571.89,"This Andrews auto ignition PCB is compatible with a range of Andrews boilers. The control centre of a boiler, the printed circuit board (PCB) monitors and controls every process occurring throughout a system via switches, thermostats and sensors. It enforces safety measures too, shutting down boiler functions if internal readings indicate any fault such as high pressure or low water levels.",Parts and Spares/sub_categories/Heating Replacement Parts/sub_categories/Water Heater Parts and Accessories/Water Heater Parts and Accessories.csv -> Andrews E669 auto ignition printed circuit board,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/10/70/NW-421070_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ti/on/Andrews_Hiflo-WH_Installation.pdf,,,,,,,,,,,,,,,,,,,
75,P138129,Andrews Potterton 80/125 45deg flue elbow,Andrews,70.0,A Baxi Potterton 45° elbow suitable for 80/125mm flues.,Parts and Spares/sub_categories/Heating Replacement Parts/sub_categories/Water Heater Parts and Accessories/Water Heater Parts and Accessories.csv -> Andrews Potterton 80/125 45deg flue elbow,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/81/29/138129_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/hu/re/Potterton_MB_Series_Product_Brochure.pdf,,,,,,,,,,,,,,,,,,,
76,P797368,Andrews gasket vapour tray,Andrews,47.16,This Andrews gasket vapour tray is suitable for the brand's CWH and LCWH boilers.,Parts and Spares/sub_categories/Heating Replacement Parts/sub_categories/Water Heater Parts and Accessories/Water Heater Parts and Accessories.csv -> Andrews gasket vapour tray,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/73/68/NW-797368_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ti/on/Andrews_Maxxflo_Installation.pdf,,,,,,,,,,,,,,,,,,,
77,P706052,Andrews 520-475-1101 pressure relief valve,Andrews,470.5,"This Andrews 520-475-1101 pressure relief valve or PRV is suitable for use with selected Andrews and Potterton natural gas boilers. The pressure relief valve helps to control pressure in a closed system by proportionally opening to relieve excess pressure, preventing catastrophic malfunction.",Parts and Spares/sub_categories/Heating Replacement Parts/sub_categories/Water Heater Parts and Accessories/Water Heater Parts and Accessories.csv -> Andrews 520-475-1101 pressure relief valve,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/60/52/NW-706052_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ta/ll/Andrews_Maxxflo_WaterHeaters_Install.pdf,,,,,,,,,,,,,,,,,,,
78,P138139,Andrews Potterton 100/150 45deg flue elbow,Andrews,104.0,A Baxi Potterton 45° elbow and clamp suitable for 100/145mm flues.,Parts and Spares/sub_categories/Heating Replacement Parts/sub_categories/Water Heater Parts and Accessories/Water Heater Parts and Accessories.csv -> Andrews Potterton 100/150 45deg flue elbow,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/81/39/138139_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/hu/re/Potterton_MB_Series_Product_Brochure.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/hu/re/Baxi_Brochure.pdf,,,,,,,,,,,,,,,,,,
79,P138127,Andrews Potterton 80/125 straight extension 1m,Andrews,125.0,A Baxi Potterton 1M (1000mm) straight extension piece with clamp and wall support bracket.,Parts and Spares/sub_categories/Heating Replacement Parts/sub_categories/Water Heater Parts and Accessories/Water Heater Parts and Accessories.csv -> Andrews Potterton 80/125 straight extension 1m,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/81/27/138127_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/hu/re/Potterton_MB_Series_Product_Brochure.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ic/al/Potterton_Sirius_Technical.pdf,,,,,,,,,,,,,,,,,,
80,P493553,Zip AQ3 reducing valve,Zip,112.48,This Zip Water AQ3 reducing valve protects Aquapoint 2 to 10L water heaters against excess pressure.,Parts and Spares/sub_categories/Heating Replacement Parts/sub_categories/Water Heater Parts and Accessories/Water Heater Parts and Accessories.csv -> Zip AQ3 reducing valve,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/35/53/493553_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/hu/re/Zip_Water_Commercial_Brochure.pdf,,,,,,,,,,,,,,,,,,,
81,PD69037,Zip Tudor UB1 monobloc mixer tap for tudor water heater,Zip,196.37,This Zip Tudor monobloc mixer tap can be installed with oversink or undersink water heaters.,Parts and Spares/sub_categories/Heating Replacement Parts/sub_categories/Water Heater Parts and Accessories/Water Heater Parts and Accessories.csv -> Zip Tudor UB1 monobloc mixer tap for tudor water heater,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/90/37/D69037_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/hu/re/Zip_DL spreads_Brochure.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/he/et/Zip-Tudor_Specification_Sheet.pdf,,,,,,,,,,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/hu/re/Zip_Brochure.pdf,,,,,,
82,P797179,Andrews VK4100A10364 gas control valve kit,Andrews,380.56,"A genuine Andrews spare, this gas control valve kit is suitable for use in the brand's RFF190 B Series and RFF280 B Series boilers. The gas valve is employed in the distribution of gas. When gas is required in the burner the printed circuit board (PCB) sends a signal to the gas valve, which opens to allow gas to flow into the burner or the pilot assembly (depending on the model of the appliance).",Parts and Spares/sub_categories/Heating Replacement Parts/sub_categories/Water Heater Parts and Accessories/Water Heater Parts and Accessories.csv -> Andrews VK4100A10364 gas control valve kit,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/71/79/NW-797179_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ti/on/Andrews_RFF_190-280_Installation.pdf,,,,,,,,,,,,,,,,,,,
83,P421905,Andrews control box EP61SP,Andrews,365.18,An Andrews control box for RSC 150 and RSC 190 boilers.,Parts and Spares/sub_categories/Heating Replacement Parts/sub_categories/Water Heater Parts and Accessories/Water Heater Parts and Accessories.csv -> Andrews control box EP61SP,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/19/05/NW-421905_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ti/on/Andrews_Hiflo-WH_Installation.pdf,,,,,,,,,,,,,,,,,,,
84,P706004,Andrews C333 articulated anode,Andrews,157.5,This Andrews C333 articulated anode is compatible with a wide range of Andrews boilers.,Parts and Spares/sub_categories/Heating Replacement Parts/sub_categories/Water Heater Parts and Accessories/Water Heater Parts and Accessories.csv -> Andrews C333 articulated anode,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/60/04/NW-706004_wm.jpg,,,Natural Gas,Spares,N,"62/341,81/264,OFS63,54/440,L62/309,OFS25,54/418,OFS90,L65/169,OFS108,L54/399,L81/251,OFS29,65/173,L32/143,OFS163,32/143",C333AWH,Articulated Anode,N,Replacement articulate anode only,For use with Andrews water heaters,,,,,,,,,
85,P138852,Andrews Hiflo Evo unvented system kit,Andrews,929.0,An Andrews brand unvented system kit for HIflo EVO and ECOflo models.,Parts and Spares/sub_categories/Heating Replacement Parts/sub_categories/Water Heater Parts and Accessories/Water Heater Parts and Accessories.csv -> Andrews Hiflo Evo unvented system kit,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/88/52/138852_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/rc/ts/Andrews_HIflo_EVO_ECOflo_Instrcts.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ui/de/Andrews_Water_Heaters_Spec_Guide.pdf,,,,,,,,,,,,,,,,,,
86,P706535,Andrews main gas valve O ring,Andrews,35.94,"An Andrews gas valve O-ring for Andrews CWH and LCWH appliances. O-rings, gaskets and washers are used in many different areas of the boiler to join parts to pipework. Among other sections, heat exchangers and gas valves require these parts to prevent gas and water leaks.",Parts and Spares/sub_categories/Heating Replacement Parts/sub_categories/Water Heater Parts and Accessories/Water Heater Parts and Accessories.csv -> Andrews main gas valve O ring,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/65/35/NW-706535_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ta/ll/Andrews_Maxxflo_WaterHeaters_Install.pdf,,,,,,,,,,,,,,,,,,,
87,P181349,Tesla T-Smart TIHTS retro-fit head only,Tesla,114.63,"Designed for use in managed or social housing properties, the Tesla T-Smart thermostat head provides remote control of a water heater using plan and programme functions, improving landlord control. Easy to use, this Wi-Fi enabled thermostat head offers a clear 1.44"" LCD TFT display which is operated using four simple buttons while also collecting useful data direct from the thermostat itself.",Parts and Spares/sub_categories/Heating Replacement Parts/sub_categories/Water Heater Parts and Accessories/Water Heater Parts and Accessories.csv -> Tesla T-Smart TIHTS retro-fit head only,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/13/49/NW-181349_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ic/al/Tesla_T-Smart_Technical.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ti/on/Tesla_T-Smart_Installation.pdf,,,,,,,,,,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/hu/re/Tesla_T-Smart_Brochure.pdf,,,,,,
88,P448017,"Cotherm TSDO1105 rod stat 20A 70+-5C 11""",Cotherm,25.57,"This Cotherm 11"" TSD thermostat is specified for use in the Heatrae Sadia FBM water heater.","Parts and Spares/sub_categories/Heating Replacement Parts/sub_categories/Water Heater Parts and Accessories/Water Heater Parts and Accessories.csv -> Cotherm TSDO1105 rod stat 20A 70+-5C 11""",,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/80/17/448017_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ic/al/Cotherm_TSD_Technical.pdf,,,,,,,,,,,,,,,,,,,
89,PD70586,Heatrae Sadia Streamline pack j two hole mixer tap,Heatrae Sadia,291.75,"A compact and low profile, elegantly designed Heatrae Sadia Streamline two-hole mixer tap.",Parts and Spares/sub_categories/Heating Replacement Parts/sub_categories/Water Heater Parts and Accessories/Water Heater Parts and Accessories.csv -> Heatrae Sadia Streamline pack j two hole mixer tap,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/05/86/D70586_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/hu/re/HeatraeSadia_VentedTaps_Brochure.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ta/ll/Heatrae_Sadia_Vented_Taps_Install.pdf,,,,,,,,,,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/hu/re/Heatrae_Sadia_Streamline_Brochure.pdf,,,,,,
90,P797187,Andrews E839 pilot assembly,Andrews,207.67,"A genuine Andrews spare, this pilot assembly is compatible with Andrews 32/143, 54/440, 62/341, 65/173, 81/264, 54/418 and 33/136 boilers. A pilot assembly normally includes a pilot bracket, injector, electrode and thermocouple. The pilot flame ignites gas entering the boiler's main burner via the gas valve when the system is switched on. The pilot flame operates alongside the printed circuit board (PCB) and the rest of the pilot assembly for safe and efficient ignition.",Parts and Spares/sub_categories/Heating Replacement Parts/sub_categories/Water Heater Parts and Accessories/Water Heater Parts and Accessories.csv -> Andrews E839 pilot assembly,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/71/87/NW-797187_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ti/on/Andrews_Hiflo-WH_Installation.pdf,,,,,,,,,,,,,,,,,,,
91,P706068,Andrews 343-811-487 multifunction gas valve,Andrews,516.87,"This Andrews multifunction gas valve for natural gas is suitable for Andrews L32/143, L54/399, L62/309, L65/169 and L81/251 boilers. The gas valve is employed in the distribution of gas. When gas is required in the burner the printed circuit board (PCB) sends a signal to the gas valve, which opens to allow gas to flow into the burner or the pilot assembly (depending on the model of the appliance).",Parts and Spares/sub_categories/Heating Replacement Parts/sub_categories/Water Heater Parts and Accessories/Water Heater Parts and Accessories.csv -> Andrews 343-811-487 multifunction gas valve,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/60/68/NW-706068_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ta/ll/Andrews_Hiflo_WaterHeaters_Install.pdf,,,,,,,,,,,,,,,,,,,
92,P706551,Andrews baffles service kit,Andrews,233.51,"This Andrews Baffles service kit is compatible with a range of Andrews CWH and LCWH boilers. Baffle plates control the circulation of air traveling into an appliance, resulting in more efficient mixing of gases and better combustion.",Parts and Spares/sub_categories/Heating Replacement Parts/sub_categories/Water Heater Parts and Accessories/Water Heater Parts and Accessories.csv -> Andrews baffles service kit,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/65/51/NW-706551_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ti/on/Andrews_Maxxflo_Installation.pdf,,,,,,,,,,,,,,,,,,,
