,pid,Title,Brand,Price,Description,category,mfpartnumber,whatisincluded,Image,Attachment 1,Attachment 2,Attachment 3,Attachment 4,Attachment 5,Attachment 6,Attachment 7,Colour,Connection Type,Style,Warranty,Hazardous,With Drain Off,Max Pressure,Flow Water Temperature,Material,Orientation,Pipe Connection Size,Radiator Connection Size,Sensor,Shape,With Lockshield,Supplier Product Code,Type,WEEE Compliant,Feature 1,Feature 2,Feature 3,Feature 4,Feature 5,Feature 6,Feature 7,Feature 8,Feature 9,Feature 10,Feature 11,Feature 12,Depth (mm),Smart,Switch Type,Battery Back Up,Number of Zones,Switching Capacity (amps),Programmable Duration,On / Off Periods per Day,Auto GMT / BST,Dimensions (L x W x D),Display Type,Number of Channels,Application,Feature 13,Range,Feature 14,Pack Quantity,Feature 15,Feature 16,Weight
35,P246137,Danfoss RAS-C2 angle radiator pack 8mm,Danfoss,21.73,"Designed for domestic two-pipe systems, this Danfoss RAS-C2 angled thermostatic radiator valve (TRV) has a modern, metallic finish and is supplied with a lockshield.",Radiators/Radiator Valves/Thermostatic Radiator Valves/Thermostatic Radiator Valves.csv -> Danfoss RAS-C2 angle radiator pack 8mm,,Thermostatic radiator valve;Lockshield,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/61/37/246137_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ti/on/Danfoss_DOC350451887649_Installation.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ic/al/Danfoss_DOC310431102901_Technical.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
36,P205768,Center CB Angled TRV with lockshield and drain-off valve pack 10mm,Center CB,15.84,"This reliable, high performance Center CB Center range angled thermostatic radiator valve (TRV) meets industry standards and is Keymark certified for installer and homeowner peace of mind. Supplied with a lockshield and drain off, this TRV incorporates a liquid sensor for ultra-precise temperature control and thanks to a bi-directional valve design offers flexible installation.",Radiators/Radiator Valves/Thermostatic Radiator Valves/Thermostatic Radiator Valves.csv -> Center CB Angled TRV with lockshield and drain-off valve pack 10mm,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/68/_a/205768_A_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ti/on/CenterCB_205765-205776_Installation.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ic/al/CenterCB_205767-205768_Technical.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
37,P256559,Center CB Center Plus straight TRV with lockshield 15mm,Center CB,15.75,"Suitable for both commercial and domestic installation, the Center CB Center Plus straight thermostatic radiator valve (TRV), supplied with lockshield, is finished in chrome to suit contemporary interiors. This TRV's liquid sensor ensures the best possible temperature accuracy while industry standard approvals, including Keymark certification, guarantee reliable, efficient and safe operation.",Radiators/Radiator Valves/Thermostatic Radiator Valves/Thermostatic Radiator Valves.csv -> Center CB Center Plus straight TRV with lockshield 15mm,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/65/59/256559_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/te/ch/CenterCB-Tradefix_256552-73_Tech.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/15/mm/256559_Center_Plus_TRV_Str_LS_15mm.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ti/on/CenterCB_256556-256559_Installation.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
38,P205771,Center CB Angled TRV 10mm,Center CB,9.82,"This reliable, high performance Center CB Center range angled thermostatic radiator valve (TRV) meets industry standards and is Keymark certified for installer and homeowner peace of mind. The Center TRV incorporates a liquid sensor for ultra-precise temperature control and thanks to a bi-directional valve design offers flexible installation.",Radiators/Radiator Valves/Thermostatic Radiator Valves/Thermostatic Radiator Valves.csv -> Center CB Angled TRV 10mm,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/57/71/205770_205771_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ti/on/CenterCB_205765-205776_Installation.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ic/al/CenterCB_205770-205771_Technical.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
39,P222393,Drayton RT212 thermostatic radiator valve pack 15mm,Drayton,9.99,"A low cost solution to room-by-room heating control, the Drayton RT212 angled thermostatic radiator valve (TRV) is fitted with a liquid sensor for accurate temperature setting. With a reverse flow body the RT212 allows for vertical or horizontal flow or return mounting, providing installation flexibility.",Radiators/Radiator Valves/Thermostatic Radiator Valves/Thermostatic Radiator Valves.csv -> Drayton RT212 thermostatic radiator valve pack 15mm,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/79/42/247942_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ct/ns/Drayton_TRV_Commissioning_Instrctns.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/de/rs/Drayton_TRV_Info_for_Householders.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ti/on/Drayton_Declared_CEN_Information.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/og/ue/Drayton_Product_Catalogue.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ci/ty/Drayton_ED_Valve_Flow_Capacity.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ui/de/Drayton_RT212_Installation_UserGuide.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ic/al/Drayton_RT212_Technical.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
40,P247430,Drayton TRV4 head White/Chrome,Drayton,21.86,"Suitable for a wide range of commercial and domestic applications, the Drayton TRV4 integral head is a part for thermostatic radiator valves (TRVs). It offers reliable, energy-saving and safe room-by-room heating control. The TRV4 incorporates a double gland seal and non-stick, pre-set internals, a useful feature designed to allow for balancing the radiator through the TRV.",Radiators/Radiator Valves/Thermostatic Radiator Valves/Thermostatic Radiator Valves.csv -> Drayton TRV4 head White/Chrome,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/74/30/247430_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ic/al/Drayton_TRV4_Technical.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ti/on/Drayton_TRV4_Installation.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/hu/re/Drayton_Brochure.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ti/on/Drayton_D34_11_TRV_Installation.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
41,P256554,Tradefix angled TRV with wheelhead & lockshield 15mm,Tradefix,11.7,"A simple and cost-effective solution, the Tradefix 19.1 angled thermostatic radiator valve (TRV) helps to improve energy efficiency and reduce heating bills while providing homeowners with improved comfort simply by adjusting the radiator in response to temperature changes in the room. Incorporating 2-way flow technology for simpler, more flexible installation, the Tradefix TRV ensures first-time-right fitting.",Radiators/Radiator Valves/Thermostatic Radiator Valves/Thermostatic Radiator Valves.csv -> Tradefix angled TRV with wheelhead & lockshield 15mm,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/65/54/256554_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/te/ch/CenterCB-Tradefix_256552-73_Tech.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/15/mm/256554_Tradefix_TRV_Ang_WH_and_LS_15mm.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ti/on/Tradefix_256552-256555_Installation.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
42,P296036,Myson TRV2 thermostatic head only White (1),Myson,11.84,"Offering ease of installation to reduce the need for expensive and inconvenient callouts, the Myson TRV2 thermostatic radiator valve head is part of the brand's expansive TRV range. Built around a liquid sensor, this thermostatic radiator valve offers years of temperature accuracy, giving you the ability to adapt the heating in a single room to suit your needs. Helping to minimise waste while maximising comfort, a TRV will maintain a constant temperature by reacting to ambient changes in conditions, meaning a room is only heated when required.",Radiators/Radiator Valves/Thermostatic Radiator Valves/Thermostatic Radiator Valves.csv -> Myson TRV2 thermostatic head only White (1),,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/60/36/296036_wm.jpg,,,,,,,,Chrome,N/A,Modern,2 years,N,No,N/A,N/A,CR3 and Brass,,N/A,N/A,Yes,Straight/Angle,No,TRV2TRVHEADW,TRV,N,Head only,Brass construction,CR3 chrome finish,Produced under ISO 9001:2008 quality management system,Complies with EN215 and BS2767-10,2 year warranty,,,,,,,,,,,,,,,,,,,,,TRV2,,1,,,
43,P296064,Myson Petite TRV and lockshield pack angle c/w pushfit 90o elbow 10mm Chrome,Myson,22.47,"A compact design suitable for a range of settings, the Myson Petite 10mm 90° elbow angled TRV with push-fit connections and lockshield is a modern choice for reliable home heating. Built around a liquid sensor, this thermostatic radiator valve offers years of temperature accuracy, giving you the ability to adapt the heating in a single room to suit your needs. Helping to minimise waste while maximising comfort, a TRV will maintain a constant temperature by reacting to ambient changes in conditions, meaning a room is only heated when required.",Radiators/Radiator Valves/Thermostatic Radiator Valves/Thermostatic Radiator Valves.csv -> Myson Petite TRV and lockshield pack angle c/w pushfit 90o elbow 10mm Chrome,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/60/64/296064_wm.jpg,,,,,,,,Chrome,Push Fit,Modern,2 years,N,No,3,Max 92 deg C,CR3 and Brass,,10mm,1/2 BSP,Yes,Angle,Yes,PETPAK10ACPF90,TRV,N,With lockshield,Angled version,Push-fit connection,Brass construction,CR3 chrome finish,Produced under ISO 9001:2008 quality management system,Complies with EN215,2 year warranty,,,,,,,,,,,,,,,,,,,Petite,,,,,
44,P247411,Drayton TRV 4 remote trv 2m 15mm,Drayton,47.57,"This Drayton TRV4 angled radiator valve (TRV) is supplied with lockshield and push-fit pack for a straightforward installation job plus a 2M remote sensor for accurate temperature readings in rooms where the radiator is behind curtains or furniture. Slimline and modern, the TRV4 incorporates a double gland seal and non-stick, pre-set internals, a useful feature designed to allow for balancing the radiator through the TRV.",Radiators/Radiator Valves/Thermostatic Radiator Valves/Thermostatic Radiator Valves.csv -> Drayton TRV 4 remote trv 2m 15mm,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/74/11/247411_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ic/al/Drayton_TRV4_Technical.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ti/on/Drayton_TRV4_Installation.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/hu/re/Drayton_Brochure.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ic/al/Drayton_h002943_31426_t_Technical.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ti/on/Drayton_D34_11_TRV_Installation.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
45,P501109,"Pegler Yorkshire angled TRV and lockshield 15mm x 1/2 """,Pegler,27.89,"This Pegler Yorkshire Mistral 15mm angled thermostatic radiator valve (TRV) and lockshield includes a standard tail and is finished in neat, easy to clean chrome.","Radiators/Radiator Valves/Thermostatic Radiator Valves/Thermostatic Radiator Valves.csv -> Pegler Yorkshire angled TRV and lockshield 15mm x 1/2 """,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/11/09/NW-501109_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/20/17/Pegler_Yorkshire_BSI_Kitemark_2017.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/20/16/Pegler_Yorkshire_Merica_P_Guide_2016.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ta/ll/Pegler_Yorkshire_Mistral_II_Install.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
46,P249291,Pegler Yorkshire angled thermostatic radiator valve 10/8mm,Pegler,46.28,"The easy to install bi-directional Pegler Yorkshire Terrier 631 angled thermostatic radiator valve (TRV) is highly reliable and top-rated for energy efficiency, ensuring the ideal balance of comfort and cost savings. Providing accurate temperature adjustment in response to conditions inside a room, the Terrier TRV includes an economy setting for minimised waste and easy-read numerals making it an ideal choice for visually impaired users.",Radiators/Radiator Valves/Thermostatic Radiator Valves/Thermostatic Radiator Valves.csv -> Pegler Yorkshire angled thermostatic radiator valve 10/8mm,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/92/91/249291_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/te/ch/Pegler_Yorkshire_631800_631801_Tech.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/hu/re/Pegler_Yorkshire_12306196_Brochure.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
47,P250397,Pegler Yorkshire angled thermostatic radiator valve comes with elbow 15mm 15 x 10mm Chrome,Pegler,31.19,"Designed for flexibility, the Pegler Yorkshire Mistral 10mm angled thermostatic radiator valve (TRV) is supplied with a push-fit elbow and offers vertical or horizontal installation on either flow or return.",Radiators/Radiator Valves/Thermostatic Radiator Valves/Thermostatic Radiator Valves.csv -> Pegler Yorkshire angled thermostatic radiator valve comes with elbow 15mm 15 x 10mm Chrome,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/03/97/250397_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/hu/re/Terrier_HeatingSolutions_Brochure.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
48,P246111,Danfoss RAS-C2 angled thermostatic radiator valve 10mm,Danfoss,16.7,"Suitable for both domestic and contract applications, the Danfoss RAS-C2 angled thermostatic radiator valve (TRV) incorporates the brand's cutting edge flow-selectable 'revolver' RA-FS valve body for adaptable, easy vertical or horizontal mounting, making installation easy in any location. With a compact, tried-and-tested liquid sensor actuator, the RAS-C2 provides ultra-precise temperature control while frost protection ensures peace of mind and a positive shut-off makes removal for decorating jobs simple.",Radiators/Radiator Valves/Thermostatic Radiator Valves/Thermostatic Radiator Valves.csv -> Danfoss RAS-C2 angled thermostatic radiator valve 10mm,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/61/11/246111_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ic/al/Danfoss_DOC161486401924_Technical.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
49,P247401,Drayton TRV4 Classic Drayton TRV4 Classic with 10mm angle valve,Drayton,27.79,The Drayton TRV4 thermostatic radiator valve is highly rated for efficiency by the European Valve Manufacturers Association. It includes a 10mm angled valve and a TRV4 with white and chrome head.,Radiators/Radiator Valves/Thermostatic Radiator Valves/Thermostatic Radiator Valves.csv -> Drayton TRV4 Classic Drayton TRV4 Classic with 10mm angle valve,,TRV4 Classsic Sensing head10mm angle valve,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/74/01/NW-247401_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ct/ns/Drayton_TRV_Commissioning_Instrctns.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ct/ns/Drayton_06490029001_TRV_Instrctns.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/te/ch/DraytonTRV4_Classic_WhiteChrome_Tech.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ti/on/Drayton_TRV4_Installation.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ti/on/Drayton_Declared_CEN_Information.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ci/ty/Drayton_EB_Valve_Flow_Capacity.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/og/ue/Drayton_Product_Catalogue.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
50,P246501,Honeywell Home Valencia VT15BG hw home vt15bg 10mm trv,Honeywell Home,21.76,"Designed for the contract market but suitable for domestic use too, the Valencia thermostatic radiator valve (TRV) has an easy-grip head and bold black-on-white numbering making it ideal for users with impaired dexterity or impaired vision. This TRV offers reversible flow an angled body, 10mm compression connection and a 15mm radiator tailpiece.",Radiators/Radiator Valves/Thermostatic Radiator Valves/Thermostatic Radiator Valves.csv -> Honeywell Home Valencia VT15BG hw home vt15bg 10mm trv,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/65/05/246501_246505_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/hu/re/Honeywell_Heating_Controls_Brochure.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
51,P247940,Drayton RT212 TRV with angle valve 8mm,Drayton,17.03,"A low cost solution to room-by-room heating control, the Drayton RT212 angled thermostatic radiator valve (TRV) is fitted with a liquid sensor for accurate temperature setting. With a reverse flow body the RT212 allows for vertical or horizontal flow or return mounting, providing installation flexibility.",Radiators/Radiator Valves/Thermostatic Radiator Valves/Thermostatic Radiator Valves.csv -> Drayton RT212 TRV with angle valve 8mm,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/79/40/247940_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ta/ll/Drayton_NEW_RT212_ED_Install.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/te/ch/Drayton_5038_D27_12_NEW_RT212_Tech.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ta/ll/Drayton_RT212_U_and_I_Guide_Install.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ti/on/Drayton_D34_11_TRV_Installation.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
52,P247403,Drayton TRV4 straight TRV and internal head 15mm,Drayton,26.35,"This Drayton TRV4 15mm chrome straight integral head is a part for use with thermostatic radiator valves (TRVs). It is highly efficient and practical, offering inbuilt frost protection and pre-setting.",Radiators/Radiator Valves/Thermostatic Radiator Valves/Thermostatic Radiator Valves.csv -> Drayton TRV4 straight TRV and internal head 15mm,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/74/03/247403_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ic/al/Drayton_TRV4_Technical.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ti/on/Drayton_TRV4_Installation.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/hu/re/Drayton_Brochure.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ic/al/Drayton_h002943_31426_t_Technical.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ti/on/Drayton_D34_11_TRV_Installation.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
53,P246505,Honeywell Home Essential VT15EG hw home vt15eg 15mm trv,Honeywell Home,20.78,"Equally suitable for contract or domestic use, the Honeywell Home VT15 Essential thermostatic radiator valve (TRV) has proved particularly popular in homes where users have dexterity or visual impairments thanks to an easy to grip head and clear, bold black-on-white numbering. Incorporating a frost setting and a positive off, the VT15 provides flexible, safe and reliable room-by-room heating control.",Radiators/Radiator Valves/Thermostatic Radiator Valves/Thermostatic Radiator Valves.csv -> Honeywell Home Essential VT15EG hw home vt15eg 15mm trv,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/65/05/246501_246505_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/hu/re/Honeywell_Heating_Controls_Brochure.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
54,P501107,"Pegler Yorkshire angled Mistral TRV 15mm x 1/2""",Pegler,23.52,"The Pegler Yorkshire Mistral 15mm angled thermostatic radiator valve (TRV) comes with a standard tail and chrome-plated finish. For fitting flexibility, this TRV can be installed vertically or horizontally in either flow or return.","Radiators/Radiator Valves/Thermostatic Radiator Valves/Thermostatic Radiator Valves.csv -> Pegler Yorkshire angled Mistral TRV 15mm x 1/2""",,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/11/07/NW-501107_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/20/17/Pegler_Yorkshire_BSI_Kitemark_2017.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/20/16/Pegler_Yorkshire_Merica_P_Guide_2016.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ta/ll/Pegler_Yorkshire_Mistral_II_Install.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
