,pid,Title,Brand,Price,Description,category,mfpartnumber,whatisincluded,Image,Attachment 1,Attachment 2,Attachment 3,Attachment 4,Attachment 5,Colour,Thickness,Warranty,Hazardous,Depth (mm),Frame Colour,Material,Supplier Product Code,Type,WEEE Compliant,Feature 1,Feature 2,Feature 3,Feature 4,Feature 5,Feature 6,Feature 7,Feature 8,Feature 9,Feature 10,Feature 11,Attachment 6,Range,Position,Shower Tray Shape,Style,Weight,Floor Mounted,Waste Supplied,Anti Slip Surface,Riser included,Waste Kit Included
208,PN65953,Multipanel Linda Barker Panel Onyx Marble Hydrolock 2400mm x 1200mm,,195.86,"Bathroom makeovers are effortless with the Multipanel Linda Barker Collection 2400 x 1200mm shower wall panel, an easy to install, simple to maintain alternative to tiling. Manufactured with an exterior grade MDF core and Hydrolock tongue-and-groove edges, Multipanel panels are fully waterproof and sustainable too. Finished in Onyx Marble, a realistic marble-effect in rich, moody tones, these panels will lend any bathroom a touch of true elegance.",Showering/Shower Doors and Enclosures/Shower Doors and Enclosures.csv -> Multipanel Linda Barker Panel Onyx Marble Hydrolock 2400mm x 1200mm,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/59/53/N65953_wm.jpg,,,,,,White,,,,11,,Exterior grade MDF,,Bathroom Wall Panel,,Onyx Marble finish,Exterior grade MDF construction,Tile effect design,Grout-free installation,Hydrolock for near seamless connection,Waterproof,Made in Britain,"Quick, easy installation",Easy to clean,FSC and PEFC certified,,,,,,,,,,,,
209,PN57657,Multipanel Linda Barker bathroom wall panel hydrolock tongue and groove 2400 x 1200mm Stone Elements,Multipanel,195.86,"An easy, grout-free alternative to paint or tiling, this 1200mm Multipanel Linda Barker wall panel has a reliably water-resistant hardwood plywood core and a high pressure decorative laminate to face along with a plain balancing laminate to rear. The Linda Barker range is designed to bring a touch of luxury to the bathroom, harnessing design trends pioneered in spas and hotels and bringing them into the home. This panel is finished in Stone Elements, a beautiful neutral with a textured real stone effect.",Showering/Shower Doors and Enclosures/Shower Doors and Enclosures.csv -> Multipanel Linda Barker bathroom wall panel hydrolock tongue and groove 2400 x 1200mm Stone Elements,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/76/59/NW-N57654_N57659_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/_d/op/MPanel_LB_Classic_Heritage_DOP.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ta/ll/MPanel_LB_Classic_Heritage_Install.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ct/22/Multipanel Product Data Sheet Oct22.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/20/20/Multipanel_NeutralsCllctn_Brcr_2020.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/te/ch/MPanel_LB_Classic_Heritage_Tech.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
210,PN65921,Multipanel Pure Panel Valmasino Marble Unlipped 2400 x 1200mm,Multipanel,182.38,"Providing a realistic marble effect, Multipanel Pure 2400 x 1200mm shower wall panels are an effortless, stylish alternative to tiling with no need for grout and no time consuming spacing and fitting to deal with. Manufactured with an exterior grade FSC certified MDF core, these panels aren't just simple to install, they're reliably waterproof and eco-friendly too. The Valmasino Marble finish supplies a sleek grey and cream marble effect.",Showering/Shower Doors and Enclosures/Shower Doors and Enclosures.csv -> Multipanel Pure Panel Valmasino Marble Unlipped 2400 x 1200mm,,Panel(s),https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/59/21/N65921_wm.jpg,,,,,,Grey,,,N,11,,Exterior grade MDF,MP074SHR,Bathroom Wall Panel,N,Valmasino Marble finish,"Clean, square edge",Ideal for installation with Multipanel profiles,Authentic marble slab look and texture,Made in Britain,100% waterproof,100% recyclable,No grout required,"Discreet, watertight Hydrolock joint",FSC and PEFC certified,,,,,,,,,,,,
211,PD06552,IMPEY LEVEL DEC EASY FIT 1500X1200 +EDP1,Impey,612.1,"Straightforward to install, the Impey Level-Dec EasyFit 1500 x 1200mm wetroom floor former is a strongly durable 22mm thick GRP floorboard replacement with four pre-formed drainage gradients designed to offer a level access wetroom floor ideal for a vinyl finish. Manufactured in high glass content SMC, the Level-Dec EasyFit helps to save on installation time and cost, withstanding up to 300kg (47 stone) with no requirement for under-boarding, while the included rotating drain plate adjusts through 360° to avoid any underfloor obstructions.",Showering/Shower Doors and Enclosures/Shower Doors and Enclosures.csv -> IMPEY LEVEL DEC EASY FIT 1500X1200 +EDP1,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/65/52/NW-D06552_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/20/19/Impey_Brochure_2019.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ic/al/Impey_Level-Dec_EasyFit_Technical.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/hu/re/Impey_Shower_Brochure.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ta/ll/Impey_Level-Dec_EasyFit_Install.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
212,PD29075,Merlyn Ionic Express fixed panel 1600mm Chrome Clear,Merlyn,353.35,"With a smooth action and seamless frame-free design, the Merlyn Ionic Essence shower enclosure 1600mm fixed panel slider is an ideal choice for contemporary designer bathrooms. Manufactured in 8mm Mershield Stayclear coated glass with smooth easy-clean double rollers the Essence is easy to clean and with double fin seals ensures reliable water retention.",Showering/Shower Doors and Enclosures/Shower Doors and Enclosures.csv -> Merlyn Ionic Express fixed panel 1600mm Chrome Clear,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/90/75/UP-D29074_D29075_wm.jpg,,,,,,Clear/Anodised,8mm,20years,N,,Chrome,Glass,A0304E1,Slider Fixed Panel,N,Height 2000mm,Mershield Stayclear easy-clean glass coating,Frameless design,8mm toughened safety glass,Solid chrome double handle,Extra-strong smooth gliding rollers,Discreet deflector seal on Luna rail for increased water retention,Concealed fixings,Exclusive Ionic Essence tool and fittings kit provided,30mm adjustment per wall profile,20 year guarantee,,Ionic Express,,,,,,,,,N
213,PN86548,Perform Panel 3331 wall panel Nu-Lock 2400 x 1200 x 11mm Concrete,Perform Panel,197.28,"An easy to install alternative to tiling and five times faster too, Nu-Style Nu-Lock 2400 x 1200mm shower wall panels have a smart tongue and groove design. Finished in Concrete, these panels bring industrial chic into the bathroom with a blend of grey hues that will complement most suites.",Showering/Shower Doors and Enclosures/Shower Doors and Enclosures.csv -> Perform Panel 3331 wall panel Nu-Lock 2400 x 1200 x 11mm Concrete,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/65/48/N86548_wm.jpg,,,,,,Grey,,,N,11,,PLY,NL1200PLYCONCRETE,Shower Panel,N,Concrete finish,Nu-lock tongue and groove design,Plywood construction,Waterproof,Faster installation compared to tiles,,,,,,,,,,,,,,,,,
214,PD06548,IMPEY LEVEL DEC EASY FIT 1400X900 + EDP1,Impey,494.64,"Straightforward to install, the Impey Level-Dec EasyFit 1400 x 900mm wetroom floor former is a strongly durable 22mm thick GRP floorboard replacement with four pre-formed drainage gradients designed to offer a level access wetroom floor ideal for a vinyl finish. Manufactured in high glass content SMC, the Level-Dec EasyFit helps to save on installation time and cost, withstanding up to 300kg (47 stone) with no requirement for under-boarding, while the included rotating drain plate adjusts through 360° to avoid any underfloor obstructions.",Showering/Shower Doors and Enclosures/Shower Doors and Enclosures.csv -> IMPEY LEVEL DEC EASY FIT 1400X900 + EDP1,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/65/49/NW-D06544_D06549_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/20/19/Impey_Brochure_2019.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
215,PT41771,Scudo S6 sliding shower door 1100,Scudo,247.17,"The Scudo S6 1100mm sliding shower door offers universal fitting for left- or right-handed opening to suit your bathroom design. This 1850mm height shower door with smart chrome frame is manufactured in a robust toughened safety glass treated with Aqua-Shield for easier, streak-free cleaning.",Showering/Shower Doors and Enclosures/Shower Doors and Enclosures.csv -> Scudo S6 sliding shower door 1100,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/17/71/T41771_wm.jpg,,,,,,Clear,6mm,Lifetime,N,45,Chrome,Glass,S6-GLASS014,Sliding Door,N,Up to 6mm thick toughened safety glass,Universal design for left or right-hand openings,Aqua-Shield glass treatment for easy cleaning,Smooth sliding action,Large adjustment for out of true walls,Lifetime warranty,,,,,,,,,,,,,,,,
216,PD65125,Coram GB5 sliding door 1200 x 1800mm Glass/Chrome Finish,Coram,266.61,"Make the most of your space with this 1200mm Coram GB5 sliding door shower enclosure, an ideal solution for  creating a spacious shower enclosure in an alcove or corner. With a sliding door, 25mm adjustment per profile and a reduced height of 1800mm, the GB5 has a classic semi-frameless, easy-clean design ideal for smaller bathroom and en-suites, particularly in challenging loft or basement spaces.",Showering/Shower Doors and Enclosures/Shower Doors and Enclosures.csv -> Coram GB5 sliding door 1200 x 1800mm Glass/Chrome Finish,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/51/25/UP-D65123_D65125_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ic/al/Coram_GB5_Sliding_Door_Technical.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ti/on/Coram_GB5_Sliding_Door_Installation.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/20/21/Coram_Showers_Brochure_July_2021.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
217,PD65153,Coram Optima 6 sliding door 1400 x 1900mm Glass/Chrome Finish,Coram,346.97,"The 1400 x 1900mm Coram Optima 6 sliding door shower enclosure offers a spacious solution for larger showering areas. Easy to clean, with quick-release rollers and ultra-clear seals and fast and simple to install with Cam and Pin fitting and Level and Lock screw-free adjustment, the Optima 6 makes life easy for installers and users alike.",Showering/Shower Doors and Enclosures/Shower Doors and Enclosures.csv -> Coram Optima 6 sliding door 1400 x 1900mm Glass/Chrome Finish,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/51/53/UP-D65149_D65153_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ti/on/Coram_Optima6_Premier8_Instruction.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ta/ll/Coram_Optima_6_Sliding_Door_Install.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/20/21/Coram_Showers_Brochure_July_2021.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/te/ch/Coram_Optima_6_Sliding_Door_Tech.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
218,PT41777,Scudo pivot door 900 x 1850mm - 6mm glass,Scudo,174.2,"Designed with a quality pivot mechanism for smooth opening and closing, the Scudo S6 900 x 1850mm pivot shower door is a perfect finishing touch for a modern bathroom. Easy to clean thanks to its Aquashield treatment, this door is made of a thick clear glass with chrome frame and fittings and offers easy installation, even in rooms where walls aren't quite perfect.",Showering/Shower Doors and Enclosures/Shower Doors and Enclosures.csv -> Scudo pivot door 900 x 1850mm - 6mm glass,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/17/77/T41775_T41777_wm.jpg,,,,,,Clear,up to 6 mm,"Lifetime (fixed parts only), 2 years moving parts and seals",N,,Chrome,Aluminium,S6-GLASS020,Pivot,N,With 6mm thick toughened safety glass,Aquashield glass treatment for ease of cleaning,Universal design offers left and right handed opening,Easy to install,Large adjustment for out-of-true walls,Lifetime warranty for fixed parts only,2 year warranty on moving parts and seals,,,,,,,,,,,,,,,
219,PE61116,MERMAID TRADE PNL PLY 2420X1185 T&G BYZM,Mermaid,199.43,"Offering the warm, natural look of real stone at a fraction of the price, this Mermaid Trade 2420 x 1185mm tongue and groove shower wall panel in Byzantine Marble brings a luxe look to the bathroom. Completely waterproof, this easy-clean panel is finished with an antimicrobial coating for reliable hygiene.",Showering/Shower Doors and Enclosures/Shower Doors and Enclosures.csv -> MERMAID TRADE PNL PLY 2420X1185 T&G BYZM,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/11/16/E61116_wm.jpg,,,,,,Brown,,,N,10,,Plywood,MWP-BYZAN-TG,Tongue & Groove Panel,N,Byzantine marble finish,Plywood construction,100% waterproof when installed according to instruction,Antimicrobial coating,Tongue and groove design,PEFC certified,,,,,,,Trade,,,,,,,,,
220,PD05997,Mira Elevate corner entry 900mm,Mira,374.84,"Make the most of a bathroom space with the Mira Elevate 900mm corner entry shower enclosure. Built in tough 6mm glass with CleanCoat streak-free technology, the Elevate is easy to clean and offers useful installation features including pre-drilled channels and generous adjustment for wonky walls.",Showering/Shower Doors and Enclosures/Shower Doors and Enclosures.csv -> Mira Elevate corner entry 900mm,,Corner entry shower enclosure;2x wall channels;2x panels;2x doors;Seal pack (6 seals);2x tracks (LH);2x tracks (RH);Fittings box;4x roller covers;4x plastic covers;12x plastic washers;12x cover caps (chrome);16x screws;8x screws (12 mm);4x screws (8 mm);,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/59/97/UP-D05997_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ar/es/Mira_Elevate_Spares.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ti/on/Mira_Elevate_Installation.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
221,PN00905,Multipanel Classic bathroom wall panel hydrolock tongue and groove 2400 x 598mm White,Multipanel,85.64,"Easier and less time consuming than tiling and with no need for messy grout, the Multipanel Classic 598mm Hydrolock tongue and groove wall panel is made of a tough hardwood plywood core with a high pressure decorative laminate outer layer and a plain balancing laminate to the rear. Reliably water-resistant, this low maintenance panel is finished in simple, elegant Natural White Gloss to suit any bathroom decor.",Showering/Shower Doors and Enclosures/Shower Doors and Enclosures.csv -> Multipanel Classic bathroom wall panel hydrolock tongue and groove 2400 x 598mm White,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/09/05/NW-N00905_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/_d/op/MPanel_LB_Classic_Heritage_DOP.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ct/22/Multipanel Product Data Sheet Oct22.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ta/ll/MPanel_LB_Classic_Heritage_Install.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/te/ch/MPanel_LB_Classic_Heritage_Tech.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ms/ds/MPanel_Classic_MSDS.pdf,,,,,,,,,,,,,,,,,,,,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/20/13/Multipanel_Brochure_2013.pdf,,,,,,,,,,
222,PN16424,Multipanel Classic Type 102 angle profile 2.45mtr Polished,Multipanel,27.98,"The Multipanel Classic 2.45M Type 102 angle profile in polished chrome provides a streamlined finishing touch to a Multipanel bathroom wall. Easy to fit, profiles can be attached using countersunk screws or an appropriate glue. This fitting is part of a wide range of Multipanel accessories chosen to give an installation the perfect finish.",Showering/Shower Doors and Enclosures/Shower Doors and Enclosures.csv -> Multipanel Classic Type 102 angle profile 2.45mtr Polished,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/64/26/N16423_N16426_wm.jpg,,,,,,Chrome/Polished,,,N,19.05,,Aluminium,MPAPBP,Angle Profile,N,Aluminium construction,Polished chrome finish,For fitting around windows and doors,Suitable for fitting around external corners,For pipe boxing,,,,,,,,Classic Type 102,,,,,,,,,
223,PN36624,Multipanel Classic bathroom wall panel unlipped 2400 x 1200mm Travertine,Multipanel,144.28,"An easy, grout-free alternative to paint or tiling, this 1200mm Multipanel Classic wall panel has a reliably water-resistant hardwood plywood core and a high pressure decorative laminate to face along with a plain balancing laminate to rear. This panel is finished in glossy Travertine, a deep, rich limestone effect.",Showering/Shower Doors and Enclosures/Shower Doors and Enclosures.csv -> Multipanel Classic bathroom wall panel unlipped 2400 x 1200mm Travertine,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/66/24/NW-N36624_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ta/ll/MPanel_LB_Classic_Heritage_Install.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ct/22/Multipanel Product Data Sheet Oct22.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/_d/op/MPanel_LB_Classic_Heritage_DOP.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/te/ch/MPanel_LB_Classic_Heritage_Tech.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ms/ds/MPanel_Classic_MSDS.pdf,,,,,,,,,,,,,,,,,,,,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/20/13/Multipanel_Brochure_2013.pdf,,,,,,,,,,
224,PN00873,MULTIPANEL CLASSIC 900 H-LOCK NATURAL WH,Multipanel,157.79,"An easy, grout-free alternative to paint or tiling, this 900mm Multipanel Classic wall panel has a reliably water-resistant hardwood plywood core and a high pressure decorative laminate to face along with a plain balancing laminate to rear. Finished in Natural White Gloss, this panel brings a clean, fresh look to any bathroom.",Showering/Shower Doors and Enclosures/Shower Doors and Enclosures.csv -> MULTIPANEL CLASSIC 900 H-LOCK NATURAL WH,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/08/73/NW-N00873_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ta/ll/MPanel_LB_Classic_Heritage_Install.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/_d/op/MPanel_LB_Classic_Heritage_DOP.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ct/22/Multipanel Product Data Sheet Oct22.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/te/ch/MPanel_LB_Classic_Heritage_Tech.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ms/ds/MPanel_Classic_MSDS.pdf,,,,,,,,,,,,,,,,,,,,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/20/13/Multipanel_Brochure_2013.pdf,,,,,,,,,,
225,PT41759,Scudo quadrant double door 900 x 1850mm - 6mm glass,Scudo,252.48,"Made of a thick safety glass treated with Aquashield for a longer like-new shine, the Scudo S6 900mm quadrant double shower door is finished with a simple chrome frame. 1850mm in height, this shower door with 550mm radius opens and closes smoothly.",Showering/Shower Doors and Enclosures/Shower Doors and Enclosures.csv -> Scudo quadrant double door 900 x 1850mm - 6mm glass,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/17/63/T41758_T41763_wm.jpg,,,,,,Clear,up to 6 mm,"Lifetime (fixed parts only), 2 years moving parts and seals",N,870-890,Chrome,Aluminium,S6-GLASS002,Double door quadrant,N,AquaShield glass treatment for ease of cleaning,Smooth sliding action,With 6mm thick toughened safety glass,Generous adjustment for out-of-true walls,Lifetime warranty on fixed parts,2 year warranty on seals and moving parts,,,,,,,,,,,,,,,,
226,PD53551,IMPEY VINYL GULLEY HORIZONTAL,Impey,99.85,"With a horizontal or vertical outlet, the Impey gravity waste comes as standard with all Level-Dec EasyFit floor formers. Made of plastic with a chrome finish, this 200mm drainage waste is ideal for use in vinyl wet room floors.",Showering/Shower Doors and Enclosures/Shower Doors and Enclosures.csv -> IMPEY VINYL GULLEY HORIZONTAL,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/35/51/NW-D53551_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/hu/re/Impey_Healthcare_Brochure.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
227,PD16375,Roman Haven bi-fold shower door 760mm,Roman,241.25,"Built right here in the UK, this Roman Haven 760mm bi-fold shower door is made of a high quality 4mm toughened safety glass with a polished silver finish full frame and chrome cover caps. Ideal for most modern bathrooms, this door is 1900mm in height and is fully reversible for left or right-handed use. Quick and simple to install, the Haven bi-fold door features easy-clean glass for effortless maintenance and a long lasting gleam.",Showering/Shower Doors and Enclosures/Shower Doors and Enclosures.csv -> Roman Haven bi-fold shower door 760mm,,Bi-fold Enclosure;fixing pack;instructions;Guarantee card,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/fo/ld/Haven_BiFold_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/hu/re/Roman_Haven_Shower_Brochure.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
228,PN57525,Multipanel Classic bathroom wall panel hydrolock tongue and groove 2400 x 1200mm White Snow,Multipanel,172.95,"An easy, grout-free alternative to paint or tiling, this 1200mm Multipanel Classic wall panel has a reliably water-resistant hardwood plywood core and a high pressure decorative laminate to face along with a plain balancing laminate to rear. This panel is finished in White Snow, a highly reflective gloss.",Showering/Shower Doors and Enclosures/Shower Doors and Enclosures.csv -> Multipanel Classic bathroom wall panel hydrolock tongue and groove 2400 x 1200mm White Snow,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/75/27/NW-N57522_N57527_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ta/ll/MPanel_LB_Classic_Heritage_Install.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ct/22/Multipanel Product Data Sheet Oct22.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/_d/op/MPanel_LB_Classic_Heritage_DOP.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/te/ch/MPanel_LB_Classic_Heritage_Tech.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ms/ds/MPanel_Classic_MSDS.pdf,,,,,,,,,,,,,,,,,,,,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/20/13/Multipanel_Brochure_2013.pdf,,,,,,,,,,
