,pid,Title,Brand,Price,Description,category,mfpartnumber,whatisincluded,Image,Attachment 1,Attachment 2,Attachment 3,Attachment 4,Colour,Range,Warranty,Hazardous,Depth (mm),Supplier Product Code,Type,WEEE Compliant,Feature 1,Feature 2,Feature 3,Flow Rate,Max System Pressure Cold (Bar),Min System Pressure Cold (Bar),Material,Number of Outlets,Number of Spray Patterns,Feature 4,Feature 5,Feature 6,Feature 7,Feature 8,Feature 9,Weight,Attachment 5,Feature 10,Feature 11
29,PA05036,Nabis Round Shower Head,Nabis,13.98,"Easy to clean, this Nabis 200mm round showerhead is made of a robust ABS with a glossy chrome-plated finish.",Showering/Shower Parts and Accessories/Shower Parts and Accessories.csv -> Nabis Round Shower Head,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/50/36/NW-A05036_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ic/al/Nabis_A05033-A05060_Shower_Technical.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ti/on/Nabis_Handset_Installation.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
30,PD62499,Mira Advance Flex advance flex fittings kit,Mira,70.75,This Mira Advance Flex fittings kit makes installation of the Advance Flex easy.,Showering/Shower Parts and Accessories/Shower Parts and Accessories.csv -> Mira Advance Flex advance flex fittings kit,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/24/99/NW-D62499_wm.jpg,,,,,Chrome,Advance Flex,1 year,N,,1.1785.625,Fittings Kit,N,Chrome finish,1 year warranty,,,,,,,,,,,,,,,,,
31,PD59923,Mira Excel cartridge assembly,Mira,227.96,"This Mira thermostatic shower cartridge lowers the chemical levels in water and reduces limescale, providing a longer life for your shower.",Showering/Shower Parts and Accessories/Shower Parts and Accessories.csv -> Mira Excel cartridge assembly,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/99/23/NW-D59923_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ui/de/Mira_Spare_Parts_Guide.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
32,P170763,Fluidmaster SHOWER TRAPS hi flow shower trap 90mm Chrome,Fluidmaster,9.92,"This Fluidmaster 90mm top access shower trap incorporates a chrome waste covertrap body, washer and compression nut.",Showering/Shower Parts and Accessories/Shower Parts and Accessories.csv -> Fluidmaster SHOWER TRAPS hi flow shower trap 90mm Chrome,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/07/63/NW-170763_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/20/19/Fluidmaster_UK_Catalogue_2019.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
33,PD61764,Mira Beat multi mode shower head Chrome Plated,Mira,37.35,"Delivering a unique spray experience, the luxuriant Mira Beat four spray showerhead is compatible with all hoses and works on any system. Finished in bright chrome, this showerhead is easy to maintain thanks to limescale-busting rub-clean nozzles.",Showering/Shower Parts and Accessories/Shower Parts and Accessories.csv -> Mira Beat multi mode shower head Chrome Plated,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/17/64/NW-D61764_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/hu/re/Mira_Shower_Access_Fittings_Brochure.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ta/ll/Mira_Beat_Showerhead_Fitting_Install.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
34,PA05048,Nabis multi function luxury handset,Nabis,8.74,"Easy to clean, this Nabis shower handset is made of smart chrome-plated plastic. Incorporating five spray functions, this handheld shower helps to bring a touch of luxury to your morning routine.",Showering/Shower Parts and Accessories/Shower Parts and Accessories.csv -> Nabis multi function luxury handset,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/50/48/NW-A05048_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ic/al/Nabis_A05033-A05060_Shower_Technical.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ti/on/Nabis_Handset_Installation.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
35,PA05047,Center CB multi-function handset White,Center,4.21,"Finished in white, this Center CB 80mm shower handset offers three spray patterns for personalised use. The shower's rubber nozzles are easy to clean for improved resistance to limescale and better flow.",Showering/Shower Parts and Accessories/Shower Parts and Accessories.csv -> Center CB multi-function handset White,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/50/47/NW-A05047_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/rc/tn/Center_CB_A05044_A05058_Fit_Instrctn.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ic/al/Nabis_Shower_Technical.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
36,PC43059,Deva Anti-Vandals anti vandal shower head Chrome Plated,Deva,67.28,"Designed for public installation, the Deva anti-vandal showerhead has safe, rounded edges and a robust brass construction as well as a flow limiter for reduced water waste.",Showering/Shower Parts and Accessories/Shower Parts and Accessories.csv -> Deva Anti-Vandals anti vandal shower head Chrome Plated,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/30/59/NW-C43059_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ic/al/Deva_AVSH001_Technical.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/20/20/Methven_Shower-Tap_Guide_2020.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
37,PD59227,Mira Logic clamp bracket assembly Chrome Plated,Mira,21.62,"This durable, chrome Mira clamp bracket is made from high quality materials and is designed for use with the Mira Logic 22mm slide bar.",Showering/Shower Parts and Accessories/Shower Parts and Accessories.csv -> Mira Logic clamp bracket assembly Chrome Plated,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/92/27/NW-D59227_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/hu/re/Mira_Shower_Access_Fittings_Brochure.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
38,PA05446,Nabis spare shower hose,Nabis,4.72,This Nabis 1.5M replacement shower hose is finished in chrome.,Showering/Shower Parts and Accessories/Shower Parts and Accessories.csv -> Nabis spare shower hose,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/75/44/597544_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/20/21/Nabis_Tap Spares Matrix_2021.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/li/st/Nabis_Bathroom_Spare_List.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
39,PD50665,Aqualisa hose Chrome Plated,Aqualisa,60.87,This 1.5M Aqualisa metal shower hose features a screw twist end for easy fitting and a chrome finish.,Showering/Shower Parts and Accessories/Shower Parts and Accessories.csv -> Aqualisa hose Chrome Plated,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/06/65/NW-D50665_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/hu/re/Aqualisa_Brochure.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
40,PD53188,Aqualisa Mian round fixed head 200mm Chrome,Aqualisa,72.28,This Aqualisa Mian 200mm round fixed showerhead is finished in chrome.,Showering/Shower Parts and Accessories/Shower Parts and Accessories.csv -> Aqualisa Mian round fixed head 200mm Chrome,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/31/88/NW-D53188_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ic/al/Aqualisa_ACY1004_Technical.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
41,PD61464,Mira Response shower head White,Mira,25.56,"The white and grey Mira Response showerhead offers four generous spray modes for a shower to suit your mood. Easy to clean, the Response has limescale-resistant rub-clean nozzles.",Showering/Shower Parts and Accessories/Shower Parts and Accessories.csv -> Mira Response shower head White,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/14/64/NW-D61464_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/hu/re/Mira_Shower_Access_Fittings_Brochure.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ta/ll/Mira_ResponseShowerFitting_Install.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ti/on/Mira_ResponseSF_Installation.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,
42,PB03312,Ideal Standard Archimodule B9446 ceiling arm 150mm Chrome,Ideal Standard,42.48,An Ideal Standard 150mm ceiling connector shower arm for Idealrain showers.,Showering/Shower Parts and Accessories/Shower Parts and Accessories.csv -> Ideal Standard Archimodule B9446 ceiling arm 150mm Chrome,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/33/12/NW-B03312_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ti/on/IS_B944_Installation.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ic/al/IS_B9446_Technical.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
43,PA05053,Nabis shower hose 11mm bore 1.75mtr,Nabis,7.38,"Suitable for any bathroom or shower, this Nabis shower hose is made of long-lasting stainless steel with a chrome-plated finish.",Showering/Shower Parts and Accessories/Shower Parts and Accessories.csv -> Nabis shower hose 11mm bore 1.75mtr,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/50/53/NW-A05052_A05053_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ic/al/Nabis_A05033_A05060_Shower_Technical.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/_t/ds/A05053_Nabis_TDS.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ic/al/A05053_Technical.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,
44,PA05039,* NAB SQUARE SHOWER HANDSET,Nabis,6.07,"A smart choice for modern bathrooms, this Nabis single function square shower handset is made of tough plastic yet has a smart chrome finish.",Showering/Shower Parts and Accessories/Shower Parts and Accessories.csv -> * NAB SQUARE SHOWER HANDSET,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/50/39/NW-A05039_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ic/al/Nabis_Shower_Technical.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
45,PA05445,Nabis Regal diverter,Nabis,7.75,This Nabis Regal diverter head is specifically designed for use on the A05403 deck-mounted bath/shower mixer.,Showering/Shower Parts and Accessories/Shower Parts and Accessories.csv -> Nabis Regal diverter,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/54/45/A05445_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/20/21/Nabis_Tap Spares Matrix_2021.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/li/st/Nabis_Bathroom_Spare_List.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
46,PA05459,Nabis Regal spare diverter for A05412,Nabis,3.46,This Nabis Regal diverter is suitable for the A05412 bath/shower mixer.,Showering/Shower Parts and Accessories/Shower Parts and Accessories.csv -> Nabis Regal spare diverter for A05412,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/54/59/A05459_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/20/21/Nabis_Tap Spares Matrix_2021.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/li/st/Nabis_Bathroom_Spare_List.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
47,PA05056,* NAB SQ WALL OUTLET WITH HANDSET HOLDER,Nabis,12.86,This Nabis square wall outlet is made of brass with a chrome finish.,Showering/Shower Parts and Accessories/Shower Parts and Accessories.csv -> * NAB SQ WALL OUTLET WITH HANDSET HOLDER,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/50/56/NW-A05056_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ic/al/Nabis_Shower_Technical.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/st/al/Nabis_Round_Squar_Wall_Outlet_Instal.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
48,PQ52965,Hansgrohe Porter wall support Chrome Plated,Hansgrohe,39.47,A Hansgrohe Porter chrome wall shower holder for hoses with conical nuts.,Showering/Shower Parts and Accessories/Shower Parts and Accessories.csv -> Hansgrohe Porter wall support Chrome Plated,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/29/65/NW-Q52965_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ti/on/Hansgrohe_27521000_instruction.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ic/al/Hansgrohe_27521000_Technical.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
49,PD80250,Bristan Prism shower pack,Bristan,460.74,Sleek and contemporary design with fingertip touch practicality that's effortless to use and easy to clean.,Showering/Shower Parts and Accessories/Shower Parts and Accessories.csv -> Bristan Prism shower pack,,PM2 SHCDIV C;200mm Fixed Head;Wall Arm;Wall Outlet;1.5m Hose;Single Function Handset,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/02/50/NW-D80250_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/20/20/Bristan_TapsShowersAccers_Brchr_2020.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
50,PD78031,Triton shower arm bottom entry,Triton,56.8,This Triton 400mm chrome-plated brass shower arm has a bottom entry fitting and is suitable for mixer shower installations where pipework is run in front of a tiled wall.,Showering/Shower Parts and Accessories/Shower Parts and Accessories.csv -> Triton shower arm bottom entry,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/80/31/NW-D78031_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/st/al/Triton_Shower_Arm_Bottm_Entry_Instal.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/20/16/Triton_Installer_Guide_2016.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
51,PC16324,Delabie Securitherm Premix thermostatic shower panel top entry 15mm,Delabie,718.59,"This Douglas Delabie pre-assembled anodized aluminium shower panel is fitted with an automatic shut-off shower mixer and vandal-proof fixed showerhead with easy-clean, scale-proof nozzles. The angle of spray can be adjusted and locked by the installer and safety features include thermostatic control and shut-off in case of hot or cold supply failure.",Showering/Shower Parts and Accessories/Shower Parts and Accessories.csv -> Delabie Securitherm Premix thermostatic shower panel top entry 15mm,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/63/24/NW-C16324_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ta/ll/DouglasDelabie_79230015_Install.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ns/tl/Delabie_SecurithermShowerPanel_Instl.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ic/al/DouglasDelabie_79230015_Technical.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/te/ch/Delabie_SecurithermShowerPanel_Tech.pdf,,,,,,,,,,,,,,,,,,,,,,,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ca/te/Delabie_ShowerPanel_Certificate.pdf,,
52,PA05606,Nabis Barford hand shower,Nabis,11.59,"Finished in chrome, this Nabis Barford handheld shower is suitable for use with the A05019 Barford lever two taphole bath/shower mixer and kit.",Showering/Shower Parts and Accessories/Shower Parts and Accessories.csv -> Nabis Barford hand shower,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/74/95/597495_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/in/fo/Nabis_Bathroom_Tap_Info.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/20/21/Nabis_Tap Spares Matrix_2021.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/li/st/Nabis_Bathroom_Spare_Parts_List.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,
53,PA05628,Nabis Swish/Corda Spare Shower Handset 110,Nabis,5.0,This Nabis Swish/Corda shower handset is finished in a neat chrome to match in with most bathroom schemes.,Showering/Shower Parts and Accessories/Shower Parts and Accessories.csv -> Nabis Swish/Corda Spare Shower Handset 110,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/75/17/597517_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/in/fo/Nabis_Bathroom_Tap_Info.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/20/21/Nabis_Tap Spares Matrix_2021.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/li/st/Nabis_Bathroom_Spare_Parts_List.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,
54,PE98766,VADO TE W/M EXPOSED THERMOSTATC SHWR VLV,Vado,355.0,"Designed for wall mounting, the Vado TE exposed thermostatic single outlet shower valve is fitted with 3/4"" x 1/2"" x 50mm male eccentric connections and has a high-shine polished chrome finish.",Showering/Shower Parts and Accessories/Shower Parts and Accessories.csv -> VADO TE W/M EXPOSED THERMOSTATC SHWR VLV,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/87/66/E98766_wm.jpg,,,,,Chrome,TE,15 Years,N,140,TE-149T-C/P,Shower Valve,N,With 2x handles,Single outlet,For wall mounted installation,,,,,,,"Suitable for gravity, pumped, combi and pressurised systems",Chrome finish,15 year warranty,,,,,,,
55,PD51343,Aqualisa Varispray adjustable head Chrome Plated,Aqualisa,258.94,"The Aqualisa Varispray showerhead kit includes a Pinch Grip slider, tough metal hose and a soap dish, all with an easy-clean spray selector showerhead.",Showering/Shower Parts and Accessories/Shower Parts and Accessories.csv -> Aqualisa Varispray adjustable head Chrome Plated,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/13/43/NW-D51343_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ti/on/Aqualisa_99_40_01_Installation.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
56,PD61569,Mira Logic 4 spray shower head Chrome Plated,Mira,29.48,"The Mira Logic chrome four spray showerhead includes a water-saving economy setting for eco-friendly peace of mind. It’s easy to clean too, thanks to limescale-busting rub clean rubber nozzles while rubberised finger grips help maintain your hold even with soapy hands.",Showering/Shower Parts and Accessories/Shower Parts and Accessories.csv -> Mira Logic 4 spray shower head Chrome Plated,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/15/69/NW-D61569_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/hu/re/Mira_Shower_Access_Fittings_Brochure.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
57,PD78062,Triton reinforced shower hose 2mtr,Triton,21.87,"Suitable for use with any shower, this Triton anti-twist 2M shower hose is made of double interlocked stainless steel for long lasting use. Extra-long, this hose is highly practical for washing hair and rinsing down baths.",Showering/Shower Parts and Accessories/Shower Parts and Accessories.csv -> Triton reinforced shower hose 2mtr,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/80/62/NW-D78062_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/20/17/Triton_MixerShowers-Taps_Brchr_2017.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
58,PA05613,Nabis Ossia/Galene shower handset,Nabis,5.08,This Nabis Ossia/Galene shower handset with smart chrome finish provides an easy upgrade to existing Ossia or Galene showers.,Showering/Shower Parts and Accessories/Shower Parts and Accessories.csv -> Nabis Ossia/Galene shower handset,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/75/02/597502_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/in/fo/Nabis_Bathroom_Tap_Info.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/20/21/Nabis_Tap Spares Matrix_2021.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/li/st/Nabis_Bathroom_Spare_Parts_List.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,
59,PA05073,Nabis thermostatic  cartridge,Nabis,14.8,This Nabis thermostatic cartridge for the A05040 provides safe showering temperatures.,Showering/Shower Parts and Accessories/Shower Parts and Accessories.csv -> Nabis thermostatic  cartridge,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/50/73/A05073_wm.jpg,,,,,White,,n/a,N,,WUK142,Cartridge,N,For safe thermostatic showering,Compatible with A05040,,,,,,,,,,,,,,,,,
