,pid,Title,Brand,Price,Description,category,mfpartnumber,whatisincluded,Image,Attachment 1,Attachment 2,Attachment 3,Attachment 4,Hazardous,Supplier Product Code,Type,WEEE Compliant,Feature 1,Feature 2,Diameter,Pack Quantity,Range,Material,Dimensions (L x W x D),Feature 3,Feature 4,Feature 5,Feature 6,Feature 7,Feature 8,Feature 9,Feature 10,Feature 11,Feature 12,Feature 13,Feature 14,Colour,Feature 15,Feature 16,Feature 17,Feature 18
26,PS18857,Fischer DuoPower 538240 universal wall plug 6x50mm (100),Fischer,7.76,"With self-activating functions, these Fischer DuoPower 6 x 50mm universal wall plugs can expand, fold and even knot, depending on the substrate they're used in, making them suitable for a variety of applications. Offering reliably clear feedback, the installer should be able to feel exactly when a plug is installed correctly. Smooth running, these rotation-free plugs ensure safe and easy installation into a screw channel.",Trade Essentials/Fixings and Fasteners/Fixings/Fixings.csv -> Fischer DuoPower 538240 universal wall plug 6x50mm (100),,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/88/57/S18857_wm.jpg,,,,,N,538250,Wall Plug,N,Pack of 100,Long versions offer additional bite in problematic substrates,,100,DuoPower,,6 x 50mm,"Function zone I, tip spreads in 2x directions for high load bearing in difficult materials","Function zone II, expanding element spreads at 90° angle to zone I and III",Function Zone II provides optimal screw guidance,"Function zone III, back part of plug expands/folds depending on building material",Combines soft and hard materials for optimal screw-in and tightening torque,Red expansion wings for safe expansion,"Depending on building material, main body automatically activates best function","For permanent, safe hold",Narrow plug rim prevents slipping in drill hole,,,,,,,,
27,PS18870,Fischer DuoLine DuoPower universal wall plug and screw 8 x 65mm (25),Fischer,7.18,"Self-activating, these Fischer DuoLine DuoPower 8 x 65mm universal wall plugs and screws can expand, fold and knot, depending on the substrate they're used in, making them the ideal choice for a wide range of applications. With a shorter length these plugs and screws, supplied in a pack of twenty five, fix fast and need less drilling and they won't rotate during installation either. Clear feedback makes knowing that the DuoPower plug is installed correctly obvious while smooth running openings ensure safe and easy installation of the steel screw into the nylon plug.",Trade Essentials/Fixings and Fasteners/Fixings/Fixings.csv -> Fischer DuoLine DuoPower universal wall plug and screw 8 x 65mm (25),,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/88/70/S18870_wm.jpg,,,,,N,538256,,N,,,8 mm,25,DuoLine,Nylon/Steel,,,,,,,,,,,,,,,,,,
28,PS18872,Fischer DuoLine DuoPower universal wall plug and screw 12 x 60mm (10),Fischer,8.22,"Self-activating, these Fischer DuoLine DuoPower 12 x 60mm universal wall plugs and screws can expand, fold and knot, depending on the substrate they're used in, making them the ideal choice for a wide range of applications. With a shorter length these plugs and screws, supplied in a pack of ten, fix fast and need less drilling and they won't rotate during installation either. Clear feedback makes knowing that the DuoPower plug is installed correctly obvious while smooth running openings ensure safe and easy installation of the steel screw into the nylon plug.",Trade Essentials/Fixings and Fasteners/Fixings/Fixings.csv -> Fischer DuoLine DuoPower universal wall plug and screw 12 x 60mm (10),,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/88/72/S18872_wm.jpg,,,,,N,538258,,N,,,12 mm,10,DuoLine,Nylon/Steel,,,,,,,,,,,,,,,,,,
29,PS18881,Fischer DuoLine DuoPower universal wall plug and screw 8 x 40mm (50),Fischer,9.35,"Self-activating, these Fischer DuoLine DuoPower 8 x 40mm universal wall plugs and screws can expand, fold and knot, depending on the substrate they're used in, making them the ideal choice for a wide range of applications. With a shorter length these plugs and screws, supplied in a pack of fifty, fix fast and need less drilling and they won't rotate during installation either. Clear feedback makes knowing that the DuoPower plug is installed correctly obvious while smooth running openings ensure safe and easy installation of the steel screw into the nylon plug.",Trade Essentials/Fixings and Fasteners/Fixings/Fixings.csv -> Fischer DuoLine DuoPower universal wall plug and screw 8 x 40mm (50),,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/88/81/S18881_wm.jpg,,,,,N,535460,,N,,,8 mm,50,DuoLine,Nylon/Steel,,,,,,,,,,,,,,,,,,
30,PS18859,Fischer DuoSeal 557727 wall plug 6x38mm with a2 screw (50),Fischer,40.45,"Ideal for wet tiled areas, Fischer DuoSeal 6 x 38mm wall plugs with A2 screws are recommended for fitting jobs in bathrooms, kitchens, spas, swimming pools, laundry rooms and sports facilities. Comprising two components, DuoSeal is able to reliably seal drill holes with no need for sealing compound. Meeting sealing standards for wet areas, using these plugs with the supplied screws ensures suitability for areas exposed to splashing and accumulating water.",Trade Essentials/Fixings and Fasteners/Fixings/Fixings.csv -> Fischer DuoSeal 557727 wall plug 6x38mm with a2 screw (50),,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/88/59/S18859_wm.jpg,,,,,N,557727,Wall Plug,N,Pack of 50,No need for additional sealing compound,,50,DuoSeal,,6 x 38mm,Prevents structural damage caused by moisture,Ideal for tiled surfaces exposed to splashing and accumulated water,Can be installed in tiles with little effort,Red component ensures secure hold in all building materials,Achieves same load values as conventional nylon plugs,Included stainless steel screw won't rust in wet areas,Soft plastic rim closes drill hole completely,Rim flexibly adapts to shape of attachment part,Independently tested by Testing and Certification Institute of the Säure Fliesner Vereinigung e. V.,Watertightness in accordance with ETAG 022 and DIN 18534 up to water exposure class W3-I,Please take note of national regulations on the use of plugs in wet areas,,,,,,
31,PS18853,Fischer DuoPower 545020 universal wall plug 6x30mm (25),Fischer,2.48,"With self-activating functions, these Fischer DuoPower 6 x 30mm universal wall plugs can expand, fold and even knot, depending on the substrate they're used in, making them suitable for a variety of applications. Offering reliably clear feedback, the installer should be able to feel exactly when a plug is installed correctly. Smooth running, these rotation-free plugs ensure safe and easy installation into a screw channel.",Trade Essentials/Fixings and Fasteners/Fixings/Fixings.csv -> Fischer DuoPower 545020 universal wall plug 6x30mm (25),,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/88/53/S18853_wm.jpg,,,,,N,545020,Wall Plug,N,Pack of 25,Short plug length for quick fixing,,25,DuoPower,,6 x 30mm,Short length means less drilling and shorter screws,Combines soft and hard materials for optimal screw-in and tightening torque,Red expansion wings for safe expansion,"Depending on building material, main body automatically activates best function","For permanent, safe hold",Narrow plug rim prevents slipping in drill hole,,,,,,,,,,,
32,PS18873,Fischer DuoLine DuoPower universal wall plug and screw 14 x 70mm (8),Fischer,16.79,"Self-activating, these Fischer DuoLine DuoPower 14 x 70mm universal wall plugs and screws can expand, fold and knot, depending on the substrate they're used in, making them the ideal choice for a wide range of applications. With a shorter length these plugs and screws,  supplied in a pack of eight, fix fast and need less drilling and they won't rotate during installation either. Clear feedback makes knowing that the DuoPower plug is installed correctly obvious while smooth running openings ensure safe and easy installation of the steel screw into the nylon plug.",Trade Essentials/Fixings and Fasteners/Fixings/Fixings.csv -> Fischer DuoLine DuoPower universal wall plug and screw 14 x 70mm (8),,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/88/73/S18873_wm.jpg,,,,,N,538249,,N,,,14 mm,8,DuoLine,Nylon/Steel,,,,,,,,,,,,,,,,,,
33,PN57065,Owlett Jaton drop in anchor bolt 40mm (M10) ZYP,Owlett Jaton,0.3,"Made of steel, these JCP deformation controlled drop-in anchors have a minimum 5µm and are suitable for use in concrete over C20/25.",Trade Essentials/Fixings and Fasteners/Fixings/Fixings.csv -> Owlett Jaton drop in anchor bolt 40mm (M10) ZYP,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/70/65/NW-N57065_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/20/20/JCP_Catalogue_2020.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
34,PS18866,Fischer DuoLine DuoPower universal wall plug 10 x 80mm (25),Fischer,9.15,"Self-activating, these Fischer DuoLine DuoPower 10 x 80mm universal wall plugs and screws can expand, fold and knot, depending on the substrate they're used in, making them the ideal choice for a wide range of applications. With a shorter length these plugs and screws, supplied in a pack of twenty five, fix fast and need less drilling and they won't rotate during installation either. Clear feedback makes knowing that the DuoPower plug is installed correctly obvious while smooth running openings ensure safe and easy installation of the steel screw into the nylon plug.",Trade Essentials/Fixings and Fasteners/Fixings/Fixings.csv -> Fischer DuoLine DuoPower universal wall plug 10 x 80mm (25),,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/88/66/S18866_wm.jpg,,,,,N,538242,,N,,,10 mm,25,DuoLine,Nylon,,,,,,,,,,,,,,,,,,
35,PS18874,Fischer DuoLine FixTainer DuoPower universal wall plug short/long 6x30/6x50/8x40/8x65mm (210),Fischer,38.39,"Self-activating, these Fischer DuoLine DuoPower 6/8 x 30/40/50/65mm short/long universal wall plugs and screws can expand, fold and knot, depending on the substrate they're used in, making them the ideal choice for a wide range of applications. With a shorter length these plugs and screws, supplied in a pack of 210, fix fast and need less drilling and they won't rotate during installation either. Clear feedback makes knowing that the DuoPower plug is installed correctly obvious while smooth running openings ensure safe and easy installation of the steel screw into the nylon plug.",Trade Essentials/Fixings and Fasteners/Fixings/Fixings.csv -> Fischer DuoLine FixTainer DuoPower universal wall plug short/long 6x30/6x50/8x40/8x65mm (210),,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/88/74/S18874_wm.jpg,,,,,N,541105,,N,,,68 mm,210,DuoLine,Nylon,,,,,,,,,,,,,,,,,,
36,PS18863,Fischer DuoLine DuoTec nylon toggle cavity fix 10mm (50),Fischer,56.85,"Suitable for use on high tensile and transverse loads, the Fischer DuoTec 10mm nylon toggle cavity fix is strong enough for radiator and TV bracket fixing. Easy to use, even in narrow or insulated cavities, these plugs and screws offer small 10mm drill hole diameters and a short toggle element. With no cutting required for easier, safer fitting into gypsum, DuoTec plugs won't fall into the drill hole, even without a screw, making pre-install straightforward. Automatically folding behind the panel for added strength, the plug's toggle element works alongside a flexible stainless steel screw seat for reliable use with wood and chipboard screws or metric hooks and threaded rods with lock nuts.",Trade Essentials/Fixings and Fasteners/Fixings/Fixings.csv -> Fischer DuoLine DuoTec nylon toggle cavity fix 10mm (50),,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/88/63/S18863_wm.jpg,,,,,N,537258,Cavity Wall Fixing,N,Pack of 50,Installation-friendly solution,10 mm,50,DuoLine,Nylonglass re-enforced plastic,,Ideal for high loads in board material,Small drill-hole diameter for installation with 10mm drill bit,Short toggle element simplifies installation in narrow cavities  40mm,Short toggle element simplifies installation in mineral wool insulated cavities  50mm,Works as expansion plug in drill holes with wood substructure,Toggle element made of hard/soft glass fibre-reinforced plastic,Higher load perfomance and distribution of loads in board material than conventional plastic,Increases load-bearing capacity without damaging gypsum plasterboard,White fibreglass reinforced plastic collar sleeve increases shear load-bearing capacity,Flexible stainless steel screw entry,"Compatible with wood, chipboard and metric screws",Functions as expansion plug in solid materials where something is hit,,,,,
37,PS18879,Fischer DuoLine DuoPower universal wall plug and screw 5 x 25mm (50),Fischer,6.18,"Self-activating, these Fischer DuoLine DuoPower 5 x 25mm universal wall plugs and screws can expand, fold and knot, depending on the substrate they're used in, making them the ideal choice for a wide range of applications. With a shorter length these plugs and screws, supplied in a pack of fifty, fix fast and need less drilling and they won't rotate during installation either. Clear feedback makes knowing that the DuoPower plug is installed correctly obvious while smooth running openings ensure safe and easy installation of the steel screw into the nylon plug.",Trade Essentials/Fixings and Fasteners/Fixings/Fixings.csv -> Fischer DuoLine DuoPower universal wall plug and screw 5 x 25mm (50),,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/88/79/S18879_wm.jpg,,,,,N,535458,,N,,,5mm,50,DuoLine,Nylon/Steel,,,,,,,,,,,,,,,,,,
38,PS18860,Fischer DuoSeal 557731 wall plug 6x38mm with a2 screw (4),Fischer,5.51,"Ideal for wet tiled areas, Fischer DuoSeal 6 x 38mm wall plugs with A2 screws are recommended for fitting jobs in bathrooms, kitchens, spas, swimming pools, laundry rooms and sports facilities. Comprising two components, DuoSeal is able to reliably seal drill holes with no need for sealing compound. Meeting sealing standards for wet areas, using these plugs with the supplied screws ensures suitability for areas exposed to splashing and accumulating water.",Trade Essentials/Fixings and Fasteners/Fixings/Fixings.csv -> Fischer DuoSeal 557731 wall plug 6x38mm with a2 screw (4),,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/88/60/S18860_wm.jpg,,,,,N,557731,Wall Plug,N,Pack of 4,No need for additional sealing compound,,4,DuoSeal,,6 x 38mm,Prevents structural damage caused by moisture,Ideal for tiled surfaces exposed to splashing and accumulated water,Can be installed in tiles with little effort,Red component ensures secure hold in all building materials,Achieves same load values as conventional nylon plugs,Included stainless steel screw won't rust in wet areas,Soft plastic rim closes drill hole completely,Rim flexibly adapts to shape of attachment part,Independently tested by Testing and Certification Institute of the Säure Fliesner Vereinigung e. V.,Watertightness in accordance with ETAG 022 and DIN 18534 up to water exposure class W3-I,Please take note of national regulations on the use of plugs in wet areas,,,,,,
39,PS18867,Fischer DuoLine DuoPower universal wall plug 12 x 60mm (25),Fischer,7.26,"Self-activating, these Fischer DuoLine DuoPower 12 x 60mm universal wall plugs and screws can expand, fold and knot, depending on the substrate they're used in, making them the ideal choice for a wide range of applications. With a shorter length these plugs and screws, supplied in a pack of twenty five, fix fast and need less drilling and they won't rotate during installation either. Clear feedback makes knowing that the DuoPower plug is installed correctly obvious while smooth running openings ensure safe and easy installation of the steel screw into the nylon plug.",Trade Essentials/Fixings and Fasteners/Fixings/Fixings.csv -> Fischer DuoLine DuoPower universal wall plug 12 x 60mm (25),,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/88/67/S18867_wm.jpg,,,,,N,538253,,N,,,12 mm,25,DuoLine,Nylon,,,,,,,,,,,,,,,,,,
40,P511704,Talon Wall Plugs uncarded pack of plugs Brown,Talon,12.26,"Supplied uncarded, this pack of Talon fixing plugs contains 1000 premium grade polymer plugs. Designed to expand in two directions, these plugs ensure rapid fixing and high pull-out value. The plugs are moulded with protruding side fins to restrict rotation and prevent fall-out when fixed overhead.",Trade Essentials/Fixings and Fasteners/Fixings/Fixings.csv -> Talon Wall Plugs uncarded pack of plugs Brown,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/17/04/NW-511704_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ic/al/Talon_Fixing_Plugs_Technical.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
41,PS18880,Fischer DuoLine DuoPower universal wall plug and screw 6 x 30mm (50),Fischer,6.42,"Self-activating, these Fischer DuoLine DuoPower 6 x 30mm universal wall plugs and screws can expand, fold and knot, depending on the substrate they're used in, making them the ideal choice for a wide range of applications. With a shorter length these plugs and screws, supplied in a pack of fifty, fix fast and need less drilling and they won't rotate during installation either. Clear feedback makes knowing that the DuoPower plug is installed correctly obvious while smooth running openings ensure safe and easy installation of the steel screw into the nylon plug.",Trade Essentials/Fixings and Fasteners/Fixings/Fixings.csv -> Fischer DuoLine DuoPower universal wall plug and screw 6 x 30mm (50),,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/88/80/S18880_wm.jpg,,,,,N,535459,,N,,,6 mm,50,DuoLine,Nylon/Steel,,,,,,,,,,,,,,,,,,
42,PB01577,* NAB FRESH/SERENE PAN/SEMI PED FIX KIT,Nabis,48.75,"Designed for fitting a semi-pedestal, this fixing kit includes slightly larger white caps also suitable for fixing toilet pans to a floor. The Twyford Total Install® system enables bathrooms to be fitted through an array of ingenious factory-fitted professional fittings. A quick and easy high-quality finish, can be achieved using fewer tools. What’s Included: •2 x Fixing Brackets •2 x Plastic Plugs •2 x Hex Head Screws  •2 x Plastic Screw Housing •2 x Countersunk Screws - Pozi-Drive Head •2 x White Plastic Cover Caps",Trade Essentials/Fixings and Fasteners/Fixings/Fixings.csv -> * NAB FRESH/SERENE PAN/SEMI PED FIX KIT,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/ma/ge/B01577_Primary_Image_wm.jpg,,,,,N,SR8175XX,Fixing Kit,N,Large white caps,Suitable for toilets and bidets,8 mm18 mm,,Fresh/Serene,Metal,,,,,,,,,,,,,,Blue / Grey / Brown / White / Silver,,,,
43,PN62120,JCP shield anchor bolt (50),JCP,1.77,"Made of steel, this JCP loose bolt shield anchor has a zinc-plated (minimum 5µm), yellow passivated finish. A three-way expansion shield, this anchor is suitable for use in brick or concrete with thick walled expanders providing excellent grip and compensating for oversized holes caused by powerful drills in weak materials such as brick.",Trade Essentials/Fixings and Fasteners/Fixings/Fixings.csv -> JCP shield anchor bolt (50),,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/21/20/NW-N62120_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/20/20/JCP_Catalogue_2020.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ic/al/JCP_Shield_Anchor_Technical.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
44,PS18875,Fischer DuoLine DuoTec nylon cavity fix 12mm (10),Fischer,19.85,"Suitable for use on high tensile and transverse loads, the Fischer DuoTec 12mm nylon cavity fix is strong enough for radiator and TV bracket fixing. Easy to use, even in narrow or insulated cavities, these plugs and screws offer small 10mm drill hole diameters and a short toggle element. With no cutting required for easier, safer fitting into gypsum, DuoTec plugs won't fall into the drill hole, even without a screw, making pre-install straightforward. Automatically folding behind the panel for added strength, the plug's toggle element works alongside a flexible stainless steel screw seat for reliable use with wood and chipboard screws or metric hooks and threaded rods with lock nuts.",Trade Essentials/Fixings and Fasteners/Fixings/Fixings.csv -> Fischer DuoLine DuoTec nylon cavity fix 12mm (10),,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/88/75/S18875_wm.jpg,,,,,N,542590,Cavity Wall Fixing,N,Pack of 10,46mm length,12 mm,10,DuoLine,Nylonglass re-enforced plastic,,Flexible screw mount,Suitable for screws and hooks with different thread shapes,Glass fibre-reinforced plastic,Metal skeleton insert (Fischer DuoTec 12),Toggle handles heavy tensile and transverse loads in panel building materials,Soft grey nylon contact surface distributes load over surface,Minimises weakening of building material,Standard drill hole diameters and short tilting element,Easy install in narrow cavities,Suitable for insulated cavities,White flush sleeve with snap function,Plug can be securely pre-installed in drill hole,,Scale on grip strap (Fischer DuoTec 12) determines required screw length,Choose scale value + 20 mm,Use with 6mm metric screw or 5/6mm wood and chipboard screw,Functions as expansion plug in solid materials where something is hit
45,PS18878,Fischer DuoLine DuoPower universal wall plug 10 x 50mm (50),Fischer,8.99,"Self-activating, these Fischer DuoLine DuoPower 10 x 50mm universal wall plugs and screws can expand, fold and knot, depending on the substrate they're used in, making them the ideal choice for a wide range of applications. With a shorter length these plugs and screws, supplied in a pack of fifty, fix fast and need less drilling and they won't rotate during installation either. Clear feedback makes knowing that the DuoPower plug is installed correctly obvious while smooth running openings ensure safe and easy installation of the steel screw into the nylon plug.",Trade Essentials/Fixings and Fasteners/Fixings/Fixings.csv -> Fischer DuoLine DuoPower universal wall plug 10 x 50mm (50),,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/88/78/S18878_wm.jpg,,,,,N,535456,,N,,,10 mm,50,DuoLine,Nylon,,,,,,,,,,,,,,,,,,
46,PR03670,Rawlplug SinkFix premium basin fixing kit,Rawlplug,21.73,This Rawlplug SinkFix basin fixing kit features a universal wall bracket for mounting washbasins onto light or old porous walls. The wider design of this kit ensures improved attachment with fifteen attachment points and two reinforced M10 mounting bolts.,Trade Essentials/Fixings and Fasteners/Fixings/Fixings.csv -> Rawlplug SinkFix premium basin fixing kit,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/36/70/NW-R03670_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/te/ch/Rawlplug_SinkFix_Fixing_Plate_Tech.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
47,PS18877,Fischer DuoLine DuoBlade selfdrilling plasterboard plug and screw (25),Fischer,11.11,"Featuring different components chosen for their high levels of performance, these Fischer DuoLine DuoBlade self-drilling plasterboard plugs and screws is part of the reliable DuoLine range. With a self-drilling tip, DuoBlade allows for effective drilling when a fixing is screwed into the installation pre-position with screwdriver setting tool flush to the surface of gypsum plasterboard. Universally suitable for fixing, this plug and screw system offers excellent performance with 4 - 5mm wood, metal and chipboard screws and hook and eye screws, making it suitable for a variety of fitting jobs, ranging from smoke detectors to curtain rods and shutters. Compatible with a conventional PZ2 drive, DuoBlade doesn't need a special setting device.",Trade Essentials/Fixings and Fasteners/Fixings/Fixings.csv -> Fischer DuoLine DuoBlade selfdrilling plasterboard plug and screw (25),,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/88/77/S18877_wm.jpg,,,,,N,545676,Cavity Wall Fixing,N,Pack of 25,"With 44mm length, 29mm without drilling tip",4.5mm Screw,25,DuoLine,Nylonglass re-enforced plastic,,Self-drilling for quick installation,Centering point for precise anchor positioning,Anti-rotation lock prevents spinning in drill hole,Same PZ2 drive for plug and screw,Optimum hold with appropriate chipboard screw,,,,,,,,,,,,
48,PS18869,Fischer DuoLine DuoPower universal wall plug and screw 6 x 50mm (50),Fischer,12.29,"Self-activating, these Fischer DuoLine DuoPower 6 x 50mm universal wall plugs and screws can expand, fold and knot, depending on the substrate they're used in, making them the ideal choice for a wide range of applications. With a shorter length these plugs and screws, supplied in a pack of fifty, fix fast and need less drilling and they won't rotate during installation either. Clear feedback makes knowing that the DuoPower plug is installed correctly obvious while smooth running openings ensure safe and easy installation of the steel screw into the nylon plug.",Trade Essentials/Fixings and Fasteners/Fixings/Fixings.csv -> Fischer DuoLine DuoPower universal wall plug and screw 6 x 50mm (50),,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/88/69/S18869_wm.jpg,,,,,N,538255,,N,,,6 mm,50,DuoLine,Nylon/Steel,,,,,,,,,,,,,,,,,,
49,PS18864,Fischer DuoLine DuoTec nylon toggle cavity fix and screws 10mm (25),Fischer,29.92,"Suitable for use on high tensile and transverse loads, the Fischer DuoTec 10mm nylon toggle cavity fix and screws is strong enough for radiator and TV bracket fixing. Easy to use, even in narrow or insulated cavities, these plugs and screws offer small 10mm drill hole diameters and a short toggle element. With no cutting required for easier, safer fitting into gypsum, DuoTec plugs won't fall into the drill hole, even without a screw, making pre-install straightforward. Automatically folding behind the panel for added strength, the plug's toggle element works alongside a flexible stainless steel screw seat for reliable use with wood and chipboard screws or metric hooks and threaded rods with lock nuts.",Trade Essentials/Fixings and Fasteners/Fixings/Fixings.csv -> Fischer DuoLine DuoTec nylon toggle cavity fix and screws 10mm (25),,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/88/64/S18864_wm.jpg,,,,,N,537259,Cavity Wall Fixing,N,Pack of 10,Installation-friendly solution,10 mm,25,DuoLine,Nylonglass re-enforced plastic,,Ideal for high loads in board material,Small drill-hole diameter for installation with 10mm drill bit,Short toggle element simplifies installation in narrow cavities  40mm,Short toggle element simplifies installation in mineral wool insulated cavities  50mm,Works as expansion plug in drill holes with wood substructure,Toggle element made of hard/soft glass fibre-reinforced plastic,Higher load perfomance and distribution of loads in board material than conventional plastic,Increases load-bearing capacity without damaging gypsum plasterboard,White fibreglass reinforced plastic collar sleeve increases shear load-bearing capacity,Flexible stainless steel screw entry,"Compatible with wood, chipboard and metric screws",Functions as expansion plug in solid materials where something is hit,,,,,
50,PIS5598,Owlett Jaton resin cartridge comes with nozzle 280ml,Owlett Jaton,21.05,"Owlett Jaton injection resin is a polyester, styrene-free resin for use in brickwork, most natural stone and concrete.",Trade Essentials/Fixings and Fasteners/Fixings/Fixings.csv -> Owlett Jaton resin cartridge comes with nozzle 280ml,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/55/98/NW-IS5598_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/20/19/Owlett_Jaton_Product_Catalogue_2019.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/_s/ds/Owlett_Jaton_Injection_Resin_SDS.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
51,PS18854,DUOPOWER UNI WALL PLUG 8X40MM (25),Fischer,2.48,"With self-activating functions, these Fischer DuoPower 8 x 40mm universal wall plugs can expand, fold and even knot, depending on the substrate they're used in, making them suitable for a variety of applications. Offering reliably clear feedback, the installer should be able to feel exactly when a plug is installed correctly. Smooth running, these rotation-free plugs ensure safe and easy installation into a screw channel.",Trade Essentials/Fixings and Fasteners/Fixings/Fixings.csv -> DUOPOWER UNI WALL PLUG 8X40MM (25),,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/88/54/S18854_wm.jpg,,,,,N,545021,Wall Plug,N,Pack of 25,Short plug length for quick fixing,,25,DuoPower,,8 x 40mm,Short length means less drilling and shorter screws,Combines soft and hard materials for optimal screw-in and tightening torque,Red expansion wings for safe expansion,"Depending on building material, main body automatically activates best function","For permanent, safe hold",Narrow plug rim prevents slipping in drill hole,,,,,,,,,,,
