,pid,Title,Brand,Price,Description,category,mfpartnumber,whatisincluded,Image,Range,Hazardous,Supplier Product Code,WEEE Compliant,Attachment 1,Attachment 2,Attachment 3,Attachment 4,Attachment 5,Attachment 6,Colour,Fuel Type,Seasonal Space Heating Energy Efficiency %,Type,Feature 1,Feature 2,Feature 3,Feature 4,Feature 5,Feature 6,Feature 7,Feature 8,Feature 9,Feature 10,Feature 11,Feature 12,Feature 13,Feature 14,Feature 15,Feature 16,Feature 17,Feature 18,Boiler Bundles,Boiler Range
22,P334449,Ideal Heating Max S30 system boiler pack with flue,Ideal Heating,1270.0,"An installer-friendly unit, the Ideal Logic Max S30 system boiler, supplied with a compatible flue and filter, has a back-saving low lift weight and offers easy installation, making frustrating fitting jobs a thing of the past. Simple to operate using its large size digital display, the robustly built 30kW Logic Max is as popular with users as it is with engineers and, thanks to the included system filter, both will appreciate its long lasting hassle-free reliability.",Boilers/Boiler Packs/Ideal Boiler Packs/Ideal Boiler Packs.csv -> Ideal Heating Max S30 system boiler pack with flue,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/44/49/NW-334448_334449_wm.jpg,,,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/he/et/Ideal_Logic_Max_System_Spec_Sheet.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ti/on/Ideal_Logic_Max_System_Installation.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ui/de/Ideal_Logic_Max_System_User_Guide.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/an/ty/Ideal_Standard_Warranty.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/_e/rp/Ideal_Logic_Max_System_S30_ErP.pdf,,,,,,,,,,,,,,,,,,,,,,,,,
23,P124837,Ideal Vogue Max Combi C26 combi boiler 26kW,Ideal,1140.54,"A thoroughly modern boiler, the Ideal Vogue Max Combi C26 is not just designed to look good in any space but it is highly efficient too with an ErP A rating. Easy and quick to install, this single piece unit has a low lift weight while full text fault modes make repair and service simpler than ever. Thanks to a large full colour LCD screen with text and graphics, operating the Vogue Max is child's play, giving the user full control over their system with a low risk of error. An inbuilt service timer and an excellent warranty package gives customer and installer peace of mind.",Boilers/Boiler Packs/Ideal Boiler Packs/Ideal Boiler Packs.csv -> Ideal Vogue Max Combi C26 combi boiler 26kW,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/48/39/124837_124839_wm.jpg,,,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/an/ty/Ideal_Max_Warranty.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/_e/rp/124837_ErP.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ti/on/Ideal_Vogue_Max_Combi_Installation.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ic/al/Ideal_Vogue_Max_Combi_Technical.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ui/de/Ideal_Vogue_Max_Combi_User_Guide.pdf,,,,,,,,,,,,,,,,,,,,,,,,,
24,P334447,Ideal Heating Max S18 system boiler pack with flue,Ideal Heating,1207.0,"A compact and lightweight boiler for ease of installation in any location, the Ideal Logic Max S18 system boiler is supplied with a Multifit 2 standard horizontal flue. Suitable for use with a cylinder for a reliable supply of hot water, this 18kW system boiler has earned itself an ErP A rating for its extremely efficient operation. Robustly made and simple to service, the Logic Max is compatible with a variety of controls for even better efficiency and comfort.",Boilers/Boiler Packs/Ideal Boiler Packs/Ideal Boiler Packs.csv -> Ideal Heating Max S18 system boiler pack with flue,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/48/50/124847_124850_wm.jpg,,,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/he/et/Ideal_Logic_Max_System_Product_Sheet.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/he/et/Ideal_Logic_Max_System_Spec_Sheet.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ti/on/Ideal_Logic_Max_System_Installation.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ui/de/Ideal_Logic_Max_System_User_Guide.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/an/ty/Ideal_Logic_Max_Warranty.pdf,,,,,,,,,,,,,,,,,,,,,,,,,
25,P334445,Ideal Heating Max H30 heat only boiler pack with flue,Ideal Heating,1328.0,"An installer-friendly unit, the ErP compliant Ideal Logic Max Heat H30 heat only boiler, supplied with a compatible flue and filter, has a back-saving low lift weight and offers easy installation, making frustrating fitting jobs a thing of the past. Simple to operate using its large size digital display, the robustly built 30kW Logic Max is as popular with users as it is with engineers and, thanks to the included system filter, both will appreciate its long lasting hassle-free reliability.",Boilers/Boiler Packs/Ideal Boiler Packs/Ideal Boiler Packs.csv -> Ideal Heating Max H30 heat only boiler pack with flue,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/44/45/NW-334444_334445_wm.jpg,,,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/he/et/Ideal_Logic_Max_Heat_Spec_Sheet.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ui/de/Ideal_Logic_Max_Heat_User_Guide.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/_e/rp/Ideal_Logic_Max_Heat_H30_ErP.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ti/on/Ideal_Logic_Max_Heat_Installation.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/an/ty/Ideal_Standard_Warranty.pdf,,,,,,,,,,,,,,,,,,,,,,,,,
26,P334446,Ideal Heating Max S15 system boiler pack with flue,Ideal Heating,1169.0,"A compact and lightweight boiler for ease of installation in any location, the Ideal Logic Max S15 system boiler is supplied with a Multifit 2 standard horizontal flue. Suitable for use with a cylinder for a reliable supply of hot water, this 15kW system boiler has earned itself an ErP A rating for its extremely efficient operation. Robustly made and simple to service, the Logic Max is compatible with a variety of controls for even better efficiency and comfort.",Boilers/Boiler Packs/Ideal Boiler Packs/Ideal Boiler Packs.csv -> Ideal Heating Max S15 system boiler pack with flue,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/48/50/124847_124850_wm.jpg,,,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/he/et/Ideal_Logic_Max_System_Product_Sheet.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/he/et/Ideal_Logic_Max_System_Spec_Sheet.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ti/on/Ideal_Logic_Max_System_Installation.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ui/de/Ideal_Logic_Max_System_User_Guide.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/an/ty/Ideal_Logic_Max_Warranty.pdf,,,,,,,,,,,,,,,,,,,,,,,,,
27,P334442,Ideal Heating Max H15 Logic Max heat 2 H15 BLR  & flue pack,Ideal Heating,1118.0,"A compact and lightweight boiler for ease of installation in any location, the Ideal Logic Max Heat H15 heat only boiler is supplied with a Multifit 2 standard horizontal flue. Suitable for use with a cylinder for a reliable supply of hot water, this 15kW heat only boiler has earned itself an ErP A rating for its extremely efficient operation. Robustly made and simple to service, the Logic Max is compatible with a variety of controls for even better efficiency and comfort.",Boilers/Boiler Packs/Ideal Boiler Packs/Ideal Boiler Packs.csv -> Ideal Heating Max H15 Logic Max heat 2 H15 BLR  & flue pack,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/48/55/124851_124855_wm.jpg,,,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ui/de/Ideal_Logic_Max_Heat_User_Guide.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/he/et/Ideal_Logic_Max_Heat_Product_Sheet.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/he/et/Ideal_Logic_Max_Heat_Spec_Sheet.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ti/on/Ideal_Logic_Max_Heat_Installation.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/an/ty/Ideal_Logic_Max_Warranty.pdf,,,,,,,,,,,,,,,,,,,,,,,,,
28,P334441,Ideal Heating Max H12 heat only boiler pack with flue,Ideal Heating,1067.0,"A compact and lightweight boiler for ease of installation in any location, the Ideal Logic Max Heat H12 heat only boiler is supplied with a Multifit 2 standard horizontal flue. Suitable for use with a cylinder for a reliable supply of hot water, this 12kW heat only boiler has earned itself an ErP A rating for its extremely efficient operation. Robustly made and simple to service, the Logic Max is compatible with a variety of controls for even better efficiency and comfort.",Boilers/Boiler Packs/Ideal Boiler Packs/Ideal Boiler Packs.csv -> Ideal Heating Max H12 heat only boiler pack with flue,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/48/55/124851_124855_wm.jpg,,,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ui/de/Ideal_Logic_Max_Heat_User_Guide.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/he/et/Ideal_Logic_Max_Heat_Spec_Sheet.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/he/et/Ideal_Logic_Max_Heat_Product_Sheet.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ti/on/Ideal_Logic_Max_Heat_Installation.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/an/ty/Ideal_Logic_Max_Warranty.pdf,,,,,,,,,,,,,,,,,,,,,,,,,
29,P124840,Ideal Vogue Max 15 system boiler 15kW,Ideal,1111.12,"The installer-friendly Ideal Vogue Max 15 condensing system boiler is built in a single piece with a lower than average lift weight for a less stressful fitting job. Attractively designed, with a modern composite casing and concealed controls, this 15kW room-sealed boiler looks great in any space and is easy to use too thanks to a large backlit LCD display. Highly efficient, the Vogue Max is fitted with high quality components for reduced maintenance and a bill-busting ErP A rating.",Boilers/Boiler Packs/Ideal Boiler Packs/Ideal Boiler Packs.csv -> Ideal Vogue Max 15 system boiler 15kW,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/48/43/124840_124843_wm.jpg,,,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/_e/rp/124840_ErP.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/hu/re/Ideal_Consumer_Boiler_Brochure.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ui/de/Ideal_Vogue_Max_System_User_Guide.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/an/ty/Ideal_Logic_Max_Warranty.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/he/et/Ideal_Vogue_Max_System_Spec_Sheet.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/he/et/Ideal_Vogue_Max_System_Product_Sheet.pdf,,,,,,,,,,,,,,,,,,,,,,,,
30,P111709,Ideal Logic Max System2 S24 boiler with flue promo pack,Ideal,1183.0,TBC,Boilers/Boiler Packs/Ideal Boiler Packs/Ideal Boiler Packs.csv -> Ideal Logic Max System2 S24 boiler with flue promo pack,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/17/09/111709_wm.jpg,Logic Max System2,N,111709 PK,N,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
31,P111712,Ideal Logic Max Heat2 H15 boiler with flue promo pack,Ideal,1046.0,TBC,Boilers/Boiler Packs/Ideal Boiler Packs/Ideal Boiler Packs.csv -> Ideal Logic Max Heat2 H15 boiler with flue promo pack,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/17/12/111712_wm.jpg,Logic Max Heat2,N,111712 PK,N,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
32,P111708,Ideal Logic Max System2 S18 boiler with flue promo pack,Ideal,1135.0,TBC,Boilers/Boiler Packs/Ideal Boiler Packs/Ideal Boiler Packs.csv -> Ideal Logic Max System2 S18 boiler with flue promo pack,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/17/08/111708_wm.jpg,Logic Max System2,N,111708 PK,N,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
33,P107039,Ideal Heating I-Mini 228320 I-mini 2 C30 with horizontal flue and Fernox TF1 filter pack,Ideal Heating,688.0,TBC,Boilers/Boiler Packs/Ideal Boiler Packs/Ideal Boiler Packs.csv -> Ideal Heating I-Mini 228320 I-mini 2 C30 with horizontal flue and Fernox TF1 filter pack,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/70/39/107039_wm.jpg,,N,107039 PK,N,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
34,P333660,Ideal Logic+ Combi C30 boiler and horizontal flue pack,Ideal,1037.0,"Part of the award-winning Logic range, the Ideal Logic+ Combi C30 boiler, provided with a horizontal flue, delivers highly efficient, ErP A-rated and Energy Saving Trust endorsed heating and hot water thanks to full modulation to low outputs and inbuilt protection from frost. Offering an output of 30kW, this boiler has a variety of flueing options, low lift weight and pre-formed copper tails for faster and more flexible installation, while its compact size allows for easy fitting in the average kitchen cupboard.",Boilers/Boiler Packs/Ideal Boiler Packs/Ideal Boiler Packs.csv -> Ideal Logic+ Combi C30 boiler and horizontal flue pack,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/cl/ip/Logic+ Combi C24_clip_wm.jpg,,,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ui/de/Ideal_Logic+Combi_User_Guide.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ic/al/Ideal_Logic+_Combi_Technical.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ti/on/Ideal_Logic+_Installation.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/an/ty/Ideal_Logic_Plus_Warranty.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,
35,P333011,"Ideal i-mini C30 combi boiler, flue and filter pack",Ideal,747.0,"Compact and lightweight, the Ideal i-mini C30 combi boiler with flue and filter is designed for easy installation into the smallest of spots. Highly reliable, this 30kW boiler is easy to service and maintain, thanks to its reduced component count and its build quality. In addition, the i-mini is highly efficient, earning SEDBUK recognition and an ErP A rating for a reduced carbon footprint and cost effective operation, helping families to meet their green aims.","Boilers/Boiler Packs/Ideal Boiler Packs/Ideal Boiler Packs.csv -> Ideal i-mini C30 combi boiler, flue and filter pack",,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/30/10/333010_wm.jpg,I-Mini,N,333011 PK,N,,,,,,,,Natural Gas,,Combi Boiler Pack,"Includes boiler, filter and flue",Compact cupboard fit,Wide range of additional flueing options,Low lift weight,Low component count maximises reliability,Easy to read pressure gauge,High SEDBUK efficiency,Fast hot water response through DHW preheat,DHW flow rate of 14.5LPM,5 year warranty,,,,,,,,,"333009, 333011, 333153",
36,P333008,Ideal i-mini C24 combi boiler and flue pack,Ideal,637.0,"Compact and lightweight, the Ideal i-mini C24 combi boiler with flue is designed for easy installation into the smallest of spots. Highly reliable, this 24kW boiler is easy to service and maintain, thanks to its reduced component count and its build quality. In addition, the i-mini is highly efficient, earning SEDBUK recognition and an ErP A rating for a reduced carbon footprint and cost effective operation, helping families to meet their green aims.",Boilers/Boiler Packs/Ideal Boiler Packs/Ideal Boiler Packs.csv -> Ideal i-mini C24 combi boiler and flue pack,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/00/8_/333008__wm.jpg,I-Mini,N,333008 PK,N,,,,,,,,Natural Gas,,Combi Boiler Pack,Includes boiler and flue,Compact cupboard fit,Wide range of additional flueing options,Low lift weight,Low component count maximises reliability,Easy to read pressure gauge,High SEDBUK efficiency,Fast hot water response through DHW preheat,DHW flow rate of 11.5LPM,5 year warranty,,,,,,,,,"333008, 333010, 333152",
37,P107152,Ideal Heating I-Mini 228319 I-mini 2 C24 with horzontal flue and Halo Lite RF Thermostat pack,Ideal Heating,620.0,TBC,Boilers/Boiler Packs/Ideal Boiler Packs/Ideal Boiler Packs.csv -> Ideal Heating I-Mini 228319 I-mini 2 C24 with horzontal flue and Halo Lite RF Thermostat pack,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/71/52/107152_wm.jpg,,N,107152 PK,N,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
38,P333009,Ideal i-mini C30 combi boiler and flue pack,Ideal,688.0,"Compact and lightweight, the Ideal i-mini C30 combi boiler with flue is designed for easy installation into the smallest of spots. Highly reliable, this 30kW boiler is easy to service and maintain, thanks to its reduced component count and its build quality. In addition, the i-mini is highly efficient, earning SEDBUK recognition and an ErP A rating for a reduced carbon footprint and cost effective operation, helping families to meet their green aims.",Boilers/Boiler Packs/Ideal Boiler Packs/Ideal Boiler Packs.csv -> Ideal i-mini C30 combi boiler and flue pack,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/30/08/333008_wm.jpg,I-Mini,N,333009 PK,N,,,,,,,,Natural Gas,,Combi Boiler Pack,Compact cupboard fit,Wide range of additional flueing options,Low lift weight,Low component count maximises reliability,Easy to read pressure gauge,High SEDBUK efficiency,Fast hot water response through DHW preheat,DHW flow rate of 14.5LPM,5 year warranty,,,,,,,,,,"333009, 333011, 333153",
39,P333010,"Ideal i-mini C24 combi boiler, flue and filter pack",Ideal,706.0,"Compact and lightweight, the Ideal i-mini C24 combi boiler with flue and filter is designed for easy installation into the smallest of spots. Highly reliable, this 24kW boiler is easy to service and maintain, thanks to its reduced component count and its build quality. In addition, the i-mini is highly efficient, earning SEDBUK recognition and an ErP A rating for a reduced carbon footprint and cost effective operation, helping families to meet their green aims.","Boilers/Boiler Packs/Ideal Boiler Packs/Ideal Boiler Packs.csv -> Ideal i-mini C24 combi boiler, flue and filter pack",,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/01/0_/333010__wm.jpg,I-Mini,N,333010 PK,N,,,,,,,,Natural Gas,,Combi Boiler Pack,"Includes boiler, filter and flue",Compact cupboard fit,Wide range of additional flueing options,Low lift weight,Low component count maximises reliability,Easy to read pressure gauge,High SEDBUK efficiency,Fast hot water response through DHW preheat,DHW flow rate of 11.5LPM,5 year warranty,,,,,,,,,"333008, 333010, 333152",
40,P107156,Wolseley Packs iMini 30kW v/flue and FOC Fernox FTR,Wolseley Packs,741.0,TBC,Boilers/Boiler Packs/Ideal Boiler Packs/Ideal Boiler Packs.csv -> Wolseley Packs iMini 30kW v/flue and FOC Fernox FTR,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/71/56/107156_wm.jpg,,N,107156 PK,N,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
41,P333659,Ideal Logic+ Combi C24 Logic + Combi 2 C24 boiler & H/flue,Ideal,917.0,"Part of the award-winning Logic range, the Ideal Logic+ Combi C24 boiler, provided with a horizontal flue, delivers highly efficient, ErP A-rated and Energy Saving Trust endorsed heating and hot water thanks to full modulation to low outputs and inbuilt protection from frost. Offering an output of 24kW, this boiler has a variety of flueing options, low lift weight and pre-formed copper tails for faster and more flexible installation, while its compact size allows for easy fitting in the average kitchen cupboard.",Boilers/Boiler Packs/Ideal Boiler Packs/Ideal Boiler Packs.csv -> Ideal Logic+ Combi C24 Logic + Combi 2 C24 boiler & H/flue,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/cl/ip/Logic+ Combi C24_clip_wm.jpg,,,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ui/de/Ideal_Logic+Combi_User_Guide.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ic/al/Ideal_Logic+_Combi_Technical.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ti/on/Ideal_Logic+_Installation.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/an/ty/Ideal_Logic_Plus_Warranty.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,
42,P107155,Wolseley Packs iMini 24kW v/flue and FOC Fernox FTR,Wolseley Packs,700.0,TBC,Boilers/Boiler Packs/Ideal Boiler Packs/Ideal Boiler Packs.csv -> Wolseley Packs iMini 24kW v/flue and FOC Fernox FTR,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/71/55/107155_wm.jpg,,N,107155 PK,N,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
43,P333663,Ideal Vogue Combi GEN2 C32 boiler and horizontal flue pack,Ideal,1289.0,"Lightweight and compact, the Ideal Vogue Combi GEN2 C32 boiler, supplied with a horizontal flue, is a lightweight single-piece unit for easy, fast installation and quick set-up using straightforward system preferences. Incorporating modern advanced boiler diagnostics and cool burner door technology coupled with an ErP A rating for efficiency, this 32kW output boiler provides homeowners with affordable and reliable heating and hot water with minimal maintenance requirements.",Boilers/Boiler Packs/Ideal Boiler Packs/Ideal Boiler Packs.csv -> Ideal Vogue Combi GEN2 C32 boiler and horizontal flue pack,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/4_/pk/333662_64 PK_wm.jpg,,,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ui/de/Ideal_Vogue__Gen2_User_Guide.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ic/al/Ideal_Vogue_Combi_Technical.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ti/on/Ideal_Vogue_Gen2_Installation.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/an/ty/Ideal_Vogue_Warranty.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,
