,pid,Title,Brand,Price,Description,category,mfpartnumber,whatisincluded,Image,Attachment 1,Attachment 2,Attachment 3,Attachment 4,Attachment 5,Pack Quantity,Range,Hazardous,Supplier Product Code,Type,WEEE Compliant,Feature 1,Feature 2,Feature 3,Feature 4,Feature 5,Feature 6,Feature 7,Feature 8,Feature 9,Feature 10,Feature 11,Feature 12,Feature 13,Feature 14,Feature 15,Depth (mm),Colour,Warranty,Design Type,Material,Shape,Fittings Included
27,PD32550,Ideal Standard Geberit Twico flush valve replacement,Ideal Standard,42.18,"An Ideal Standard Geberit Twico 2"" outlet dual flush valve.",Bathrooms and Kitchens/Toilets/Toilet Spares and Parts/Toilet Flush Parts/Toilet Flush Parts.csv -> Ideal Standard Geberit Twico flush valve replacement,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/25/50/NW-D32550_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/20/19/IS_Spares_Catalogue_2019.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
28,P103504,"Fluidmaster Torbeck bottom entry adjustable fill valve 1/2""",Fluidmaster,19.44,"Offering adjustable height, this Fluidmaster Torbeck bottom filling valve with brass thread extends from 8.5"" to 12"". It includes a chrome activation button.","Bathrooms and Kitchens/Toilets/Toilet Spares and Parts/Toilet Flush Parts/Toilet Flush Parts.csv -> Fluidmaster Torbeck bottom entry adjustable fill valve 1/2""",,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/35/04/NW-103504_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/og/ue/Fluidmaster_UK_Catalogue.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ic/al/Fluidmaster_B661AT-1_2B_Technical.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
29,PT02637,Ideal Standard Tesi 1 tap hole back to wall bidet,Ideal Standard,194.35,"The modern Ideal Standard Tesi back-to-wall bidet is made of vitreous china and has a soft yet geometric design ideal for contemporary bathrooms. Compatible with a wide range of matching bathroom products, the Tesi bidet helps to create a cohesive contemporary bathroom design in hotel or home bathrooms.",Bathrooms and Kitchens/Toilets/Toilet Spares and Parts/Toilet Flush Parts/Toilet Flush Parts.csv -> Ideal Standard Tesi 1 tap hole back to wall bidet,,Bidet;Brackets,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/26/37/NW-T02637_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ic/al/IS_T350101_Technical.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
30,PB92106,Thomas Dudley Niagara single flush pneumatic valve,Thomas Dudley,35.33,"Suitable for new and retrofit, the Thomas Dudley Niagara pneumatic single flush valve features a two part design for easy installation and simple maintenance with no need to remove the entire cistern.",Bathrooms and Kitchens/Toilets/Toilet Spares and Parts/Toilet Flush Parts/Toilet Flush Parts.csv -> Thomas Dudley Niagara single flush pneumatic valve,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/21/06/NW-B92106_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ui/de/Thomas Dudley_B92106_User Guide.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/hu/re/Thomas Dudley_B92106_Brochure.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/hu/re/TDudley_Niagara_Brochure.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
31,P171079,"Fluidmaster 747 side entry float valve 3/8""",Fluidmaster,33.89,"The Fluidmaster 747 cistern inlet valve with side entry and 3/8"" brass thread is designed for side or back entry toilet cisterns and water storage tanks.","Bathrooms and Kitchens/Toilets/Toilet Spares and Parts/Toilet Flush Parts/Toilet Flush Parts.csv -> Fluidmaster 747 side entry float valve 3/8""",,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/10/79/NW-171079_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/20/13/Fluidmaster_Opella_Catalogue_2013.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/20/18/Fluidmaster_UK_Catalogue_2018.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
32,PC58913,Thomas Dudley Dudley ball valve repair kit box,Thomas Dudley,13.36,Plumbers O-ring repair kit box.,Bathrooms and Kitchens/Toilets/Toilet Spares and Parts/Toilet Flush Parts/Toilet Flush Parts.csv -> Thomas Dudley Dudley ball valve repair kit box,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/89/13/C58913_wm.jpg,,,,,,,Dudley,N,PPSPLB367508,Repair Kit Box,N,Plumbers O-ring repair kit box.,,,,,,,,,,,,,,,,,,,,,
33,PJ44468,Grohe EAU2 pneumatic push button,Grohe,39.36,"With front or top actuation, this Grohe EAU2 pneumatic push button includes extended hose length for flexibility when positioning. The minimal styling of the button allows for fitting anywhere in 360° orientation.",Bathrooms and Kitchens/Toilets/Toilet Spares and Parts/Toilet Flush Parts/Toilet Flush Parts.csv -> Grohe EAU2 pneumatic push button,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/44/68/NW-J44468_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/te/ch/Grohe_EAU2_38771000_Tech.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ti/on/Grohe_38_771_38_906_Installation.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
34,P171016,"CME Sanitary Systems ball valve bottom entry 1/2""",CME Sanitary Systems,24.57,"Designed for toilet cisterns, this bottom entry CME Sanitary Systems Hushflow 8 1/2"" pedestal height three-part ball valve is supplied with a 1/2"" connection, 8 1/4"" ball valve arm and fixings.","Bathrooms and Kitchens/Toilets/Toilet Spares and Parts/Toilet Flush Parts/Toilet Flush Parts.csv -> CME Sanitary Systems ball valve bottom entry 1/2""",,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/10/16/NW-171016_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/hu/re/Macdee_Brassware_Brochure.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
35,PC58931,Dudley Syvac BS9900 syphonic aspirator,Dudley,34.96,This Dudley Syvac BS9900 aspirator is an air extractor for double trap symphonic pans that use a Thomas Dudley Turbo 88 siphon or Thomas Dudley S7 cascade siphon.,Bathrooms and Kitchens/Toilets/Toilet Spares and Parts/Toilet Flush Parts/Toilet Flush Parts.csv -> Dudley Syvac BS9900 syphonic aspirator,,Aspirator;Rubber washer,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/89/31/NW-C58931_wm.jpg,,,,,,,Syvac,N,PSPSYP313313,Aspirator,N,For use with double trap symphonic pans,Internal siphon hole should be 42mm or larger,Minimum siphon size 74mm,With rubber washer,,,,,,,,,,,,,,,,,,
36,PD00228,Siamp Optima 49 push button,Siamp,12.35,The Siamp Optima 49 push button is for use with a flush valve and is supplied with a chrome spacer shroud to allow flexible installation into cistern lids with 20 - 50mm holes.,Bathrooms and Kitchens/Toilets/Toilet Spares and Parts/Toilet Flush Parts/Toilet Flush Parts.csv -> Siamp Optima 49 push button,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/02/28/NW-D00228_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/20/19/Siamp_Product_Catalogue_2019.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
37,PC58960,"Masefield X-Type front lever 3/8"" with 1/2"" bush",Masefield,12.04,A universal use Masefield X-Type front cistern lever assembly pack includes two bush sizes to guarantee fitting.,"Bathrooms and Kitchens/Toilets/Toilet Spares and Parts/Toilet Flush Parts/Toilet Flush Parts.csv -> Masefield X-Type front lever 3/8"" with 1/2"" bush",,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/89/60/NW-C58960_wm.jpg,,,,,,,X-Type,N,PTOLEV367093,Front Lever,N,Lever shape for easy flush at the touch of a finger,Standard 110mm spindle,High quality strong metal construction,"Smooth, chrome-plated finish",Compatible with most lever flush toilet cisterns,Supplied with bush nut and plastic adjustable lift arm,"Supplied with 3/8"" and 1/2"" bushes",,,,,,,,,,,,,,,
38,P171207,"Fluidmaster Pro Series Pro45B Brass Be 1/2"" Fill Valve Twinpack (Pair)",Fluidmaster,44.2,"The professional-grade Fluidmaster Pro Series fill valve twin pack with bottom entry and 1/2"" heavy-duty brass shank is designed to meet high standards of performance and quality for minimal maintenance requirements.","Bathrooms and Kitchens/Toilets/Toilet Spares and Parts/Toilet Flush Parts/Toilet Flush Parts.csv -> Fluidmaster Pro Series Pro45B Brass Be 1/2"" Fill Valve Twinpack (Pair)",,2x bottom entry fill valves,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/12/07/NW-171207_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/20/13/Fluidmaster_Opella_Catalogue_2013.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/20/18/Fluidmaster_UK_Catalogue_2018.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
39,PD32482,Ideal Standard Studio E8263AA cistern lever Chrome Plated,Ideal Standard,39.65,"This Ideal Standard Studio 3/8"" chrome-plated cistern lever is for use with the Studio toilet cistern.",Bathrooms and Kitchens/Toilets/Toilet Spares and Parts/Toilet Flush Parts/Toilet Flush Parts.csv -> Ideal Standard Studio E8263AA cistern lever Chrome Plated,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/24/82/NW-D32482_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/20/19/IS_Spares_Catalogue_2019.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
40,PD32551,Ideal Standard Twico push button replacement,Ideal Standard,8.53,An Ideal Standard Twico chrome dual flush push button for 290 flush valves.,Bathrooms and Kitchens/Toilets/Toilet Spares and Parts/Toilet Flush Parts/Toilet Flush Parts.csv -> Ideal Standard Twico push button replacement,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/25/51/NW-D32551_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/20/19/IS_Spares_Catalogue_2019.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
41,PB98874,Thomas Dudley Niagara dualflush pneumatic outlet valve- no cage,Thomas Dudley,35.34,"This Thomas Dudley Niagara pneumatic dual flush valve is a suitable replacement part for most concealed cisterns with push button plates or sensors. Effortless to maintain, this valve does away with the need to disconnect water and dismantle the cistern.",Bathrooms and Kitchens/Toilets/Toilet Spares and Parts/Toilet Flush Parts/Toilet Flush Parts.csv -> Thomas Dudley Niagara dualflush pneumatic outlet valve- no cage,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/88/74/NW-B98874_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/og/ue/Thomas_Dudley_Product_Catalogue.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
42,PD52831,Ideal Standard Conceala cable valve and button,Ideal Standard,18.23,"This Ideal Standard Conceala wire operated flush valve includes a 1.5"" push button.",Bathrooms and Kitchens/Toilets/Toilet Spares and Parts/Toilet Flush Parts/Toilet Flush Parts.csv -> Ideal Standard Conceala cable valve and button,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/28/31/NW-D52831_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ta/ll/IS_Conceala_2_Cistern_Install.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
43,PD00665,Roca D2D dual flush drop valve,Roca,33.97,A Roca D2D dual flush valve for toilet cisterns.,Bathrooms and Kitchens/Toilets/Toilet Spares and Parts/Toilet Flush Parts/Toilet Flush Parts.csv -> Roca D2D dual flush drop valve,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/06/65/NW-D00665_wm.jpg,,,,,,,D2D,N,AH0004800R,Flush Valve,N,Compact body,Dual flush,Suitable for Roca toilet cisterns,,,,,,,,,,,,,,,,,,,
44,PB90523,Thomas Dudley Flush Buttons round dual flush pneumatic push button 51mm Chrome Plated,Thomas Dudley,32.77,A Thomas Dudley dual flush button with polished chrome finish.,Bathrooms and Kitchens/Toilets/Toilet Spares and Parts/Toilet Flush Parts/Toilet Flush Parts.csv -> Thomas Dudley Flush Buttons round dual flush pneumatic push button 51mm Chrome Plated,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/05/23/NW-B90523_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/og/ue/Thomas_Dudley_Product_Catalogue.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
45,PB90522,Thomas Dudley Dudley kit w for upto wall duct 130mm Chrome Plated,Thomas Dudley,22.74,This Thomas Dudley lever assembly with lift arm kit is suitable for walls and ducts up to 130mm.,Bathrooms and Kitchens/Toilets/Toilet Spares and Parts/Toilet Flush Parts/Toilet Flush Parts.csv -> Thomas Dudley Dudley kit w for upto wall duct 130mm Chrome Plated,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/05/22/NW-B90522_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/hu/re/TDudley_Brochure.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
46,PD00229,Siamp Optima 50 push button,Siamp,12.35,The easy-clean Siamp Optima 50 push button clips into the cable block for simple installation.,Bathrooms and Kitchens/Toilets/Toilet Spares and Parts/Toilet Flush Parts/Toilet Flush Parts.csv -> Siamp Optima 50 push button,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/02/29/NW-D00229_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/20/19/Siamp_Product_Catalogue_2019.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
47,P171078,"Fluidmaster 400 bottom entry float valve 3/8""",Fluidmaster,32.22,"This Fluidmaster 400 bottom entry fill valve with 3/8"" heavy-duty brass shank fills a toilet tank with water from the water supply line after flushing. More efficient and easier to install than a ballcock, this valve maximises toilet performance and saves on water.","Bathrooms and Kitchens/Toilets/Toilet Spares and Parts/Toilet Flush Parts/Toilet Flush Parts.csv -> Fluidmaster 400 bottom entry float valve 3/8""",,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/10/78/NW-171078_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/20/13/Fluidmaster_Opella_Catalogue_2013.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/20/18/Fluidmaster_UK_Catalogue_2018.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
48,PC93232,Ideal Standard flushpipe pack,Ideal Standard,4.52,This Ideal Standard flush pipe pack is used in the fitting of toilet cisterns.,Bathrooms and Kitchens/Toilets/Toilet Spares and Parts/Toilet Flush Parts/Toilet Flush Parts.csv -> Ideal Standard flushpipe pack,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/32/32/NW-C93232_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/20/19/IS_Spares_Catalogue_2019.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
49,PB97711,"Wirquin Kayla dual flush valve outlet 1.5""",Wirquin,20.24,"Suitable for retrofits and new installations, the Wirquin Kayla cable operated dual flush outlet valve with push button is an ideal choice for high traffic toilets and offers compatibility with concealed, close coupled and low level cisterns. The top section of the valve is compatible with discontinued AFV40100 and AFV40200 models, fitting into existing cradles without removing the cistern.","Bathrooms and Kitchens/Toilets/Toilet Spares and Parts/Toilet Flush Parts/Toilet Flush Parts.csv -> Wirquin Kayla dual flush valve outlet 1.5""",,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/77/11/NW-B97711_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/8-/19/Wirquin_Product_Catalogue_UK_2018-19.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
50,PC92721,Ideal Standard flush valve seal no finish,Ideal Standard,4.7,An Ideal Standard flush valve replacement seal for the Twico flush valve.,Bathrooms and Kitchens/Toilets/Toilet Spares and Parts/Toilet Flush Parts/Toilet Flush Parts.csv -> Ideal Standard flush valve seal no finish,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/27/21/NW-C92721_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/20/19/IS_Spares_Catalogue_2019.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
51,P103510,Fluidmaster Delchem side entry adjustable arm inlet valve,Fluidmaster,3.65,"Highly robust, this Fluidmaster Delchem side inlet ball valve is supplied with an adjustable arm.",Bathrooms and Kitchens/Toilets/Toilet Spares and Parts/Toilet Flush Parts/Toilet Flush Parts.csv -> Fluidmaster Delchem side entry adjustable arm inlet valve,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/35/10/NW-103510_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/20/13/Fluidmaster_Opella_Catalogue_2013.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/20/18/Fluidmaster_UK_Catalogue_2018.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
52,PB02013,Wirquin Jollyflush dual flush jollyfill pack,Wirquin,44.89,"This Wirquin Jollyflush toilet cistern refurbishment kit includes everything you'll need for a cistern refurb, including a donut washer, bolt-through cistern bolts and backnuts.",Bathrooms and Kitchens/Toilets/Toilet Spares and Parts/Toilet Flush Parts/Toilet Flush Parts.csv -> Wirquin Jollyflush dual flush jollyfill pack,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/20/13/NW-B02013_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/8-/19/Wirquin_Product_Catalogue_UK_2018-19.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
53,P171098,Fluidmaster cable dual flush valve,Fluidmaster,18.97,"Suitable for front, top or side operation, this Fluidmaster cable dual flush valve has a fully height adjustable overflow with no cutting required.",Bathrooms and Kitchens/Toilets/Toilet Spares and Parts/Toilet Flush Parts/Toilet Flush Parts.csv -> Fluidmaster cable dual flush valve,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/10/98/171098_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/hu/re/Fluidmaster_Brochure.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
54,PC38902,Ideal Standard Universal cistern lever Chrome Plated,Ideal Standard,38.73,An Ideal Standard Universal chrome cistern lever with front action.,Bathrooms and Kitchens/Toilets/Toilet Spares and Parts/Toilet Flush Parts/Toilet Flush Parts.csv -> Ideal Standard Universal cistern lever Chrome Plated,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/89/02/NW-C38902_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/20/19/IS_Spares_Catalogue_2019.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
55,PB97994,Wirquin Jollyflush push button dual flush with backnut Chrome Plated,Wirquin,12.88,"Suitable for use with the Jollyflush cable-operated dual flush valve, the Wirquin Jollyflush dual flush push button is the ideal partner for concealed cistern toilet units and in-wall installations. Finished in a high shine chrome, this robust flush button has an easy to clean design perfect for high traffic public lavatories.",Bathrooms and Kitchens/Toilets/Toilet Spares and Parts/Toilet Flush Parts/Toilet Flush Parts.csv -> Wirquin Jollyflush push button dual flush with backnut Chrome Plated,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/79/94/NW-B97994_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/8-/19/Wirquin_Product_Catalogue_UK_2018-19.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
56,PB97900,"Masefield Epson 2-piece high level flushpipe 5'6"" White",Masefield,4.71,A Masefield high level back wall two piece white PVC flush pipe.,"Bathrooms and Kitchens/Toilets/Toilet Spares and Parts/Toilet Flush Parts/Toilet Flush Parts.csv -> Masefield Epson 2-piece high level flushpipe 5'6"" White",,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/79/00/NW-B97900_wm.jpg,,,,,,,Epson,N,PTOPIP363626,Flush Pipe,N,High quality PVC,32mm bore,114mm wall to centre top offset,203mm return bend,Supplied with fitted 45mm flange,,,,,,,,,,,,,,,,,
57,P171112,"Fluidmaster Pro Series side entry fill valve 1/2""",Fluidmaster,18.84,"A favourite of professional plumbers, the Fluidmaster Pro Series fill valve with 1/2"" plastic shank fills a toilet tank with water from the water supply line after flushing. More efficient and easier to install than a ballcock, this valve maximises toilet performance and saves on water.","Bathrooms and Kitchens/Toilets/Toilet Spares and Parts/Toilet Flush Parts/Toilet Flush Parts.csv -> Fluidmaster Pro Series side entry fill valve 1/2""",,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/11/12/NW-171112_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ti/on/171112_Installation.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/20/13/Fluidmaster_Opella_Catalogue_2013.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/va/lv/Fluidmaster_Toilet_Symptom_Fill_Valv.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/20/18/Fluidmaster_UK_Catalogue_2018.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/lu/nk/Fluidmaster_Toilet_Symptom_Clunk.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,
58,PB90027,Thomas Dudley Beta+ telescopic bottom inlet brass tail ball valve (part 3),Thomas Dudley,10.46,This Thomas Dudley Beta+ bottom entry inlet valve with telescopic brass tail is suitable for use as a replacement part in most plastic and ceramic exposed and concealed cisterns.,Bathrooms and Kitchens/Toilets/Toilet Spares and Parts/Toilet Flush Parts/Toilet Flush Parts.csv -> Thomas Dudley Beta+ telescopic bottom inlet brass tail ball valve (part 3),,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/00/27/NW-B90027_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/og/ue/Thomas_Dudley_Product_Catalogue.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
