,pid,Title,Brand,Price,Description,category,mfpartnumber,whatisincluded,Image,Attachment 1,Attachment 2,Attachment 3,Attachment 4,Attachment 5,Attachment 6,Colour,Hazardous,Approvals,Material,Size,Wall Thickness (mm),Supplier Product Code,WEEE Compliant,Feature 1,Feature 2,Feature 3,Feature 4,Feature 5,Feature 6,Attachment 7,Diameter,Length (M),Pack Quantity,Range,Grade,Outer Diameter,Type,Feature 7,Feature 8,Feature 9,Feature 10,Feature 11,Gender,Connection Type 1,Connection Type 2,Material Type,Warranty,Weight,Connection Type
126,PL14356,Tata red medium tube 20mm,Tata,10.75,"Threaded at both ends, Tata Install Plus 20mm medium tube is a versatile selection for a range of applications. This pipe is manufactured in high strength carbon steel for reliable robustness and painted for a professional finished appearance.","Pipe, Valves and Fittings/Metal Pipe/Metal Pipe.csv -> Tata red medium tube 20mm",,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/_t/be/TATA_RED_TBE_wm.jpg,,,,,,,Red,N,EN10255/EN10217,Carbon Steel,20 MED,2.6,258379,N,"Suitable for welded, grooved, threaded or flanged connections",Full EPDs and tech subs available,Manufactured in UK,Carbon steel construction,Quality red paint finish suitable for end fit,Meets EN10255 and EN10217 standards,,,,,,,,,,,,,,,,,,,,
127,PL14005,Tata Install Plus hot EN 10255/17-2 medium plain ends 50mm tube (Per metre),Tata,35.74,"Multi-certified, this Tata Install Plus 50mm hot-finished tube is especially designed to meet the needs of a wide range of building, engineering and industrial pipework applications. An ideal replacement for the withdrawn BS 1387 standard that doesn't allow for CE marking or satisfy construction products regulations (CPR), Install Plus is made of 3.6mm galvanised steel and supplied in a 64M length.","Pipe, Valves and Fittings/Metal Pipe/Metal Pipe.csv -> Tata Install Plus hot EN 10255/17-2 medium plain ends 50mm tube (Per metre)",,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/40/10/NW-L14000_L14010_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ic/al/Tata_Install_Plus_Tube_Technical.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
128,PL14023,Tata Install Plus hot EN 10255/17-2 heavy plain ends 32mm tube (Per metre),Tata,27.57,"Multi-certified, this Tata Install Plus 32mm hot-finished tube is especially designed to meet the needs of a wide range of building, engineering and industrial pipework applications. An ideal replacement for the withdrawn BS 1387 standard that doesn't allow for CE marking or satisfy construction products regulations (CPR), Install Plus is made of 4mm galvanised steel and supplied in a 64M length.","Pipe, Valves and Fittings/Metal Pipe/Metal Pipe.csv -> Tata Install Plus hot EN 10255/17-2 heavy plain ends 32mm tube (Per metre)",,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/40/30/NW-L14020_L14030_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ic/al/Tata_Install_Plus_Tube_Technical.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
129,P508843,Lawton Tube TX copper tube (Table-X) (EN1057) 35mm x 6mtr,Lawton Tube,16.86,"This Lawton TX 35mm tube is a reliable alternative to traditional 1.2mm thick EN 1057 tube. Supplied in a 6M length, this copper pipe saves on costs without compromising on performance.","Pipe, Valves and Fittings/Metal Pipe/Metal Pipe.csv -> Lawton Tube TX copper tube (Table-X) (EN1057) 35mm x 6mtr",,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/88/48/NW-508843_508848_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/te/ch/Lawton_Tube_Copper_Tube_Mech_Tech.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ta/ll/Lawton_Tube_CopperTube_Install.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/hu/re/Lawton_Brochure.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/te/ch/Lawton_Tube_Water_Capacity_Tech.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ic/al/Lawton_Tube_Copper_Tube_Technical.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ui/de/Lawton_Technical_Guide.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
130,PM21291,Geberit Mapress Cunife system pipe D54 x 1.6mm x 6mtr (per metre),Geberit,84.85,"Manufactured in cupro-nickel alloy, the Geberit Mapress CuNiFe CSt D18 - 12 Zn-Pl reducer with plain end measures 54mm x 6M. Featuring a black-coloured pressing indicator, this adapter, with its thermal and mechanical treatment, has a homogenous, robust structure and offers excellent resistance to corrosion, making it ideal for use in salt water, including 25% saturation solutions. Certified for use in civil and military shipbuilding applications and for use on drilling platforms, the CuNiFe range is compatible with service, pool and heating water and can be used in salt water cooling and sprinkler systems.","Pipe, Valves and Fittings/Metal Pipe/Metal Pipe.csv -> Geberit Mapress Cunife system pipe D54 x 1.6mm x 6mtr (per metre)",,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/ma/ge/M21291_Primary_Image_wm.jpg,,,,,,,,N,,,54mm x 6m,,56325,N,,,,,,,,,,Per Metre,Mapress Cunife,,,Mapress CuNiFe System Pipe 54mm,,,,,,,,,,,,Press Fit
131,PL14366,Tata Hot Tube 10255/17-2 red heavy TBE 40mm HR,Tata,37.12,"Threaded at both ends, Tata Install Plus 40mm HR heavy hot tube is a versatile selection for a range of applications. This pipe is manufactured in high strength carbon steel for reliable robustness and painted for a professional finished appearance.","Pipe, Valves and Fittings/Metal Pipe/Metal Pipe.csv -> Tata Hot Tube 10255/17-2 red heavy TBE 40mm HR",,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/_t/be/TATA_RED_TBE_wm.jpg,,,,,,,Red,N,EN10255/EN10217,Carbon Steel,40 HVY,4,258343,N,"Suitable for welded, grooved, threaded or flanged connections",Full EPDs and tech subs available,Manufactured in UK,Carbon steel construction,Quality red paint finish suitable for end fit,Meets EN10255 and EN10217 standards,,,,,,,,,,,,,,,,,,,,
132,PM20065,Geberit Mapress carbon steel zinc plated pipe 35mm (6 metre),Geberit,12.05,"Made of carbon steel, this Geberit Mapress 35mm system pipe is finished with a robust external zinc plating.  Fitted with press-fit x plain end connections and supplied in a 6M length, this pipe is suitable for use in technical building systems, industry and shipbuilding applications.","Pipe, Valves and Fittings/Metal Pipe/Metal Pipe.csv -> Geberit Mapress carbon steel zinc plated pipe 35mm (6 metre)",,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/ma/ge/M20065_Primary_Image_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/te/ch/Geberit_Mapress_CS_System_Pipe_Tech.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
133,PL13314,Omegaflex TracPipe coil 28mm (55 metre),Omegaflex,19.39,"An alternative to rigid pipes, Omegaflex TracPipe 28mm gas pipe is made of stainless steel with high resistance to damage and crushing, ideal for on-site work and in industrial or commercial settings. Supplied in 55M lengths and covered in polyethylene, TracPipe incorporates flame spread and smoke density inhibitors for a two hour fire rating and suitability for fire-protected areas.","Pipe, Valves and Fittings/Metal Pipe/Metal Pipe.csv -> Omegaflex TracPipe coil 28mm (55 metre)",,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/33/16/NW-L13314_L13316_wm.jpg,,,,,,,Yellow,N,,Stainless SteelPolyethylene (PE),28 mm,0.25,FGP-SS4-28-180,N,Used predominantly from meter to appliance,"Suitable for domestic, industrial, and commercial applications","Suitable for 1st, 2nd and 3rd family gases",Bends by hand with no specialist tools,Saves up to 75% on installation time,"No threading, welding or soldering required",,28,5.5,55 metre,TracPipe,304L,1,Semi Rigid,Lightweight and easy to transport,Manufactured to withstand normal shrinkage and movement,Maximum operating pressure up to 500mbar,2 hour fire rating in continuous length (no joints),"Suitable for use in fire protected areas including protected shafts, escape corridors and lobbies",,,,,,,
134,P509710,42MM EN1057 LX PE TU WHITE      3M PER/M,Lawton Tube,85.43,This Lawton Tube Company Limited LiteX 42mm straight tube is made of white polyethylene and is supplied in 3M lengths.,"Pipe, Valves and Fittings/Metal Pipe/Metal Pipe.csv -> 42MM EN1057 LX PE TU WHITE      3M PER/M",,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/97/10/509710_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/hu/re/Lawton_Brochure.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ui/de/Lawton_Technical_Guide.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
135,PL15074,"Geldbach SCH40 HFS (API/A106) seamless carbon steel pipe 5"" x 141.3mm (Per metre)",Geldbach,52.52,"This Geldbach SCH40 5"" seamless carbon steel pipe is designed with 141.3mm thick walls. It is suitable for use in industrial applications.","Pipe, Valves and Fittings/Metal Pipe/Metal Pipe.csv -> Geldbach SCH40 HFS (API/A106) seamless carbon steel pipe 5"" x 141.3mm (Per metre)",,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/50/77/L15065_L15077_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ms/ds/Arcelormittal_LankwitzerHydro_MSDS.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
136,P508850,Lawton Tube TX copper tube (Table-X) (EN1057) 159mm x 3mtr,Lawton Tube,157.38,"This Lawton TX 159mm tube is a reliable alternative to traditional 1.2mm thick EN 1057 tube. Supplied in a 3M length, this 2mm thick copper pipe saves on costs without compromising on performance.","Pipe, Valves and Fittings/Metal Pipe/Metal Pipe.csv -> Lawton Tube TX copper tube (Table-X) (EN1057) 159mm x 3mtr",,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/88/53/NW-508850_508853_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/te/ch/Lawton_Tube_Copper_Tube_Mech_Tech.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ta/ll/Lawton_Tube_CopperTube_Install.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/hu/re/Lawton_Brochure.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ic/al/Lawton_Tube_Copper_Tube_Technical.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/te/ch/Lawton_Tube_Water_Capacity_Tech.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ui/de/Lawton_Technical_Guide.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
137,PR41163,Pegler VSH XPress uncoated galvanised tube 6mtr x 28mm (Per Metre),Pegler,15.38,"This Pegler Yorkshire VSH Xpress 28mm heating tube is made of 1.5mm thick galvanised carbon steel material. Suitable for use with XPress and Tectite systems, this tube is supplied in 6M lengths.","Pipe, Valves and Fittings/Metal Pipe/Metal Pipe.csv -> Pegler VSH XPress uncoated galvanised tube 6mtr x 28mm (Per Metre)",,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/11/69/NW-R41160_R41169_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ui/de/PY_Xpress_Press-Fit_System_Guide.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ca/te/Pegler_VSH_Fittings_BV_Certificate.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
138,PM48124,Geberit m of mps ss therm 49106 sys pipe 35mmx6m,Geberit,14.67,"This Geberit Mapress Therm 49106 35mm pipe, supplied in a 6M length is part of the brand's cost-efficient, corrosion-resistant Mapress Therm pipe system, designed to meet the needs of closed heating and cooling circuits where moisture is inevitably present. This low-alloy stainless steel system protects against condensation and external moisture, making it ideal for cooling systems, floor heating systems where wet, cement-based materials take a long time to dry, and industrial applications, particularly where compressed air and inert gases are in use.","Pipe, Valves and Fittings/Metal Pipe/Metal Pipe.csv -> Geberit m of mps ss therm 49106 sys pipe 35mmx6m",,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/81/24/M48124_wm.jpg,,,,,,,Steel/Metallic,N,EN 10312:2002 + A1:2005,CrTi steel 1.4520 (EN 10088),35 mm,1.5,49106,N,Reliable protection against external corrosion,Suitable for closed cooling or refrigeration circuits,"Durable, cost-effective low-alloy stainless steel",Ideal for industrial applications,Compatible with inert gases and negative pressure systems,"Suitable for technical building systems, heating pipes and radiators",,,,,,,,,"Suitable for heaters, solar, district heating and compressed air",Meets EN 10312:2002 + A1:2005,,,,Plain End,Plain End,Plain End,,,,
139,PM15400,Geberit Mapress water pipe 76.1mm Stainless Steel (6 metre),Geberit,81.42,"Made of stainless steel, this Geberit Mapress 76mm pipe, supplied in 6M lengths, is part of highly effective supply system suitable for a range of uses. Offering a high molybdenum content, this 2mm thick pipe is highly resistant to corrosion and extremely durable.","Pipe, Valves and Fittings/Metal Pipe/Metal Pipe.csv -> Geberit Mapress water pipe 76.1mm Stainless Steel (6 metre)",,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/54/00/NW-M15400_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/9-/20/Geberit_Piping_Sys_Catalogue_2019-20.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
140,PM15401,Geberit Mapress 39010 39010 water pipe 88.9mm Stainless Steel (6 metre),Geberit,92.77,"Made of stainless steel, this Geberit Mapress 89mm pipe, supplied in 6M lengths, is part of highly effective supply system suitable for a range of uses. Offering a high molybdenum content, this 2mm thick pipe is highly resistant to corrosion and extremely durable. Priced per metre","Pipe, Valves and Fittings/Metal Pipe/Metal Pipe.csv -> Geberit Mapress 39010 39010 water pipe 88.9mm Stainless Steel (6 metre)",,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/54/02/NW-M15401_M15402_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/9-/20/Geberit_Piping_Sys_Catalogue_2019-20.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
141,PR00037,"Froch SCH10S welded pipe A312-06 16"" nb 304L",Froch,405.43,"Made of 4.78mm thick 304L stainless steel, this Froch SCH10S 400mm welded pipe is suitable for use in a wide range of settings, from chemical and petrochemical plants to pulp and paper mills, food and beverage plants, oil and gas refineries and water transport systems to power plants and more.","Pipe, Valves and Fittings/Metal Pipe/Metal Pipe.csv -> Froch SCH10S welded pipe A312-06 16"" nb 304L",,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/00/37/NW-R00035_R00037_wm.jpg,,,,,,,,N,ASTM A312-06,304L Stainless Steel,400mm,4.78,R00037*,N,Stainless steel construction,Meets ASTM A312-06,,,,,,16,,,SCH10S,304L,,Welded Pipe,,,,,,,,,,,,
142,P508157,Lawton Tube TX PVC copper tube 15mm x 3mtr White,Lawton Tube,16.71,"Finished with a white PVC coating, this Lawton Tube TX 15mm copper tube is supplied in a length of 3M.","Pipe, Valves and Fittings/Metal Pipe/Metal Pipe.csv -> Lawton Tube TX PVC copper tube 15mm x 3mtr White",,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/-7/08/508157_59-708_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/hu/re/Lawton_Brochure.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ui/de/Lawton_Technical_Guide.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
143,PL14354,Tata red medium tube 50mm,Tata,37.05,"Threaded at both ends, Tata Install Plus 50mm medium tube is a versatile selection for a range of applications. This pipe is manufactured in high strength carbon steel for reliable robustness and painted for a professional finished appearance.","Pipe, Valves and Fittings/Metal Pipe/Metal Pipe.csv -> Tata red medium tube 50mm",,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/_t/be/TATA_RED_TBE_wm.jpg,,,,,,,Red,N,EN10255/EN10217,Carbon Steel,50 MED,3.6,258357,N,"Suitable for welded, grooved, threaded or flanged connections",Full EPDs and tech subs available,Manufactured in UK,Carbon steel construction,Quality red paint finish suitable for end fit,Meets EN10255 and EN10217 standards,,,,,,,,,,,,,,,,,,,,
144,PM48129,Geberit m of mps ss therm 49111 pipe 108mmx6m,Geberit,53.55,"This Geberit Mapress Therm 49111 108mm pipe, supplied in a 6M length is part of the brand's cost-efficient, corrosion-resistant Mapress Therm pipe system, designed to meet the needs of closed heating and cooling circuits where moisture is inevitably present. This low-alloy stainless steel system protects against condensation and external moisture, making it ideal for cooling systems, floor heating systems where wet, cement-based materials take a long time to dry, and industrial applications, particularly where compressed air and inert gases are in use.","Pipe, Valves and Fittings/Metal Pipe/Metal Pipe.csv -> Geberit m of mps ss therm 49111 pipe 108mmx6m",,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/81/29/M48129_wm.jpg,,,,,,,Steel/Metallic,N,EN 10312:2002 + A1:2005,CrNi steel 1.4301 (EN 10088),108mmØ,2,49611,N,Reliable protection against external corrosion,Suitable for closed cooling or refrigeration circuits,"Durable, cost-effective low-alloy stainless steel",Ideal for industrial applications,Compatible with inert gases and negative pressure systems,"Suitable for technical building systems, heating pipes and radiators",,,,,,,,,"Suitable for heaters, solar, district heating and compressed air",Meets EN 10312:2002 + A1:2005,,,,Plain End,Plain End,Plain End,,,,
145,PL13431,Omegaflex TracPipe gas pipe DN22 x 10mtr with 2 fastenings and tape,Omegaflex,158.61,"An alternative to rigid pipes, Omegaflex TracPipe 22mm gas pipe is made of stainless steel with high resistance to damage and crushing, ideal for on-site work and in industrial or commercial settings. Supplied in 10M lengths and covered in polyethylene, TracPipe incorporates flame spread and smoke density inhibitors for a two hour fire rating and suitability for fire-protected areas.","Pipe, Valves and Fittings/Metal Pipe/Metal Pipe.csv -> Omegaflex TracPipe gas pipe DN22 x 10mtr with 2 fastenings and tape",,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/34/34/NW-L13430_L13434_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/hu/re/TracPipe_TracPipeCC_Brochure.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
146,PM48128,Geberit m of mps ss therm 49110 pipe 88.9mmx6m,Geberit,44.55,"This Geberit Mapress Therm 49110 88.9mm pipe, supplied in a 6M length is part of the brand's cost-efficient, corrosion-resistant Mapress Therm pipe system, designed to meet the needs of closed heating and cooling circuits where moisture is inevitably present. This low-alloy stainless steel system protects against condensation and external moisture, making it ideal for cooling systems, floor heating systems where wet, cement-based materials take a long time to dry, and industrial applications, particularly where compressed air and inert gases are in use.","Pipe, Valves and Fittings/Metal Pipe/Metal Pipe.csv -> Geberit m of mps ss therm 49110 pipe 88.9mmx6m",,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/81/28/M48128_wm.jpg,,,,,,,Steel/Metallic,N,EN 10312:2002 + A1:2005,CrNi steel 1.4301 (EN 10088),88.9 mm,1.5,49610,N,Reliable protection against external corrosion,Suitable for closed cooling or refrigeration circuits,"Durable, cost-effective low-alloy stainless steel",Ideal for industrial applications,Compatible with inert gases and negative pressure systems,"Suitable for technical building systems, heating pipes and radiators",,,,,,,,,"Suitable for heaters, solar, district heating and compressed air",Meets EN 10312:2002 + A1:2005,,,,Plain End,Plain End,Plain End,,,,
147,PL13265,Tubetrade M Hot 10255/17-2 Red Hvy Ss 25mm HR,Tubetrade,13.09,Tubetrade gas and water tube conforms to EN 10217:2019 (Part 1 & Part 2) standards. This heavy weight tube is red primer painted and has screwed and socketed connections.,"Pipe, Valves and Fittings/Metal Pipe/Metal Pipe.csv -> Tubetrade M Hot 10255/17-2 Red Hvy Ss 25mm HR",,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/32/68/L13263_L13268_wm.jpg,,,,,,,Red,N,CE,Carbon Steel,25 mm,4.0,RHSS0253.25M-P2,N,Hot-formed,Red colour,Complies with EN 10217-2,,,,,,,,,,,,,,,,,,Screwed & Socketed,,,,,
148,PM48123,Geberit m of mps ss therm 49105 sys pipe 28mmx6m,Geberit,10.01,"This Geberit Mapress Therm 49105 28mm pipe, supplied in a 6M length is part of the brand's cost-efficient, corrosion-resistant Mapress Therm pipe system, designed to meet the needs of closed heating and cooling circuits where moisture is inevitably present. This low-alloy stainless steel system protects against condensation and external moisture, making it ideal for cooling systems, floor heating systems where wet, cement-based materials take a long time to dry, and industrial applications, particularly where compressed air and inert gases are in use.","Pipe, Valves and Fittings/Metal Pipe/Metal Pipe.csv -> Geberit m of mps ss therm 49105 sys pipe 28mmx6m",,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/81/23/M48123_wm.jpg,,,,,,,Steel/Metallic,N,EN 10312:2002 + A1:2005,CrTi steel 1.4520 (EN 10088),28 mm,1.2,49105,N,Reliable protection against external corrosion,Suitable for closed cooling or refrigeration circuits,"Durable, cost-effective low-alloy stainless steel",Ideal for industrial applications,Compatible with inert gases and negative pressure systems,"Suitable for technical building systems, heating pipes and radiators",,,,,,,,,"Suitable for heaters, solar, district heating and compressed air",Meets EN 10312:2002 + A1:2005,,,,Plain End,Plain End,Plain End,,,,
149,PL14002,Tata Install Plus hot EN 10255/17-2 medium plain ends 25mm tube (Per metre),Tata,17.65,"Multi-certified, this Tata Install Plus 25mm hot-finished tube is especially designed to meet the needs of a wide range of building, engineering and industrial pipework applications. An ideal replacement for the withdrawn BS 1387 standard that doesn't allow for CE marking or satisfy construction products regulations (CPR), Install Plus is made of 3.2mm galvanised steel and supplied in a 64M length.","Pipe, Valves and Fittings/Metal Pipe/Metal Pipe.csv -> Tata Install Plus hot EN 10255/17-2 medium plain ends 25mm tube (Per metre)",,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/40/10/NW-L14000_L14010_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ic/al/Tata_Install_Plus_Tube_Technical.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
150,PL14001,Tata Install Plus hot EN 10255/17-2 medium plain ends 20mm tube (Per metre),Tata,12.3,"Multi-certified, this Tata Install Plus 20mm hot-finished tube is especially designed to meet the needs of a wide range of building, engineering and industrial pipework applications. An ideal replacement for the withdrawn BS 1387 standard that doesn't allow for CE marking or satisfy construction products regulations (CPR), Install Plus is made of 2.6mm galvanised steel and supplied in a 64M length.","Pipe, Valves and Fittings/Metal Pipe/Metal Pipe.csv -> Tata Install Plus hot EN 10255/17-2 medium plain ends 20mm tube (Per metre)",,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/40/10/NW-L14000_L14010_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ic/al/Tata_Install_Plus_Tube_Technical.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
151,PM19951,Geberit Mapress carbon steel zinc plated pipe 88.9mm (6 metre),Geberit,32.85,"Made of carbon steel, this Geberit Mapress 88.9mm system pipe is finished with a robust external zinc plating.  Fitted with press-fit x plain end connections and supplied in a 6M length, this pipe is suitable for use in technical building systems, industry and shipbuilding applications.","Pipe, Valves and Fittings/Metal Pipe/Metal Pipe.csv -> Geberit Mapress carbon steel zinc plated pipe 88.9mm (6 metre)",,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/ma/ge/M19951_Primary_Image_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/te/ch/Geberit_Mapress_CS_System_Pipe_Tech.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
