,pid,Title,Brand,Price,Description,category,mfpartnumber,whatisincluded,Image,Attachment 1,Attachment 2,Attachment 3,Colour,Connection Size,Connection Type,Diameter,Range,Warranty,Weight,Hazardous,Drainage Product Type,Material,Standards,Supplier Product Code,WEEE Compliant,Application,Feature 1,Feature 2,Feature 3,Feature 4,Feature 5,Feature 6,Feature 7,Feature 8,Attachment 4,Attachment 5,Minimum Operating Temperature,Resistance Features,Wall Thickness (mm),Maximum Operating Temperature,Feature 9
28,PW12093,Saint Gobain Ensign Soil EF006 88deg single branch 100 x 50mm,Saint Gobain,49.36,"This Saint Gobain Ensign Soil EF006 100 x 50 x 100mm 88° branch tee is made of cast iron with a red protective finish and spigot connections. Used by flagship hospitals throughout the UK, the strong and long lasting Ensign range helps to maintain a safe environment while providing reliable sanitary drainage and rainwater solutions.",Drainage/Soil Pipes and Fittings/Soil Pipe Branches/Soil Pipe Branches.csv -> Saint Gobain Ensign Soil EF006 88deg single branch 100 x 50mm,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/20/93/NW-W12092_W12093_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ic/al/SG_Pipes_and_Fittings_Technical.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/br/cr/SG_Ensign_CI_Drainage_Systems_Brcr.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/br/cr/SG_Ensign_CI_AG_BG_Drainage_Sys_Brcr.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
29,PF66925,Polypipe PolySoil 92.5deg double branch 110mm Black,Polypipe,161.14,"Made of black PVC-U, this Polypipe PolySoil double branch with 110mm push-fit connections is suitable for use in domestic applications. Incorporating single-piece moulding technology the PolySoil system offers improved performance and longevity with ring lock seal technology preventing seal distortion for simple, reliable installation with no risk of dislodgment.",Drainage/Soil Pipes and Fittings/Soil Pipe Branches/Soil Pipe Branches.csv -> Polypipe PolySoil 92.5deg double branch 110mm Black,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/69/25/NW-F66925_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/hu/re/Polypipe_PolySoil_Brochure.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/20/15/Polypipe_Building_Prod_Guide_May2015.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
30,PQ65002,Wavin Wavin OsmaSoil 92.5deg double branch 100mm Black,Wavin,131.32,"Made of black PVC-u, this Wavin OsmaSoil 110mm 92.5° double branch with socket x socket x socket x plain end connections is suitable for use in both domestic and commercial installations.",Drainage/Soil Pipes and Fittings/Soil Pipe Branches/Soil Pipe Branches.csv -> Wavin Wavin OsmaSoil 92.5deg double branch 100mm Black,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/50/02/NW-Q65002_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ti/on/Wavin_Osma_Soil-Waste_Installation.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ms/ds/Wavin_PVC_U_Pipe_&_Fittings_MSDS.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ca/te/Wavin_OsmaSoil_Waste_Certificate.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
31,PF28027,"Polypipe Terrain 100 92deg single branch 4"" Black",Polypipe,59.54,"Suitable for use in commercial building services, this Polypipe Terrain 100 92° single equal branch with 110mm solvent weld connections is made of black PVC-u. Fully accredited, the Polypipe Terrain PVC drainage system can be jointed to a wide range of other materials.","Drainage/Soil Pipes and Fittings/Soil Pipe Branches/Soil Pipe Branches.csv -> Polypipe Terrain 100 92deg single branch 4"" Black",,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/80/27/NW-F28027_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/rc/hr/Polypipe_Terrain_Above_Ground_Brchr.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
32,PQ64224,"Wavin Wavin OsmaSoil 87.5deg 5-boss branch 4"" Grey",Wavin,68.06,"Made of grey PVC-u, this Wavin OsmaSoil 4"" 87.5° five-boss branch with 110mm socket x socket x plain end connections is suitable for use in both domestic and commercial installations.","Drainage/Soil Pipes and Fittings/Soil Pipe Branches/Soil Pipe Branches.csv -> Wavin Wavin OsmaSoil 87.5deg 5-boss branch 4"" Grey",,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/42/24/NW-Q64224_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ti/on/Wavin_Osma_Soil-Waste_Installation.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ms/ds/Wavin_PVC_U_Pipe_&_Fittings_MSDS.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ca/te/Wavin_OsmaSoil_Waste_Certificate.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
33,PF87195,Marley Push-Fit Soil 87.5deg MPD single 5-boss branch (PVC),Marley,89.3,"This Marley Push-Fit Soil 87.5° five boss branch tee with 110mm push-fit x push-fit x spigot connections is made of blue PVC-U. Fast and simple to install, this fitting is suitable for most drainage jobs.",Drainage/Soil Pipes and Fittings/Soil Pipe Branches/Soil Pipe Branches.csv -> Marley Push-Fit Soil 87.5deg MPD single 5-boss branch (PVC),,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/71/95/NW-F87195_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ti/on/Marley_Soil-Waste_Installation.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/hu/re/Marley_Soil-Waste_Brochure.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
34,PW10022,Ensign Agilium AF006 88deg single branch 100 x 100mm,Ensign,59.54,"Part of the cast iron Ensign Agilium mechanically jointed above-ground drainage system, this Saint Gobain Ensign Agilium 100mm 88° single branch is suitable for use in soil and waste systems as well as in venting, internal rainwater and suspended drainage applications. Offering excellent fire resistance properties, cast iron is also acoustically extremely quiet as well as being extremely robust, resulting in the potential for a service life in excess of fifty years.",Drainage/Soil Pipes and Fittings/Soil Pipe Branches/Soil Pipe Branches.csv -> Ensign Agilium AF006 88deg single branch 100 x 100mm,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/00/22/W10022_wm.jpg,,,,Red,100 x 100 mm,Mechanical,100 x 100 mm,Agilium,1 year,2.46 kg,N,Branch,Cast Iron,BS EN877,282810,N,"Domestic use, Fat Wastewater, Hot effluents, Hydrocarbon Wastewater, Rainwater, Runoff water, Industrial Wastewater",Suitable for domestic use,"Suitable for fat waste water, hot effluents and hydrocarbon waste water","Suitable for rainwater, runoff water and industrial waste water",Cast iron construction,"Red-brown, anti-corrosive acrylic coating, average thickness 40m","2-component ochre-coloured epoxy internal coating, average dry film thickness of 130m",Meets BS EN 877,1 year warranty,,,,,,,
35,PW12090,Saint Gobain Ensign Soil EF006 88deg single branch 50 x 50mm,Saint Gobain,34.08,"This Saint Gobain Ensign Soil EF006 50mm 88° branch tee is made of cast iron with a red protective finish and spigot connections. Used by flagship hospitals throughout the UK, the strong and long lasting Ensign range helps to maintain a safe environment while providing reliable sanitary drainage and rainwater solutions.",Drainage/Soil Pipes and Fittings/Soil Pipe Branches/Soil Pipe Branches.csv -> Saint Gobain Ensign Soil EF006 88deg single branch 50 x 50mm,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/20/90/NW-W12090_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ic/al/SG_Pipes_and_Fittings_Technical.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/br/cr/SG_Ensign_CI_Drainage_Systems_Brcr.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/br/cr/SG_Ensign_CI_AG_BG_Drainage_Sys_Brcr.pdf,,,,,,,,,,,,,,,,,,,,,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/br/cr/Saint_Gobain_CI_AGBG_Drainage_Brcr.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/he/et/Saint_Gobain_EF006_Datasheet.pdf,,,,,
36,PF00242,Polypipe Terrain Fuze HDPE 4 way branch 110 x 56mm,Polypipe,59.1,"Suitable for use in commercial building services, this Polypipe Terrain Fuze four-way branch is made of HDPE and includes 110 x 56mm solvent weld connections. The Terrain FUZE ranges offers improved performance over traditional drainage materials, offering higher levels of resistance to impact and abrasion, chemical corrosion and extreme temperatures. Lightweight, Terrain FUZE is easy and fast to install, saving on time and resources.",Drainage/Soil Pipes and Fittings/Soil Pipe Branches/Soil Pipe Branches.csv -> Polypipe Terrain Fuze HDPE 4 way branch 110 x 56mm,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/02/42/NW-F00242_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ic/al/Polypipe_Terrain_Fuze_Technical.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
37,PF68879,Polypipe 92.5deg single branch double socket 110mm Black,Polypipe,52.3,"This Polypipe System 2000 branch is made of black PVC-U with 110mm solvent weld connections and is suitable for domestic use. An alternative to ring seal fittings, System 2000 Solvent weld soil fittings are the ideal choice where a permanent homogeneous connection is needed.",Drainage/Soil Pipes and Fittings/Soil Pipe Branches/Soil Pipe Branches.csv -> Polypipe 92.5deg single branch double socket 110mm Black,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/88/79/NW-F68879_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/20/15/Polypipe_Building_Prod_Guide_May2015.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
38,PF69620,Polypipe 87.5deg branch 110mm Black,Polypipe,35.77,"This Polypipe System 2000 branch is made of black PVC-U with 110mm solvent weld connections and is suitable for domestic use. An alternative to ring seal fittings, System 2000 Solvent weld soil fittings are the ideal choice where a permanent homogeneous connection is needed.",Drainage/Soil Pipes and Fittings/Soil Pipe Branches/Soil Pipe Branches.csv -> Polypipe 87.5deg branch 110mm Black,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/96/20/NW-F69620_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/20/15/Polypipe_Building_Prod_Guide_May2015.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
39,PF57706,Geberit HDPE 91.5deg HDPE branch 110 x 110mm,Geberit,9.34,"Manufactured in high density polyethylene (HDPE), this Geberit HDPE 88.5° swept entry T branch fitting with 110mm solvent weld connections is suitable for a range of uses in building and roof drainage in industrial, commercial and laboratory settings and can be installed in-ground, in concrete or during bridge construction. This fitting is additionally suitable for conventional or siphonic roof drainage systems and in land drainage systems.",Drainage/Soil Pipes and Fittings/Soil Pipe Branches/Soil Pipe Branches.csv -> Geberit HDPE 91.5deg HDPE branch 110 x 110mm,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/77/06/F57706_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/og/ue/Geberit_HDPE_Silent_db20_Catalogue.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ui/de/Geberit_DrainageSystem_Product_Guide.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
40,PQ66001,Wavin Wavin OsmaSoil equal single branch 87.5' 110mm Black,Wavin,51.71,"Made of black PVC-u, this Wavin OsmaSoil 110mm 87.5° equal single branch with solvent weld x solvent weld x plain end connections is suitable for use in both domestic and commercial installations.",Drainage/Soil Pipes and Fittings/Soil Pipe Branches/Soil Pipe Branches.csv -> Wavin Wavin OsmaSoil equal single branch 87.5' 110mm Black,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/60/01/NW-Q66001_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ti/on/Wavin_Osma_Soil-Waste_Installation.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ms/ds/Wavin_PVC_U_Pipe_&_Fittings_MSDS.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ca/te/Wavin_OsmaSoil_Waste_Certificate.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
41,PF68878,Polypipe 92.5deg single branch 110mm Black,Polypipe,52.3,"This Polypipe System 2000 branch is made of black PVC-U with 110mm solvent weld connections and is suitable for domestic use. An alternative to ring seal fittings, System 2000 Solvent weld soil fittings are the ideal choice where a permanent homogeneous connection is needed.",Drainage/Soil Pipes and Fittings/Soil Pipe Branches/Soil Pipe Branches.csv -> Polypipe 92.5deg single branch 110mm Black,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/88/78/NW-F68878_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/20/15/Polypipe_Building_Prod_Guide_May2015.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
42,PF40332,Polypipe Terrain Fuze 90deg HDPE branch 110 x 56mm,Polypipe,18.48,"Suitable for use in commercial building services, this Polypipe Terrain Fuze 110 x 56mm solvent weld branch is made of HDPE. The Terrain FUZE ranges offers improved performance over traditional drainage materials, offering higher levels of resistance to impact and abrasion, chemical corrosion and extreme temperatures. Lightweight, Terrain FUZE is easy and fast to install, saving on time and resources.",Drainage/Soil Pipes and Fittings/Soil Pipe Branches/Soil Pipe Branches.csv -> Polypipe Terrain Fuze 90deg HDPE branch 110 x 56mm,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/03/32/NW-F40331_F40332_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ic/al/Polypipe_Terrain_Fuze_Technical.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
43,PF40519,Polypipe Terrain Fuze 88deg HDPE swept branch 110 x 110mm,Polypipe,22.33,"Suitable for use in commercial building services, this Polypipe Terrain Fuze swept branch is made of HDPE with 110mm solvent weld connections. The Terrain FUZE ranges offers improved performance over traditional drainage materials, offering higher levels of resistance to impact and abrasion, chemical corrosion and extreme temperatures. Lightweight, Terrain FUZE is easy and fast to install, saving on time and resources.",Drainage/Soil Pipes and Fittings/Soil Pipe Branches/Soil Pipe Branches.csv -> Polypipe Terrain Fuze 88deg HDPE swept branch 110 x 110mm,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/05/19/NW-F40519_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ic/al/Polypipe_Terrain_Fuze_Technical.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
44,PW12100,Saint Gobain Ensign Soil EF006 88deg single branch 150 x 150mm,Saint Gobain,109.68,"This Saint Gobain Ensign Soil EF006 150mm 88° branch tee is made of cast iron with a red protective finish and spigot connections. Used by flagship hospitals throughout the UK, the strong and long lasting Ensign range helps to maintain a safe environment while providing reliable sanitary drainage and rainwater solutions.",Drainage/Soil Pipes and Fittings/Soil Pipe Branches/Soil Pipe Branches.csv -> Saint Gobain Ensign Soil EF006 88deg single branch 150 x 150mm,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/21/00/NW-W12100_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ic/al/SG_Pipes_and_Fittings_Technical.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/br/cr/SG_Ensign_CI_Drainage_Systems_Brcr.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/br/cr/SG_Ensign_CI_AG_BG_Drainage_Sys_Brcr.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
45,PF40331,Polypipe Terrain Fuze 90deg HDPE branch 110 x 50mm,Polypipe,18.48,"Made of HDPE, this Polypipe Terrain Fuze 90° 110 x 50mm solvent weld branch is suitable for commercial building services. Offering better performance than traditional drainage materials, the Terrain Fuze range is highly resistant to impact and abrasion and stands up to chemical corrosion and extreme temperatures. Easy to install, lightweight Fuze fittings help installers to save on time and cost.",Drainage/Soil Pipes and Fittings/Soil Pipe Branches/Soil Pipe Branches.csv -> Polypipe Terrain Fuze 90deg HDPE branch 110 x 50mm,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/03/32/NW-F40331_F40332_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ic/al/Polypipe_Terrain_Fuze_Technical.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
46,PQ64226,Wavin Wavin OsmaSoil 135deg single branch 110mm Grey,Wavin,78.05,"Made of grey PVC-u, this Wavin OsmaSoil 110mm 135° single branch with socket x socket x plain end connections is suitable for use in both domestic and commercial installations.",Drainage/Soil Pipes and Fittings/Soil Pipe Branches/Soil Pipe Branches.csv -> Wavin Wavin OsmaSoil 135deg single branch 110mm Grey,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/42/26/NW-Q64226_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ti/on/Wavin_Osma_Soil-Waste_Installation.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ms/ds/Wavin_PVC_U_Pipe_&_Fittings_MSDS.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ca/te/Wavin_OsmaSoil_Waste_Certificate.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
47,PF29033,"Polypipe Terrain 100 135deg single branch 4"" Grey",Polypipe,62.13,"Made of grey PVC-U, this Polypipe Terrain 100 single equal branch with 110mm solvent weld connections is designed for use in commercial building services. The Polypipe Terrain PVC drainage system is fully accredited and is suitable for joining to a variety of other materials.","Drainage/Soil Pipes and Fittings/Soil Pipe Branches/Soil Pipe Branches.csv -> Polypipe Terrain 100 135deg single branch 4"" Grey",,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/90/33/NW-F29033_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/rc/hr/Polypipe_Terrain_Above_Ground_Brchr.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
48,PF08857,Polypipe Terrain Q double boss branch 110mm x 92 degree bend,Polypipe,147.54,"Part of a comprehensive system, this Polypipe Terrain 110 x 92° double boss branch bend is manufactured in robust HDPE. The Terrain system includes a wide range of soil and waste drainage fittings that can be used in commercial, industrial, housing and public sector projects.",Drainage/Soil Pipes and Fittings/Soil Pipe Branches/Soil Pipe Branches.csv -> Polypipe Terrain Q double boss branch 110mm x 92 degree bend,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/93/13/579313_wm.jpg,,,,Blue,110mm,Push Fit,110mm,Terrain Q,1 year,1.214 kg,N,Branch,Polypropylene,BS EN 1451,706P.104.92B,N,Soil,HDPE construction,Blue colour,High quality finish,Suitable for all types of commercial and domestic installations,Part of a fully accredited product system,Push-fit connections,Abrasion and impact resistant,Meets BS EN 1451,,,-40,Abrasion & Impact,3.2,80,1 year warranty
49,PF40406,Polypipe Terrain Fuze 45deg HDPE Y-branch 160 x 160mm,Polypipe,94.64,"Made of HDPE with 160mm solvent weld connections, this Polypipe Terrain Fuze 45° equal Y branch is suitable for commercial building services. Offering better performance than traditional drainage materials, the Terrain Fuze range is highly resistant to impact and abrasion and stands up to chemical corrosion and extreme temperatures. Easy to install, lightweight Fuze fittings help installers to save on time and cost.",Drainage/Soil Pipes and Fittings/Soil Pipe Branches/Soil Pipe Branches.csv -> Polypipe Terrain Fuze 45deg HDPE Y-branch 160 x 160mm,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/04/07/NW-F40406_F40407_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ic/al/Polypipe_Terrain_Fuze_Technical.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
50,PF40404,Polypipe Terrain Fuze 45deg HDPE Y-branch 110 x 110mm,Polypipe,20.51,"Suitable for use in commercial building services, this Polypipe Terrain Fuze equal Y branch is made of HDPE with 110mm solvent weld connections. The Terrain FUZE ranges offers improved performance over traditional drainage materials, offering higher levels of resistance to impact and abrasion, chemical corrosion and extreme temperatures. Lightweight, Terrain FUZE is easy and fast to install, saving on time and resources.",Drainage/Soil Pipes and Fittings/Soil Pipe Branches/Soil Pipe Branches.csv -> Polypipe Terrain Fuze 45deg HDPE Y-branch 110 x 110mm,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/04/04/NW-F40404_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ic/al/Polypipe_Terrain_Fuze_Technical.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
51,PW12120,Saint Gobain Ensign Soil EF006 45deg single branch 100 x 100mm,Saint Gobain,45.85,"This Saint Gobain Ensign Soil EF006 100mm 45° branch tee is made of cast iron with a red protective finish and spigot connections. Used by flagship hospitals throughout the UK, the strong and long lasting Ensign range helps to maintain a safe environment while providing reliable sanitary drainage and rainwater solutions.",Drainage/Soil Pipes and Fittings/Soil Pipe Branches/Soil Pipe Branches.csv -> Saint Gobain Ensign Soil EF006 45deg single branch 100 x 100mm,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/21/20/NW-W12120_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ic/al/SG_Pipes_and_Fittings_Technical.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/br/cr/SG_Ensign_CI_Drainage_Systems_Brcr.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/br/cr/SG_Ensign_CI_AG_BG_Drainage_Sys_Brcr.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
