,pid,Title,Brand,Price,Description,category,mfpartnumber,whatisincluded,Image,Attachment 1,Attachment 2,Attachment 3,Attachment 4,Attachment 5,Flow Rate,Fuel Type,Range,Warranty,Weight,Energy Rating,Hazardous,Water Heating Energy Efficiency Class,Output,Depth (mm),Boiler Bundles,Efficiency (SAP 2009),Mounting Type,Supplier Product Code,Type,WEEE Compliant,Feature 1,Feature 2,Feature 3,Feature 4,Feature 5,Feature 6,Feature 7,Feature 8,Pack Quantity,Feature 9,Feature 10,Feature 11,Feature 12,Attachment 6,Attachment 7,Dry Weight (kg),Colour,Max High Level Flue Length (metres),Seasonal Space Heating Energy Efficiency %,Feature 13,Feature 14,Feature 15,Feature 16,Feature 17,Feature 18,Feature 19,Attachment 8,Attachment 9,Max Vertical Level Flue Length (metres),Rated Heat Output (Prated or Psup),Seasonal Space Heating Energy Efficiency Class,Flue Type,Flue Diameter,Flue Length,Flue Size,Part Gas Council number,By Model Number
282,P115367,Worcester Bosch Greenstar Danesmoor Utility 25/32 2022+ heat only boiler,Worcester Bosch,2399.97,"A regular oil boiler ideal for the utility room in homes of almost any size, the Worcester Bosch Greenstar Danesmoor External 25/32 2022+ heat only boiler has been designed based on customer feedback to deliver on user-friendly performance and ease of installation. Lightweight and flexible, this reliable ErP A-rated boiler is fitted with an easy to remove one-piece primary baffle and cross firing burner and offers effortless access to oil and hydraulic connections.",Boilers/sub_categories/Gas Boilers/Gas Boilers.csv -> Worcester Bosch Greenstar Danesmoor Utility 25/32 2022+ heat only boiler,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/53/67/115365_115367_wm.jpg,,,,,,,Oil,Greenstar Danesmoor Utility,2 years,11.5 kg,A,N,,32 kW,600,,90.5,Floor Standing,7731600247,Heat Only Boiler,N,Cross firing burner,Accepts a 30°C return temperature making the appliance perfect for modern heating designs,One piece baffle for quick and easy servicing,Lightweight aiding installation,Easy access oil and hydraulic connections,Compatible with solar thermal,80/125mm room sealed flues with lengths of up to 8m available,Plume management of up to 5m with conventional and flexi-flue kits also available,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
283,P151025,Baxi 818 1 system boiler 2 natural gas or LPG,Baxi,1192.06,"A compact design suitable for fitting into a standard cupboard, the Baxi 818 system boiler offers easy installation using the including wall mounting bracket. Manually convertible, this efficient ErP A-rated 18kW boiler can run on natural gas or LPG and offers compatibility with the Megaflo Eco hot water cylinder range. The supplied Adey Micro 2 magnetic system filter helps to improve efficiency of the 818 even further, cleverly capturing and removing damaging debris for cleaner running and less risk of breakdown.",Boilers/sub_categories/Gas Boilers/Gas Boilers.csv -> Baxi 818 1 system boiler 2 natural gas or LPG,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/10/25/151025_wm.jpg,,,,,,N/A,Natural Gas / LPG,818,10 Years Parts & Labour,2.85 kg,A,N,A,18 kW,285,,94,Wall mounting bracket,7814313,System Boiler,N,Includes magnetic system filter,Compact cupboard fit design,Suitable for wall mounting,Supplied with mounting bracket,For natural gas or LPG operation,10 year parts and labour warranty,,,,,,,,,,285,,,,,,,,,,,,,,,,,,,,,
284,P130192,Glow-worm Energy 25S boiler 25s,Glow-worm,1449.04,"Suitable for installation alongside a hot water storage cylinder, the Glow-worm Energy 25s system boiler is ideal for homes where demand for hot water is high. Light and compact, with the option of top or rear flueing, this 25kW output boiler is easy to site and install, and servicing is simple too thanks to a water flush cleaning system requiring no special tools or chemicals. The Energy's use of automotive-grade materials and patented four-sided cooling ensures longevity and a cost-saving ErP A rating.",Boilers/sub_categories/Gas Boilers/Gas Boilers.csv -> Glow-worm Energy 25S boiler 25s,,System boilerHeat generatorUnit mounting bracketFlexible condensate discharge pipe4x 3/4 inch seals3x 1/2 inch seals2x service valvesGas stopcock2x connection pipe (heating flow and return)Gas pipeExpansion relief valve discharge pipeMounting templateEnc,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/01/93/NW-130189_130193_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/hu/re/Glow_worm_The_Energy_Range_Brochure.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ta/ll/Glow_worm_Energy7_Sys_Boiler_Install.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/hu/re/Glow_worm_TheEnergy_Compact_Brochure.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/br/cr/Glow_worm_Independent_Merchant_Brcr.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/rc/ts/Glow_worm_Energy7_Syst_Oper_Instrcts.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
285,P125235,Ideal Heating Logic 228334 logic max combi 2 C24,Ideal Heating,1001.98,"The latest iteration in Ideal's award-winning Logic range, this Ideal Logic Max2 C24 boiler is designed for compatibility with easy to install Halo controls. Compact and neatly designed with under-boiler connections, this cupboard-fit 24kW combi boiler allows for easy, quick installation into the average kitchen or utility room cupboard. A high-res screen makes commissioning and use of the Logic Max2 simple while an A rating for efficiency helps to minimise running costs.",Boilers/sub_categories/Gas Boilers/Gas Boilers.csv -> Ideal Heating Logic 228334 logic max combi 2 C24,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/51/37/125235_125137_wm.jpg,,,,,,,Natural Gas,Logic,10 Years,34.8,A,N,A,24 kW,310,No,89.6,Wall Mounted,228334,Combi Boiler,N,Made in the UK<multisep/>Compact cupboard fit<multisep/>Large high resolution colour screen<multisep/>Compatible with the Halo smart programmable thermostat range<multisep/>High quality brass system filter to protect your central heating system<multisep/>A rated for efficiency<multisep/>10 year parts and labour warranty,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
286,P116020,Vaillant ecoFIT pure 418 heat only open vent boiler,Vaillant,1535.81,"The compact Vaillant ecoFIT pure 418 heat only boiler is designed for smaller spaces, allowing for easy cupboard fitting in an open vent system. Connected to a storage cylinder this ErP A-rated, 18kW output unit can supply reliable domestic hot water to multiple outlets at once, making it a great choice for those homes where low water pressure is an issue. Compatible with a range of controls, including the vSMART app, and suitable for use in an eco-friendly solar-driven system, the ecoFIT pure can help you to create a greener home.",Boilers/sub_categories/Gas Boilers/Gas Boilers.csv -> Vaillant ecoFIT pure 418 heat only open vent boiler,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/60/23/116018_116023_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/hu/re/Vaillant_ecoFIT-Pure_Boiler_Brochure.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ta/ll/Vaillant_OpenVent-ecoFITpure_Install.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ti/on/Vaillant_ecoFITpr_412435_Instruction.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
287,P169953,Vaillant EcoTec Exclusive Green iQ 843 combi boiler,Vaillant,2865.92,"The ecoTEC Exclusive Green iQ 843 is Vaillant's first Green iQ boiler. Packed full of Vaillant's smart technology and boasting easy fitting and operation, the ecoTEC Exclusive gives you top performance while minimising your carbon footprint by using a raft of eco-friendly features including intelligent consumption and output management, optimal running cycles and a low energy pump. Simple to operate, this 43kW output, ErP A-rated boiler features a backlit plain text display containing status and diagnostic info and can be connected with the vSMART™ control and smartphone app for additional flexibility and on-the-go operation.",Boilers/sub_categories/Gas Boilers/Gas Boilers.csv -> Vaillant EcoTec Exclusive Green iQ 843 combi boiler,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/99/53/169952_169953_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ti/on/Vaillant_EcoTec_Green_iQ_Installation.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/an/ce/Vaillant_Heat_Exchanger_Maintenance.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/hu/re/Vaillant_Boilers_Brochure.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ic/al/Vaillant_EcoTec_Green_iQ_Technical.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/io/ns/Vaillant_EcoTec_Green_iQ_Instructions.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/hu/re/Vaillant_EcoTec_Green_iQ_Brochure.pdf,,,,,,,,,,,,,,,,,,,,,,,
288,P333985,Worcester Bosch Greenstar 8000 Life GR8300iW 45 C NG combi boiler pack 45kW White,Worcester Bosch,1981.0,"The Worcester Bosch Greenstar 8000 Life GR8300iW 45 C NG is a direct replacement for the perennially popular CDi Classic, building on strong foundations but with new and improved features for the modern homeowner. With its contemporary design the 8000 Life looks great in any interior and installation is fast and easy thanks to a lower lift weight and familiar layout with all the same fixture points as its predecessor. Using this 45kW boiler is simple, with controls at your fingertips via a full colour text display and the option to connect up to Bosch's EasyControl smart thermostat. Offering an ErP A rating the 8000 Life helps to reduce fuel bills and emissions.",Boilers/sub_categories/Gas Boilers/Gas Boilers.csv -> Worcester Bosch Greenstar 8000 Life GR8300iW 45 C NG combi boiler pack 45kW White,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/hi/te/WB_G_Life_White_wm.jpg,,,,,,15 L/min @ 40°C,Natural Gas,Greenstar 8000 Life,8 years,49kg,A,N,A,45 kW,365,"333827, 333985",94,Wall Hung,333985 PK,Condensing Combi Boiler,N,Direct replacement for the Worcester Bosch CDi Classic,"Easier installation, servicing and maintenance",Full colour text display and push button boiler control,Simple switch from CDi classic with same fixing points and connections,Greenstar Intelligent Filling System,Reduced lift weight compared to the CDi classic,Full wireless connectivity with the Bosch EasyControl,8 year guarantee,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
289,P109208,Baxi 600 Heat 630 heat only boiler,Baxi,1097.65,"The compact, cupboard-fit Baxi 630 Heat heat only boiler has top and rear flueing options, no need for a pump overrun and an easy-fit wall mounting bracket for fast, stress-free fitting. Suitable for fully pumped open vent or sealed systems, this ErP A-rated, 30kW output boiler operates extremely quietly so, even in the smallest of spaces, it's entirely unobtrusive. With front and side access to internal components, the 630 Heat is affordable to maintain and quick and easy to service.",Boilers/sub_categories/Gas Boilers/Gas Boilers.csv -> Baxi 600 Heat 630 heat only boiler,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/92/08/109204_109208_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ui/de/Baxi_600_Heat_User_Guide.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ti/on/Baxi_600_Heat_Installation.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ic/al/Baxi_600_Heat_Technical.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/_e/rp/Baxi_600_Heat_ErP.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/hu/re/Baxi_Boilers_Brochure.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
290,P125240,Ideal Heating Logic 228378 logic max system 2 S24,Ideal Heating,1143.47,"Part of the award-winning Logic range, the Ideal Logic Max2 S24 System boiler has been designed for complete compatibility with Halo smart thermostats, making running your home heating simple, even when you're on the go. Easy to install into most kitchen or utility room cupboards, this neatly designed 24kW system boiler is commissioned and operated vis a high resolution colour screen. A-rated for its high levels of efficiency, the Logic Max System is the perfect choice for homes where running costs and carbon footprints are of real concern.",Boilers/sub_categories/Gas Boilers/Gas Boilers.csv -> Ideal Heating Logic 228378 logic max system 2 S24,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/52/41/125238_125241_wm.jpg,,,,,,,Natural Gas,Logic,10 Years,31.1,A,N,A,24 kW,310,,89.7,Wall Mounted,228378,Boiler,N,"For wall mounted installation<multisep/>Compact fit for in-cupboard installation<multisep/>Built in the UK<multisep/>Operated using large, high res colour screen<multisep/>Compatible with Halo smart programmable thermostat range<multisep/>High quality brass system filter protects system<multisep/>ErP A rated for efficiency<multisep/>10 year parts and labour warranty",,,,,,,,,,,,,,,31.1,,,,,,,,,,,,,,,,,,,,,
291,P334208,Vokera Vision Plus 35C boiler only pack,Vokera,850.0,"The flexible design of the Vokera Vision Plus 35C combi boiler pack makes installation easy in almost any location. ErP A-rated, this 30kW boiler can be installed with a weather compensation sensor or OpenTherm control, such as BeSMART, for even better energy efficiency. It features a user-friendly embedded 7-day digital clock with three modes of operation while a backlit LCD display provides complete control of heating times. This clock can be disabled if an alternative control is used.",Boilers/sub_categories/Gas Boilers/Gas Boilers.csv -> Vokera Vision Plus 35C boiler only pack,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/42/15/NW-334205_334215_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ta/ll/Vokera_Vision_C_Combi_Boiler_Install.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ca/te/Vokera_Vision_Plus_C_EU_Certificate.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/te/ch/Vokera_Vision_Plus_Combi_Boiler_Tech.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ta/ll/Vokera_Vision_Plus_CBoiler_Install.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
292,P115088,Baxi Assure 524 system 2 boiler natural gas,Baxi,1213.2,"Ideal for homes with more than one bathroom or where hot water demand is high, the Baxi Assure 500 System 2 24kW boiler is a compact unit offering compatibility with both Baxi cylinders and the Megaflo Eco cylinder. This compact 24kW system boiler is supplied complete with a hanging bracket for easy installation in the average kitchen cupboard while ongoing maintenance is simplified thanks to a removable wiring block and freeze-resistant condensate trap.",Boilers/sub_categories/Gas Boilers/Gas Boilers.csv -> Baxi Assure 524 system 2 boiler natural gas,,"Boiler,Hanging Bracket, Gas connection pipe, Connection valves (CH and DHW) Condenstate Adaptor, Literature pack.",https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/50/88/115088_wm.jpg,,,,,,10.2,Natural Gas / LPG,Assure,2,32.4,A,N,N/A,24 kW,463,1,N/A,Wall Hung,7814320,System Boiler,N,Lightweight and compact,Suitable for in-cupboard installation,With robust hydraulic block,Hanging bracket included,Pre-heated syphonic condensate trap reduces freezing risk,"Easy-access, removable wiring block",OpenTherm certified,2 year warranty,,,,,,,,28,,,,,,,,,,,,,,,,,,,,,
293,P125241,Ideal Heating Logic 228379 logic max system 2 S30,Ideal Heating,1187.2,"Part of the award-winning Logic range, the Ideal Logic Max2 S30 System boiler has been designed for complete compatibility with Halo smart thermostats, making running your home heating simple, even when you're on the go. Easy to install into most kitchen or utility room cupboards, this neatly designed 30kW system boiler is commissioned and operated vis a high resolution colour screen. A-rated for its high levels of efficiency, the Logic Max System is the perfect choice for homes where running costs and carbon footprints are of real concern.",Boilers/sub_categories/Gas Boilers/Gas Boilers.csv -> Ideal Heating Logic 228379 logic max system 2 S30,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/52/41/125238_125241_wm.jpg,,,,,,,Natural Gas,Logic,10 Years,31.1,A,N,A,30 kW,310,,89.6,Wall Mounted,228379,Boiler,N,"For wall mounted installation<multisep/>Compact fit for in-cupboard installation<multisep/>Built in the UK<multisep/>Operated using large, high res colour screen<multisep/>Compatible with Halo smart programmable thermostat range<multisep/>High quality brass system filter protects system<multisep/>ErP A rated for efficiency<multisep/>10 year parts and labour warranty",,,,,,,,,,,,,,,31.1,,,,,,,,,,,,,,,,,,,,,
294,P333620,Ideal Vogue Combi GEN2 C32 boiler only,Ideal,1212.0,"A lightweight, single piece unit, the Ideal Vogue Combi GEN2 C32 boiler is easy to install, repair, service and maintain. Featuring a bang-up-to-date colour LCD screen display, the 32kW Vogue combi provides advanced diagnostics alongside straightforward multi-function button operation and speedy set up. The latest in cool burner door technology lets you crack on with the job at hand even when the Vogue has been running all day, a feature which only improves maintenance times. With an impressive ErP A rating this thoroughly modern boiler isn't just a pleasure to work with but it helps users to save on waste and energy bills as well.",Boilers/sub_categories/Gas Boilers/Gas Boilers.csv -> Ideal Vogue Combi GEN2 C32 boiler only,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/ge/n2/Vogue_Gen2_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ui/de/Ideal_Vogue__Gen2_User_Guide.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ic/al/Ideal_Vogue_Combi_Technical.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ti/on/Ideal_Vogue_Gen2_Installation.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/an/ty/Ideal_Vogue_Warranty.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
295,P333328,Viessmann vitodens 050-W 35kW combi boiler,Viessmann,1274.16,"LPG-compatible with no need for a conversion kit, the Viessmann Vitodens 050-W combi boiler is fitted with the brand's own patented Matrix Plus burner and Inox-Radial stainless steel heat exchanger for maximised efficiency and excellent performance in the home. This 35kW boiler has a compact design suitable for wall-mounting inside the average sized kitchen cupboard, helping to make siting and installation simple.",Boilers/sub_categories/Gas Boilers/Gas Boilers.csv -> Viessmann vitodens 050-W 35kW combi boiler,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/ro/nt/159729_159731_front_wm.jpg,,,,,,14.3 l/min,Natural Gas / LPG,,7 Years,37Kg,A,N,A,,300,,92,Wall Mounted,333328 PK,Combi Boiler,N,For wall-mounted installation,LPG compatible with no conversion kit required,Offers DHW output of 25.4kW,ErP A-rated efficiency of 92%,Ultra-compact design for fitting into kitchen cupboard,Measures just 700mm in height and 300mm depth,7 year warranty,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
296,P112934,Worcester Bosch Greenstar CDi Highflow 550CDi NG ErP combi boiler,Worcester Bosch,2925.45,"Industry-leading DHW flow rates make the Worcester Bosch Greenstar Highflow 550CDi NG condensing combi boiler perfect for family homes where instant hot water is in constant demand. Delivered complete with a pre-plumbed floor mounting jig and handy wheel-in tray, this 31kW output combi is straightforward to install under a kitchen or utility countertop or, thanks to reliable built-in frost protection, in a garage or cellar where it can be safely operated in even the lowest temperatures. Simple to use, with one-button commissioning and straightforward but wide-ranging controls, the Greenstar Highflow provides exactly the levels of heat you need and with an ErP A rating for heat, B for water, helps to lower both fuel bills and emissions.",Boilers/sub_categories/Gas Boilers/Gas Boilers.csv -> Worcester Bosch Greenstar CDi Highflow 550CDi NG ErP combi boiler,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/29/34/112934_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/io/ns/W_B_Greenstar_CDi_Highflow_Instructions.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/_e/rp/W_B_Greenstar_Highflow_440CDi_ErP.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ti/on/W_B_Greenstar_CDi_Highflow_Installation.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ic/al/W_B_Greenstar_Highflow_440CDi_Technical.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
297,P333957,Worcester Bosch Greenstar 8000 Style GR8700iW 45 CB NG combi boiler pack 45kW Black,Worcester Bosch,2059.0,"The Worcester Bosch Greenstar 8000 Style GR8700iW 45 CB NG combi boiler promises hassle-free installation, servicing and commissioning alongside simple controls and a stylish, contemporary design which will sit alongside modern decor seamlessly. The team at Worcester Bosch has put years of installer and customer feedback into the design of this 45kW combi resulting in, amongst other clever features, a full colour touchscreen display to put control of every aspect of the boiler at your fingertips from set-up, to daily use, to fault diagnostics. Fully compatible with the Greenstar Intelligent Filling System for optimised boiler pressure, the 8000 Style has an ErP A rating to help lower fuel bills and emissions.",Boilers/sub_categories/Gas Boilers/Gas Boilers.csv -> Worcester Bosch Greenstar 8000 Style GR8700iW 45 CB NG combi boiler pack 45kW Black,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/la/ck/WB_G_Style_Black_wm.jpg,,,,,,15 L/min @ 40°C,Natural Gas,Greenstar 8000 Style,8 years,49kg,A,N,A,,365,333957,94,Wall Hung,333957 PK,Condensing Combi Boiler,N,"Combustion chamber for quieter operation than its predecessor, the Greenstar CDi Classic","Compatible with Greenstar Intelligent Filling System, employing the latest innovative software maintains optimum boiler pressure",Design-led product aesthetics for contemporary homes,Improved installation and servicing,Innovative all-colour text touchscreen boiler control with intuitive menu,"Display offers at-a-glance diagnosis, fault-finding and commissioning, with no need to search through manuals and fault codes",Easy commissioning with information for the Benchmark Checklist at your fingertips,Simple switch from CDi classic with same fixing points and connections,,8 year guarantee,,,,,,,,,,,,,,,,,,,,,,,,,,,
298,P112400,Worcester Bosch Greenstar Ri ERP+ 24Ri LPG regular LPG ErP+ boiler,Worcester Bosch,1185.94,"An ideal selection for small and medium sized homes, including those with low water pressure, the Worcester Bosch Greenstar 24Ri ErP+ LPG regular boiler is compact and simple to install, even as a replacement for an existing unit. ErP A-rated, this compact and efficient frost-protected boiler is compatible with Greenskies solar panels as well as Greenstore cylinders for a full Worcester Bosch system with built-in cost savings and eco-credentials.",Boilers/sub_categories/Gas Boilers/Gas Boilers.csv -> Worcester Bosch Greenstar Ri ERP+ 24Ri LPG regular LPG ErP+ boiler,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/24/06/112395_112406_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/hu/re/WB_Gas_Consumer_Brochure.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ta/ll/WB_Greenstar_9-24Ri_Regular_Install.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ic/al/112400_Technical.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/io/ns/WB_Greenstar_Ri_ErP+_Instructions.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
299,P147054,Viessmann Vitodens 100-W B1GA-16 heat only boiler (1),Viessmann,1268.63,"Hydrogen-ready (H2, 20% blend), the Viessmann Vitodens 100-W B1GA-16 heat only boiler is suitable for installation on existing open vented or sealed systems. Reliable and high performing, this ErP A-rated heat only boiler is fitted with the patented Viessmann Matrix Plus Burner and a stainless steel Inox-Radial heat exchanger. Lightweight and compact, the Vitodens 100-W is easy to install in almost any location.",Boilers/sub_categories/Gas Boilers/Gas Boilers.csv -> Viessmann Vitodens 100-W B1GA-16 heat only boiler (1),,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/3_/57/147053_57_wm.jpg,,,,,,,Natural Gas,Vitodens 100-W,5 Year,23 kg,A,N,,16 kW,285,,92,Wall,7959995,Heat Only Boiler,N,Gas condensing heat only boiler for open vent and sealed systems,"Lambda Pro for exceptional performance, high efficiency and low emissions",Hydrogen ready (H2 20% blend),Compact design for cupboard installation,Ideal for bungalow application with its low static water head requirement,"Low weight, easy to handle",Particularly attractive price/performance ratio,Durable and efficient due to Inox-Radial stainless steel heat exchanger,1,MatriX-Plus burner,Easy operation via control unit with LED display and touch buttons,Internet capability with WiFi ready for ViCare app,Ideal for installation in living areas thanks to its low operating noise and compact dimensions,,,,,,,LPG configurable through control settings,,,,,,,,,,,,,,,,,
