,pid,Title,Brand,Price,Description,category,mfpartnumber,whatisincluded,Image,Range,Hazardous,Pack Size,Pack Type,Dimensions (L x W x D),Supplier Product Code,Type,WEEE Compliant,Feature 1,Feature 2,Feature 3,Feature 4,Feature 5,Attachment 1,Attachment 2,Attachment 3,Attachment 4,Pack Quantity,Attachment 5,Feature 6,Feature 7,Feature 8,Feature 9,Feature 10,Feature 11,Feature 12,Feature 13,Feature 14,Feature 15,Colour,Feature 16,Weight
23,PC02070,Center multi purpose wipes 300 pack,Center,10.83,"Center multipurpose wipes degrease and clean effectively, removing everything from solvents to paints, silicones, foams and general grime with a quick swipe. A heavy duty 20GSM design manufactured from 100% SMS polypropylene, these wipes are designed with tradespeople in mind, going tough on dirt while protecting the skin with an alcohol-free formulation imbued with lavender and peppermint oils. These strong, all-purpose wipes are suitable for use on hard surfaces, hands, tools and more, making them a tool bag and workshop must-have.",Trade Essentials/Van and Site Essentials/Cleaning Supplies/Cleaning Supplies.csv -> Center multi purpose wipes 300 pack,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/20/70/C02070_wm.jpg,,,,,,,,,,,,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/00/pk/C02070_CENTER_WIPES_DS_300PK.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ip/es/CB_SDS MULTI PURPOSE WIPES.pdf,,,,,,,,,,,,,,,,,
24,P689165,Advanced Engineering StayClean mini tablets,Advanced Engineering,6.97,"Safe, soluble and non-corrosive, Advanced Engineering StayClean mini tablets controls odours and prevents sludge build-up and blockages in condensate trays and drains. Easy to use and leaving no residue, StayClean uses a single tablet to treat a 2 - 3kW system for up to eight weeks, meaning that this packet of 20 tablets will provide you with several months of clean, efficient operation.",Trade Essentials/Van and Site Essentials/Cleaning Supplies/Cleaning Supplies.csv -> Advanced Engineering StayClean mini tablets,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/91/65/NW-689165_wm.jpg,,,,,,,,,,,,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/te/ch/AE_StayClean_Tablets_Tech.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/_s/ds/AE_Aspen_Pumps_StayClean_SDS.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/_s/ds/AE_StayClean_SDS.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/og/ue/Aspen_Pumps_APG_Catalogue.pdf,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ic/al/AE_StayClean_Technical.pdf,,,,,,,,,,,,,
25,PV74118,Decosol ready mix screenwash 5ltr,Decosol,4.28,"This Decosol ready mixed screenwash solution removes traffic film and road dirt, leaving a gleaming smear-free finish.",Trade Essentials/Van and Site Essentials/Cleaning Supplies/Cleaning Supplies.csv -> Decosol ready mix screenwash 5ltr,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/41/18/NW-V74118_wm.jpg,,,,,,,,,,,,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/_s/ds/Decosol_AD25XLS_SDS.pdf,,,,,,,,,,,,,,,,,,
26,P852926,Numatic Charles vacuum cleaner Blue,Numatic,236.37,"Powerful and efficient, this Numatic Charles CVC370 wet and dry vacuum cleaner tackles day-to-day dry vacuuming jobs and, with a simple filter change, can extract liquids and suck up spills too. Supplied with a wide range of accessories, this vacuum cleaner is ideal for use on carpets, solid floors and upholstery, can unblock sinks and mop up spills.",Trade Essentials/Van and Site Essentials/Cleaning Supplies/Cleaning Supplies.csv -> Numatic Charles vacuum cleaner Blue,,Vacuum cleaner;Nozzles;Extension tubes;Tube bend with volume control;Crevice tool;Hoses;Tool adaptor;Brush,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/29/26/NW-852926_wm.jpg,,,,,,,,,,,,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ic/al/Numatic_Charles_Technical.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ti/on/Numatic_Charles_Installation.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/hu/re/Numatic_Homecare_Brochure.pdf,,,,,,,,,,,,,,,,
27,P689171,Advanced Engineering HookTite universal cleaning cover 1000 x 1000mm,Advanced Engineering,105.65,"Designed to assist in cleaning ceiling-mounted evaporators, the Advanced Engineering HookTite cleaning cover helps to minimise the splashing of cleaning products during maintenance, keeping furnishings and wall coverings clear and providing better protection for the user.",Trade Essentials/Van and Site Essentials/Cleaning Supplies/Cleaning Supplies.csv -> Advanced Engineering HookTite universal cleaning cover 1000 x 1000mm,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/91/71/NW-689171_wm.jpg,,,,,,,,,,,,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/te/ch/AE_HookTite_TieTite_Tech.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/og/ue/Aspen_Pumps_APG_Catalogue.pdf,,,,,,,,,,,,,,,,,
28,PN45477,Virax pump action waste and toilet cleaner,Virax,47.76,"Supplied with a pair of tough, non-slip, soft touch handles, this Virax Professional pump-action pipe cleaner is suitable for wash hand basins, sinks, showers and toilets, employing pressure and suction to clear pipes effectively.",Trade Essentials/Van and Site Essentials/Cleaning Supplies/Cleaning Supplies.csv -> Virax pump action waste and toilet cleaner,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/54/77/NW-N45477_wm.jpg,,,,,,,,,,,,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ic/al/Virax_Pipe_Cleaner_Technical.pdf,,,,,,,,,,,,,,,,,,
29,P689226,Advanced Engineering EasyCare aerosol 600ml,Advanced Engineering,16.72,"Ensuring good indoor air quality, Advanced Engineering EasyCare evaporator cleaner and disinfectant offers a highly effective cleaning action to improve air conditioning efficiency while disinfectant ensures total hygiene and safety.",Trade Essentials/Van and Site Essentials/Cleaning Supplies/Cleaning Supplies.csv -> Advanced Engineering EasyCare aerosol 600ml,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/92/26/NW-689226_wm.jpg,,,,,,,,,,,,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/_s/ds/AE_EasyCare_SDS.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/te/ch/AE_CondenCide_EasyCareEasyFresh_Tech.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/at/es/AE_CondenCide_Certificates.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ic/al/AE_EasyCare_Technical.pdf,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/og/ue/Aspen_Pumps_APG_Catalogue.pdf,,,,,,,,,,,,,
30,P415180,Kitchenmaster 404 limescale remover 4 x 5ltr,Kitchenmaster,131.82,This Kitchenmaster 404 powerful phosphoric acid-based descaler is suitable for use on stainless steel surfaces and equipment including shower heads.,Trade Essentials/Van and Site Essentials/Cleaning Supplies/Cleaning Supplies.csv -> Kitchenmaster 404 limescale remover 4 x 5ltr,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/51/80/NW-415180_wm.jpg,,,,,,,,,,,,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/he/et/415180_Kitchenmaster_Datasheet.pdf,,,,,,,,,,,,,,,,,,
31,P655855,Rothenberger Rospi 6 drain cleaner comes with 4.5m cable,Rothenberger,78.43,"Minimising the effort needed to remove blockages, the Rothenberger Rospi 6 H + E Plus drain cleaner effectively clears the connecting cables of sink, showers and bathtubs through electric or manual use. This drain cleaner connects to a drill easily using its hexagonal drive.",Trade Essentials/Van and Site Essentials/Cleaning Supplies/Cleaning Supplies.csv -> Rothenberger Rospi 6 drain cleaner comes with 4.5m cable,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/58/55/NW-655855_wm.jpg,,,,,,,,,,,,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/hu/re/Rothenberger_Rospi_Brochure.pdf,,,,,,,,,,,,,,,,,,
32,P500745,Uniwipe Ultragrime Pro Pro Multuse Xxl+C/Wipes 100Pk,Uniwipe,10.51,"Clean and convenient, Uniwipe UltraGrime Pro Multiuse wipes help to effectively clean hands and surfaces, no matter the situation. Specially formulated to clean up even the most challenging substances, including oil, grease, ink, paint, silicones and uncured PU foam, these environmentally-friendly XXL+ size wipes are reliably strong, so they won't tear or deteriorate while you scrub, and stay wet for longer, even when the tub's left open. Designed for reliable cleaning in any environment, Multiuse wipes are a must-have for the store room or work van.",Trade Essentials/Van and Site Essentials/Cleaning Supplies/Cleaning Supplies.csv -> Uniwipe Ultragrime Pro Pro Multuse Xxl+C/Wipes 100Pk,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/07/45/500745_wm.jpg,Ultragrime Pro,N,100 Wipes,,,5900,Cleaning Wipes,N,Pack of 100,Large 380 x 250mm size,Strong and soft cloth-like fabric,Stays wet for over an hour,"Won't dry out, even when lid is left open for several days",,,,,,,"3-in-1 action, lifts, cleans and protects",High levels of absorbancy,"Removes grease, paint, silicone, uncured PU foam and adhesive","Strong, flexible and recyclable packaging",More than 77% less plastic than regular tubs,Dispenses 1x wipe at a time,Safe for use on all surfaces,Dermatologically tested for skin safety,Alcohol-free formula,With vitamin E and aloe extract,,,
33,PF16210,Center CB PVC tin cleaning fluid 250ml,Center CB,8.99,"Supplied in a 250ml tin, this Center CB PVC cleaner pres joints by cleaning grease and dirt from rigid PVC, PVC-C and ABS.",Trade Essentials/Van and Site Essentials/Cleaning Supplies/Cleaning Supplies.csv -> Center CB PVC tin cleaning fluid 250ml,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/62/10/NW-F16210_wm.jpg,,,,,,,,,,,,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ms/ds/Center_PVC_Cleaner_MSDS.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/_h/&s/CENTER_BRAND_F16210_H&S.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/_h/&s/Center_TinCleaningFluid_H&S.pdf,,,,,,,,,,,,,,,,
34,P500747,Ultragrime Pro antibacterial cloth wipes XXL+ (Pack of 100),Ultragrime,10.71,"Supplied in a handy pack of 100, Ultragrime Pro XXL+ antibacterial cloth wipes are always on hand to help clean up tough messes. Tackling the grease, grime and other nasties that you'll encounter in plumbing, automotive, construction and electrical applications, these wipes are unforgiving on dirt but kind to hands, employing vitamin E and aloe extract to keep skin soft, safe and clean. These strong, large format wipes are specially designed to stay wet for longer, remaining usable for over an hour once out of their packaging, meaning you'll use less each day, reducing site costs and your impact on the environment.",Trade Essentials/Van and Site Essentials/Cleaning Supplies/Cleaning Supplies.csv -> Ultragrime Pro antibacterial cloth wipes XXL+ (Pack of 100),,1 pack of 100 wet wipes,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/07/47/500747_wm.jpg,Pro,N,100 wipes per pack,Antibacterial,290 x 160 x 120 mm,5930,Antibacterial Clothwipe,N,Pack of 100,Extra large size,Antibacterial to remove bacteria and viruses,Tough on grime but gentle on skin,Infused with vitamin E and soothing aloe extract,,,,,Pack of 100,,Stay wet for over an hour for repeated use,Recycled materials reduce carbon footprint,,,,,,,,,,,
35,PT80979,Fernox Hawk jointing compound 400g White,Fernox,6.75,"This Fernox Hawk white jointing compound is suitable for natural gas, non-potable water, steam, air (excluding medical lines) brine, alcohol and LPG. Designed for use on pipe diameters up to 25mm, with reinforcement fibre it can also be used on pipework over 25mm.",Trade Essentials/Van and Site Essentials/Cleaning Supplies/Cleaning Supplies.csv -> Fernox Hawk jointing compound 400g White,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/09/79/NW-T80979_wm.jpg,,,,,,,,,,,,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ic/al/Fernox_Hawk_Technical.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/_s/ds/Fernox_Hawk_SDS.pdf,,,,,,,,,,,,,,,,,
36,P614158,EDS Trade Hygiene abrasive hand wipes (pack of 150 wipes),EDS,27.9,"Helping to remove grease, dirt and grime from hands, these EDS Trade Hygiene abrasive hand wipes work quickly for easy clean ups. Not only suitable for use on your hands, these wipes are also ideal for cleaning up tools and equipment.",Trade Essentials/Van and Site Essentials/Cleaning Supplies/Cleaning Supplies.csv -> EDS Trade Hygiene abrasive hand wipes (pack of 150 wipes),,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/41/58/614158_wm.jpg,Trade Hygiene,N,Bucket of 150 wipes,Bucket,170 x 190 mm,HYW501,Industrial Hand Wipes,N,Removes grease and dirt,Dermatologically tested and approved,Suitable for use on tools,,,,,,,pack of 150 wipes,,,,,,,,,,,,,,
37,PIN8012,Visqueen R10 rubble sack 508 x 762mm Black (Pack of 16),Visqueen,4.95,These Visqueen R10 black rubble sacks measure 508 x 762mm.,Trade Essentials/Van and Site Essentials/Cleaning Supplies/Cleaning Supplies.csv -> Visqueen R10 rubble sack 508 x 762mm Black (Pack of 16),,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/_j/pg/IN8012.jpg_wm.jpg,,N,,,508 x 762 mm,RS067411,Rubble Sack,N,Pack of 16,,,,,,,,,Pack of 16,,,,,,,,,,,,,,
38,P689246,Advanced Engineering EasyFinish aerosol 600ml,Advanced Engineering,16.72,"Supplied with an extension nozzle, this Advanced Engineering EasyFinish aerosol quickly removes unwanted UV dye.",Trade Essentials/Van and Site Essentials/Cleaning Supplies/Cleaning Supplies.csv -> Advanced Engineering EasyFinish aerosol 600ml,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/92/46/NW-689246_wm.jpg,,,,,,,,,,,,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/_s/ds/AE_Easy_Finish_600mL_SDS.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/og/ue/Aspen_Pumps_APG_Catalogue.pdf,,,,,,,,,,,,,,,,,
39,P500015,Allied Hygiene best wipe quick release dispenser unit with paint solution 25 x 25cm Black with Blue nozzle (Pack of 100),Allied Hygiene,17.08,"This Allied Hygiene quick release dispenser with blue nozzle contains 100 Serious wet wipes made of heavy duty fabric. The double-sided wipes offer safe and effective removal of paint, oil, grime, adhesive, ink, PU foam and silicone from hands and surfaces, employing a rough micro-beaded side and a smooth wiping side.",Trade Essentials/Van and Site Essentials/Cleaning Supplies/Cleaning Supplies.csv -> Allied Hygiene best wipe quick release dispenser unit with paint solution 25 x 25cm Black with Blue nozzle (Pack of 100),,Wet wipesBlue nozzle,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/00/15/NW-500015_wm.jpg,,N,100,,250 (L) x 250 mm (W),SWW-100,Wet Wipes,N,Pack of 100,Rough micro-beaded side removes grime,Smooth side wipes clean,Larger surface,"50gsm, heavier than most wipes",,,,,Pack of 100,,Reduced packaging waste,,,,,,,,,,Black,,
40,P500746,Uniwipe Ultragrime pro power scrub xxl+c/wipes 80pk,Uniwipe,11.9,"Suitable for use in a wide range of jobs, Uniwipe Pro Power Scrub XXL+C wipes are capable of clearing up everything from ink and paint to silicones, grease and uncured PU foam. Large format wipes in a ultra-strong cloth-like fabric, Pro Power Scrub XXL+C combines an abrasive scrubbing side with a softer side for wiping and finishing, all soaked in a powerful cleaning agent that handles even the greasiest of messes. Despite their grime-busting power, these alcohol-free 3-in-1 wipes are kind to hands, having been dermatologically tested and imbued with soothing aloe vera.",Trade Essentials/Van and Site Essentials/Cleaning Supplies/Cleaning Supplies.csv -> Uniwipe Ultragrime pro power scrub xxl+c/wipes 80pk,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/07/46/500746_wm.jpg,Ultragrime,N,80 Wipes,,,5920,Cleaning Wipes,N,Pack of 80,Large 380 x 250mm size,Super strong fabric,"Rough on one side, soft on the other",Highly absorbent,,,,,,,Stays wet for over an hour out of the pack,Won’t dry out when lid is left open for days,3-in-1 action for efficient cleaning,"Removes grease, paint, silicone, uncured PU foam and adhesives",Recyclable packaging contains over 77% less plastic than regular tubs,Dispenses 1 wipe at a time,Safe for all surfaces,Dermatologically tested,Alcohol-free vitamin E and aloe extract formula,,,,
41,P695394,Pump House DiversiTech odour eliminator pack 12g (Pack of 10),Pump House,31.76,"Designed to eliminate odours in RAC systems, this Pump House DiversiTech Smell-Buster 12g tablets pack works powerfully on odours caused by smoke, mould, mildew, cat litter and pets as well as noxious smells created by ammonia, hydrogen sulphide and other chemicals.",Trade Essentials/Van and Site Essentials/Cleaning Supplies/Cleaning Supplies.csv -> Pump House DiversiTech odour eliminator pack 12g (Pack of 10),,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/53/94/NW-695394_wm.jpg,,,,,,,,,,,,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/og/ue/Pump_House_DiversiTech_Catalogue.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/_s/ds/Pump_House_DiversiTechSmellBustr_SDS.pdf,,,,,,,,,,,,,,,,,
42,P231624,Big Wipes heavy duty surface wipes red top pk,Big Wipes,9.6,"Big, thick and tough, these Big Wipes Red Top heavy-duty hand cleaner wipes are tough on grime yet kind to your hands. A high-performance, mobile multi-cleaner, water-based Red Tops will tackle any dirt or stain, removing paint, adhesives, sealants, silicone, PU foam and general dirt and grime while protecting skin with their blend of skin conditioners.",Trade Essentials/Van and Site Essentials/Cleaning Supplies/Cleaning Supplies.csv -> Big Wipes heavy duty surface wipes red top pk,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/45/26/NW_514526_wm.jpg,,N,80,Tub,,231624 PK,Heavy-Duty Wipes,N,Tub of 80,Dual-sided fabric,Heavy-duty fibres create a tough scrub face,"Double cleaning power, removes double-strength dirt and grime",Specially-treated smooth face absorbs grime,,,,,,,Cleaner and anti-bac cleans and disinfects,"Protects, nourish and moistures the skin","Contains aloe vera, glycerine, lanolin and vitamin E",Fixes accidents immediately and effectively,Reduced slippage,High tear-resistance,No pilling,"Cleaning liquid and clean-up towel in one, no water required",Conveniently portable,Preservative-free,,Designed to meet EU Regulation 1223/2009 for cosmetic products,
43,P688749,Pump House DiversiTech universal coil cleaner 1ltr,Pump House,38.09,"Suitable for condensers, evaporators and air filters, Pump House DiversiTech Pro-Universal pre-mixed coil cleaner is a NSF food safe registered universal indoor and outdoor solution for effective cleaning with no detrimental effect on coils. Pro-Universal's inhibitor prevents the cleaner from attacking delicate fins, concentrating its power on actively breaking down soil and dirt. Non-foaming, this self rinsing product is safer for the user and the environment compared to traditional foaming coil cleaners.",Trade Essentials/Van and Site Essentials/Cleaning Supplies/Cleaning Supplies.csv -> Pump House DiversiTech universal coil cleaner 1ltr,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/87/49/NW-688749_wm.jpg,,,,,,,,,,,,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/og/ue/Pump_House_DiversiTech_Catalogue.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/te/ch/Pump_House_DiversiTech_G2G_Univ_Tech.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/_s/ds/Pump_House_DiversiTech_G2G_Univ_SDS.pdf,,,,,,,,,,,,,,,,
44,P582017,Jason Plastics Bottom weld bag 14043 bottom weld bags 635 x 990mm White (50),Jason Plastics,1.23,A box of 50 Jason Plastics white recycled bottom weld bags measuring 635 x 990mm.,Trade Essentials/Van and Site Essentials/Cleaning Supplies/Cleaning Supplies.csv -> Jason Plastics Bottom weld bag 14043 bottom weld bags 635 x 990mm White (50),,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/77/53/597753_wm.jpg,Bottom weld bag,N,50 per box,Box,635 x 990mm,CO 0069W,LDPE,N,Contains recycled material,,,,,,,,,50,,,,,,,,,,,,,,
45,P515015,Big Wipes industrial bio power spray 1ltr,Big Wipes,15.32,"A powerful and fast-acting antibacterial cleaner, this Big Wipes 4x4 Power Spray contains the 4x4 grime-busting formula you'll find in all Big Wipes 4x4 hand cleaning wipes. This unique biodegradable, water-based formulation of four power cleansers removes everything from paint to oil and adhesives as well as day-to-day grime and includes four skin conditioners to protect the skin during use. Used without water, Power Spray is perfect for the cleaning of surfaces, tools and hands and for cleaning or pre-treating large areas including walls, floors or window frames before wiping clean.",Trade Essentials/Van and Site Essentials/Cleaning Supplies/Cleaning Supplies.csv -> Big Wipes industrial bio power spray 1ltr,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/50/15/NW_515015_wm.jpg,,,,,,,,,,,,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/_s/ds/Big-Wipes_PowerSpray_SDS.pdf,,,,,,,,,,,,,,,,,,
46,P697793,Advanced Engineering EasyFresh odour neutraliser 400ml,Advanced Engineering,16.72,"Specifically designed for use in air conditioning units, Advanced Engineering EasyFresh odour neutraliser works on contact, eliminating odours with a long lasting fresh scent.",Trade Essentials/Van and Site Essentials/Cleaning Supplies/Cleaning Supplies.csv -> Advanced Engineering EasyFresh odour neutraliser 400ml,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/77/93/NW-697793_wm.jpg,,,,,,,,,,,,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/te/ch/AE_CondenCide_EasyCareEasyFresh_Tech.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/_s/ds/AE_EasyFresh_SDS.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/og/ue/Aspen_Pumps_APG_Catalogue.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ic/al/697793_Technical.pdf,,,,,,,,,,,,,,,
47,P457122,Regin Brushes REGT85 soft bristle pvc brush,Regin,5.86,"Suitable for use in a range of jobs, this Regin multi-purpose PVC soft bristle brush has a positive grip handle for ease of use.",Trade Essentials/Van and Site Essentials/Cleaning Supplies/Cleaning Supplies.csv -> Regin Brushes REGT85 soft bristle pvc brush,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/71/22/NW-457122_wm.jpg,,,,,,,,,,,,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/20/16/Regin_Products_Brochure_2015-2016.pdf,,,,,,,,,,,,,,,,,,
