,pid,Title,Brand,Price,Description,category,mfpartnumber,whatisincluded,Image,Fuel Type,Range,Warranty,Weight,Energy Rating,Hazardous,Seasonal Space Heating Energy Efficiency Class,Output,Depth (mm),Efficiency (SAP 2009),Mounting Type,Supplier Product Code,Type,WEEE Compliant,Feature 1,Feature 2,Feature 3,Feature 4,Feature 5,Feature 6,Feature 7,Feature 8,Feature 9,Feature 10,Attachment 1,Attachment 2,Dimensions mm (H x W x D),Application,Diameter,Part Gas Council number,Max Set Pressure,Pack Quantity,By Model Number,Colour,Flow Rate,Feature 11,Feature 12,Feature 13,Feature 14,Feature 15,Feature 16,Feature 17,Feature 18,Feature 19,For Use With,Connection,Exhaust Port Size,Thread Standard,Material,Thread Size,Maximum Operating Temperature,Attachment 3,Model For Use With,Boiler Section,Boiler Range
30,P498893,Potterton Quinta sealing ring 100mm (5 Pack),Potterton,52.56,A Potterton Quinta 100mm sealing ring for Remeha Commercial (Broag and Baxi) boilers.,Parts and Spares/Commercial and Industrial Boiler Parts/Other Brands Commercial Boiler Parts/Other Brands Commercial Boiler Parts.csv -> Potterton Quinta sealing ring 100mm (5 Pack),,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/88/93/NW-498893_wm.jpg,,Quinta,1 year,,,N,,,,,,S101643,SEALING RING,N,Pack of 5,,,,,,,,,,,,x  x,,,,,5 pack,"Pro 115,Pro 90,Pro 65",,,,,,,,,,,,,,,,,,,,,,
31,P447227,Brammer M6 x 30 bzp steel flat washer (penny) (Pack of 50),Brammer,7.94,"Supplied in a pack of 50, these Brammer M6 x 30 steel bright zinc-plated (BZP) mudguards or penny washers have 6mm inside diameters and 30mm outside diameters. The large outside diameter delivers improved spread of a clamp load.  O-rings, gaskets and washers are used in many different areas of the boiler to join parts to pipework. Among other sections, heat exchangers and gas valves require these parts to prevent gas and water leaks.  We know you’re busy and need to get repair jobs done quickly and efficiently. Your local parts specialist is always on hand to support you. They offer help, advice and they can get you the part you need.  Your local branch stocks an in-depth range of domestic gas and oil spare parts from leading manufacturers, so you can fix it, first time.",Parts and Spares/Commercial and Industrial Boiler Parts/Other Brands Commercial Boiler Parts/Other Brands Commercial Boiler Parts.csv -> Brammer M6 x 30 bzp steel flat washer (penny) (Pack of 50),,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/72/27/NW-447227_wm.jpg,,,,,,N,,,,,,155A0465,Washer,N,,,,,,,,,,,,,x  x,,,,,Pack of 50,,,,,,,,,,,,,,,,,,,,,,,
32,P608248,Sentinel X100 Rapid Dose X100 300Ml Rd X100 Inhibitor&Adapt,Sentinel,18.76,"Suitable for use in any indirect central heating system, Sentinel X100 inhibitor provides protection against limescale and corrosion, extending the life of your system, maximising efficiency and minimising fuel waste.",Parts and Spares/Commercial and Industrial Boiler Parts/Other Brands Commercial Boiler Parts/Other Brands Commercial Boiler Parts.csv -> Sentinel X100 Rapid Dose X100 300Ml Rd X100 Inhibitor&Adapt,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/82/48/608248_wm.jpg,,,,,,,,,,,,,,,,,,,,,,,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ms/ds/Sentinel_X100_MSDS.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ic/al/Sentinel_X100_Technical.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
33,P709325,Reznor 03-25321 ignition control,Reznor,394.88,This Reznor ignition control board is suitable for use with select cabinet heaters and warm air unit heaters.,Parts and Spares/Commercial and Industrial Boiler Parts/Other Brands Commercial Boiler Parts/Other Brands Commercial Boiler Parts.csv -> Reznor 03-25321 ignition control,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/93/25/709325_wm.jpg,,,,,,N,,,,,,03-25321,Ignition Control,N,For commercial use,Compatible with PV-E and UDSA-4E units,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
34,P411585,Vaillant front panel,Vaillant,456.62,This Vaillant front panel is a replacement part for the repair of commercial boilers.,Parts and Spares/Commercial and Industrial Boiler Parts/Other Brands Commercial Boiler Parts/Other Brands Commercial Boiler Parts.csv -> Vaillant front panel,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/15/85/411585_wm.jpg,,,,,,N,,,,,,20143518,Genuine Vaillant Spare Part,N,Genuine brand spare,For use in commercial boilers,,,,,,,,,,,70 x 630 x 1000,Commercial Boilers,,n/a,,,,,,,,,,,,,,,,,,,,,,,,,
35,P444004,Hamworthy fan assembly (Wessex),Hamworthy,749.22,"This Hamworthy replacement fan assembly is designed for 100 M, 100 M - 200 and 100 M -300 commercial boilers. The fan introduces fresh air into a boiler's combustion chamber, ensuring that gas is burnt correctly and extracting burnt gas at the end of the combustion process. Your boiler's safety parameters ensure that no gas passes through to the main burner if the fan is not functioning correctly.",Parts and Spares/Commercial and Industrial Boiler Parts/Other Brands Commercial Boiler Parts/Other Brands Commercial Boiler Parts.csv -> Hamworthy fan assembly (Wessex),,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/40/04/NW-444004_wm.jpg,,,,,,N,,,,,,533901304,Fan Assembly,N,,,,,,,,,,,,,x  x,,,,,,100 M HE,,,,,,,,,,,,,,,,,,,,,,
36,P417488,Worcester Bosch pump,Worcester Bosch,656.85,This Worcester Bosch matched pump group offers fast assembly and compatibility with commercial grade boilers.,Parts and Spares/Commercial and Industrial Boiler Parts/Other Brands Commercial Boiler Parts/Other Brands Commercial Boiler Parts.csv -> Worcester Bosch pump,,Product,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/74/88/417488_wm.jpg,,,Matches the product registered to,,,N,,100 kW,225,,,7736700123,Commercial Accessory,N,Genuine brand spare,Flow and return maintenance taps are tool-operated,"With 3/4"" connection option for on-site expansion vessel",With 3 bar safety valve,,,,,,,,,,,,n/a,,,,White,N/A,,,,,,,,,,,,,,,,,,,,
37,P457149,Regin Fumax smoke pellets (Pack of 10),Regin,9.6,These Regin KS Fumax REGS25 smoke pellets produce around 15 cubic metres of white smoke of an ideal density for flue testing.,Parts and Spares/Commercial and Industrial Boiler Parts/Other Brands Commercial Boiler Parts/Other Brands Commercial Boiler Parts.csv -> Regin Fumax smoke pellets (Pack of 10),,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/71/49/NW-457149_wm.jpg,,,,,,,,,,,,,,,,,,,,,,,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/20/16/Regin_Products_Brochure_2015-2016.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
38,P411556,Vaillant wiring harness,Vaillant,43.41,"This Vaillant brand replacement wiring harness is suitable for use in ecoTEC 656/4-5 boilers.  These groups of wires are designed to give the PCB complete control over the boiler's processes and safety protocols.  As the leading supplier of parts for all the major boiler manufacturers we’ve got a wealth of experience and knowledge in this area, and with over 450 branches we carry more heating spare parts in more places than any other merchant to help you improve your first time fix rate.",Parts and Spares/Commercial and Industrial Boiler Parts/Other Brands Commercial Boiler Parts/Other Brands Commercial Boiler Parts.csv -> Vaillant wiring harness,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/15/56/411556_wm.jpg,,,,,,,,,,,,,,,,,,,,,,,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/og/ue/Vaillant_ecoTEC_SpareParts_Catalogue.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/og/ue/Vaillant_ecoTEC_Plus_Parts_Catalogue.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
39,P231626,Center CB Flue Brush Kit 9 Piece Pack,Center CB,16.0,This Center CB flue brush set is a handy bit of maintenance kit for industrial and commercial boilers.,Parts and Spares/Commercial and Industrial Boiler Parts/Other Brands Commercial Boiler Parts/Other Brands Commercial Boiler Parts.csv -> Center CB Flue Brush Kit 9 Piece Pack,,12 inch handle;5 inch handle;12 inch extension rod;12 inch piece of iron;2x 85mm (Dia) x 12 inch (L) nylon brush elliptical head;65mm (Dia) x 95 inch (L) nylon brush head;50mm (Dia) x 95 inch (L) stainless brush head;25mm (Dia) x 8 inch (L) nylon brush h,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/19/76/NW-571976_wm.jpg,,,,,,N,,,,,,231626 PK,Flue Brush Set,N,"Flue brush kit 9 piece - each set comprises of:1 x 12"" handle","1x 5"" handle","1x 12"" extension rod","1x 12"" piece of iron",1x brush elliptical head,Nylon,"85mm diameter x 12"" long",1x brush head,Nylon,"85mm diameter x 12"" long",,,240 x 270,IndustrialCommercial,,,,,,,,1x brush head,Nylon,"65mm diameter x 95"" long",1x brush head,Stainless,"50mm diameter x 95"" long",1x brush head,Nylon,"25mm diameter x 8"" long",,,,,,,,,,,
40,P117960,Vaillant boiler management control,Vaillant,1022.81,The versatile Vaillant VRC 630/3 management boiler control gives weather-compensated flow temperature control to even the most complicated heating systems as well as time programming for heating and hot water.,Parts and Spares/Commercial and Industrial Boiler Parts/Other Brands Commercial Boiler Parts/Other Brands Commercial Boiler Parts.csv -> Vaillant boiler management control,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/79/60/117960_wm.jpg,,,,,,,,,,,,,,,,,,,,,,,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/io/ns/Vaillant_VRC_630_Instructions.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
41,P709348,Reznor 30-61511-330-01 control board,Reznor,1210.59,This Reznor GM44 modulating control board is for use with warm air unit heaters.,Parts and Spares/Commercial and Industrial Boiler Parts/Other Brands Commercial Boiler Parts/Other Brands Commercial Boiler Parts.csv -> Reznor 30-61511-330-01 control board,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/93/48/709348_wm.jpg,,,,,,N,,,,,,30-61511-330-01,Control Board,N,For commercial use,Compatible with warm air unit heaters,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
42,P411666,Vaillant 2 flow /return kits,Vaillant,15.83,This Vaillant flow and return kit is suitable for the repair or maintenance of commercial boilers.,Parts and Spares/Commercial and Industrial Boiler Parts/Other Brands Commercial Boiler Parts/Other Brands Commercial Boiler Parts.csv -> Vaillant 2 flow /return kits,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/16/66/411666_wm.jpg,,,,,,N,,,,,,20058895,Genuine Vaillant Spare Part,N,Genuine brand spare,For use in commercial boilers,,,,,,,,,,,10 x 60 x 60,Commercial Boilers,,n/a,,,,,,,,,,,,,,,,,,,,,,,,,
43,P411546,Vaillant heating rod,Vaillant,283.56,"A Vaillant heating rod for commercial use.  As the leading supplier of parts for all the major boiler manufacturers we’ve got a wealth of experience and knowledge in this area, and with over 450 branches we carry more heating spare parts in more places than any other merchant to help you improve your first time fix rate.",Parts and Spares/Commercial and Industrial Boiler Parts/Other Brands Commercial Boiler Parts/Other Brands Commercial Boiler Parts.csv -> Vaillant heating rod,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/15/46/411546_wm.jpg,,,,,,N,,,,,,20127601,Genuine Vaillant Spare Part,N,Genuine Vaillant Spare Part,,,,,,,,,,,,200 x 360 x 420,Storage Water Heaters,,n/a,,,,,,,,,,,,,,,,,,,,,,,,,
44,P120703,Vaillant Commercial plate heat exchangers insulated plate heat exchanger set 240kW,Vaillant,1920.6,"The ideal solution for systems where cleanliness can't be guaranteed, this Vaillant insulated plate heat exchanger keeps the boiler and system water separate for longer operating life and lower risk of malfunction.",Parts and Spares/Commercial and Industrial Boiler Parts/Other Brands Commercial Boiler Parts/Other Brands Commercial Boiler Parts.csv -> Vaillant Commercial plate heat exchangers insulated plate heat exchanger set 240kW,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/07/05/120703_120705_wm.jpg,,Commercial plate heat exchangers,,,,N,,,,,,0010031891,Plate Heat Exchanger,N,Separates system water from boiler,Suitable for cascade rigs and single installations,Protects the boiler for longevity,Particularly suitable for older applications where systems cannot be pressurised,Allows for operation as a pressurised system while boiler operates on existing open-vented system,Care must be taken to ensure that the system water circulating through plate is filtered and treated,,,,,,,636 x 330 x 217,HealthcareSport/FitnessAssisted LivingEducationHotels/LeisureOffice/Retail/Washroomssecurity,,,,,,,,,,,,,,,,,,,,,,,,,,,
45,P411551,Vaillant cable tree,Vaillant,52.34,"A genuine Vaillant spare, this cable tree is compatible with ecoTEC VU 466/4-5 and 656/4-5 boilers.  These groups of wires are designed to give the PCB complete control over the boiler's processes and safety protocols.  As the leading supplier of parts for all the major boiler manufacturers we’ve got a wealth of experience and knowledge in this area, and with over 450 branches we carry more heating spare parts in more places than any other merchant to help you improve your first time fix rate.",Parts and Spares/Commercial and Industrial Boiler Parts/Other Brands Commercial Boiler Parts/Other Brands Commercial Boiler Parts.csv -> Vaillant cable tree,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/15/51/411551_wm.jpg,,,,,,,,,,,,,,,,,,,,,,,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/og/ue/Vaillant_ecoTEC_SpareParts_Catalogue.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/og/ue/Vaillant_ecoTEC_Plus_Parts_Catalogue.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
46,P411571,Vaillant wiring harness,Vaillant,48.28,"A genuine Vaillant spare, this wiring harness is compatible with ecoTEC VU 466/4-5 and 656/4-5 boilers.  These groups of wires are designed to give the PCB complete control over the boiler's processes and safety protocols.  As the leading supplier of parts for all the major boiler manufacturers we’ve got a wealth of experience and knowledge in this area, and with over 450 branches we carry more heating spare parts in more places than any other merchant to help you improve your first time fix rate.",Parts and Spares/Commercial and Industrial Boiler Parts/Other Brands Commercial Boiler Parts/Other Brands Commercial Boiler Parts.csv -> Vaillant wiring harness,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/15/71/411571_wm.jpg,,,,,,,,,,,,,,,,,,,,,,,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/og/ue/Vaillant_ecoTEC_SpareParts_Catalogue.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/og/ue/Vaillant_ecoTEC_Plus_Parts_Catalogue.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
47,P411544,Vaillant washer,Vaillant,20.68,"A genuine Vaillant spare, this washer is designed for the maintenance of ecoTEC VU 466/4-5 and VU 656/4-5.  O-rings, gaskets and washers are used in many different areas of the boiler to join parts to pipework. Among other sections, heat exchangers and gas valves require these parts to prevent gas and water leaks.  As the UK’s leading parts specialist, Wolseley carries the widest range of spares, stocking all the big name brands for the trade. Now, to give our customers even more support, we’re adding a greater number of specified parts from leading manufacturers into our branches with the introduction of the Wolseley Branch Parts Accreditation Scheme. Many branches will now be Silver and Gold accredited, a sign that they hold more stock than anyone else, so you can be confident you’ll get the parts you need to fix it first time. Fast.",Parts and Spares/Commercial and Industrial Boiler Parts/Other Brands Commercial Boiler Parts/Other Brands Commercial Boiler Parts.csv -> Vaillant washer,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/15/44/411544_wm.jpg,,,,,,,,,,,,,,,,,,,,,,,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/og/ue/Vaillant_ecoTEC_SpareParts_Catalogue.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/og/ue/Vaillant_ecoTEC_Plus_Parts_Catalogue.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
48,P497860,PMATIC 1450830847 CONTROL BOX P25F1 FTL,Powrmatic,151.3,"A genuine Powrmatic spare, this P25F ignition control box is compatible with select units.",Parts and Spares/Commercial and Industrial Boiler Parts/Other Brands Commercial Boiler Parts/Other Brands Commercial Boiler Parts.csv -> PMATIC 1450830847 CONTROL BOX P25F1 FTL,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/78/60/497860_wm.jpg,,P25F1,,,,N,,,,,,145030847,Ignition Control Box,N,For commercial use,"Suitable for HEM, NV and VPC units",,,,,,,,,,,120 x 40 x 100 mm,Ignition Contol Box,,,,,,,,,,,,,,,,,,,,,,,,,,,
49,P709367,Reznor UESA 325324 auto igntion controller,Reznor,519.07,This Reznor auto-ignition controller offers compatibility with a range of warm air unit heaters.,Parts and Spares/Commercial and Industrial Boiler Parts/Other Brands Commercial Boiler Parts/Other Brands Commercial Boiler Parts.csv -> Reznor UESA 325324 auto igntion controller,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/93/67/709367_wm.jpg,,UESA,,,,N,,,,,,UESA0325324,Auto-ignition Controller,N,For commercial use,"Suitable for use in Ambirad, Benson and Reznor units",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
50,P479957,Lochinvar spark electrode,Lochinvar,176.36,A Lochinvar spark electrode for CFB and CFW appliances. An ignition (spark) electrode causes the spark that begins combustion within the burner.,Parts and Spares/Commercial and Industrial Boiler Parts/Other Brands Commercial Boiler Parts/Other Brands Commercial Boiler Parts.csv -> Lochinvar spark electrode,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/99/57/NW-479957_wm.jpg,,,,,,N,,,,,,PLT2600,Spark Electrode,N,,,,,,,,,,,,,x  x,,,,,,"CFW 1440 CE,CFB 500 CE,CFW 750 CE,CFW 990 CE,CFB 1260 CE,CFW 2070 CE,CFB 750 CE,CFB 1800 CE,CFW 500 CE,CFB 990 CE,CFW 1260 CE,CFB 1440 CE,CFB 650 CE,CFB 2070 CE,CFW 1800 CE,CFW 650 CE",,,,,,,,,,,,,,,,,,,,,,
51,P411549,Vaillant gasket,Vaillant,8.11,"This Vaillant replacement gasket is suitable for ecoTEC Plus VU 1006/5-5 and 1206/5-5.  O-rings, gaskets and washers are used in many different areas of the boiler to join parts to pipework. Among other sections, heat exchangers and gas valves require these parts to prevent gas and water leaks.  To help you find the right parts for your jobs, go to the industry leading parts identification tool, PartsArena, giving you quick access to over 20,000 exploded diagrams, 10,000 images & 20,000 products. FREE to Wolseley trade account customers.",Parts and Spares/Commercial and Industrial Boiler Parts/Other Brands Commercial Boiler Parts/Other Brands Commercial Boiler Parts.csv -> Vaillant gasket,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/15/49/411549_wm.jpg,,,,,,N,,,,,,20143444,Genuine Vaillant Spare Part,N,Genuine Vaillant Spare Part,,,,,,,,,,,,50 x 50 x 70,Commercial Boilers,,n/a,,,,,,,,,,,,,,,,,,,,,,,,,
52,P709321,Reznor 1001873 rectification cable,Reznor,27.08,"This Reznor rectification cable is a spare part for use with warm air and AB units, usually with a flame probe.",Parts and Spares/Commercial and Industrial Boiler Parts/Other Brands Commercial Boiler Parts/Other Brands Commercial Boiler Parts.csv -> Reznor 1001873 rectification cable,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/93/21/709321_wm.jpg,,,,,,N,,,,,,1001873,Rectification Cable,N,Suitable for AB2 air curtains,Can be used with warm air unit heaters,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
53,P418690,Remeha burner,Remeha,1767.7,This Remeha six link burner is compatible with Remeha Commercial (Broag and Baxi) boilers. The burner produces heat in a combustible heating appliance. In natural gas appliances gas is transferred to a gas valve and into the burner for ignition. The heat created is used to heat the water in the master heat exchanger.,Parts and Spares/Commercial and Industrial Boiler Parts/Other Brands Commercial Boiler Parts/Other Brands Commercial Boiler Parts.csv -> Remeha burner,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/86/90/NW-418690_wm.jpg,,,1 year,,,N,,,,,,S57988,Burner,N,,,,,,,,,,,,,x  x,,,,,,,,,,,,,,,,,,Remeha Commercial (Broag) 210 EcoRemeha Commercial (Broag) 210 ProRemeha Commercial (Baxi) Gas 210 Eco Pro 80kWRemeha Commercial (Baxi) Gas 210 Eco Pro 120kWRemeha Commercial (Baxi) Gas 210 Eco Pro 160kWRemeha Commercial (Baxi) Gas 210 Eco Pro 200kWRemeh,,,,,,,,,,
54,P814158,Altecnic Caleffi heat pump,Altecnic,351.27,"This Altecnic heat pump is designed for use in SATK30 compact wall-mounted indirect heat interface units.  We know you’re busy and need to get repair jobs done quickly and efficiently. Your local parts specialist is always on hand to support you. They offer help, advice and they can get you the part you need.  Your local branch stocks an in-depth range of domestic gas and oil spare parts from leading manufacturers, so you can fix it, first time.",Parts and Spares/Commercial and Industrial Boiler Parts/Other Brands Commercial Boiler Parts/Other Brands Commercial Boiler Parts.csv -> Altecnic Caleffi heat pump,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/41/58/814158_wm.jpg,,,,,,,,,,,,,,,,,,,,,,,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ui/de/Altecnic_SATK_HIU_Spares_Guide.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ui/de/Altecnic_SATK_HIU_IOM_Spares_Guide.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
55,P117798,VAILLANT VERT TERMINAL CONC BLK 110/160,Vaillant,238.59,A Vaillant 160mm vertical flue duct for use with Vaillant DDF 110/160 and fixing clamp DN 160. A boiler flue is the outlet through which steam and toxic gases resulting from the boiler's normal operation are safely expelled. Different models of flue are chosen to suit the type and location of the appliance.,Parts and Spares/Commercial and Industrial Boiler Parts/Other Brands Commercial Boiler Parts/Other Brands Commercial Boiler Parts.csv -> VAILLANT VERT TERMINAL CONC BLK 110/160,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/77/98/NW-117798_wm.jpg,,,,,,,,,,,,,,,,,,,,,,,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/20/17/Vaillant_Product_Brochure_2017.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
56,P411610,Vaillant temperature sensor,Vaillant,19.93,A Vaillant temeprature sensor for use in commercial boiler units.,Parts and Spares/Commercial and Industrial Boiler Parts/Other Brands Commercial Boiler Parts/Other Brands Commercial Boiler Parts.csv -> Vaillant temperature sensor,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/16/10/411610_wm.jpg,,,,,,N,,,,,,20148022,Boiler Temperature Sensor,N,For commercial use,Genuine Vaillant part,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
57,P478108,Broag maintenance kit without tool,Broag,204.52,"A Broag maintenance service kit, without tool, for Quinta 10, 25 and 30.",Parts and Spares/Commercial and Industrial Boiler Parts/Other Brands Commercial Boiler Parts/Other Brands Commercial Boiler Parts.csv -> Broag maintenance kit without tool,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/81/08/NW-478108_wm.jpg,,Quinta,1 year,,,N,,,,,,S100492,Maintenance Service Kit,N,,,,,,,,,,,,,x  x,,,,,,,,,,,,,,,,,,,,,,,,,,,,
58,P479958,Lochinvar CPM BOILER ALL ignition detection electrode,Lochinvar,64.59,"This Lochinvar S04-000-372 ignition electrode is compatible with EF 80 - 180 boilers.  An ignition (spark) electrode causes the spark that begins combustion within the burner.  As the leading supplier of parts for all the major boiler manufacturers we’ve got a wealth of experience and knowledge in this area, and with over 450 branches we carry more heating spare parts in more places than any other merchant to help you improve your first time fix rate.",Parts and Spares/Commercial and Industrial Boiler Parts/Other Brands Commercial Boiler Parts/Other Brands Commercial Boiler Parts.csv -> Lochinvar CPM BOILER ALL ignition detection electrode,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/99/58/479958_wm.jpg,,,,,,,,,,,,,,,,,,,,,,,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/li/st/Lochinvar_CPM_Parts_List.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
59,P466357,Hamworthy gasket service kit,Hamworthy,77.16,"A Hamworthy gasket service kit for ModuMax boilers. O-rings, gaskets and washers are used in many different areas of the boiler to join parts to pipework. Among other sections, heat exchangers and gas valves require these parts to prevent gas and water leaks.",Parts and Spares/Commercial and Industrial Boiler Parts/Other Brands Commercial Boiler Parts/Other Brands Commercial Boiler Parts.csv -> Hamworthy gasket service kit,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/63/57/NW-466357_wm.jpg,,,,,,N,,,,,,563605386,Gasket Service Kit,N,,,,,,,,,,,,,x  x,,,,,,"250 C,110 C,120 C,220 C",,,,,,,,,,,,,,,,,,,,,,
