,pid,Title,Brand,Price,Description,category,mfpartnumber,whatisincluded,Image,Attachment 1,Attachment 2,Attachment 3,Attachment 4,Attachment 5,Attachment 6,Hazardous,Supplier Product Code,Type,WEEE Compliant,Feature 1,Feature 2,Feature 3,Feature 4,Feature 5,Feature 6,Feature 7,Feature 8,Feature 9,Feature 10,Feature 11,Feature 12,Feature 13,Feature 14,Feature 15,Feature 16,Feature 17,Range,Warranty,Depth (mm),Model For Use With,Dimensions (L x W x D),Connection Size,Connection Type,Operating Temperature,Sector
21,P206191,Beneath Heat saswell 230v lcd prog ostat,Beneath Heat,58.91,This Beneath Heat 230V programmable thermostat supplies intuitive 5/2 day programming of an underfloor heating via a simple LCD display.,Heating/Underfloor Heating/Underfloor Heating Thermostats and Controls/Underfloor Heating Thermostats and Controls.csv -> Beneath Heat saswell 230v lcd prog ostat,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/61/91/206191_wm.jpg,,,,,,,N,SAS920WHL-7(P),Underfloor Heating Programmable Thermostat,N,230V,Offers 5/2 day programming,With LCD display,,,,,,,,,,,,,,,,,,,,,,,
22,P581435,JG Underfloor Speedfit underfloor heating control pack,JG Underfloor,431.68,"Suitable for underfloor heating systems of up to 14kW, this JG Underfloor Speedfit control pack with mixing valve, return elbow, circulating pump and manifold adapter, is lightweight for direct, bracket-free connection to Speedfit manifolds. Ideal for use in compact spaces, this pack includes pipework suitable for side or bottom connection and with the ability to isolate all components and the manifold, both installation and ongoing maintenance are simple, helping to save on time and effort.",Heating/Underfloor Heating/Underfloor Heating Thermostats and Controls/Underfloor Heating Thermostats and Controls.csv -> JG Underfloor Speedfit underfloor heating control pack,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/14/35/581435_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/hu/re/JG_Speedfit_UFH_Brochure.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/hu/re/JG UFH Fittings Brochure.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
23,P581506,JG Underfloor JGTIME4BL hot water timer Black,JG Underfloor,59.47,"A simple control for hot water systems, the JG Underfloor 240v wired hot water timer in black offers a range of useful functions for convenience, comfort and protection. Stylishly designed to look good on any wall, this easy to install timer has a back plate designed for pre-fitting and a front plate that can remain uninstalled until all work is done, while standard pattress box sizing is ideal for renovation and new build projects. With an intuitive interface, this timer communicates with the hot water valve wired directly to the JG Underfloor wiring centre, making setting times and temperatures simple. App-compatible, this smart thermostat can be controlled remotely using your smartphone or digital home assistant.",Heating/Underfloor Heating/Underfloor Heating Thermostats and Controls/Underfloor Heating Thermostats and Controls.csv -> JG Underfloor JGTIME4BL hot water timer Black,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/15/06/581506_wm.jpg,,,,,,,N,JGTIME4BL,Wired Hot Water Timer,N,Mains-wired,Easy to install and set up,7-day programme with 15-minute increments,4x on/off periods,Key lock function protects against unwanted programme changes,Hot Water Boost function boosts heat for 1 - 9 hours in low temperatures,Smartphone app compatible,Compatible with Alexa or Google Home voice control,,,,,,,,,,,,,,,,,,
24,P567624,Wavin Hep2O underfloor heating mains controlledneo thermotat White,Wavin,164.39,This Wavin Hep2O UFH mains control Neostat is designed to put you in control of your underfloor heating system. It is used alongside a controller to control up to eight zone centres via a handy app.,Heating/Underfloor Heating/Underfloor Heating Thermostats and Controls/Underfloor Heating Thermostats and Controls.csv -> Wavin Hep2O underfloor heating mains controlledneo thermotat White,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/76/24/567624_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/me/nt/Wavin_Hep2O_Guarantee_Statement.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ca/te/Wavin_Certificate.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/st/al/Wavin_Hep2O_Underfloor_Heatng_Instal.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
25,P581468,JG Underfloor Speedfit servicing kit (JGControl),JG Underfloor,32.56,"Easy to install, this JG Underfloor Speedfit UHF control service kit is designed for JG underfloor heating systems.",Heating/Underfloor Heating/Underfloor Heating Thermostats and Controls/Underfloor Heating Thermostats and Controls.csv -> JG Underfloor Speedfit servicing kit (JGControl),,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/14/68/581468_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ui/de/JG_Speedfit_UK_Trade_Guide.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/20/16/JG_Speedfit_UHF_Brochure_2016.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/hu/re/JG UFH Fittings Brochure.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
26,P567620,Hep2O UFH wireless programmable thermostat,Hep2O,116.84,This Hep2O wireless programmable thermostat gives homeowners control over their underfloor heating systems.,Heating/Underfloor Heating/Underfloor Heating Thermostats and Controls/Underfloor Heating Thermostats and Controls.csv -> Hep2O UFH wireless programmable thermostat,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/76/20/567619_567620_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ui/de/Hep2o_Underfloor_Product-Guide.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ta/ll/Hep2O_16-zone_control_centre_Install.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
27,P262974,Myson Floortec actuator head 230V,Myson,50.54,"This 230V Myson Floortec actuator head is designed to open and close manifold valves in underfloor heating systems. With an adaptor ring allowing for simple snap-on connection on to the underfloor heating manifolds with an M30 thread, this actuator head is easy to install.",Heating/Underfloor Heating/Underfloor Heating Thermostats and Controls/Underfloor Heating Thermostats and Controls.csv -> Myson Floortec actuator head 230V,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/29/74/262974_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ti/on/Myson_UnderfloorHeating_Introduction.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/te/ch/Myson_Floortec_Wiring-C_Stats_Tech.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
28,PP94693,Uponor thermostatic head and sensor,Uponor,147.32,"The Uponor SPI V4 thermostatic head and sensor can be used with compact control packs V3, V4 and V5.",Heating/Underfloor Heating/Underfloor Heating Thermostats and Controls/Underfloor Heating Thermostats and Controls.csv -> Uponor thermostatic head and sensor,,Thermostatic head;Sensor,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/46/93/P94693_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/20/20/Uponor_Spares_List_2020.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
29,P171614,Reliance Valves Heatguard heat guard and underfloor heating valve 28mm,Reliance Valves,171.94,"Designed for use in high flow rate areas, the Reliance Water Controls Heatguard 139 x 57mm thermostatic blending valve provides a stable mixed water temperature for safer and more comfortable underfloor heating. Fitted with 28mm connections, this valve uses Reliance wax capsule technology to blend flow and return supplies.",Heating/Underfloor Heating/Underfloor Heating Thermostats and Controls/Underfloor Heating Thermostats and Controls.csv -> Reliance Valves Heatguard heat guard and underfloor heating valve 28mm,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/16/14/NW-171614_wm.jpg,,,,,,,N,HEAT115002,Blending Valve,N,Cast gunmetal body,"High flow rates, suitable for systems up to 250M²","Reacts quickly to supply temperature changes, for stable system temperatures",User adjustable 30 - 60°C for all types of floor,Compression-type connections for easy installation,Lockable temperature adjustment prevents tampering,,,,,,,,,,,,Heatguard,,57,,139 x 57 mm,28 mm,Compression 28mm,35 to 60,Healthcare;Sport/Fitness;Assisted Living;Education;Hotels/Leisure;Office/Retail/Washrooms;security
30,P206154,Beneath Heat esbe t4 blend valve,Beneath Heat,176.72,"This Beneath Heat Esbe T4 100 x 150 x 90mm blending valve, also known as a mixing valve, is designed for UFH use.",Heating/Underfloor Heating/Underfloor Heating Thermostats and Controls/Underfloor Heating Thermostats and Controls.csv -> Beneath Heat esbe t4 blend valve,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/61/54/206154_wm.jpg,,,,,,,N,ESBET4,Valve,N,For use in underfloor heating systems,,,,,,,,,,,,,,,,,,,90,,100 X 150 X 90,,,,
31,P581513,JG Underfloor JGSTATRF4BW battery RF programmable stat White,JG Underfloor,82.01,"A simple control for wet underfloor heating systems, the JG Underfloor battery operated RF programmable thermostat in white offers a range of useful functions for convenience, comfort and protection. Stylishly designed to look good on any wall, this easy to use thermostat has an intuitive interface, signalling the JG Underfloor wiring centre, making setting times and temperatures simple with no requirement for inconvenient additional wiring. App-compatible, this smart thermostat can be controlled remotely using your smartphone or digital home assistant.",Heating/Underfloor Heating/Underfloor Heating Thermostats and Controls/Underfloor Heating Thermostats and Controls.csv -> JG Underfloor JGSTATRF4BW battery RF programmable stat White,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/15/13/581513_wm.jpg,,,,,,,N,JGSTATRF4BW,Battery operated programmable room thermostat for underfloor heating,N,Battery operated,Easy to install and set up,7-day programme with 15-minute increments,6x on/off periods,Radio signalling to RF wiring centre saves on cabling and eliminates damage and disruption,Ambient temperature sensor,Optional connection for external probe to protect against excessive heat,Open Window function detects sudden temperature drops,Adaptive function predicts heat-up times and adjusts to eliminate temperature spikes,Freeze Protection reduces waste in unused rooms,Freeze Protection adjustable from 5 - 17°C,Holiday function maintains low-level heating when unoccupied,Heating Boost boosts for 1 - 9 hours in low temperatures,Anti-seize function protects pump from seizing in low-usage,Smartphone app compatible,Compatible with Alexa or Google Home voice control,Meets Boiler Plus requirements,,,,,,,,,
32,P606710,Grant Neostat V2 UFLEX underfloor heating control,Grant,79.78,"Putting homeowners in control of thir Grant underfloor heating system, the Grant Uflex Neostat V2 is a programmable room thermostat with intuitive controls, a clear visual display and self-learning capability, helping to improve everyday comfort while reducing waste for potentially lower fuel bills. Stylishly compact to suit any interior, the Uflex Neostat V2 offers a range of programming and, for added flexibility and convenience, is compatible with a variety of sensors, including remote wireless air sensors and door/window switches which can be used provided the thermostat is connected to the brand's neoHub and the Grant app.",Heating/Underfloor Heating/Underfloor Heating Thermostats and Controls/Underfloor Heating Thermostats and Controls.csv -> Grant Neostat V2 UFLEX underfloor heating control,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/67/10/606710_wm.jpg,,,,,,,N,UFLEX62,UFH Thermostat,N,Compatible with Grant underfloor heating systems,"Suitable for installation with air source heat pumps, solar thermal and other technologies",Wired and wireless controls,Intuitive programming with clear displays and buttons,Slimline design,Glacier white finish,"Offers 5/2 day, 7 day and 24 hour programming",With holiday function,Key lock function for tamper resistance,Self-learning preheat function ensures property is always at the correct temperature,Self-learning preheat also recognises changes to help improve efficiency,Inbuilt air sensor and remote floor sensor option available,Remote air sensing modes available using wireless air sensors and window/door switches,,,,,Neostat V2,,,,,,,,
33,P581441,JG Underfloor JG Aura 230v dial stat thermostat 230v,JG Underfloor,41.54,"This JG Underfloor Speedfit Aura dial thermostat features three temperature options, selectable using the device's simple slide switch. Dial thermostats are suitable for operation as part of a group or alone, with the option to leave or re-join the group at the flick of a switch for easy adaptability. With two multi-coloured LEDs, the Aura provides a clear indication of which mode it is currently working in.",Heating/Underfloor Heating/Underfloor Heating Thermostats and Controls/Underfloor Heating Thermostats and Controls.csv -> JG Underfloor JG Aura 230v dial stat thermostat 230v,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/14/41/581441_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ic/al/JGSpeedfit_Aura_Wiring_Technical.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/hu/re/JG_Underfloor_UFH_Brochure.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ti/on/JG_Underfloor_Dial-Stat-Installation.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ti/on/JGSpeedfit_JGSTAT1_Installation.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/hu/re/JG UFH Fittings Brochure.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
34,P581350,JG Underfloor Speedfit mixing valve,JG Underfloor,149.47,This JG Underfloor Speedfit mixing valve unit is compatible with the brand's Speedfit underfloor hitting systems.,Heating/Underfloor Heating/Underfloor Heating Thermostats and Controls/Underfloor Heating Thermostats and Controls.csv -> JG Underfloor Speedfit mixing valve,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/13/50/581350_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/hu/re/Speedfit_PushFit_Brochure.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ic/al/Speedfit_UnderFloorHeating_Technical.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ti/on/Speedfit_UFHeating_installation.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
35,P581512,JG Underfloor JGSTATRF4BBL battery RF programmable stat Black,JG Underfloor,82.01,"A simple control for wet underfloor heating systems, the JG Underfloor battery operated RF programmable thermostat in black offers a range of useful functions for convenience, comfort and protection. Stylishly designed to look good on any wall, this easy to use thermostat has an intuitive interface, signalling the JG Underfloor wiring centre and making setting times and temperatures simple with no requirement for inconvenient additional wiring. App-compatible, this smart thermostat can be controlled remotely using your smartphone or digital home assistant.",Heating/Underfloor Heating/Underfloor Heating Thermostats and Controls/Underfloor Heating Thermostats and Controls.csv -> JG Underfloor JGSTATRF4BBL battery RF programmable stat Black,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/15/12/581512_wm.jpg,,,,,,,N,JGSTATRF4BBL,Battery operated programmable room thermostat for underfloor heating,N,Battery operated,Easy to install and set up,7-day programme with 15-minute increments,6x on/off periods,Radio signalling to RF wiring centre saves on cabling and eliminates damage and disruption,Ambient temperature sensor,Optional connection for external probe to protect against excessive heat,Open Window function detects sudden temperature drops,Adaptive function predicts heat-up times and adjusts to eliminate temperature spikes,Freeze Protection reduces waste in unused rooms,Freeze Protection adjustable from 5 - 17°C,Holiday function maintains low-level heating when unoccupied,Heating Boost boosts for 1 - 9 hours in low temperatures,Anti-seize function protects pump from seizing in low-usage,Smartphone app compatible,Compatible with Alexa or Google Home voice control,Meets Boiler Plus requirements,,,,,,,,,
36,P567608,Wavin Wavin Hep2O Underfloor Heating 15UH231 underfloor heating pipe staples 60mm,Wavin,0.14,"Used to hold pipes in position on rigid insulation before screeding, these Wavin Hep2O 60mm UFH pipe staples can be applied by hand or, to make things even easier, using a staple gun.",Heating/Underfloor Heating/Underfloor Heating Thermostats and Controls/Underfloor Heating Thermostats and Controls.csv -> Wavin Wavin Hep2O Underfloor Heating 15UH231 underfloor heating pipe staples 60mm,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/76/08/567608_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/me/nt/Wavin_Hep2O_Guarantee_Statement.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ca/te/Wavin_Certificate.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/st/al/Wavin_Hep2O_Underfloor_Heatng_Instal.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
37,P567611,Wavin Hep2O underfloor heating edge expansion foam 150mm x 25mtr,Wavin,43.19,"Suitable for installation around the perimeter of a room ahead of final screeding, this Wavin Hep2O UFH edge expansion foam allows for the thermal expansion of floor screed, preventing screed ingress underneath insulation in underfloor heating installations.",Heating/Underfloor Heating/Underfloor Heating Thermostats and Controls/Underfloor Heating Thermostats and Controls.csv -> Wavin Hep2O underfloor heating edge expansion foam 150mm x 25mtr,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/76/11/567611_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/me/nt/Wavin_Hep2O_Guarantee_Statement.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ca/te/Wavin_Certificate.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/st/al/Wavin_Hep2O_Underfloor_Heatng_Instal.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
38,P581510,JG Underfloor JGSTATRF4BL wired/rf programmable stat 240V Black,JG Underfloor,82.01,"A simple control for wet underfloor heating systems, the JG Underfloor 240v wired RF programmable thermostat in black offers a range of useful functions for convenience, comfort and protection. Stylishly designed to look good on any wall, this easy to install thermostat has a back plate designed for pre-fitting and a front plate that can remain uninstalled until all work is done, while standard pattress box sizing is ideal for renovation and new build projects. With an intuitive interface, this thermostat signals the JG Underfloor wiring centre via radio signal, making setting times and temperatures simple and with no need for additional wiring. App-compatible, this smart thermostat can be controlled remotely using your smartphone or digital home assistant.",Heating/Underfloor Heating/Underfloor Heating Thermostats and Controls/Underfloor Heating Thermostats and Controls.csv -> JG Underfloor JGSTATRF4BL wired/rf programmable stat 240V Black,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/15/10/581510_wm.jpg,,,,,,,N,JGSTATRF4BL,Wired programmable room thermostat for underfloor heating,N,Mains-wired,Easy to install and set up,7-day programme with 15-minute increments,6x on/off periods,Ambient temperature sensor,Optional connection for external probe to protect against excessive heat,Open Window function detects sudden temperature drops,Adaptive function predicts heat-up times and adjusts to eliminate temperature spikes,Freeze Protection reduces waste in unused rooms,Freeze Protection adjustable from 5 - 17°C,Holiday function maintains low-level heating when unoccupied,Heating Boost boosts for 1 - 9 hours in low temperatures,Anti-seize function protects pump from seizing in low-usage,Smartphone app compatible,Compatible with Alexa or Google Home voice control,Meets Boiler Plus requirements,,,,,,,,,,
39,P581454,JG Underfloor Speedfit wireless boiler receiver,JG Underfloor,74.19,This JG Underfloor Speedfit wireless boiler receiver communicates with wireless thermostats via the wireless wiring centre in an underfloor heating installation.,Heating/Underfloor Heating/Underfloor Heating Thermostats and Controls/Underfloor Heating Thermostats and Controls.csv -> JG Underfloor Speedfit wireless boiler receiver,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/14/54/581454_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ic/al/JGSpeedfit_Aura_Wireless_Technical.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/20/16/JG_Speedfit_UHF_Brochure_2016.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ti/on/JG_Speedfit_Aura_UFH_Installation.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ti/on/JGSpeedfit_Receiver_Installation.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/nu/al/JG_Speedfit_Instruction_Manual.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/hu/re/JG UFH Fittings Brochure.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
40,P581451,JG Underfloor Speedfit wet room probe,JG Underfloor,13.15,"This JG Underfloor Speedfit remote probe is used to control underfloor heating temperature in a wet room, bathroom or anywhere that moisture could cause problems. It is also suitable to control floor temperature where overheating might cause damage.",Heating/Underfloor Heating/Underfloor Heating Thermostats and Controls/Underfloor Heating Thermostats and Controls.csv -> JG Underfloor Speedfit wet room probe,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/14/51/581451_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ic/al/JGSpeedfit_Aura_Wireless_Technical.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/20/16/JG_Speedfit_UHF_Brochure_2016.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/hu/re/JG UFH Fittings Brochure.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
41,PP42083,Uponor Smatrix Pulse wave controller pulse x-265 6x uk,Uponor,283.72,"The Uponor Smatrix Wave Pulse controller offers total smart home control, allowing for individual area control of up to six individual zones while also providing central control of heating and cooling systems.",Heating/Underfloor Heating/Underfloor Heating Thermostats and Controls/Underfloor Heating Thermostats and Controls.csv -> Uponor Smatrix Pulse wave controller pulse x-265 6x uk,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/20/83/NW-P42082_P42083_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ta/ll/Uponor_Smatrix_Wave_Pulse_Install.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
42,P261914,Myson Floortec PUNCHPACK40 underfloor heating punch pack 40mtr2,Myson,1208.02,"This cost-effective and high quality Myson Floortec 40M² punch pack is designed for underfloor heating installations in a screeded floor. Supplied with Myson's unique Tackernails for easy installation straight out of the box and offering complete control via the included floor sensor, single zone control unit and thermostat, this all-in-one pack makes both fitting and using an underfloor heating system in a single room straightforward.",Heating/Underfloor Heating/Underfloor Heating Thermostats and Controls/Underfloor Heating Thermostats and Controls.csv -> Myson Floortec PUNCHPACK40 underfloor heating punch pack 40mtr2,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/19/14/261913_261914_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/et/hr/29489 Packs-a-Punch A5 LeafletHR.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ti/on/Myson_UnderfloorHeating_Introduction.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
43,P581452,JG Underfloor Speedfit wet room probe box,JG Underfloor,16.25,"This JG Underfloor Speedfit sensor box is used to control underfloor heating temperature in a wet room, bathroom or anywhere that moisture could cause problems. It is also suitable to control floor temperature where overheating might cause damage.",Heating/Underfloor Heating/Underfloor Heating Thermostats and Controls/Underfloor Heating Thermostats and Controls.csv -> JG Underfloor Speedfit wet room probe box,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/14/52/581452_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ic/al/JGSpeedfit_Aura_Wireless_Technical.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/20/16/JG_Speedfit_UHF_Brochure_2016.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/hu/re/JG UFH Fittings Brochure.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
