,pid,Title,Brand,Price,Description,category,mfpartnumber,whatisincluded,Image,Attachment 1,Attachment 2,Attachment 3,Attachment 4,Attachment 5,Colour,Connection Size,Connection Type,Diameter,Range,Warranty,Weight,Hazardous,Drainage Product Type,Material,Minimum Operating Temperature,Resistance Features,Wall Thickness (mm),Maximum Operating Temperature,Standards,Supplier Product Code,WEEE Compliant,Application,Feature 1,Feature 2,Feature 3,Feature 4,Feature 5,Pack Quantity,Paintable,Feature 6,Feature 7
60,PF16158,Center CB 90deg PP spigot bend 32mm,Center CB,3.43,"Made of polypropylene (PP), this Center CB 32mm spigot bend with push-fit x solvent weld connections is part of a range designed to incorporate simple but effective ring seal jointing for fast, convenient installation. This cost-effective system is completely demountable, making it suitable for both new installations and modifications.",Drainage/Waste Pipe and Fittings/Waste Pipe Bends/Waste Pipe Bends.csv -> Center CB 90deg PP spigot bend 32mm,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/61/58/NW-F16158_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/20/19/Center_CB_DrainageProductGuide_2019.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
61,PF30518,"Polypipe Terrain 200 91deg sweep bend 1.1/2"" White",Polypipe,4.51,"This Polypipe Terrain 200 sweep soil bend is made of mPVC-U with 40mm solvent weld connections. Ideal for use where high temperatures and harsh chemicals are used, mPVC-U is recommended as an alternative to ABS in education and healthcare settings, while in residential installations it can be used for boiler discharge and standard waste applications.","Drainage/Waste Pipe and Fittings/Waste Pipe Bends/Waste Pipe Bends.csv -> Polypipe Terrain 200 91deg sweep bend 1.1/2"" White",,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/05/18/NW-F30518_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/rc/hr/Polypipe_Terrain_Above_Ground_Brchr.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
62,PF24806,Marley Solvent Waste 45deg bend 40mm White,Marley,3.36,This Marley Solvent Waste 40mm 45° bend in white is suitable for both internal and external applications.,Drainage/Waste Pipe and Fittings/Waste Pipe Bends/Waste Pipe Bends.csv -> Marley Solvent Waste 45deg bend 40mm White,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/48/06/NW-F24806_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ti/on/Marley_Soil-Waste_Installation.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/hu/re/Marley_Soil-Waste_Brochure.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
63,PF24804,Marley Solvent Waste 87.5deg long spigot bend 40mm White,Marley,3.36,This Marley Solvent Waste 40mm 87.5° bend with long spigot in white is suitable for both internal and external applications.,Drainage/Waste Pipe and Fittings/Waste Pipe Bends/Waste Pipe Bends.csv -> Marley Solvent Waste 87.5deg long spigot bend 40mm White,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/48/04/NW-F24804_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ti/on/Marley_Soil-Waste_Installation.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/hu/re/Marley_Soil-Waste_Brochure.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
64,PF16172,Center CB 90deg PP knuckle bend 40mm,Center CB,3.55,"Made of polypropylene (PP), this Center CB 40mm knuckle bend is part of a range designed to incorporate simple but effective ring seal jointing for fast, convenient installation. This cost-effective system is completely demountable, making it suitable for both new installations and modifications.",Drainage/Waste Pipe and Fittings/Waste Pipe Bends/Waste Pipe Bends.csv -> Center CB 90deg PP knuckle bend 40mm,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/61/72/NW-F16172_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/20/19/Center_CB_DrainageProductGuide_2019.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
65,PF16294,Center CB 45deg ABS obtuse bend 50mm,Center CB,4.33,"Made of ABS, this Center CB 50mm obtuse bend is part of the Center ABS solvent weld waste range, a collection of products ideally suited to creating connections from sanitary appliances to a soil stack or back inlet drain gully. Solvent weld connections ensure a sturdy, permanent joint with the straightforward application of solvent weld cement to the pipe spigot and fitting socket.",Drainage/Waste Pipe and Fittings/Waste Pipe Bends/Waste Pipe Bends.csv -> Center CB 45deg ABS obtuse bend 50mm,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/62/94/NW-F16294_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/20/19/Center_CB_DrainageProductGuide_2019.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
66,PF16342,Center CB 90deg bend 32mm White,Center CB,3.91,"Made of polypropylene (PP), this Center CB 32mm push-fit bend is part of a range designed to incorporate simple but effective ring seal jointing for fast, convenient installation. This cost-effective system is completely demountable, making it suitable for both new installations and modifications.",Drainage/Waste Pipe and Fittings/Waste Pipe Bends/Waste Pipe Bends.csv -> Center CB 90deg bend 32mm White,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/63/42/NW-F16342_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/20/19/CenterCB_Drainage_Prod_Guide_Feb2019.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
67,PF16348,Center CB 135deg bend 40mm White,Center CB,3.91,"Made of polypropylene (PP), this Center CB 40mm obtuse bend is part of a range designed to incorporate simple but effective ring seal jointing for fast, convenient installation. This cost-effective system is completely demountable, making it suitable for both new installations and modifications.",Drainage/Waste Pipe and Fittings/Waste Pipe Bends/Waste Pipe Bends.csv -> Center CB 135deg bend 40mm White,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/63/48/NW-F16348_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/20/19/CenterCB_Drainage_Prod_Guide_Feb2019.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
68,PF16174,Center CB 45deg PP obtuse bend 40mm,Center CB,3.55,"Center CB obtuse bend is made of polypropylene. The Center push-fit waste range uses a simple, highly effective ring seal jointing system that's ideally suited to installations where speed is paramount. Completely demountable, this range provides a cost-effective solution where new systems are being installed or existing systems are being modified.",Drainage/Waste Pipe and Fittings/Waste Pipe Bends/Waste Pipe Bends.csv -> Center CB 45deg PP obtuse bend 40mm,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/61/74/NW-F16174_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/20/19/Center_CB_DrainageProductGuide_2019.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
69,PF16311,"Center CB CB325:B 45deg spigot bend 1.1/4""",Center CB,3.18,"This Center CB 32mm spigot bend is part of the Center ABS solvent weld waste range, a collection of products ideally suited to creating connections from sanitary appliances to a soil stack or back inlet drain gully. Solvent weld connections ensure a sturdy, permanent joint with the straightforward application of solvent weld cement to the pipe spigot and fitting socket.","Drainage/Waste Pipe and Fittings/Waste Pipe Bends/Waste Pipe Bends.csv -> Center CB CB325:B 45deg spigot bend 1.1/4""",,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/63/11/NW-F16311_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/20/19/Center_CB_DrainageProductGuide_2019.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
70,PF66524,Polypipe 45deg ABS obtuse bend 50mm Black,Polypipe,8.2,"Made of black ABS, this Polypipe 45° obtuse bend with 50mm solvent weld connections is suitable for domestic applications. A popular selection for residential waste installations, the Polypipe ABS solvent weld range incorporates BioCote anti-microbial technology.",Drainage/Waste Pipe and Fittings/Waste Pipe Bends/Waste Pipe Bends.csv -> Polypipe 45deg ABS obtuse bend 50mm Black,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/65/24/NW-F66524_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/hu/re/Polypipe_PolySoil_Brochure.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/20/15/Polypipe_Building_Prod_Guide_May2015.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
71,PF41131,"McAlpine MS4 90deg multi-fit bend 1.1/4""",McAlpine,3.81,"This McAlpine 1 1/4"" 90° bend includes connections with moulded internal sleeves designed to centre and support the pipe. Multifit and friction washers are used to create a secure seal between the pipe and the fitting wall of the fitting. Where a plastic pipe is undersized or out of shape it may be necessary to warm the end, enabling it to be pushed over the internal sleeve.","Drainage/Waste Pipe and Fittings/Waste Pipe Bends/Waste Pipe Bends.csv -> McAlpine MS4 90deg multi-fit bend 1.1/4""",,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/11/31/NW-F41131_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ic/al/McAlpine_Plumbing_Products_Technical.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/wi/ng/F41131_Drawing.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/og/ue/McAlpine_Plumbing_Products_Catalogue.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
72,PF16321,Center CB CSB1P:W 90deg PF spigot bend 32mm White,Center CB,4.04,"Made of polypropylene (PP), this Center CB 32mm conversion bend with push-fit x solvent weld connections is part of a range designed to incorporate simple but effective ring seal jointing for fast, convenient installation. This cost-effective system is completely demountable, making it suitable for both new installations and modifications.",Drainage/Waste Pipe and Fittings/Waste Pipe Bends/Waste Pipe Bends.csv -> Center CB CSB1P:W 90deg PF spigot bend 32mm White,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/63/21/NW-F16321_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/20/19/CenterCB_Drainage_Prod_Guide_Feb2019.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
73,PF13525,Center CB 135deg compression bend 32mm,Center CB,5.86,"Center CB compression bend is made of polypropylene. The Center compression waste range is the system of choice for many installers. Designed with a universal jointing system, this quick fitting system enables easy connections to new and existing plastic or copper waste pipes. Constructed from white polypropylene for exceptional strength and durability.",Drainage/Waste Pipe and Fittings/Waste Pipe Bends/Waste Pipe Bends.csv -> Center CB 135deg compression bend 32mm,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/35/25/NW-F13525_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/20/19/Center_CB_DrainageProductGuide_2019.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
74,PF68958,Polypipe System 2000 Solvent Weld Waste 45deg spigot bend 40mm White,Polypipe,6.36,"Suitable for domestic use, this Polypipe System 2000 45 degree spigot bend is made of white MuPVC with 40mm solvent weld connections.",Drainage/Waste Pipe and Fittings/Waste Pipe Bends/Waste Pipe Bends.csv -> Polypipe System 2000 Solvent Weld Waste 45deg spigot bend 40mm White,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/89/58/NW-F68958_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/20/15/Polypipe_Building_Prod_Guide_May2015.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
75,PF16346,Center CB 92.5deg (87.5deg) PF bend 40mm White,Center CB,4.33,"Made of polypropylene (PP), this Center CB 40mm push-fit bend is part of a range designed to incorporate simple but effective ring seal jointing for fast, convenient installation. This cost-effective system is completely demountable, making it suitable for both new installations and modifications.",Drainage/Waste Pipe and Fittings/Waste Pipe Bends/Waste Pipe Bends.csv -> Center CB 92.5deg (87.5deg) PF bend 40mm White,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/63/46/NW-F16346_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/20/19/CenterCB_Drainage_Prod_Guide_Feb2019.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
76,PF15174,"Center CB 45deg obtuse bend 1.1/2""",Center CB,3.55,"Made of polypropylene (PP), this Center CB 40mm obtuse bend is part of a range designed to incorporate simple but effective ring seal jointing for fast, convenient installation. This cost-effective system is completely demountable, making it suitable for both new installations and modifications.","Drainage/Waste Pipe and Fittings/Waste Pipe Bends/Waste Pipe Bends.csv -> Center CB 45deg obtuse bend 1.1/2""",,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/51/74/NW-F15174_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/20/19/Center_CB_DrainageProductGuide_2019.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
77,PF16178,Center CB PP spigot bend 88.50deg 40mm,Center CB,3.55,"Made of polypropylene (PP), this Center CB 40mm spigot bend with push-fit x solvent weld connections is part of a range designed to incorporate simple but effective ring seal jointing for fast, convenient installation. This cost-effective system is completely demountable, making it suitable for both new installations and modifications.",Drainage/Waste Pipe and Fittings/Waste Pipe Bends/Waste Pipe Bends.csv -> Center CB PP spigot bend 88.50deg 40mm,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/61/78/NW-F16178_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/20/19/Center_CB_DrainageProductGuide_2019.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
78,PF15178,"Center CB 90deg deg spigot bend 1.1/2""",Center CB,3.55,"Made of polypropylene (PP), this Center CB 40mm spigot bend with push-fit x solvent weld connections is part of a range designed to incorporate simple but effective ring seal jointing for fast, convenient installation. This cost-effective system is completely demountable, making it suitable for both new installations and modifications.","Drainage/Waste Pipe and Fittings/Waste Pipe Bends/Waste Pipe Bends.csv -> Center CB 90deg deg spigot bend 1.1/2""",,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/51/78/NW-F15178_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/20/19/Center_CB_DrainageProductGuide_2019.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
79,PQ66585,Wavin Osma Waste 45deg bend 40mm White,Wavin,5.88,"Suitable for interior and exterior use, this Wavin Osma Waste 40mm 45° bend, supplied in white, is part of a PVC-C solvent weld waste system designed to withstand high in-service temperatures while resisting UV and offering fire retardant properties.",Drainage/Waste Pipe and Fittings/Waste Pipe Bends/Waste Pipe Bends.csv -> Wavin Osma Waste 45deg bend 40mm White,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/65/85/NW-Q66585_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ti/on/Wavin_Osma_Soil-Waste_Installation.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ms/ds/Wavin_PVC_U_Pipe_&_Fittings_MSDS.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ta/ll/Wavin_Osma_Waste_Water_Drain_Install.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/br/cr/Wavin_Osma_RoundLine_Drainage_Brcr.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ca/te/Wavin_OsmaSoil_Waste_Certificate.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,
80,PF66357,Polypipe 92.5deg ABS swivel bend 32mm White,Polypipe,5.23,"Made of white ABS, this Polypipe 92.5° swivel bend with 32mm solvent weld connections is suitable for domestic applications. A popular selection for residential waste installations, the Polypipe ABS solvent weld range incorporates BioCote anti-microbial technology.",Drainage/Waste Pipe and Fittings/Waste Pipe Bends/Waste Pipe Bends.csv -> Polypipe 92.5deg ABS swivel bend 32mm White,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/63/57/NW-F66357_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/hu/re/Polypipe_PolySoil_Brochure.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/20/15/Polypipe_Building_Prod_Guide_May2015.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
81,PF16292,Center CB 88.5deg ABS knuckle bend 50mm,Center CB,4.57,"This Center CB 50mm ABS knuckle bend is part of the Center ABS solvent weld waste range, a collection of products ideally suited to creating connections from sanitary appliances to a soil stack or back inlet drain gully. Solvent weld connections ensure a sturdy, permanent joint with the straightforward application of solvent weld cement to the pipe spigot and fitting socket.",Drainage/Waste Pipe and Fittings/Waste Pipe Bends/Waste Pipe Bends.csv -> Center CB 88.5deg ABS knuckle bend 50mm,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/62/92/NW-F16292_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/20/19/Center_CB_DrainageProductGuide_2019.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
82,PF66387,Polypipe 92.5deg ABS swivel bend 32mm Black,Polypipe,5.23,"Made of black ABS, this Polypipe 92.5° swivel bend with 32mm solvent weld connections is suitable for domestic applications. A popular selection for residential waste installations, the Polypipe ABS solvent weld range incorporates BioCote anti-microbial technology.",Drainage/Waste Pipe and Fittings/Waste Pipe Bends/Waste Pipe Bends.csv -> Polypipe 92.5deg ABS swivel bend 32mm Black,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/63/87/NW-F66387_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/hu/re/Polypipe_PolySoil_Brochure.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/20/15/Polypipe_Building_Prod_Guide_May2015.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
83,PF60294,Polypipe Terrain 600 91deg ABS knuckle bend 32mm White,Polypipe,2.44,"Especially suitable for commercial building services, the Polypipe Terrain 600 32mm 91° knuckle bend is fitted with solvent weld connections and has a high quality finish to withstand high levels of use.",Drainage/Waste Pipe and Fittings/Waste Pipe Bends/Waste Pipe Bends.csv -> Polypipe Terrain 600 91deg ABS knuckle bend 32mm White,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/02/95/NW-F60294_F60295_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/20/15/Polypipe_Building_Prod_Guide_May2015.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
84,PF66003,Polypipe 90deg knuckle bend 32mm Grey,Polypipe,3.67,"Suitable for domestic use, this Polypipe knuckle bend with 32mm push-fit connections is made of grey polypropylene (PP) and incorporates BioCote anti-microbial technology. A fast, simple alternative to solvent weld systems, Polypipe Push Fit waste fittings allows for disassembly and reconnection at the point of installation.",Drainage/Waste Pipe and Fittings/Waste Pipe Bends/Waste Pipe Bends.csv -> Polypipe 90deg knuckle bend 32mm Grey,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/60/03/NW-F66003_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/hu/re/Polypipe_PolySoil_Brochure.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/20/15/Polypipe_Building_Prod_Guide_May2015.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
85,PF57201,Geberit HDPE 361.045.16.1 135deg HDPE bend 50mm,Geberit,1.75,"Geberit HDPE fittings and pipe are manufactured using high density polyethylene (HDPE), the robust piping material. Geberit HDPE discharge pipes are appropriate for a multitude of application ranges in roof drainage systems, industry, commercial or laboratory facilities, placement in the ground, in concrete or in bridge construction.  Hot water does not affect the material at temperatures of up to 80 °C.  It is resistant against around 95% of all commercially available alkalis, acids and chemicals.  The pipes and fittings also withstand shocks, drops, impacts or brief pressures of up to 1.5 bar without breakage or permanent deformation.",Drainage/Waste Pipe and Fittings/Waste Pipe Bends/Waste Pipe Bends.csv -> Geberit HDPE 361.045.16.1 135deg HDPE bend 50mm,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/ma/ge/F57201_Primary_Image_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/hu/re/Geberit_Brochure.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
86,PF57101,Geberit 135deg HDPE bend 40mm,Geberit,1.58,"Ready for welding on both sides, this Geberit HDPE 40mm 135° bend can be fitted using electrofusion for reliable security. Suitable for above ground and below building drainage applications, this fitting can also be used in chemical waste removal systems, land drainage systems and in conventional or siphonic roof drainage systems.",Drainage/Waste Pipe and Fittings/Waste Pipe Bends/Waste Pipe Bends.csv -> Geberit 135deg HDPE bend 40mm,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/71/01/F57101_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/hu/re/Geberit_Brochure.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
87,PF57401,Geberit 135deg HDPE bend 63mm,Geberit,2.32,"Ready for welding on both sides, this Geberit HDPE 63mm 135° bend can be fitted using electrofusion for reliable security. Suitable for above ground and below building drainage applications, this fitting can also be used in chemical waste removal systems, land drainage systems and in conventional or siphonic roof drainage systems.",Drainage/Waste Pipe and Fittings/Waste Pipe Bends/Waste Pipe Bends.csv -> Geberit 135deg HDPE bend 63mm,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/ma/ge/F57401_Primary_Image_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/hu/re/Geberit_Brochure.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
88,PF66057,Polypipe 91.5deg swivel bend 32mm Black,Polypipe,4.34,"Suitable for domestic use, this Polypipe swivel bend with 32mm push-fit connections is made of black polypropylene (PP) and incorporates BioCote anti-microbial technology. A fast, simple alternative to solvent weld systems, Polypipe Push Fit waste fittings allows for disassembly and reconnection at the point of installation.",Drainage/Waste Pipe and Fittings/Waste Pipe Bends/Waste Pipe Bends.csv -> Polypipe 91.5deg swivel bend 32mm Black,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/60/57/NW-F66057_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/hu/re/Polypipe_PolySoil_Brochure.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/20/15/Polypipe_Building_Prod_Guide_May2015.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
