,pid,Title,Brand,Price,Description,category,mfpartnumber,whatisincluded,Image,Attachment 1,Attachment 2,Colour,Connection Size,Connection Type,Range,Thickness,Refrigerant Suitability,Hazardous,Material,Supplier Product Code,Type,WEEE Compliant,Application,Feature 1,Feature 2,Diameter,Pack Quantity,Size,Connection Type 1,Feature 3,Feature 4,Gender,Connection Type 2,Attachment 3,Attachment 4,Attachment 5,Attachment 6,Attachment 7,Attachment 8,Attachment 9,Attachment 10,Feature 5,Feature 6,Dimensions (L x W x D),Refrigerant,Max Pressure,Sight Glass,Number of Valves,Feature 7,Feature 8,Feature 9,Feature 10,Feature 11,Feature 12,Voltage (V),Operating Pressure,Feature 13,Feature 14,Feature 15,Feature 16,Feature 17,Feature 18,Feature 19,Feature 20,Feature 21,Connection,Flow Rate,Warranty,Motor Speed,Horse Power,Depth (mm),Absolute Vacuum,Stages,Oil Capacity
23,P690614,Javac 4-valve manifold kit,Javac,252.71,"Built to EN 973 T3, this Javac four valve manifold with continental hoses is hardwearing and easy to use with 80mm gauge heads and all manifolds either dual seal piston valves or quarter-turn mechanical valves. Manufactured with long life Teflon seals and a larger capacity bore, this manifold withstands maximum levels of flow and works with R-22, R-134A, R-404A and R-407C refrigerants.",Parts and Spares/Cooling Parts/Air Conditioning Parts/HVAC Service Equipment/HVAC Service Equipment.csv -> Javac 4-valve manifold kit,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/06/14/NW-690614_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ic/al/Javac_Manifold-X5_Technical.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/nu/al/Javac_4-Valve_Instruction_Manual.pdf,,,,,,,,,,,,,,,,,,,,,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/20/21/Javac_Product_Guide_2021.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
24,P418041,Rothenberger u-gauge neoprene hose 2 metres,Rothenberger,4.65,A Rothenberger 2M neoprene hose.,Parts and Spares/Cooling Parts/Air Conditioning Parts/HVAC Service Equipment/HVAC Service Equipment.csv -> Rothenberger u-gauge neoprene hose 2 metres,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/80/41/NW-418041_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/20/21/Rothenberger_Product_Brochure_2021.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
25,P688765,Javac TORR gauge,Javac,342.88,This Class 2 accuracy Javac absolute Torr vacuum gauge offers an operating pressure of up to 50 bar (40 Torr) and measures in both Torr and mbar.,Parts and Spares/Cooling Parts/Air Conditioning Parts/HVAC Service Equipment/HVAC Service Equipment.csv -> Javac TORR gauge,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/87/65/NW-688765_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ic/al/Javac_Torr-Gauge_Technical.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/20/21/Javac_Product_Guide_2021.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
26,P671048,"Refcomm LGL NS4-4 short flared nut 1/4""",Refcomm,2.39,"This Refcom LGL 1/4"" short flare nut is made of brass","Parts and Spares/Cooling Parts/Air Conditioning Parts/HVAC Service Equipment/HVAC Service Equipment.csv -> Refcomm LGL NS4-4 short flared nut 1/4""",,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/10/48/NW-671048_wm.jpg,,,,,,LGL,,,N,Brass,NS4-4,Short Flared Nut,N,,Made of Brass,"Sizes in 1/4""",1/4,,14,Flare,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
27,P671230,"Parker 640F 640F-5 flanged cap nut 5/16""",Parker,4.97,"Made of brass, this Parker 640F 5/16"" cap nut is for use with the 2GF flare gasket. Suitable for use in refrigerant lines, propane lines, fuels, natural gas, oil burners and adapters, this flare fitting is an economical choice for a metal-to-metal seal in high pressure service. 2GF fittings are resistant to mechanical pull out and their positive connections ensures reliability and safety. Available in forgings for refrigeration use, flare fittings are an alternative to solder joints where an open flame shouldn't be used.","Parts and Spares/Cooling Parts/Air Conditioning Parts/HVAC Service Equipment/HVAC Service Equipment.csv -> Parker 640F 640F-5 flanged cap nut 5/16""",,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/12/33/NW-671230_671233_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/og/ue/Parker_Brass_Fittings_Catalogue.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
28,P671151,"Parker 2GF4 flared copper gasket 1/4""",Parker,1.06,"This Parker refrigeration grade 1/4"" flared gasket is made of copper.","Parts and Spares/Cooling Parts/Air Conditioning Parts/HVAC Service Equipment/HVAC Service Equipment.csv -> Parker 2GF4 flared copper gasket 1/4""",,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/11/51/NW-671151_wm.jpg,,,,,,,,,N,Copper,B2-4,Gasket,N,,Pack of 10,De-greased copper,1/4,,14,N/A,Specifically designed for ACR,Can be used in assemblies subject to pressure equipment directive,,,,,,,,,,,Safety factor of at least 3 applied as recommended maximum working pressure,Manufactured to ASME B1622 - 2001 standards,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
29,P688501,"Javac Refco heavy duty  hose comes with ball valve 72"" Yellow",Javac,41.35,"This Javac Refco CA-CL-72-Y 72"" length single hose with ball valve is supplied in yellow colour.","Parts and Spares/Cooling Parts/Air Conditioning Parts/HVAC Service Equipment/HVAC Service Equipment.csv -> Javac Refco heavy duty  hose comes with ball valve 72"" Yellow",,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/85/01/NW-688501_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/20/21/Javac_Product_Guide_2021.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
30,P688879,Javac EL86372 2-valve manifold kit R410/R32,Javac,260.99,"Built to EN 973 T3, this Javac two valve manifold with continental hoses is hardwearing and easy to use with 80mm gauge heads and all manifolds either dual seal piston valves or quarter-turn mechanical valves. Manufactured with long life Teflon seals and a larger capacity bore, this manifold withstands maximum levels of flow and works with R-32 and R-410A refrigerants.",Parts and Spares/Cooling Parts/Air Conditioning Parts/HVAC Service Equipment/HVAC Service Equipment.csv -> Javac EL86372 2-valve manifold kit R410/R32,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/88/79/NW-688879_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/te/ch/Javac_R32-Manifold_Tech.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/nu/al/Javac_4-Valve_Instruction_Manual.pdf,,,,,,,,,,,,,,,,,,,,,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/20/21/Javac_Product_Guide_2021.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
31,P688802,Javac Digital Vacuum Guage VG-64 electronic vacuum guage,Javac,337.63,"Offering a high-res display and quick responses, the user-friendly dual port Javac VG64 electronic digital vacuum gauge with magnetic HVAC strap accurately reads vacuum from 12,000 microns right down to 0 across a broad temperature range. Suitable for field or laboratory use, VG64 supplied measurements in units including Microns (millitorrs), PSI, millibars, inches of Hg and Pascal.",Parts and Spares/Cooling Parts/Air Conditioning Parts/HVAC Service Equipment/HVAC Service Equipment.csv -> Javac Digital Vacuum Guage VG-64 electronic vacuum guage,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/88/02/NW-688802_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/he/et/Javac_VG-64_Datasheet.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/20/21/Javac_Product_Guide_2021.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
32,P671007,Refcomm LGL B1-8 adaptor fibre washer cylinder,Refcomm,1.33,"This Refcom LGL fibre washer can be used with a 1/4 x 5/8"" adapter.",Parts and Spares/Cooling Parts/Air Conditioning Parts/HVAC Service Equipment/HVAC Service Equipment.csv -> Refcomm LGL B1-8 adaptor fibre washer cylinder,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/10/07/NW-671007_wm.jpg,,,,,,LGL,,,N,Brass,BG7090W,Washers,N,,Made of Brass,"Sizes in 1/4 x 5/8""",1/4 x 5/8,,14,N/A,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
33,P671051,"Refcomm LGL NS4-8 short flared nut 1/2""",Refcomm,5.3,"This Refcom LGL 1/2"" short flare nut is made of brass","Parts and Spares/Cooling Parts/Air Conditioning Parts/HVAC Service Equipment/HVAC Service Equipment.csv -> Refcomm LGL NS4-8 short flared nut 1/2""",,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/10/54/NW-671050_671054_wm.jpg,,,,,,LGL,,,N,Brass,NS4-8,Short Flared Nut,N,,Made of Brass,"Sizes in 1/2""",1/2,,12,Flare,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
34,P671153,"Refcomm B2-6 flared copper gasket 3/8"" (Pack of 10)",Refcomm,1.46,"This Parker refrigeration grade 3/8"" flared gasket is made of copper.","Parts and Spares/Cooling Parts/Air Conditioning Parts/HVAC Service Equipment/HVAC Service Equipment.csv -> Refcomm B2-6 flared copper gasket 3/8"" (Pack of 10)",,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/11/55/NW-671153_671155_wm.jpg,,,,,,,,,N,Copper,B2-6,Gasket,N,,Pack of 10,De-greased copper,3/8,pack of 10,3/8,N/A,Specifically designed for ACR,Can be used in assemblies subject to pressure equipment directive,,,,,,,,,,,Safety factor of at least 3 applied as recommended maximum working pressure,Manufactured to ASME B1622 - 2001 standards,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
35,P671345,"Parker 42F 42F-4 male flanged union double 1/4 x 1/4"" (Pack of 10)",Parker,3.32,"Made of brass, this Parker 42F 1/4 x 1/4"" union with 7/16-20 thread size is an economical choice for a metal-to-metal seal in high pressure service. It is resistant to mechanical pull out and offers positive connections to ensure reliability and safety. Flare fittings are a suitable alternative to solder joints where an open flame shouldn't be used.","Parts and Spares/Cooling Parts/Air Conditioning Parts/HVAC Service Equipment/HVAC Service Equipment.csv -> Parker 42F 42F-4 male flanged union double 1/4 x 1/4"" (Pack of 10)",,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/13/49/NW-671345_671349_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/og/ue/Parker_Brass_Fittings_Catalogue.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
36,P671059,"Refcomm LGL NRS4-86 flared reducing nut short 1/2 x 3/8""",Refcomm,9.27,"This Refcom LGL 1/2 x 3/8"" short reducing flare nut is made of brass","Parts and Spares/Cooling Parts/Air Conditioning Parts/HVAC Service Equipment/HVAC Service Equipment.csv -> Refcomm LGL NRS4-86 flared reducing nut short 1/2 x 3/8""",,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/10/59/NW-671059_wm.jpg,,,,,,LGL,,,N,Brass,NRS4-86,Flared Reducing Nut,N,,Made of Brass,"Size in 1/2 x 3/8""",1/2 x 3/8,,1/2 x 3/8,Flare,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
37,P689647,Javac low side automatic coupler (R134A),Javac,32.36,"This Javac low pressure automotive coupler with 1/4"" SAE hose connection is compatible with R134A refrigerant.",Parts and Spares/Cooling Parts/Air Conditioning Parts/HVAC Service Equipment/HVAC Service Equipment.csv -> Javac low side automatic coupler (R134A),,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/96/47/NW-689647_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/20/21/Javac_Product_Guide_2021.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
38,P601207,Javac oxy-acetylene hoses 5mtr,Javac,63.34,A Javac 5M twin oxygen and acetylene hose pack with non-return valve.,Parts and Spares/Cooling Parts/Air Conditioning Parts/HVAC Service Equipment/HVAC Service Equipment.csv -> Javac oxy-acetylene hoses 5mtr,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/12/07/NW-601207_wm.jpg,,,,,,,,,N,,849060,Oxy-Acetylene Hose,N,,Complies with BS EN 559 and BS EN 1256,,,,,,,,,,,,,,,,,,,,5000 mm (L),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
39,P671231,"Parker 640F 640F-6 flanged cap nut 3/8"" (Pack of 5)",Parker,5.96,"Made of brass, this Parker 640F 3/8"" cap nut is for use with the 2GF flare gasket. Suitable for use in refrigerant lines, propane lines, fuels, natural gas, oil burners and adapters, this flare fitting is an economical choice for a metal-to-metal seal in high pressure service. 2GF fittings are resistant to mechanical pull out and their positive connections ensures reliability and safety. Available in forgings for refrigeration use, flare fittings are an alternative to solder joints where an open flame shouldn't be used.","Parts and Spares/Cooling Parts/Air Conditioning Parts/HVAC Service Equipment/HVAC Service Equipment.csv -> Parker 640F 640F-6 flanged cap nut 3/8"" (Pack of 5)",,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/12/33/NW-671230_671233_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/og/ue/Parker_Brass_Fittings_Catalogue.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
40,P671155,"Refcomm B2-10 flared copper gasket 5/8"" (Pack of 10)",Refcomm,2.32,"This Parker refrigeration grade 5/8"" flared gasket is made of copper.","Parts and Spares/Cooling Parts/Air Conditioning Parts/HVAC Service Equipment/HVAC Service Equipment.csv -> Refcomm B2-10 flared copper gasket 5/8"" (Pack of 10)",,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/11/55/NW-671153_671155_wm.jpg,,,,,,,,,N,Copper,B2-10,Gasket,N,,Pack of 10,De-greased copper,5/8,pack of 10,5/8,N/A,Specifically designed for ACR,Can be used in assemblies subject to pressure equipment directive,,,,,,,,,,,Safety factor of at least 3 applied as recommended maximum working pressure,Manufactured to ASME B1622 - 2001 standards,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
41,P671237,"Parker 639F 639F-4 flanged sealing plug 1/4""",Parker,3.64,"Made of brass, this Parker 639F 1/4"" seal plug  is suitable for use in refrigeration, heavy-duty truck, mobile, industrial, heating and air conditioning applications. This 45° flare fitting is an economical choice for a metal-to-metal seal in high pressure service, is resistant to mechanical pull out and offers positive connections to ensure reliability and safety. Flare fittings are a suitable alternative to solder joints where an open flame shouldn't be used.","Parts and Spares/Cooling Parts/Air Conditioning Parts/HVAC Service Equipment/HVAC Service Equipment.csv -> Parker 639F 639F-4 flanged sealing plug 1/4""",,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/12/37/NW-671237_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/og/ue/Parker_Brass_Fittings_Catalogue.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
42,P671284,"Parker 144F 144F-6 male flanged equal tee 3/8""",Parker,19.2,"Made of brass, this Parker 144F 3/8"" union tee with 7/16-20 thread size is an economical choice for a metal-to-metal seal in high pressure service. It is resistant to mechanical pull out and offers positive connections to ensure reliability and safety. Flare fittings are a suitable alternative to solder joints where an open flame shouldn't be used.","Parts and Spares/Cooling Parts/Air Conditioning Parts/HVAC Service Equipment/HVAC Service Equipment.csv -> Parker 144F 144F-6 male flanged equal tee 3/8""",,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/12/84/NW-671284_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/og/ue/Parker_Brass_Fittings_Catalogue.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
43,P688924,Javac Refco thermometer with capilary tube 100mm x 1.5mtr,Javac,62.0,"Made of plastic, this Javac Refco dial thermometer has a universal design for easy mounted from back or front.",Parts and Spares/Cooling Parts/Air Conditioning Parts/HVAC Service Equipment/HVAC Service Equipment.csv -> Javac Refco thermometer with capilary tube 100mm x 1.5mtr,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/89/24/NW-688924_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/20/21/Javac_Product_Guide_2021.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
44,P688543,Javac Refco dry compound gauge bar/psi 70mm,Javac,29.45,"The Javac Refco pressure gauge for low pressure applications has a 63mm outside diameter and offers compatibility with R-22, R-134A and R404A refrigerants.",Parts and Spares/Cooling Parts/Air Conditioning Parts/HVAC Service Equipment/HVAC Service Equipment.csv -> Javac Refco dry compound gauge bar/psi 70mm,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/85/44/NW-688543_688544_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/20/20/Javac_Refco_Catalog_2020.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/20/21/Javac_Product_Guide_2021.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
45,P419955,Testo 550s smart set with wireless temperature probes,Testo,678.74,"Containing a smart digital manifold with two-way valve block and wireless clamp temperature probes, the Testo 550s smart kit makes carrying out measurements on refrigeration and air conditioning systems, as well as heat pumps, fast and easy. A large graphical display makes evaluation effortless, while stored programs guide users through the measuring process with the automatic determination of vital parameters, including superheat, pressure drop test and evacuation. Easily connected, Bluetooth probes for temperature, pressure and humidity provide additional flexibility of use. Highly durable, this kit works reliably in even tough conditions.",Parts and Spares/Cooling Parts/Air Conditioning Parts/HVAC Service Equipment/HVAC Service Equipment.csv -> Testo 550s smart set with wireless temperature probes,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/99/55/NW-419955_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/mi/ty/Testo_550s_UK_Declrtn_of_Conformity.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/te/ch/Testo_115i_Clamp_Thermometer_Tech.pdf,,,,,,,,,,,,,,,,,,,,,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/nu/al/Testo_550s_557s_Instruction_Manual.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/mi/ty/Testo_552i_UK_Declrtn_of_Conformity.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ic/al/Testo_550s_Technical.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/li/st/Testo_A2L_Compatible_Products_List.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/_f/aq/Testo_Smart_Probes_FAQ.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/nu/al/Testo_SmartProbes_Instruction_Manual.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/mi/ty/Testo_115i_UK_Declrtn_of_Conformity.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
46,P671282,"Parker 144F 144F-4 male flanged equal tee 1/4""",Parker,13.11,"Made of brass, this Parker 144F 1/4"" union tee with 7/16-20 thread size is an economical choice for a metal-to-metal seal in high pressure service. It is resistant to mechanical pull out and offers positive connections to ensure reliability and safety. Flare fittings are a suitable alternative to solder joints where an open flame shouldn't be used.","Parts and Spares/Cooling Parts/Air Conditioning Parts/HVAC Service Equipment/HVAC Service Equipment.csv -> Parker 144F 144F-4 male flanged equal tee 1/4""",,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/12/82/NW-671282_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/og/ue/Parker_Brass_Fittings_Catalogue.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
47,P689648,Javac high side automatic coupler (R134A),Javac,32.36,"This Javac high pressure automotive coupler with 1/4"" SAE hose connection is compatible with R134A refrigerant.",Parts and Spares/Cooling Parts/Air Conditioning Parts/HVAC Service Equipment/HVAC Service Equipment.csv -> Javac high side automatic coupler (R134A),,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/96/48/NW-689648_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/20/21/Javac_Product_Guide_2021.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
48,P671100,"Refcomm LGL US4-4 flared manifold coupling 1/4""",Refcomm,10.59,"This Refcom LGL 1/4"" female flare x female flare manifold coupling is made of brass.","Parts and Spares/Cooling Parts/Air Conditioning Parts/HVAC Service Equipment/HVAC Service Equipment.csv -> Refcomm LGL US4-4 flared manifold coupling 1/4""",,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/11/00/NW-671100_wm.jpg,,,,,,LGL,,,N,Brass,US4-4,Manifold Coupling,N,,Made of Brass,"Size in 1/4""",1/4,,14,Flare,,,female,Flare,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
49,P670992,"Refcomm LGL B1-4 copper flared seal cap 1/4""",Refcomm,1.06,"This Refcom LGL 1/4"" flare seal cap is made of copper.","Parts and Spares/Cooling Parts/Air Conditioning Parts/HVAC Service Equipment/HVAC Service Equipment.csv -> Refcomm LGL B1-4 copper flared seal cap 1/4""",,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/09/92/NW-670992_wm.jpg,,,,,,LGL,,,N,Copper,B1-4,Flare Seal Cap,N,,De-greased copper,Specifically designed for ACR,1/4,,14,Flare,Can be used in assemblies subject to pressure equipment directive,Safety factor of at least 3 applied as a recommended maximum working pressure,,,,,,,,,,,Manufactured to ASME B1622 - 2001 standards,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
