,pid,Title,Brand,Price,Description,category,mfpartnumber,whatisincluded,Image,Attachment 1,Attachment 2,Attachment 3,Attachment 4,Attachment 5,Attachment 6,Attachment 7,Attachment 8,Attachment 9,Attachment 10,Attachment 11
22,P683643,Maneurop MTZ MTZ36JG4BVE 3 phase reciprocating compressor,Maneurop,951.91,"Manufactured using high quality components, the Maneurop MTZ 3HP, three phase hermetic reciprocating compressor is suitable for applications with a wide range of operating conditions and offers a long product life. Designed for medium and high evaporating temperature applications, the MT benefits from internal motor protection, a high efficiency circular valve design and high torque motors.",Refrigeration/Compressors/Hermetic Reciprocating Compressors/Hermetic Reciprocating Compressors.csv -> Maneurop MTZ MTZ36JG4BVE 3 phase reciprocating compressor,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/36/46/NW-683636_683646_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/io/ns/Danfoss_MT_MTZ_NTZ_VTZ_Instructions.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ui/de/Maneurop_MT_MTZ_Application_Guide.pdf,,,,,,,,,
23,P683648,Maneurop MTZ MTZ64HM4CVE 3 phase reciprocating compressor,Maneurop,1408.52,"Manufactured using high quality components, the Maneurop MTZ 5.3HP, three phase hermetic reciprocating compressor is suitable for applications with a wide range of operating conditions and offers a long product life. Designed for medium and high evaporating temperature applications, the MT benefits from internal motor protection, a high efficiency circular valve design and high torque motors.",Refrigeration/Compressors/Hermetic Reciprocating Compressors/Hermetic Reciprocating Compressors.csv -> Maneurop MTZ MTZ64HM4CVE 3 phase reciprocating compressor,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/36/48/NW-683648_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/io/ns/Danfoss_MT_MTZ_NTZ_VTZ_Instructions.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ui/de/Maneurop_MT_MTZ_Application_Guide.pdf,,,,,,,,,
24,P686390,Whirlpool Embraco Aspera NJ6226Z HBP hermetic compressor (R134A),Whirlpool,607.16,"Supplied with a capillary tube or expansion valve device, the Whirlpool Embraco Aspera 1 1/4HP, single phase hermetic reciprocating compressor is designed for refrigeration applications, offering quiet operation, reliable use and a compact design. This single phase model is supplied with the necessary electrical components.",Refrigeration/Compressors/Hermetic Reciprocating Compressors/Hermetic Reciprocating Compressors.csv -> Whirlpool Embraco Aspera NJ6226Z HBP hermetic compressor (R134A),,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/63/90/NW-686390_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/20/17/Embraco_Compressors_Catalogue_2017.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ic/al/Embraco_686390_Technical.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/og/ue/Whirlpool_HVACR_C_Spares_Catalogue.pdf,,,,,,,,
25,P615963,Tecumseh FH 2480Z-XG 400v 3ph valved r452a/r404a,Tecumseh,878.83,"The Tecumseh FH2480Z-XG1A 342 to 462V reciprocating compressor uses pistons driven by a crankshaft, allowing for the high pressure delivery of refrigerant from low side to high side of your refrigeration system.",Refrigeration/Compressors/Hermetic Reciprocating Compressors/Hermetic Reciprocating Compressors.csv -> Tecumseh FH 2480Z-XG 400v 3ph valved r452a/r404a,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/63/48/NW-656348_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ic/al/Tecumseh_FH2480Z-XG1A_Technical.pdf,,,,,,,,,,
26,P656367,Tecumseh FH 4518Y-XC compressor HP and junior box 230V,Tecumseh,790.9,"The Tecumseh FH4518Y-XC3A 220 to 240V reciprocating compressor uses pistons driven by a crankshaft, allowing for the high pressure delivery of refrigerant from low side to high side of your refrigeration system.",Refrigeration/Compressors/Hermetic Reciprocating Compressors/Hermetic Reciprocating Compressors.csv -> Tecumseh FH 4518Y-XC compressor HP and junior box 230V,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/co/mp/Tecumseh_FHcomp_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ic/al/Tecumseh_FH4518Y-XC3A_Technical.pdf,,,,,,,,,,
27,P686389,Whirlpool Embraco Aspera NJ6220Z HBP hermetic compressor (R134A),Whirlpool,502.82,"Supplied with a capillary tube or expansion valve device, the Whirlpool Embraco Aspera 1HP, single phase hermetic reciprocating compressor is designed for refrigeration applications, offering quiet operation, reliable use and a compact design. This single phase model is supplied with the necessary electrical components.",Refrigeration/Compressors/Hermetic Reciprocating Compressors/Hermetic Reciprocating Compressors.csv -> Whirlpool Embraco Aspera NJ6220Z HBP hermetic compressor (R134A),,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/63/89/NW-686389_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/20/17/Embraco_Compressors_Catalogue_2017.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ic/al/Embraco_686389_Technical.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/og/ue/Whirlpool_HVACR_C_Spares_Catalogue.pdf,,,,,,,,
28,P656363,Tecumseh FH 2511Z-XG 3 phase compressor with valves 380 - 420V,Tecumseh,901.78,"The Tecumseh FH2511Z-XG1A 342 to 462V reciprocating compressor uses pistons driven by a crankshaft, allowing for the high pressure delivery of refrigerant from low side to high side of your refrigeration system.",Refrigeration/Compressors/Hermetic Reciprocating Compressors/Hermetic Reciprocating Compressors.csv -> Tecumseh FH 2511Z-XG 3 phase compressor with valves 380 - 420V,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/63/63/NW-656362_656363_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/tu/re/656268-697244_Tecumseh_Flexy Literature.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ic/al/Tecumseh_FH2511Z-XG1A_Technical.pdf,,,,,,,,,
29,P683639,Maneurop MTZ MTZ28JE4AVE 3 phase reciprocating compressor,Maneurop,764.63,"Manufactured using high quality components, the Maneurop MTZ 2.3HP, three phase hermetic reciprocating compressor is suitable for applications with a wide range of operating conditions and offers a long product life. Designed for medium and high evaporating temperature applications, the MT benefits from internal motor protection, a high efficiency circular valve design and high torque motors.",Refrigeration/Compressors/Hermetic Reciprocating Compressors/Hermetic Reciprocating Compressors.csv -> Maneurop MTZ MTZ28JE4AVE 3 phase reciprocating compressor,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/36/46/NW-683636_683646_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/io/ns/Danfoss_MT_MTZ_NTZ_VTZ_Instructions.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ui/de/Maneurop_MT_MTZ_Application_Guide.pdf,,,,,,,,,
30,P683655,Maneurop NTZ NTZ048A4LR1B 3 phase reciprocating compressor,Maneurop,660.92,"This Maneurop NTZ 1.8HP, three phase commercial hermetic reciprocating compressor is designed for use in low evaporating temperature applications. Replacing the LTZ range, the NTZ series is engineered as a true low temperature compressor, optimised with R404A at -35°C with an extended evaporating temperature range from -45 to -10°C with no need for a liquid injection system. Operable at a return gas temperature (suction gas temperature) of 20°C, even at low evaporating temperatures, NTZ components are precision engineered for a long product life while a large internal free volume helps to reduce the risk of liquid hammering. The NTZ's electrical motor is fully suction gas cooled so no additional body cooling is required, allowing insulation with an acoustic hood.",Refrigeration/Compressors/Hermetic Reciprocating Compressors/Hermetic Reciprocating Compressors.csv -> Maneurop NTZ NTZ048A4LR1B 3 phase reciprocating compressor,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/36/56/NW-683655_683656_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ti/on/Danfoss_MD_8555016_K_MFR_Declaration.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/al/og/Danfoss_CmrclCompressorParts_Catalog.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ti/on/Danfoss_MD_8555014_O_MFR_Declaration.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/lr/tn/Danfoss_Cmrcl_Compressors_AS_Dclrtn.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/_s/ds/Maneurop_Huile_Ester_175PZ_SDS.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/io/ns/Danfoss_MT_MTZ_NTZ_VTZ_Instructions.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ri/al/Maneurop_MTMTZNTZ_Promotion_Material.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ic/al/Danfoss_683655_Technical.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/id/es/Maneurop_NTZ_Compressors_Appl_Guides.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ti/on/Danfoss_MD_8555032_D_MFR_Declaration.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ti/on/Danfoss_MD_8555030_F_MFR_Declaration.pdf
31,P686975,Tecumseh AE2 AE4450Y-FZ1C 1 phase (Voltage Code-FZ) hermetic compressor (R134A),Tecumseh,256.82,"Suitable for residential and commercial air conditioning and refrigeration, the Tecumseh AE2 3/8HP, single phase hermetic reciprocating compressor uses pistons driven by a crankshaft to deliver refrigerant at high pressure from the low side to the high side of a refrigeration system. This compressor is particularly well-suited to use in food service and walk-in coolers.",Refrigeration/Compressors/Hermetic Reciprocating Compressors/Hermetic Reciprocating Compressors.csv -> Tecumseh AE2 AE4450Y-FZ1C 1 phase (Voltage Code-FZ) hermetic compressor (R134A),,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/69/76/NW-686972_686976_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/_s/ds/Tecumseh_Europe_181030_SDS.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/he/et/Tecumseh_686975_PerformanceDatasheet.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/_h/&s/Tecumseh_General_Service_H&S.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/og/ue/Tecumseh_General_Catalogue.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ic/al/Tecumseh_686975_Technical.pdf,,,,,,
32,P683638,Maneurop MTZ MTZ22JC5VE 1 phase reciprocating compressor,Maneurop,715.87,"Manufactured using high quality components, the Maneurop MTZ 1.8HP, single phase hermetic reciprocating compressor is suitable for applications with a wide range of operating conditions and offers a long product life. Designed for medium and high evaporating temperature applications, the MT benefits from internal motor protection, a high efficiency circular valve design and high torque motors.",Refrigeration/Compressors/Hermetic Reciprocating Compressors/Hermetic Reciprocating Compressors.csv -> Maneurop MTZ MTZ22JC5VE 1 phase reciprocating compressor,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/36/46/NW-683636_683646_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/io/ns/Danfoss_MT_MTZ_NTZ_VTZ_Instructions.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ui/de/Maneurop_MT_MTZ_Application_Guide.pdf,,,,,,,,,
33,P686972,Tecumseh AE2 AE4425Y-FZ1A 1 phase (Voltage Code-FZ) hermetic compressor (R134A),Tecumseh,187.85,"Suitable for residential and commercial air conditioning and refrigeration, the Tecumseh AE2 1/5HP, single phase hermetic reciprocating compressor uses pistons driven by a crankshaft to deliver refrigerant at high pressure from the low side to the high side of a refrigeration system. This compressor is particularly well-suited to use in food service and walk-in coolers.",Refrigeration/Compressors/Hermetic Reciprocating Compressors/Hermetic Reciprocating Compressors.csv -> Tecumseh AE2 AE4425Y-FZ1A 1 phase (Voltage Code-FZ) hermetic compressor (R134A),,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/69/76/NW-686972_686976_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/_s/ds/Tecumseh_Europe_181030_SDS.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/he/et/Tecumseh_686972_PerformanceDatasheet.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/_h/&s/Tecumseh_General_Service_H&S.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ic/al/Tecumseh_686972_Technical.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/og/ue/Tecumseh_General_Catalogue.pdf,,,,,,
34,P683644,Maneurop MTZ MTZ36JG5AVE 1 phase reciprocating compressor,Maneurop,951.91,"Manufactured using high quality components, the Maneurop MTZ 3HP, single phase hermetic reciprocating compressor is suitable for applications with a wide range of operating conditions and offers a long product life. Designed for medium and high evaporating temperature applications, the MT benefits from internal motor protection, a high efficiency circular valve design and high torque motors.",Refrigeration/Compressors/Hermetic Reciprocating Compressors/Hermetic Reciprocating Compressors.csv -> Maneurop MTZ MTZ36JG5AVE 1 phase reciprocating compressor,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/36/46/NW-683636_683646_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/io/ns/Danfoss_MT_MTZ_NTZ_VTZ_Instructions.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ui/de/Maneurop_MT_MTZ_Application_Guide.pdf,,,,,,,,,
35,P624907,Whirlpool Embraco Aspera NEK2150U propane compressor,Whirlpool,323.65,"Supplied with a capillary tube or expansion valve device, the Whirlpool Embraco Aspera 1/2HP, single phase hermetic reciprocating compressor is designed for refrigeration applications, offering quiet operation, reliable use and a compact design. This single phase model is supplied with the necessary electrical components.",Refrigeration/Compressors/Hermetic Reciprocating Compressors/Hermetic Reciprocating Compressors.csv -> Whirlpool Embraco Aspera NEK2150U propane compressor,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/49/07/NW-624907_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/20/17/Embraco_Compressors_Catalogue_2017.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ic/al/Embraco_624907_Technical.pdf,,,,,,,,,
36,P683646,Maneurop MTZ MTZ50HK4CVE 3 phase reciprocating compressor,Maneurop,1300.17,"Manufactured using high quality components, the Maneurop MTZ 4.2HP, three phase hermetic reciprocating compressor is suitable for applications with a wide range of operating conditions and offers a long product life. Designed for medium and high evaporating temperature applications, the MT benefits from internal motor protection, a high efficiency circular valve design and high torque motors.",Refrigeration/Compressors/Hermetic Reciprocating Compressors/Hermetic Reciprocating Compressors.csv -> Maneurop MTZ MTZ50HK4CVE 3 phase reciprocating compressor,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/36/46/NW-683636_683646_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/io/ns/Danfoss_MT_MTZ_NTZ_VTZ_Instructions.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ui/de/Maneurop_MT_MTZ_Application_Guide.pdf,,,,,,,,,
37,P683653,Maneurop MTZ MTZ100HS4AVE 3 phase reciprocating compressor,Maneurop,2530.69,"Manufactured using high quality components, the Maneurop MTZ 8.3HP, three phase hermetic reciprocating compressor is suitable for applications with a wide range of operating conditions and offers a long product life. Designed for medium and high evaporating temperature applications, the MT benefits from internal motor protection, a high efficiency circular valve design and high torque motors.",Refrigeration/Compressors/Hermetic Reciprocating Compressors/Hermetic Reciprocating Compressors.csv -> Maneurop MTZ MTZ100HS4AVE 3 phase reciprocating compressor,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/36/54/NW-683653_683654_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/io/ns/Danfoss_MT_MTZ_NTZ_VTZ_Instructions.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ui/de/Maneurop_MT_MTZ_Application_Guide.pdf,,,,,,,,,
38,P686981,Tecumseh AE2 AE4450Z-FZ1A 1 phase (Voltage Code-FZ) hermetic compressor (R404A),Tecumseh,251.41,"Suitable for residential and commercial air conditioning and refrigeration, the Tecumseh AE2 3/8HP, single phase hermetic reciprocating compressor uses pistons driven by a crankshaft to deliver refrigerant at high pressure from the low side to the high side of a refrigeration system. This compressor is particularly well-suited to use in food service and walk-in coolers.",Refrigeration/Compressors/Hermetic Reciprocating Compressors/Hermetic Reciprocating Compressors.csv -> Tecumseh AE2 AE4450Z-FZ1A 1 phase (Voltage Code-FZ) hermetic compressor (R404A),,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/69/82/NW-686981_686982_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/_s/ds/Tecumseh_Europe_181030_SDS.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ic/al/Tecumseh_686981_Technical.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/_h/&s/Tecumseh_General_Service_H&S.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/og/ue/Tecumseh_General_Catalogue.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/he/et/Tecumseh_686981_PerformanceDatasheet.pdf,,,,,,
39,P656362,Tecumseh FH2511Z-XG 3 phase compressor with tube connections 380 - 420V,Tecumseh,861.9,"The Tecumseh FH2511Z-XG1A 342 to 462V reciprocating compressor uses pistons driven by a crankshaft, allowing for the high pressure delivery of refrigerant from low side to high side of your refrigeration system.",Refrigeration/Compressors/Hermetic Reciprocating Compressors/Hermetic Reciprocating Compressors.csv -> Tecumseh FH2511Z-XG 3 phase compressor with tube connections 380 - 420V,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/63/63/NW-656362_656363_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/tu/re/656268-697244_Tecumseh_Flexy Literature.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ic/al/Tecumseh_FH2511Z-XG1A_Technical.pdf,,,,,,,,,
40,P686307,Whirlpool Embraco Aspera NJ2192GK LBP hermetic compressor tube (R404A),Whirlpool,385.73,"Supplied with a capillary tube or expansion valve device, the Whirlpool Embraco Aspera 1 1/4HP, single phase hermetic reciprocating compressor is designed for refrigeration applications, offering quiet operation, reliable use and a compact design. This single phase model is supplied with the necessary electrical components.",Refrigeration/Compressors/Hermetic Reciprocating Compressors/Hermetic Reciprocating Compressors.csv -> Whirlpool Embraco Aspera NJ2192GK LBP hermetic compressor tube (R404A),,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/63/07/NW-686307_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/20/17/Embraco_Compressors_Catalogue_2017.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ic/al/Embraco_686307_Technical.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/og/ue/Whirlpool_HVACR_C_Spares_Catalogue.pdf,,,,,,,,
41,P683667,Maneurop MTZ MTZ160HW4AVE 3 phase reciprocating compressor,Maneurop,3397.47,"Manufactured using high quality components, the Maneurop MTZ 13.3HP, three phase hermetic reciprocating compressor is suitable for applications with a wide range of operating conditions and offers a long product life. Designed for medium and high evaporating temperature applications, the MT benefits from internal motor protection, a high efficiency circular valve design and high torque motors.",Refrigeration/Compressors/Hermetic Reciprocating Compressors/Hermetic Reciprocating Compressors.csv -> Maneurop MTZ MTZ160HW4AVE 3 phase reciprocating compressor,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/36/67/NW-683667_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/io/ns/Danfoss_MT_MTZ_NTZ_VTZ_Instructions.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ui/de/Maneurop_MT_MTZ_Application_Guide.pdf,,,,,,,,,
42,P686366,Whirlpool Embraco Aspera NEK6181GK compressor 220-240v 50hz (R404A),Whirlpool,232.6,"Supplied with a capillary tube or expansion valve device, the Whirlpool Embraco Aspera 1/3HP, single phase hermetic reciprocating compressor is designed for refrigeration applications, offering quiet operation, reliable use and a compact design. This single phase model is supplied with the necessary electrical components.",Refrigeration/Compressors/Hermetic Reciprocating Compressors/Hermetic Reciprocating Compressors.csv -> Whirlpool Embraco Aspera NEK6181GK compressor 220-240v 50hz (R404A),,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/63/66/NW-686366_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/20/17/Embraco_Compressors_Catalogue_2017.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ic/al/Embraco_686366_Technical.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/og/ue/Whirlpool_HVACR_C_Spares_Catalogue.pdf,,,,,,,,
