,pid,Title,Brand,Price,Description,category,mfpartnumber,whatisincluded,Image,Attachment 1,Attachment 2,Attachment 3,Attachment 4,Attachment 5,Attachment 6,Attachment 7,Fuel Type,Weight,Energy Rating,Hazardous,Depth (mm),Energy Efficiency Class,Mounting Type,Supplier Product Code,WEEE Compliant,Feature 1,Feature 2,Feature 3,Feature 4,Feature 5,Feature 6,Feature 7,Feature 8,Flow Rate,Range,Warranty,Water Heating Energy Efficiency Class,Output,Efficiency (SAP 2009),Type,Feature 9,Feature 10,Feature 11,Feature 12,Feature 13,Feature 14,Feature 15,Boiler Bundles,Feature 16,Feature 17,Feature 18,Feature 19,Feature 20,Feature 21,Feature 22,Dry Weight (kg)
29,P191039,Bosch Compress 7000 WP condens 125 23,Bosch,4275.0,"Offering a high output, the Bosch Condens 7000 WP 85 125 23 boiler pack is ideal for large or multi-family domestic premises or commercial installations. Suitable for use with LPG using a conversion kit, it runs on natural gas as standard but is also compatible with 20% hydrogen blends, ensuring a completely futureproofed installation. Additionally, the Condens is suitable for running in combination with high output heat pumps, allowing installers to create reliable hybrid heating solutions.",Boilers/Commercial & Industrial Boilers/High Efficiency Boilers/High Efficiency Boilers.csv -> Bosch Compress 7000 WP condens 125 23,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/10/39/191039_wm.jpg,,,,,,,,Natural Gas,9.5 kg,A,N,800,,Wall,7736702198,N,Versatile for use alone or in a cascade,Can be cascaded in banks of up to 6x boilers for 746.4kW output,Control strategies supply cascade and sequencing,Suitable for space restricted fitting,ErP A-rated,For wall mounting,5 year warranty,,7000,Compress 7000 WP,5 Years,N/A,124.4 kW,96.7,System,,,,,,,,,,,,,,,,
30,P114937,Ideal Evomax 2 30 packaged NG boiler 30,Ideal,2841.0,"Including everything you'll need for a complete installation, from wall mounting bracket to condensate trap, this Ideal Evomax 2 30 condensing boiler kit makes the job of fitting a new appliance easy. This highly efficient room-sealed 30kW boiler has a wallet-friendly ErP A rating for a reduction in waste and, thanks to its user-friendly status display, is easy to operate and service. Optional weather compensation and remote user kits give owners the option to personalise the Evomax to suit their lifestyle and build-in even better efficiency.",Boilers/Commercial & Industrial Boilers/High Efficiency Boilers/High Efficiency Boilers.csv -> Ideal Evomax 2 30 packaged NG boiler 30,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/49/43/114937_114943_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/_e/rp/114937_ErP.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ui/de/Ideal_Evomax-2_User_Guide.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ic/al/Ideal_Evomax_2_Technical.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/nu/al/Ideal_Evomax-2_Installation_Manual.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/an/ty/Evomax-2_EVO-S_Warranty.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/br/cr/Ideal_CndningCommercialBoilers_Brcr.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ic/al/114937_Technical.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
31,PS12440,Potterton Sirius three FS 90 floor standing boiler 90kW,Potterton,5128.0,"The Potterton Sirius Three 90 floor standing condensing boiler is suitable for a whole range of projects of varying sizes requiring up to 440kW or 1WM as part of a cascade system. This unit offers modulation ratios of up to 9:8, has a reliable stainless steel heat exchanger and boasts the lowest NOx rating available. It's also ErP A-rated for energy efficiency and offers a gross seasonal efficiency of up to 97.5%. Extremely compact and fitted with castors for easy roll-in, this boiler makes installation straightforward.",Boilers/Commercial & Industrial Boilers/High Efficiency Boilers/High Efficiency Boilers.csv -> Potterton Sirius three FS 90 floor standing boiler 90kW,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/24/41/S12438_S12441_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ui/de/Potterton_SS_Boiler_Range_Guide.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ta/ll/Potterton_Sirius3_FS_50-110_Install.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ic/al/Potterton_Sirius_three_FS_Technical.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
32,P117726,Vaillant ecoTEC plus 120 wall hung boiler excluding pump,Vaillant,4472.07,"Designed for cascade installations, the flexible Vaillant ecoTEC plus 120 commercial boiler can form part of a cascade of up to 960kW. Wall-hung for neat installation in any configuration, this 100kW state-of-the-art unit includes a premium stainless steel heat exchanger and two-stage frost protection for reliable ongoing use and the highest possible levels of efficiency, resulting in an ErP A rating. For a truly bespoke heating system a range of compatible accessories can be used along with the ecoTEC plus.",Boilers/Commercial & Industrial Boilers/High Efficiency Boilers/High Efficiency Boilers.csv -> Vaillant ecoTEC plus 120 wall hung boiler excluding pump,,Boilerhanging bracketisolation valves,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/77/26/117724_117726_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ta/ll/Vaillant_ecoTEC_plus_Cmmrcl_Install.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/rc/tn/Vaillant_ecoTEC_plus_Cmmrcl_Instrctn.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/te/ch/Vaillant_ecoTECplus_Commercial_Tech.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/br/cr/Vaillant_Cmmrcl_System_Boiler_Brcr.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
33,P116726,Grant Vortex Boiler House Model 46-70KW Heat Only,Grant,2778.1,"A compact unit with eye-catching red casing, the Grant Vortex Boiler House 46 - 70kW heat only boiler is ideal for plant room installation in situations where a utility boiler isn't suitable. Featuring the same unique heat exchanger and turbulator baffle system as other Grant oil fired boilers, the Boiler House is suitable for flueing in the same way as utility models. Highly efficient, earning it an ErP A rating, this reliable boiler can be run on a range of biofuels for even lower emissions.",Boilers/Commercial & Industrial Boilers/High Efficiency Boilers/High Efficiency Boilers.csv -> Grant Vortex Boiler House Model 46-70KW Heat Only,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/67/26/116726_wm.jpg,,,,,,,,Oil,3.01 kg,A,N,765,A,Floor Standing,VTXBH46/70,N,Offers space heating efficiencies of up to 91.7%,Features Grant Vortex stainless steel heat exchanger,"Compact design for garage, plant room and cellar installations",Floor standing installation,Designed with up to date Riello low NOx burner technology,Compatible with Grant EZ-Fit flue systems,Biofuel compatible depending on type of biofuel and % blend,ErP A rated,,,,,,,,,,,,,,,,,,,,,,,
34,P117725,Vaillant ecoTEC plus 100 wall hung boiler excluding pump,Vaillant,4195.78,"Designed for cascade installations, the flexible Vaillant ecoTEC plus 100 commercial boiler can form part of a cascade of up to 960kW. Wall-hung for neat installation in any configuration, this 100kW state-of-the-art unit includes a premium stainless steel heat exchanger and two-stage frost protection for reliable ongoing use and the highest possible levels of efficiency, resulting in an ErP A rating. For a truly bespoke heating system a range of compatible accessories can be used along with the ecoTEC plus.",Boilers/Commercial & Industrial Boilers/High Efficiency Boilers/High Efficiency Boilers.csv -> Vaillant ecoTEC plus 100 wall hung boiler excluding pump,,Boilerhanging bracketisolation valves,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/77/26/117724_117726_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ta/ll/Vaillant_ecoTEC_plus_Cmmrcl_Install.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/rc/tn/Vaillant_ecoTEC_plus_Cmmrcl_Instrctn.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/te/ch/Vaillant_ecoTECplus_Commercial_Tech.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/br/cr/Vaillant_Cmmrcl_System_Boiler_Brcr.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
35,P147026,Viessmann Vitodens 100-W B1HF 100-w system 19kW,Viessmann,1498.44,"Ready for use with a 20% blend of hydrogen H2, the state of the art Viessmann Vitodens 100-W 19 wall-mounted system boiler is designed for use in small, well-insulated homes. Employing the latest innovative technology, this ErP A-rated boiler promises excellent efficiency and performance you can rely on. Compatible with smart technology, the 19kW Vitodens 100-W is a user-friendly choice for a modern, eco-conscious household.",Boilers/Commercial & Industrial Boilers/High Efficiency Boilers/High Efficiency Boilers.csv -> Viessmann Vitodens 100-W B1HF 100-w system 19kW,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/70/29/NW-147025_147029_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/mi/ty/Viessmann_Vitodens_100W_EUConformity.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/te/ch/Viessmann_Vitodens_100W_B1HF_KF_Tech.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ta/ll/Viessmann_Vitodens_100_W_Install.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/f_/ec/Viessmann_Vitodens_100W_B1HF_KF_EC.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/tr/ct/Viessmann_Vtdns100W111WF141F_Instrct.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/kl/st/Viessmann_Vtdns100W_B1HFB1KF_Chcklst.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
36,P114659,Worcester Bosch Greenstar 8000 Style GR8700iW 30 S LPG LPG system boiler 30kW White,Worcester Bosch,1596.0,"The Worcester Bosch Greenstar 8000 Style GR8700iW 30 S LPG system boiler is built with customer and installer feedback in mind, making it even more user-friendly than its predecessor, the popular Greenstar Cdi Classic. With quieter operation, hassle-free installation, commissioning and servicing, intuitive touchscreen operation and compatibility with Worcester Bosch's state-of-the-art Intelligent Filling System, this attractively designed, ErP A-rated combi is a winning addition to any contemporary home.",Boilers/Commercial & Industrial Boilers/High Efficiency Boilers/High Efficiency Boilers.csv -> Worcester Bosch Greenstar 8000 Style GR8700iW 30 S LPG LPG system boiler 30kW White,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/46/59/114658_114659_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/hu/re/WB_Greenstar_8000_LifeStyle_Brochure.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ta/ll/WB_Greenstar8000Style_System_Install.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/uc/tn/WB_Greenstar8000StyleSstm_Instructn.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
37,PS13165,Remeha Quinta Ace 160kW Wall Hung Boiler with MK3,Remeha,6338.0,"The Remeha Quinta Ace 160kW wall hung boiler with MK3 is a versatile condensing boiler ideal for space heating and indirect hot water production. This compact, lightweight unit is simple to install and ensures trouble-free operation thanks in part to its single-piece heat exchanger.",Boilers/Commercial & Industrial Boilers/High Efficiency Boilers/High Efficiency Boilers.csv -> Remeha Quinta Ace 160kW Wall Hung Boiler with MK3,,Boiler;safety controls,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/31/65/S13165_wm.jpg,,,,,,,,Natural Gas,KG,N/A,N,602,,Wall,7620526,N,"High efficiency, up to 97.6% GCV",Compact dimensions and lightweight design,Pre-mix down-firing gas burner,One-piece cast aluminium heat exchanger,"Clean, trouble-free operation",Quiet operation <lt/>l60dB(A),Low NOx annual emissions levels,7 year warranty,2.43 I/s @15°C1.82 I/s @ 20°C,,7 Years,N/A,160 kW,N/A,High Efficiency Boiler,,,,,,,,N/A,,,,,,,,
38,P115359,Worcester Bosch Greenstar Danesmoor 12/18 2022+ external system boiler,Worcester Bosch,2589.98,"An oil boiler ideal for outdoor installation on properties of almost any size, the Worcester Bosch Greenstar Danesmoor External System 12/18 2022+ system boiler has been designed based on customer feedback to deliver on user-friendly performance and ease of installation. Lightweight yet robustly built to withstand inclement weather, this reliable ErP A-rated boiler is fitted with an easy to remove one-piece primary baffle and cross firing burner and offers effortless access to oil and hydraulic connections.",Boilers/Commercial & Industrial Boilers/High Efficiency Boilers/High Efficiency Boilers.csv -> Worcester Bosch Greenstar Danesmoor 12/18 2022+ external system boiler,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/53/61/115359_115361_wm.jpg,,,,,,,,Oil,132 kg,A,N,780,,Floor Standing,7731600257,N,Cross firing burner,Accepts a 30°C return temperature making the appliance perfect for modern heating designs,One piece baffle for quick and easy servicing,Lightweight aiding installation,Easy access oil and hydraulic connections,"A robust, durable external cabinet that blends in with the garden",IP45 protection,80/125mm room sealed flues with lengths of up to 8m available,,Greenstar Danesmoor,2 years,,18 kW,91.1,System Boiler,Plume management of up to 5m with conventional and flexi-flue kits also available,,,,,,,,,,,,,,,119
39,P191044,Bosch Compress 7000 WP wall hung single boiler pack 100,Bosch,4066.0,"Containing all the components required for a wall hung single boiler system, the Bosch GC7000WP 100 Single Boiler Pack is based around the GC7000WP 100 condensing boiler, an easy to install unit with highly efficient heat exchanger and the option to convert to LPG using a separately available kit. Making specification and all-in-one installation simple, this handy pack also includes an insulated pump group, a wall mounting bracket and a connector set.",Boilers/Commercial & Industrial Boilers/High Efficiency Boilers/High Efficiency Boilers.csv -> Bosch Compress 7000 WP wall hung single boiler pack 100,,Boiler;Pump Group;Wall Hanging Bracket;Connector Set.,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/10/44/191044_wm.jpg,,,,,,,,Natural Gas,93.6 Kg,N/A,N,520,,Wall Hung,7733601432,N,"Easy collection, delivery and handling",Ground up installation requires minimal tools,60% faster install compared to predecessor,Guide and slide system makes lifting onto frame kit easy,Runs on natural gas as standard,Suitable for up to 20% hydrogen blends,Contains ALU plus heat exchanger with class 6 NOx levels,Conversion kit available for LPG,,Compress 7000,5 Years (Boiler Only),,100 kW,98.1,Single Boiler Pack,Automatically modulates output to match heat demand with 1:5 ratio,Reduced fuel consumption,Offers improved overall seasonal efficiency,Fully insulated pump groups allow for cascade,4 bar PRV as standard with option of 6 bar upgrade,Includes manometer and service valve flow and return,"Includes gas cock, siphon, filling and drain valve and expansion vessel connection",,Includes high efficiency modulating WILO-Stratos pump,5 year warranty on boiler only,,,,,,
40,PS13789,Remeha Quinta Ace 65 high efficiency condensing wall hung boiler,Remeha,3669.0,"Suitable for use in sealed and open-vented systems, the fully modulating Remeha Quinta Ace 65 boiler has a host of great features for high levels of efficiency and reduced environmental impact, giving it an ErP A rating and a Class 6 NOx rating. This compact, lightweight and quiet 65kW boiler is installer-friendly and flexible, with options to connect to LPG or natural gas meaning you can fit with ease whether in a brand new installation or as a retrofit.",Boilers/Commercial & Industrial Boilers/High Efficiency Boilers/High Efficiency Boilers.csv -> Remeha Quinta Ace 65 high efficiency condensing wall hung boiler,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/37/91/S13789_S13791_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/_e/rp/Remeha_Quinta_Ace_Erp.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ic/al/S13789_Technical.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ti/on/Remeha_Quinta_Ace_Installation.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/hu/re/Remeha_Quinta_Ace_Brochure.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/_e/rp/S13789_ErP.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
41,P120041,Ideal Imax Xtra 2 boiler 80 boiler 80kw,Ideal,4884.0,"Suitable for natural gas or for LPG with the use of a conversion kit, the Ideal Imax Xtra 2 80kW boiler helps to futureproof your heating. Designed for floor-standing installation, this condensing boiler can be tucked away beneath a worktop or fitted into a convenient corner.",Boilers/Commercial & Industrial Boilers/High Efficiency Boilers/High Efficiency Boilers.csv -> Ideal Imax Xtra 2 boiler 80 boiler 80kw,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/06/94/580694_wm.jpg,,,,,,,,Natural Gas / LPG (requires converstion kit),141.5 kg,N/A,N,835,,Floor Standing,225464,N,Robust cast aluminium silicon,alloy heat exchanger,In-built commissioning and,fault diagnostics,Volt free contacts and BMS,operation standard,Meets Building Regulations,(Part L2),N/A,Imax Xtra 2 boiler,5 Years,,80 kW,N/A,Condensing Boiler,Compact size - small,footprint,High 5:1 turndown,Up to 107.5% net efficiency,(fully condensing),Fits through standard,doorways,N/A,Conventional or room sealed,flue options,Direct weather compensation,option,NOx <lt/>40mg/kWh (Class 5),for maximum BREEAM,points,
42,P116727,Grant Vortex Pro Internal 26-46KW Heat Only,Grant,2543.04,"Highly efficient, the Grant Vortex Pro Internal 26 - 46kW heat only boiler offers an ErP A rating, making it ideal for new installations. Part of a wide range designed for ease of specification, this easy to fit, operate and service boiler incorporates the latest in Riello low-NOx technology and can be operated using selected biofuels for future-proofed heating projects.",Boilers/Commercial & Industrial Boilers/High Efficiency Boilers/High Efficiency Boilers.csv -> Grant Vortex Pro Internal 26-46KW Heat Only,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/67/27/116727_wm.jpg,,,,,,,,Oil,144 kg,A,N,602,A,Floor Standing,VTX26/46,N,Offers excellent space heating efficiencies,Quiet during operation,Easy installation and service,For floor standing installation,Compatible with Grant EZ-Fit flue systems,Offers up to date Riello technology,Biofuel compatible depending on type of biofuel and % blend,ErP A rated,,,,,,,,,,,,,,,,,,,,,,,
43,P114941,Ideal Evomax 2 100 packaged NG boiler 100,Ideal,4892.0,"Including everything you'll need for a complete installation, from wall mounting bracket to condensate trap, this Ideal Evomax 2 100 condensing boiler kit makes the job of fitting a new appliance easy. This highly efficient room-sealed 100kW boiler has a wallet-friendly ErP A rating for a reduction in waste and, thanks to its user-friendly status display, is easy to operate and service. Optional weather compensation and remote user kits give owners the option to personalise the Evomax to suit their lifestyle and build-in even better efficiency.",Boilers/Commercial & Industrial Boilers/High Efficiency Boilers/High Efficiency Boilers.csv -> Ideal Evomax 2 100 packaged NG boiler 100,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/49/43/114937_114943_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ic/al/114941_Technical.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ui/de/Ideal_Evomax-2_User_Guide.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/nu/al/Ideal_Evomax-2_Installation_Manual.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/br/cr/Ideal_CndningCommercialBoilers_Brcr.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/an/ty/Evomax-2_EVO-S_Warranty.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
44,P120042,Ideal Imax Xtra 2 boiler 120 boiler 120kw,Ideal,6549.0,"Suitable for natural gas or for LPG with the use of a conversion kit, the Ideal Imax Xtra 2 120kW boiler helps to futureproof your heating. Designed for floor-standing installation, this condensing boiler can be tucked away beneath a worktop or fitted into a convenient corner.",Boilers/Commercial & Industrial Boilers/High Efficiency Boilers/High Efficiency Boilers.csv -> Ideal Imax Xtra 2 boiler 120 boiler 120kw,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/00/46/120042_120046_wm.jpg,,,,,,,,Natural Gas / LPG (requires converstion kit),160.5 kg,N/A,N,835,,Floor Standing,225465,N,Robust cast aluminium silicon,alloy heat exchanger,In-built commissioning and,fault diagnostics,Volt free contacts and BMS,operation standard,Meets Building Regulations,(Part L2),N/A,Imax Xtra 2 boiler,5 Years,,120 kW,N/A,Condensing Boiler,Compact size - small,footprint,High 5:1 turndown,Up to 107.5% net efficiency,(fully condensing),Fits through standard,doorways,N/A,Conventional or room sealed,flue options,Direct weather compensation,option,NOx <lt/>40mg/kWh (Class 5),for maximum BREEAM,points,
45,P114644,Worcester Bosch Greenstar 8000 Style GR8700iW 35 S NG system boiler 35kW White,Worcester Bosch,1717.0,"The Worcester Bosch Greenstar 8000 Style GR8700iW 35 SB NG system boiler is built with customer and installer feedback in mind, making it even more user-friendly than its predecessor, the popular Greenstar Cdi Classic. With quieter operation, hassle-free installation, commissioning and servicing, intuitive touchscreen operation and compatibility with Worcester Bosch's state-of-the-art Intelligent Filling System, this attractively designed, ErP A-rated combi is a winning addition to any contemporary home.",Boilers/Commercial & Industrial Boilers/High Efficiency Boilers/High Efficiency Boilers.csv -> Worcester Bosch Greenstar 8000 Style GR8700iW 35 S NG system boiler 35kW White,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/46/45/114644_114645_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ic/al/114644_Technical.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/hu/re/WB_Greenstar_8000_LifeStyle_Brochure.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/_e/rp/114644_ErP.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ta/ll/WB_Greenstar8000Style_System_Install.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/uc/tn/WB_Greenstar8000StyleSstm_Instructn.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
46,PS12437,Potterton Sirius three 150 wall hung boiler 150kW,Potterton,5925.0,"The efficient, compact and lightweight Potterton Sirius three 150 wall-hung condensing boiler is an ideal choice as a standalone or as part of a cascade system. With its wide modulation ratio of 9:1 and inbuilt weather compensation, this 150kW unit enjoys reduced on/off cycling to improve efficiency all Years round. The Sirius three 150 is easy to use thanks to a clear descriptive display and simple advanced programming functions, putting comfort control into the owner's hands.",Boilers/Commercial & Industrial Boilers/High Efficiency Boilers/High Efficiency Boilers.csv -> Potterton Sirius three 150 wall hung boiler 150kW,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/24/37/S12436_S12437_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ui/de/Potterton_SS_Boiler_Range_Guide.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ic/al/Potterton_Sirius_three_WH_Technical.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ta/ll/Potterton_Sirius3_WH_130-150_Install.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
