,pid,Title,Brand,Price,Description,category,mfpartnumber,whatisincluded,Image,Attachment 1,Attachment 2
35,PF14994,Center CB Air Admittance Valve 110mm Grey,Center CB,17.25,"Made of grey PVC with solvent weld connections, this Center CB 110mm air admittance valve provides free entry of air into sanitary pipework with no risk of foul gas escape. Providing an early indication of potential blockages, this valve also eliminates the risk of losing water from trap seals due to induced siphonage.",School's Out/Drainage | Maintenance Projects/Drainage | Maintenance Projects.csv -> Center CB Air Admittance Valve 110mm Grey,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/49/94/NW-F14994_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/20/19/Center_CB_DrainageProductGuide_2019.pdf,
36,PF13505,Center CB 90deg compression bend 32mm,Center CB,2.43,"This Center CB 32mm compression bend is constructed using strong, durable white polypropylene. Center CB's range of compression wastes offers a universal jointing system, making connection to new or existing plastic or copper waste pipes simple.",School's Out/Drainage | Maintenance Projects/Drainage | Maintenance Projects.csv -> Center CB 90deg compression bend 32mm,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/35/05/NW-F13505_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/20/19/Center_CB_DrainageProductGuide_2019.pdf,
37,PF13500,Center CB compression reducer 40 x 32mm,Center CB,2.41,"Center CB compression reducer is made of polypropylene. The Center compression waste range is the system of choice for many installers. Designed with a universal jointing system, this quick fitting system enables easy connections to new and existing plastic or copper waste pipes. Constructed from white polypropylene for exceptional strength and durability.",School's Out/Drainage | Maintenance Projects/Drainage | Maintenance Projects.csv -> Center CB compression reducer 40 x 32mm,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/35/00/NW-F13500_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/20/19/Center_CB_DrainageProductGuide_2019.pdf,
38,PF15132,"Center CB 90deg Tee 90deg tee 3/4""",Center CB,0.72,"Made of PVC-U, this Center CB 21.5mm tee is part of the brand's solvent weld overflow range designed for secure, reliable joints with a built-to-last professional finish. Offering quick, hassle-free installation, this compact system is ideal for toilet overflows and boiler condensate use.","School's Out/Drainage | Maintenance Projects/Drainage | Maintenance Projects.csv -> Center CB 90deg Tee 90deg tee 3/4""",,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/51/32/NW-F15132_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/20/19/Center_CB_DrainageProductGuide_2019.pdf,
39,PF14500,Center CB single socket soil pipe 110mm x 3mtr Grey,Center CB,19.75,"This Center CB 110mm single socket soil pipe is made of PVC-U and is part of a complete range of push-fit soil system fittings offering fast, easy installation, making it ideal for use in a wide range of applications.",School's Out/Drainage | Maintenance Projects/Drainage | Maintenance Projects.csv -> Center CB single socket soil pipe 110mm x 3mtr Grey,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/45/00/NW-F14500_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/20/19/Center_CB_DrainageProductGuide_2019.pdf,
40,PF15134,"Center CB pipe clip 3/4""",Center CB,0.25,"Made of PVC-U, this Center CB 21.5mm pipe clip is part of the brand's solvent weld overflow range designed for secure, reliable joints with a built-to-last professional finish. Offering quick, hassle-free installation, this compact system is ideal for toilet overflows and boiler condensate use.","School's Out/Drainage | Maintenance Projects/Drainage | Maintenance Projects.csv -> Center CB pipe clip 3/4""",,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/51/34/NW-F15134_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/20/19/Center_CB_DrainageProductGuide_2019.pdf,
41,PF13495,Center CB compression coupling 40mm,Center CB,2.24,"Center CB compression coupling is made of polypropylene. The Center compression waste range is the system of choice for many installers. Designed with a universal jointing system, this quick fitting system enables easy connections to new and existing plastic or copper waste pipes. Constructed from white polypropylene for exceptional strength and durability.",School's Out/Drainage | Maintenance Projects/Drainage | Maintenance Projects.csv -> Center CB compression coupling 40mm,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/34/95/NW-F13495_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/20/19/Center_CB_DrainageProductGuide_2019.pdf,
42,PF14518,Center CB access pipe 110mm Grey,Center CB,47.76,"This Center CB 110mm push-fit access pipe is made of PVC-U. This product is part of a complete range of push-fit soil system fittings offering fast, easy installation, making it ideal for use in a wide range of applications.",School's Out/Drainage | Maintenance Projects/Drainage | Maintenance Projects.csv -> Center CB access pipe 110mm Grey,,Pipe;Cap,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/45/18/NW-F14518_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/20/19/Center_CB_DrainageProductGuide_2019.pdf,
43,PF15292,Center CB ABS swept bend 90degrees cb3 White 50mm,Center CB,4.57,"Center CB knuckle bend is made of ABS. The Center ABS solvent weld waste range is perfectly suited for connections from sanitary appliances to either a soil stack or a back inlet drain gully. Constructing a perfect, permanent joint is made easy through the simple application of a solvent weld cement to the pipe spigot and the fitting socket.",School's Out/Drainage | Maintenance Projects/Drainage | Maintenance Projects.csv -> Center CB ABS swept bend 90degrees cb3 White 50mm,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/52/92/NW-F15292_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/20/19/Center_CB_DrainageProductGuide_2019.pdf,
44,PF15294,"Center CB 45deg obtuse bend 2"" White",Center CB,4.33,"Made of ABS, this Center CB 50mm obtuse bend is part of the Center ABS solvent weld waste range, a collection of products ideally suited to creating connections from sanitary appliances to a soil stack or back inlet drain gully. Solvent weld connections ensure a sturdy, permanent joint with the straightforward application of solvent weld cement to the pipe spigot and fitting socket.","School's Out/Drainage | Maintenance Projects/Drainage | Maintenance Projects.csv -> Center CB 45deg obtuse bend 2"" White",,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/52/94/NW-F15294_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/20/19/Center_CB_DrainageProductGuide_2019.pdf,
45,PF15124,Center CB straight tank connector 20mm CST4,Center CB,1.93,"Made of PVC-U, this Center CB 21.5mm straight tank connector is part of the brand's solvent weld overflow range designed for secure, reliable joints with a built-to-last professional finish. Offering quick, hassle-free installation, this compact system is ideal for toilet overflows and boiler condensate use.",School's Out/Drainage | Maintenance Projects/Drainage | Maintenance Projects.csv -> Center CB straight tank connector 20mm CST4,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/51/24/NW-F15124_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/20/19/Center_CB_DrainageProductGuide_2019.pdf,
46,PF14540,Center CB Rainwater soil pipe clip 110mm Grey,Center CB,1.74,"This Center CB 110mm soil pipe clip is made of plastic and offers solvent weld connections. Manufactured to meet UK and European standards, Center CB's PVC-U Center Soil system includes both push-fit and solvent fittings suitable for commercial and domestic use.",School's Out/Drainage | Maintenance Projects/Drainage | Maintenance Projects.csv -> Center CB Rainwater soil pipe clip 110mm Grey,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/45/40/NW-F14540_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/20/19/Center_CB_DrainageProductGuide_2019.pdf,
47,PF14502,Center CB 92.5deg single socket bend 110mm Grey,Center CB,10.5,"This Center CB 110mm single socket bend is made of PVC-U and is part of a complete range of push-fit soil system fittings offering fast, easy installation, making it ideal for use in a wide range of applications.",School's Out/Drainage | Maintenance Projects/Drainage | Maintenance Projects.csv -> Center CB 92.5deg single socket bend 110mm Grey,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/45/02/NW-F14502_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/20/19/Center_CB_DrainageProductGuide_2019.pdf,
48,PF14504,Center CB 135deg single socket bend 110mm Grey,Center CB,10.5,"This Center CB 110mm single socket bend is made of PVC-U and is part of a complete range of push-fit soil system fittings offering fast, easy installation, making it ideal for use in a wide range of applications.",School's Out/Drainage | Maintenance Projects/Drainage | Maintenance Projects.csv -> Center CB 135deg single socket bend 110mm Grey,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/45/04/NW-F14504_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/20/19/Center_CB_DrainageProductGuide_2019.pdf,
49,PF14552,Center CB double socket 110mm Grey,Center CB,8.25,"Made of PVC-U, this Center CB 110mm double socket is part of a complete range of push-fit soil system fittings offering fast, easy installation, making it ideal for use in a wide range of applications.",School's Out/Drainage | Maintenance Projects/Drainage | Maintenance Projects.csv -> Center CB double socket 110mm Grey,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/45/52/NW-F14552_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/20/19/Center_CB_DrainageProductGuide_2019.pdf,
50,PF13450,"Center CB adjustable tubular P-trap 1.1/4""",Center CB,7.0,This Center CB 32mm P trap is made of polypropylene and has a 131mm length. It incorporates compression connections and a 75mm adjustable seal.,"School's Out/Drainage | Maintenance Projects/Drainage | Maintenance Projects.csv -> Center CB adjustable tubular P-trap 1.1/4""",,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/34/50/NW-F13450_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ui/de/Center_Drainage_Guide.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/01/19/Drainage Guide PDF 300119.pdf
51,PF16337,Center CB reducer 32-21.5mm White,Center CB,1.63,"Center CB reducer is made of plastic. The Center ABS solvent weld waste range is perfectly suited for connections from sanitary appliances to either a soil stack or a back inlet drain gully. Constructing a perfect, permanent joint is made easy through the simple application of a solvent weld cement to the pipe spigot and the fitting socket.",School's Out/Drainage | Maintenance Projects/Drainage | Maintenance Projects.csv -> Center CB reducer 32-21.5mm White,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/63/37/NW-F16337_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/20/19/CenterCB_Drainage_Prod_Guide_Feb2019.pdf,
52,PF14550,Center CB 92.5deg double branch 110mm Grey,Center CB,97.55,"Made of PVC-U, this Center CB 110mm double tee is part of a complete range of push-fit soil system fittings offering fast, easy installation, making it ideal for use in a wide range of applications.",School's Out/Drainage | Maintenance Projects/Drainage | Maintenance Projects.csv -> Center CB 92.5deg double branch 110mm Grey,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/45/50/NW-F14550_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/20/19/Center_CB_DrainageProductGuide_2019.pdf,
53,PF14508,Center CB single branch 110mm Grey,Center CB,14.76,"Made of PVC-U, this Center CB 110mm single tee is part of a complete range of push-fit soil system fittings offering fast, easy installation, making it ideal for use in a wide range of applications.",School's Out/Drainage | Maintenance Projects/Drainage | Maintenance Projects.csv -> Center CB single branch 110mm Grey,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/45/08/NW-F14508_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/20/19/Center_CB_DrainageProductGuide_2019.pdf,
54,PF13515,Center CB compression tee 32mm,Center CB,3.28,"Center CB compression tee is made of polypropylene. The Center compression waste range is the system of choice for many installers. Designed with a universal jointing system, this quick fitting system enables easy connections to new and existing plastic or copper waste pipes. Constructed from white polypropylene for exceptional strength and durability.",School's Out/Drainage | Maintenance Projects/Drainage | Maintenance Projects.csv -> Center CB compression tee 32mm,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/35/15/NW-F13515_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/20/19/Center_CB_DrainageProductGuide_2019.pdf,
55,PF15300,"Center CB screwed access plug 2"" White",Center CB,4.57,"This Center CB 71mm screwed access plug with 50mm connections is part of the Center ABS solvent weld waste range, a collection of products ideally suited to creating connections from sanitary appliances to a soil stack or back inlet drain gully. Solvent weld connections ensure a sturdy, permanent joint with the straightforward application of solvent weld cement to the pipe spigot and fitting socket.","School's Out/Drainage | Maintenance Projects/Drainage | Maintenance Projects.csv -> Center CB screwed access plug 2"" White",,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/53/00/NW-F15300_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/20/19/Center_CB_DrainageProductGuide_2019.pdf,
56,PF14546,Center CB 135deg single branch 110mm Grey,Center CB,46.13,"Made of PVC-U, this Center CB 110mm single tee is part of a complete range of push-fit soil system fittings offering fast, easy installation, making it ideal for use in a wide range of applications.",School's Out/Drainage | Maintenance Projects/Drainage | Maintenance Projects.csv -> Center CB 135deg single branch 110mm Grey,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/45/46/NW-F14546_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/20/19/Center_CB_DrainageProductGuide_2019.pdf,
57,PF15128,Center CB straight adaptor 20mm,Center CB,1.78,"Center CB straight adaptor is made of PVC-U. The Center solvent weld overflow range is constructed from ultra-durable PVC-U and uses an effective and secure solvent weld jointing system to ensure a professional finish that'll stand the test of time. Designed for quick and easy installation, this compact system is the go to standard for toilet overflows and boiler condensate applications.",School's Out/Drainage | Maintenance Projects/Drainage | Maintenance Projects.csv -> Center CB straight adaptor 20mm,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/51/28/NW-F15128_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/20/19/Center_CB_DrainageProductGuide_2019.pdf,
58,PF15256,"Center CB 90deg Swept Tee 90 degree swept tee 1.1/4"" White",Center CB,2.61,"This Center CB 32mm swept tee is part of the Center ABS solvent weld waste range, a collection of products ideally suited to creating connections from sanitary appliances to a soil stack or back inlet drain gully. Solvent weld connections ensure a sturdy, permanent joint with the straightforward application of solvent weld cement to the pipe spigot and fitting socket.","School's Out/Drainage | Maintenance Projects/Drainage | Maintenance Projects.csv -> Center CB 90deg Swept Tee 90 degree swept tee 1.1/4"" White",,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/52/56/NW-F15256_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/20/19/Center_CB_DrainageProductGuide_2019.pdf,
59,PF13430,"Center CB bottle P-trap 1.1/4"" 32mm",Center CB,3.46,"Center CB bottle P-trap is made of polypropylene. The Center waste trap range features a wide variety of trap configurations, so whatever need to drain waste water from, be that a sink, basin, bath, shower, bidet, washing machine or dishwasher, comprehensive range has all your needs covered.","School's Out/Drainage | Maintenance Projects/Drainage | Maintenance Projects.csv -> Center CB bottle P-trap 1.1/4"" 32mm",,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/34/30/NW-F13430_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/20/19/Center_CB_DrainageProductGuide_2019.pdf,
60,PF14560,Center CB boss adaptor 110 x 40mm Grey,Center CB,3.41,"Center CB boss adaptor is made of plastic. The 110mm PVC-U Center push-fit soil system offers a complete range of push-fit fittings. This time saving system is quick and easy to install as it is simply pushed together on site, making it the system of choice for countless installations.",School's Out/Drainage | Maintenance Projects/Drainage | Maintenance Projects.csv -> Center CB boss adaptor 110 x 40mm Grey,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/45/61/NW-F14559_F14561_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/20/19/Center_CB_DrainageProductGuide_2019.pdf,
61,PF15304,"Center CB pipe clip 2"" White",Center CB,0.78,"Center CB pipe clip is made of ABS. The Center push-fit waste range uses a simple, highly effective ring seal jointing system that's ideally suited to installations where speed is paramount. Completely demountable, this range provides a cost-effective solution where new systems are being installed or existing systems are being modified.","School's Out/Drainage | Maintenance Projects/Drainage | Maintenance Projects.csv -> Center CB pipe clip 2"" White",,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/53/04/NW-F15304_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/20/19/Center_CB_DrainageProductGuide_2019.pdf,
62,PF15280,"Center CB screwed access plug 1.1/2"" White",Center CB,2.92,"This Center CB 57mm screwed access plug with 40mm connections is part of the Center ABS solvent weld waste range, a collection of products ideally suited to creating connections from sanitary appliances to a soil stack or back inlet drain gully. Solvent weld connections ensure a sturdy, permanent joint with the straightforward application of solvent weld cement to the pipe spigot and fitting socket.","School's Out/Drainage | Maintenance Projects/Drainage | Maintenance Projects.csv -> Center CB screwed access plug 1.1/2"" White",,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/52/80/NW-F15280_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/20/19/Center_CB_DrainageProductGuide_2019.pdf,
63,PF16334,Center CB CBC2:W 90deg conversion bend 40mm White,Center CB,2.77,"Made of plastic, this Center CB 40mm conversion bend is part of the Center ABS solvent weld waste range, a collection of products ideally suited to creating connections from sanitary appliances to a soil stack or back inlet drain gully. Solvent weld connections ensure a sturdy, permanent joint with the straightforward application of solvent weld cement to the pipe spigot and fitting socket.",School's Out/Drainage | Maintenance Projects/Drainage | Maintenance Projects.csv -> Center CB CBC2:W 90deg conversion bend 40mm White,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/63/34/NW-F16334_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/20/19/CenterCB_Drainage_Prod_Guide_Feb2019.pdf,
64,PF13440,"Center CB bottle P-trap anti-vacuum 1.1/4"" 32mm",Center CB,13.32,"Center CB bottle P-trap with anti syphon, made of polypropylene. The Center waste trap range features a wide variety of trap configurations, so whatever need to drain waste water from, be that a sink, basin, bath, shower, bidet, washing machine or dishwasher, comprehensive range has all your needs covered.","School's Out/Drainage | Maintenance Projects/Drainage | Maintenance Projects.csv -> Center CB bottle P-trap anti-vacuum 1.1/4"" 32mm",,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/34/40/NW-F13440_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/20/19/Center_CB_DrainageProductGuide_2019.pdf,
65,PF16335,Center CB CBC1:W 90deg conversion bend 32mm White,Center CB,2.77,"Made of plastic, this Center CB 32mm conversion bend is part of the Center ABS solvent weld waste range, a collection of products ideally suited to creating connections from sanitary appliances to a soil stack or back inlet drain gully. Solvent weld connections ensure a sturdy, permanent joint with the straightforward application of solvent weld cement to the pipe spigot and fitting socket.",School's Out/Drainage | Maintenance Projects/Drainage | Maintenance Projects.csv -> Center CB CBC1:W 90deg conversion bend 32mm White,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/63/35/NW-F16335_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/20/19/CenterCB_Drainage_Prod_Guide_Feb2019.pdf,
66,PF13475,"Center CB low line bath P-trap 1.1/2"" 40mm",Center CB,11.26,"Center CB low line bath P-trap is made of polypropylene. The Center waste trap range features a wide variety of trap configurations, so whatever need to drain waste water from, be that a sink, basin, bath, shower, bidet, washing machine or dishwasher, comprehensive range has all your needs covered.","School's Out/Drainage | Maintenance Projects/Drainage | Maintenance Projects.csv -> Center CB low line bath P-trap 1.1/2"" 40mm",,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/34/75/NW-F13475_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/20/19/Center_CB_DrainageProductGuide_2019.pdf,
67,PF14530,Center CB strap boss 110 x 32mm Grey,Center CB,9.51,"Center CB strap boss is made of PVC-U. The PVC-U Center Soil system consists of a range of push-fit and solvent fittings. Manufactured to exacting UK and European Standards, the products are designed for commercial developments as well as domestic housing.",School's Out/Drainage | Maintenance Projects/Drainage | Maintenance Projects.csv -> Center CB strap boss 110 x 32mm Grey,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/45/30/NW-F14530_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/20/19/Center_CB_DrainageProductGuide_2019.pdf,
68,PF14532,Center CB strap boss 110 x 40mm Grey,Center CB,7.02,"Center CB strap boss is made of PVC-U. The PVC-U Center Soil system consists of a range of push-fit and solvent fittings. Manufactured to exacting UK and European Standards, the products are designed for commercial developments as well as domestic housing.",School's Out/Drainage | Maintenance Projects/Drainage | Maintenance Projects.csv -> Center CB strap boss 110 x 40mm Grey,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/45/32/F14532_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/20/19/Center_CB_DrainageProductGuide_2019.pdf,
69,PF15286,Center CB male iron adaptor 40 mm White,Center CB,5.12,"Center CB male iron adaptor is made of ABS. The Center ABS solvent weld waste range is perfectly suited for connections from sanitary appliances to either a soil stack or a back inlet drain gully. Constructing a perfect, permanent joint is made easy through the simple application of a solvent weld cement to the pipe spigot and the fitting socket.",School's Out/Drainage | Maintenance Projects/Drainage | Maintenance Projects.csv -> Center CB male iron adaptor 40 mm White,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/52/86/NW-F15286_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/20/19/Center_CB_DrainageProductGuide_2019.pdf,
70,PF14548,Center CB 92.5deg access branch 110mm Grey,Center CB,74.22,"Center CB access tee is made of PVC-U. The 110mm PVC-U Center push-fit soil system offers a complete range of push-fit fittings. This time saving system is quick and easy to install as it is simply pushed together on site, making it the system of choice for countless installations.",School's Out/Drainage | Maintenance Projects/Drainage | Maintenance Projects.csv -> Center CB 92.5deg access branch 110mm Grey,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/45/48/NW-F14548_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/20/19/Center_CB_DrainageProductGuide_2019.pdf,
