,pid,Title,Brand,Price,Description,category,mfpartnumber,whatisincluded,Image,Attachment 1,Attachment 2,Attachment 3,Attachment 4,Attachment 5,Attachment 6,Attachment 7,Attachment 8,Attachment 9,Attachment 10,Attachment 11,Range,Warranty,Weight,Phase,Refrigerant Suitability,Hazardous,Depth (mm),Seasonal Efficiency Energy Label Heating,Seasonal Efficiency Energy Label Cooling,Nominal Heating (kW),Max Sound Pressure,Nominal Cooling (kW),Max Airflow (m/min),Min Air Flow (m/min),Min Sound Pressure,Fuse Size (A),Pipe Size Diameter - Gas,Pipe Size Diameter - Liquid,Supplier Product Code,Type,WEEE Compliant,Feature 1,Feature 2,Feature 3,Feature 4,Feature 5,Feature 6,Feature 7,Feature 8,Feature 9,Feature 10,Feature 11,Pack Quantity,Feature 12,Feature 13
25,P619148,Daikin Alpha FUA71A R32 Under Ceiling Unit 7.1KW,Daikin,1054.04,"The Daikin Alpha indoor cassette air conditioning unit is suitable for installation in rooms with high solid ceilings or false ceilings with a shallow void, providing effective cooling and heating with no loss of capacity. Paired with the Sky Air Alpha series, this unit offers the highest possible levels of efficiency and performance.",Air Conditioning/Daikin R32 Indoor Units/Daikin R32 Indoor Units.csv -> Daikin Alpha FUA71A R32 Under Ceiling Unit 7.1KW,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/91/50/NW-619148_619150_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ta/ll/Daikin_FUA_A_4PEN469441_Install.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ec/la/Daikin_FUA_A_Eco_Decla.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ic/al/Daikin_FUA-A_Technical.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ec/la/Daikin_FUA_A_RoHS_Decla.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/_m/an/Daikin_FUA_A_4PEN465543_Oper_Man.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
26,P619518,Daikin Advance FVA140A R32 Floor Standing Unit 14KW,Daikin,1654.07,"Suitable for commercial spaces with high ceilings, the Daikin Advance indoor floor-standing air conditioning unit combines with the Sky Air Advance series for the ideal commercial heating and cooling solution. Highly efficient, this unit offers Daikin's Bluevolution technology, using R32 refrigerant for reduced environmental impact.",Air Conditioning/Daikin R32 Indoor Units/Daikin R32 Indoor Units.csv -> Daikin Advance FVA140A R32 Floor Standing Unit 14KW,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/95/18/NW-619517_619518_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ta/ll/Daikin_FVA_A_Install.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/nu/al/Daikin_FVA_A_Opera_Manual.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ic/al/Daikin_FVA-A_Technical.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ec/la/Daikin_FVA140A_125A_Eco_Decla.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/nu/al/Daikin_FVA71_18031_Photo_Manual.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ec/la/Daikin_FVA71_125A_RoHS_Decla.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/nu/al/Daikin_FVA71_17116_Photo_Manual.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
27,P605931,Daikin Bluevolution FNA50A9 R32 Vertical Chassis Unit 5KW,Daikin,689.42,"Designed to be concealed in a wall, the discreet Daikin Bluevolution indoor floor-standing air conditioning unit is ideal for installation in offices, hotels and homes. The unit's R32 Bluevolution technology ensures high levels of efficiency and reduced waste.",Air Conditioning/Daikin R32 Indoor Units/Daikin R32 Indoor Units.csv -> Daikin Bluevolution FNA50A9 R32 Vertical Chassis Unit 5KW,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/59/32/NW-605929_605932_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ta/ll/Daikin_FNA_A_4PEN550955-3_Install.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ic/al/Daikin_FNA-A_RXM-M9_Technical.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ta/ll/Daikin_FNA-A_4PEN456958_Install.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ec/la/Daikin_FNA25_3P418197_RoHS_Decla.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ui/de/Daikin_FNA_A9_4PEN543324_User_Guide.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/nu/al/Daikin_FNA25_Photo_Manual.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ta/ll/Daikin_FNA25_4PEN482940-1_Install.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/_m/an/Daikin_FNA25_4PEN456953_1_Oper_Man.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ec/la/Daikin_FNA25_3P422412_ECO_Decla.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ta/ll/Daikin_FNA_A_4PEN550955-3C_Install.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ti/on/Daikin_FNA_A_Installation.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
28,P613524,Daikin Emura FTXJ20AW Emura Wall Mount Indoor 2 KW White (1),Daikin,384.98,"Finished in matte Crystal White, the Daikin Emura 2kW wall-mounted indoor air conditioning unit has a sleek design to blend seamlessly into smart modern interiors. This air con unit makes use of the Coanda effect, optimising airflow for comfort and using specially designed flaps for improved temperature distribution throughout a space. Employing an intelligent thermal sensor, the Emura can determine a room's temperature and distributes air evenly before using an airflow pattern to direct cool or warm area specifically to those areas that require it.",Air Conditioning/Daikin R32 Indoor Units/Daikin R32 Indoor Units.csv -> Daikin Emura FTXJ20AW Emura Wall Mount Indoor 2 KW White (1),,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/35/24/NW-613524_wm.jpg,,,,,,,,,,,,Emura,2 Year,12Kg,1 Phase,R-32,N,212,,,,,,,,,10,9.5 mm,6.35 mm,FTXJ20AW,Indoor Unit,N,Remarkable blend of iconic design and engineering excellence with a silver coloured elegant finish,Coanda effect optimises the airflow for a comfortable climate,"Using specially designed flaps, more focused airflow allows better temperature distribution throughout the whole room",Heat boost quickly heats up the user home when starting up user air conditioner,Set temperature is reached 14% faster than a regular air conditioner (pair only),"Using electrons to trigger chemical reactions with air borne particles, the Flash Streamer breaks down allergens",Voice command via Amazon Alexa or Google Assistant to control main functions,"Onecta app - Control user's indoor from any location with an app, via user local network or internet",,,,1,,
29,P619157,Daikin Bluevolution FBA60A9 R32 Ducted Unit 6KW,Daikin,706.23,"Quieter and even more efficient than its predecessors, the Daikin Bluevolution ducted air conditioning unit incorporates inverter fans designed to adapt available pressure for optimised comfort at all times while reducing both the sound level and energy consumption by lowering fan revolutions. Just 245mm in height, this compact unit provides easy and flexible installation.",Air Conditioning/Daikin R32 Indoor Units/Daikin R32 Indoor Units.csv -> Daikin Bluevolution FBA60A9 R32 Ducted Unit 6KW,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/91/61/NW-619155_619161_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/nu/al/Daikin_FBA35P_18031_Photo_Manual.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/nu/al/Daikin_FBA_4PEN456964-1C_Oper_Manual.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ta/ll/Daikin_FBA-A_4PEN456962-1E_Install.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ti/on/Daikin_FBA-A_RoHS_Declaration.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/nu/al/Daikin_FBA35P_17116_Photo_Manual.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ui/de/Daikin_4PEN550955_Install_Ref_Guide.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ui/de/Daikin_FBA-A_4PEN543324-2_User_Guide.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ic/al/Daikin_FBA-A_RXM-M9_102B_Technical.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
30,P619159,Daikin Sky Air Advance FBA100A R32 Fba100A Ducted Unit 10KW,Daikin,1110.68,"Quiet and efficient, the Daikin Sky Air Advance ducted air conditioning unit incorporates an inverter fan designed to adapt available pressure for ideal comfort in all conditions. By lowering the fan revolutions, this helps to not only reduce energy consumption but make the unit significantly quieter too. Just 245mm tall, this compact unit is easily concealed for discreet installation.",Air Conditioning/Daikin R32 Indoor Units/Daikin R32 Indoor Units.csv -> Daikin Sky Air Advance FBA100A R32 Fba100A Ducted Unit 10KW,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/91/61/NW-619155_619161_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/nu/al/Daikin_FBA35P_18031_Photo_Manual.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/nu/al/Daikin_FBA_4PEN456964-1C_Oper_Manual.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ta/ll/Daikin_FBA-A_4PEN456962-1E_Install.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ti/on/Daikin_FBA-A_RoHS_Declaration.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ic/al/Daikin_FBA-A_RZASG_102AA_Technical.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ui/de/Daikin_4PEN550955_Install_Ref_Guide.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/nu/al/Daikin_FBA35P_17116_Photo_Manual.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ui/de/Daikin_FBA-A_4PEN543324-2_User_Guide.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
31,P696834,Daikin Stylish FTXA25BS R32 2.5KW Silver Indoor,Daikin,459.32,"A total climate solution for use in any location, the Daikin Stylish indoor wall-mounted air conditioning unit combines design and technology for reliable heating and cooling. Slim and reliable, with a modern silver finish, Stylish units employ a fan designed to optimise airflow for higher levels of energy efficiency and reduced operational noise, barely audible to users.",Air Conditioning/Daikin R32 Indoor Units/Daikin R32 Indoor Units.csv -> Daikin Stylish FTXA25BS R32 2.5KW Silver Indoor,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/68/35/NW-696833_696835_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ta/ll/Daikin_CTXA-FTXA_3P482320-7P_Install.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ui/de/Daikin_CTXA-FTXA_User_Guide.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ta/ll/Daikin_CTXA-FTXA_4P518023-3F_Install.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ic/al/Daikin_FTXA-AB_RXA-AB_Technical.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/nu/al/Daikin_FTXA_BS_Opera_Manual.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/cl/ar/Daikin_FTXA-BS_RoHS_Declar.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ti/on/Daikin_CTXA-FTXA_Eco_CE_Declaration.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
32,P615162,Daikin FTXF FTXF20 R32 Indoor 2.0KW,Daikin,118.0,"Automatically selecting the heating or cooling mode and necessary fan speed to achieve your preferred set temperature, the Daikin FTXF20C indoor air conditioning unit ensures reliable comfort alongside minimised energy consumption. This split unit incorporates vertical auto swing operation and can be used as a fan only, blowing air without heating or cooling where needed.",Air Conditioning/Daikin R32 Indoor Units/Daikin R32 Indoor Units.csv -> Daikin FTXF FTXF20 R32 Indoor 2.0KW,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/51/65/NW-615162_615165_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ti/on/Daikin_FTXF_C_Installation.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ui/de/Daikin_FTXF_C_ATXF_C_Ref_Guide.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ic/al/Daikin_FTXF_C_RXF_C_Technical.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/nu/al/Daikin_FTXF_C_Operation_Manual.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
33,P615165,Daikin FTXF FTXF42 R32 Indoor 4.2KW,Daikin,176.0,"Automatically selecting the heating or cooling mode and necessary fan speed to achieve your preferred set temperature, the Daikin FTXF42C indoor air conditioning unit ensures reliable comfort alongside minimised energy consumption. This split unit incorporates vertical auto swing operation and can be used as a fan only, blowing air without heating or cooling where needed.",Air Conditioning/Daikin R32 Indoor Units/Daikin R32 Indoor Units.csv -> Daikin FTXF FTXF42 R32 Indoor 4.2KW,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/51/65/NW-615162_615165_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ti/on/Daikin_FTXF_C_Installation.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ui/de/Daikin_FTXF_C_ATXF_C_Ref_Guide.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ic/al/Daikin_FTXF_C_RXF_C_Technical.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/nu/al/Daikin_FTXF_C_Operation_Manual.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
34,P696851,Daikin FXAQ15A R410A Vrv Wall Mounted Unit,Daikin,589.6,"Suitable rooms of just about any shape or size, the Daikin VRV range of indoor air conditioning units with five discharge angles is user friendly, highly reliable and quiet in operation. Compliant with eco-design legislation, these units incorporate specially designed DC fans for excellent levels of energy efficiency.",Air Conditioning/Daikin R32 Indoor Units/Daikin R32 Indoor Units.csv -> Daikin FXAQ15A R410A Vrv Wall Mounted Unit,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/68/57/NW-696851_696857_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/_m/an/Daikin_FXAQ15_4PEN494113_Operat_Man.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ic/al/Daikin_FXAQ-A_Technical.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ta/ll/Daikin_FXAQ-A_4PEN494115_1C_Install.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ti/on/Daikin_FXAQ-A_RoHS_Declaration.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
35,P696837,Daikin Stylish FTXA50BS R32 5.0KW Silver Indoor,Daikin,679.68,"A total climate solution for use in any location, the Daikin Stylish indoor wall-mounted air conditioning unit combines design and technology for reliable heating and cooling. Slim and reliable, with a modern silver finish, Stylish units employ a fan designed to optimise airflow for higher levels of energy efficiency and reduced operational noise, barely audible to users.",Air Conditioning/Daikin R32 Indoor Units/Daikin R32 Indoor Units.csv -> Daikin Stylish FTXA50BS R32 5.0KW Silver Indoor,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/68/37/NW-696837_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ta/ll/Daikin_CTXA-FTXA_3P482320-7P_Install.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ui/de/Daikin_CTXA-FTXA_User_Guide.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ta/ll/Daikin_CTXA-FTXA_4P518023-3F_Install.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ic/al/Daikin_FTXA-AB_RXA-AB_Technical.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/nu/al/Daikin_FTXA_BS_Opera_Manual.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/cl/ar/Daikin_FTXA-BS_RoHS_Declar.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ti/on/Daikin_CTXA-FTXA_Eco_CE_Declaration.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
36,P613530,Daikin Emura FTXJ35AW Emura Wall Mount Indoor 3.5 KW White (1),Daikin,454.01,"Finished in matte Crystal White, the Daikin Emura 3.5kW wall-mounted indoor air conditioning unit has a sleek design to blend seamlessly into smart modern interiors. This air con unit makes use of the Coanda effect, optimising airflow for comfort and using specially designed flaps for improved temperature distribution throughout a space. Employing an intelligent thermal sensor, the Emura can determine a room's temperature and distributes air evenly before using an airflow pattern to direct cool or warm area specifically to those areas that require it.",Air Conditioning/Daikin R32 Indoor Units/Daikin R32 Indoor Units.csv -> Daikin Emura FTXJ35AW Emura Wall Mount Indoor 3.5 KW White (1),,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/35/30/NW-613530_wm.jpg,,,,,,,,,,,,Emura,2 Year,12Kg,1 Phase,R-32,N,212,,,,,,,,,13,9.5 mm,6.35 mm,FTXJ35AW,Indoor Unit,N,Remarkable blend of iconic design and engineering excellence with a silver coloured elegant finish,Coanda effect optimises the airflow for a comfortable climate,"Using specially designed flaps, more focused airflow allows better temperature distribution throughout the whole room",Heat boost quickly heats up the user home when starting up user air conditioner,Set temperature is reached 14% faster than a regular air conditioner (pair only),"Using electrons to trigger chemical reactions with air borne particles, the Flash Streamer breaks down allergens",Voice command via Amazon Alexa or Google Assistant to control main functions,"Onecta app - Control user's indoor from any location with an app, via user local network or internet",,,,1,,
37,P619150,Daikin Alpha FUA125A R32 Under Ceiling Unit 12.5KW,Daikin,1296.53,"The Daikin Alpha indoor cassette air conditioning unit is suitable for installation in rooms with high solid ceilings or false ceilings with a shallow void, providing effective cooling and heating with no loss of capacity. Paired with the Sky Air Alpha series, this unit offers the highest possible levels of efficiency and performance.",Air Conditioning/Daikin R32 Indoor Units/Daikin R32 Indoor Units.csv -> Daikin Alpha FUA125A R32 Under Ceiling Unit 12.5KW,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/91/50/NW-619148_619150_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ta/ll/Daikin_FUA_A_4PEN469441_Install.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ec/la/Daikin_FUA_A_Eco_Decla.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ic/al/Daikin_FUA-A_Technical.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ec/la/Daikin_FUA_A_RoHS_Decla.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/_m/an/Daikin_FUA_A_4PEN465543_Oper_Man.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
38,P602968,Daikin FTXM20A R32 Wall M Pefera 2.0 KW,Daikin,191.8,"Attractive designed to blend into its surroundings, the Daikin 2kW R32 wall-mounted air conditioning unit offers excellent levels of efficiency coupled with unbeatable comfort. Fitted with a reliable filter and incorporating flash streamer technology, this clever unit purifies the air around you, making it cleaner, healthier and less allergen-laden while also reducing the unpleasant odours that can be associated with air conditioning units. A raft of smart features, including a presence-sensing automatic energy efficient setting and Comfort+ for whole-room cooling and heating help to maximise efficiency while also ensuring unbeatable climate comfort.",Air Conditioning/Daikin R32 Indoor Units/Daikin R32 Indoor Units.csv -> Daikin FTXM20A R32 Wall M Pefera 2.0 KW,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/29/68/602968_wm.jpg,,,,,,,,,,,,,,,,,N,,,,,,,,,,,,,FTXM20A,,N,Seasonal efficiency values up to A+++ in cooling and heating,Comfort+ for homogeneous temperature throughout,Double flaps direct air towards ceiling in heating,With 2 area motion detection sensor,Automatically switches to energy-efficient setting if no presence is detected,Heat boost mode reaches set temperature 14% faster (pair only),"Removes viruses, bacteria and fine dust via filter",Flash Streamer breaks down allergens and removes odours,Silver allergen removal and air purifying filter captures allergens such as pollen,Voice command via Amazon Alexa or Google Assistant,Onecta app connection for control via local network or internet,,Quiet operation down to 19dBA,3-D air flow for vertical and horizontal auto swing
