,pid,Title,Brand,Price,Description,category,mfpartnumber,whatisincluded,Image,Attachment 1,Attachment 2,Attachment 3,Attachment 4,Attachment 5,Colour,Operating Temperature,Range,Warranty,Hazardous,Depth (mm),Mains Connection Size and Type,System Connection Size and Type,Display Type,Drain Connection,Supplier Product Code,Type,WEEE Compliant,Feature 1,Feature 2,Feature 3,Feature 4,Feature 5,Feature 6,Feature 7,Feature 8,Feature 9,Feature 10,Feature 11,Feature 12,Feature 13,Feature 14,Attachment 6,Voltage (V),Output,Max Fill Pressure,Full Load Current A,Application,Feature 15,Feature 16,Feature 17,Approvals
29,PS05242,JET Range Maxi Digital Plus MD161 maxi digital plus pressurisation unit,JET Range,1673.91,"Designed to provide a minimum system pressure requirement for sealed systems, the JET Range Maxi MD161 Digital Plus pressurisation unit is suitable for installation in commercial, industrial and residential properties. With an intuitive password-protected microprocessor including features such as low water/flood protection, VFCs for common faults and pump and pressure failures, this pressurised unit is simple to operate and provides users with a wealth of useful information via its LED display.",Heating/Sealed Heating Systems/Pressurisation Units/Pressurisation Units.csv -> JET Range Maxi Digital Plus MD161 maxi digital plus pressurisation unit,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/52/42/S05241_S05242_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/t_/ig/S05242_Jet_IG.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/nu/al/Jet_Digital_Pressurisation_Manual.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/t_/im/S05242_Jet_IM.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/_t/ds/Jet Maxi Pressurisation Unit TDS.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
30,PS05238,JET Range Midi Digital Plus MD261 midi digital plus pressurisation unit,JET Range,2002.3,"Designed to provide a minimum system pressure requirement for sealed systems, the JET Range Midi MD261 Digital Plus compact pressurisation unit is suitable for installation in commercial, industrial and residential properties. With an intuitive password-protected microprocessor including features such as low water/flood protection, VFCs for common faults and pump and pressure failures, this pressurised unit is simple to operate and provides users with a wealth of useful information via its LED display.",Heating/Sealed Heating Systems/Pressurisation Units/Pressurisation Units.csv -> JET Range Midi Digital Plus MD261 midi digital plus pressurisation unit,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/52/38/S05238_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/t_/ig/S05238_Jet_IG.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/_t/ds/Jet Midi Pressurisation Unit TDS.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/nu/al/Jet_Digital_Pressurisation_Manual.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/t_/im/S05238_Jet_IM.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
31,P891012,Flamco Flexfiller 125D standard pressure set,Flamco,2228.65,"The compact, floor standing Flamco Flexfiller 125D digital pressurisation unit is a fully-integrated product for easy topping-up and filling. The Flexfiller includes an electronic pressure transducer and user-friendly, password-protected microprocessor with LED display providing a range of useful information including event logging and fault details.",Heating/Sealed Heating Systems/Pressurisation Units/Pressurisation Units.csv -> Flamco Flexfiller 125D standard pressure set,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/10/12/891012_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ic/al/Flamco_Flexfiller_125D_Technical.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/20/18/Flamco_Product_Overview_2018.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/he/et/Flamco_Flexfiller_125D_Datasheet.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/nu/al/Flamco_Flexfiller_Manual.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
32,P892764,FLAMCO VACUMAT ECO 600,Flamco,4574.68,"Offering accurate and reliable degassing, the Flamco Vacumat Eco is a pressure-temperature controlled degasser offering quicker results than comparable devices thanks to its larger, fully continuous capacity. This impressive performance limits the risk of damage and reduces faults and repairs while also extending the life of a system.",Heating/Sealed Heating Systems/Pressurisation Units/Pressurisation Units.csv -> FLAMCO VACUMAT ECO 600,,PU only,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/27/64/892764_wm.jpg,,,,,,,,Vacumat Eco,,N,670,Rp 1,Rp 1,,Rp 3 4,17006,BSP M,N,Degasses up to 7x faster than comparable products,Offers 8x better energy efficiency via innovative technologies,Provides real-time insight into system performance,Automatic standby function for optimal energy saving,Control unit can be set to any level within a given range,Control unit menu available in 19x languages,"Compact, robust design",Pressure and level-controlled topping-up with wide range of available settings,,,,,,,,1 - 230 V 50/60 Hz,0.75 kW,5.4,N/A,Air Removal for Heating and Chilled Systems,,,,N/A
33,P143780,Grundfos Mini Monopress MMP50802 pressurisation unit,Grundfos,1492.0,"A compact, wall-mounted unit, the Grundfos Mini Monopress pressurisation unit houses either one or two small pressurisation pumps and the associated control equipment for connection to small sized heating or cooling installation in large homes or small industrial or commercial premises. All the Mini Monopress's equipment is mounted in a single casing with a flush-mounted pressure gauge on the front for at-a-glance pressure information.",Heating/Sealed Heating Systems/Pressurisation Units/Pressurisation Units.csv -> Grundfos Mini Monopress MMP50802 pressurisation unit,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/37/80/NW-143780_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ti/on/Grundfos_Mini_Monopress_Instruction.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
34,P891024,Flamco Flexfiller 250D floor standing twin pump pressurisation unit,Flamco,2866.95,"The compact, floor standing Flamco Flexfiller 250D digital pressurisation unit is a fully-integrated product for easy topping-up and filling. The Flexfiller includes an electronic pressure transducer and user-friendly, password-protected microprocessor with LED display providing a range of useful information including event logging and fault details.",Heating/Sealed Heating Systems/Pressurisation Units/Pressurisation Units.csv -> Flamco Flexfiller 250D floor standing twin pump pressurisation unit,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/10/24/891024_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ic/al/Flamco_Flexfiller_125D_Technical.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/20/18/Flamco_Product_Overview_2018.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/he/et/Flamco_Flexfiller_250D_Datasheet.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/nu/al/Flamco_Flexfiller_Manual.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
35,P163851,Wilo Comfort Pressurisation Unit,Wilo,1920.44,"This Wilo Comfort twin pump pressurisation unit (duty/standby) is for heating or chilled water systems up to and including 3.5, 6.0 and 8.0 bar cold fill pressures. Fitted with an 18L polypropylene break tank, this unit has a C/W type AB air gap, WRAS approved equilibrium ball float valve, a low water float switch and strainers for pump protection. Each pump is fitted with a non-return valve and quick release couplings for ease of maintenance while a pressure transducer monitors system pressure, feeding a 0 - 10V signal to the controller.",Heating/Sealed Heating Systems/Pressurisation Units/Pressurisation Units.csv -> Wilo Comfort Pressurisation Unit,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/38/51/NW-163851_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/hu/re/Wilo_Pressurisation_Units_Brochure.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ca/te/Wilo_REACH_Regulation_Certificate.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
36,P871099,Mikrofill 3 packaged unit with expansion vessel 200L,Mikrofill,1662.38,"This packaged kit includes the Mirkrofill 3 and a 200L expansion vessel. The Mikrofill 3 is the most advanced “direct type” pressurisation unit available, suitable for LPHW/CHW applications of any size. Unlike “pump type” pressurisation units the Mikrofill 3 is designed to be connected directly to a buildings incoming mains/boosted water supply and fill a heating or chilled water system without the use of a pump. The Mikrofill 3 is the most energy efficient unit of its kind consuming as little as 10 watts/hr on standby and 30 watts/hr fully operational.",Heating/Sealed Heating Systems/Pressurisation Units/Pressurisation Units.csv -> Mikrofill 3 packaged unit with expansion vessel 200L,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/fi/ll/871093_871103_MIKROFILL_wm.jpg,,,,,,Blue,,,2 years,N,112,15 mm compression,15 mm compression,LCD Matrix Display,3/4in BSP (via tundish),100200,Pressurisation Unit,N,Offers integral fluid risk category 4 backflow prevention,Requires no RPZ valve,For filling any LPHW/CHW system from empty,Connects directly to mains/boosted water supply,Wall mounted installation,Compact design of 270 mm high x 250 mm wide,Consumes just 10W per hour on standby,Consumes 30W per hour while fully operational,Offers 97% better efficiency compared to some pump-type units,Fill volume indicator for water treatment calculation,Large colour screen display for ease of operation,2 year warranty,,,,,,,,,,,,
37,P871103,Mikrofill 3 packaged expansion vessel 500 Litre,Mikrofill,2173.28,"A compact unit designed for wall mounting, the Mikrofill 3 500L expansion vessel package is built around the MikroPro 6 bar expansion vessel and an advanced direct-type pressurisation unit suitable for cold-fill. Designed for suitability in both LPHW and CHW applications and operated using a 112mm control unit with clear LCD display, this packaged expansion vessel includes a 1"" easy-install service valve.",Heating/Sealed Heating Systems/Pressurisation Units/Pressurisation Units.csv -> Mikrofill 3 packaged expansion vessel 500 Litre,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/fi/ll/871093_871103_MIKROFILL_wm.jpg,,,,,,Blue,,,4 Years,N,Control Unit 112mm; Expansion Vessel 740,,,LCD colour matrix display,Via tundish3/4 BSP,100500,Compact size & wall mounted,N,Compact design,For wall-mounted installation,For sealed system use,Suitable for cold fill,Pressurises a system to 4.7 bar,With quick-fit service valve,LCD colour matrix display,4 year warranty,,,,,,,,,,,,,,,,
38,P871093,Mikrofill 3 packaged unit with expansion vessel 24L,Mikrofill,1381.58,"An advanced direct-type pressurisation unit, the Mirkrofill 3 is supplied with a 24L expansion vessel offering suitability for use in any LPHW/CHW application. Connecting directly to the incoming mains/boosted water supply, unlike less efficient pump-type pressurisation units, Mikrofill 3 fills heating or chilled water systems without the aid of a pump. Consuming as little as 10W/hr on standby and 30W/hr when fully operational, this unit is highly efficient and offers reliable ease of use via a simple LCD display.",Heating/Sealed Heating Systems/Pressurisation Units/Pressurisation Units.csv -> Mikrofill 3 packaged unit with expansion vessel 24L,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/fi/ll/871093_871103_MIKROFILL_wm.jpg,,,,,,Blue,,,2 years,N,112,15 mm compression,15 mm compression,LCD Matrix Display,3/4in BSP (via tundish),100025,Pressurisation Unit,N,Integral fluid risk category 4 backflow prevention,No RPZ valve required,Fills any LPHW/CHW system from empty,Connects directly to mains/boosted water supply,Wall mounted installation,Compact design for smaller plantrooms,97% more efficient than some pump-type units,Fill volume indicator aids water treatment calculation,Large colour LCD display for ease of operation,2 year warranty,,,,,,,,,,,,,,
39,P892770,Flamco Flexfiller Midi 225D pressurisation unit,Flamco,2215.31,"Wall-mounted, this Flamco Flexfiller Midi pressurisation unit is a flow rate (up to 12LPM) top-up unit with 4L internal break tank. Ideal for industrial, commercial or large domestic applications, it is available in single or twin pump configurations.",Heating/Sealed Heating Systems/Pressurisation Units/Pressurisation Units.csv -> Flamco Flexfiller Midi 225D pressurisation unit,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/89/95/578995_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/og/ue/Flamco_Catl_Export_Catalogue.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ic/al/Flamco_Flexfiller_Midi_Technical.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ic/al/Flamco_Flexfiller_Technical.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/nu/al/Flamco_Flexfiller_Midi_Mini_Manual.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ca/te/Flamco_Kiwa_K13471_Certificate.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
40,P871172,Mikrofill MAX120022 maxi 1 pump press unit,Mikrofill,1502.48,"An improved design manufactured to meet the needs of both specifier and installer, the Mikrofill Maxi microprocessor controlled single pump pressurisation unit features up-to-the-minute microprocessor technology alongside the high quality components users of the original Maxi range know they can rely on. Updates include improved structural stability and protection, better than ever steadiness on uneven surfaces thanks to the Maxi's new feet and an updated door catch for reliable closing.",Heating/Sealed Heating Systems/Pressurisation Units/Pressurisation Units.csv -> Mikrofill MAX120022 maxi 1 pump press unit,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/fi/ll/871172_871196_MIKROFILL_wm.jpg,,,,,,Blue,,,2 year parts and labour warranty,N,440,,,LCD graphic display,20mm,120022,Pressurisation Units,N,Back panel offers additional structure,Feet improve stability,Includes improved door catch,With LCD graphic display,Up to date microprocessor technology,2 year warranty,,,,,,,,,,,,,,,,,,
41,P892768,FLAMCO FLEXFILLER 225D,Flamco,2736.52,"Floor-mounted, this Flamco Flexfiller pressurisation unit is a flow rate (up to 18LPM) top-up unit with 18L internal break tank. Ideal for industrial, commercial or large domestic applications, it is available in single or twin pump configurations.",Heating/Sealed Heating Systems/Pressurisation Units/Pressurisation Units.csv -> FLAMCO FLEXFILLER 225D,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/27/68/NW-892767_892768_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/og/ue/Flamco_Catl_Export_Catalogue.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ic/al/Flamco_Flexfiller_Technical.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/nu/al/Flamco_Flexfiller_Midi_Mini_Manual.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ca/te/Flamco_Kiwa_K13471_Certificate.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
42,P895010,Spirotech Superior MV06A50 vacuum degasser,Spirotech,4608.25,"Fully automatic, the Spirotech Superior vacuum degasser is suitable for use in heating, cooling and process systems. Thanks to its electronic control system, the Superior is able to offer easy access to system information, status and logged data for improved control and maintenance.",Heating/Sealed Heating Systems/Pressurisation Units/Pressurisation Units.csv -> Spirotech Superior MV06A50 vacuum degasser,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/50/10/895010_wm.jpg,,,,,,Yellow,0-90,Superior,2 years,N,400,Swivel G¾” female,Swivel G¾” female,Touch Screen,Swivel G¾” female,MV06A50,Swivel G¾” female,N,"Removes gases, free air, microbubbles and dissolved gases",Absorptive fluid removes trapped gas bubbles,"Easy, quick installation",Energy-efficient operation with lowest possible gas concentration,Degassed filling and sustained pressure,Warns before refilling becomes excessive,Compatible with all common expansion systems,Touchscreen operation for ease of use,2 year warranty,,,,,,,,,,,,,,,
43,P870587,Flamco Flexfiller wall press unit mini 230D,Flamco,1700.68,"Completely enclosed, the compact and slimline Flamco Flexfiller Mini Digital is a wall-mounted 0.4LPM low flow rate top-up pressurisation unit designed with a 2L internal break tank, electronic pressure transducer and user-friendly microprocessor. Suitable for use on a sealed system, it is used to provide a minimum system pressure requirement in small commercial or large domestic applications. The Flexfiller Mini is compatible with heating systems using a 300L or less expansion vessel, or with chilled systems using a 50L or smaller expansion vessel.",Heating/Sealed Heating Systems/Pressurisation Units/Pressurisation Units.csv -> Flamco Flexfiller wall press unit mini 230D,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/05/87/870587_wm.jpg,,,,,,White,5 to 85,Flexfiller,30 months from Date of Supply (DOS) or 2 years from Date Of Commissioning (DOC) whichever is sooner.,N,150,15 mm,8 mm,LED,22 mm,17456,Top-up Pressurisation unit,N,"For system volumes up to 2,600L",Fluid Protection Category 5 (AB weir overflow),With 12 month on-screen service reminder,With 230V 50Hz 1ph electric pump,White RAL 9003 finish,MODBUS RTU communication protocol,Password protected,With sequential programming menu for ease of use,Pressure setting in 0.1 bar increments,Pump pulse option,Flood protection includes pump runtime limiter and excessive start alarm,"Event logging for alarm activations, pump run counter, cumulative run timer and electrical interuption","Volt-free contacts for common alarm (N/C), high/low pressure alarms (N/O) and sensor and pump health (N/O)","Warranty to 30 months from date of supply or or 2 years from date of commission, whichever is soonest",,,,,,,,,,
44,P871095,Mikrofill 3 packaged unit with expansion vessel 50L,Mikrofill,1398.15,"This packaged kit includes the Mirkrofill 3 and a 50L expansion vessel. The Mikrofill 3 is the most advanced “direct type” pressurisation unit available, suitable for LPHW/CHW applications of any size. Unlike “pump type” pressurisation units the Mikrofill 3 is designed to be connected directly to a buildings incoming mains/boosted water supply and fill a heating or chilled water system without the use of a pump. The Mikrofill 3 is the most energy efficient unit of its kind consuming as little as 10 watts/hr on standby and 30 watts/hr fully operational.",Heating/Sealed Heating Systems/Pressurisation Units/Pressurisation Units.csv -> Mikrofill 3 packaged unit with expansion vessel 50L,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/fi/ll/871093_871103_MIKROFILL_wm.jpg,,,,,,Blue,,,2 years,N,112,15 mm compression,15 mm compression,LCD Matrix Display,3/4in BSP (via tundish),100050,Pressurisation Unit,N,Offers integral fluid risk category 4 backflow prevention,Requires no RPZ valve,For filling any LPHW/CHW system from empty,Connects directly to mains/boosted water supply,Wall mounted installation,Compact design of 270 mm high x 250 mm wide,Consumes just 10W per hour on standby,Consumes 30W per hour while fully operational,Offers 97% better efficiency compared to some pump-type units,Fill volume indicator for water treatment calculation,Large colour screen display for ease of operation,2 year warranty,,,,,,,,,,,,
45,P892102,Spirotech S400 MV04B50 refill vacuum degasser s400 1.0 - 4.0bar,Spirotech,3931.23,"This Spirotech S400 4 bar fully automatic refill vacuum degasser is designed for closed heating, cooling and process systems with pressures of between 1 and 4 bar. Operated with a user-friendly touch screen, the degasser has G3/4"" connections and is suitable for a 230V supply voltage.",Heating/Sealed Heating Systems/Pressurisation Units/Pressurisation Units.csv -> Spirotech S400 MV04B50 refill vacuum degasser s400 1.0 - 4.0bar,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/21/03/892102_892103_wm.jpg,,,,,,Yellow / Black,0-90,S400,2 years from delivery,N,334,,at least ¾/22mm diameter,Touch Screen,G3/4'',MV04B50,Sealed System Pressurisation Units,N,,,,,,,,,,,,,,,,,,,,,,,,
46,P871101,Mikrofill 3 packaged unit with expansion vessel 300L,Mikrofill,1844.7,"This packaged kit includes the Mirkrofill 3 and a 300L expansion vessel. The Mikrofill 3 is the most advanced “direct type” pressurisation unit available, suitable for LPHW/CHW applications of any size. Unlike “pump type” pressurisation units the Mikrofill 3 is designed to be connected directly to a buildings incoming mains/boosted water supply and fill a heating or chilled water system without the use of a pump. The Mikrofill 3 is the most energy efficient unit of its kind consuming as little as 10 watts/hr on standby and 30 watts/hr fully operational.",Heating/Sealed Heating Systems/Pressurisation Units/Pressurisation Units.csv -> Mikrofill 3 packaged unit with expansion vessel 300L,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/fi/ll/871093_871103_MIKROFILL_wm.jpg,,,,,,Blue,,,2 years,N,112,15 mm compression,15 mm compression,LCD Matrix Display,3/4in BSP (via tundish),100300,Pressurisation Unit,N,Offers integral fluid risk category 4 backflow prevention,Requires no RPZ valve,For filling any LPHW/CHW system from empty,Connects directly to mains/boosted water supply,Wall mounted installation,Compact design of 270 mm high x 250 mm wide,Consumes just 10W per hour on standby,Consumes 30W per hour while fully operational,Offers 97% better efficiency compared to some pump-type units,Fill volume indicator for water treatment calculation,Large colour screen display for ease of operation,2 year warranty,,,,,,,,,,,,
47,P105801,Grundfos PHT F125 standard pressurisation unit,Grundfos,2071.16,The floor-standing Grundfos PHT A F single pump pressurisation unit is a top-up unit with a 17.5L break tank. It is suitable for use in medium sized commercial systems.,Heating/Sealed Heating Systems/Pressurisation Units/Pressurisation Units.csv -> Grundfos PHT F125 standard pressurisation unit,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/58/01/NW-105801_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ti/on/Grundfos_PHT_Operating_Instruction.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/br/cr/Grundfos_Pressurisation_Range_Brcr.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
48,P106721,Grundfos PHT pressurisation unit PHT A N130,Grundfos,1826.37,"The narrow format, wall-mounted Grundfos PHT-A-N single pump pressurisation unit has a 2L break tank and offers suitability for large residential or small commercial applications. The guide maximum system volume is up to 2500L.",Heating/Sealed Heating Systems/Pressurisation Units/Pressurisation Units.csv -> Grundfos PHT pressurisation unit PHT A N130,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/67/21/NW-106721_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ti/on/Grundfos_PHT_Operating_Instruction.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/br/cr/Grundfos_Pressurisation_Range_Brcr.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
49,P892765,Flamco Vacumat Eco 900 degasser,Flamco,7663.14,"Accurate and highly effective, the Flamco Vacumat Eco is a pressure-temperature controlled degasser offering faster degassing and a fully continuous degassing capacity. This quicker action reduces the risk of system damage for reduced maintenance and downtime while also helping to extend the lifespan of your system.",Heating/Sealed Heating Systems/Pressurisation Units/Pressurisation Units.csv -> Flamco Vacumat Eco 900 degasser,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/27/65/892765_wm.jpg,,,,,,Grey,,Vacumat Eco 900,,N,670,1 in,1 in,,,17009,Degasser,N,Degasses up to 7x quicker than comparable products,Offers 8x better energy efficiency,Provides real-time insights into system performance,Automatic standby function for optimal energy saving,Control unit can be set to any level within a given range,Menu available in 19x languages,"Compact, robust design",Pressure and level-controlled top-up with wide range of available settings,,,,,,,,230,,8.7,4.09 A,Heating or Chilled insallations,,,,
50,P871097,Mikrofill 3 packaged unit with expansion vessel 100L,Mikrofill,1514.18,"This packaged kit includes the Mirkrofill 3 and a 100L expansion vessel. The Mikrofill 3 is the most advanced “direct type” pressurisation unit available, suitable for LPHW/CHW applications of any size. Unlike “pump type” pressurisation units the Mikrofill 3 is designed to be connected directly to a buildings incoming mains/boosted water supply and fill a heating or chilled water system without the use of a pump. The Mikrofill 3 is the most energy efficient unit of its kind consuming as little as 10 watts/hr on standby and 30 watts/hr fully operational.",Heating/Sealed Heating Systems/Pressurisation Units/Pressurisation Units.csv -> Mikrofill 3 packaged unit with expansion vessel 100L,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/fi/ll/871093_871103_MIKROFILL_wm.jpg,,,,,,Blue,,,2 years,N,112,15 mm compression,15 mm compression,LCD Matrix Display,3/4in BSP (via tundish),100100,Pressurisation Unit,N,Offers integral fluid risk category 4 backflow prevention,Requires no RPZ valve,For filling any LPHW/CHW system from empty,Connects directly to mains/boosted water supply,Wall mounted installation,Compact design of 270 mm high x 250 mm wide,Consumes just 10W per hour on standby,Consumes 30W per hour while fully operational,Offers 97% better efficiency compared to some pump-type units,Fill volume indicator for water treatment calculation,Large colour screen display for ease of operation,2 year warranty,,,,,,,,,,,,
