,pid,Title,Brand,Price,Description,category,mfpartnumber,whatisincluded,Image,Attachment 1,Attachment 2,Attachment 3,Attachment 4,Range,Hazardous,Supplier Product Code,Type,WEEE Compliant,Application,Feature 1,Feature 2,Pack Quantity,Feature 3,Feature 4,Feature 5,Feature 6,Feature 7,Feature 8,Pack Type,Feature 9,Feature 10,Feature 11,Feature 12,Feature 13,Feature 14,Feature 15
25,P292244,Salamander condensafe plus,Salamander,62.71,"An in-line unit, the Salamander condensate neutraliser contains a medium formulated to neutralise the acidic waste produced by condensing boilers.",Heating/Water Treatment Products/Scale Reducer/Scale Reducer.csv -> Salamander condensafe plus,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/22/44/NW-292244_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ti/on/Salamander_Condensafe+_Installation.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/hu/re/Salamander_Brochure.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/_h/&s/Salamander_Condensafe+_H&S.pdf,,,,,,,,,,,,,,,,,,,,,,,,
26,P608960,Fernox compression electrolytic scale reducer 22mm,Fernox,89.95,"Preventing the build up of scale in all areas of the home, this Fernox 22mm electrolytic scale reducer remains effective for up to 10 years, depending on water usage. Using electrolytic principles, this scale reducer alters the structure of hardness salts, inducing coagulation and helping to keep appliances including kettles, showers and boilers, running cleanly and efficiently. Ideal for use in hard water areas exceeding 200ppm, an electrolytic scale reducer can help to reduce the rate of limescale formation.",Heating/Water Treatment Products/Scale Reducer/Scale Reducer.csv -> Fernox compression electrolytic scale reducer 22mm,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/89/60/NW-608960_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ic/al/Fernox_62304_Scale_Reducer_Technical.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,
27,P608962,Fernox compression magnetic scale reducer 22mm,Fernox,62.07,"Easy to connect to 22mm pipework, the Fernox magnetic scale reducer range provides effective single appliance protection, keeping boilers free from the damaging effects of scale. Working for up to 10 years, dependent on water usage levels, this scale reducer requires no ongoing maintenance and is ideal for use in hard water areas which exceed 200ppm, helping systems to maintain good levels of energy efficiency.",Heating/Water Treatment Products/Scale Reducer/Scale Reducer.csv -> Fernox compression magnetic scale reducer 22mm,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/89/62/NW-608962_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ic/al/Fernox_62302_MagneticScale_Technical.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,
28,P292312,Lifescience WK3 electronic scale reducer 43-67mm,Lifescience,985.0,"Suitable for most commercial applications, this Lifescience 43 - 67mm electronic scale reducer is often chosen to treat mains cold water supplies to direct fired water heaters, paired with a Sentry on the secondary return. Like all larger Lifescience units, the WK3 has a handy LCD display and incorporates an output for building management systems (BMS), which can detect power failure.",Heating/Water Treatment Products/Scale Reducer/Scale Reducer.csv -> Lifescience WK3 electronic scale reducer 43-67mm,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/23/12/292312_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/hu/re/Lifescience_WaterKing_Brochure.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,
29,P609088,Adey MC Zero monopropylene glycol 25ltr (1),Adey,294.9,"Preventing freezing in all types of water, the Adey MC Zero antifreeze, supplied in a 25L can, is a monopropylene based antifreeze solution that also prevents metal corrosion and scale formation. This clever stuff offers your central heating system long-term protection against freezing and the effects of corrosion on the metals and alloys typically found in heating systems, including mild steel, copper and aluminium.",Heating/Water Treatment Products/Scale Reducer/Scale Reducer.csv -> Adey MC Zero monopropylene glycol 25ltr (1),,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/90/88/NW-609088_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/hu/re/Adey_Domestic_Product_Range_Brochure.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,
30,P298043,Scalemaster Masterflux masterflux soldering paste 250g (1),Scalemaster,11.07,This self-cleaning Scalemaster Masterflux soldering paste is suitable for all gas and water capillary joints.,Heating/Water Treatment Products/Scale Reducer/Scale Reducer.csv -> Scalemaster Masterflux masterflux soldering paste 250g (1),,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/80/43/NW-298043_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/hu/re/Scalemaster_2018_Brochure.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,
31,P815653,Flamco dosing pot 6.0ltr (16 bar),Flamco,311.89,"Manufactured in mild steel with a welded construction, this Flamco 1L 16 bar dosing pot comes ready-assembled for quick, simple installation. The unit is supplied complete with a tundish, vessel, air vent, inlet and outlet and drain valves.",Heating/Water Treatment Products/Scale Reducer/Scale Reducer.csv -> Flamco dosing pot 6.0ltr (16 bar),,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/56/53/815653_wm.jpg,,,,,,N,17702,Mild Steel Dosing Pot,N,Dosing Systems,Supplied fully assembled,Easy to use,,Helps to increase energy efficiency,Extends system life,Internally uncoated for chemical compatibility with standard installation,,,,Single,,,,,,,
32,P535515,Intatec Activeflo AF015 water conditioner 15mm,Intatec,214.01,"Designed to offer whole-house protection, the Intatec Activeflo 15mm water conditioner is easy to install with no need for power or maintenance once fitted. To use, just match the operating flow rate of the ActiveFlo to that of the incoming flow, installing onto the incoming mains supply prior to any draw off points wherever possible for optimised results.",Heating/Water Treatment Products/Scale Reducer/Scale Reducer.csv -> Intatec Activeflo AF015 water conditioner 15mm,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/55/16/NW-535515_535516_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/hu/re/Intatec_Waterconditioner_Brochure.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ic/al/Intatec_ActivFlo_Technical.pdf,,,,,,,,,,,,,,,,,,,,,,,,,
33,P292311,Lifescience WK2 electronic scale reducer 29-42mm,Lifescience,495.0,"Larger and more powerful than the brand's Sentry, this Lifescience 29 - 42mm electronic scale reducer incorporates two pairs of aerials which reinforce its signal to a single pipe of up to 42mm or splits it across two smaller pipes. This specific arrangement is particularly beneficial to certain heat exchangers.",Heating/Water Treatment Products/Scale Reducer/Scale Reducer.csv -> Lifescience WK2 electronic scale reducer 29-42mm,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/23/11/292311_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/hu/re/Lifescience_WaterKing_Brochure.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,
34,P892375,Spirotech MB3 filter MB3 22mm,Spirotech,180.82,"This Spirotech MB3 magnetic filter is part of an expansive range of SpiroCombi deaerators and dirt separators, designed to remove air and dirt in one go. Acting continuously, these units also remove microbubbles.",Heating/Water Treatment Products/Scale Reducer/Scale Reducer.csv -> Spirotech MB3 filter MB3 22mm,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/23/75/NW-892375_wm.jpg,,,,,MB3,N,UC022WJ,Magnetic filter,N,Suitable for Heating Systems,Combined separation system,Removes circulating air and microbubbles effectively,,"Removes very small particles, from 5 m",Includes magnet for efficient removal of magnetite,Dirt discharged while system is in operation,No shut-off valves or bypass required,Constant low pressure drop,,,,,,,,,
35,P609087,Adey MCZero monopropylene glycol 10ltr,Adey,121.51,"Preventing freezing in all water types, Adey MC Zero antifreeze is a concentrated monopropylene formulation that can also prevent metal corrosion and protect against the formation of damaging scale. Protecting domestic central heating systems in the long term, MC Zero is pH neutral and completely safe for use with those metals and alloys usually present in a heating system, including mild steel, copper and aluminium, as well as their various alloys.",Heating/Water Treatment Products/Scale Reducer/Scale Reducer.csv -> Adey MCZero monopropylene glycol 10ltr,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/90/87/NW-609087_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/_s/ds/Adey_MC_Zero_SDS.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/hu/re/Adey_Domestic_Product_Range_Brochure.pdf,,,,,,,,,,,,,,,,,,,,,,,,,
36,P535516,Intatec Activeflo AF022 water conditioner 22mm,Intatec,241.94,"Designed to offer whole-house protection, the Intatec Activeflo 22mm water conditioner is easy to install with no need for power or maintenance once fitted. To use, just match the operating flow rate of the ActiveFlo to that of the incoming flow, installing onto the incoming mains supply prior to any draw off points wherever possible for optimised results.",Heating/Water Treatment Products/Scale Reducer/Scale Reducer.csv -> Intatec Activeflo AF022 water conditioner 22mm,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/55/16/NW-535515_535516_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/hu/re/Intatec_Waterconditioner_Brochure.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ic/al/Intatec_ActivFlo_Technical.pdf,,,,,,,,,,,,,,,,,,,,,,,,,
37,P608329,Sentinel R600 air source heat pump thermal fluid 20ltr,Sentinel,353.81,"Sentinel R600 thermal fluid protects air source heat pump systems from the damage caused by frost, corrosion and limescale. Provided minimum levels are maintained, it gives permanent protection with no need to replace.",Heating/Water Treatment Products/Scale Reducer/Scale Reducer.csv -> Sentinel R600 air source heat pump thermal fluid 20ltr,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/83/29/NW-608329_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/_s/ds/Sentinel_R600_SDS.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ic/al/Sentinel_R600_Technical.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/he/et/Sentinel_R600_Safetydatasheet.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/_h/&s/Sentinel_R600_H&S.pdf,,,,,,,,,,,,,,,,,,,,,,,
38,P606170,Fernox Fry electrolytic scale reducer pack,Fernox,39.0,"Helping to protect appliances by preventing the build-up of scale, the Fernox Fry electrolytic scale reducer pack uses electrolytic principles for reliable, maintenance-free operation for up to ten years. This smart tool alters the structure of hardness salts and induces coagulation so scale can't build up and damage boilers, kettles, showers and irons. Using a scale reducer of this type can help meet Part L of the Building Regulations (England and Wales) in hard water areas exceeding 200ppm where provision needs to be made to treat feed water to water heaters and the hot water circuits of combination boilers to help improve energy efficiency.",Heating/Water Treatment Products/Scale Reducer/Scale Reducer.csv -> Fernox Fry electrolytic scale reducer pack,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/61/70/NW-606170_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ic/al/Fernox_58263_Scale_Reducer_Technical.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/og/ue/Fernox_Product_Catalogue.pdf,,,,,,,,,,,,,,,,,,,,,,,,,
