,pid,Title,Brand,Price,Description,category,mfpartnumber,whatisincluded,Image,Attachment 1,Attachment 2,Attachment 3,Attachment 4,Colour,Pack Quantity,Position,Shower Tray Shape,Style,Warranty,Hazardous,Depth (mm),Floor Mounted,Anti Slip Surface,Material,Riser included,Supplier Product Code,Type,WEEE Compliant,Feature 1,Feature 2,Feature 3,Feature 4,Feature 5,Feature 6,Feature 7,Feature 8,Range,Weight,Waste Supplied,Feature 9,Feature 10,Attachment 5
67,PD17160,Just Trays Fusion anti slip shower tray 1100 x 900mm White,Just Trays,409.58,"Double-skinned for additional strength, this Just Trays Fusion 900 x 45 x 1100mm flat top rectangular shower tray is made of a robust ABS-capped acrylic stone resin. Ultra-slimline, this sleek tray is suitable for fitting flat to the floor or raised up on legs using the JT Fusion riser kit.",Showering/Shower Trays and Bases/Rectangular Shower Trays/Rectangular Shower Trays.csv -> Just Trays Fusion anti slip shower tray 1100 x 900mm White,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/71/60/NW-D17160_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ic/al/Just_Trays_Fusion_Technical.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ti/on/Just_Trays_Fusion_Installation.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/hu/re/Just_Trays_Collection_Brochure.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
68,PD73695,Just Trays Rectangular low profile shower tray and concealed waste 1400 x 700 x 40mm White,Just Trays,451.27,"Double skinned for ultra-strong use and manufactured in ABS capped stone resin, this Just Trays Fusion 1400 x 700mm shower tray pack includes a waste and trap for convenient all-in-one installation. Popular with installers, this low-level shower tray is easy to fit, whether on legs using the JT riser kit or flat-to-the floor for a sleek wetroom style look. With an understated elegant design and lighter than traditional stone resin trays. the Fusion includes a discreet 90mm rapid waste outlet for powerful drainage.",Showering/Shower Trays and Bases/Rectangular Shower Trays/Rectangular Shower Trays.csv -> Just Trays Rectangular low profile shower tray and concealed waste 1400 x 700 x 40mm White,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/36/95/NW-D73695_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ti/on/JustTrays_Fusion_Installation.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ic/al/JustTrays_Fusion_Technical.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/20/18/JustTrays_Brochure_2018.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
69,PE28297,Just Trays Fusion shower tray 1400 x 800mm White,Just Trays,573.39,"Double-skinned for additional strength, this Just Trays Fusion 800 x 45 x 1400mm flat top rectangular shower tray is made of a robust ABS-capped acrylic stone resin. Ultra-slimline, this sleek tray is suitable for fitting flat to the floor or raised up on legs using the JT Fusion riser kit.",Showering/Shower Trays and Bases/Rectangular Shower Trays/Rectangular Shower Trays.csv -> Just Trays Fusion shower tray 1400 x 800mm White,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/82/97/NW-E28297_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ic/al/Just_Trays_Fusion_Technical.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ti/on/Just_Trays_Fusion_Installation.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/hu/re/Just_Trays_Collection_Brochure.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
70,PT03901,Marleton Cross low profile rectangle tray 1200 x 800 White (1),Marleton Cross,140.88,"Providing installers with all the beneifts of a solid cast stone tray at a much lighter weight, the Marleton Cross Elements 1200 x 800mm rectangular shower tray is made of a robust ABS stone. Not only does this shower tray offer a low lift weight, its contoured underside contributes to its easy installation too, providing simplified leg fitting.",Showering/Shower Trays and Bases/Rectangular Shower Trays/Rectangular Shower Trays.csv -> Marleton Cross low profile rectangle tray 1200 x 800 White (1),,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/39/01/T03901_wm.jpg,,,,,White,1,Centre,Rectangular,Low Profile,25 Years,N,800,Yes,No,ABS Stone,No,SRO,Low Profile Shower Tray,N,ABS stone construction,40% lighter than high wall stone resin,White finish,Suitable for most enclosure types,Suitable for 90mm high-flow waste,Complies with BS EN 14528,Manufactured in WRAS approved phthalate free materials,,,,,,,
71,PE13332,Nabis Rectangular low level shower tray and waste 1200 x 900mm,Nabis,189.0,"Nabis Low Level shower tray with waste. Bathroom is special, it is where go to rejuvenate and soak away the stresses of the outside world. That is why new bathroom should be made into the perfect space for relaxing and unwinding. The Nabis bathroom collection offers a complete collection of bathroom products allowing to design that perfect space. Nabis offers a complete range of bathroom products to enable to design complete bathroom to the style and specification.",Showering/Shower Trays and Bases/Rectangular Shower Trays/Rectangular Shower Trays.csv -> Nabis Rectangular low level shower tray and waste 1200 x 900mm,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/33/33/NW-E13325_E13333_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ic/al/Nabis_E13229_E13232_Technical.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ti/on/Nabis_Shower_Tray_Installation.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
72,PD56781,Mira Flight flat top shower tray and waste 900 x 760mm,Mira,145.9,"Made of highly durable yet lightweight acrylic capped resin stone, the Mira Flight 900 x 760mm flat top shower tray is built to last, resisting scratches and chips to look good for longer. Supplied with a flat to the tray waste for a sleek finish, the Flight lends your bathroom an attractive, modern look while inbuilt BioCote technology provides clean resistance to bacteria and mould.",Showering/Shower Trays and Bases/Rectangular Shower Trays/Rectangular Shower Trays.csv -> Mira Flight flat top shower tray and waste 900 x 760mm,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/67/81/NW-D56781_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/st/al/Mira_1192074_W2_B_Flight_Tray_Instal.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/wi/ng/Mira_Flight_Rectangle_Drawing.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/20/18/Mira_UKConsumerShowers_Brochure_2018.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
73,PD33511,Just Trays Fusion shower tray 1200 x 800mm White,Just Trays,335.99,"Double-skinned for additional strength, this Just Trays Fusion 800 x 45 x 1200mm flat top rectangular shower tray is made of a robust ABS-capped acrylic stone resin. Ultra-slimline, this sleek tray is suitable for fitting flat to the floor or raised up on legs using the JT Fusion riser kit.",Showering/Shower Trays and Bases/Rectangular Shower Trays/Rectangular Shower Trays.csv -> Just Trays Fusion shower tray 1200 x 800mm White,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/35/18/NW-D33506_D33518_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ic/al/Just_Trays_Fusion_Technical.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ti/on/Just_Trays_Fusion_Installation.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/hu/re/Just_Trays_Collection_Brochure.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
74,PD16543,Just Trays Fusion shower tray with 4 upstands 900 x 800mm White,Just Trays,390.29,"Double-skinned for additional strength, this Just Trays Fusion 800 x 900mm upstand rectangular shower tray with four upstands is made of a robust ABS-capped acrylic stone resin. Ultra-slimline at 45mm depth and lighter in weight than other stone resin models, this sleek tray is suitable for fitting flat to the floor or raised up on legs using the JT Fusion riser kit. It is supplied with a 90mm rapid waste capable of draining 48L away every minute.",Showering/Shower Trays and Bases/Rectangular Shower Trays/Rectangular Shower Trays.csv -> Just Trays Fusion shower tray with 4 upstands 900 x 800mm White,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/65/43/NW-D16541_D16543_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ic/al/Just_Trays_Fusion_Technical.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ti/on/Just_Trays_Fusion_Installation.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/hu/re/Just_Trays_Collection_Brochure.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
75,PD73752,Just Trays Fusion rectangular shower tray with anti slip and waste 1000 x 800mm 40mm White,Just Trays,342.81,"Double skinned for ultra-strong use and manufactured in ABS capped stone resin, this Just Trays Fusion 1000 x 800mm shower tray pack includes a waste and trap for convenient all-in-one installation. Popular with installers, this low-level shower tray is easy to fit, whether on legs using the JT riser kit or flat-to-the floor for a sleek wetroom style look. With an understated elegant design and lighter than traditional stone resin trays. the Fusion includes a discreet 90mm rapid waste outlet for powerful drainage.",Showering/Shower Trays and Bases/Rectangular Shower Trays/Rectangular Shower Trays.csv -> Just Trays Fusion rectangular shower tray with anti slip and waste 1000 x 800mm 40mm White,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/37/53/NW-D73752_D73753_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ic/al/JustTrays_Fusion_Technical.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ti/on/JustTrays_Fusion_Installation.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/20/18/JustTrays_Brochure_2018.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
76,PD33537,Just Trays Fusion shower tray 1100 x 900mm White,Just Trays,343.13,"Double-skinned for additional strength, this Just Trays Fusion 900 x 45 x 1100mm flat top rectangular shower tray is made of a robust ABS-capped acrylic stone resin. Ultra-slimline, this sleek tray is suitable for fitting flat to the floor or raised up on legs using the JT Fusion riser kit.",Showering/Shower Trays and Bases/Rectangular Shower Trays/Rectangular Shower Trays.csv -> Just Trays Fusion shower tray 1100 x 900mm White,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/35/38/NW-D33536_D33538_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ic/al/Just_Trays_Fusion_Technical.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ti/on/Just_Trays_Fusion_Installation.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/hu/re/Just_Trays_Collection_Brochure.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
77,PD73780,Just Trays Fusion rectangular shower tray with anti slip and waste 900 x 800mm 40mm White,Just Trays,333.84,"Double skinned for ultra-strong use and manufactured in ABS capped stone resin, this Just Trays Fusion 900 x 800mm shower tray pack includes a waste and trap for convenient all-in-one installation. Popular with installers, this low-level shower tray is easy to fit, whether on legs using the JT riser kit or flat-to-the floor for a sleek wetroom style look. With an understated elegant design and lighter than traditional stone resin trays. the Fusion includes a discreet 90mm rapid waste outlet for powerful drainage.",Showering/Shower Trays and Bases/Rectangular Shower Trays/Rectangular Shower Trays.csv -> Just Trays Fusion rectangular shower tray with anti slip and waste 900 x 800mm 40mm White,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/37/80/NW-D73780_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ic/al/JustTrays_Fusion_Technical.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ti/on/JustTrays_Fusion_Installation.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/20/18/JustTrays_Brochure_2018.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
78,PC90393,AKW Medium tuff former 1500 x 1200mm,AKW,345.54,"A must when installing a new wet room, the AKW Tuff Form 1500 x 1200mm medium wet floor former is suitable for use in most commonly found floor depths. This trimmable former creates a sturdy shower base in a cubicle-free wet room, providing a practical spot for a shower waste and ensuring reliable strength, even under heavier loads of up to 60 stone.",Showering/Shower Trays and Bases/Rectangular Shower Trays/Rectangular Shower Trays.csv -> AKW Medium tuff former 1500 x 1200mm,,Tuff Form Former,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/03/93/C90393_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ti/on/AKW_Tuff_Former_Installation.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ic/al/AKW_Tuff_Former_Technical.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
79,PT04134,Marleton Cross abs stone 1600 x 800 (1),Marleton Cross,257.18,"The Marleton Cross Elements 1700 x 700mm anti-slip shower tray supports safe showering while also providing a shower room or bathroom with a smart, modern look through its low-profile flat top design. The MX Elements' lightweight build makes for easy installation while a white finish suits all interior designs and ensures ease of cleaning.",Showering/Shower Trays and Bases/Rectangular Shower Trays/Rectangular Shower Trays.csv -> Marleton Cross abs stone 1600 x 800 (1),,Shower Tray,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/41/34/T04134_wm.jpg,,,,,White,1,Centre,Rectangle,Elements Flat Top,25 Years,N,800,No,Yes,ABS,Yes,ASSTF,Flat Top Shower Tray,N,Anti-slip surface for safety,ABS construction,Low profile contemporary design,Easy to install,Durable build,Easy-clean finish,25 year warranty,,,,,,,
80,PD02254,Just Trays Rectangular Shower Trays shower tray and waste 1700 x760mm White,Just Trays,462.08,"Double skinned for ultra-strong use and manufactured in ABS capped stone resin, this Just Trays Fusion 1700 x 760mm flat top shower tray pack includes a waste and trap for convenient all-in-one installation. Popular with installers, this low-level shower tray is easy to fit, whether on legs using the JT riser kit or flat-to-the floor for a sleek wetroom style look. With an understated elegant design and lighter than traditional stone resin trays. the Fusion includes a discreet 90mm rapid waste outlet for powerful drainage.",Showering/Shower Trays and Bases/Rectangular Shower Trays/Rectangular Shower Trays.csv -> Just Trays Rectangular Shower Trays shower tray and waste 1700 x760mm White,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/22/55/NW-D02244_D02255_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ti/on/JustTrays_Fusion_Installation.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ic/al/JustTrays_Fusion_Technical.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/20/18/JustTrays_Brochure_2018.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
81,PD02252,Just Trays Rectangular Shower Trays shower tray and waste 1500 x 800mm White,Just Trays,401.11,"Double skinned for ultra-strong use and manufactured in ABS capped stone resin, this Just Trays Fusion 1500 x 800mm flat top shower tray pack includes a waste and trap for convenient all-in-one installation. Popular with installers, this low-level shower tray is easy to fit, whether on legs using the JT riser kit or flat-to-the floor for a sleek wetroom style look. With an understated elegant design and lighter than traditional stone resin trays. the Fusion includes a discreet 90mm rapid waste outlet for powerful drainage.",Showering/Shower Trays and Bases/Rectangular Shower Trays/Rectangular Shower Trays.csv -> Just Trays Rectangular Shower Trays shower tray and waste 1500 x 800mm White,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/22/55/NW-D02244_D02255_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ic/al/JustTrays_Fusion_Technical.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ti/on/JustTrays_Fusion_Installation.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/20/18/JustTrays_Brochure_2018.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
82,PD08268,Mira Flight Safe low level shower tray no upstands 1600 x 700mm,Mira,335.14,"Made of highly durable yet lightweight acrylic capped resin stone, the low profile Mira Flight Safe 1600 x 700mm shower tray is built to last, resisting scratches and chips to look good for longer. Supplied with a vortex waste for reliable, fast drainage, the Flight Safe includes inbuilt BioCote technology providing clean resistance to bacteria and mould.",Showering/Shower Trays and Bases/Rectangular Shower Trays/Rectangular Shower Trays.csv -> Mira Flight Safe low level shower tray no upstands 1600 x 700mm,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/82/68/NW-D08262_D08268_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ti/on/Mira_FlightLLShowerTray_Installation.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/_d/wg/Mira_Flight_Safe_Rectangle_DWG.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/20/18/Mira_UKConsumerShowers_Brochure_2018.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
83,PD09594,Ideal Standard Simplicity shower tray with 4 upstands and waste 1200 x 900mm,Ideal Standard,387.98,"Manufactured from a lightweight acrylic capped ABS stone resin, the Ideal Standard Simplicity LH 1200 x 900mm rectangular four upstand shower tray is easy to install and ensures a slimline finish ideal for modern minimalist bathrooms.",Showering/Shower Trays and Bases/Rectangular Shower Trays/Rectangular Shower Trays.csv -> Ideal Standard Simplicity shower tray with 4 upstands and waste 1200 x 900mm,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/95/95/NW-D09592_D09595_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ic/al/IS_Simplicity_L5120_Technical.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
84,PE13325,Nabis Rectangular low level shower tray and waste 900 x 760mm,Nabis,123.48,"Nabis Low Level shower tray with waste. Bathroom is special, it is where go to rejuvenate and soak away the stresses of the outside world. That is why new bathroom should be made into the perfect space for relaxing and unwinding. The Nabis bathroom collection offers a complete collection of bathroom products allowing to design that perfect space. Nabis offers a complete range of bathroom products to enable to design complete bathroom to the style and specification.",Showering/Shower Trays and Bases/Rectangular Shower Trays/Rectangular Shower Trays.csv -> Nabis Rectangular low level shower tray and waste 900 x 760mm,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/33/33/NW-E13325_E13333_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ic/al/Nabis_E13226_E13228_Technical.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ti/on/Nabis_Shower_Tray_Installation.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
85,PD08262,Mira Flight Safe low level shower tray no upstands 1600 x 760mm,Mira,402.84,"Made of highly durable yet lightweight acrylic capped resin stone, the low profile Mira Flight Safe 1600 x 760mm shower tray is built to last, resisting scratches and chips to look good for longer. Supplied with a vortex waste for reliable, fast drainage, the Flight Safe includes inbuilt BioCote technology providing clean resistance to bacteria and mould.",Showering/Shower Trays and Bases/Rectangular Shower Trays/Rectangular Shower Trays.csv -> Mira Flight Safe low level shower tray no upstands 1600 x 760mm,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/82/68/NW-D08262_D08268_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ti/on/Mira_FlightLLShowerTray_Installation.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/_d/wg/Mira_Flight_Safe_Rectangle_DWG.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/20/18/Mira_UKConsumerShowers_Brochure_2018.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
86,PT03903,Marleton Cross low profile rectangle tray 1200 x 900 mm White (1),Marleton Cross,144.67,The Marleton Cross Elements SRY 1200 x 900mm low profile shower tray has a sleek flat top design ideal for modern shower rooms or bathrooms. This elegantly simple lightweight tray is highly durable and has a contoured underside for ease of leg placement during the fitting process.,Showering/Shower Trays and Bases/Rectangular Shower Trays/Rectangular Shower Trays.csv -> Marleton Cross low profile rectangle tray 1200 x 900 mm White (1),,Shower Tray,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/39/03/T03903_wm.jpg,,,,,White,1,Centre,Rectangle,Elements Flat Top,25 Years,N,900,No,No,ABS,Yes,SRY,Flat Top Shower Tray,N,ABS construction,White colour,40% lighter than traditional stone resin trays,Low profile design,Phthalate-free,For use with 90mm high-flow waste system,WRAS approved,25 year warranty,,,,,,
87,PE13235,Nabis rectangular low level shower tray 1700mm x 700mm,Nabis,410.37,"Made of robust stone resin with an ABS acrylic capped finish, this 1700 x 700mm Nabis rectangular shower tray has a low level design well-suited to understated modern bathrooms. Supplied with fitting instructions, this tray can be installed with its waste on either left or right to suit your bathroom design and plumbing.",Showering/Shower Trays and Bases/Rectangular Shower Trays/Rectangular Shower Trays.csv -> Nabis rectangular low level shower tray 1700mm x 700mm,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/32/36/NW-E13235_E13236_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ic/al/Nabis_E13235-E13236_Technical.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ti/on/Nabis_Shower_Tray_Installation.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
88,PE13226,Nabis Rectangular low level shower tray 1000mm x 760mm,Nabis,187.06,"Nabis Low Level shower tray is with ABS capped acrylic finish. Bathroom is special, it is where go to rejuvenate and soak away the stresses of the outside world. That is why new bathroom should be made into the perfect space for relaxing and unwinding. The Nabis bathroom collection offers a complete collection of bathroom products allowing to design that perfect space. Nabis offers a complete range of bathroom products to enable to design complete bathroom to the style and specification.",Showering/Shower Trays and Bases/Rectangular Shower Trays/Rectangular Shower Trays.csv -> Nabis Rectangular low level shower tray 1000mm x 760mm,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/32/33/NW-E13225_E13233_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ti/on/Nabis_Shower_Tray_Installation.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ic/al/Nabis_E13225-E13228_Technical.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
