,pid,Title,Brand,Price,Description,category,mfpartnumber,whatisincluded,Image,Attachment 1,Attachment 2,Attachment 3,Attachment 4,Range,Evaporator Fans,Hazardous,Power Supply,Supplier Product Code,Type,WEEE Compliant,Connection Size,Pressure,Feature 1,Weight,Defrost,Feature 2,Feature 3,Feature 4,Feature 5,Feature 6,Feature 7,Feature 8,Feature 9,Feature 10,Feature 11,Feature 12,Pack Quantity,Material Type,Warranty,Material,Amps,Connection Type,Voltage Rating,Display Type,Sensor,Application,Operating Temperature Range (C),Feature 13,Feature 14,Electric Supply,Cable Length (m),IP Rating,Maximum Working Pressure (Bar g),Feature 15
50,P675085,Danfoss T2 flared internal equalization (Range-N),Danfoss,43.66,"Used to regulate the injection of R134a or R513A refrigerant into an evaporator, the Danfoss T2 3/8 x 1/2"" thermostatic expansion valve is particularly well suited to liquid injection in dry evaporators where the superheat at the evaporator's outlet is proportional to evaporator load.",Refrigeration/Controls/Controls.csv -> Danfoss T2 flared internal equalization (Range-N),,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/50/86/NW-675085_675086_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ic/al/Danfoss_11_Technical.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ti/on/Danfoss_T2_TE2_Installation.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/hu/re/Danfoss_T2_TE2_Brochure.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ti/on/Danfoss_T2_TE2_Declaration.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
51,P675106,Danfoss T2/TE2 flared orifice (00),Danfoss,16.2,"Compatible with a variety of refrigerants, this Danfoss T2/TE2 size 00 orifice is intended for use with thermostatic expansion valves. It has a flare connection type.",Refrigeration/Controls/Controls.csv -> Danfoss T2/TE2 flared orifice (00),,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/51/12/NW-675106_675112_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ic/al/Danfoss_11_Technical.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/og/ue/Danfoss_T2_TE2_Catalogue.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
52,P672331,"Henry Technologies 5231 pressure relief valve 24.8bar 1/2x5/8"" (ce ped)",Henry Technologies,69.3,"Protecting refrigeration systems against over-pressure, this Henry Technologies 5231 pressure relief valve (PRV) has 1/2"" NPTF x 5/8"" SAE flare connections. This PRV discharges vapour only and therefore should not be used to vent liquid refrigerant. Back-pressure dependent, the valves are used to discharge to atmosphere.","Refrigeration/Controls/Controls.csv -> Henry Technologies 5231 pressure relief valve 24.8bar 1/2x5/8"" (ce ped)",,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/23/32/NW-672329_672332_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/og/ue/Henry_Technologies_Product_Catalogue.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
53,P623363,Danfoss T2 range-N flare/solder thermostatic expansion valve (refrigerant R448A/R449A),Danfoss,43.66,"Used to regulate the injection of R448A or R449A refrigerant into an evaporator, the Danfoss T2 3/8 x 1/2"" thermostatic expansion valve is particularly well suited to liquid injection in dry evaporators where the superheat at the evaporator's outlet is proportional to evaporator load.",Refrigeration/Controls/Controls.csv -> Danfoss T2 range-N flare/solder thermostatic expansion valve (refrigerant R448A/R449A),,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/33/64/NW-623363_623364_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ti/on/Danfoss_T2_TE2_Installation.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/hu/re/Danfoss_T2_TE2_Brochure.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ti/on/Danfoss_T2_TE2_Declaration.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
54,P674126,Eliwell Angle Mounting Bracket,Eliwell,1.53,This Eliwell O Controls angle mounting bracket is made of steel.,Refrigeration/Controls/Controls.csv -> Eliwell Angle Mounting Bracket,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/41/26/NW-674126_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/og/ue/Eliwell_Product_Catalogue.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
55,P673951,Eliwell SN7 PTC sensor with cable 1.5mtr -20/+80c,Eliwell,4.88,"Detecting temperatures in a chosen application, the Eliwell SN7 PTC sensor should be selected based on precise criteria, bearing in mind the characteristics of the probe itself. Accurate selection minimises the risk of errors and potential breakdown.",Refrigeration/Controls/Controls.csv -> Eliwell SN7 PTC sensor with cable 1.5mtr -20/+80c,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/39/51/NW-673951_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/hu/re/Eliwell_SN7_SN8_Brochure.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
56,P692397,Eliwell EWRC 500 RCS3UDTX2E700 electronic cold room control 2HP NT RTC HACCP coldface,Eliwell,129.78,"EWRC 500 NT Electronic Cold Room Control NTC, PTC, RTC, HACCP, 230Vac 4DIN.",Refrigeration/Controls/Controls.csv -> Eliwell EWRC 500 RCS3UDTX2E700 electronic cold room control 2HP NT RTC HACCP coldface,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/23/97/692397_wm.jpg,,,,,EWRC 500,,N,,RCS3UDTX2E700,Electronic Cold Room Control,N,,,Easy access to parameter settings,,,"Either 3 or 5 output relays, configurable","3 sensor inputs, NTC or PTC configurable","2 digital inputs, configurable","Embedded Real Time Clock to enable scheduling for defrost, loads activation, economy mode or standby","Up to 6 different parameter sets, selectable by of a single parameter change covering various applications",HACCP management with storage up to 20 temperature alarms and 20 power failure alarms,"Deep cooling cycle, pressure switch management, pump-down",Large internal space to host wiring and accessories,Quick programming through Copy Card or Unicard,Quick and smart programming with PC using the Device Manager software tool,Compatible with Eliwell Televis supervision systems and standard Modbus monitoring systems,,,,,,,,,,,,,,,,,,
57,P672408,Henry Technologies A5065 adaptor 1.1/4IN F R/L - 3/4IN NPTF,Henry Technologies,63.77,"This Henry Technologies 1 1/4"" F R/L x 3/4"" NPTF adapter is for use with a liquid level switch.",Refrigeration/Controls/Controls.csv -> Henry Technologies A5065 adaptor 1.1/4IN F R/L - 3/4IN NPTF,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/24/08/672408_wm.jpg,,,,,,,N,,A5065,Adaptor,N,1-1/4'' x 3/4'',,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
58,P675132,Danfoss TE2 thermostatic expansion valve,Danfoss,67.72,"Used to regulate the injection of R407C refrigerant into an evaporator, the Danfoss TE2 3/8 x 1/2"" thermostatic expansion valve is particularly well suited to liquid injection in dry evaporators where the superheat at the evaporator's outlet is proportional to evaporator load.",Refrigeration/Controls/Controls.csv -> Danfoss TE2 thermostatic expansion valve,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/51/32/NW-675131_675132_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ic/al/Danfoss_11_Technical.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ti/on/Danfoss_T2_TE2_Installation.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/hu/re/Danfoss_T2_TE2_Brochure.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ti/on/Danfoss_T2_TE2_Declaration.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
59,P672330,"Henry Technologies 5231 pressure relief valve 24.1bar 1/2x5/8"" (ce ped)",Henry Technologies,69.3,"Protecting refrigeration systems against over-pressure, this Henry Technologies 5231 pressure relief valve (PRV) has 1/2"" NPTF x 5/8"" SAE flare connections. This PRV discharges vapour only and therefore should not be used to vent liquid refrigerant. Back-pressure dependent, the valves are used to discharge to atmosphere.","Refrigeration/Controls/Controls.csv -> Henry Technologies 5231 pressure relief valve 24.1bar 1/2x5/8"" (ce ped)",,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/23/32/NW-672329_672332_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/og/ue/Henry_Technologies_Product_Catalogue.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
60,P675120,Danfoss T2/TE2 solder orifice (04),Danfoss,16.2,"Compatible with a variety of refrigerants, this Danfoss T2/TE2 size 04 orifice is intended for use with thermostatic expansion valves. It has a solder connection type.",Refrigeration/Controls/Controls.csv -> Danfoss T2/TE2 solder orifice (04),,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/51/22/NW-675115_675122_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ic/al/Danfoss_11_Technical.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/og/ue/Danfoss_T2_TE2_Catalogue.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
61,P670063,Danfoss XGE-4C fan speed controller,Danfoss,123.67,Speed controller.,Refrigeration/Controls/Controls.csv -> Danfoss XGE-4C fan speed controller,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/00/65/670065_wm.jpg,,,,,,,N,,061H3140,Speed Fan Controller,N,,,Controls fan motors from 0.2 to 3.0 amps,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
62,P675622,"Ranco O16 O16-R6703 flared single pressure control, low pressure -0.3 - 7.0bar",Ranco,27.63,"Certified for use as a specific safety device, this Ranco O16-R6703 adjustable low pressure switch with 1/4"" flare connection is part of an SPDT series with high capacity contacts. Switches in this range are supplied in various pressure ranges and with fittings including a solder braze tube, mechanical fitting or with capillary and switch action. Suitable for use in commercial applications, O16 switches control refrigeration cabinets and chillers or can be used as safety cut-outs.","Refrigeration/Controls/Controls.csv -> Ranco O16 O16-R6703 flared single pressure control, low pressure -0.3 - 7.0bar",,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/56/22/NW-675622_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/hu/re/Ranco_O16_O17_Brochure.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ti/on/Ranco_O16_O17_Installation.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ti/on/Ranco_O16_O17_Declaration.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ic/al/Ranco_O-Series_HD_Technical.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
63,P675635,Ranco O17 O17-R4705 flared dual pressure control,Ranco,48.44,"Certified for use as a specific safety device, this Ranco O17-R4705 adjustable dual pressure switch with 1/4"" flare connection is part of an SPDT series with high capacity contacts. Switches in this range are supplied in various pressure ranges and with fittings including a solder braze tube, mechanical fitting or with capillary and switch action. Suitable for use in commercial applications, O16 switches control refrigeration cabinets and chillers or can be used as safety cut-outs.",Refrigeration/Controls/Controls.csv -> Ranco O17 O17-R4705 flared dual pressure control,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/56/35/NW-675635_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/hu/re/Ranco_O16_O17_Brochure.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ti/on/Ranco_O16_O17_Installation.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ti/on/Ranco_O16_O17_Declaration.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ic/al/Ranco_O-Series_HD_Technical.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
64,P675625,"Ranco O16 O16-R6750 flared single pressure control, high pressure 6 - 32bar",Ranco,28.8,"Certified for use as a specific safety device, this Ranco O16-R6750 adjustable high pressure switch with 1/4"" flare connection is part of an SPDT series with high capacity contacts. Switches in this range are supplied in various pressure ranges and with fittings including a solder braze tube, mechanical fitting or with capillary and switch action. Suitable for use in commercial applications, O16 switches control refrigeration cabinets and chillers or can be used as safety cut-outs.","Refrigeration/Controls/Controls.csv -> Ranco O16 O16-R6750 flared single pressure control, high pressure 6 - 32bar",,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/56/26/NW-675625_675626_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/hu/re/Ranco_O16_O17_Brochure.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ti/on/Ranco_O16_O17_Installation.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ti/on/Ranco_O16_O17_Declaration.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ic/al/Ranco_O-Series_HD_Technical.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
65,P675087,Danfoss TS 2 flared internal equalization (Range-N),Danfoss,43.66,"Used to regulate the injection of R404A or R507A refrigerant into an evaporator, the Danfoss T2 3/8 x 1/2"" thermostatic expansion valve is particularly well suited to liquid injection in dry evaporators where the superheat at the evaporator's outlet is proportional to evaporator load.",Refrigeration/Controls/Controls.csv -> Danfoss TS 2 flared internal equalization (Range-N),,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/50/87/NW-675087_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ic/al/Danfoss_11_Technical.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ti/on/Danfoss_T2_TE2_Installation.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/hu/re/Danfoss_T2_TE2_Brochure.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ti/on/Danfoss_T2_TE2_Declaration.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
66,P623362,Danfoss TE2 range-N flare/flare thermostatic expansion valve (refrigerant R448A/R449A),Danfoss,69.75,"Used to regulate the injection of R448A and R449A refrigerant into an evaporator, the Danfoss TE2 3/8 x 1/2"" thermostatic expansion valve is particularly well suited to liquid injection in dry evaporators where the superheat at the evaporator's outlet is proportional to evaporator load.",Refrigeration/Controls/Controls.csv -> Danfoss TE2 range-N flare/flare thermostatic expansion valve (refrigerant R448A/R449A),,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/33/62/NW-623361_623362_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ti/on/Danfoss_T2_TE2_Installation.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/hu/re/Danfoss_T2_TE2_Brochure.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ti/on/Danfoss_T2_TE2_Declaration.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
67,P692545,Europa Pressure Coupler 1m,Europa,6.62,A Europa 1M pressure coupler.,Refrigeration/Controls/Controls.csv -> Europa Pressure Coupler 1m,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/25/45/NW-692545_wm.jpg,,,,,,,N,,PC-1000,Pressure Coupler,N,,,1meter length,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
68,P671191,"Javac 9884167 female x MPT schraeder check valve 1/4 x 1/8""",Javac,11.57,"Since it’s inception in 1964, the company has lead the way in HVAC tool technology and is one of the worlds leading manufacturing specialists in vacuum and refrigeration products, designing and building their own brand of recovery and vacuum products for the refrigeration industry.","Refrigeration/Controls/Controls.csv -> Javac 9884167 female x MPT schraeder check valve 1/4 x 1/8""",,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/11/91/671191_wm.jpg,,,,,,,N,,9884167,Check Valve,N,1/8 in x 1/4 in,,Quality assured to ISO 9001-2008 standards,,,,,,,,,,,,,,Pack of 5,,,,,,,,,,,,,,,,,
69,P674968,Danfoss KP2 low pressure auto reset switch,Danfoss,54.3,"Designed for use in refrigeration and air conditioning systems, the Danfoss KP2 low pressure switch with 1/4"" flare connection provides protection from low suction pressure or high discharge pressure. It can also be used to start and stop refrigeration compressors and fans on air-cooled condensers. Connecting directly to a single-phase AC motor up to 2kW, the KP1 can alternatively be installed in the control circuit of DC or large AC motors. This device is fitted with a SPDT switch, its position determined by the pressure switch setting and pressure at the connector.",Refrigeration/Controls/Controls.csv -> Danfoss KP2 low pressure auto reset switch,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/49/68/NW-674968_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ic/al/Danfoss_9_Technical.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ta/ll/Danfoss_KP_PressureSwitch_Install.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/hu/re/Danfoss_KP_PressureSwitch_Brochure.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ti/on/Danfoss_CoolingSegment_Declaration.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
70,P693643,"Danfoss EVR3 normally closed flared solenoid valve 3/8""",Danfoss,43.42,"A direct or servo operated solenoid valve, the Danfoss EVR3 is designed for use in liquid, suction and hot gas lines. It offers compatibility with most refrigerants, including flammable options. This solenoid valve has 3/8"" flare connections.","Refrigeration/Controls/Controls.csv -> Danfoss EVR3 normally closed flared solenoid valve 3/8""",,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/36/43/NW-693641_693643_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/fe/ty/Danfoss_EVR_Safety.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/hu/re/Danfoss_EVR_Brochure.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ti/on/Danfoss_EVR_Installation.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ti/on/Danfoss_SolenoidValve_Declaration.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
71,P693633,Danfoss BG BG230AS coil with terminal box 220/230v 12w,Danfoss,43.1,"Designed for aggressive environments, the Danfoss BG 15W 220 to 230VAC solenoid coil is capable of operating in high humidity and temperature fluctuations, making it ideal for use in refrigeration systems. With a clip-on fastening system, this coil ensures faultless and simple installation. Simply dismounted with a screwdriver, the coil is mounted with no need for tools whatsoever.",Refrigeration/Controls/Controls.csv -> Danfoss BG BG230AS coil with terminal box 220/230v 12w,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/36/33/NW-693633_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ti/on/Danfoss_Solenoid_Coil_Declaration.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ti/on/Danfoss_BB_BE_BF_BG_Installation.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/hu/re/Danfoss_BB_BE_BF_BG_Brochure.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
72,P672100,"Henry Technologies S-5180 helical oil separator 1/4""",Henry Technologies,196.15,"The Henry Technologies S-5180 1/4"" helical oil separator offers a higher level of efficiency compared to traditional separator designs. Removing oil from discharge gas and returning it to the compressor, this 1/4"" separator assists in the maintenance of crankcase oil levels while also improving system efficiency by reducing oil circulation.","Refrigeration/Controls/Controls.csv -> Henry Technologies S-5180 helical oil separator 1/4""",,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/ic/al/Helical_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ur/es/Henry_10-15_Brochures.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
73,P693826,"Danfoss NRV28S angle check valve 1.1/8""",Danfoss,193.55,"NRV and NRVH can be used in liquid, suction and hot gas lines in refrigeration and air conditioning plants with fluorinated refrigerants. NRV and NRVH can be supplied with flare and solder connections. They are also available with oversize solder connections providing flexibility in the use of check valves.","Refrigeration/Controls/Controls.csv -> Danfoss NRV28S angle check valve 1.1/8""",,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/38/23/693823_wm.jpg,,,,,,-,N,,020-1021,Check Valve,N,1.1/8,,NRV,,,copper solder connections,angleway,Max working pressure = 46 bar Max test pressure = 60 bar Temperature of the medium: -50 - +140°C,,,,,,,,,,,,,,,,,,,,,,,,,,
74,P693498,Danfoss TE12 orifice (No.7),Danfoss,63.91,The Danfoss TE12 size 7 orifice is for use with thermostatic expansion valves. It is suitable for use with a variety of refrigerants.,Refrigeration/Controls/Controls.csv -> Danfoss TE12 orifice (No.7),,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/35/01/NW-693492_693501_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/hu/re/Danfoss_TE5_TE55_Brochure.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ic/al/Danfoss_10_Technical.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
