,pid,Title,Brand,Price,Description,category,mfpartnumber,whatisincluded,Image,Attachment 1,Attachment 2,Attachment 3,Attachment 4,Attachment 5,Attachment 6,Attachment 7,Colour,Diameter,Range,Voltage (V),Warranty,Phase,Hazardous,Depth (mm),Air Volume (m3 per s),Material,Supplier Product Code,Type,WEEE Compliant,Feature 1,Feature 2,Feature 3,Feature 4,Feature 5,Feature 6,Feature 7,Feature 8,Feature 9,Feature 10,Feature 11,Feature 12,Feature 13,Fuel Type,Output,Fan Speeds,Mounting Type,Feature 14,Feature 15,Feature 16,Feature 17,Feature 18,Operating Temperature,Top Design,Overheat Protection,Programmable,Controls,IP Rating,BTU h,Attachment 8
29,P222112,Myson Hi-Line LV 7-4 low voltage fan convector,Myson,386.83,"The high level wall-mounted Myson Hi-Line LV 7-4 fan convectors is designed to fit into a space above a door in domestic or commercial spaces. Providing rapid, reliable heat from above, the Hi-Line LV connects directly to a central heating system to deliver three optional levels of heat from 3173 to 5808 BTU/h and incorporates a low limit thermostat for added safety, particularly useful in bathrooms.",Heating/Warm Air Heating/Warm Air Heating.csv -> Myson Hi-Line LV 7-4 low voltage fan convector,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/21/12/222112_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ic/al/Myson_HiLine_Technical.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/hu/re/Myson_FanConvector_Brochure.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/hu/re/Myson_Wallmount_Brochure.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ic/al/Myson_FanConvector_Technical.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ti/on/Myson_HiLineLV_Installation.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/hu/re/Myson_Product_Range_Brochure.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ti/on/Myson_HFanConvector_Installation.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/hu/re/Myson_ProductRange_Brochure.pdf
30,P814564,Powrmatic LX unit heater ErP 2021 free blowing 69.8kW,Powrmatic,5372.93,"Helping to reduce NOx levels, the Powrmatic LX 69.8kW ErP 2021 free blowing warm air suspended gas unit heater is designed to incorporate fully modulating burner technology. Offering the same quality of build and robust longevity as the LNVx, the LX unit has a compact footprint for convenient space-saving and offers ease of installation and maintenance thanks to its swing-out burner wiring panel design and top-mount suspension points.",Heating/Warm Air Heating/Warm Air Heating.csv -> Powrmatic LX unit heater ErP 2021 free blowing 69.8kW,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/45/65/NW-814563_814565_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/hu/re/Powrmatic_LX_Brochure.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ic/al/Powrmatic_LX_Technical.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
31,P223141,Smiths Ecovector 2300 high line fan,Smiths,397.48,"Hydronically operated, the Smiths Ecovector high line convector offers space-saving heating for commercial spaces both large and small. Fan-assisted and compatible with most central heating systems, the Ecovector is designed for overhead installation, helping to make the most of empty wall space in premises where shelving takes priority. Offering up to 7800 BTU/h, this reliable fan heater can be run using air and ground source heat pumps for improved efficiency.",Heating/Warm Air Heating/Warm Air Heating.csv -> Smiths Ecovector 2300 high line fan,,"unit, power cables",https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/31/41/NW-223141_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ic/al/Smiths_Ecovector_Technical.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/2_/lr/Smiths_A4_Catalogue_April_2022_LR.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ti/on/Smiths_Ecovector_Installation.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ms/ds/SmithsEnvironmental_Isolube_MSDS.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
32,P814561,Powrmatic LX unit heater ErP 2021 free blowing 39.9kW,Powrmatic,3999.66,"Helping to reduce NOx levels, the Powrmatic LX 39.9kW ErP 2021 free blowing warm air suspended gas unit heater is designed to incorporate fully modulating burner technology. Offering the same quality of build and robust longevity as the LNVx, the LX unit has a compact footprint for convenient space-saving and offers ease of installation and maintenance thanks to its swing-out burner wiring panel design and top-mount suspension points.",Heating/Warm Air Heating/Warm Air Heating.csv -> Powrmatic LX unit heater ErP 2021 free blowing 39.9kW,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/45/61/NW-814561_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/hu/re/Powrmatic_LX_Brochure.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ic/al/Powrmatic_LX_Technical.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
33,P223143,Smiths Ecovector HL 4000 high line fan 4000,Smiths,689.69,"Suitable for fitting overhead, the Smiths Ecovector HL4000 4 - 5.3kW highline fan convector is designed to provide heating in commercial settings. Suitable for use with most wet central heating systems, this convenient wall-mounted heater can be operated using a conventional boiler but is also suitable for biomass technology or for ground or air source heat pumps, allowing your business to make use of eco-friendly renewables.",Heating/Warm Air Heating/Warm Air Heating.csv -> Smiths Ecovector HL 4000 high line fan 4000,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/31/43/NW-223143_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ms/ds/Smiths_Ecovector_MSDS.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/og/ue/Smiths_Product_Catalogue.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ta/ll/Smiths_Ecovector_Install.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ic/al/Smiths_Ecovector_Technical.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ms/ds/SmithsEnvironmental_Isolube_MSDS.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
34,P240228,Stelrad Fantasia Fluid electric towel radiator 1266 x 550mm White,Stelrad,126.96,"With its elegantly rounded tubes, the white Stelrad Fantasia Fluid electric towel radiator is designed to seamlessly blend into any bathroom or kitchen. An environmentally friendly alternative to traditional radiators, this unit uses simple electric elements based in a maintenance-free fluid to introduce reliable, comfortable heating into a room, providing both space heating and towel warming at once. Easy to install using the supplied cable, the Fantasia incorporates a wide range of clever functions, including a boost mode for extra heat just when it's needed and a holiday function that will protect your home heating when you're not around.",Heating/Warm Air Heating/Warm Air Heating.csv -> Stelrad Fantasia Fluid electric towel radiator 1266 x 550mm White,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/02/28/240228_wm.jpg,,,,,,,,White,,Fantasia Fluid,230,"5 Years (Heating Parts), 2 Years (Electric Components)",,N,30,,Steel,E003-1266-0550,Electric Radiator - Fluid,N,With 22 horizontal round tubes and semi-oval manifolds,Internal fluid is heated via immersed electrical element,Fluid is maintenance-free,Specially formulated fluid distributes heat quickly and evenly,Colour-coordinated push button digital control and LCD display on bottom,ASV safety system maintains pressure,ASV preserves mechanical characteristics even when exposed to high wear cycles,Behavioural indicator function helps to reduce energy consumption,With 900mm colour-coordinated cable (no plug) for spur wiring,Holiday function maintains anti-freeze mode during absence,Automatically reactivates when set number of days pass,LOT20 compliant,IP34 rated,,0.7 kW,,Wall,5 year warranty on heating parts,2 year warranty on electrical components,,,,,,,,,IP34,2390,
35,P223140,Smiths Ecovector HL 1000 high line fan 1000,Smiths,325.95,"Suitable for commercial areas small or large in size, the Smiths Ecovector HL1000 1 - 1.3kW high-line fan convector is designed for convenient fitting above head height. Compatible with most types of wet central heating systems, the Ecovector provides reliable and efficient heat, whether using a conventional boiler, biomass technology or ground or air source heat pumps.",Heating/Warm Air Heating/Warm Air Heating.csv -> Smiths Ecovector HL 1000 high line fan 1000,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/31/40/NW-223140_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ms/ds/Smiths_Ecovector_MSDS.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/og/ue/Smiths_Product_Catalogue.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ta/ll/Smiths_Ecovector_Install.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ic/al/Smiths_Ecovector_Technical.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ms/ds/SmithsEnvironmental_Isolube_MSDS.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
36,P204171,Smiths Caspian Skyline CT60 commercial concealed fan convector (for large areas),Smiths,956.34,"Fitting effortlessly into a 600 x 600mm ceiling tile, the Smiths Caspian Skyline CT60 commercial concealed fan convector offers easy access for installation and maintenance. Ideal for use in larger spaces, such as schools or retail or food units, the Skyline uses current EC technology and plumbs into an existing central heating system for the easy addition of discreet high level heating.",Heating/Warm Air Heating/Warm Air Heating.csv -> Smiths Caspian Skyline CT60 commercial concealed fan convector (for large areas),,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/x7/00/SMTH_CASPIAN_SKYLINE_CEILING_700x700_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ms/ds/SmithsEnvironmental_Isolube_MSDS.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
37,P814559,Powrmatic LX unit heater ErP 2021 free blowing 30.1kW,Powrmatic,3666.8,"British-built, the compact, wall-mounted Powrmatic LXF 30kW warm air suspended gas unit heater is designed with fully modulating burner technology, helping to reduce NOx levels compared to the brand's LNVx while maintaining the same high levels of reliability and quality of build. A durable unit, the LXF operates quietly and offers a range of features chosen for convenience, including an easy-access burner panel and optional compatibility with G20 natural gas.",Heating/Warm Air Heating/Warm Air Heating.csv -> Powrmatic LX unit heater ErP 2021 free blowing 30.1kW,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/45/59/814559_wm.jpg,,,,,,,,,,,230,2 Year,,N,834,,,LX30F,,N,With efficient modulating burner,Reduced NOx technology,Off-floor installation saves on space,Compact design,Rigid case design,Anti-vibration mounts secure fan assemblies,With 6x top-mount suspension points for security,Swing out burner wiring panels for ease of access,Stealth RAL 7015 colour as standard,Designed for long service life,Minimal noise during operation,Suitable for use with G20 natural gas with injector change,Supplied with modulating gas valve assembly,Natural Gas / LPG,30.1 kW,0.97 m3/s,Off floor / Suspended,Constant fan airflow through modulating operation,Controlled by Powrmatic MC200 optimised start control,2 year warranty,,,,,,,,,,
38,P204228,Smiths Caspian SL 150 fan convector with EC motor,Smiths,1497.3,"Suitable for commercial use, the Smiths Caspian SL150 fan convector with EC motor is ideal for schools, churches, offices and other large spaces where rapid heat up is required. Allowing for installation at high or low level, this fan heater delivers excellent levels of efficiency and effective heating.",Heating/Warm Air Heating/Warm Air Heating.csv -> Smiths Caspian SL 150 fan convector with EC motor,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/x7/00/SMTH_CASPIAN_SL_700x700_wm.jpg,,,,,,,,White,,Caspian SL,230v,5 Years Parts and Labour,,N,234,,zinc coated steel,HPCA31504,,N,Fully variable heat output,For 22mm flow and return pipework,"Suitable for high level, low level or ceiling mounting",Chamfered profile reduces sharp corners,Warm air discharged at an upward 45° angle to avoid discomfort,Zinc-coated steel construction,White finish,5 year parts and labour warranty,,,,,,Hydronic,11.19 kW,"Low, Med, High","LL, HL, Ceiling",,,,,,-20 - +35deg C,No,No,No,Manual,20,23168 - 38181,
39,P204227,Smiths Caspian SL 120 fan convector with EC motor,Smiths,1351.71,"Suitable for commercial use, the Smiths Caspian SL120 fan convector with EC motor is ideal for schools, churches, offices and other large spaces where rapid heat up is required. Allowing for installation at high or low level, this fan heater delivers excellent levels of efficiency and effective heating.",Heating/Warm Air Heating/Warm Air Heating.csv -> Smiths Caspian SL 120 fan convector with EC motor,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/x7/00/SMTH_CASPIAN_SL_700x700_wm.jpg,,,,,,,,White,,Caspian SL,230v,5 Years Parts and Labour,,N,233,,zinc coated steel,HPCA31503,,N,Fully variable heat output,For 22mm flow and return pipework,"Suitable for high level, low level or ceiling mounting",Chamfered profile reduces sharp corners,Warm air discharged at an upward 45° angle to avoid discomfort,Zinc-coated steel construction,White finish,5 year parts and labour warranty,,,,,,Hydronic,7042 kW,"Low, Med, High","LL, HL, Ceiling",,,,,,-20 - +35deg C,No,No,No,Manual,20,16071 - 25318,
40,P814558,Powrmatic LX unit heater ErP 2021 free blowing 25.3kW,Powrmatic,3524.4,"Highly efficient, the Powrmatic ErP 2021 LX free-blowing 25.3kW heating unit offers a range of improvements on the brand's previous LNVx models while maintaining the same excellent build quality and compact size. Fitted with a fully modulating burner for reduced NOx levels, this quiet and durable heater is easy to fit, saving space with its suspended installation, and simple to maintain thanks to features such as swing-out burner wiring panels.",Heating/Warm Air Heating/Warm Air Heating.csv -> Powrmatic LX unit heater ErP 2021 free blowing 25.3kW,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/45/58/NW-814557_814558_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/hu/re/Powrmatic_LX_Brochure.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ic/al/Powrmatic_LX_Technical.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
41,P204301,Smiths Caspian flat front fan convector with EC Motor 10kW 1195 x 660 x 235mm White,Smiths,1351.71,"Suitable for commercial use, the Smiths Caspian flat front 10kW fan convector with EC motor is ideal for schools, churches, offices and other large spaces where rapid heat up is required. Allowing for installation at high or low level, this fan heater delivers excellent levels of efficiency and effective heating.",Heating/Warm Air Heating/Warm Air Heating.csv -> Smiths Caspian flat front fan convector with EC Motor 10kW 1195 x 660 x 235mm White,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/x7/00/SMTH_CASPIAN_FF_700x700_wm.jpg,,,,,,,,White,,Caspian,230v,5 Years Parts and Labour,,N,235,,zinc coated steel,HPCA22003,,N,Zinc-coated steel construction,RAL 9010 White finish,Compatible with most types of 22mm wet central heating systems,"Suitable for low, medium and high level or ceiling installation",5 year parts and labour warranty,,,,,,,,,Hydronic,7042 kW,"Low, Med, High","LL, HL, Ceiling",,,,,,-20 - +35deg C,No,No,No,Manual,20,16071 - 25318,
42,P204226,Smiths Caspian SL 90 fan convector with EC motor,Smiths,1191.63,"Suitable for commercial use, the Smiths Caspian SL90 fan convector with EC motor is ideal for schools, churches, offices and other large spaces where rapid heat up is required. Allowing for installation at high or low level, this fan heater delivers excellent levels of efficiency and effective heating.",Heating/Warm Air Heating/Warm Air Heating.csv -> Smiths Caspian SL 90 fan convector with EC motor,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/x7/00/SMTH_CASPIAN_SL_700x700_wm.jpg,,,,,,,,White,,Caspian SL,230v,5 Years Parts and Labour,,N,231,,zinc coated steel,HPCA31502,,N,Fully variable heat output,For 22mm flow and return pipework,"Suitable for high level, low level or ceiling mounting",Chamfered profile reduces sharp corners,Warm air discharged at an upward 45° angle to avoid discomfort,Zinc-coated steel construction,White finish,5 year parts and labour warranty,,,,,,Hydronic,6.78 kW,"Low, Med, High","LL, HL, Ceiling",,,,,,-20 - +35deg C,No,No,No,Manual,20,13819- 23134,
