,pid,Title,Brand,Price,Description,category,mfpartnumber,whatisincluded,Image,Attachment 1,Attachment 2,Attachment 3,Attachment 4,Attachment 5,Attachment 6,Attachment 7,Attachment 8,Attachment 9,Attachment 10,Attachment 11,Attachment 12,Colour,Flow Rate,Min System Pressure Cold (Bar),Operating Temperature,Projection Depth,Range,Style,Warranty,Hazardous,Depth (mm),Pressure (Low / Med / High),Tank,Mains,Cartridge,Spout Type,Fitting / Mounting Type,Handle Type,Material,Number of Tap Holes,Supplier Product Code,Type,WEEE Compliant,Feature 1,Feature 2,Feature 3,Feature 4,Feature 5,Feature 6,Feature 7,Feature 8,Feature 9,Feature 10,Finish,Feature 11,Feature 12,Feature 13
133,PA05023,Nabis Ossia two tap hole bath/shower mixer tap and kit Chrome,Nabis,90.25,"Made of a robust brass with a clean chrome finish, the smart Nabis Ossia two tap hole bath/shower mixer tap with shower kit has an understated modern design to fit most bathrooms. Operating smoothly thanks to its 35mm ceramic disc cartridge, this tap also includes a neoperl aerator for gentle water delivery.",Bathrooms and Kitchens/Bathroom Taps/Bathroom Taps.csv -> Nabis Ossia two tap hole bath/shower mixer tap and kit Chrome,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/50/23/NW-A05023_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/20/21/Nabis_Tap_Spares_Matrix_2021.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ti/on/Nabis_Ossia_Corda_Tap_Installation.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
134,PC25034,Ideal Standard Sandringham 21 deck mounted two hole bath filler,Ideal Standard,155.58,"Designed to look great in both modern and traditional bathrooms, this Ideal Standard Sandringham 21 bath filler is part of a wide range of bathroom furniture and fittings for an effortlessly finished look. With ceramic disc operation, this chrome deck-mounted tap is user-friendly and practical too.",Bathrooms and Kitchens/Bathroom Taps/Bathroom Taps.csv -> Ideal Standard Sandringham 21 deck mounted two hole bath filler,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/50/34/NW-C25034_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/rc/hr/IS_Sandringham21_Brchr.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/te/ch/IS_Sandringham_B3309AA_Tech.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
135,PA05422,* NAB INGA MINI BASIN MIXER NO WST CP,Nabis,81.86,"Made of robust brass with a zinc lever handle and glossy chrome finish, the Nabis Inga mini basin mixer offers a modern design and compatibility with all water pressures. Deck-mounted, this fixed spout mixer tap is a statement piece for the bathroom, offering a pleasingly curvaceous design and open water flow.",Bathrooms and Kitchens/Bathroom Taps/Bathroom Taps.csv -> * NAB INGA MINI BASIN MIXER NO WST CP,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/54/22/NW-A05422_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ic/al/A05422_Technical.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ti/on/Nabis_Inga_Tap_Installation.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/20/21/Nabis_Tap_Spares_Matrix_2021.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
136,PD38207,Ideal Standard cerabase single lever bath shower mixer w/ shower set-Chrome,Ideal Standard,135.25,"A modern classic, the Ideal Standard Cerabase single lever bath/shower mixer is supplied with a shower set for all-in-one ease of installation. Finished in Smartshine chrome, this elegant deck-mounted bath/shower mixer tap promises a long lasting, gleaming shine without any extra elbow grease.",Bathrooms and Kitchens/Bathroom Taps/Bathroom Taps.csv -> Ideal Standard cerabase single lever bath shower mixer w/ shower set-Chrome,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/82/07/D38207_wm.jpg,,,,,,,,,,,,,Chrome,"Spout 20lpm, Handspray 8 lpm @ 3 Bar",0.5 Bar,40°C - 65,156,,Contemporary,5 Years,N,194,Med,No,Yes,Yes,N/A,Deck Mounted,Lever,Chrome Plated Brass,1,BD056AA,Bath Shower Mixer,N,With shower set,Modern design,For deck mounting,Brass construction,Chrome finish with Smartshine for long lasting shine and durability,Lightmove operation for precision control,EasyFix for ease of installation,Single lever operation,5 year warranty,,,,,
137,PC44910,PRISM BASIN TAPS                      CP,Bristan,133.31,Sleek and contemporary design with fingertip touch practicality that's effortless to use and easy to clean.,Bathrooms and Kitchens/Bathroom Taps/Bathroom Taps.csv -> PRISM BASIN TAPS                      CP,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/49/10/NW-C44910_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ar/es/Bristan_Prism_Tap_Spares.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ti/on/Bristan_Prism_Tap_Installation.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ic/al/C44910_Technical.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/20/20/Bristan_TapsShowersAccers_Brchr_2020.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
138,PD88231,Bristan Napoli Napoli Bath Filler,Bristan,147.34,"Soft yet sleek, the Napoli deck-mounted bath filler brings a touch of modern elegance to the bathroom. Robustly built to withstand the rigours of family life, this chrome-finished mixer tap is supplied with a robust backnut for reliable fitting with no risk of loosening through use.",Bathrooms and Kitchens/Bathroom Taps/Bathroom Taps.csv -> Bristan Napoli Napoli Bath Filler,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/82/31/D88231_wm.jpg,,,,,,,,,,,,,Chrome Plated,14.2l/min@0.2bar - 76.8l/min@5bar,0.2,60,110,Napoli,Contemporary,10 Years,N,146,LowMedHigh,No,No,No,Fixed,Deck,Lever,Brass,2,NAP BF C,Bath Filler,N,Long life quarter-turn ceramic disc valves give durability and smooth control,Supplied with backnut,Tough metal fixing nut reduces risk of tap loosening over time,Tough brass construction,"Long-lasting, scratch-resistant chrome finish",Salt spray tested for durability,"Flow rate of 14.2LPM at 0.2 bar, 76.8LPM at 5 bar",10 year warranty,,,,,,
139,PB02419,Ideal Standard Sandringham 21 lever bath taps Chrome Plated,Ideal Standard,43.35,"Offering ceramic disc operation and a smart, simple design, the Ideal Standard Sandringham 21 bath pillar tap is an easy choice for use in any bathroom. Designed for deck mounting, this chrome-plated bath tap is user-friendly and practical.",Bathrooms and Kitchens/Bathroom Taps/Bathroom Taps.csv -> Ideal Standard Sandringham 21 lever bath taps Chrome Plated,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/24/19/NW-B02419_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/te/ch/IS_Sandringham21_B9882AA_Tech.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ti/on/IS_Sandringham21_Installation.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ui/de/Sandringham21_B9866-76-82_SpareGuide.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/20/14/IS_Brassware_Brochur_2014.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
140,PP76431,Echo easzyfit monosink mixer brushed brass pk,Echo,99.0,A contemporary twin lever kitchen tap featuring Top Fix Easyfit technology.,Bathrooms and Kitchens/Bathroom Taps/Bathroom Taps.csv -> Echo easzyfit monosink mixer brushed brass pk,,"1 x Tap Body, 2 x Flexi Tails, 2x Isolation Valves, 1x EasyFit Base, 1x 6mm Hex Key, 1x 2.5mm Hex Key, 1x Molykote Grease, 2x Grub Screws, 1x Plinth, 1 x 'O' Washer, 1 x Fitting Instructions",https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/03/82/D80382_wm.jpg,,,,,,,,,,,,,Brass,30.6 l/min @ 3 bar,0.4,65,190,,Contemporary,10,N,230,Suitable for all plumbing systems,No,No,No,Swan,Deck Mounted,Lever,Brass,1,P76431 PK,Kitchen Taps,N,"Two supplied isolation valves and flexi tails mean you can connect to the water supply at this point and isolate the base. Push the tap on to the base and secure into position with the supplied Easyfit tool and screws. Everything you need in the box including an Allen key, isolation valves, Top Fix Easyfit base, Easyfit tool and flexi tails. Swivel spout for easy use. Long life 1/4 turn ceramic disc valves for added durablity and ease of use. High quality metal fixings for security and durability. Also available in other finishes. 10 year parts and 1 year labour guarantee for peace of mind.",,,,,,,,,,,,,
141,PA05419,* NAB TORC 2TH BATH/SHW MIXER & KIT CP,Nabis,176.5,"With its statement waterfall spout and lever handle, the Nabis Torc bath/shower mixer is inspired by high end spa design. Finished in chrome, this fixed spout mixer tap has a tough brass body and zinc handle and includes an inbuilt aerator for softer water delivery.",Bathrooms and Kitchens/Bathroom Taps/Bathroom Taps.csv -> * NAB TORC 2TH BATH/SHW MIXER & KIT CP,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/54/19/NW-A05419_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/20/21/Nabis_Tap_Spares_Matrix_2021.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ti/on/Nabis_Torc_Tap_Installation.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ic/al/A05419_Technical.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
142,PA05423,* NAB INGA 2TH BATH/SHW MIXER & KIT CP,Nabis,226.24,"Make a statement with the Nabis Inga bath/shower mixer with its stand-out curved silhouette and open water flow. Built in a robust brass with a zinc handle and shiny chrome finish, this deck-mounted bath tap is suitable for use in pressure systems.",Bathrooms and Kitchens/Bathroom Taps/Bathroom Taps.csv -> * NAB INGA 2TH BATH/SHW MIXER & KIT CP,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/54/23/A05423_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/20/21/Nabis_Tap Spares Matrix_2021.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ti/on/Nabis_Inga_Tap_Installation.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/20/21/Nabis_Tap Spares List_May 2021.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ic/al/Nabis_A05423_Technical.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
143,PA05026,* NAB CORDA 2 TAP HOLE BSM MIXER & KIT,Nabis,89.96,"Offering a high quality build and smart design that will suit most bathrooms, the Nabis Corda bath/shower mixer is supplied with a one-function handset shower kit for complete installation.",Bathrooms and Kitchens/Bathroom Taps/Bathroom Taps.csv -> * NAB CORDA 2 TAP HOLE BSM MIXER & KIT,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/50/26/A05026_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/20/21/Nabis_Tap Spares Matrix_2021.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/20/20/Nabis_Tap_Spares_Matrix_26Oct2020.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ti/on/Nabis_OssiaCordaTapRang_Installation.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
144,PD71505,Bristan Hospital Taps wall mounted mixer tap TMV3,Bristan,599.15,"HTM04-01 (DO8) compliant, the wall-mounted Bristan Hospital Taps TMV3 mixer tap includes an integral thermal flush mechanism for clean, hygienic use. This safe-touch tap is made of robust brass with smooth bacteria-resistant waterways and an easy to clean chrome surface. It is suitable for use in all pressures but performs best in a balanced system.",Bathrooms and Kitchens/Bathroom Taps/Bathroom Taps.csv -> Bristan Hospital Taps wall mounted mixer tap TMV3,,Basin mixer tap;Eccentric tails,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/15/05/NW-D71505_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ic/al/D71505_Technical.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ti/on/Bristan_HTM64_Tap_Installation.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ar/es/D71505_Spares.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/20/20/Bristan_TapsShowersAccers_Brchr_2020.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
145,PA05420,Nabis Torc bath filler tap,Nabis,140.72,"With its statement waterfall spout and lever handle, the Nabis Torc bath filler is inspired by high end spa design. Finished in chrome, this fixed spout bath tap has a tough brass body and zinc handle and includes an inbuilt aerator for softer water delivery.",Bathrooms and Kitchens/Bathroom Taps/Bathroom Taps.csv -> Nabis Torc bath filler tap,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/54/20/NW-A05420_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ic/al/Nabis_A05420_Technical.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/20/21/Nabis_Tap Spares Matrix_2021.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ti/on/Nabis_Torc_Tap_Installation.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/20/21/Nabis_Tap Spares List_May 2021.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
146,PD76424,Bristan Frenzy  Frz Bas C Frenzy Basin Mixer Ch,Bristan,74.26,"The statement angled Bristan Frenzy basin mixer is suitable for use in all plumbing systems. Finished in chrome with a solid brass build, this boldly designed bathroom tap is for deck mounting.",Bathrooms and Kitchens/Bathroom Taps/Bathroom Taps.csv -> Bristan Frenzy  Frz Bas C Frenzy Basin Mixer Ch,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/ty/le/D76424_Frenzy_Lifestyle_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ic/al/D76424_Technical.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ar/es/D76424_Spares.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/20/20/Bristan_TapsShowersAccers_Brchr_2020.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ti/on/Bristan_Frenzy_Tap_Installation.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
147,PE98340,Vado Life 2 Hole Bath Filler Deck Mounted,Vado,370.0,"Softly modern, the Vado Life bath filler tap is a contemporary design that will suit most bathroom decors. With a generous 148mm spout projection, this brass tap with smart chrome finish is designed for two tap hole deck mounting.",Bathrooms and Kitchens/Bathroom Taps/Bathroom Taps.csv -> Vado Life 2 Hole Bath Filler Deck Mounted,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/83/40/NW-E98340_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ic/al/E98340_Technical.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ti/on/Vado_Life_Bath_Filler_Installation.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/wi/ng/E98340_Drawing.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
148,PA05424,Nabis Inga bath filler tap,Nabis,191.34,"Make a statement with the Nabis Inga bath filler with its stand-out curved silhouette and open water flow. Built in a robust brass with a zinc handle and shiny chrome finish, this deck-mounted bath tap is suitable for use in pressure systems.",Bathrooms and Kitchens/Bathroom Taps/Bathroom Taps.csv -> Nabis Inga bath filler tap,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/54/24/A05424_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ic/al/A05424_Technical.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ti/on/Nabis_Inga_Tap_Installation.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/20/21/Nabis_Tap_Spares_Matrix_2021.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
149,PD76423,Bristan Frenzy 3/4 turn bath taps Chrome,Bristan,155.91,"The statement angled Bristan Frenzy bath taps are suitable for use in all plumbing systems. Finished in chrome with a solid brass build, these boldly designed bathroom taps are for deck mounting.",Bathrooms and Kitchens/Bathroom Taps/Bathroom Taps.csv -> Bristan Frenzy 3/4 turn bath taps Chrome,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/64/23/NW-D76423_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ar/es/Bristan_Frenzy_Tap_Spares.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ic/al/D76423_Technical.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/20/20/Bristan_TapsShowersAccers_Brchr_2020.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ti/on/Bristan_Frenzy_Tap_Installation.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
150,PB88657,Ideal Standard Calista bath rim mounted pillar tap,Ideal Standard,79.9,"Smartly stylish, the Ideal Standard Calista basin pillar taps are part of a wide bathroom range for a cohesive finished design. Easy to operate, this pair of chrome deck-mounted taps includes ceramic disc operation for precision control of flow and temperature.",Bathrooms and Kitchens/Bathroom Taps/Bathroom Taps.csv -> Ideal Standard Calista bath rim mounted pillar tap,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/86/57/NW-B88657_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ta/ll/IS_Calista_B1146-47_Install.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ui/de/IS_Calista_B1147AA_SpareGuide.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/20/19/IS_Bathrooms_Brchr_2019.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/te/ch/IS_Calista_B1147AA_Tech.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
151,PC09273,Grohe Eurosmart Cosmopolitan basin mixer tap Chrome Plated,Grohe,77.69,"This Grohe Eurosmart Cosmopolitan monobloc basin mixer with standard height spout combines performance with long lasting durability and an attractively modern design. Fitted with a SilkMove ceramic cartridge, this deck-mounted mixer provides precision control with minimal effort, ensuring perfect temperature and flow with every use. Easy to install thanks to Grohe's FastFixation system, this tap has a high shine StarLight chrome finish for easy cleaning and lasting looks.",Bathrooms and Kitchens/Bathroom Taps/Bathroom Taps.csv -> Grohe Eurosmart Cosmopolitan basin mixer tap Chrome Plated,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/92/73/NW-C09273_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ta/ll/Grohe_32824-25-27_23818-19_Install.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/20/20/Grohe_Product_Guide_2020.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/te/ch/Grohe_Eurosmart_Cosmo_32824000_Tech.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/st/al/Grohe32824-25-27_23818-19_2014Instal.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
152,PC83220,Ideal Standard Ceraflex basin mixer tap with no waste,Ideal Standard,74.19,"Designed for longevity, even in the busiest of bathrooms, the Ideal Standard Ceraflex deck-mounted basin mixer tap is built with a FirmaFlow ceramic cartridge which has been lifecycle tested to over half a million cycles. Helping to save both water and energy while ensuring safe delivery through the use of a pre-settable temperature stop, the chrome Ceraflex is built to last twice as long as other bathroom taps.",Bathrooms and Kitchens/Bathroom Taps/Bathroom Taps.csv -> Ideal Standard Ceraflex basin mixer tap with no waste,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/32/20/NW-C83220_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/20/19/IS_Bathrooms_Brchr_2019.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/te/ch/IS_Ceraflex_B1812AA_Tech.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
153,PD80836,Bristan Aster bath filler tap Chrome,Bristan,89.27,"Finished in glossy chrome and suitable for both high and low pressure systems, the Bristan Aster bath filler is the perfect choice for just about any bathroom. Simple and modern, this bath tap is supplied with all fittings for ease of installation and incorporates a ceramic cartridge for smooth operation and a longer life.",Bathrooms and Kitchens/Bathroom Taps/Bathroom Taps.csv -> Bristan Aster bath filler tap Chrome,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/08/36/D80836_wm.jpg,,,,,,,,,,,,,Chrome,78,0.2,60,116,Aster,Contemporay,5,N,260,Low,No,No,No,Fixed,Deck,Lever,Brass,2,AST BF C,Bath Fillers 2 Hole,N,Hardwearing chrome finish,Long life and easy to use quarter-turn ceramic disc valves,Supplied with metal fixing nuts to secure tap,Suitable for high and low pressure water systems,5 year warranty,,,,,,,,,
