,pid,Title,Brand,Price,Description,category,mfpartnumber,whatisincluded,Image,Attachment 1,Attachment 2,Attachment 3,Colour,Connection Size,Connection Type,Diameter,Range,Warranty,Weight,Hazardous,Drainage Product Type,Material,Standards,Supplier Product Code,WEEE Compliant,Application,Feature 1,Feature 2,Feature 3,Feature 4,Feature 5,Feature 6,Feature 7,Feature 8,Minimum Operating Temperature,Resistance Features,Wall Thickness (mm),Maximum Operating Temperature,Paintable,Type,Attachment 4
31,PF87163,Marley dBlue 45deg MPD bend 110mm Dark Blue,Marley,30.61,"Offering secure fitting, this Marley dBlue 45° short radius bend in dark blue is designed with reliable 110mm push-fit x plain end connections. With three layers, the dBlue acoustic system provides reliable soundproofing, making it ideal for domestic use, as well as hospital and hotel installation.",Drainage/Soil Pipes and Fittings/Soil Pipe Bends/Soil Pipe Bends.csv -> Marley dBlue 45deg MPD bend 110mm Dark Blue,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/71/63/NW-F87163_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/hu/re/Marley_Soil-Waste_Brochure.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
32,PW10012,Ensign Agilium AF002 45deg short radius bend DN150,Ensign,66.03,"Part of the cast iron Ensign Agilium mechanically jointed above-ground drainage system, this Saint Gobain Ensign Agilium DN150 45° short radius bend is suitable for use in soil and waste systems as well as in venting, internal rainwater and suspended drainage applications. Offering excellent fire resistance properties, cast iron is also acoustically extremely quiet as well as being extremely robust, resulting in the potential for a service life in excess of fifty years.",Drainage/Soil Pipes and Fittings/Soil Pipe Bends/Soil Pipe Bends.csv -> Ensign Agilium AF002 45deg short radius bend DN150,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/00/12/W10012_wm.jpg,,,,Red,150 mm,Mechanical,150mm,Agilium,1 year,3.01 kg,N,Short Radius Bend,Cast Iron,BS EN877,286809,N,"Domestic use, Fat Wastewater, Hot effluents, Hydrocarbon Wastewater, Rainwater, Runoff water, Industrial Wastewater",Suitable for domestic use,"Suitable for fat waste water, hot effluents and hydrocarbon waste water","Suitable for rainwater, runoff water and industrial waste water",Cast iron construction,"Red-brown, anti-corrosive acrylic coating, average thickness 40m","2-component ochre-coloured epoxy internal coating, average dry film thickness of 130m",Meets BS EN 877,1 year warranty,,,,,,,
33,PW12031,Saint Gobain Ensign Soil EF002 88deg short radius bend 70mm,Saint Gobain,23.9,"This Saint Gobain Ensign Soil EF002 70mm 88° bend with short radius is made of cast iron with a red protective finish and spigot x spigot connections. Used by flagship hospitals throughout the UK, the strong and long lasting Ensign range helps to maintain a safe environment while providing reliable sanitary drainage and rainwater solutions.",Drainage/Soil Pipes and Fittings/Soil Pipe Bends/Soil Pipe Bends.csv -> Saint Gobain Ensign Soil EF002 88deg short radius bend 70mm,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/20/32/NW-W12030_W12032_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ic/al/SG_Pipes_and_Fittings_Technical.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/br/cr/SG_Ensign_CI_Drainage_Systems_Brcr.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/br/cr/SG_Ensign_CI_AG_BG_Drainage_Sys_Brcr.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
34,PF29369,Polypipe Terrain 100P 135deg spigot socket bend 160mm Grey,Polypipe,88.75,"Suitable for use in commercial building services, this Polypipe Terrain 100P 135° spigot/socket sweep soil bend with 160mm push-fit x solvent weld connections is made of grey PVC-u. Fully accredited, the Polypipe Terrain PVC drainage system can be jointed to a wide range of other materials.",Drainage/Soil Pipes and Fittings/Soil Pipe Bends/Soil Pipe Bends.csv -> Polypipe Terrain 100P 135deg spigot socket bend 160mm Grey,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/93/69/NW-F29369_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/rc/hr/Polypipe_Terrain_Above_Ground_Brchr.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
35,PW12050,Saint Gobain Ensign Soil EF002 45deg short radius bend 50mm,Saint Gobain,21.23,"This Saint Gobain Ensign Soil EF002 50mm 45° bend is made of cast iron with a red protective finish and spigot x spigot connections. Used by flagship hospitals throughout the UK, the strong and long lasting Ensign range helps to maintain a safe environment while providing reliable sanitary drainage and rainwater solutions.",Drainage/Soil Pipes and Fittings/Soil Pipe Bends/Soil Pipe Bends.csv -> Saint Gobain Ensign Soil EF002 45deg short radius bend 50mm,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/20/50/NW-W12050_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ic/al/SG_Pipes_and_Fittings_Technical.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/br/cr/SG_Ensign_CI_Drainage_Systems_Brcr.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/br/cr/SG_Ensign_CI_AG_BG_Drainage_Sys_Brcr.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
36,PQ66019,Wavin OsmaSoil offset top bend 110mm Black,Wavin,47.62,"Suitable for domestic or commercial use, this Wavin OsmaSoil 110mm top offset bend is made of black PVC-U with durable and reliable socket x plain end connections.",Drainage/Soil Pipes and Fittings/Soil Pipe Bends/Soil Pipe Bends.csv -> Wavin OsmaSoil offset top bend 110mm Black,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/60/19/NW-Q66019_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ti/on/Wavin_Osma_Soil-Waste_Installation.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ms/ds/Wavin_PVC_U_Pipe_&_Fittings_MSDS.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ca/te/Wavin_OsmaSoil_Waste_Certificate.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
37,PW13110,Harmer SML Above Ground 45deg bend 100mm,Harmer,34.7,"Made of cast iron, this Harmer SML Above Ground 45° single bend with 100mm plain end x plain end connections is part of a dry-jointed pipework system featuring a comprehensive range of easy to install, low maintenance fittings and accessories. Manufactured under strict factory-controlled conditions to meet high performance standards, this part is durable and fully recyclable. The bend allows for a change of direction in pipework for added flexibility and is coated throughout with an epoxy coating with a minimum thickness of 60µm.",Drainage/Soil Pipes and Fittings/Soil Pipe Bends/Soil Pipe Bends.csv -> Harmer SML Above Ground 45deg bend 100mm,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/31/10/NW-W13110_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ms/ds/Harmer_Alumasc_M004RW_MSDS.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/hu/re/Harmer_SML_CI_Drainage_Brochure.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
38,PQ64189,Wavin OsmaSoil top/bottom offset bend 110mm Black,Wavin,47.62,"Suitable for domestic or commercial use, this Wavin OsmaSoil 110mm top/bottom offset bend is made of black PVC-U with durable and reliable 110 x 150mm socket x plain end connections.",Drainage/Soil Pipes and Fittings/Soil Pipe Bends/Soil Pipe Bends.csv -> Wavin OsmaSoil top/bottom offset bend 110mm Black,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/41/89/NW-Q64189_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ti/on/Wavin_Osma_Soil-Waste_Installation.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ms/ds/Wavin_PVC_U_Pipe_&_Fittings_MSDS.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ca/te/Wavin_OsmaSoil_Waste_Certificate.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
39,PF72019,Saint Gobain Timesaver GT02 45deg short radius plain bend 50mm,Saint Gobain,38.89,"Made of cast iron, this Saint Gobain Timesaver GT02 50mm 45° bend with short radius incorporates spigot x spigot connections. The Timesaver drainage system offers a range of extremely high strength fittings ideal for below ground applications.",Drainage/Soil Pipes and Fittings/Soil Pipe Bends/Soil Pipe Bends.csv -> Saint Gobain Timesaver GT02 45deg short radius plain bend 50mm,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/20/19/NW-F72019_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/br/cr/SG_Ensign_CI_AG_BG_Drainage_Sys_Brcr.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
40,PF72064,Saint Gobain Timesaver GT02 45deg short radius plain bend 75mm,Saint Gobain,43.99,"Made of cast iron, this Saint Gobain Timesaver GT02 75mm 45° bend with short radius incorporates spigot x spigot connections. The Timesaver drainage system offers a range of extremely high strength fittings ideal for below ground applications.",Drainage/Soil Pipes and Fittings/Soil Pipe Bends/Soil Pipe Bends.csv -> Saint Gobain Timesaver GT02 45deg short radius plain bend 75mm,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/20/64/NW-F72064_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/br/cr/SG_Ensign_CI_AG_BG_Drainage_Sys_Brcr.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/br/cr/Saint_Gobain_CI_AGBG_Drainage_Brcr.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
41,PQ66902,Osma 45deg PVC-U bend 110mm White,Osma,36.62,This Osma bend is made of white PVC-U with 110mm socket x solvent weld connections. Osmas's comprehensive PVC-U soil system for sanitary waste removal is available in a range of colours and sizes with push-fit and solvent weld joints offered.,Drainage/Soil Pipes and Fittings/Soil Pipe Bends/Soil Pipe Bends.csv -> Osma 45deg PVC-U bend 110mm White,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/69/02/NW-Q66902_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ms/ds/Wavin_PVC-U_Pipe_Fittings_MSDS.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
42,PF66911,Polypipe 92.5deg bend 110mm Black,Polypipe,43.79,"Suitable for domestic use, this Polypipe 92.5° single socket bend is made of black PVC-U and incorporates 110mm push-fit x solvent weld connections.",Drainage/Soil Pipes and Fittings/Soil Pipe Bends/Soil Pipe Bends.csv -> Polypipe 92.5deg bend 110mm Black,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/69/11/NW-F66911_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/20/15/Polypipe_Building_Prod_Guide_May2015.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
43,PF23553,Marley Soilvent Soil 87.5deg PE long bend 110mm Grey,Marley,19.04,"This Marley Solvent Soil 110mm 87.5° long spigot bend is made of grey PVC-U. This fitting is part of the Solvent Soil system designed to meet most drainage requirements, creating a secure, leak-free system.",Drainage/Soil Pipes and Fittings/Soil Pipe Bends/Soil Pipe Bends.csv -> Marley Soilvent Soil 87.5deg PE long bend 110mm Grey,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/35/53/NW-F23553_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ti/on/Marley_Soil-Waste_Installation.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/hu/re/Marley_Soil-Waste_Brochure.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
44,PF28024,"Polypipe Terrain 100 92deg access bend 4"" Black",Polypipe,124.89,"Suitable for use in commercial building services, this Polypipe Terrain 100 92° access bend with 110mm solvent weld connections is made of black PVC-u. Fully accredited, the Polypipe Terrain PVC drainage system can be jointed to a wide range of other materials.","Drainage/Soil Pipes and Fittings/Soil Pipe Bends/Soil Pipe Bends.csv -> Polypipe Terrain 100 92deg access bend 4"" Black",,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/80/24/NW-F28024_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/rc/hr/Polypipe_Terrain_Above_Ground_Brchr.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
45,PF68826,Polypipe 92.5deg access double socket bend 110mm Grey,Polypipe,93.86,"Suitable for domestic use, this Polypipe 92.5° access bend is made of grey PVC-U and incorporates 110mm push-fit x solvent weld connections.",Drainage/Soil Pipes and Fittings/Soil Pipe Bends/Soil Pipe Bends.csv -> Polypipe 92.5deg access double socket bend 110mm Grey,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/88/26/NW-F68826_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/20/15/Polypipe_Building_Prod_Guide_May2015.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
46,PF40223,Polypipe Terrain Fuze 88deg HDPE bend 160mm,Polypipe,61.7,"Made of HDPE with 160mm solvent weld connections, this Polypipe Terrain Fuze 88° bend is suitable for commercial building services. Offering better performance than traditional drainage materials, the Terrain Fuze range is highly resistant to impact and abrasion and stands up to chemical corrosion and extreme temperatures. Easy to install, lightweight Fuze fittings help installers to save on time and cost.",Drainage/Soil Pipes and Fittings/Soil Pipe Bends/Soil Pipe Bends.csv -> Polypipe Terrain Fuze 88deg HDPE bend 160mm,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/02/23/NW-F40223_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ic/al/Polypipe_Terrain_Fuze_Technical.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
47,PF35010,"Polypipe Terrain 92deg sweep soil bend 4"" White",Polypipe,45.02,"Part of a comprehensive system, this Polypipe Terrain 92° sweep soil bend with 100mm connections is made of PVC-u. The Terrain system includes a wide range of soil and waste drainage fittings that can be used in commercial, industrial, housing and public sector projects.","Drainage/Soil Pipes and Fittings/Soil Pipe Bends/Soil Pipe Bends.csv -> Polypipe Terrain 92deg sweep soil bend 4"" White",,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/93/03/F29303_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/hu/re/Polypipe_TerrainS&W_Brochure.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
48,PW12072,Saint Gobain Ensign EF02L 88deg short radius bend 100mm,Saint Gobain,71.97,"This Saint Gobain Ensign EF02L 100mm medium bend is made of cast iron with a red protective finish and spigot x spigot connections. Used by flagship hospitals throughout the UK, the strong and long lasting Ensign range helps to maintain a safe environment while providing reliable sanitary drainage and rainwater solutions.",Drainage/Soil Pipes and Fittings/Soil Pipe Bends/Soil Pipe Bends.csv -> Saint Gobain Ensign EF02L 88deg short radius bend 100mm,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/20/72/NW-W12072_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ic/al/SG_Pipes_and_Fittings_Technical.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/br/cr/SG_Ensign_CI_Drainage_Systems_Brcr.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/br/cr/SG_Ensign_CI_AG_BG_Drainage_Sys_Brcr.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
49,PQ66901,Osma 45deg PVC-U bend 110mm Black,Osma,36.62,This Osma bend is made of black PVC-U with 110mm socket x solvent weld connections. Osmas's comprehensive PVC-U soil system for sanitary waste removal is available in a range of colours and sizes with push-fit and solvent weld joints offered.,Drainage/Soil Pipes and Fittings/Soil Pipe Bends/Soil Pipe Bends.csv -> Osma 45deg PVC-U bend 110mm Black,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/69/01/NW-Q66901_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ms/ds/Wavin_PVC-U_Pipe_Fittings_MSDS.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
50,PF28015,"Polypipe Terrain 100 135deg sweep soil bend 4"" Black",Polypipe,45.02,"Suitable for use in commercial building services, this Polypipe Terrain 100 135° sweep soil bend with 110mm push-fit x solvent weld connections is made of black PVC-u. Fully accredited, the Polypipe Terrain PVC drainage system can be jointed to a wide range of other materials.","Drainage/Soil Pipes and Fittings/Soil Pipe Bends/Soil Pipe Bends.csv -> Polypipe Terrain 100 135deg sweep soil bend 4"" Black",,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/80/15/NW-F28015_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/rc/hr/Polypipe_Terrain_Above_Ground_Brchr.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
51,PF28045,"Polypipe Terrain 100 92deg spigot socket bend 4"" Black",Polypipe,43.64,"Suitable for use in commercial building services, this Polypipe Terrain 100 92° spigot/socket soil bend with 110mm solvent weld connections is made of black PVC-u. Fully accredited, the Polypipe Terrain PVC drainage system can be jointed to a wide range of other materials.","Drainage/Soil Pipes and Fittings/Soil Pipe Bends/Soil Pipe Bends.csv -> Polypipe Terrain 100 92deg spigot socket bend 4"" Black",,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/80/45/NW-F28045_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/rc/hr/Polypipe_Terrain_Above_Ground_Brchr.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
52,PQ97081,Wavin OsmaSoil 87.5deg double socket bend Grey,Wavin,46.41,"Suitable for domestic or commercial use, this Wavin OsmaSoil 110mm 87.5° bend is made of grey PVC-U with durable and reliable socket connections.",Drainage/Soil Pipes and Fittings/Soil Pipe Bends/Soil Pipe Bends.csv -> Wavin OsmaSoil 87.5deg double socket bend Grey,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/70/81/NW-Q97081_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ti/on/Wavin_Osma_Soil-Waste_Installation.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ms/ds/Wavin_PVC_U_Pipe_&_Fittings_MSDS.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/c-/21/Osma_SoilWaste-PIM-Dec-21.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
53,PF23554,Marley Soilvent Soil 45deg spigot socket bend 110mm Grey,Marley,20.0,"This Marley Solvent Soil 110mm 45° short radius bend with double solvent sockets is made of grey PVC-U. This fitting is part of the Solvent Soil system designed to meet most drainage requirements, creating a secure, leak-free system.",Drainage/Soil Pipes and Fittings/Soil Pipe Bends/Soil Pipe Bends.csv -> Marley Soilvent Soil 45deg spigot socket bend 110mm Grey,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/35/54/NW-F23554_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ti/on/Marley_Soil-Waste_Installation.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/hu/re/Marley_Soil-Waste_Brochure.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
54,PF29007,"Polypipe Terrain 100 92deg sweep soil bend 6"" Grey",Polypipe,117.93,"Made of grey PVC-U, this Polypipe Terrain 100 sweep soil bend with 160mm solvent weld connections is designed for use in commercial building services. The Polypipe Terrain PVC drainage system is fully accredited and is suitable for joining to a variety of other materials.","Drainage/Soil Pipes and Fittings/Soil Pipe Bends/Soil Pipe Bends.csv -> Polypipe Terrain 100 92deg sweep soil bend 6"" Grey",,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/90/07/NW-F29006_F29007_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/rc/hr/Polypipe_Terrain_Above_Ground_Brchr.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
55,PQ97082,Wavin OsmaSoil 87.5deg double socket bend Black,Wavin,46.41,"Suitable for domestic or commercial use, this Wavin OsmaSoil 110mm 87.5° bend is made of black PVC-U with durable and reliable socket connections.",Drainage/Soil Pipes and Fittings/Soil Pipe Bends/Soil Pipe Bends.csv -> Wavin OsmaSoil 87.5deg double socket bend Black,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/70/82/NW-Q97082_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ti/on/Wavin_Osma_Soil-Waste_Installation.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ms/ds/Wavin_PVC_U_Pipe_&_Fittings_MSDS.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ca/te/Wavin_OsmaSoil_Waste_Certificate.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
56,PF22556,Marley Soilvent Soil 87.5deg spigot socket/socket 110mm bend Black,Marley,26.7,"This Marley Solvent Soil 110mm 87.5° short radius bend with double solvent socket is made of black PVC-U. This fitting is part of the Solvent Soil system designed to meet most drainage requirements, creating a secure, leak-free system.",Drainage/Soil Pipes and Fittings/Soil Pipe Bends/Soil Pipe Bends.csv -> Marley Soilvent Soil 87.5deg spigot socket/socket 110mm bend Black,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/25/56/NW-F22556_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ti/on/Marley_Soil-Waste_Installation.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/hu/re/Marley_Soil-Waste_Brochure.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
