,pid,Title,Brand,Price,Description,category,mfpartnumber,whatisincluded,Image,Attachment 1,Attachment 2,Attachment 3,Attachment 4,Connection Type,Operating Temperature,Warranty,Hazardous,Approvals,Max Pressure,Material,Operating Pressure,Maximum Operating Temperature,Supplier Product Code,WEEE Compliant,Application,Capacity Litre,Feature 1,Feature 2,Feature 3,Feature 4,Feature 5,Feature 6,Feature 7,Feature 8,Feature 9,Feature 10,Feature 11,Attachment 5,Type,Attachment 6,Attachment 7,Boiler Section,Boiler Range,Setting Range,Dimensions mm (H x W x D),Range,Pack Type,Colour,Flow Rate,Voltage (V),Phase,Depth (mm),Rated Speed,Enclosure Class,Frequency,Pressure Rating,Standards,Dimensions (L x W x D),Smart,Switch Type,Battery Back Up,Number of Zones,Switching Capacity (amps),Programmable Duration,On / Off Periods per Day,Auto GMT / BST,Display Type,Installation Type,Number of Channels,Pack Quantity,Output,Connection Size,Maximum Velocity,Efficient Dirt Particle Removal Range,Size,Working Pressure,Part Gas Council number,Operating Temperature Range (C),Range For Use With,Connection,Thread Standard,Max Set Pressure,Connection Gender,Thread Size,Feature 12,Feature 13,Feature 14,Volume,Physical State / Form,By Model Number,Torque Rating,Position Indicator,Operating Range,Override Type,Running Time Motor,Cable Length (m),Position Feedback,Protection Class,Weight,Attachment 8,Number of Ports,Operator Type,Seal Material,Model For Use With,Spray Angle,Diameter,Air Volume (m3 per s),Capacitance,Feature 15,Feature 16,Area (m2),Output (W),Fuel Type,Fan Speeds,Mounting Type,Feature 17,Feature 18,Refrigerant Suitability,Seasonal Efficiency Energy Label Heating,UK Total Cooling,Seasonal Efficiency Energy Label Cooling,Nominal Heating (kW),Max Sound Pressure,UK Sensible Cooling,Nominal Cooling (kW),Max Airflow (m/min),Fuse Size (A),Pipe Size Diameter - Gas,Pipe Size Diameter - Liquid,Feature 19,Attachment Type,Pipe Diameter,Mains Connection Size and Type,System Connection Size and Type,Drain Connection,Attachment 9,Top Design,Overheat Protection,Programmable,Controls,BTU h,IP Rating,Finish,Max Fill Pressure,Full Load Current A,Thickness,Sector,Flue Type,Flue Diameter,Flue Length,Control Device,Fire Frontage,Flue Size,Material Type,Min Outlet Pressure,Max Outlet Pressure,Feature 20,Feature 21,Feature 22
1012,P581498,JG Underfloor Layflat layflat polybutyle pipe coil 12mmx50m,JG Underfloor,107.11,"Offering improved flexibility compared to standard polybutylene pipe, this JG Layflat 12mm barrier pipe, supplied in a 50M length, helps to make laying long pipe runs and cabling through joists quick and simple. This flexible pipe significantly reduces the need for fittings compared to copper pipe systems, providing savings on cost and labour. Highly convenient, after being removed from its coil, this pipe 'lays flat and stays flat', meaning there's no annoying spring back or wrestling to keep pipe in place. Consisting of five layers, Layflat pipe has a coloured oxygen barrier at its centre, preventing air ingress to reduce costly corrosion on metal components.",Heating/Heating.csv -> JG Underfloor Layflat layflat polybutyle pipe coil 12mmx50m,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/14/99/NW-581498_581499_wm.jpg,,,,,,,,N,,,,,,12BPB-50C,N,,,50M length,"Ultra-flexible pipe for fast, simple cabling",Lightweight pipe material,Resists corrosion and scale build-up,Reduced risk of pin hole leaks and blockages,Pipe elasticity reduces risk of burst pipes in freezing conditions,Significant reduction in water hammer noise,"Safe, non-toxic material","Suitable for long runs, ideal for underfloor heating",Standard UK plumbing sizes for reduced waste,Easy to handle,,Barrier Pipe,,,,,,,Layflat,,,,,,,,,,,,50 m,,,,,,,,,,,,,,,,,,,,,,,,,,,"Won't need flames, flux or chemicals",,,,,,,,,,,,,,,,,,,,,12 mm,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1013,P103067,Grundfos TPD single-stage twin-head pump 400Y 50Hz,Grundfos,2089.6,"This Grundfos TPD single stage, close-coupled, volute pump offers inline suction and discharge ports of identical diameter. Thanks to a top-pull-out design, the power heads (motor, pump head and impeller) of this twin-head pump can be removed while the pump housing remains in the pipework for easy, stress-free servicing and maintenance. Each pump is fitted with an unbalanced rubber bellows seal and a fan-cooled asynchronous motor. It is suitable for commercial air conditioning, heating and hot water recirculation, district cooling and heating, biofuel, desalination and temperature control, industrial boiler systems and heating, drinking water treatment, irrigation and water distribution.",Heating/Heating.csv -> Grundfos TPD single-stage twin-head pump 400Y 50Hz,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/30/67/NW-103067_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/io/ns/Grundfos_TP_TPD_Instructions.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/hu/re/Grundfos_TP_TPE_Brochure.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ti/on/Grundfos_TP_TPD_Installation.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1014,P106149,Grundfos booster pump,Grundfos,43437.0,"A compact assembly, the Grundfos Hydro MPC-E 4 CRIE 10-9 U2 booster set is supplied to DIN standard 1988/T5.",Heating/Heating.csv -> Grundfos booster pump,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/61/49/106149_wm.jpg,,,,,,,,N,,,,,,99208312,N,,,With frequency controlled pumps,Black and stainless steel finish,16 bar pressure rating,,,,,,,,,,Hydro Booster System,,,,,,,,,Black/Stainless Steel,48.4 m³/h,380-415,3,1040,,,50/60,16 bar,N/A,,,,,,,,,,,,,,5.5 kW,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1015,P303461,Siemens Acvatix - SKD low torque spring release actuator 240v,Siemens,477.71,"Suitable for 20mm stroke two and three port valves, the Siemens Acvatix SKD 1000 N low torque electrohydraulic actuator is compatible with valve types VVF, VVG, VXF and VXG used as control or shut-off valves in heating, ventilation or air conditioning systems.",Heating/Heating.csv -> Siemens Acvatix - SKD low torque spring release actuator 240v,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/34/61/NW-303461_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ui/de/Siemens_Acvatix_SKD_Guide.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ti/on/Siemens_SKD_EU-Declaration.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/_e/pd/Siemens_SKD_EPD.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/po/rt/Siemens_SKB-KC-KD_Test_Report.pdf,,,,,,,,,,,,,,,,,,,,,,,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/io/ns/Siemens_SKD_Instructions.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1016,P126224,"Grundfos Magna 1 32-120 F 220 circulating pump 220mm x 1"" 230V PN6/10",Grundfos,1765.6,"A simple solution for basic system control and monitoring, the Grundfos MAGNA1 32 - 120 F circulator pump is ideal for replacing older circulators. Complying with EuP 2015 regulations, MAGNA1 offers high efficiency in main pump, mixing loops and heating surfaces as well as air conditioning surfaces, ground source heat pump systems and small chiller applications. It is suitable for use in commercial air conditioning, heating and hot water recirculation, district cooling and heating, domestic hot water recirculation, heating and cooling and industrial heating.","Heating/Heating.csv -> Grundfos Magna 1 32-120 F 220 circulating pump 220mm x 1"" 230V PN6/10",,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/62/24/NW-126224_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/io/ns/Grundfos_MAGNA1_Model_C_Instructions.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ti/on/Grundfos_MAGNA1_Model_C_Installation.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ic/al/Grundfos_MAGNA1_Model_C_Technical.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/hu/re/Grundfos_MAGNA1_Model_C_Brochure.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1017,P141432,Grundfos Magna 3 D 32-80 180 circulating pump 1 x 230V PN10,Grundfos,2046.0,"Ideal for creating high performance heating and cooling systems, the Grundfos MAGNA3 32 - 80 single phase circulator pump is suitable for new installations and refits, offering excellent efficiency and built-in communication capabilities. With a canned rotor, this pump is a maintenance-free integral unit with no shaft seal and just two gaskets for sealing, while bearings are lubricated by the pumped liquid. Wirelessly connecting with the Grundfos GO Remote app, for advanced reporting and monitoring, MAGNA3 is suitable for mixing loops, heating and air conditioning surfaces, ground source heat pumps and small chillers and includes fieldbus communication via CIM modules as well analogue and digital inputs and configurable relays. Features include FLOWADAPT, reducing the requirement for throttling valves, and a built-in differential pressure and temperature sensor.",Heating/Heating.csv -> Grundfos Magna 3 D 32-80 180 circulating pump 1 x 230V PN10,,MAGNA3 pump;Insulating shells;Gaskets;Quick guide;Safety instructions;1x ALPHA plug,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/14/33/NW-141430_141433_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/hu/re/Grundfos_MAGNA3_Model_D_Brochure.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ti/on/Grundfos_MAGNA3_Installation.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/te/ch/Grundfos_MAGNA3_Model_D_Tech.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/io/ns/Grundfos_MAGNA3_instructions.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1018,P469734,"Goldseal GSVCPI65-80 cpi switch, Closed position indicator switch for 65mm-80mm Goldseal Gas Solenoid valve",Goldseal,67.0,"This Goldseal closed position indicator switch, or CPI switch, is designed for use with the 65 - 80mm Goldseal gas solenoid valve.","Heating/Heating.csv -> Goldseal GSVCPI65-80 cpi switch, Closed position indicator switch for 65mm-80mm Goldseal Gas Solenoid valve",,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/97/34/469730_469734_wm.jpg,,,,,,,,N,,,Stainless Steel,,60,GSVCPI65-80,N,,,Operational voltage of 250Vac 3A,With IP65 enclosure,Stainless steel construction,"1/4"" BSP connection",,,,,,,,,Gas Valve CPI,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,¼ BSP,,,,N/A,,,,BSP,,,,¼,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1019,P733018,Danfoss OD-S 01.25 x 80 s nozzle,Danfoss,7.82,"Suitable for domestic and commercial use, this Danfoss OD-S oil nozzle is designed for use in high-pressure oil burners using light or heavy fuel. This brass nozzle offers an 80° spray angle.",Heating/Heating.csv -> Danfoss OD-S 01.25 x 80 s nozzle,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/30/18/NW-733018_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/hu/re/Danfoss_Burner_Component_Brochure.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ic/al/Danfoss_OD_Technical.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1020,PP05171,"Uponor Vario S FM manifold eurocone 6 x 3/4""",Uponor,254.75,"This Uponor Vario S six port stainless steel manifold is suitable for use in radiant heating and cooling systems. With 3/4"" Eurocone connectors all Uponor pipe dimensions are compatible, making this manifold suitable for all Uponor underfloor heating and cooling systems.","Heating/Heating.csv -> Uponor Vario S FM manifold eurocone 6 x 3/4""",,Manifold;Fill ;drain points;1 inch ball valve;Valve pins for actuator control,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/65/41/1086541_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/s_/pn/Uponor_Smart-S_PN.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ic/al/Uponor_Vario_S_Manifold_Technical.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1021,P301511,Watts Industries Powerseat Eco flanged powerseat valve 80mm 230v,Watts Industries,1842.66,"Offering extremely high flow rates, this electro-hydraulically operated Watts Industries Black Teknigas Powerseat Eco family gas safety shut-off valve is supplied with 80mm connections, removable strainer and a range of switching options. Providing on-off general and safety control of low pressure combustible gases, air and oil, this shut-off valve is suitable for use with 1st (town gas), 2nd (natural gas) and 3rd (LPG) families and offers compatibility with oil with a viscosity of up to 200 seconds Redwood.",Heating/Heating.csv -> Watts Industries Powerseat Eco flanged powerseat valve 80mm 230v,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/15/12/NW-301510_301512_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/rc/hr/WI_Black_Teknigas_Powerseat_Brchr.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1022,P311654,Belimo LF modulating spring-return actuator 230V 4Nm,Belimo,272.0,"Controlling air dampers with cross sections of up to 0.8M², the Belimo LF modulating rotary actuator fail-safe with 4Nm actuating torque is suitable for ventilation and air conditioning systems and for dampers performing protection protocols, such as freezing and smoke detection. Connected with a standard modulating signal of 0 - 10V, this actuator moves the damper to the operating position while tensioning the return spring. The damper is turned back to the fail-safe position by spring force when supply voltage is interrupted.",Heating/Heating.csv -> Belimo LF modulating spring-return actuator 230V 4Nm,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/16/54/NW-311654_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ic/al/Belimo_LF24-SR_Technical.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ti/on/Belimo_LF24-SR_EU-Declaration.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/io/ns/Belimo_LF_Instructions.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1023,P117943,Worcester Bosch Greenskies solar expansion vessel  25ltr Silver,Worcester Bosch,71.3,The Worcester Bosch solar expansion vessel for closed solar systems collects heat transfer medium during heat-up.,Heating/Heating.csv -> Worcester Bosch Greenskies solar expansion vessel  25ltr Silver,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/79/43/NW-117943_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ic/al/WB_Expansion_Vessel_Technical.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1024,P732989,Danfoss EH 01.10 x 60 eh nozzle kerosene,Danfoss,7.82,"Suitable for domestic high-pressure oil burners, this Danfoss EH oil nozzle is designed to operate with kerosene. Fitted with sintered bronze filters, this brass nozzle offers a spray angle of 60°.",Heating/Heating.csv -> Danfoss EH 01.10 x 60 eh nozzle kerosene,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/29/89/NW-732989_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/hu/re/Danfoss_Burner_Component_Brochure.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ic/al/Danfoss_EH_ES_Technical.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1025,P732978,Danfoss ES 01.00 x 60 es nozzle kerosene,Danfoss,7.82,"Suitable for domestic high-pressure oil burners, this Danfoss ES oil nozzle is designed to operate with kerosene. Fitted with sintered bronze filters, this brass nozzle offers a spray angle of 60°.",Heating/Heating.csv -> Danfoss ES 01.00 x 60 es nozzle kerosene,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/29/78/NW-732978_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/hu/re/Danfoss_Burner_Component_Brochure.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ic/al/Danfoss_EH_ES_Technical.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1026,P141677,STRATOS MAXO 40/05-8 R7,Wilo,1339.03,"A highly efficient glandless pump, the Wilo Stratos MAXO 40/05-8 R7 includes an EC motor and electronic power adjustment. This single phase, IPX4D rated pump is suitable for use in cold water, heating water and water/glycol mixtures.",Heating/Heating.csv -> STRATOS MAXO 40/05-8 R7,,IPX4D,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/65/77/NW-146576_146577_wm.jpg,,,,,,,3 Year Limited,N,,,,,,2217950,N,,,Heat quantity measurement,Cooling quantity measurement,Pump automatically deactivates when no flow is detected (No-Flow Stop),"Switchover between heating and cooling mode (automatic, external or manual)",Adjustable volume flow limiter using the Q-Limit function (Qmin. and Qmax.),"Operating modes of twin-head pumps: Efficiency-optimised parallel operation for dp-c and dp-v, main and standby operation",Ability to save and restore configured pump settings (3 restoration points),Fault and warning messages shown in plain text with advice on resolving the issue,Pump venting function for automatic venting of the rotor chamber,Automatic setback operation,Automatic deblocking function and integrated full motor protection,,Circulator Pump,,,,,,,Stratos,,Black / Green / Grey,1.6-5.5 L/sec,230,1,396,750 - 4350,IPX4D,5460,10 bar,REACHCEEACUKCA,,,,,,,,,,,,,,0.28 kW,,,,,,,,,,,,,,Dry-running detection,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1027,P892365,Spirotech SpiroTrap  SV3-028-CUM3 dirt seperater MB3 28mm Filter,Spirotech,128.21,"Effectively protecting your water system for a longer working life, the Spirotech SpiroTrap MB3 dirt separator, with 28mm connections, removes magnetic and non-magnetic dirt particles using unique magnetic field booster technology. Ensuring removal of even the smallest magnetite particles, the SpiroTrap maximises system performance for a longer, more efficient life with less risk of costly damage to important components such as your system's pump.",Heating/Heating.csv -> Spirotech SpiroTrap  SV3-028-CUM3 dirt seperater MB3 28mm Filter,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/23/65/892364_892365_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/hu/re/Spirotech_A4_SpiroTrap_Brochure.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/al/og/Spirotech_Heating_Cooling_Catalog.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ti/on/Spirotech_SpiroTrap_MB3_Installation.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ti/on/Spirotech_Mspirotrap_Installation.pdf,,,,,,,,,,,,,,,,,,,,,,,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ic/al/Spirotech_892365_Technical.pdf,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/te/ch/Spirotech_SpiroTrap_DirtSep-28_Tech.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/fl/et/Spirotech_SpiroTrap_MB3_Leaflet.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1028,P609948,Center heating system cleaner 500ml,Center,82.06,A 500ml supply of Center heating system cleaner.,Heating/Heating.csv -> Center heating system cleaner 500ml,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/39/-1/609939-1_wm.jpg,,,,,,,,N,,,,,,609948 PK,N,,,High performance chemical cleaner,"Removes sludge, debris and scale",Restores heating efficiency of existing systems,Treats 100 litres,Suitable for all heating systems,Environmentally friendly,,,,,,,Cleaner,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1029,PN20915,"JET Range RSYPH brass ring syphon 3/8""",JET Range,181.04,"Jet syphons can be used to condense vapour into liquid before it damages the gauge, to cool the gauge when working on a process involving high temperatures and also, they can be used to change the direction of pipework to a gauge (u-syphon at a right angle).","Heating/Heating.csv -> JET Range RSYPH brass ring syphon 3/8""",,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/09/15/NW-N20915_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/te/ch/Jet_Gauges_Thermometers_Tech.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
