,pid,Title,Brand,Price,Description,category,mfpartnumber,whatisincluded,Image,Attachment 1,Attachment 2,Attachment 3,Attachment 4,Colour,Connection Size,Connection Type,Diameter,Range,Warranty,Weight,Hazardous,Drainage Product Type,Material,Resistance Features,Wall Thickness (mm),Paintable,Standards,Supplier Product Code,WEEE Compliant,Feature 1,Feature 2,Feature 3,Feature 4,Feature 5,Feature 6,Feature 7,Feature 8
61,PF14074,Center CB square extension stop end 112mm White,Center CB,5.25,"Center CB square extension stop end is made of PVC-U. The Center rainwater range allows efficiently channel roof water to the drain across a variety of building types and sizes. Available in either a black rounded profile or a white square profile, this range is designed and engineered to last, withstanding changes in temperature and weather without the joints weakening or separating.",Drainage/Rainwater Guttering and Fittings/Rainwater Guttering and Fittings.csv -> Center CB square extension stop end 112mm White,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/40/74/NW-F14074_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/20/19/Center_CB_DrainageProductGuide_2019.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,
62,PH39153,"Bluebird GWB6 galvanised wire balloon 6""",Bluebird,7.36,"This Bluebird 6"" wire balloon is made of steel with a galvanised finish. It is designed for use in drainage pipes and guttering.","Drainage/Rainwater Guttering and Fittings/Rainwater Guttering and Fittings.csv -> Bluebird GWB6 galvanised wire balloon 6""",,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/91/53/NW-H39153_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/hu/re/Bluebird_Fixings_Brochure.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,
63,PF87107,Calder Code 4 lead flashing 24kg (Code-4) 3mtr x 390mm,Calder,156.66,"The professional's choice for a wide range of applications, this Calder Code 4 3000 x 390mm roofing lead flashing roll is suitable for valley gutters, porches and dormers. Extremely malleable and easy to work with, this hard wearing and high quality 1.8mm thick flashing offers outstanding levels of protection from the elements. Produced to BS EN 12588, Calder Code 4 flashing provides predictable, reliable performance where correctly specified and fitted.",Drainage/Rainwater Guttering and Fittings/Rainwater Guttering and Fittings.csv -> Calder Code 4 lead flashing 24kg (Code-4) 3mtr x 390mm,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/71/08/NW-F87105_F87108_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/hu/re/Calder_Lead-Related_Prods_Brochure.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ui/de/Calder_Roofing_Products_Guide.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ms/ds/Calder_LeadMetalSheet_MSDS.pdf,,,,,,,,,,,,,,,,,,,,,,,,,
64,PF87721,Calder 42130032 lead flashing clips (Pack of 50),Calder,9.79,"Suitable for use with lead flashings, this pack of Calder clips provides a strong, secure alternative to lead wedges, putting less pressure on the surrounding joints. Ensuring a reliable hold on the flashing, these clips also allow for natural thermal expansion.",Drainage/Rainwater Guttering and Fittings/Rainwater Guttering and Fittings.csv -> Calder 42130032 lead flashing clips (Pack of 50),,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/77/21/NW-F87721_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/hu/re/Calder_Lead-Related_Prods_Brochure.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ms/ds/Calder_Lead_Metal_Sheet_MSDS.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,
65,PF14038,Center CB downpipe shoe 68mm Black,Center CB,11.06,"Center CB downpipe shoe is made of PVC-U. The Center rainwater range allows efficiently channel roof water to the drain across a variety of building types and sizes. Available in either a black rounded profile or a white square profile, this range is designed and engineered to last, withstanding changes in temperature and weather without the joints weakening or separating.",Drainage/Rainwater Guttering and Fittings/Rainwater Guttering and Fittings.csv -> Center CB downpipe shoe 68mm Black,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/40/38/NW-F14038_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/20/19/Center_CB_DrainageProductGuide_2019.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,
66,PQ64323,"Wavin Osma SquareLine 90deg squareline angle 4"" Black",Wavin,13.64,"Ideal for domestic use, this Wavin Osma SquareLine 100mm gutter angle is made of black PVC-U and offers a neat, modern rectilinear profile.","Drainage/Rainwater Guttering and Fittings/Rainwater Guttering and Fittings.csv -> Wavin Osma SquareLine 90deg squareline angle 4"" Black",,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/43/23/NW-Q64323_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ms/ds/Wavin_PVC_U_Pipe_&_Fittings_MSDS.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/br/cr/Wavin_Osma_RoundLine_Drainage_Brcr.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ti/on/Wavin_Osma_Rainwater_Installation.pdf,,,,,,,,,,,,,,,,,,,,,,,,,
67,PF67241,Polypipe external stop end gutter 112mm White,Polypipe,8.52,"Made of white PVC-U, this Polypipe 112mm half-round stop end is suitable for use in domestic applications. Polypipe's Rainwater systems range offers versatile, well-designed fittings for both residential and light commercial applications.",Drainage/Rainwater Guttering and Fittings/Rainwater Guttering and Fittings.csv -> Polypipe external stop end gutter 112mm White,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/72/41/NW-F67241_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/20/15/Polypipe_Building_Prod_Guide_May2015.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,
68,PQ64817,"Wavin Osma RoundLine adjustable pipe bracket 2.1/2"" Black",Wavin,7.14,"Ideal for domestic use, this Wavin Osma RoundLine 68mm pipe or socket bracket is made of black PVC-U with a classic half-round profile.","Drainage/Rainwater Guttering and Fittings/Rainwater Guttering and Fittings.csv -> Wavin Osma RoundLine adjustable pipe bracket 2.1/2"" Black",,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/48/17/NW-Q64817_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ms/ds/Wavin_PVC_U_Pipe_&_Fittings_MSDS.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/br/cr/Wavin_Osma_RoundLine_Drainage_Brcr.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/20/20/Wavin_AGBG_Trade_Catalogue_2020.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ti/on/Wavin_Osma_Rainwater_Installation.pdf,,,,,,,,,,,,,,,,,,,,,,,,
69,PQ66645,Wavin Osma DeepLine gutter support bracket White,Wavin,3.58,This Wavin Osma DeepLine 113mm gutter support bracket is made of white PVC-U and is part of a semi-elliptical profile gutter system offering a compact yet high capacity domestic solution designed to cope with increased rainwater.,Drainage/Rainwater Guttering and Fittings/Rainwater Guttering and Fittings.csv -> Wavin Osma DeepLine gutter support bracket White,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/66/45/NW-Q66645_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ms/ds/Wavin_PVC_U_Pipe_&_Fittings_MSDS.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/br/cr/Wavin_Osma_RoundLine_Drainage_Brcr.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ti/on/Wavin_Osma_Rainwater_Installation.pdf,,,,,,,,,,,,,,,,,,,,,,,,,
70,PF14004,Center CB gutter union 112mm,Center CB,6.25,"Center CB gutter union is made of PVC-U. The Center rainwater range allows efficiently channel roof water to the drain across a variety of building types and sizes. Available in either a black rounded profile or a white square profile, this range is designed and engineered to last, withstanding changes in temperature and weather without the joints weakening or separating.",Drainage/Rainwater Guttering and Fittings/Rainwater Guttering and Fittings.csv -> Center CB gutter union 112mm,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/40/04/NW-F14004_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/20/19/Center_CB_DrainageProductGuide_2019.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,
71,PQ66029,Wavin Osma deep line gutter support bracket 113mm Anthracite Grey,Wavin,3.58,"Designed to support high capacity DeepLine guttering, this Wavin Osma DeepLine 113mm support bracket is part of a comprehensive range suitable for installation with RoundLine downpipe. Affixed to fascia board, this bracket is supplied with three fixing points for reliable security.",Drainage/Rainwater Guttering and Fittings/Rainwater Guttering and Fittings.csv -> Wavin Osma deep line gutter support bracket 113mm Anthracite Grey,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/60/29/Q66029_wm.jpg,,,,,Anthracite Grey,113mm,Wall mounted,113mm,Osma,12 Months,0.043 kg,N,Rainwater bracket,PVC-U,n/a,3.5,No,BS EN 1462: 2004,9T919AG,N,Supports DeepLine guttering,To be fixed a maximum of 1M apart,Fix a maximum of 600mm apart for snow loading,With 3x fixing points for secure fitting,PVC-u construction,Anthracite grey finish,Meets BS EN 1462: 2004,12 month warranty
72,PQ64570,Wavin Osma RoundLine 0T986B built-in spike 300mm Black,Wavin,13.2,"This Wavin Osma RoundLine 300mm built-in spike offers 68mm push-fit connections. Made of smooth steel, this fitting is part of the classic half-round RoundLine guttering system designed for domestic installation.",Drainage/Rainwater Guttering and Fittings/Rainwater Guttering and Fittings.csv -> Wavin Osma RoundLine 0T986B built-in spike 300mm Black,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/45/70/Q64570_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/hu/re/Wavin_BelowGroundDrainage_Brochure.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,
73,PF14014,Center CB extension stop end 112mm,Center CB,4.95,"Center CB extension stop is made of PVC-U. The Center rainwater range allows efficiently channel roof water to the drain across a variety of building types and sizes. Available in either a black rounded profile or a white square profile, this range is designed and engineered to last, withstanding changes in temperature and weather without the joints weakening or separating.",Drainage/Rainwater Guttering and Fittings/Rainwater Guttering and Fittings.csv -> Center CB extension stop end 112mm,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/40/14/NW-F14014_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/20/19/Center_CB_DrainageProductGuide_2019.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,
74,PF14010,Center CB 90deg angle 112mm,Center CB,11.46,"Center CB bend is made of PVC-U. The Center rainwater range allows efficiently channel roof water to the drain across a variety of building types and sizes. Available in either a black rounded profile or a white square profile, this range is designed and engineered to last, withstanding changes in temperature and weather without the joints weakening or separating.",Drainage/Rainwater Guttering and Fittings/Rainwater Guttering and Fittings.csv -> Center CB 90deg angle 112mm,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/40/10/NW-F14010_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/20/19/Center_CB_DrainageProductGuide_2019.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,
75,PF68569,Polypipe Polyflow deep rise and fall bracket 75mm,Polypipe,28.71,"Suitable for domestic use, this Polypipe rise and fall bracket is made of steel and incorporates 117mm push-fit connections.",Drainage/Rainwater Guttering and Fittings/Rainwater Guttering and Fittings.csv -> Polypipe Polyflow deep rise and fall bracket 75mm,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/85/69/NW-F68569_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/er/ti/Polypipe_Rainwater_System_BBA_Certi.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,
76,PW50410,"Alumasc Heritage plain gutter 6 x 4"" x 6ft",Alumasc,171.62,"Manufactured in aluminium, this Alumasc Heritage 150mm moulded gutter with 150 x 100mm spigot x spigot connections has been designed to blend effortlessly into traditionally designed properties, offering architectural features appropriate to period builds while providing reliable suitability for contemporary fast-track building contracts.","Drainage/Rainwater Guttering and Fittings/Rainwater Guttering and Fittings.csv -> Alumasc Heritage plain gutter 6 x 4"" x 6ft",,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/04/10/NW-W50410_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ti/on/Alumasc_Heritage_Gutter_Installation.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/hu/re/Alumasc_All_Guttering_Brochure.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ms/ds/Harmer_Alumasc_M001RW_MSDS.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/st/al/AlumascHeritage_RainwaterPipe_Instal.pdf,,,,,,,,,,,,,,,,,,,,,,,,
77,PF62738,Polypipe Rise and Fall Bracket (Galvanised),Polypipe,22.87,"Suitable for domestic use, this Polypipe rise and fall bracket is made of galvanised steel.",Drainage/Rainwater Guttering and Fittings/Rainwater Guttering and Fittings.csv -> Polypipe Rise and Fall Bracket (Galvanised),,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/27/38/NW-F62738_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/hu/re/Polypipe_Plumbing&Heating_Brochure.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,
78,PQ64335,"Wavin Osma SquareLine squareline pipe connector 2.1/4"" Black",Wavin,12.83,"Ideal for domestic use, this Wavin Osma SquareLine 61mm pipe connector and bracket is made of black PVC-U and offers a neat, modern rectilinear profile.","Drainage/Rainwater Guttering and Fittings/Rainwater Guttering and Fittings.csv -> Wavin Osma SquareLine squareline pipe connector 2.1/4"" Black",,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/43/35/NW-Q64335_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ms/ds/Wavin_PVC_U_Pipe_&_Fittings_MSDS.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/br/cr/Wavin_Osma_RoundLine_Drainage_Brcr.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ti/on/Wavin_Osma_Rainwater_Installation.pdf,,,,,,,,,,,,,,,,,,,,,,,,,
79,PQ64329,"Wavin Osma SquareLine squareline external stop end 4"" Black",Wavin,6.23,"Ideal for domestic use, this Wavin Osma SquareLine 100mm stop end is made of black PVC-U and offers a neat, modern rectilinear profile.","Drainage/Rainwater Guttering and Fittings/Rainwater Guttering and Fittings.csv -> Wavin Osma SquareLine squareline external stop end 4"" Black",,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/43/29/NW-Q64329_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ms/ds/Wavin_PVC_U_Pipe_&_Fittings_MSDS.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/br/cr/Wavin_Osma_RoundLine_Drainage_Brcr.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ti/on/Wavin_Osma_Rainwater_Installation.pdf,,,,,,,,,,,,,,,,,,,,,,,,,
80,PQ62787,Wavin Osma SquareLine pipe bracket spacer Black,Wavin,6.82,"Ideal for domestic use, this Wavin Osma SquareLine 70mm pipe bracket spacer is made of black PVC-U and offers a neat, modern rectilinear profile. This spacer is for use with the 4T834 pipe bracket, 4T823 pipe connector/bracket, 4T832 pipe shoe/bracket, 4T858 offset pipe with access and 4T855 access pipe.",Drainage/Rainwater Guttering and Fittings/Rainwater Guttering and Fittings.csv -> Wavin Osma SquareLine pipe bracket spacer Black,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/27/87/NW-Q62787_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ms/ds/Wavin_PVC_U_Pipe_&_Fittings_MSDS.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/br/cr/Wavin_Osma_RoundLine_Drainage_Brcr.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ti/on/Wavin_Osma_Rainwater_Installation.pdf,,,,,,,,,,,,,,,,,,,,,,,,,
81,PF67752,Polypipe rainwater square downpipe 65mm x 5.5mtr Black,Polypipe,92.25,"Made of PVCu, this Polypipe 65mm square rainwater downpipe is suitable for use in domestic applications.",Drainage/Rainwater Guttering and Fittings/Rainwater Guttering and Fittings.csv -> Polypipe rainwater square downpipe 65mm x 5.5mtr Black,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/77/52/NW-F67752_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/20/15/Polypipe_Building_Prod_Guide_May2015.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,
82,PF68586,Polypipe Polyflow deep external stop end 75mm Black,Polypipe,11.91,"Suitable for domestic use, this Polypipe 117mm push-fit stop end is made of black PVC-U.",Drainage/Rainwater Guttering and Fittings/Rainwater Guttering and Fittings.csv -> Polypipe Polyflow deep external stop end 75mm Black,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/85/86/NW-F68586_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/er/ti/Polypipe_Rainwater_System_BBA_Certi.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,
83,PW51801,Alumasc Aqualine EBG14/3MAPPC gutter assembly 140 x 100mm,Alumasc,308.55,"Made of extruded aluminium, this Alumasc Aqualine 100mm diameter gutter assembly is a compact, efficient rainwater system designed to enhance the appearance of a contemporary building. Incorporating push-fit connections for ease of installation, this gutter assembly combines smooth lines with detailing to create an attractive feature without compromising on performance.",Drainage/Rainwater Guttering and Fittings/Rainwater Guttering and Fittings.csv -> Alumasc Aqualine EBG14/3MAPPC gutter assembly 140 x 100mm,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/18/01/NW-W51800_W51801_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ta/ll/Alumasc_Flushjoint_Rain_Pipe_Install.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/hu/re/Alumasc_Rainwater_Technical_Brochure.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ms/ds/Harmer_Alumasc_M001RW_MSDS.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/hu/re/Alumasc_All_Guttering_Brochure.pdf,,,,,,,,,,,,,,,,,,,,,,,,
84,PQ64814,"Wavin Osma RoundLine 135deg angle 4.1/2"" Black",Wavin,16.33,"Ideal for domestic use, this Wavin Osma RoundLine 112mm gutter angle is made of black PVC-U with a classic half-round profile.","Drainage/Rainwater Guttering and Fittings/Rainwater Guttering and Fittings.csv -> Wavin Osma RoundLine 135deg angle 4.1/2"" Black",,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/48/14/NW-Q64814_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ms/ds/Wavin_PVC_U_Pipe_&_Fittings_MSDS.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/br/cr/Wavin_Osma_RoundLine_Drainage_Brcr.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/20/20/Wavin_AGBG_Trade_Catalogue_2020.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ti/on/Wavin_Osma_Rainwater_Installation.pdf,,,,,,,,,,,,,,,,,,,,,,,,
85,PQ64625,Wavin Osma SuperLine gutter support Black,Wavin,4.51,"Made of black PVC-U, this Wavin Osma SuperLine 125mm gutter support bracket is part of a range designed to offer a classic half-round system for use in large domestic or small commercial buildings.",Drainage/Rainwater Guttering and Fittings/Rainwater Guttering and Fittings.csv -> Wavin Osma SuperLine gutter support Black,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/46/25/NW-Q64625_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ms/ds/Wavin_PVC_U_Pipe_&_Fittings_MSDS.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/br/cr/Wavin_Osma_RoundLine_Drainage_Brcr.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,
86,PF67956,Polypipe square running outlet 112mm Black,Polypipe,14.04,"Suitable for domestic use, this Polypipe 112mm square running outlet is made of black PVC-U.",Drainage/Rainwater Guttering and Fittings/Rainwater Guttering and Fittings.csv -> Polypipe square running outlet 112mm Black,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/79/56/NW-F67956_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/20/15/Polypipe_Building_Prod_Guide_May2015.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,
87,PQ66640,Wavin Osma DeepLine 9T904W 45deg gutter angle White,Wavin,18.72,This Wavin Osma DeepLine 113mm 45° gutter angle in white plastic is part of the robust and compact semi-elliptical DeepLine guttering system. This system is designed to cope with high rainwater capacities in domestic installations.,Drainage/Rainwater Guttering and Fittings/Rainwater Guttering and Fittings.csv -> Wavin Osma DeepLine 9T904W 45deg gutter angle White,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/66/40/Q66640_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/hu/re/Wavin_BelowGroundDrainage_Brochure.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ms/ds/Wavin_PVC_MSDS.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,
