,pid,Title,Brand,Price,Description,category,mfpartnumber,whatisincluded,Image,Attachment 1,Attachment 2,Attachment 3,Attachment 4,Colour,Range,Warranty,Hazardous,Depth (mm),Pre-Drilled Waste Hole,Pre-Drilled Overflow,Anti Slip Surface,Grips or Handles,Material,Number of Tap Holes,Shape,Fittings Included,Supplier Product Code,WEEE Compliant,Capacity Litre,Feature 1,Feature 2,Feature 3,Anti Slip,Grip Holes,Position,Tap Holes,Feature 4,Feature 5,Feature 6,Thickness,Feature 7,Feature 8,Grips/Handles,Type,Material Type,Style,Weight,Height (mm)
23,PJ43900,Kaldewei Saniform Plus 2 tap hole bath 1800 x 800mm White,Kaldewei,339.42,"Made of strong steel enamel, the Kaldewei Saniform Plus 375-1 bath is ergonomically designed for comfortable bathing, with the waste at foot end,eaving you with plenty of reclining space at the wide head end of the bath with its broad back rest.",Bathrooms and Kitchens/Baths and Bath Panels/Single Ended Baths/Single Ended Baths.csv -> Kaldewei Saniform Plus 2 tap hole bath 1800 x 800mm White,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/39/00/NW-J43900_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ic/al/Kaldewei_Saniform_Technical.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/hu/re/Kaldewei_Brochure.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ic/al/Kaldewei_SaniformPlus_Technical.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
24,PA02603,Ideal Standard Simplicity 2 tap hole anti-slip bath with grips 1700 x 700mm White,Ideal Standard,381.81,"Supplied with chrome-plated grips for extra safety, security and peace of mind, this Ideal Standard Simplicity steel bath measures 1700 x 700mm. Made of a highly engineered steel finished in classic white, this bath provides strength and long-lasting durability in addition to easy cleaning.",Bathrooms and Kitchens/Baths and Bath Panels/Single Ended Baths/Single Ended Baths.csv -> Ideal Standard Simplicity 2 tap hole anti-slip bath with grips 1700 x 700mm White,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/26/04/NW-A02601_A02604_wm.jpg,,,,,White,Simplicity+,,N,,Yes,Yes,,,,,,,A02603 PK,N,,For domestic and commercial use,Standard gauge steel,Slip-resistant base,Y,Y,Left,Two,With 2x tap holes,With pre-drilled waste and overflow,Includes grips,,,,,,,,,
25,PA03223,Nabis Campbell shower bath left hand J-shape 1700x750mm white,Nabis,223.93,"The understated Nabis Campbell 1700mm acrylic J-shapedeft hand bath is designed for modern bathrooms where space is at a premium. With a single comfortable back rest end, this bath is supplied without tap holes allowing you to select and install your preferred tap set-up, whether deck or wall-mounted, mixer or separates.",Bathrooms and Kitchens/Baths and Bath Panels/Single Ended Baths/Single Ended Baths.csv -> Nabis Campbell shower bath left hand J-shape 1700x750mm white,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/32/24/NW-A03223_A03224_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ic/al/Nabis_CampbellSinglEndBath_Technical.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ta/ll/Nabis_StdDoubleEndLShapeBath_Install.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/20/20/Nabis_Baths-Screens_Matrix_21Feb2020.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ti/on/Nabis_Shaped_Bath_Panel_Installation.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
26,PJ43955,Kaldewei Eurowa 2 tap hole anti-slip bath with grip holes 1700 x 700mm,Kaldewei,158.6,"Tough andongasting, the Kaldewei Eurowa 312 1700mm bath is made of a highly resistant steel enamel, standing up to scratches, abrasion and acid.",Bathrooms and Kitchens/Baths and Bath Panels/Single Ended Baths/Single Ended Baths.csv -> Kaldewei Eurowa 2 tap hole anti-slip bath with grip holes 1700 x 700mm,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/39/55/NW-J43955_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ic/al/Kaldewei_Eurowa_Technical.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
27,PB61002,Nabis Steel Bath 2 tap hole anti slip steel bath 1700mm White,Nabis,210.23,"Made of robust, rigid enamelled steel, this Nabis 1700mm rectangular bath offers a long lasting clean appearance. Designed with an anti-slip surface, this bath also includes holes for hand grips (grips sold separately), providing users with extra stability when getting in and out of the bath. Two pre-drilled tap holes, an overflow and waste hole are included for ease of installation.",Bathrooms and Kitchens/Baths and Bath Panels/Single Ended Baths/Single Ended Baths.csv -> Nabis Steel Bath 2 tap hole anti slip steel bath 1700mm White,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/10/02/NW-B61002_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/t_/v1/Nabis Steel Bath Product Data Sheet v1.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/20/18/Nabis_Care_Instructions_22Aug2018.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
28,PU17333,Trojan Granada two tap holes bath with twin grip 1675 x 700 x 8mm,Trojan,226.51,"Measuring 700 x 1675mm, the Trojan Granada twin gripped white bath with textured base, is robust and sturdy, ideal for use in busy homes. This bath is suitable for use with standard rectangular, vinyl-wrapped high gloss MDF and is compatible with the single piece Trojan EPS tiling board.",Bathrooms and Kitchens/Baths and Bath Panels/Single Ended Baths/Single Ended Baths.csv -> Trojan Granada two tap holes bath with twin grip 1675 x 700 x 8mm,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/73/34/NW-U17333_U17334_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/hu/re/Trojan_Collection_Brochure.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
29,PB61015,Nabis Steel Bath two tap hole steel bath with anti slip with twin grip 1500 x 700mm white,Nabis,165.84,"This Nabis 1500mm rectangular bath is made using porcelain enamelled steel with a rust-proof coating for aonger, cleanerife and comes complete with bolt-onegs and hand grips for secure use.",Bathrooms and Kitchens/Baths and Bath Panels/Single Ended Baths/Single Ended Baths.csv -> Nabis Steel Bath two tap hole steel bath with anti slip with twin grip 1500 x 700mm white,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/10/15/NW-B61010_B61015_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/io/ns/Roca_Care_Instructions.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ic/al/Nabis_Steel_Baths_Technical.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
30,PB61012,Nabis Steel Bath 2 tap hole anti slip steel bath with twin grip 1600mm White,Nabis,210.23,"Made of robust, rigid enamelled steel, this Nabis 1600mm rectangular bath offers a long lasting clean appearance. Designed with an anti-slip surface, this bath also includes holes for hand grips, providing users with extra stability when getting in and out of the bath. Two pre-drilled tap holes, an overflow and waste hole are included for ease of installation.",Bathrooms and Kitchens/Baths and Bath Panels/Single Ended Baths/Single Ended Baths.csv -> Nabis Steel Bath 2 tap hole anti slip steel bath with twin grip 1600mm White,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/10/15/NW-B61010_B61015_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/io/ns/Roca_Care_Instructions.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/t_/v1/Nabis Steel Bath Product Data Sheet v1.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
31,PD81448,Ideal Standard i.Life double ended bath 1700 x 750mm White,Ideal Standard,336.07,"Double-ended for complete comfort, the Ideal Standard i.Life acrylic bath has no pre-drilled tapholes making it ideal for fitting with floorstanding standpipe-style taps or under a wall-mounted bath filler. Measuring 1700 x 750mm, this bath has a standard rectangular shape to suit any bathroom.",Bathrooms and Kitchens/Baths and Bath Panels/Single Ended Baths/Single Ended Baths.csv -> Ideal Standard i.Life double ended bath 1700 x 750mm White,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/14/48/D81448_wm.jpg,,,,,White,iLIFE,25 Years,N,745,Yes,Yes,No,No,Acrylic,0,Rectangular,No,T531601,N,139 l,Suitable for domestic or hotel use,Supplied without tapholes,Idealform,,,,,Double ended design,Acrylic construction,White colour,30 mm,139L capacity,25 year warranty,,,,,,
32,PD03918,Ideal Standard Tempo Arc no tap hole water saving bath 1700 x 700mm White,Ideal Standard,201.81,"The minimalist, robust Ideal Standard Tempo Arc 540mm deep acrylic bath is designed to sit well with other products in the Tempo range with Ideal Form and Ideal Form Plus+ versions available.",Bathrooms and Kitchens/Baths and Bath Panels/Single Ended Baths/Single Ended Baths.csv -> Ideal Standard Tempo Arc no tap hole water saving bath 1700 x 700mm White,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/39/18/NW-D03918_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ic/al/IS_E256501_Technical.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
33,PD03916,Ideal Standard Tempo Arc no tap hole bath 1700 x 700mm White,Ideal Standard,201.81,"The minimalist, robust Ideal Standard Tempo Arc 540mm deep acrylic bath is designed to sit well with other products in the Tempo range with Ideal Form and Ideal Form Plus+ versions available.",Bathrooms and Kitchens/Baths and Bath Panels/Single Ended Baths/Single Ended Baths.csv -> Ideal Standard Tempo Arc no tap hole bath 1700 x 700mm White,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/39/16/NW-D03916_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ic/al/IS_E256301_Technical.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
34,PB61013,Nabis Steel Bath 2 tap hole anti slip steel bath 1500mm White (bath only),Nabis,201.22,"Made of robust, rigid enamelled steel, this Nabis 1500mm rectangular bath offers a long lasting clean appearance. Designed with an anti-slip surface, this bath also includes holes for hand grips, providing users with extra stability when getting in and out of the bath. Two pre-drilled tap holes, an overflow and waste hole are included for ease of installation.",Bathrooms and Kitchens/Baths and Bath Panels/Single Ended Baths/Single Ended Baths.csv -> Nabis Steel Bath 2 tap hole anti slip steel bath 1500mm White (bath only),,Bath only,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/10/15/NW-B61010_B61015_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/t_/v1/Nabis Steel Bath Product Data Sheet v1.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/20/18/Nabis_Care_Instructions_22Aug2018.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
35,PA02604,Ideal Standard Simplicity 2 tap hole anti-slip bath with grips 1700 x 700mm 130ltr,Ideal Standard,381.81,"Supplied with chrome-plated grips for extra safety, security and peace of mind, this Ideal Standard Simplicity steel bath measures 1700 x 700mm. Made of a highly engineered steel finished in classic white, this bath provides strength and long-lasting durability in addition to easy cleaning.",Bathrooms and Kitchens/Baths and Bath Panels/Single Ended Baths/Single Ended Baths.csv -> Ideal Standard Simplicity 2 tap hole anti-slip bath with grips 1700 x 700mm 130ltr,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/26/04/NW-A02601_A02604_wm.jpg,,,,,White,Simplicity+,,N,,Yes,Yes,,,,,,,A02604 PK,N,,For domestic and commercial use,With 2x tap holes,Anti-slip finish,Y,Y,Left,Two,Porcelain enamelled steel build,With pre-drilled waste and overflow,Includes legs,,,,,,,,,
36,PA03206,Nabis Bardot single ended bath round 1500x700mm white,Nabis,162.84,"Simple and elegant, the Nabis Bardot 1500mm acrylic bath is designed for maximum comfort. With a single comfortable back rest end, this bath is supplied without tap holes allowing you to select and install your preferred tap set-up, whether deck or wall-mounted, mixer or separates.",Bathrooms and Kitchens/Baths and Bath Panels/Single Ended Baths/Single Ended Baths.csv -> Nabis Bardot single ended bath round 1500x700mm white,,Bath;All fittings,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/32/06/NW-A03204_A03206_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ta/ll/Nabis_StdDoubleEndLShapeBath_Install.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/20/20/Nabis_Baths-Screens_Matrix_21Feb2020.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ti/on/Nabis_StandardBathPanel_Installation.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ic/al/Nabis_BardotSingleEndBath_Technical.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
37,PA03226,Nabis Minelli bath left hand space saver 1690x700x500mm white,Nabis,226.1,"Nabis Minelli bath is made of acrylic, ideal for bathrooms with limited space but where design is important. It provides a single backrest designed for comfort. The Minelli bath comes without pre-drilled tap holes, allowing free choice over accompanying tap placement.",Bathrooms and Kitchens/Baths and Bath Panels/Single Ended Baths/Single Ended Baths.csv -> Nabis Minelli bath left hand space saver 1690x700x500mm white,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/32/27/NW-A03226_A03227_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ta/ll/Nabis_StdDoubleEndLShapeBath_Install.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/20/20/Nabis_Baths-Screens_Matrix_21Feb2020.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ic/al/Nabis_MinelliSingleEndBath_Technical.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ti/on/Nabis_Shaped_Bath_Panel_Installation.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
38,PD09653,Ideal Standard Sandringham 21 bath including twin grips 1700mm White,Ideal Standard,158.88,"With its updated interior shape, the 1700mm Ideal Standard Sandringham 21 bath provides the most comfortable bathing position yet. With a tread pattern and chrome-plated handgrips, this bath provides additional stability during use.",Bathrooms and Kitchens/Baths and Bath Panels/Single Ended Baths/Single Ended Baths.csv -> Ideal Standard Sandringham 21 bath including twin grips 1700mm White,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/96/53/NW-D09653_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/hu/re/Armitage_Shanks_MENA_Edi1_Brochure.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ic/al/IS_E028301_Technical.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
39,PA02608,Ideal Standard Sandringham 21 S183501 two tap hole bath with anti slipand twin grip 1700 x 700mm White,Ideal Standard,381.81,"Part of the wider Sandringham 21 suite of bathroom furniture, the Ideal Standard Sandringham 21 1700 x 700 x 390mm steel bath helps you to maintain a streamlined look in a new bathroom. Highly engineered, this white steel bath offers reliable strength, durability and ease of cleaning.",Bathrooms and Kitchens/Baths and Bath Panels/Single Ended Baths/Single Ended Baths.csv -> Ideal Standard Sandringham 21 S183501 two tap hole bath with anti slipand twin grip 1700 x 700mm White,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/26/09/NW-A02606_A02609_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/te/ch/Ideal_Sandringham_21_170cmx70cm_Tech.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
40,PD00767,Roca Gap no tap hole bath 1700 x 700mm White,Roca,312.72,A Roca Gap 540 x 1700mm white finish acrylic bath.,Bathrooms and Kitchens/Baths and Bath Panels/Single Ended Baths/Single Ended Baths.csv -> Roca Gap no tap hole bath 1700 x 700mm White,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/07/67/NW-D00767_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ic/al/D00767_Technical.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
41,PD00969,Kaldewei Saniform 2 tap hole bath with twin grip 1700 x 700mm White,Kaldewei,221.31,"Made of tough steel with a simple white finish, this Kaldewei Saniform 1700 x 700mm bath has a foot-end waste and broad back space for more comfortable bathing. Offering a generous 181L capacity, the Saniform is supplied with grip holes and two tap holes.",Bathrooms and Kitchens/Baths and Bath Panels/Single Ended Baths/Single Ended Baths.csv -> Kaldewei Saniform 2 tap hole bath with twin grip 1700 x 700mm White,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/09/69/NW-D00968_D00969_wm.jpg,,,,,White,Saniform+,30 Year,N,400,Yes,Yes,Yes,Yes,Steel,2,Rectangular,Yes,111834350001,N,181 l,One-seater bath with waste at foot end,Classic four-cornered model,Made of kaldewei steel enamel,Y,Y,Right,Two,Also available with grips,,,,,,Y,Straight,,,,
42,PA09200,Twyford Signature 2 tap hole acrylic bath including twin grips 1700mm White/Chrome Plated,Twyford,266.8,"Tough and rigid, the Twyford Signature 1700 x 700 x 380mm bath is made of white acrylic with full fibreglass reinforcement. A wooden baseboard and wooden or steel frame offers extra strength for a tub that withstands regular use in a busy family bathroom.",Bathrooms and Kitchens/Baths and Bath Panels/Single Ended Baths/Single Ended Baths.csv -> Twyford Signature 2 tap hole acrylic bath including twin grips 1700mm White/Chrome Plated,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/92/00/NW-A09200_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/hu/re/Twyford_WaterSaving_Brochure.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/hu/re/Twyford_ForLifeBathrooms_Brochure.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ic/al/Twyford_Signatr_1700_700_Technical.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
43,PD00679,Roca Carla 2 tap hole anti-slip eco bath without grips 1700 x 700mm,Roca,272.68,"Made of steel, the robust porcelain enamelled Roca Carla 1700mm bath is part of a wider Roca collection designed to suit any bathroom, offering a combination of style, practicality and innovative technology.",Bathrooms and Kitchens/Baths and Bath Panels/Single Ended Baths/Single Ended Baths.csv -> Roca Carla 2 tap hole anti-slip eco bath without grips 1700 x 700mm,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/06/79/NW-D00679_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ic/al/Roca_2215L3000_Technical.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ti/on/Roca_2215L3000_Installation.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
44,PD03930,Ideal Standard Tempo Cube no tap hole form+ bath 1700 x 700mm White,Ideal Standard,470.28,"Designed with understated minimalism, the Ideal Standard Tempo Cube bath is perfect for modern bathrooms. Constructed using Ideal Form Plus+, this 700mm wide bath offers exceptionalevels of strength and rigidity forongasting reliability.",Bathrooms and Kitchens/Baths and Bath Panels/Single Ended Baths/Single Ended Baths.csv -> Ideal Standard Tempo Cube no tap hole form+ bath 1700 x 700mm White,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/39/30/NW-D03930_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ic/al/IS_E258501_Technical.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
45,PA08100,Twyford Neptune 2 tap hole anti-slip bath including twin grips 1700 x 700mm White,Twyford,270.75,"Reliably rigid and built for longevity, the Twyford Neptune 1700 x 700 x 384mm bath is made of 2.3mm gauge steel with a white finish. For peace of mind, this bath has a slip-resistant standing area and is supplied with grips for safer use by every member of the family. Suitable for installation along with a folding or fixed bath screen, this two tap hole bath is fitted by screwing directly to the floor and securing to the wall using the provided clips.",Bathrooms and Kitchens/Baths and Bath Panels/Single Ended Baths/Single Ended Baths.csv -> Twyford Neptune 2 tap hole anti-slip bath including twin grips 1700 x 700mm White,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/81/00/NW-A08100_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ic/al/Twyford_Neptune_1700_700_Technical.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/hu/re/Twyford_ForLifeBathrooms_Brochure.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/st/al/Twyford_Neptune_Baths_Instal.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
46,PD00968,Kaldewei Saniform 2 tap hole bath 1600 x 700mm White,Kaldewei,233.34,"A classic ergonomic design, the Kaldewei Saniform 1600 x 700 x 410mm bath is built with the waste positioned at the foot end. Made of robust steel, this white bath is built to last and has been designed to offer a particularly broad back rest for the ultimate in bathing comfort.",Bathrooms and Kitchens/Baths and Bath Panels/Single Ended Baths/Single Ended Baths.csv -> Kaldewei Saniform 2 tap hole bath 1600 x 700mm White,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/09/69/NW-D00968_D00969_wm.jpg,,,,,White,Saniform+,30 Year,N,410,Yes,Yes,Yes,No,Steel,2,Rectangular,No,111734350001,N,111 l,Two tap holes,Grip holes pre-drilled (not shown in image),Range of colours available,Y,N,Right,Two,Ergonomic design,,,,,,N,Ergonomic,Steel,Rectangular,47000.00000,545-560
47,PA01898,Twyford Celtic 2 tap hole anti-slip bath including twin grips 1500mm White,Twyford,244.66,"Supplied with a fast fixing set for ease of installation, the Twyford Celtic BS1472WH 1500mm bath also includes twin hand grips and a slip-resistant surface for secure use, especially when getting in and out of the bath. Made of robust steel, this 540mm deep, two tap hole bath is suitable for over-bath showering and is made to withstand high levels of use.",Bathrooms and Kitchens/Baths and Bath Panels/Single Ended Baths/Single Ended Baths.csv -> Twyford Celtic 2 tap hole anti-slip bath including twin grips 1500mm White,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/18/98/NW-A01898_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/wi/ng/Twyford_BS1472WH_Drawing.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ca/te/Twyford_DOP17_Baths_Certificate.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ti/on/Twyford_BS1572WH_Instruction.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ic/al/Twyford_BS1472WH_Technical.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
