,pid,Title,Brand,Price,Description,category,mfpartnumber,whatisincluded,Image,Attachment 1,Attachment 2,Attachment 3,Attachment 4,Attachment 5,Attachment 6,Attachment 7,Colour,Range,Hazardous,Supplier Product Code,WEEE Compliant,Feature 1,Feature 2,Feature 3,Feature 4,Feature 5,Feature 6,Feature 7,Feature 8,Feature 9,Watts,BTU h,Type
171,P276368,Stelrad Classic Compact 900 K2 radiator 400mm 3269 BTU/h,Stelrad,104.28,"Ideal for homes where space is at a premium, this Stelrad Classic Compact 900 K2 radiator measures 400mm yet offers a generous heat output of 3269 BTU/h. A traditional design made of robust steel, this radiator offers easy installation thanks to its integrated top grille and side panels and tough brackets. A nickel-plated plug and vent ensures reliable jointing while offering an attractive finish.",Radiators/Central Heating Radiators/Panel Radiators/Double panel double convector K2 radiators (Type 22)/Double panel double convector K2 radiators (Type 22).csv -> Stelrad Classic Compact 900 K2 radiator 400mm 3269 BTU/h,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/_9/00/Stelrad_Compact_900_wm.jpg,,,,,,,,Traffic White,Classic Compact 900,N,3092204,N,Double convector type,Traditional design,Guaranteed to perform to a maximum pressure of 116 psi,Integrated top grille and side panels eradicate movement,"Tight professional fit will remain in place after storage, transport and installation",Convectors precision-welded directly onto waterways for efficiency and economy,Nickel-plated plug and vent for watertight joint,Strong brackets with open top and deep slots for secure installation,10 year warranty,,,
172,P267537,"Myson Premier HE DC 4 tapping radiator 27 x 37""",Myson,723.3,"With a design suited to any interior, the Myson Premier HE double convertor tapping radiator offers safety, style and comfort all in one. Finished in neat, clean white, this horizontal unit measures 37 x 27"".","Radiators/Central Heating Radiators/Panel Radiators/Double panel double convector K2 radiators (Type 22)/Double panel double convector K2 radiators (Type 22).csv -> Myson Premier HE DC 4 tapping radiator 27 x 37""",,Double convertor tapping radiator;Wall bracket;Air vent,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/75/37/NW-267537_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ic/al/Myson_Premeir_HE_Technical.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/an/ce/Myson_Declaration_Of_Performance.pdf,,,,,,,,,,,,,,,,,,,,,,
173,P207449,"Myson Premier HE DC 2 tapping radiator 21"" x 49""",Myson,729.83,"With a design suited to any interior, the Myson Premier HE double convertor tapping radiator offers safety, style and comfort all in one. Finished in neat, clean white, this horizontal unit measures 49 x 21"".","Radiators/Central Heating Radiators/Panel Radiators/Double panel double convector K2 radiators (Type 22)/Double panel double convector K2 radiators (Type 22).csv -> Myson Premier HE DC 2 tapping radiator 21"" x 49""",,Double convertor tapping radiator;Wall bracket;Air vent,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/74/49/NW-207449_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ic/al/Myson_Premeir_HE_Technical.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/an/ce/Myson_Declaration_Of_Performance.pdf,,,,,,,,,,,,,,,,,,,,,,
174,P267525,"Myson Premier HE DC 4 tapping radiator 27 x 25""",Myson,493.25,"With a design suited to any interior, the Myson Premier HE double convertor tapping radiator offers safety, style and comfort all in one. Finished in neat, clean white, this unit measures 25 x 27"".","Radiators/Central Heating Radiators/Panel Radiators/Double panel double convector K2 radiators (Type 22)/Double panel double convector K2 radiators (Type 22).csv -> Myson Premier HE DC 4 tapping radiator 27 x 25""",,Double convertor tapping radiator;Wall bracket;Air vent,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/75/25/NW-267525_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ic/al/Myson_Premeir_HE_Technical.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/an/ce/Myson_Declaration_Of_Performance.pdf,,,,,,,,,,,,,,,,,,,,,,
175,P224150,Myson Premier Metric SC 4 tapping radiator 600 x 1800mm,Myson,224.21,"Smoothly designed without sharp edges, the smartly elegant Myson Premier Metric single convector radiator is well-suited to both modern and period interiors. Finished in a white epoxy polyester coating, this 600 x 1800mm radiator is made of robust steel for long lasting practicality. Delivering a heat output of 5879 BTU/h, the Premier Metric is a practical choice for comfortable heating.",Radiators/Central Heating Radiators/Panel Radiators/Double panel double convector K2 radiators (Type 22)/Double panel double convector K2 radiators (Type 22).csv -> Myson Premier Metric SC 4 tapping radiator 600 x 1800mm,,Single convector tapping radiator;Fixing brackets;Air vent ;plug pack,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/41/50/NW-224150_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/an/ce/Myson_Declaration_Of_Performance.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ic/al/Myson_Premier_Metric_Technical.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ra/ds/Myson_Brochure_Rads.pdf,,,,,,,,,,,,,,,,,,,,,
176,P243499,Stelrad Vita Compact K2 radiator 450 x 800mm,Stelrad,84.85,"The Stelrad Vita Compact double panel rectangular radiator is perfect for homes where space is at a premium. With its reduced dimensions, sleek design and 3744 BTU/h heat output, this compact radiator is designed to be unobtrusive even in the smallest of spaces. Powder-coated steel finished in bright Traffic White, the classic lines and neat finish of the Vita Compact make it a real crowd pleaser.",Radiators/Central Heating Radiators/Panel Radiators/Double panel double convector K2 radiators (Type 22)/Double panel double convector K2 radiators (Type 22).csv -> Stelrad Vita Compact K2 radiator 450 x 800mm,,Compact radiator;Fixing brackets;Vents ;plugs,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/35/42/243454_243542_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/20/21/Stelrad_Vita_Series_Brochure_2021.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ic/al/Stelrad_Vita_Compact_Technical.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ic/al/Vita_Compact_Technical.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/hu/re/Stelrad_Vita Series_Brochure.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/hu/re/Stelrad_VITA_Brochure.pdf,,,,,,,,,,,,,,,,,,,
177,P243022,Stelrad Vita Compact K2 radiator 450 x 2000mm,Stelrad,224.79,"The Stelrad Vita Compact double panel rectangular radiator is perfect for homes where space is at a premium. With its reduced dimensions, sleek design and 9356 BTU/h heat output, this compact radiator is designed to be unobtrusive even in the smallest of spaces. Powder-coated steel finished in bright Traffic White, the classic lines and neat finish of the Vita Compact make it a real crowd pleaser.",Radiators/Central Heating Radiators/Panel Radiators/Double panel double convector K2 radiators (Type 22)/Double panel double convector K2 radiators (Type 22).csv -> Stelrad Vita Compact K2 radiator 450 x 2000mm,,Compact radiator;Fixing brackets;Vents ;plugs,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/30/23/243012_243023_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/20/20/Stelrad_Vita_Series_Brochure_2020.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ic/al/Stelrad_Vita_Compact_Technical.pdf,,,,,,,,,,,,,,,,,,,,,,
178,P267437,"Myson Premier HE DC 4 tapping radiator 21 x 37""",Myson,576.78,"With a design suited to any interior, the Myson Premier HE double convertor tapping radiator offers safety, style and comfort all in one. Finished in neat, clean white, this horizontal unit measures 37 x 21"".","Radiators/Central Heating Radiators/Panel Radiators/Double panel double convector K2 radiators (Type 22)/Double panel double convector K2 radiators (Type 22).csv -> Myson Premier HE DC 4 tapping radiator 21 x 37""",,Double convertor tapping radiator;Wall bracket;Air vent,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/74/37/NW-267437_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ic/al/Myson_Premeir_HE_Technical.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/an/ce/Myson_Declaration_Of_Performance.pdf,,,,,,,,,,,,,,,,,,,,,,
179,P243493,Stelrad Vita Compact K2 radiator 300 x 1000mm,Stelrad,91.27,"The Stelrad Vita Compact double panel rectangular radiator is perfect for homes where space is at a premium. With its reduced dimensions, sleek design and 3352 BTU/h heat output, this compact radiator is designed to be unobtrusive even in the smallest of spaces. Powder-coated steel finished in bright Traffic White, the classic lines and neat finish of the Vita Compact make it a real crowd pleaser.",Radiators/Central Heating Radiators/Panel Radiators/Double panel double convector K2 radiators (Type 22)/Double panel double convector K2 radiators (Type 22).csv -> Stelrad Vita Compact K2 radiator 300 x 1000mm,,Compact radiator;Fixing brackets;Vents ;plugs,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/35/42/243454_243542_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/20/20/Stelrad_Vita_Series_Brochure_2020.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ic/al/Stelrad_Vita_Compact_Technical.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ic/al/Vita_Compact_Technical.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/hu/re/Stelrad_Vita Series_Brochure.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/hu/re/Stelrad_VITA_Brochure.pdf,,,,,,,,,,,,,,,,,,,
180,P236092,Myson Select Compact DC compact radiator 500 x 1100mm,Myson,208.98,"Neatly designed to suit all interiors, the Myson Select Compact double convector radiator is ideal for the eco-friendly modern home. This lightweight 1100 x 500mm horizontal radiator is not only manufactured using less steel than comparable units, it also delivers high outputs while minimising water use, helping homeowners to reduce the carbon footprint of their heating system.",Radiators/Central Heating Radiators/Panel Radiators/Double panel double convector K2 radiators (Type 22)/Double panel double convector K2 radiators (Type 22).csv -> Myson Select Compact DC compact radiator 500 x 1100mm,,Double convector compact radiator;Fixing bracket;Air vent ;plug pack,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/60/92/NW-236092_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ic/al/Myson_Select_Compact_Technical.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/an/ce/Myson_Declaration_Of_Performance.pdf,,,,,,,,,,,,,,,,,,,,,,
181,P243498,Stelrad Vita Compact K2 radiator 450 x 700mm,Stelrad,79.92,"The Stelrad Vita Compact double panel rectangular radiator is perfect for homes where space is at a premium. With its reduced dimensions, sleek design and 3276 BTU/h heat output, this compact radiator is designed to be unobtrusive even in the smallest of spaces. Powder-coated steel finished in bright Traffic White, the classic lines and neat finish of the Vita Compact make it a real crowd pleaser.",Radiators/Central Heating Radiators/Panel Radiators/Double panel double convector K2 radiators (Type 22)/Double panel double convector K2 radiators (Type 22).csv -> Stelrad Vita Compact K2 radiator 450 x 700mm,,Compact radiator;Fixing brackets;Vents ;plugs,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/35/42/243454_243542_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/20/20/Stelrad_Vita_Series_Brochure_2020.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ic/al/Stelrad_Vita_Compact_Technical.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ic/al/Vita_Compact_Technical.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/hu/re/Stelrad_Vita Series_Brochure.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/hu/re/Stelrad_VITA_Brochure.pdf,,,,,,,,,,,,,,,,,,,
182,P207361,"Myson Premier HE DC 2 tapping radiator 15"" x 61""",Myson,711.93,"With a design suited to any interior, the Myson Premier HE double convertor tapping radiator offers safety, style and comfort all in one. Finished in neat, clean white, this horizontal unit measures 61 x 15"".","Radiators/Central Heating Radiators/Panel Radiators/Double panel double convector K2 radiators (Type 22)/Double panel double convector K2 radiators (Type 22).csv -> Myson Premier HE DC 2 tapping radiator 15"" x 61""",,Double convertor tapping radiator;Wall bracket;Air vent,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/73/61/NW-207361_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ic/al/Myson_Premeir_HE_Technical.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/an/ce/Myson_Declaration_Of_Performance.pdf,,,,,,,,,,,,,,,,,,,,,,
183,P243522,Stelrad Vita Compact K2 radiator 700 x 600mm,Stelrad,109.44,"The Stelrad Vita Compact double panel rectangular radiator is perfect for homes where space is at a premium. With its reduced dimensions, sleek design and 4017 BTU/h heat output, this compact radiator is designed to be unobtrusive even in the smallest of spaces. Powder-coated steel finished in bright Traffic White, the classic lines and neat finish of the Vita Compact make it a real crowd pleaser.",Radiators/Central Heating Radiators/Panel Radiators/Double panel double convector K2 radiators (Type 22)/Double panel double convector K2 radiators (Type 22).csv -> Stelrad Vita Compact K2 radiator 700 x 600mm,,Compact radiator;Fixing brackets;Vents ;plugs,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/35/42/243454_243542_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/20/21/Stelrad_Vita_Series_Brochure_2021.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ic/al/Stelrad_Vita_Compact_Technical.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ic/al/Vita_Compact_Technical.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/hu/re/Stelrad_Vita Series_Brochure.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/hu/re/Stelrad_VITA_Brochure.pdf,,,,,,,,,,,,,,,,,,,
184,P243501,Stelrad Vita Compact K2 radiator 450 x 1000mm,Stelrad,97.88,"The Stelrad Vita Compact double panel rectangular radiator is perfect for homes where space is at a premium. With its reduced dimensions, sleek design and 4679 BTU/h heat output, this compact radiator is designed to be unobtrusive even in the smallest of spaces. Powder-coated steel finished in bright Traffic White, the classic lines and neat finish of the Vita Compact make it a real crowd pleaser.",Radiators/Central Heating Radiators/Panel Radiators/Double panel double convector K2 radiators (Type 22)/Double panel double convector K2 radiators (Type 22).csv -> Stelrad Vita Compact K2 radiator 450 x 1000mm,,Compact radiator;Fixing brackets;Vents ;plugs,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/35/42/243454_243542_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/20/21/Stelrad_Vita_Series_Brochure_2021.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ic/al/Stelrad_Vita_Compact_Technical.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ic/al/Vita_Compact_Technical.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/hu/re/Stelrad_Vita Series_Brochure.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/hu/re/Stelrad_VITA_Brochure.pdf,,,,,,,,,,,,,,,,,,,
185,P200736,Stelrad Elite K2 36 section radiator 700 x 1200mm,Stelrad,190.18,"Offering the brand's best ever quality and performance, the Stelrad Elite double panel double convector radiator provides improved outputs for even more impressive heating performance. With a symmetrical convector, the 1200 x 700mm radiator can be mounted either way up, for the ultimate in flexibility of siting, while a TBOE connection ensures high levels of efficiency and economy, a must for commercial applications. The Elite's convector is precision-welded directly onto the waterways while all tappings are well-aligned, with robust nickel-plated plugs and vents and quality EPDM O-rings for reliability and longevity. Manufactured with high definition pressings, this radiator promises smooth edges and corners and a run-free, two-coat paint finish that won't let your decor down. Wrapped in tough packaging, every Stelrad radiator reaches its destination in pristine condition, with unwrapping required only after installation, removing the risk of last-minute scrapes and chips.",Radiators/Central Heating Radiators/Panel Radiators/Double panel double convector K2 radiators (Type 22)/Double panel double convector K2 radiators (Type 22).csv -> Stelrad Elite K2 36 section radiator 700 x 1200mm,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/07/36/NW-200736_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ic/al/Stelrad_Series_Elite_Technical.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/bo/ok/Stelrad_Specification_Radiator_Book.pdf,,,,,,,,,,,,,,,,,,,,,,
186,P200654,Stelrad Elite K2 54 section radiator 600 x 1800mm,Stelrad,244.74,"Offering the brand's best ever quality and performance, the Stelrad Elite double panel double convector radiator provides improved outputs for even more impressive heating performance. With a symmetrical convector, the 1800 x 600mm radiator can be mounted either way up, for the ultimate in flexibility of siting, while a TBOE connection ensures high levels of efficiency and economy, a must for commercial applications. The Elite's convector is precision-welded directly onto the waterways while all tappings are well-aligned, with robust nickel-plated plugs and vents and quality EPDM O-rings for reliability and longevity. Manufactured with high definition pressings, this radiator promises smooth edges and corners and a run-free, two-coat paint finish that won't let your decor down. Wrapped in tough packaging, every Stelrad radiator reaches its destination in pristine condition, with unwrapping required only after installation, removing the risk of last-minute scrapes and chips.",Radiators/Central Heating Radiators/Panel Radiators/Double panel double convector K2 radiators (Type 22)/Double panel double convector K2 radiators (Type 22).csv -> Stelrad Elite K2 54 section radiator 600 x 1800mm,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/06/54/NW-200654_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ic/al/Stelrad_Series_Elite_Technical.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/bo/ok/Stelrad_Specification_Radiator_Book.pdf,,,,,,,,,,,,,,,,,,,,,,
187,P200530,Stelrad Elite K2 30 section radiator 450 x 1000mm,Stelrad,110.96,"Offering the brand's best ever quality and performance, the Stelrad Elite double panel double convector radiator provides improved outputs for even more impressive heating performance. With a symmetrical convector, the 1000 x 450mm radiator can be mounted either way up, for the ultimate in flexibility of siting, while a TBOE connection ensures high levels of efficiency and economy, a must for commercial applications. The Elite's convector is precision-welded directly onto the waterways while all tappings are well-aligned, with robust nickel-plated plugs and vents and quality EPDM O-rings for reliability and longevity. Manufactured with high definition pressings, this radiator promises smooth edges and corners and a run-free, two-coat paint finish that won't let your decor down. Wrapped in tough packaging, every Stelrad radiator reaches its destination in pristine condition, with unwrapping required only after installation, removing the risk of last-minute scrapes and chips.",Radiators/Central Heating Radiators/Panel Radiators/Double panel double convector K2 radiators (Type 22)/Double panel double convector K2 radiators (Type 22).csv -> Stelrad Elite K2 30 section radiator 450 x 1000mm,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/05/30/NW-200530_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ic/al/Stelrad_Series_Elite_Technical.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/bo/ok/Stelrad_Specification_Radiator_Book.pdf,,,,,,,,,,,,,,,,,,,,,,
188,P200754,Stelrad Elite K2 54 section radiator 700 x 1800mm,Stelrad,285.16,"Built under ISO 9000 standards in a UK-based factory, the Stelrad Elite K2 double panel double convector radiator supplies reliable performance with a high heat output of 12,355 BTU/h. With a symmetrical convector for either-way-up mounting, this 700 x 1800mm horizontal radiator incorporates a TBOE connection for efficient use in commercial premises. The Elite's convector is precision-welded onto its waterways, while tappings are precisely aligned and high quality nickel-plated plugs and vents are fitted with EPDM O-rings, all marks of this radiator's quality. Smoothly finished with high definition pressings and two layers of Traffic White paint, this high quality radiator is delivered in hardwearing packaging to ensure it reaches its new home in perfect condition.",Radiators/Central Heating Radiators/Panel Radiators/Double panel double convector K2 radiators (Type 22)/Double panel double convector K2 radiators (Type 22).csv -> Stelrad Elite K2 54 section radiator 700 x 1800mm,,Compact radiator;Fixing brackets;Vents ;plugs,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/e_/k2/Caradon Stelrad_Elite K2_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ic/al/Stelrad_Elite_Technical.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/bo/ok/Stelrad_Specification_Radiator_Book.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/20/19/Stelrad_Radiator_Book_January_2019.pdf,,,,,,,,,,,,,,,,,,,,,
189,P207385,"Myson Premier HE DC 2 tapping radiator 15"" x 85""",Myson,1012.46,"With a design suited to any interior, the Myson Premier HE double convertor tapping radiator offers safety, style and comfort all in one. Finished in neat, clean white, this horizontal unit measures 85 x 15"".","Radiators/Central Heating Radiators/Panel Radiators/Double panel double convector K2 radiators (Type 22)/Double panel double convector K2 radiators (Type 22).csv -> Myson Premier HE DC 2 tapping radiator 15"" x 85""",,Double convertor tapping radiator;Wall bracket;Air vent,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/73/85/NW-207385_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ic/al/Myson_Premeir_HE_Technical.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/an/ce/Myson_Declaration_Of_Performance.pdf,,,,,,,,,,,,,,,,,,,,,,
