,pid,Title,Brand,Price,Description,category,mfpartnumber,whatisincluded,Image,Attachment 1,Attachment 2,Attachment 3,Attachment 4,Anti Slip,Colour,Grip Holes,Hazardous,Tap Holes,Supplier Product Code,Type,WEEE Compliant,Feature 1,Feature 2,Feature 3,Feature 4,Feature 5,Feature 6,Finish,Range,Thickness,Warranty,Material,Depth (mm),Pre-Drilled Waste Hole,Pre-Drilled Overflow,Anti Slip Surface,Grips or Handles,Number of Tap Holes,Shape,Fittings Included,Capacity Litre,Attachment 5,Feature 7,Feature 8,Position,Grips/Handles,Material Type,Style,Weight,Height (mm)
44,PA03210,Nabis Taylor shower bath right hand P-shape 1700x850x750mm white,Nabis,222.54,"Designed to maximise space, the Nabis Taylor 1700mm P-shaped right hand shower bath provides you with all the elbow room you need for a comfortable shower. Suitable for bathrooms of almost any size, this modern bath is supplied free of tap holes,eaving you to choose the perfect tap and shower set up for your needs.",Bathrooms and Kitchens/Baths and Bath Panels/Baths and Bath Panels.csv -> Nabis Taylor shower bath right hand P-shape 1700x850x750mm white,,Bath;All fittings,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/32/10/NW-A03209_A03210_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ic/al/Nabis_TaylorPShapeBath_Technical.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ta/ll/Nabis_StdDoubleEndLShapeBath_Install.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/20/20/Nabis_Baths-Screens_Matrix_21Feb2020.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ta/ll/Nabis_TaylorPShapeBathPanel_Install.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ti/on/Nabis_TaylorPShapeBath_Installation.pdf,,,,,,,,
45,PA03221,Nabis Garland shower bath L-shape front panel 1500x510mm white,Nabis,72.51,Nabis Garland L shaped front panel is easy to install and has a modern style that allows it to blend with any bathroom design.,Bathrooms and Kitchens/Baths and Bath Panels/Baths and Bath Panels.csv -> Nabis Garland shower bath L-shape front panel 1500x510mm white,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/8_/22/A03218_22_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ic/al/Nabis_GarlandSingleEndBath_Technical.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ta/ll/Nabis_StdDoubleEndLShapeBath_Install.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ti/on/Nabis_Shaped_Bath_Panel_Installation.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
46,PA03224,Nabis Campbell shower bath right hand J-shape 1700x750mm white,Nabis,223.93,"The understated Nabis Campbell 1700mm acrylic J-shaped right hand bath is designed for modern bathrooms where space is at a premium. With a single comfortable back rest end, this bath is supplied without tap holes allowing you to select and install your preferred tap set-up, whether deck or wall-mounted, mixer or separates.",Bathrooms and Kitchens/Baths and Bath Panels/Baths and Bath Panels.csv -> Nabis Campbell shower bath right hand J-shape 1700x750mm white,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/32/24/NW-A03223_A03224_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ic/al/Nabis_CampbellSinglEndBath_Technical.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ta/ll/Nabis_StdDoubleEndLShapeBath_Install.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/20/20/Nabis_Baths-Screens_Matrix_21Feb2020.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ti/on/Nabis_Shaped_Bath_Panel_Installation.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
47,PJ43900,Kaldewei Saniform Plus 2 tap hole bath 1800 x 800mm White,Kaldewei,339.42,"Made of strong steel enamel, the Kaldewei Saniform Plus 375-1 bath is ergonomically designed for comfortable bathing, with the waste at foot end,eaving you with plenty of reclining space at the wide head end of the bath with its broad back rest.",Bathrooms and Kitchens/Baths and Bath Panels/Baths and Bath Panels.csv -> Kaldewei Saniform Plus 2 tap hole bath 1800 x 800mm White,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/39/00/NW-J43900_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ic/al/Kaldewei_Saniform_Technical.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/hu/re/Kaldewei_Brochure.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ic/al/Kaldewei_SaniformPlus_Technical.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
48,PD00679,Roca Carla 2 tap hole anti-slip eco bath without grips 1700 x 700mm,Roca,272.68,"Made of steel, the robust porcelain enamelled Roca Carla 1700mm bath is part of a wider Roca collection designed to suit any bathroom, offering a combination of style, practicality and innovative technology.",Bathrooms and Kitchens/Baths and Bath Panels/Baths and Bath Panels.csv -> Roca Carla 2 tap hole anti-slip eco bath without grips 1700 x 700mm,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/06/79/NW-D00679_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ic/al/Roca_2215L3000_Technical.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ti/on/Roca_2215L3000_Installation.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
49,PA03220,Nabis Garland shower bath right hand L-shape 1500x850x700mm white,Nabis,235.17,"Designed to maximise showering space, the Nabis Garland 1500mm-shaped right hand shower bath has a modern, spacious design. Compatible with a range of shower screens, this modern bath is supplied free of tap holes,eaving you to choose the perfect tap and shower set-up for your needs.",Bathrooms and Kitchens/Baths and Bath Panels/Baths and Bath Panels.csv -> Nabis Garland shower bath right hand L-shape 1500x850x700mm white,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/32/20/A03220_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ta/ll/Nabis_StdDoubleEndLShapeBath_Install.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ic/al/Nabis_GarlandSingleEndBath_Technical.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/20/20/Nabis_Baths-Screens_Matrix_21Feb2020.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ti/on/Nabis_Shaped_Bath_Panel_Installation.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
50,PA03215,Nabis Taylor shower bath P-shape end panel 750x510mm white,Nabis,30.19,Nabis Taylor P shaped front panel is easy to install and has a modern style that allows it to blend with any bathroom design.,Bathrooms and Kitchens/Baths and Bath Panels/Baths and Bath Panels.csv -> Nabis Taylor shower bath P-shape end panel 750x510mm white,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/1_/15/A03211_15_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ic/al/Nabis_TaylorPShapeBath_Technical.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ta/ll/Nabis_StdDoubleEndLShapeBath_Install.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ta/ll/Nabis_TaylorPShapeBathPanel_Install.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ti/on/Nabis_TaylorPShapeBath_Installation.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
51,PD03918,Ideal Standard Tempo Arc no tap hole water saving bath 1700 x 700mm White,Ideal Standard,201.81,"The minimalist, robust Ideal Standard Tempo Arc 540mm deep acrylic bath is designed to sit well with other products in the Tempo range with Ideal Form and Ideal Form Plus+ versions available.",Bathrooms and Kitchens/Baths and Bath Panels/Baths and Bath Panels.csv -> Ideal Standard Tempo Arc no tap hole water saving bath 1700 x 700mm White,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/39/18/NW-D03918_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ic/al/IS_E256501_Technical.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
52,PA00241,Twyford David Wilson bath end panel White,Twyford,110.07,"With a modern, minimal design that won’t look out of place in the traditionally styled or contemporary bathroom and suitable for most baths, this Twyford 700 x 510mm twin skin bath end panel is trimmable to fit your needs.  Made of double-skinned polystyrene with an outer skin of 3mm and a 2mm inner skin, this tough panel has a bonded, deep-ribbed backing for additional rigidity.  Simple to install, the bath panel is secured under the bath rim using clips provided, making it easy to remove should access to plumbing work be required and creating a sleek, tidy finish in all styles of bathroom.",Bathrooms and Kitchens/Baths and Bath Panels/Baths and Bath Panels.csv -> Twyford David Wilson bath end panel White,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/ma/ge/A00241_Primary_Image_wm.jpg,,,,,N,White/Gloss,N,N,None,PP8075WH,Bath End Panel,N,Deep ribbing for strength and rigidity,Universal panel,Can be trimmed to fit,Acrylic construction,Exact colour match to Twyford baths,2 year warranty,,,,,,,,,,,,,,,,,,,,,,,
53,PE01183,Nabis Bardot 1800x800 Nth Bath Dbl End,Nabis,205.59,"As elegant as its namesake, the stylish Nabis Bardot 1800 x 800mm acrylic bath is double ended for sharing or for spacious and luxurious solo bathing. The bath's taphole-free design allows the homeowner to opt for deck-mounted, wall-mounted or even standpipe style taps.",Bathrooms and Kitchens/Baths and Bath Panels/Baths and Bath Panels.csv -> Nabis Bardot 1800x800 Nth Bath Dbl End,,Bath;All fittings,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/11/83/E01183_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/io/ns/E01180_E01183 Instructions.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
54,PE01180,Nabis Bardot 1800x800 Nth Bath,Nabis,200.97,"As elegant as its namesake, the stylish Nabis Bardot 1800 x 800mm acrylic bath offers spacious and luxurious solo bathing. At one end of this white finished bath is a comfortable sloping backrest while its taphole-free design allows the homeowner to opt for deck-mounted, wall-mounted or even standpipe style taps.",Bathrooms and Kitchens/Baths and Bath Panels/Baths and Bath Panels.csv -> Nabis Bardot 1800x800 Nth Bath,,Bath;All fittings,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/11/80/E01180_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/io/ns/E01180_E01183 Instructions.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
55,PA03231,Nabis Panel bath front panel 1600x510mm white,Nabis,26.09,Nabis front panel is easy to install and has a modern style that allows it to blend with any bathroom design.,Bathrooms and Kitchens/Baths and Bath Panels/Baths and Bath Panels.csv -> Nabis Panel bath front panel 1600x510mm white,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/0_/33/A03230_33_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ta/ll/Nabis_StdDoubleEndLShapeBath_Install.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ic/al/Nabis_BardotSingleEndBath_Technical.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
56,PB61002,Nabis Steel Bath 2 tap hole anti slip steel bath 1700mm White,Nabis,210.23,"Made of robust, rigid enamelled steel, this Nabis 1700mm rectangular bath offers a long lasting clean appearance. Designed with an anti-slip surface, this bath also includes holes for hand grips (grips sold separately), providing users with extra stability when getting in and out of the bath. Two pre-drilled tap holes, an overflow and waste hole are included for ease of installation.",Bathrooms and Kitchens/Baths and Bath Panels/Baths and Bath Panels.csv -> Nabis Steel Bath 2 tap hole anti slip steel bath 1700mm White,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/10/02/NW-B61002_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/t_/v1/Nabis Steel Bath Product Data Sheet v1.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/20/18/Nabis_Care_Instructions_22Aug2018.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
57,PB61001,Nabis Steel Bath 2 tap hole plain steel bath 1700mm White,Nabis,204.23,"Made of porcelain enamelled steel, this Nabis 1700mm rectangular bath has a rustproof coating for an always clean look and long lasting robustness. It is supplied with two pre-drilled tap holes, an overflow and waste hole.",Bathrooms and Kitchens/Baths and Bath Panels/Baths and Bath Panels.csv -> Nabis Steel Bath 2 tap hole plain steel bath 1700mm White,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/10/01/NW-B61001_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/io/ns/Roca_Care_Instructions.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/t_/v1/Nabis Steel Bath Product Data Sheet v1.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
58,PA03225,Nabis Campbell shower bath J-shape front panel 1700x510mm whte,Nabis,148.93,Nabis Campbell J shaped front panel is easy to install and has a modern style that allows it to blend with any bathroom design.,Bathrooms and Kitchens/Baths and Bath Panels/Baths and Bath Panels.csv -> Nabis Campbell shower bath J-shape front panel 1700x510mm whte,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/32/25/A03225_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ic/al/Nabis_CampbellSinglEndBath_Technical.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ta/ll/Nabis_StdDoubleEndLShapeBath_Install.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ti/on/Nabis_Shaped_Bath_Panel_Installation.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
59,PD09702,"Armitage Shanks Sandringham 21 steel bath 170 x 70cm, grips and anti-slip",Armitage Shanks,354.47,"A simple rectangular design that will blend easily into any domestic or commercial bathroom, the Armitage Shanks Sandringham 21 1700 x 700mm steel bath is designed with a non-slip base and grips for safe use by the whole family. Robustly built, this high quality bath is an economical choice for a bathroom refit.","Bathrooms and Kitchens/Baths and Bath Panels/Baths and Bath Panels.csv -> Armitage Shanks Sandringham 21 steel bath 170 x 70cm, grips and anti-slip",,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/97/02/D09702_wm.jpg,,,,,,White,,N,,S183901,,N,Suitable for domestic or commercial use,Slip resistant base,With grips,With 2x tap holes,130L capacity,Porcelain enamelled steel construction,,,,2 years,Porcelain Enamelled Steel,700,Yes,Yes,Yes,Yes,2,Rectangular,No,130 l,,White finish,2 year warranty,,,,,,
60,PA03067,Nabis Modern Freestanding contemporary freestanding bath plus waste,Nabis,842.44,"Nabis bath is free standing mounted, including waste, no tap hole.",Bathrooms and Kitchens/Baths and Bath Panels/Baths and Bath Panels.csv -> Nabis Modern Freestanding contemporary freestanding bath plus waste,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/30/67/A03067_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ta/ll/Nabis_A03066_067_242_243_Install.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/wi/ng/Nabis_A03067_Technical_Drawing.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ic/al/A03067_Nabis_Technical.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
61,PA03243,Nabis D-Shape F0098 floor standing bath 1700 x 800 x 580mm,Nabis,1035.72,"Designed for use with bath ledge mounted taps, the Nabis 1700 x 800 x 580mm D-shaped back-to-wall bath is made of durable white acrylic. It is supplied with a click-clack waste and slotted overflow for faster, simpler installation.",Bathrooms and Kitchens/Baths and Bath Panels/Baths and Bath Panels.csv -> Nabis D-Shape F0098 floor standing bath 1700 x 800 x 580mm,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/32/43/NW-A03243_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ta/ll/Nabis_A03066_067_242_243_Install.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ic/al/A03243_Technical.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
62,PA03217,Nabis Garland shower bath right hand L-shape 1700x850x700mm white,Nabis,235.17,"Designed to maximise showering space, the Nabis Garland 1700mm-L shaped right hand shower bath has a modern, spacious design. Compatible with a range of shower screens, this modern bath is supplied free of tap holes,eaving you to choose the perfect tap and shower set-up for your needs.",Bathrooms and Kitchens/Baths and Bath Panels/Baths and Bath Panels.csv -> Nabis Garland shower bath right hand L-shape 1700x850x700mm white,,Bath;All fittings,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/32/17/A03217_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ic/al/Nabis_GarlandSingleEndBath_Technical.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ta/ll/Nabis_StdDoubleEndLShapeBath_Install.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/20/20/Nabis_Baths-Screens_Matrix_21Feb2020.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ti/on/Nabis_Shaped_Bath_Panel_Installation.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
63,PA03066,Nabis Modern square freestanding bath including waste and overflow 1700 x 800 x 580mm White,Nabis,931.55,"Nabis bath is free standing mounted, including waste, no tap hole.",Bathrooms and Kitchens/Baths and Bath Panels/Baths and Bath Panels.csv -> Nabis Modern square freestanding bath including waste and overflow 1700 x 800 x 580mm White,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/30/66/NW-A03066_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ta/ll/Nabis_A03066_067_242_243_Install.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ic/al/A03066_Nabis_Technical.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
64,PA02612,Armitage Shanks Sandringham 21 S183901 two tap hole bath with anti slipand twin grip 1700 x 700mm 130ltr White,Armitage Shanks,381.81,"Part of the wider Sandringham 21 suite of bathroom furniture, the Armitage Shanks Sandringham 21 1700 x 700 x 390mm steel bath helps you to maintain a streamlined look in a new bathroom. Highly engineered, this white steel bath offers reliable strength, durability and ease of cleaning.",Bathrooms and Kitchens/Baths and Bath Panels/Baths and Bath Panels.csv -> Armitage Shanks Sandringham 21 S183901 two tap hole bath with anti slipand twin grip 1700 x 700mm 130ltr White,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/26/12/NW-A02611_A02612_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/te/ch/Ideal_Sandringham_21_130L_Tech.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
65,PD03916,Ideal Standard Tempo Arc no tap hole bath 1700 x 700mm White,Ideal Standard,201.81,"The minimalist, robust Ideal Standard Tempo Arc 540mm deep acrylic bath is designed to sit well with other products in the Tempo range with Ideal Form and Ideal Form Plus+ versions available.",Bathrooms and Kitchens/Baths and Bath Panels/Baths and Bath Panels.csv -> Ideal Standard Tempo Arc no tap hole bath 1700 x 700mm White,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/39/16/NW-D03916_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ic/al/IS_E256301_Technical.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
66,PB61015,Nabis Steel Bath two tap hole steel bath with anti slip with twin grip 1500 x 700mm white,Nabis,165.84,"This Nabis 1500mm rectangular bath is made using porcelain enamelled steel with a rust-proof coating for aonger, cleanerife and comes complete with bolt-onegs and hand grips for secure use.",Bathrooms and Kitchens/Baths and Bath Panels/Baths and Bath Panels.csv -> Nabis Steel Bath two tap hole steel bath with anti slip with twin grip 1500 x 700mm white,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/10/15/NW-B61010_B61015_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/io/ns/Roca_Care_Instructions.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ic/al/Nabis_Steel_Baths_Technical.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
67,PA03068,Nabis Kelly 2 tap hole bath with twin chrome grips 1600 x 700 x 5mm,Nabis,184.88,"Simple and safe, the Nabis Kelly 1600mm acrylic bath comes with built-in twin chrome plated bath grips for safety and stability when getting in and out of the bath. Designed for fast, hassle-free installation, the Kelly is supplied with pre-drilled tap holes, ideal for the contract market.",Bathrooms and Kitchens/Baths and Bath Panels/Baths and Bath Panels.csv -> Nabis Kelly 2 tap hole bath with twin chrome grips 1600 x 700 x 5mm,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/30/68/NW-A03068_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ta/ll/Nabis_StdDoubleEndLShapeBath_Install.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ic/al/Nabis_A03068-A03069_Technical.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/_d/wg/Nabis_A03068_DWG.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
