,pid,Title,Brand,Price,Description,category,mfpartnumber,whatisincluded,Image,Attachment 1,Attachment 2,Attachment 3,Attachment 4,Colour,Connection Size,Connection Type,Diameter,Warranty,Weight,Hazardous,Drainage Product Type,Material,Standards,Supplier Product Code,WEEE Compliant,Application,Feature 1,Feature 2,Range,Feature 3,Feature 4,Feature 5,Feature 6,Feature 7,Feature 8,Type,Minimum Operating Temperature,Resistance Features,Wall Thickness (mm),Maximum Operating Temperature,Paintable,Feature 9,Feature 10,Feature 11,Feature 12,Feature 13,Attachment 5,Dimensions (L x W x D),Attachment 6,Attachment 7,Attachment 8
67,PF68771,Polypipe 90deg close coupled bend 110mm Black,Polypipe,36.17,"Suitable for domestic use, this Polypipe close-coupled bend is made of black PVC-U and incorporates 110mm push-fit x solvent weld connections.",Drainage/Soil Pipes and Fittings/Soil Pipes and Fittings.csv -> Polypipe 90deg close coupled bend 110mm Black,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/87/71/NW-F68771_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/20/15/Polypipe_Building_Prod_Guide_May2015.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
68,PF29174,"Polypipe Terrain 100 soil access cap 4"" Grey",Polypipe,42.72,"Suitable for use in commercial building services, this Polypipe Terrain 100 soil access cap with 110mm solvent weld connections is made of grey PVC-u. Fully accredited, the Polypipe Terrain PVC drainage system can be jointed to a wide range of other materials.","Drainage/Soil Pipes and Fittings/Soil Pipes and Fittings.csv -> Polypipe Terrain 100 soil access cap 4"" Grey",,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/91/75/NW-F29174_F29175_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/rc/hr/Polypipe_Terrain_Above_Ground_Brchr.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
69,PF68805,Polypipe 92.5deg single branch 110mm Grey,Polypipe,52.3,"This Polypipe System 2000 branch is made of grey PVC-U with 110mm solvent weld connections and is suitable for domestic use. An alternative to ring seal fittings, System 2000 Solvent weld soil fittings are the ideal choice where a permanent homogeneous connection is needed.",Drainage/Soil Pipes and Fittings/Soil Pipes and Fittings.csv -> Polypipe 92.5deg single branch 110mm Grey,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/88/05/NW-F68805_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/20/15/Polypipe_Building_Prod_Guide_May2015.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
70,PF68800,Polypipe PE double spigot soil pipe 110mm x 3mtr Grey,Polypipe,93.05,"Supplied in a 3M length, this Polypipe System 2000 pipe is made of grey PVC-U with 110mm solvent weld connections and is suitable for domestic use. An alternative to ring seal fittings, System 2000 Solvent weld soil fittings are the ideal choice where a permanent homogeneous connection is needed.",Drainage/Soil Pipes and Fittings/Soil Pipes and Fittings.csv -> Polypipe PE double spigot soil pipe 110mm x 3mtr Grey,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/88/00/NW-F68800_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/20/15/Polypipe_Building_Prod_Guide_May2015.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
71,PW12014,Saint Gobain Ensign EC002 two piece ductile coupling 150mm,Saint Gobain,35.27,"This Saint Gobain Ensign EC002 150mm two-piece iron coupling is made of cast iron with a red protective finish, compression connections and inbuilt electrical continuity. Used by flagship hospitals throughout the UK, the strong and long lasting Ensign range helps to maintain a safe environment while providing reliable sanitary drainage and rainwater solutions.",Drainage/Soil Pipes and Fittings/Soil Pipes and Fittings.csv -> Saint Gobain Ensign EC002 two piece ductile coupling 150mm,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/20/16/NW-W12014_W12016_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ic/al/SG_Pipes_and_Fittings_Technical.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/br/cr/SG_Ensign_CI_Drainage_Systems_Brcr.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/br/cr/SG_Ensign_CI_AG_BG_Drainage_Sys_Brcr.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
72,PF29368,Polypipe Terrain 107P.4.92:G 92.5deg spigot socket bend 110mm Grey,Polypipe,30.08,"Suitable for use in commercial building services, this Polypipe Terrain 100P 92.5° spigot socket bend with 110mm push-fit connections is made of grey PVC-u. Fully accredited, the Polypipe Terrain PVC drainage system can be jointed to a wide range of other materials.",Drainage/Soil Pipes and Fittings/Soil Pipes and Fittings.csv -> Polypipe Terrain 107P.4.92:G 92.5deg spigot socket bend 110mm Grey,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/93/68/NW-F29368_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/rc/hr/Polypipe_Terrain_Above_Ground_Brchr.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
73,PF68810,Polypipe double socket pipe coupler 110mm Grey,Polypipe,17.59,"This Polypipe System 2000 coupler is made of grey PVC-U with 110mm solvent weld connections and is suitable for domestic use. An alternative to ring seal fittings, System 2000 Solvent weld soil fittings are the ideal choice where a permanent homogeneous connection is needed.",Drainage/Soil Pipes and Fittings/Soil Pipes and Fittings.csv -> Polypipe double socket pipe coupler 110mm Grey,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/88/10/NW-F68810_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/20/15/Polypipe_Building_Prod_Guide_May2015.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
74,PQ66900,Wavin Wavin OsmaSoil PVC-U short boss 110mm White,Wavin,13.37,"Built for sanitary waste removal, this white PVC-u Wavin OsmaSoil 110mm short boss pipe has solvent socket ends for secure fitting. Suitable for commercial or domestic installation, this fitting is part of a comprehensive waste system available in a range of sizes and colours to suit any location.",Drainage/Soil Pipes and Fittings/Soil Pipes and Fittings.csv -> Wavin Wavin OsmaSoil PVC-U short boss 110mm White,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/69/00/NW-Q66900_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ms/ds/Wavin_PVC-U_Pipe_Fittings_MSDS.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
75,PF67107,Polypipe PolySoil single socket 110mm White,Polypipe,20.43,"Made of white PVC-U, this Polypipe PolySoil single socket with 110mm push-fit connections is suitable for use in domestic applications. Incorporating single-piece moulding technology the PolySoil system offers improved performance and longevity with ring lock seal technology preventing seal distortion for simple, reliable installation with no risk of dislodgment.",Drainage/Soil Pipes and Fittings/Soil Pipes and Fittings.csv -> Polypipe PolySoil single socket 110mm White,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/71/07/NW-F67107_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/hu/re/Polypipe_PolySoil_Brochure.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/20/15/Polypipe_Building_Prod_Guide_May2015.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
76,PF68781,Polypipe PolySoil screwed access spigot tail cap 110mm Black,Polypipe,40.79,"Made of black PVC-U, this Polypipe PolySoil access cap with 110mm push-fit connections is suitable for use in domestic applications. Incorporating single-piece moulding technology the PolySoil system offers improved performance and longevity with ring lock seal technology preventing seal distortion for simple, reliable installation with no risk of dislodgment.",Drainage/Soil Pipes and Fittings/Soil Pipes and Fittings.csv -> Polypipe PolySoil screwed access spigot tail cap 110mm Black,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/87/81/NW-F68781_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/hu/re/Polypipe_PolySoil_Brochure.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/20/15/Polypipe_Building_Prod_Guide_May2015.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
77,PF14560,Center CB boss adaptor 110 x 40mm Grey,Center CB,3.41,"Center CB boss adaptor is made of plastic. The 110mm PVC-U Center push-fit soil system offers a complete range of push-fit fittings. This time saving system is quick and easy to install as it is simply pushed together on site, making it the system of choice for countless installations.",Drainage/Soil Pipes and Fittings/Soil Pipes and Fittings.csv -> Center CB boss adaptor 110 x 40mm Grey,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/45/61/NW-F14559_F14561_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/20/19/Center_CB_DrainageProductGuide_2019.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
78,PF66910,Polypipe PolySoil pipe bracket 110mm Black,Polypipe,7.6,"Made of black PVC-U, this Polypipe PolySoil pipe bracket with 110mm solvent weld connections is suitable for use in domestic applications. Incorporating single-piece moulding technology the PolySoil system offers improved performance and longevity with ring lock seal technology preventing seal distortion for simple, reliable installation with no risk of dislodgment.",Drainage/Soil Pipes and Fittings/Soil Pipes and Fittings.csv -> Polypipe PolySoil pipe bracket 110mm Black,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/69/10/NW-F66910_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/hu/re/Polypipe_PolySoil_Brochure.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/20/15/Polypipe_Building_Prod_Guide_May2015.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
79,PF66965,Polypipe PolySoil solvent boss adaptor 110 x 32mm White,Polypipe,9.29,"Made of white PVC-U, this Polypipe PolySoil 110mm boss adapter with 32mm solvent weld connections is suitable for use in domestic applications. Incorporating single-piece moulding technology the PolySoil system offers improved performance and longevity with ring lock seal technology preventing seal distortion for simple, reliable installation with no risk of dislodgment.",Drainage/Soil Pipes and Fittings/Soil Pipes and Fittings.csv -> Polypipe PolySoil solvent boss adaptor 110 x 32mm White,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/69/65/NW-F66965_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/hu/re/Polypipe_PolySoil_Brochure.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/20/15/Polypipe_Building_Prod_Guide_May2015.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
80,PF66940,Polypipe PolySoil socket pipe bracket 110mm Black,Polypipe,9.3,"Made of black PVC-U, this Polypipe PolySoil pipe bracket with 110mm solvent weld connections is suitable for use in domestic applications. Incorporating single-piece moulding technology the PolySoil system offers improved performance and longevity with ring lock seal technology preventing seal distortion for simple, reliable installation with no risk of dislodgment.",Drainage/Soil Pipes and Fittings/Soil Pipes and Fittings.csv -> Polypipe PolySoil socket pipe bracket 110mm Black,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/69/40/NW-F66940_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/hu/re/Polypipe_PolySoil_Brochure.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/20/15/Polypipe_Building_Prod_Guide_May2015.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
81,PQ97067,Wavin Wavin OsmaSoil domestic air admittance valve 110mm,Wavin,95.65,"Suitable for commercial or domestic use, this Wavin OsmaSoil 110mm air admittance valve is fitted with secure spigot connections. It is made of robust grey ABS for reliably long lasting use.",Drainage/Soil Pipes and Fittings/Soil Pipes and Fittings.csv -> Wavin Wavin OsmaSoil domestic air admittance valve 110mm,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/70/67/NW-Q97067_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ca/te/Wavin_OsmaSoil_Waste_DoP_Certificate.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ti/on/Wavin_Osma_Soil-Waste_Installation.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ms/ds/Wavin_PP_&_PE_MSDS.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
82,PF96996,Polypipe PolySoil® soil pipe bracket 110mm White,Polypipe,8.26,"Made of white PVC-U, this Polypipe PolySoil pipe bracket is suitable for use with 110mm pipe, in domestic applications.",Drainage/Soil Pipes and Fittings/Soil Pipes and Fittings.csv -> Polypipe PolySoil® soil pipe bracket 110mm White,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/69/96/NW-F96996_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/hu/re/Polypipe_PolySoil_Brochure.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/20/15/Polypipe_Building_Prod_Guide_May2015.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
83,PQ64205,Wavin Wavin OsmaSoil reducer 110 x 50mm Grey,Wavin,31.01,"Suitable for domestic or commercial use, this Wavin OsmaSoil 110 x 50mm straight reducer is made of grey PVC-U and offers reliable plain end x socket connections.",Drainage/Soil Pipes and Fittings/Soil Pipes and Fittings.csv -> Wavin Wavin OsmaSoil reducer 110 x 50mm Grey,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/42/05/NW-Q64205_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ca/te/Wavin_OsmaSoil_Vent_Certificate.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ti/on/Wavin_Osma_Product_Installation.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ms/ds/Wavin_Pipe-Fittings_MSDS.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
84,PQ64194,Wavin Wavin OsmaSoil boss pipe ring socket 110mm Black,Wavin,21.75,"Suitable for domestic or commercial use, this Wavin OsmaSoil 110mm ring socket boss pipe is made of durable black PVC-u and is fitted with secure 110 x 50 x 100mm socket x push-fit connections.",Drainage/Soil Pipes and Fittings/Soil Pipes and Fittings.csv -> Wavin Wavin OsmaSoil boss pipe ring socket 110mm Black,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/41/94/NW-Q64194_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ti/on/Wavin_Osma_Soil-Waste_Installation.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ms/ds/Wavin_PVC_U_Pipe_&_Fittings_MSDS.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ca/te/Wavin_OsmaSoil_Waste_Certificate.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
85,PF08600,Marley Soilvent Soil 45deg short radius bend 110mm Grey,Marley,20.42,"This Marley Solvent Soil 110mm 45° short radius bend with solvent socket is made of grey PVC-U. This fitting is part of the Solvent Soil system designed to meet most drainage requirements, creating a secure, leak-free system.",Drainage/Soil Pipes and Fittings/Soil Pipes and Fittings.csv -> Marley Soilvent Soil 45deg short radius bend 110mm Grey,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/86/00/NW-F08600_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ti/on/Marley_Soil-Waste_Installation.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/hu/re/Marley_Soil-Waste_Brochure.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
86,PF14632,Center CB strap boss 110 x 40mm Black,Center CB,7.02,"Center CB strap boss is made of PVC-U. The PVC-U Center Soil system consists of a range of push-fit and solvent fittings. Manufactured to exacting UK and European Standards, the products are designed for commercial developments as well as domestic housing.",Drainage/Soil Pipes and Fittings/Soil Pipes and Fittings.csv -> Center CB strap boss 110 x 40mm Black,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/46/32/NW-F14632_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/20/19/Center_CB_DrainageProductGuide_2019.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
87,PF42062,"McAlpine DC4-BL drain blank cap 4""/110mm",McAlpine,9.83,"This McAlpine 4""/110mm drain connector blank cap is suitable for sealing cast iron, plastic or clay pipe.","Drainage/Soil Pipes and Fittings/Soil Pipes and Fittings.csv -> McAlpine DC4-BL drain blank cap 4""/110mm",,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/20/62/NW-F42062_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ic/al/McAlpine_Plumbing_Products_Technical.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/wi/ng/F42062_Drawing.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/og/ue/McAlpine_Plumbing_Products_Catalogue.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
88,PF68822,Polypipe 92.5deg single branch double socket 110mm Grey,Polypipe,52.3,"This Polypipe System 2000 branch is made of grey PVC-U with 110mm solvent weld connections and is suitable for domestic use. An alternative to ring seal fittings, System 2000 Solvent weld soil fittings are the ideal choice where a permanent homogeneous connection is needed.",Drainage/Soil Pipes and Fittings/Soil Pipes and Fittings.csv -> Polypipe 92.5deg single branch double socket 110mm Grey,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/88/22/NW-F68822_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/20/15/Polypipe_Building_Prod_Guide_May2015.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
89,PF72055,Saint Gobain Timesaver GT01 plain pipe coupling 75mm,Saint Gobain,24.39,"Made of ductile iron, this Saint Gobain Timesaver GT01 75mm two-piece standard coupling with synthetic rubber gasket joints Timesaver soil to Timesaver soil (black gasket). The Timesaver drainage system offers a range of extremely high strength fittings ideal for below ground applications.",Drainage/Soil Pipes and Fittings/Soil Pipes and Fittings.csv -> Saint Gobain Timesaver GT01 plain pipe coupling 75mm,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/20/55/NW-F72055_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/br/cr/SG_Ensign_CI_AG_BG_Drainage_Sys_Brcr.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
90,PQ64319,Wavin OsmaSoil WC bend White,Wavin,47.62,"Suitable for domestic or commercial use, this Wavin OsmaSoil 110mm 87.5° WC connector is made of white PVC-U with durable and reliable 110 x 100mm socket x plain end connections.",Drainage/Soil Pipes and Fittings/Soil Pipes and Fittings.csv -> Wavin OsmaSoil WC bend White,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/43/19/NW-Q64319_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ti/on/Wavin_Osma_Soil-Waste_Installation.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ms/ds/Wavin_PVC_U_Pipe_&_Fittings_MSDS.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ca/te/Wavin_OsmaSoil_Waste_Certificate.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
91,PQ97083,Wavin OsmaSoil 87.5deg double socket bend White,Wavin,46.41,"Suitable for domestic or commercial use, this Wavin OsmaSoil 110mm 87.5° bend is made of white PVC-U with durable and reliable socket connections.",Drainage/Soil Pipes and Fittings/Soil Pipes and Fittings.csv -> Wavin OsmaSoil 87.5deg double socket bend White,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/70/83/NW-Q97083_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ti/on/Wavin_Osma_Soil-Waste_Installation.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ms/ds/Wavin_PVC_U_Pipe_&_Fittings_MSDS.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ca/te/Wavin_OsmaSoil_Waste_Certificate.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
92,PQ66437,Wavin OsmaSoil single socket reducer 110mm x 82mm Black,Wavin,28.45,"Suitable for domestic or commercial use, this Wavin OsmaSoil 110 x 82mm straight single socket reducer is made of durable black PVC-u and is fitted with plain end x socket connections.",Drainage/Soil Pipes and Fittings/Soil Pipes and Fittings.csv -> Wavin OsmaSoil single socket reducer 110mm x 82mm Black,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/64/37/NW-Q66437_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ti/on/Wavin_Osma_Soil-Waste_Installation.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ms/ds/Wavin_PVC_U_Pipe_&_Fittings_MSDS.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ca/te/Wavin_OsmaSoil_Waste_Certificate.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
