,pid,Title,Brand,Price,Description,category,mfpartnumber,whatisincluded,Image,Attachment 1,Attachment 2,Attachment 3,Colour,Connection Size,Diameter,Length (M),Hazardous,Approvals,Material,Outer Diameter,Size,Wall Thickness (mm),Supplier Product Code,Type,WEEE Compliant,Feature 1,Feature 2,Feature 3,Feature 4,Feature 5,Feature 6,Feature 7,Feature 8,Range,Connection Type 1,Connection Type 2
45,P519338,Wavin Hep2O reduced end tee 22 x 15 x 22mm,Wavin,5.66,This Wavin Hep2O HD12 22 x 22 x 15mm 90° end reduced tee is made from polybutylene (PB) and includes push-fit connections. This fitting is suitable for use in hot and cold flexible push-fit plumbing systems.,"Pipe, Valves and Fittings/Plastic Pipe/Polybutylene Pipe/Polybutylene Pipe.csv -> Wavin Hep2O reduced end tee 22 x 15 x 22mm",,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/93/38/NW-519338_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ta/ll/Wavin_Hep2O_Pushfit_Plumbing_Install.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ui/de/Wavin_Hep2O_Push-Fit_Plumbing_Guide.pdf,,,,,,,,,,,,,,,,,,,,,,,,,
46,P519307,Wavin Hep2O reducer 15 x 10mm,Wavin,3.96,"This Wavin Hep2O HD2 15 x 10mm socket reducer is a flexible push-fit fitting with In4Sure joint recognition technology, providing an indication when the pipe is securely connected.","Pipe, Valves and Fittings/Plastic Pipe/Polybutylene Pipe/Polybutylene Pipe.csv -> Wavin Hep2O reducer 15 x 10mm",,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/93/07/NW-519307_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ta/ll/Wavin_Hep2O_Pushfit_Plumbing_Install.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ui/de/Wavin_Hep2O_Push-Fit_Plumbing_Guide.pdf,,,,,,,,,,,,,,,,,,,,,,,,,
47,P519416,Wavin Hep2O 2 port manifold 22 x 10mm,Wavin,7.63,"This Wavin Hep2O HX92 2x 22mm, 2x 10mm two port manifold is made of polybutylene (PB). It is designed for use in hot and cold flexible push-fit plumbing systems.","Pipe, Valves and Fittings/Plastic Pipe/Polybutylene Pipe/Polybutylene Pipe.csv -> Wavin Hep2O 2 port manifold 22 x 10mm",,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/94/17/NW-519416_519417_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ta/ll/Wavin_Hep2O_Pushfit_Plumbing_Install.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ui/de/Wavin_Hep2O_Push-Fit_Plumbing_Guide.pdf,,,,,,,,,,,,,,,,,,,,,,,,,
48,P519377,Wavin Hep2O smartsleeve pipe support 10mm,Wavin,0.54,"This Wavin Hep2O HX60 10 x 10mm pipe support insert with push-fit connections is made of food quality stainless steel, impervious to contaminants. This insert is designed to be captive in the pipe, however it can be removed using long nose pliers where needed.","Pipe, Valves and Fittings/Plastic Pipe/Polybutylene Pipe/Polybutylene Pipe.csv -> Wavin Hep2O smartsleeve pipe support 10mm",,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/93/79/NW-519377_519379_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ui/de/Wavin_Hep2O_Plumbing_Guide.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ta/ll/Wavin_Hep2O_Pushfit_Plumbing_Install.pdf,,,,,,,,,,,,,,,,,,,,,,,,,
49,P515009,Wavin Hep2O polybutylene barrier pipe coil 22mm x 25mtr White,Wavin,81.76,"This Wavin Hep2O 22mm barrier pipe is made of 2.15mm thick polybutylene (PB) for a secure, leak-resistant alternative to copper piping. Flexible and simple to install via push-fit, this pipe is supplied in a 25M length.","Pipe, Valves and Fittings/Plastic Pipe/Polybutylene Pipe/Polybutylene Pipe.csv -> Wavin Hep2O polybutylene barrier pipe coil 22mm x 25mtr White",,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/50/09/NW-515007_515009_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/st/al/Wavin_Hep2o_Push_Fit_Plumbing_Instal.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ms/ds/Wavin_Hepworth_Plastic_Products_MSDS.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/an/ty/Wavin_Hep2o_Warranty.pdf,,,,,,,,,,,,,,,,,,,,,,,,
50,P515010,Wavin Hep2O polybutylene barrier pipe coil 28mm x 3mtr White,Wavin,20.06,"This Wavin Hep2O 28mm barrier pipe is made of 2.75mm thick polybutylene (PB) for a secure, leak-resistant alternative to copper piping. Flexible and simple to install via push-fit, this pipe is supplied in a 3M length.","Pipe, Valves and Fittings/Plastic Pipe/Polybutylene Pipe/Polybutylene Pipe.csv -> Wavin Hep2O polybutylene barrier pipe coil 28mm x 3mtr White",,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/50/10/NW-515010_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/st/al/Wavin_Hep2o_Push_Fit_Plumbing_Instal.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ms/ds/Wavin_Hepworth_Plastic_Products_MSDS.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/an/ty/Wavin_Hep2o_Warranty.pdf,,,,,,,,,,,,,,,,,,,,,,,,
51,P581388,JG Speedfit PB layflat pipe coil 15mm x 100mtr White,JG Speedfit,214.27,"Supplied in a length of 100M this JG Speedfit Layflat 15mm polybutylene pipe is ideal for long runs where softer pipe material is needed for easier cabling through joists. Easy to handle, when removed from its coil, this pipe remains straight and lays completely flat, meaning no annoying recoiling. Made with five layers, Layflat pipe includes a central oxygen barrier to prevent the ingress of air and reduce corrosion on a system's metal components. This pipe is designed for low thermal conductivity staying cool even when carrying hot water, making it safe for exposed installation.","Pipe, Valves and Fittings/Plastic Pipe/Polybutylene Pipe/Polybutylene Pipe.csv -> JG Speedfit PB layflat pipe coil 15mm x 100mtr White",,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/13/93/NW-581388_581393_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/hu/re/Speedfit_PushFit_Brochure.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,
52,P519322,Wavin Hep2O 90deg elbow 10mm,Wavin,4.33,This Wavin Hep2O HD5 10 x 10mm 90° elbow is made from polybutylene (PB) and includes push-fit connections. This fitting is suitable for use in hot and cold flexible push-fit plumbing systems.,"Pipe, Valves and Fittings/Plastic Pipe/Polybutylene Pipe/Polybutylene Pipe.csv -> Wavin Hep2O 90deg elbow 10mm",,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/93/24/NW-519322_519324_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ta/ll/Wavin_Hep2O_Pushfit_Plumbing_Install.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ui/de/Wavin_Hep2O_Push-Fit_Plumbing_Guide.pdf,,,,,,,,,,,,,,,,,,,,,,,,,
53,P519372,Wavin Wavin Hep2O HD62/10W demountable stop end 10mm,Wavin,3.39,"Made of polybutylene (PB), this Wavin Hep2O HD62 10mm demountable stop end can be used in hot and cold flexible plumbing systems accepting push-fit connections.","Pipe, Valves and Fittings/Plastic Pipe/Polybutylene Pipe/Polybutylene Pipe.csv -> Wavin Wavin Hep2O HD62/10W demountable stop end 10mm",,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/93/74/NW-519372_519374_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ta/ll/Wavin_Hep2O_Pushfit_Plumbing_Install.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ui/de/Wavin_Hep2O_Push-Fit_Plumbing_Guide.pdf,,,,,,,,,,,,,,,,,,,,,,,,,
54,P519302,Wavin Hep2O straight connector 10mm,Wavin,3.82,This Wavin Hep2O HD1 10 x 10mm connector is made from polybutylene (PB) and includes push-fit connections. This fitting is suitable for use in hot and cold flexible push-fit plumbing systems.,"Pipe, Valves and Fittings/Plastic Pipe/Polybutylene Pipe/Polybutylene Pipe.csv -> Wavin Hep2O straight connector 10mm",,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/93/04/NW-519302_519304_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ui/de/Wavin_Hep2O_Plumbing_Guide.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ta/ll/Wavin_Hep2O_Pushfit_Plumbing_Install.pdf,,,,,,,,,,,,,,,,,,,,,,,,,
55,P519355,"Wavin Hep2O straight tap connector 15mm x 1/2""",Wavin,3.97,"This Wavin Hep2O HD25 15mm x 1/2"" straight tap connector with push-fit connections incorporates In4Sure joint recognition technology, providing an indication when the pipe is securely connected. This fitting is supplied with SmartSleeve for easy pipe insertion and provides secure demounting using the smart HepKey system. Easy to install, Hep2O is ideal for use in confined spaces.","Pipe, Valves and Fittings/Plastic Pipe/Polybutylene Pipe/Polybutylene Pipe.csv -> Wavin Hep2O straight tap connector 15mm x 1/2""",,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/93/56/NW-519355_519356_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ta/ll/Wavin_Hep2O_Pushfit_Plumbing_Install.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ui/de/Wavin_Hep2O_Push-Fit_Plumbing_Guide.pdf,,,,,,,,,,,,,,,,,,,,,,,,,
56,P519312,Wavin Hep2O 90deg single socket elbow 10mm,Wavin,4.33,"This Wavin Hep2O HD4 10 x 10mm 90° spigot elbow is made of polybutylene (PB) and incorporates push-fit connections compatible with plastic and copper pipes and In4Sure joint recognition, providing an indication when the pipe is connected. Suitable for hot and cold water and heating use, this single socket pipe comes off the straight coil and offers secure demounting using the HepKey system.","Pipe, Valves and Fittings/Plastic Pipe/Polybutylene Pipe/Polybutylene Pipe.csv -> Wavin Hep2O 90deg single socket elbow 10mm",,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/93/14/NW-519312_519314_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ta/ll/Wavin_Hep2O_Pushfit_Plumbing_Install.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ui/de/Wavin_Hep2O_Push-Fit_Plumbing_Guide.pdf,,,,,,,,,,,,,,,,,,,,,,,,,
57,P516511,Polypipe PolyFit polybutylene barrier pipe 10mm x 50mtr White,Polypipe,191.31,"Highly flexible, this Polypipe PolyFit 10mm barrier pipe is designed to fit seamlessly with PolyFit, PolyMax and PolySure plumbing fittings. Made of polybutylene (PB), this pipe can be used in most plumbing and heating installations, including both hot and cold water supply, offering long lasting durability and high levels of performance. This pipe is supplied in a length of 50M.","Pipe, Valves and Fittings/Plastic Pipe/Polybutylene Pipe/Polybutylene Pipe.csv -> Polypipe PolyFit polybutylene barrier pipe 10mm x 50mtr White",,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/65/12/NW-516510_516512_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ta/ll/Polypipe_Polyplumb-Polyfit_Install.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,
58,P515154,Wavin Wavin Hep2O polybutylene barrier pipe 10mm x 25mtr White,Wavin,50.73,"Leak-resistant, this Wavin Hep2O 10mm barrier pipe is made of white polybutylene (PB), a secure alternative to copper. Easy to install, using simple push-fit connections, this flexible pipe is supplied in a 25M length.","Pipe, Valves and Fittings/Plastic Pipe/Polybutylene Pipe/Polybutylene Pipe.csv -> Wavin Wavin Hep2O polybutylene barrier pipe 10mm x 25mtr White",,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/51/56/NW-515154_515156_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/st/al/Wavin_Hep2o_Push_Fit_Plumbing_Instal.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ms/ds/Wavin_Hepworth_Plastic_Products_MSDS.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/an/ty/Wavin_Hep2o_Warranty.pdf,,,,,,,,,,,,,,,,,,,,,,,,
59,P519418,Wavin Hep2O 2 x 2 port manifold 22 x 10mm,Wavin,10.24,"This Wavin Hep2O HX94 2x 22mm, 4x 10mm two x two port manifold is made of polybutylene (PB). It is designed for use in hot and cold flexible push-fit plumbing systems.","Pipe, Valves and Fittings/Plastic Pipe/Polybutylene Pipe/Polybutylene Pipe.csv -> Wavin Hep2O 2 x 2 port manifold 22 x 10mm",,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/94/18/NW-519418_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ta/ll/Wavin_Hep2O_Pushfit_Plumbing_Install.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ui/de/Wavin_Hep2O_Push-Fit_Plumbing_Guide.pdf,,,,,,,,,,,,,,,,,,,,,,,,,
60,P517512,JG Speedfit barrier pipe length 15mm x 6mtr,JG Speedfit,11.66,"JG Speedfit 15mm barrier pipe is ideal for use in those short runs where a harder pipe material provides an advantage. Incorporating five layers, with a blue-coloured oxygen barrier in the centre to keep air from entering the system, this pipe offers excellent levels of corrosion resistance. Supplied in a 6M length, JG Speedfit pipe promises low thermal conductivity, making it safe to touch when carrying hot water.","Pipe, Valves and Fittings/Plastic Pipe/Polybutylene Pipe/Polybutylene Pipe.csv -> JG Speedfit barrier pipe length 15mm x 6mtr",,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/75/12/NW-517511_517512_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ta/ll/JG_Speedfit_SystmConnections_Install.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/te/ch/JG_Speedfit_Plumbing_Heating_Tech.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/hu/re/Speedfit_PushFit_Brochure.pdf,,,,,,,,,,,,,,,,,,,,,,,,
61,P517012,Polypipe Polyplumb polybutylene barrier pipe 22mm x 3mtr Grey,Polypipe,26.28,"Highly flexible, this Polypipe PolyPlumb 22mm barrier pipe is designed to fit seamlessly with PolyFit, PolyMax and PolySure plumbing fittings. Made of polybutylene (PB), this pipe can be used in most plumbing and heating installations, including both hot and cold water supply, offering long lasting durability and high levels of performance. This pipe is supplied in a length of 3M.","Pipe, Valves and Fittings/Plastic Pipe/Polybutylene Pipe/Polybutylene Pipe.csv -> Polypipe Polyplumb polybutylene barrier pipe 22mm x 3mtr Grey",,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/70/15/NW-517010_517015_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ta/ll/Polypipe_Polyplumb-Polyfit_Install.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,
62,P519313,Wavin Hep2O 90deg single socket elbow 15mm,Wavin,2.92,"This Wavin Hep2O HD4 15 x 15mm 90° spigot elbow is made of polybutylene (PB) and incorporates push-fit connections compatible with plastic and copper pipes and In4Sure joint recognition, providing an indication when the pipe is connected. Suitable for hot and cold water and heating use, this single socket pipe comes off the straight coil and offers secure demounting using the HepKey system.","Pipe, Valves and Fittings/Plastic Pipe/Polybutylene Pipe/Polybutylene Pipe.csv -> Wavin Hep2O 90deg single socket elbow 15mm",,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/93/14/NW-519312_519314_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ta/ll/Wavin_Hep2O_Pushfit_Plumbing_Install.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ui/de/Wavin_Hep2O_Push-Fit_Plumbing_Guide.pdf,,,,,,,,,,,,,,,,,,,,,,,,,
63,P519373,Wavin Wavin Hep2O HD62/15W Hep2O Hd62 Demountable Stop End 15,Wavin,2.44,"Suitable for use in hot and cold flexible push-fit plumbing systems, this Wavin Hep2O HD62 15mm demountable stop end is made from robust polybutylene (PB).","Pipe, Valves and Fittings/Plastic Pipe/Polybutylene Pipe/Polybutylene Pipe.csv -> Wavin Wavin Hep2O HD62/15W Hep2O Hd62 Demountable Stop End 15",,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/93/74/NW-519372_519374_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ta/ll/Wavin_Hep2O_Pushfit_Plumbing_Install.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ui/de/Wavin_Hep2O_Push-Fit_Plumbing_Guide.pdf,,,,,,,,,,,,,,,,,,,,,,,,,
64,P519374,Wavin Wavin Hep2O HD62/22W Hep2O Hd62 Demountable Stop End 22,Wavin,3.11,"Suitable for use in hot and cold flexible push-fit plumbing systems, this Wavin Hep2O HD62 22mm demountable stop end is made from robust polybutylene (PB).","Pipe, Valves and Fittings/Plastic Pipe/Polybutylene Pipe/Polybutylene Pipe.csv -> Wavin Wavin Hep2O HD62/22W Hep2O Hd62 Demountable Stop End 22",,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/93/74/NW-519372_519374_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ta/ll/Wavin_Hep2O_Pushfit_Plumbing_Install.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ui/de/Wavin_Hep2O_Push-Fit_Plumbing_Guide.pdf,,,,,,,,,,,,,,,,,,,,,,,,,
65,P519412,Wavin Hep2O smartsleeve pipe support 28mm,Wavin,1.06,"This Wavin Hep2O HX60 28 x 28mm pipe support insert with push-fit connections is made of food quality stainless steel, impervious to contaminants. This insert is designed to be captive in the pipe, however it can be removed using long nose pliers where needed.","Pipe, Valves and Fittings/Plastic Pipe/Polybutylene Pipe/Polybutylene Pipe.csv -> Wavin Hep2O smartsleeve pipe support 28mm",,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/94/12/NW-519412_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ui/de/Wavin_Hep2O_Plumbing_Guide.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ta/ll/Wavin_Hep2O_Pushfit_Plumbing_Install.pdf,,,,,,,,,,,,,,,,,,,,,,,,,
66,P519393,Wavin Hep2O equal tee 28mm,Wavin,15.29,This Wavin Hep2O HD10 28 x 28 x 28mm 90° tee is made from polybutylene (PB) and includes push-fit connections. This fitting is suitable for use in hot and cold flexible push-fit plumbing systems.,"Pipe, Valves and Fittings/Plastic Pipe/Polybutylene Pipe/Polybutylene Pipe.csv -> Wavin Hep2O equal tee 28mm",,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/93/93/NW-519393_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ta/ll/Wavin_Hep2O_Pushfit_Plumbing_Install.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ui/de/Wavin_Hep2O_Push-Fit_Plumbing_Guide.pdf,,,,,,,,,,,,,,,,,,,,,,,,,
67,PP97289,Uponor Q&E Shrink-fit PEX pipe 25mm x 3mtr (Priced per metre),Uponor,6.07,"Diffusion-resistant, this Uponor 25mm PE-X pipe is suitable for general plumbing and radiator connections. Meeting ISO 15875 for hot and cold water and heating applications, this 2.3mm thick pipe is supplied in a 30M length.","Pipe, Valves and Fittings/Plastic Pipe/Polybutylene Pipe/Polybutylene Pipe.csv -> Uponor Q&E Shrink-fit PEX pipe 25mm x 3mtr (Priced per metre)",,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/72/89/NW-P97287_P97289_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/og/ue/Uponor_PEX_Q&E_Catalogue.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,
68,P519421,Wavin Hep2O inline 4 port manifold 22 x 10mm,Wavin,11.71,"This Wavin Hep2O HX96B 2x 22mm, 4x 10mm four port manifold is made of polybutylene (PB). It is designed for use in hot and cold flexible push-fit plumbing systems.","Pipe, Valves and Fittings/Plastic Pipe/Polybutylene Pipe/Polybutylene Pipe.csv -> Wavin Hep2O inline 4 port manifold 22 x 10mm",,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/94/21/NW-519421_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ta/ll/Wavin_Hep2O_Pushfit_Plumbing_Install.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ui/de/Wavin_Hep2O_Push-Fit_Plumbing_Guide.pdf,,,,,,,,,,,,,,,,,,,,,,,,,
69,P519420,Wavin Hep2O inline 4 port manifold 22 x 10mm,Wavin,11.71,"This Wavin Hep2O HX96 2x 22mm, 4x 10mm four port manifold is made of polybutylene (PB). It is designed for use in hot and cold flexible push-fit plumbing systems.","Pipe, Valves and Fittings/Plastic Pipe/Polybutylene Pipe/Polybutylene Pipe.csv -> Wavin Hep2O inline 4 port manifold 22 x 10mm",,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/94/20/NW-519420_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ta/ll/Wavin_Hep2O_Pushfit_Plumbing_Install.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ui/de/Wavin_Hep2O_Push-Fit_Plumbing_Guide.pdf,,,,,,,,,,,,,,,,,,,,,,,,,
