,pid,Title,Brand,Price,Description,category,mfpartnumber,whatisincluded,Image,Attachment 1,Attachment 2,Attachment 3,Attachment 4,Attachment 5,Attachment 6,Attachment 7,Attachment 8,Attachment 9,Attachment 10,Attachment 11,Attachment 12,Colour,Flow Rate,Min System Pressure Cold (Bar),Operating Temperature,Projection Depth,Style,Warranty,Hazardous,Depth (mm),Tank,Mains,Cartridge,Spout Type,Fitting / Mounting Type,Handle Type,Material,Supplier Product Code,Type,WEEE Compliant,Feature 1,Feature 2,Feature 3,Feature 4,Feature 5,Feature 6,Feature 7,Feature 8,Feature 9,Feature 10,Range,Number of Tap Holes
30,PC79880,Bristan Descent basin mixer tap Chrome,Bristan,182.85,"Suitable for installation in all plumbing systems, the Bristan Descent basin mixer has a statement wide spout for luxuriant cascade delivery. Made of durable brass, this luxury bathroom tap is finished in bright chrome and incorporates ceramic cartridge technology for smooth use.",Bathrooms and Kitchens/Bathroom Taps/Bathroom Monobloc Taps/Bathroom Monobloc Taps.csv -> Bristan Descent basin mixer tap Chrome,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/98/80/NW-C79880_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ic/al/C79880_Technical.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ar/es/C79880_Spares.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ti/on/Bristan_Descent_Tap_Installation.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/20/20/Bristan_TapsShowersAccers_Brchr_2020.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
31,PJ45259,Grohe Eurosmart basin mixer tap and waste Chrome Plated,Grohe,59.29,"The forward-leaning Grohe Eurosmart basin mixer features a solid metal handle for a solid, contemporary look ideal in a modern bathroom. This dynamic monobloc includes a SilkMove ceramic cartridge and is finished in StarLight chrome for a long lasting shine and high levels of resistance against scratching and tarnishing.",Bathrooms and Kitchens/Bathroom Taps/Bathroom Monobloc Taps/Bathroom Monobloc Taps.csv -> Grohe Eurosmart basin mixer tap and waste Chrome Plated,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/52/59/NW-J45259_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/20/20/Grohe_Product_Guide_2020.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ti/on/Grohe_32467_33265_Installation.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/te/ch/Grohe_Eurosmart_3326520L_Tech.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
32,PD77086,Bristan Quadrato eco basin mixer tap with pop up waste Chrome Plated,Bristan,128.86,"With its angled design, the Bristan Quadrato waste-free bath mixer with eco-click is ideal for modern bathroom designs. Suitable for any plumbing system but best in balanced pressure, this deck-mounted tap is built of tough brass with a contemporary chrome finish.",Bathrooms and Kitchens/Bathroom Taps/Bathroom Monobloc Taps/Bathroom Monobloc Taps.csv -> Bristan Quadrato eco basin mixer tap with pop up waste Chrome Plated,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/70/86/NW-D77086_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ti/on/Bristan_Quadrato_Tap_Installation.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ar/es/D77086_Spares.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ic/al/D77086_Technical.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/20/20/Bristan_TapsShowersAccers_Brchr_2020.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
33,PA05494,* NAB GALENE LEVER CLOAKROOM BASIN MIXER,Nabis,35.13,"Fitted with a 25mm ceramic cartridge, the Nabis Galene basin mixer tap provides users with smooth operation via a simple and robust zinc handle. Finished in an attractive chrome plating, this simply styled bathroom tap incorporates a neoperl aerator for softer water delivery with less splashing.",Bathrooms and Kitchens/Bathroom Taps/Bathroom Monobloc Taps/Bathroom Monobloc Taps.csv -> * NAB GALENE LEVER CLOAKROOM BASIN MIXER,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/54/94/NW-A05494_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ti/on/Nabis_Galene_Tap_Range_Installation.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/20/21/Nabis_Tap Spares Matrix_2021.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/20/20/Nabis_Tap_Spares_Matrix_26Oct2020.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
34,PA05415,Nabis Sweep cloakroom basin mixer tap without waste,Nabis,67.55,"Built of tough brass with a zinc handle and glossy chrome finish, the Nabis Sweep cloakroom basin mixer has a beautifully curved design. An ideal piece for a modern bathroom, this mixer tap can be used in both high and low pressure systems.",Bathrooms and Kitchens/Bathroom Taps/Bathroom Monobloc Taps/Bathroom Monobloc Taps.csv -> Nabis Sweep cloakroom basin mixer tap without waste,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/54/15/A05415_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/20/21/Nabis_Tap Spares Matrix_2021.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ic/al/Nabis_A05415_Technical.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/20/21/Nabis_Tap Spares List_May 2021.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ti/on/Nabis_Sweep_Tap_Installation.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
35,PD88230,Bristan Napoli Napoli Basin Mixer with Clicker Waste,Bristan,101.4,"Soft yet sleek, the Napoli monobloc basin mixer brings a touch of modern elegance to the bathroom. Robustly built to withstand the rigours of family life, this chrome-finished mixer tap is supplied complete with a clicker waste and all the fitting components you'll need for a complete installation with no additional parts to buy.",Bathrooms and Kitchens/Bathroom Taps/Bathroom Monobloc Taps/Bathroom Monobloc Taps.csv -> Bristan Napoli Napoli Basin Mixer with Clicker Waste,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/82/30/D88230_wm.jpg,,,,,,,,,,,,,Chrome Plated,3.1l/min@0.5bar - 4.6l/min@5bar,0.5,60,100,Contemporary,10 Years,N,148,No,No,Yes,Fixed,Deck,Lever,Brass,NAP BAS C,Basin Mixer with Click Waste,N,Flow regulator limits flow to 5LPM to reduce waste,Long life ceramic cartridge for durability and smooth operation,With flexible tails and fixing kit,Includes clicker waste,Tough brass construction,"Long-lasting, scratch-resistant chrome finish",Salt spray tested for durability,"Flow rate of 3.1LPM at 0.5 bar, 4.6LPM at 5 bar",10 year warranty,,Napoli,1
36,PJ05623,Grohe Eurosmart Cosmopolitan smooth body basin mixer tap,Grohe,72.87,"Designed for low pressure water systems, this Grohe Eurosmart Cosmopolitan basin mixer is elegant and user-friendly. Fitted with a SilkMove ceramic cartridge, this deck-mounted mixer provides precision control with minimal effort, ensuring perfect temperature and flow with every use. Easy to install thanks to Grohe's FastFixation system, this tap has a high shine StarLight chrome finish for easy cleaning and lasting looks.",Bathrooms and Kitchens/Bathroom Taps/Bathroom Monobloc Taps/Bathroom Monobloc Taps.csv -> Grohe Eurosmart Cosmopolitan smooth body basin mixer tap,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/56/23/NW-J05623_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ta/ll/Grohe_32824-25-27_23818-19_Install.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/te/ch/Grohe_Eurosmart_Cosmo_3282400L_Tech.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/20/20/Grohe_Product_Guide_2020.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/st/al/Grohe_32824-25-27_23818_2011_Instal.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
37,PD80800,Bristan Cobalt basin mixer tap plus clicker waste Black,Bristan,131.74,"A unique square design, this Bristan Cobalt basin mixer tap with contemporary black finish is the perfect foil to a super-modern bathroom. Supplied with a clicker waste and flexible tails for ease of fitting, this smart tap is suitable for deck mounting.",Bathrooms and Kitchens/Bathroom Taps/Bathroom Monobloc Taps/Bathroom Monobloc Taps.csv -> Bristan Cobalt basin mixer tap plus clicker waste Black,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/08/00/D80800_wm.jpg,,,,,,,,,,,,,Black,5,0.3,60,100,Contemporary,10 Years,N,250,No,No,Yes,Fixed,Deck,Lever,Brass,COB BAS BLK,Basin Mixer,N,Brass construction,Black finish,Includes flexible tails,With clicker waste,Long life ceramic cartridge for durability,"Smooth, easy turning",For deck mounting,"Supplied with metal fixing nut for durable, secure fitting",10 year warranty,,Cobalt,1
38,PC36999,Methven Wai basin mixer,Methven,86.74,"With its smart, gently geometric design, the Methven Wai basin mixer tap is a modern choice ideal for a contemporary bathroom. Fitted with a high quality ceramic cartridge, this chrome-plated, deck-mounted tap offers ease of use and long-lasting robustness.",Bathrooms and Kitchens/Bathroom Taps/Bathroom Monobloc Taps/Bathroom Monobloc Taps.csv -> Methven Wai basin mixer,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/69/99/NW-C36999_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/te/ch/Methven_Wai_WAIBCPUK_Tech.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/20/20/Methven_Shower-Tap_Guide_2020.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/_h/&s/Methven_CaringForShowers_H&S.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
39,PP76335,NAPOLI BASIN MIXER WITH CLICKER WASTE PK,Bristan,62.0,"Soft yet sleek, the Napoli monobloc basin mixer brings a touch of modern elegance to the bathroom. Robustly built to withstand the rigours of family life, this chrome-finished mixer tap is supplied complete with a clicker waste and all the fitting components you'll need for a complete installation with no additional parts to buy.",Bathrooms and Kitchens/Bathroom Taps/Bathroom Monobloc Taps/Bathroom Monobloc Taps.csv -> NAPOLI BASIN MIXER WITH CLICKER WASTE PK,,"1 x Tap Body, 1 x Plinth & Washer, 2 x Flexible tails, 1 x Fixing Kit, 1 x Clicker Waste",https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/82/30/D88230_wm.jpg,,,,,,,,,,,,,Chrome Plated,3.1l/min@0.5bar - 4.6l/min@5bar,0.5,60,100,Contemporary,10 Years,N,148,No,No,Yes,Fixed,Deck,Lever,Brass,P76335 PK,Basin Mixer with Click Waste,N,Flow regulator limits flow to 5LPM to reduce waste,Long life ceramic cartridge for durability and smooth operation,With flexible tails and fixing kit,Includes clicker waste,Tough brass construction,"Long-lasting, scratch-resistant chrome finish",Salt spray tested for durability,"Flow rate of 3.1LPM at 0.5 bar, 4.6LPM at 5 bar",10 year warranty,,Napoli,1
40,PA05421,* NAB INGA BASIN MIXER NO WASTE CP,Nabis,88.88,"Make a statement with the Nabis Inga monobloc mixer with its stand-out curved silhouette and open water flow. Built in a robust brass with a zinc handle and shiny chrome finish, this deck-mounted tap is suitable for use in pressure systems.",Bathrooms and Kitchens/Bathroom Taps/Bathroom Monobloc Taps/Bathroom Monobloc Taps.csv -> * NAB INGA BASIN MIXER NO WASTE CP,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/54/21/A05421_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ti/on/Nabis_Inga_Tap_Installation.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/20/21/Nabis_Tap_Spares_Matrix_2021.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ic/al/A05421_Technical.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
41,PC00247,Grohe Concetto Basin mixer tap Chrome Plated,Grohe,109.09,"Perfect for contemporary bathrooms, the Grohe Concetto basin mixer is full of cutting edge technology and German engineering. This wall-mounted mixer includes a SilkMove ceramic cartridge for effortless, precise temperature and flow control while the EcoJoy feature reduces water waste and the temperature limiter minimises energy bills. Fitted with QuickFix for a 40% reduction in installation time, this Concetto mixer is finished in StarLight chrome and includes a silicone SpeedClean aerator, making maintenance totally stressless.",Bathrooms and Kitchens/Bathroom Taps/Bathroom Monobloc Taps/Bathroom Monobloc Taps.csv -> Grohe Concetto Basin mixer tap Chrome Plated,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/02/47/NW-C00247_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/te/ch/Grohe_Concetto_3224010E_Tech.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/20/20/Grohe_Product_Guide_2020.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ti/on/Grohe_Concetto_99214631_Installation.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/st/al/Grohe_32204-240_23380-85_2016_Instal.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
42,PD80814,MILA BASIN MIXER TAP + CLICKER WASTE CHR,Bristan,102.27,"A modern monobloc design, the Bristan Mila basin mixer tap has an elongated, angular spout and simple lever for good looks and ease of use. Suitable for deck mounting, this bathroom tap is supplied complete with flexible tails and a clicker waste so there's no need to buy additional fittings for installation.",Bathrooms and Kitchens/Bathroom Taps/Bathroom Monobloc Taps/Bathroom Monobloc Taps.csv -> MILA BASIN MIXER TAP + CLICKER WASTE CHR,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/08/14/D80814_wm.jpg,,,,,,,,,,,,,Chrome,5 L/min,0.5,60,125,Contemporary,Up to 10 years,N,165,No,Yes,Yes,Fixed,Deck Monuted,Lever,Brass,MI BAS C,Basin Mixer,N,With clicker waste,Lever operation,5LPM flow limiter reduces water waste,Flexible tails supplied,Long life ceramic cartridge for durability and smooth use,Tough brass construction,Long lasting scratch-resistant chrome finish,Salt spray tested to ensure added durability,Up to 10 year warranty,,Mila,1
43,PD88206,Bristan Value mono basin mixer and pu waste,Bristan,113.32,"A budget choice designed to suit most bathrooms, this Bristan Value basin mixer tap has a simple silhouette, a tough brass body and a clean, glossy chrome finish. Operated with 3"" metal lever handles, this mixer tap incorporates ceramic disc valves for ease of use and has a 120mm spout projection.",Bathrooms and Kitchens/Bathroom Taps/Bathroom Monobloc Taps/Bathroom Monobloc Taps.csv -> Bristan Value mono basin mixer and pu waste,,Basin mixer tap;Waste;Lever,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/82/06/NW-D88206_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/wi/ng/D88206_Drawing.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ic/al/D88206_Technical.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ti/on/D88206_Installation.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
44,PD77186,Bristan Sail basin mixer tap Chrome Plated,Bristan,172.47,"Dynamically streamlined, the Bristan Sail basin mixer with clicker waste has a statement nautical-inspired shape and smart chrome finish. This deck-mounted tap is built in a robust brass and can be installed into any plumbing system.",Bathrooms and Kitchens/Bathroom Taps/Bathroom Monobloc Taps/Bathroom Monobloc Taps.csv -> Bristan Sail basin mixer tap Chrome Plated,,Basin mixer;Flexible tails;Clicker waste,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/71/86/D77186_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/wi/ng/Bristan_Sail_MSAI_BAS_SS_Drawing.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ti/on/Bristan_Sail_Tap_Range_Installation.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ic/al/D77186_Technical.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/20/20/Bristan_TapsShowersAccers_Brchr_2020.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
45,PC83220,Ideal Standard Ceraflex basin mixer tap with no waste,Ideal Standard,74.19,"Designed for longevity, even in the busiest of bathrooms, the Ideal Standard Ceraflex deck-mounted basin mixer tap is built with a FirmaFlow ceramic cartridge which has been lifecycle tested to over half a million cycles. Helping to save both water and energy while ensuring safe delivery through the use of a pre-settable temperature stop, the chrome Ceraflex is built to last twice as long as other bathroom taps.",Bathrooms and Kitchens/Bathroom Taps/Bathroom Monobloc Taps/Bathroom Monobloc Taps.csv -> Ideal Standard Ceraflex basin mixer tap with no waste,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/32/20/NW-C83220_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/20/19/IS_Bathrooms_Brchr_2019.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/te/ch/IS_Ceraflex_B1812AA_Tech.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
46,PC68192,Deva Swoop mk 2 mono basin mixer and waste,Deva,106.31,"With a statement 123mm swooping spout, it's easy to see where the Deva Swoop MK2 mono basin mixer, supplied with a press-top waste, got its name from. Offering ceramic handles for ease of use, this tap is made of robust brass with a smart chrome finish.",Bathrooms and Kitchens/Bathroom Taps/Bathroom Monobloc Taps/Bathroom Monobloc Taps.csv -> Deva Swoop mk 2 mono basin mixer and waste,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/81/92/NW-C68192_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ic/al/C68192_Technical.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
47,PC43772,Deva Vision non concussive basin tap Chrome Plated,Deva,100.93,"An ideal choice for public bathroom installation, the Deva Vision self-closing basin tap has an automatic ten second shut-off to minimise water waste. Made of brass with a neat chrome finish, this deck-mounted tap has a lever handle for ease of operation and offers compatibility with all plumbing systems.",Bathrooms and Kitchens/Bathroom Taps/Bathroom Monobloc Taps/Bathroom Monobloc Taps.csv -> Deva Vision non concussive basin tap Chrome Plated,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/37/72/NW-C43772_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ic/al/Deva_VSN123_Technical.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/20/21/Deva_Shower-Tap_Guide_2021.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
48,PJ92309,Ideal Standard Contour 21+ single lever basin anti vandal mixer tap with pop up waste,Ideal Standard,157.92,"Made for the non-residential sector, the Ideal Standard Contour 21+ basin mixer offers water efficiency and safe temperature limiting. With an eye-catching modern design, this deck-mounted chrome tap incorporates nickel-free waterways, an antibacterial self-draining spout and anti-vandal functionality for use in public bathrooms.",Bathrooms and Kitchens/Bathroom Taps/Bathroom Monobloc Taps/Bathroom Monobloc Taps.csv -> Ideal Standard Contour 21+ single lever basin anti vandal mixer tap with pop up waste,,Basin mixer;Copper tails,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/23/10/NW-J92309_J92310_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/hu/re/IS_Contour21TapShower_Brochure.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/te/ch/IS_Contour_21+_BC119AA_Tech.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
49,PD77274,Bristan Cobalt basin mixer tap,Bristan,86.51,"The bold, geometric lines of the Bristan Cobalt basin mixer are an ideal addition to a contemporary bathroom. Made of long lasting brass and finished in chrome, this deck-mounted bathroom tap is compatible with all plumbing systems.",Bathrooms and Kitchens/Bathroom Taps/Bathroom Monobloc Taps/Bathroom Monobloc Taps.csv -> Bristan Cobalt basin mixer tap,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/72/74/NW-D77274_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ic/al/D77274_Technical.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ti/on/Bristan_Cobalt_Tap_Installation.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ar/es/D77274_Spares.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/20/20/Bristan_TapsShowersAccers_Brchr_2020.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
50,PC44914,Bristan Prism monobloc basin mixer tap with pop up waste Chrome Plated,Bristan,128.34,"Contemporary and practical, the Bristan Prism basin mixer is made of brass with an easy-clean chrome surface. This deck-mounted tap is suitable for installation into any plumbing system.",Bathrooms and Kitchens/Bathroom Taps/Bathroom Monobloc Taps/Bathroom Monobloc Taps.csv -> Bristan Prism monobloc basin mixer tap with pop up waste Chrome Plated,,Basin mixer;Pop up waste,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/49/14/NW-C44914_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ti/on/C44914_Installation.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ar/es/Bristan_Prism_Basinmixer_Spares.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ic/al/C44914_Technical.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/20/20/Bristan_TapsShowersAccers_Brchr_2020.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
