,pid,Title,Brand,Price,Description,category,mfpartnumber,whatisincluded,Image,Attachment 1,Attachment 2,Attachment 3,Attachment 4,Attachment 5,Colour,Flow Rate,Min System Pressure Cold (Bar),Operating Temperature,Projection Depth,Range,Style,Warranty,Hazardous,Sector,Depth (mm),Pressure (Low / Med / High),Tank,Mains,Cartridge,Spout Type,Fitting / Mounting Type,Handle Type,Material,Number of Tap Holes,Supplier Product Code,Type,WEEE Compliant,Feature 1,Feature 2,Feature 3,Feature 4,Feature 5,Feature 6,Feature 7,Feature 8,Feature 9,Feature 10,Feature 11,Feature 12,Feature 13
21,PD64462,Intatec Intatherm Sequential safe touch thermostatic basin mixer valve 140mm,Intatec,238.38,"Suitable for domestic or commercial use, the Intatec Intatherm Sequential thermostatic basin mixer tap incorporates thermostatic safety, easy-grip handles and cool-touch technology for peace of mind in any setting. This stylish chrome tap includes Inta’s proven anti-scald technology and a self draining spout for clean hygiene. With a smooth function cartridge, this deck-mounted tap is effortlessly operated by hand or elbow, ideal for sheltered housing and facilities designed for the differently abled.",Commercial Plumbing/Commercial Brassware/Commercial Brassware.csv -> Intatec Intatherm Sequential safe touch thermostatic basin mixer valve 140mm,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/44/63/NW-D64462_D64463_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ic/al/Intatec_IT1005CP_IT1006CP_Technical.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ta/ll/Intatec_IT1005CP_IT1006CP_Install.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ui/de/Intatec_IT1005CP_Spare_Guide.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
22,PC01170,Deva Sensor 1/D dual source sensor tap,Deva,252.39,"The Deva mono basin sensor tap offers convenient and hygienic water saving automatic operation. Made of brass with a chrome finish, this sensor tap is suitable for high pressure systems and ideal for public bathrooms.",Commercial Plumbing/Commercial Brassware/Commercial Brassware.csv -> Deva Sensor 1/D dual source sensor tap,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/11/70/NW-C01170_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ic/al/Deva_SENSOR1_D_Technical.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/20/21/Deva_Shower-Tap_Guide_2021.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
23,PC16908,Delabie Tempogenou male inline lever tap (7second flow),Delabie,126.57,"Suitable for knee-operation, this Douglas Delabie Tempogenou male inline lever tap offers a timed flow of around seven seconds for reduced water waste. Brass manufactured with a reinforced wall plate fixing and a reinforced stainless steel lever rod, this tough timed delivery tap is built to last.",Commercial Plumbing/Commercial Brassware/Commercial Brassware.csv -> Delabie Tempogenou male inline lever tap (7second flow),,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/47/15/73544715_wm.jpg,,,,,,Chrome / White,3 lpm,1.5,Whatever temperature the customer installs,N/A,Tempogenou,Knee Operated Valve,30-year warranty,N,Office/Retail/Washrooms,80,High,No,No,Yes,N/A,Screws to wall,Lever,Chrome Plated Brass & Reinforces Nylon Rod,1,73544715,Knee Operated Valve,N,Knee-operated,Timed flow of approx 7 seconds,Flow rate pre-set at 3LPM at 3 bar,Flow rate adjustable from 15 to 6LPM,Control lever is reinforced with internal stainless steel rod:Solid brass wall plate.Reinforced fixing via 4x stainless steel screws,For cold or mixed water supply,Straight for in-line 15mm diameter conical inlet,Chrome and white finish,10 year warranty against manufacturer defects,,,,
24,PJ23423,"Ideal Standard Alterna 21 bib taps (lever handles) 1/2""",Ideal Standard,121.64,"The practical and economical Ideal Standard Alterna 21 bib tap is designed for use in social housing, schools, commercial kitchens or any high use washroom. With concealed and exposed wall mounts and extensions available, this easy to install and simple to use chrome kitchen tap provides high levels of flexibility.","Commercial Plumbing/Commercial Brassware/Commercial Brassware.csv -> Ideal Standard Alterna 21 bib taps (lever handles) 1/2""",,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/34/23/NW-J23423_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/hu/re/IS_G4_Utility_Taps_Brochure.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/te/ch/IS_Alterna_21_B1457AA_Tech.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
25,PC02302,"Pegler Yorkshire cold bibtap (BS1010) 1/2"" Chrome",Pegler,76.69,"This Pegler Yorkshire bib tap offers excellent flow even at low pressures. Easy to clean, this smart deck-mounted tap is finished in bright chrome.","Commercial Plumbing/Commercial Brassware/Commercial Brassware.csv -> Pegler Yorkshire cold bibtap (BS1010) 1/2"" Chrome",,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/23/02/NW-C02302_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/20/15/PY_Brassware_Guide_2015.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
26,PC98035,Ideal Standard Sensorflow 21 basin deck mounted electronic spout with mains box,Ideal Standard,427.16,"A compact water saving solution, this Ideal Standard Sensorflow 21 compact wash basin spout is sensor operated for hands-free electronic use. Vandal-resistant, this spout provides robust, hygienic use.",Commercial Plumbing/Commercial Brassware/Commercial Brassware.csv -> Ideal Standard Sensorflow 21 basin deck mounted electronic spout with mains box,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/80/36/NW-C98034_C98036_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/st/al/IS_A4851AA_A4852AA-53AAInstal.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/20/19/IS_Spares_Catalogue_2019.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/te/ch/IS_Sensorflow_21_A4852AA_Tech.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
27,PB97293,Ideal Standard Contour 21 single lever basin mixer excludes waste Chrome Plated,Ideal Standard,446.57,"Made for the non-residential sector, the practical Ideal Standard Contour 21 thermostatic washbasin mixer is suitable for balanced and unbalanced low or high water pressure systems. With an eye-catching modern design, this chrome deck-mounted tap offers intuitive single lever operation.",Commercial Plumbing/Commercial Brassware/Commercial Brassware.csv -> Ideal Standard Contour 21 single lever basin mixer excludes waste Chrome Plated,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/72/93/NW-B97293_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/20/14/IS_Brassware_Brochur_2014.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/te/ch/IS_Contour_21_A4131AA_Tech.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
28,PC25030,"Ideal Standard Sandringham 21 rim mounted basin pillar taps 1/2"" (Pack of 2)",Ideal Standard,33.45,"A crowd-pleasing design for installation in modern or traditional bathrooms, this pair of Ideal Standard Sandringham 21 1/2"" rim-mounted basin pillar taps are fitted with ceramic discs for smooth operation and long lasting drip-free durability. Chrome-finished, these taps are part of the broad Sandringham 21 range, helping installers, homeowners and developers to create a streamlined look that will suit the majority of interior tastes.","Commercial Plumbing/Commercial Brassware/Commercial Brassware.csv -> Ideal Standard Sandringham 21 rim mounted basin pillar taps 1/2"" (Pack of 2)",,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/50/30/NW-C25030_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/rc/hr/IS_Sandringham21_Brchr.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/te/ch/IS_Sandringham_B3304AA_Tech.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/st/al/IS_Sandringham_B3304-05_Instal.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ui/de/Sandringham_21_B3304AA_SpareGuide.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
29,PD63666,INTA TIMED FLOW CONTROL EXPOSED       CP,Intatec,70.69,"Helping to minimise water waste in public areas with multiple outlets, this Intatec exposed chrome time flow shower control is compatible with Intamix thermostatic mixing valves. Attractively designed, the Intatec range of time flow control systems allows for improved economy and environmental responsibility without compromising on style.",Commercial Plumbing/Commercial Brassware/Commercial Brassware.csv -> INTA TIMED FLOW CONTROL EXPOSED       CP,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/36/66/NW-D63666_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ti/on/D63666_Installation.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/te/ch/Intatec_Inta_Shower_Controls_Tech.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
30,PC17468,Delabie Temposoft 2 timeflow tap,Delabie,71.17,"Reducing water use by up to 85%, the Delabie Temposoft 2 time flow tap offers a seven second timed flow for economy and convenience. Deck-mounted, this soft-touch chrome timer tap incorporates a range of useful features designed for hygiene and usability.",Commercial Plumbing/Commercial Brassware/Commercial Brassware.csv -> Delabie Temposoft 2 timeflow tap,,Time flow tap;Red ;black markers,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/74/68/NW-C17468_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ti/on/Delabie_NT740_Installation.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ic/al/Delabie_US_Eng_740500_Technical.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
31,PC25028,"Ideal Standard Sandringham 21 self closing pillar taps 1/2"" Chrome (Pair)",Ideal Standard,106.8,"A crowd-pleasing design for installation in modern or traditional bathrooms, this pair of Ideal Standard Sandringham 21 1/2"" self-closing pillar taps is designed to help save water, automatically turning off after a set time. Chrome-finished, these taps are part of the broad Sandringham 21 range, helping installers, homeowners and developers to create a streamlined look that will suit the majority of interior tastes.","Commercial Plumbing/Commercial Brassware/Commercial Brassware.csv -> Ideal Standard Sandringham 21 self closing pillar taps 1/2"" Chrome (Pair)",,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/50/28/NW-C25028_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/te/ch/IS_Sandringham21_S0672AA_Tech.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/hu/re/IS_G4_Utility_Taps_Brochure.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
32,PC29726,Armitage Shanks Markwick single flow wall mixer tap Chrome Plated,Armitage Shanks,496.58,"Wall-mounted and with built-in servicing, this chrome finish Armitage Shanks Markwik 1/2"" mixer tap features volume controls to reduce splashing and as a temporary isolator for servicing works. With a high-arc swivel spout, this tap is controlled with levers which sit parallel to the wall on closure. The Markwik is suitable for use in high and low pressure systems and requires an appropriate backflow prevention device on installation.",Commercial Plumbing/Commercial Brassware/Commercial Brassware.csv -> Armitage Shanks Markwick single flow wall mixer tap Chrome Plated,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/97/26/C29726_wm.jpg,,,,,,Chrome,N/A,N/A,N/A,125,Markwick,Non-Residential,5 Years,N,Assisted Living,189,N/A,No,No,No,SwivelHigh Arc,Wall,Lever,Brass,2,S8215AA,Basin Mixer,N,For commercial use,Wall-mounted installation,With 150mm levers,Includes integral service controls,Brass construction,Chrome-plated finish,Swivel spout,5 year warranty,,,,,
33,PC16652,Delabie Bioclip Sec/Therm Seq Basin Mixer Lever (supplied with copper tails with brass stopcocks),Delabie,383.04,"Safe and hygienic, the Delabie Securitherm Bioclip thermostatic basin mixer is ideal for installation in healthcare facilities such as hospitals and clinics as well as in retirement and care homes. This deck-mounted chrome tap is fitted with a scale-resistant thermostatic sequential cartridge for single control adjustment of flow rate and temperature and includes a wide range of additional features for safe, clean use.",Commercial Plumbing/Commercial Brassware/Commercial Brassware.csv -> Delabie Bioclip Sec/Therm Seq Basin Mixer Lever (supplied with copper tails with brass stopcocks),,Thermostatic basin mixer;Copper tails;Stopcocks,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/66/52/NW-C16652_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ic/al/Delabie_US_Eng_H9605610L_Technical.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ti/on/Delabie_NTH9600_Installation.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
34,PB56562,"Twyford Sola single lver bib taps 1/2""",Twyford,73.58,"Suitable for healthcare environments including hospitals and surgeries, these Twyford Sola bib taps are made of high quality brass with a smart chrome finish. With lever operation, these wall-mounted taps are easy to use with a simple push.","Commercial Plumbing/Commercial Brassware/Commercial Brassware.csv -> Twyford Sola single lver bib taps 1/2""",,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/65/62/NW-B56562_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ca/te/Twyford_SF2301CP_WRAS_Certificate.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/wi/ng/Twyford_Sola_SF2301CP_Drawing.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ic/al/Twyford_Sola_SF2301CP_Technical.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
35,PD67384,"Saracen TMV3 basin lever tap, copper tails",Saracen,296.93,"Supplied with copper tails, the Saracen TMV3 basin level tap is safe, reliable and attractively designed. The smooth, easy grip sequential lever, operated by hand or elbow, makes this deck-mounted tap user-friendly, even for those with reduced dexterity. Meanwhile proven anti-scald technology, a safe touch body and self-draining spout ensure accident-free operation. Ideal for sheltered accommodation, less-able bathrooms and domestic use, this deck-mounted tap also provides thermostatic protection.","Commercial Plumbing/Commercial Brassware/Commercial Brassware.csv -> Saracen TMV3 basin lever tap, copper tails",,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/73/84/NW-D67383_D67384_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/_t/ds/D67384_Saracen_TDS.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ti/on/Saracen_TMV3_Installation.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
36,PD27229,Bristan Timed Flow timed flow temperature control basin mixer tap,Bristan,376.5,"The Bristan Timed Flow basin mixer has a vandal-resistant release-to-activate control and 6LPM flow limiter to reduce water waste. Supplied with PEX flexible hoses, isolation connectors and check valves, this deck-mounted timed mixer is made of highly robust brass with a chrome finish and include maximum temperature limiting for added safety.",Commercial Plumbing/Commercial Brassware/Commercial Brassware.csv -> Bristan Timed Flow timed flow temperature control basin mixer tap,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/72/29/NW-D27229_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ti/on/D27229_Installation.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ic/al/D27229_Technical.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/20/20/Bristan_TapsShowersAccers_Brchr_2020.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
37,PC45604,Bristan Timed Flow single timed flow control bib tap Chrome Plated,Bristan,79.77,"Made of robust brass, the Bristan Timed Flow bib basin tap offers BREEAM compliant timed delivery to save on water waste. This soft touch deck-mounted tap is chrome finished and suitable for all plumbing systems, performing best in a balanced supply.",Commercial Plumbing/Commercial Brassware/Commercial Brassware.csv -> Bristan Timed Flow single timed flow control bib tap Chrome Plated,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/56/04/NW-C45604_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ti/on/Bristan_Timed_Flow_C_Installation.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ar/es/C45604_Spares.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ic/al/C45604_Technical.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/20/20/Bristan_TapsShowersAccers_Brchr_2020.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
38,PD12151,Rada Safetherm deck mounted basin mixer TMV3,Rada,457.48,"Designed for healthcare settings, this wall-mounted Rada Safetherm clinical mixer tap is loaded with innovative features for safe, clean use. Freebac disinfected ahead of installation, this tap minimises water retention in the body and spout to further improve bacterial control.",Commercial Plumbing/Commercial Brassware/Commercial Brassware.csv -> Rada Safetherm deck mounted basin mixer TMV3,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/21/51/NW-D12151_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ti/on/Rada_Safetherm_Installation.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/wi/ng/Rada_Safetherm_Drawing.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ic/al/Rada_Safetherm_Technical.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/at/ic/Rada_Safetherm_Schematic.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
39,PD67386,"Saracen Non Concussive non-concussive basin cart, 3 seconds",Saracen,34.97,"Safe, reliable and economical, this Saracen 30mm three-second non-concussive, deck-mounted basin tap cartridge has a smart push design for ease of use, even for those with limited mobility. Manually operated, this tap delivers water for a set period before automatically closing, helping to minimise nuisance use and accidental water waste in high use unsupervised areas such as changing rooms and public bathrooms.","Commercial Plumbing/Commercial Brassware/Commercial Brassware.csv -> Saracen Non Concussive non-concussive basin cart, 3 seconds",,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/73/87/NW-D67386_D67387_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/n_/im/D67386_Saracen_IM.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ic/al/Saracen_Basin_Taps_Technical.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
40,P411097,DVS high secure basin integrated backplate,DVS,621.26,"Offering safety and security, the DVS high secure integrated backplate 405 x 374 x 300mm basin is ideal for use in healthcare and custodial applications. Designed with inbuilt water outlets and soap shelves, this practical all-in-one basin unit has a robust impact-resistant build and incorporates vandal and ligature-resistant features.",Commercial Plumbing/Commercial Brassware/Commercial Brassware.csv -> DVS high secure basin integrated backplate,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/10/97/411097_wm.jpg,,,,,,,,,,,,,,N,,,,,,,,,,,,VR01-030,High Secure Basin,N,Composite construction,4x 100mm stainless steel thread studding included,With moulded soap shelves,Pressure compensating 5LPM outlets,Integrated stainless steel spouts,"Rear concealed waste outletlWaste outlet requires 1 1/4"" running trap",With stainless steel anti-ligature waste grid,,,,,,
41,PD67390,"Saracen time flow shower cartridge, 30 seconds",Saracen,36.24,This Saracen 30 second time flow shower cartridge is suitable for D67388 and D63789 Saracen time flow showers.,"Commercial Plumbing/Commercial Brassware/Commercial Brassware.csv -> Saracen time flow shower cartridge, 30 seconds",,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/73/90/NW-D67390_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/n_/im/D67390_Saracen_IM.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
42,PC00046,"Twyford Sola cross-head bib taps 1/2"" Chrome Plated",Twyford,63.93,"Suitable for healthcare environments including hospitals and surgeries, these Twyford Sola bib taps are made of high quality brass with a smart chrome finish. With lever operation, these wall-mounted taps are easy to use with a simple push.","Commercial Plumbing/Commercial Brassware/Commercial Brassware.csv -> Twyford Sola cross-head bib taps 1/2"" Chrome Plated",,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/00/46/NW-C00046_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ic/al/Twyford_SF2302CP_Technical.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/wi/ng/Twyford_SF2302CP_Drawing.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
43,PJ23429,Ideal Standard Sensorflow Wave wave basin mixer mains,Ideal Standard,385.56,"The touch-free Ideal Standard Sensorflow Wave sensor-operated basin mixer is a hygienic water saver, turning on and off automatically with no need to turn a tap. With an adjustable run time to suit your requirements, this deck-mounted chrome mixer also offers an automatic purge for cleaner use.",Commercial Plumbing/Commercial Brassware/Commercial Brassware.csv -> Ideal Standard Sensorflow Wave wave basin mixer mains,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/34/29/J23429_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/hu/re/IS_SensorflowProduct_Brochure.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/te/ch/IS_Sensorflow_21_A6163AA_Tech.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
44,PC15125,DELABIE PREMIX NANO HW/CW/MW M1/2 15MM,Delabie,72.19,"Suitable for mixed water distribution at temperatures ranging from 34 to 60°C, the Douglas Delabie Premix Nano thermostatic mixing valve incorporates a variety of features chosen for safety and convenience, including filters and non-return valves. Manufactured in a tough nickel-plated brass, this valve is suitable for the operation of a single shower or up to two taps.",Commercial Plumbing/Commercial Brassware/Commercial Brassware.csv -> DELABIE PREMIX NANO HW/CW/MW M1/2 15MM,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/51/25/NW-C15125_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ta/ll/Douglas_Delabie_Premix_Nano_Install.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ar/ts/Douglas_Delabie_Spare_Parts.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ic/al/C15125_Technical.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
