,pid,Title,Brand,Price,Description,category,mfpartnumber,whatisincluded,Image,Colour,Hazardous,Bend (in degrees),Material,Supplier Product Code,Type,WEEE Compliant,Feature 1,Feature 2,Feature 3,Feature 4,Feature 5,Feature 6,Feature 7,Attachment 1,Attachment 2,Attachment 3,Dimensions (L x W x D)
31,PG76114,Domus Supertube thermal shell for 555,Domus,5.11,This Domus SuperTube rigid duct insulation with 45° horizontal bend is part of a range of EPS insulation components designed to insulate either round or rectangular domestic ventilation ducting that passes through cold areas.,Bathrooms and Kitchens/Bathroom Ventilation/Bathroom Ventilation.csv -> Domus Supertube thermal shell for 555,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/61/14/G76114_wm.jpg,,,,,,,,,,,,,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/20/20/Domus_Ventilation_Guide_2020.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ms/ds/Domus_SynthosSilver_MSDS.pdf,,
32,PG75647,Domus EasiPipe 125 45deg bend,Domus,18.05,This 45° horizontal-angled Domus EasiPipe 125 rigid duct bend is designed to help you to achieve the highest possible energy efficiency from the brand's ventilation appliances.,Bathrooms and Kitchens/Bathroom Ventilation/Bathroom Ventilation.csv -> Domus EasiPipe 125 45deg bend,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/56/47/G75647_wm.jpg,,,,,,,,,,,,,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/20/20/Domus_Ventilation_Guide_2020.pdf,,,
33,PG75623,Domus EasiPipe 125 circular adaptor 150-125mm,Domus,5.94,Part of the rigid duct range this Domus EasiPipe 125 round-to-round in-line adapter makes changing to an alternative ducting size or profile simple.,Bathrooms and Kitchens/Bathroom Ventilation/Bathroom Ventilation.csv -> Domus EasiPipe 125 circular adaptor 150-125mm,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/56/23/G75623_wm.jpg,,,,,,,,,,,,,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/20/20/Domus_Ventilation_Guide_2020.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/hu/re/Polypipe_Domus_Brochure.pdf,,
34,PG76727,"Domus Supertube 90deg horizontal bend 5"" White",Domus,27.22,This 90° horizontal-angled Domus SuperTube rigid duct bend is designed to help you to achieve the highest possible energy efficiency from the brand's ventilation appliances.,"Bathrooms and Kitchens/Bathroom Ventilation/Bathroom Ventilation.csv -> Domus Supertube 90deg horizontal bend 5"" White",,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/67/27/G76727_wm.jpg,,,,,,,,,,,,,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/20/20/Domus_Ventilation_Guide_2020.pdf,,,
35,PG75919,Domus EasiPipe 125 136-25 extract supply valve 125mm,Domus,19.36,This white Domus EasiPipe 125 rigid duct air valve extract or supply is for use in internal duct ventilation terminals.,Bathrooms and Kitchens/Bathroom Ventilation/Bathroom Ventilation.csv -> Domus EasiPipe 125 136-25 extract supply valve 125mm,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/59/19/G75919_wm.jpg,,,,,,,,,,,,,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/20/20/Domus_Ventilation_Guide_2020.pdf,,,
36,PG76728,"Domus Supertube 90deg vertical bend 5"" White",Domus,19.93,This 90° vertical-angled Domus SuperTube rigid duct bend is designed to help you to achieve the highest possible energy efficiency from the brand's ventilation appliances.,"Bathrooms and Kitchens/Bathroom Ventilation/Bathroom Ventilation.csv -> Domus Supertube 90deg vertical bend 5"" White",,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/67/28/G76728_wm.jpg,,,,,,,,,,,,,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/20/20/Domus_Ventilation_Guide_2020.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/hu/re/Polypipe_Domus_Brochure.pdf,,
37,PG75963,Domus EasiPipe 150 45deg horizontal bend,Domus,50.89,This 45° horizontal-angled Domus EasiPipe 150 rigid duct bend is designed to help you to achieve the highest possible energy efficiency from the brand's ventilation appliances.,Bathrooms and Kitchens/Bathroom Ventilation/Bathroom Ventilation.csv -> Domus EasiPipe 150 45deg horizontal bend,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/59/63/G75963_wm.jpg,,,,,,,,,,,,,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/20/20/Domus_Ventilation_Guide_2020.pdf,,,
38,PG76706,Domus System 100 system vertical 90 degree bend 100mm White,Domus,5.43,This 90° vertical-angled Domus System 100 rigid duct bend is designed to help you to achieve the highest possible energy efficiency from the brand's ventilation appliances.,Bathrooms and Kitchens/Bathroom Ventilation/Bathroom Ventilation.csv -> Domus System 100 system vertical 90 degree bend 100mm White,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/67/06/G76706_wm.jpg,,,,,,,,,,,,,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/20/20/Domus_Ventilation_Guide_2020.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/hu/re/Polypipe_Domus_Brochure.pdf,,
39,PG75906,Domus Supertube MD220 flat channel clip,Domus,2.19,"This Domus SuperTube rigid duct clip is a useful part for quick, simple installation in a duct system, securely holding duct runs in place and preventing them from bending.",Bathrooms and Kitchens/Bathroom Ventilation/Bathroom Ventilation.csv -> Domus Supertube MD220 flat channel clip,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/59/06/G75906_wm.jpg,,,,,,,,,,,,,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/20/20/Domus_Ventilation_Guide_2020.pdf,,,
40,PG75731,Domus EasiPipe 100 4904T lourve grille 100mm Terracotta,Domus,6.12,"Measuring 155 x 155mm, this Domus EasiPipe 100 rigid duct outlet louvered grille has a terracotta finish and connects to a rigid duct via a male connection.",Bathrooms and Kitchens/Bathroom Ventilation/Bathroom Ventilation.csv -> Domus EasiPipe 100 4904T lourve grille 100mm Terracotta,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/57/32/NW-G75730_G75732_wm.jpg,,,,,,,,,,,,,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/20/21/Domus_Specification_Guide_2021.pdf,,,
41,PG82274,Domus MegaDuct thermal shell 220 x 90mm (Pair),Domus,6.62,This Domus MegaDuct rigid duct insulation with 45° horizontal bend is part of a range of EPS insulation components designed to insulate either round or rectangular domestic ventilation ducting that passes through cold areas.,Bathrooms and Kitchens/Bathroom Ventilation/Bathroom Ventilation.csv -> Domus MegaDuct thermal shell 220 x 90mm (Pair),,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/22/74/G82274_wm.jpg,,,,,,,,,,,,,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/20/20/Domus_Ventilation_Guide_2020.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ms/ds/Domus_SynthosSilver_MSDS.pdf,,
42,PG75898,Domus System 100 45deg system vertical bend 100mm White,Domus,4.88,This 45° vertical-angled Domus System 100 rigid duct bend is designed to help you to achieve the highest possible energy efficiency from the brand's ventilation appliances.,Bathrooms and Kitchens/Bathroom Ventilation/Bathroom Ventilation.csv -> Domus System 100 45deg system vertical bend 100mm White,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/58/98/G75898_wm.jpg,,,,,,,,,,,,,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/20/20/Domus_Ventilation_Guide_2020.pdf,,,
43,PG75902,Domus MegaDuct 45deg vertical bend,Domus,13.24,This 45° vertical-angled Domus MegaDuct rigid duct bend is designed to help you to achieve the highest possible energy efficiency from the brand's ventilation appliances.,Bathrooms and Kitchens/Bathroom Ventilation/Bathroom Ventilation.csv -> Domus MegaDuct 45deg vertical bend,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/59/02/G75902_wm.jpg,,,,,,,,,,,,,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/20/20/Domus_Ventilation_Guide_2020.pdf,,,
44,PG15970,Domus metal sleeve 220 x 90mm 500mm,Domus,39.52,"Non-combustible, the Domus Ventilation Solis Air Brick 220 x 90mm metal sleeve is designed for use with air bricks in the Solis range. These low resistance air bricks comply with fire regs, providing peace of mind for both residents and developers.",Bathrooms and Kitchens/Bathroom Ventilation/Bathroom Ventilation.csv -> Domus metal sleeve 220 x 90mm 500mm,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/59/70/G15970_wm.jpg,White,N,N/A,Metal,SOL-DUCT-220X90,Fire Rated AirBrick,N,For use with Solis metal airbrick,Non-combustible,Metal construcation,White colour,Complies with Approved Document B (fire safety),,,,,,
45,PG75825,"Domus EasiPipe 125 round to rectangular adaptor 5"" White",Domus,21.9,Part of the rigid duct range this Domus EasiPipe 125 round-to-rectangular in-line adapter makes changing to an alternative ducting size or profile simple.,"Bathrooms and Kitchens/Bathroom Ventilation/Bathroom Ventilation.csv -> Domus EasiPipe 125 round to rectangular adaptor 5"" White",,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/58/25/G75825_wm.jpg,,,,,,,,,,,,,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/20/20/Domus_Ventilation_Guide_2020.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/hu/re/Polypipe_Domus_Brochure.pdf,,
46,PG76724,"Domus Supertube flat channel connector 5""",Domus,13.07,The Domus SuperTube rigid duct straight connector is designed to help you to achieve the highest possible energy efficiency from the brand's ventilation appliances. It is the ideal choice for joining multiple duct lengths into longer runs or for connecting directly to an MVHR or MEV whole house appliance.,"Bathrooms and Kitchens/Bathroom Ventilation/Bathroom Ventilation.csv -> Domus Supertube flat channel connector 5""",,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/67/24/G76724_wm.jpg,,,,,,,,,,,,,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/20/20/Domus_Ventilation_Guide_2020.pdf,,,
47,PG75876,Domus EasiPipe 150 right angled bend round pipe White,Domus,27.22,This 90° horizontal-angled Domus EasiPipe 150 rigid duct bend is designed to help you to achieve the highest possible energy efficiency from the brand's ventilation appliances.,Bathrooms and Kitchens/Bathroom Ventilation/Bathroom Ventilation.csv -> Domus EasiPipe 150 right angled bend round pipe White,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/58/76/G75876_wm.jpg,,,,,,,,,,,,,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/20/20/Domus_Ventilation_Guide_2020.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/hu/re/Polypipe_Domus_Brochure.pdf,,
48,PG75658,Domus MegaDuct channel connector,Domus,8.86,The Domus MegaDuct rigid duct straight connector is designed to help you to achieve the highest possible energy efficiency from the brand's ventilation appliances. It is the ideal choice for joining multiple duct lengths into longer runs or for connecting directly to an MVHR or MEV whole house appliance.,Bathrooms and Kitchens/Bathroom Ventilation/Bathroom Ventilation.csv -> Domus MegaDuct channel connector,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/56/58/G75658_wm.jpg,,,,,,,,,,,,,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/20/20/Domus_Ventilation_Guide_2020.pdf,,,
49,PG76721,"Domus EasiPipe 100 elbow connector 100mm 5""",Domus,18.05,This white plastic Domus EasiPipe 100 fixed spigot plenum is designed to connect Domus air valves to a duct run. It can also be used when changing to an alternative Domus duct profile or changing the direction of a duct run.,"Bathrooms and Kitchens/Bathroom Ventilation/Bathroom Ventilation.csv -> Domus EasiPipe 100 elbow connector 100mm 5""",,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/67/21/G76721_wm.jpg,,,,,,,,,,,,,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/20/20/Domus_Ventilation_Guide_2020.pdf,,,
50,PG75663,Domus EasiPipe 150 elbow with rotate spigot 150mm,Domus,15.32,A Domus EasiPipe 150 rigid duct offset rotating spigot plenum for use with EasiPipe rigid ducts.,Bathrooms and Kitchens/Bathroom Ventilation/Bathroom Ventilation.csv -> Domus EasiPipe 150 elbow with rotate spigot 150mm,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/56/63/G75663_wm.jpg,,,,,,,,,,,,,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/20/20/Domus_Ventilation_Guide_2020.pdf,,,
51,PG75847,"Domus EasePipe 125 F5904B louvred grille and fly screen 5"" Brown",Domus,17.87,"Made of brown PVC, this Domus EasiPipe 125 louvred grille with flyscreen is suitable for use on the exterior of any building, blending in seamlessly with many types of commonly used brick. It is designed with a 125mm spigot diameter.","Bathrooms and Kitchens/Bathroom Ventilation/Bathroom Ventilation.csv -> Domus EasePipe 125 F5904B louvred grille and fly screen 5"" Brown",,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/58/47/NW-G75847_wm.jpg,,,,,,,,,,,,,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/20/20/Domus_Ventilation_Guide_2020.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/20/21/Domus_Specification_Guide_2021.pdf,,
52,PG75641,Domus EasiPipe 125 rotational elbow bend 125mm,Domus,21.9,A Domus EasiPipe 125 rigid duct offset rotating spigot plenum for use with EasiPipe rigid ducts.,Bathrooms and Kitchens/Bathroom Ventilation/Bathroom Ventilation.csv -> Domus EasiPipe 125 rotational elbow bend 125mm,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/56/41/G75641_wm.jpg,,,,,,,,,,,,,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/20/20/Domus_Ventilation_Guide_2020.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/hu/re/Polypipe_Domus_Brochure.pdf,,
53,PG76111,Domus Ancillaries thermal fastening strap 10mtr White,Domus,25.34,This Domus 10M rigid duct fastening strap is constructed from an especially-designed PVC-coated steel material. It is used for surface mounting or suspending an insulated duct system and prevents condensation forming inside the ducting.,Bathrooms and Kitchens/Bathroom Ventilation/Bathroom Ventilation.csv -> Domus Ancillaries thermal fastening strap 10mtr White,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/61/11/G76111_wm.jpg,,,,,,,,,,,,,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/20/20/Domus_Ventilation_Guide_2020.pdf,,,
54,PG75662,Domus MegaDuct 90deg vertical bend,Domus,14.7,This 90° vertical-angled Domus MegaDuct rigid duct bend is designed to help you to achieve the highest possible energy efficiency from the brand's ventilation appliances.,Bathrooms and Kitchens/Bathroom Ventilation/Bathroom Ventilation.csv -> Domus MegaDuct 90deg vertical bend,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/56/62/G75662_wm.jpg,,,,,,,,,,,,,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/20/20/Domus_Ventilation_Guide_2020.pdf,,,
55,PG76748,Domus EasiPipe 100 right angled bend White,Domus,8.04,This 90° horizontal-angled Domus EasiPipe 100 rigid duct bend is designed to help you to achieve the highest possible energy efficiency from the brand's ventilation appliances.,Bathrooms and Kitchens/Bathroom Ventilation/Bathroom Ventilation.csv -> Domus EasiPipe 100 right angled bend White,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/67/48/G76748_wm.jpg,,,,,,,,,,,,,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/20/20/Domus_Ventilation_Guide_2020.pdf,,,
56,PG27819,Verplas galvanised banding reel 12mm x 10mtr Silver,Verplas,4.44,"With a silver-coloured galvanised finish, this Verplas 12mm x 10M banding reel is designed for use in whole-house ducting systems.",Bathrooms and Kitchens/Bathroom Ventilation/Bathroom Ventilation.csv -> Verplas galvanised banding reel 12mm x 10mtr Silver,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/78/19/NW-G27819_wm.jpg,,,,,,,,,,,,,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/hu/re/Verplas_Ducting_Brochure.pdf,,,
57,PG75878,Domus 640WH elbow connector 6 White,Domus,18.05,"Manufactured in PVC, the Domus 640WH elbow connector is part of a ducting range offering transition from a 220 x 90mm fan plenum to 150mm circular ductwork.",Bathrooms and Kitchens/Bathroom Ventilation/Bathroom Ventilation.csv -> Domus 640WH elbow connector 6 White,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/58/78/G75878_wm.jpg,,,,,,,,,,,,,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/hu/re/Polypipe_Domus_Brochure.pdf,,,
58,P800161,Stadium Black hole  BM725 Anti-Draught Core Drill Vent Kit,Stadium,42.02,"Designed with a 5"" core drill diameter, this Stadium black hole core vent incorporates a tube length of 228mm with a 585mm extension. Blocking out light, draughts and insects, this vent slows air flow inside the duct with a change of direction, forming vortices to reduce the annoyance of cold and noisy draughts. With a design that won't give residents a view of the outside world, this vent reduces the likelihood that important ducting will be blocked up in response to concerns about vermin or insects.",Bathrooms and Kitchens/Bathroom Ventilation/Bathroom Ventilation.csv -> Stadium Black hole  BM725 Anti-Draught Core Drill Vent Kit,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/01/61/NW-800161_wm.jpg,,,,,,,,,,,,,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ui/de/Stadium_Product_Guide.pdf,,,
59,PG10927,Domus standard mdl full bypass,Domus,2829.75,"Helping developers to meet building regs, the Domus Ventilation MVHR Standard MDL full bypass is part of a broad range of mechanical ventilation with heat recovery units designed for excellent levels of in-home or in-office air quality.",Bathrooms and Kitchens/Bathroom Ventilation/Bathroom Ventilation.csv -> Domus standard mdl full bypass,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/09/27/G10927_wm.jpg,Grey,N,N/A,Metal,HRXE-ZEUS,MVHR,N,Capable of 133LPS with 100% summer bypass,Capable of achieving Part F Building Regs for up to 5/6 bedroom properties,,,,,,,,,
60,PG76991,Domus Attenuation microban silencer 204 x 60 x 500mm,Domus,60.19,"This Domus Microban® protected sound attenuator has been designed to significantly reduce transmitted appliance noise and prevent cross talk travelling between rooms in duct systems, reducing noise levels by up to 55dB, helping to improve privacy, concentration and comfort. Engineered to include Microban® protected foam, this product ensures fresh, clean longevity.",Bathrooms and Kitchens/Bathroom Ventilation/Bathroom Ventilation.csv -> Domus Attenuation microban silencer 204 x 60 x 500mm,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/69/91/G76991_wm.jpg,,,,,,,,,,,,,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/20/20/Domus_Ventilation_Guide_2020.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ic/al/Domus_5SL-500_Technical.pdf,,
61,PG82277,Domus Megaduct TS961 fixed spigot plenum duct insulation 125mm,Domus,8.28,"Helping to maximise the efficiency of Silavent appliance, this Domus 125mm fixed spigot plenum duct insulation is part of the Domus duct system. Manufactured to precise tolerances using high quality extrusion and injection moulding tools, this smart plastic system virtually eliminates air leaks while minimising the risk of pressure drops.",Bathrooms and Kitchens/Bathroom Ventilation/Bathroom Ventilation.csv -> Domus Megaduct TS961 fixed spigot plenum duct insulation 125mm,,1 plenum,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/22/77/G82277_wm.jpg,,,,,,,,,,,,,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ms/ds/Domus_SynthosSilver_MSDS.pdf,,,
62,PG21378,Xpelair Simply Silent Contour C4HTSR 2 speed axial fan with humidistat and timer 100 mm,Xpelair,72.08,"The two-speed Xpelair Simply Silent Contour C4HTSR axial extract fan with humidistat and timer offers effortless fitting into walls, windows, ceilings or panels. Eliminating humidity, condensation and odour, this almost silent fan, incorporating Ghost Air Movement Technology, helps to improve air quality in bathrooms, shower rooms, cloakrooms and toilets. The C4TSR is supplied with both a square and a round baffle to suit the user's preference and the fan's speed is selected at install to help meet Part F of Building Regulations.",Bathrooms and Kitchens/Bathroom Ventilation/Bathroom Ventilation.csv -> Xpelair Simply Silent Contour C4HTSR 2 speed axial fan with humidistat and timer 100 mm,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/13/79/NW-G21378_G21379_wm.jpg,,,,,,,,,,,,,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/st/al/Xpelair_Simply_Silent_Contour_Instal.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/20/21/Xpelair_Product_Catalogue_2021.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/te/ch/Xpelair_Simply_Silent_Contour_Tech.pdf,
63,PG76899,Domus Megaduct flat channel 2mtr,Domus,21.66,"Manufactured to exacting tolerances, the Domus Megaduct 90 x 220mm rectangular rigid duct helps to maximise the energy efficiency of ventilation appliances. Almost completely eliminating air leakage and reducing pressure drops, it is suitable for use in the bathroom, toilet or utility room.",Bathrooms and Kitchens/Bathroom Ventilation/Bathroom Ventilation.csv -> Domus Megaduct flat channel 2mtr,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/68/99/NW-G76899_wm.jpg,,,,,,,,,,,,,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/20/20/Domus_Ventilation_Guide_2020.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/20/21/Domus_Specification_Guide_2021.pdf,,
