,pid,Title,Brand,Price,Description,category,mfpartnumber,whatisincluded,Image,Attachment 1,Connection Size,Connection Type,Diameter,Operating Temperature,Range,Hazardous,Approvals,Equal / Unequal,Angle,End Connection A size,End Connection C size,Gender,Material,Size,Connection Type 1,Connection Type 2,Supplier Product Code,Type,WEEE Compliant,Feature 1,Feature 2,Feature 3,Feature 4,Feature 5,Feature 6,Feature 7,Feature 8,End Connection B size,Attachment 2,Attachment 3,Attachment 4,Attachment 5,Attachment 6,Attachment 7,Attachment 8,Attachment 9,Colour,Feature 9,Feature 10,Feature 11,Feature 12,Feature 13,Feature 14,Feature 15,Feature 16,Feature 17,Feature 18,Feature 19,Wall Thickness (mm),Weight,Material Type,Grade,Min Outlet Pressure,Max Outlet Pressure,Connection Gender,Standards,Attachment 10,Connection Size (mm),Actuator Type,Handle Type,Number of Ports,Operator Type,Seal Material
470,PM32350,Geberit FlowFit 620.103.00.1 Reducing tee 32 x 25 x 25mm,Geberit,19.48,"Part of a comprehensive system, this Geberit FlowFit 32 x 25 x 25mm reducing tee is made of polyphenylsulfone (PPSU) and fitted with press-fit connections. Developed with the input of the plumbers who will use it, the innovative FlowFit system ensures always-right installation, for a simpler job on-site with no need for deburring and calibration when cutting to length and the ability to laterally press and rotate for convenient and reliable pressing in difficult spots with no risk of contortion. This system is compatible with both cold and hot potable water, cooling and heating water with or without antifreeze agent and with service water and process water. It can also be used in treated water, rainwater with a pH value of <gt/>6, seawater and extinguishing water (wet, wet/dry or dry). It is also suitable for chemicals and technical liquids, compressed air (oil purity class 0–3), inert gases such as nitrogen and in negative pressure. FlowFit is suitable for a variety of applications, including technical build","School's Out/Pipe, Valves & Fittings | Maintenance Projects/Pipe, Valves & Fittings | Maintenance Projects.csv -> Geberit FlowFit 620.103.00.1 Reducing tee 32 x 25 x 25mm",,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/ma/ge/M32350_Primary_Image_wm.jpg,,,Press Fit,,,FlowFit,N,UK Reg4 approved for drinking waterEnvironmental Product Declaration in accordance with EN 15804 + A2 + AC & ISO 14025 / ISO 21969,Unequal,,32 mm,25 mm,,PPSU Polyphenylsulfone,32 x 25 x 25mm,,,620.103.00.1,tee,N,No need for deburring and calibration,Window in fitting allows for insertion depth to be checked,Fitting can be laterally pressed,Fully rotatable for reliable pressing without contortion,All diameters installed with two different pressing jaws,No need for constant tool changes,No gaps in product range,Pressing indicator detaches to indicate that pipes are securely connected,25 mm,,,,,,,,,,Easy detection of unpressed fittings,No need for heavy pressing collars,Ideal for working overhead,UK Reg4 approved for drinking water,Environmental Product Declaration in accordance with EN 15804 + A2 + AC & ISO 14025/ISO 21930,,,,,,,,,,,,,,,,,,,,,
471,PM31614,"Geberit Mapress 34438 male iron straight gas union connector 35mm x 1.1/4"" Stainless Steel",Geberit,45.74,"Made of stainless steel, this Geberit Mapress 35mm x 1 1/4"" straight gas union connector incorporates press-fit x male threaded connections and a CrNi steel union nut.  This fitting is compatible with natural gases, liquefied gases, biogases and natural and liquified gases. It can be used for connection to home supply pipes, measuring devices, control valves, protection devices or gas devices. The high molybdenum content, ensures a particularly high corrosion resistance making Geberit Mapress Stainless Steel a reliable, robust choice. Geberit Mapress Stainless Steel gas pressing systems offer a high quality and economical alternative to welded, soldered or screwed piping systems for gas applications and have all the necessary approvals for natural and liquified gas ensuring a safe, certified installation.","School's Out/Pipe, Valves & Fittings | Maintenance Projects/Pipe, Valves & Fittings | Maintenance Projects.csv -> Geberit Mapress 34438 male iron straight gas union connector 35mm x 1.1/4"" Stainless Steel",,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/ma/ge/M31614_Primary_Image_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/vi/ew/Geberit_Mapress_SS_Gaseous_Overview.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ti/on/Geberit_Mapress_SS_Gas_Installation.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/te/ch/Geberit_Mapress_Gas_Union_M_Thd_Tech.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ui/de/Geberit_Supply_Systems_Product_Guide.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
472,PK13889,Crane ProBalance flow measurement device 80mm,Crane,679.99,"The Crane ProBalance DM900 flow measurement device is employed as a single unit or can be close coupled to other regulating or isolating valves to provide accurate flow measurement. Fitted with 80mm flanged connection, this device is suitable for use with PN10, PN16, or PN25 flanges or flanged valves with ratings detailed in the appropriate flange or valve product standard.","School's Out/Pipe, Valves & Fittings | Maintenance Projects/Pipe, Valves & Fittings | Maintenance Projects.csv -> Crane ProBalance flow measurement device 80mm",,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/38/93/NW-K13887_K13893_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/er/ti/Crane_DM900_WRAS_Certi.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/tm/nt/Crane_StressCorrosionCracking_Sttmnt.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/te/ch/Crane_DM900_Flow_Measure_Tech.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ta/ll/Crane_DM900_Flow_Measure_Install.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ra/ph/Crane_DM900_941_950G_DA941_Graph.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
473,PK36780,Pegler py proflow picv 1500 dn20 hf,Pegler,120.39,TBC,"School's Out/Pipe, Valves & Fittings | Maintenance Projects/Pipe, Valves & Fittings | Maintenance Projects.csv -> Pegler py proflow picv 1500 dn20 hf",,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/67/85/K36776_K36785_wm.jpg,,,,,,,N,,,,,,,,,,,15116,,N,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
474,P503603,"Pegler VSH XPress male iron gas connector 22mm x 3/4"" Stainless Steel",Pegler,16.43,"Made of 316L, this VSH Xpress SSG3/6243G 22mm x 3/4"" connector incorporates press-fit x BSP taper male thread end connections. Optimised for use as part of a system, XPress stainless steel gas fittings are approved for use at temperatures from -20 to 70°C with a maximum working pressure inside buildings of 1 bar and maximum working pressure outside of 5 bar (maximum test pressure 7.5 bar). Marked with a visible yellow 'Gas' label, this fitting is part of the DVGW/GL (formerly British Gas) approvals process and has passed a high temperature leakage rate test at 650°C for 30 minutes at PN5/GT5.","School's Out/Pipe, Valves & Fittings | Maintenance Projects/Pipe, Valves & Fittings | Maintenance Projects.csv -> Pegler VSH XPress male iron gas connector 22mm x 3/4"" Stainless Steel",,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/36/07/NW-503602_503607_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ov/al/VSH_XPress_Type_DVGW_Approval.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ca/te/Pegler_VSH_Fittings_BV_Certificate.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ic/al/VSH_XPress_SSG3_6243G_Technical.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ti/on/VSH_XPress_Installation.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/og/ue/PeglerYorkshire_VSH_XPress_Catalogue.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
475,PM47945,Geberit MPS SS therm 42807 45d bend 42,Geberit,25.42,"This Geberit Mapress Therm 42mm 45° bend is made of stainless steel 1.4520 and features a simple press-fit connection for ease of fitting. The complete Mapress Therm low-alloy stainless steel system is corrosion-resistant, making it especially suitable for closed heating and cooling circuits where condensation and external moisture is a risk, such as cement-based underfloor heating, industrial applications and cooling systems.","School's Out/Pipe, Valves & Fittings | Maintenance Projects/Pipe, Valves & Fittings | Maintenance Projects.csv -> Geberit MPS SS therm 42807 45d bend 42",,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/79/45/M47945_wm.jpg,,,Press Fit,,,,N,EN 10312:2002 + A1:2005,Equal,45,42mmØ,42mmØ,,Stainless Steel CrTi steel 1.4520 (EN 10088),42mmØ,,,42807,45° Press Fit Bend,N,Reliable protection against external corrosion,Stands up to condensate formation in closed cooling or refrigeration circuits,Low-alloy stainless steel for durability,"Suitable for industrial applications including compressed air, inert gases and negative pressure systems","Suitable for technical building systems, heating pipes, radiators, heaters, solar, district heating and compressed air",Stainlesss steel meets EN 10088,Meets EN 10312:2002 + A1:2005 standards,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
476,PR75077,Pegler VSH XPress 45deg obtuse street elbow 28mm Stainless Steel,Pegler,16.58,"Made of stainless steel, this VSH Xpress SS21S 28 x 28mm 45° obtuse street elbow includes press-fit x male insertion end connections. Optimised for use as part of a system, XPress 316L (1.4404) stainless steel is suitable for potable water applications where water quality and hygiene are vital, in industries such as food, pharmaceuticals and healthcare and in chilled water applications. XPress Stainless provides resistance to RO (reverse osmosis) purified water with a low pH and extremely low dissolved solid content.","School's Out/Pipe, Valves & Fittings | Maintenance Projects/Pipe, Valves & Fittings | Maintenance Projects.csv -> Pegler VSH XPress 45deg obtuse street elbow 28mm Stainless Steel",,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/50/78/NW-R75074_R75078_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ov/al/VSH_XPress_Type_DVGW_Approval.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ca/te/Pegler_VSH_Fittings_BV_Certificate.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/if/ct/Pegler_LPCB-VSH_Fittings_BV_Certifct.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/fi/ct/Pegler_VSH_Xpress_1907002_Certifict.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ic/al/VSH_XPress_SS21S_Technical.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ar/ts/VSH_XPress_Stainless_Flow_Charts.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ti/on/VSH_XPress_Installation.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/og/ue/PeglerYorkshire_VSH_XPress_Catalogue.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,
477,PK22317,Hattersley Fig 100EXT DZR ball valve (BSP) PN25 40mm,Hattersley,243.72,"The Hattersley Fig 100EXT lever operated ball valve is easy to install, compact and lightweight and is supplied with 40mm BSP tapered connections. Made of DZR brass, this robust valve offers full flow with minimum turbulence in the open position and bubble tight closure in the closed position. A ball valve is a type of quarter-turn valve featuring a hollow, perforated ball that pivots to control the flow of a fluid. The valve is open when the ball's hole is in line with flow and closed when pivoted to 90°. The long lasting reliability of ball valves makes them popular in a wide range of settings.","School's Out/Pipe, Valves & Fittings | Maintenance Projects/Pipe, Valves & Fittings | Maintenance Projects.csv -> Hattersley Fig 100EXT DZR ball valve (BSP) PN25 40mm",,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/23/18/NW-K22315_K22318_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ca/te/Hattersley_Fig100_WRAS_Certificate.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ta/ll/Hattersley_Fig100_BallValve_Install.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/te/ch/Hattersley_Fig100_EXT_BallValve_Tech.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
478,PM09470,Geberit Mapress reduced branch tee 76.1 x 76.1 x 42mm Copper,Geberit,149.15,"This Geberit Mapress 76.1 x 42 x 76.1mm 90° reducer tee is made of copper with press-fit connections. It is suitable for use in cold/hot potable water, heating water, cooling water with or without anti-freeze agent, remote network heating water less than or equal to120°C, service water, compressed air (oil purity class 0 - 3), negative pressure, inert gases such as nitrogen and in technical building systems, industry and shipbuilding.","School's Out/Pipe, Valves & Fittings | Maintenance Projects/Pipe, Valves & Fittings | Maintenance Projects.csv -> Geberit Mapress reduced branch tee 76.1 x 76.1 x 42mm Copper",,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/94/72/NW-M09465_M09472_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/vi/ew/Geberit_Mapress_Copper_Gas_Overview.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/te/ch/Geberit_Mapress_Copper_Rdcd_Tee_Tech.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ui/de/Geberit_Supply_Systems_Product_Guide.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
479,PR75070,Pegler VSH XPress equal tee 54mm Stainless Steel,Pegler,41.79,"Made of stainless steel, this VSH Xpress SS21 54 x 54mm 45° obtuse elbow includes press-fit end connections. Optimised for use as part of a system, XPress 316L (1.4404) stainless steel is suitable for potable water applications where water quality and hygiene are vital, in industries such as food, pharmaceuticals and healthcare and in chilled water applications. XPress Stainless provides resistance to RO (reverse osmosis) purified water with a low pH and extremely low dissolved solid content.","School's Out/Pipe, Valves & Fittings | Maintenance Projects/Pipe, Valves & Fittings | Maintenance Projects.csv -> Pegler VSH XPress equal tee 54mm Stainless Steel",,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/50/73/NW-R75067_R75073_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ca/te/Pegler_VSH_Fittings_BV_Certificate.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ov/al/VSH_XPress_Type_DVGW_Approval.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ic/al/VSH_XPress_SS21_Technical.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/if/ct/Pegler_LPCB-VSH_Fittings_BV_Certifct.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/fi/ct/Pegler_VSH_Xpress_1907002_Certifict.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ar/ts/VSH_XPress_Stainless_Flow_Charts.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ti/on/VSH_XPress_Installation.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/og/ue/PeglerYorkshire_VSH_XPress_Catalogue.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,
480,PM09472,Geberit Mapress reduced branch tee 76.1 x 76.1 x 66.7mm Copper,Geberit,149.15,"This Geberit Mapress 76.1 x 66.7 x 76.1mm 90° reducer tee is made of copper with press-fit connections. It is suitable for use in cold/hot potable water, heating water, cooling water with or without anti-freeze agent, remote network heating water less than or equal to120°C, service water, compressed air (oil purity class 0 - 3), negative pressure, inert gases such as nitrogen and in technical building systems, industry and shipbuilding.","School's Out/Pipe, Valves & Fittings | Maintenance Projects/Pipe, Valves & Fittings | Maintenance Projects.csv -> Geberit Mapress reduced branch tee 76.1 x 76.1 x 66.7mm Copper",,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/94/72/NW-M09465_M09472_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/vi/ew/Geberit_Mapress_Copper_Gas_Overview.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/te/ch/Geberit_Mapress_Copper_Rdcd_Tee_Tech.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ui/de/Geberit_Supply_Systems_Product_Guide.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
481,PM15411,Geberit Mapress 90deg street elbow 88.9mm Stainless Steel,Geberit,123.82,"This Geberit Mapress 88.9 x 88.9mm 90° bend is made of stainless steel with plain end x press-fit connections. It is suitable for use in cold/hot potable water, heating water, cooling water with or without anti-freeze agent, remote network heating water less than or equal to120°C, saturated steam less than or equal to120°C, service water, treated water, rainwater with a pH value of greater than6, grey or black water with pH value greater than6, extinguishing water (wet), sprinklers (wet), chemicals/technical liquids, compressed air (oil purity class 0 - 3), negative pressure, inert gases such as nitrogen, industrial gases including acetylene and shielding gases and in technical building systems, industry and shipbuilding.","School's Out/Pipe, Valves & Fittings | Maintenance Projects/Pipe, Valves & Fittings | Maintenance Projects.csv -> Geberit Mapress 90deg street elbow 88.9mm Stainless Steel",,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/54/12/NW-M15410_M15412_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/vi/ew/Geberit_Mapress_SS_Gaseous_Overview.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/te/ch/Geberit_Mapress_SS_Bend_Plain_Tech.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/vi/ew/Geberit_Mapress_SS_Liquid_Overview.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ui/de/Geberit_Supply_Systems_Product_Guide.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
482,PM32461,"Geberit FlowFit 620.411.00.1 Female adaptor 20mm x 1/2""",Geberit,9.19,"Part of a comprehensive system, this Geberit FlowFit 20mm x 1/2"" female adapter is made of polyphenylsulfone (PPSU) and fitted with press-fit connections. Developed with the input of the plumbers who will use it, the innovative FlowFit system ensures always-right installation, for a simpler job on-site with no need for deburring and calibration when cutting to length and the ability to laterally press and rotate for convenient and reliable pressing in difficult spots with no risk of contortion. This system is compatible with both cold and hot potable water, cooling and heating water with or without antifreeze agent and with service water and process water. It can also be used in treated water, rainwater with a pH value of <gt/>6, seawater and extinguishing water (wet, wet/dry or dry). It is also suitable for chemicals and technical liquids, compressed air (oil purity class 0–3), inert gases such as nitrogen and in negative pressure. FlowFit is suitable for a variety of applications, including technical buildi","School's Out/Pipe, Valves & Fittings | Maintenance Projects/Pipe, Valves & Fittings | Maintenance Projects.csv -> Geberit FlowFit 620.411.00.1 Female adaptor 20mm x 1/2""",,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/ma/ge/M32461_Primary_Image_wm.jpg,,,Press Fit,,,FlowFit,N,UK Reg4 approved for drinking waterEnvironmental Product Declaration in accordance with EN 15804 + A2 + AC & ISO 14025 / ISO 21955,Unequal,,20 mm,,,PPSU PolyphenylsulfoneLead-free silicon bronze (CuZn21Si3P),Fe20mm x 1/2,,,620.411.00.1,Female Adaptor,N,No need for deburring and calibration,Window in fitting allows for insertion depth to be checked,Fitting can be laterally pressed,Fully rotatable for reliable pressing without contortion,All diameters installed with two different pressing jaws,No need for constant tool changes,No gaps in product range,Pressing indicator detaches to indicate that pipes are securely connected,12,,,,,,,,,,Easy detection of unpressed fittings,No need for heavy pressing collars,Ideal for working overhead,UK Reg4 approved for drinking water,Environmental Product Declaration in accordance with EN 15804 + A2 + AC & ISO 14025/ISO 21930,,,,,,,,,,,,,,,,,,,,,
483,PM19506,Geberit Mapress straight coupling 42mm Stainless Steel,Geberit,13.19,"Manufactured in stainless steel with a high molybdenum content for corrosion resistance, this Geberit Mapress Gas 42mm straight coupling is compatible with natural and liquefied gases and biogases. It may be used in control valves and measuring devices and for connecting domestic supply pipes and gas devices. This fitting is part of Geberit's effective Mapress gas pressing system which is suitable for a variety of applications and offers a practical alternative to welded, soldered and screwed pipework.","School's Out/Pipe, Valves & Fittings | Maintenance Projects/Pipe, Valves & Fittings | Maintenance Projects.csv -> Geberit Mapress straight coupling 42mm Stainless Steel",,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/95/01/M19501_wm.jpg,,,Press Fit,42,,Mapress,N,BSIDVGW VP 614OVGW G1 TR Gas (A)BS 1775BS 6891EN 15804+A1BS EN 10088DVGW G 5614(P): 2013-12,Equal,,42mmØ,42mmØ,,Stainless SteelCrNiMo steel 1.4401 (EN 10088)Seal Ring - Yellow HNBR Hydrogenated acryontrile Butadine rubber,42mmØ,,,34106,Gas Coupling,N,Stainless steel construction,Press-fit connections,DVGW VP 614 approval,Meets OVGW G1 TR Gas (A),Meets BS 1775,BS 6891,Meets EN 15804+A1,Meets BS EN 10088,,,,,,,,,,,DVGW G 5614(P): 2013-12,BSI approved,,,,,,,,,,,147.00000,,,,,,,,,,,,,
484,PK36781,Pegler py proflow picv 1500 dn25 sf,Pegler,140.91,TBC,"School's Out/Pipe, Valves & Fittings | Maintenance Projects/Pipe, Valves & Fittings | Maintenance Projects.csv -> Pegler py proflow picv 1500 dn25 sf",,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/67/85/K36776_K36785_wm.jpg,,,,,,,N,,,,,,,,,,,15117,,N,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
