,pid,Title,Brand,Price,Description,category,mfpartnumber,whatisincluded,Image,Attachment 1,Attachment 2,Attachment 3,Attachment 4,Attachment 5,Attachment 6,Colour,Range,Hazardous,Supplier Product Code,WEEE Compliant,Feature 1,Feature 2,Feature 3,Feature 4,Feature 5,Feature 6,Projection Depth,Style,Warranty,Watts,Fuel Source,IP Rating,Material,Orientation,Output (W),Shape,Wall to Centre Tapping,BTU h,Type,Feature 7,Feature 8,Feature 9,Weight
26,P206092,Stelrad Vita Plan radiator 600 x 1400mm,Stelrad,351.68,"Designed with minimalist interiors in mind, the Stelrad Vita Plan horizontal radiator offers the ideal compromise between dependable practicality and style. This simple and elegant flat-fronted double panel radiator, painted in bright, understated white, provides the perfect finishing touch in contemporary homes while delivering impressive 7649 BTU/h performance and reliability.",Radiators/Central Heating Radiators/Flat Panel Radiators /Flat Panel Radiators .csv -> Stelrad Vita Plan radiator 600 x 1400mm,,Flat fronted radiator;Fixing brackets;Vents ;plugs,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/60/95/206057_206095_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ic/al/Stelrad_Vita_Plan_Technical.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/hu/re/Stelrad_Vita Series_Brochure.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ic/al/Vita_Plan_Technical.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/20/20/Stelrad_BoutiqueSeries_Brochure_2020.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/hu/re/Stelrad_VITA_Brochure.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
27,P212767,Stelrad Planar K2 vertical radiator 2000 x 600mm,Stelrad,871.1,"Combining stand-out features with a smooth, flat-fronted surface, the Stelrad Planar 2000 x 600mm vertical radiator has integrated top grilles and side panels for a sleek finish and robust fitting. A slimline unit, this radiator takes up minimal space, while its seamless white surface provides a clean finish that blends with any interior design. The easy to install, ready-assembled Planar offers suitability for both commercial and domestic fitting, offering a heat output of 8107 BTU/h.",Radiators/Central Heating Radiators/Flat Panel Radiators /Flat Panel Radiators .csv -> Stelrad Planar K2 vertical radiator 2000 x 600mm,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/ic/al/Caradon Stelrad_Planar Vertical_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/hu/re/Stelrad_Radiator_Brochure.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/l_/k2/Planar Vertical K2.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
28,P241088,CenterRad Deco radiator pack 600mm DG 800mm 4272B,CenterRad,173.13,"The contemporary CenterRad Deco horizontal flat panel radiator includes all the great features of the CenterRad Plan with the addition of a sleek decorative front panel designed to fit effortlessly into a modern residential or commercial setting. With a white powder-coated steel finish, the 4272 BTU/h Deco is the ideal combination of good looks and high performance and is an excellent alternative to the classical lines of the CenterRad Compact or CenterRail towel warmer.",Radiators/Central Heating Radiators/Flat Panel Radiators /Flat Panel Radiators .csv -> CenterRad Deco radiator pack 600mm DG 800mm 4272B,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/11/00/241073_241100_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/re/ar/CenterRad_Deco_Label_Rear.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/re/ar/CenterRad_Compact_Label_Rear.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/20/20/34363_CenterRad_Brochure_2020.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ri/nt/Center_LeafletToPrint.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/de/co/32024_Tech_Sheet_CenterRad_Deco.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ic/al/CenterRad_Deco_Technical.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,
29,P262422,Stelrad Vita Deco radiator 600 x 600mm,Stelrad,67.23,"Chic and minimalist, the Stelrad Vita Deco horizontal single panel convector radiator is a suitable choice for just about any space, its flat-fronted design making it a sleek finishing touch in period homes and complementing contemporary spaces in style. Finished in a simple, bright white, this tough powder-coated steel is a neat all-rounder to suit any scheme. Boasting Stelrad's trademark dependable performance, the 1782 BTU/h output Vita Deco provides reliable warmth year after year.",Radiators/Central Heating Radiators/Flat Panel Radiators /Flat Panel Radiators .csv -> Stelrad Vita Deco radiator 600 x 600mm,,Flat panel radiator;Fixing brackets;Vents and plugs,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/24/49/262411_262449_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ic/al/Stelrad_Vita_Deco_Technical.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/20/21/Stelrad_Vita_Series_Brochure_2021.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/hu/re/Stelrad_Vita Series_Brochure.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ic/al/Vita_Deco_Technical.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/hu/re/Stelrad_VITA_Brochure.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
30,P262449,Stelrad Vita Deco radiator 600 x 2000mm,Stelrad,477.23,"Chic and minimalist, the Stelrad Vita Deco horizontal double panel convector radiator is a suitable choice for just about any space, its flat-fronted design making it a sleek finishing touch in period homes and complementing contemporary spaces in style. Finished in a simple, bright white, this tough powder-coated steel is a neat all-rounder to suit any scheme. Boasting Stelrad's trademark dependable performance, the 10,928 BTU/h output Vita Deco provides reliable warmth year after year.",Radiators/Central Heating Radiators/Flat Panel Radiators /Flat Panel Radiators .csv -> Stelrad Vita Deco radiator 600 x 2000mm,,Flat panel radiator;Fixing brackets;Vents ;plugs,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/24/49/262411_262449_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ic/al/Stelrad_Vita_Deco_Technical.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/20/20/Stelrad_Vita_Series_Brochure_2020.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/hu/re/Stelrad_Vita Series_Brochure.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ic/al/Vita_Deco_Technical.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/hu/re/Stelrad_VITA_Brochure.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
31,P262445,Stelrad Vita Deco radiator 600 x 1200mm,Stelrad,188.28,"Chic and minimalist, the Stelrad Vita Deco horizontal double panel convector radiator is a suitable choice for just about any space, its flat-fronted design making it a sleek finishing touch in period homes and complementing contemporary spaces in style. Finished in a simple, bright white, this tough powder-coated steel is a neat all-rounder to suit any scheme. Boasting Stelrad's trademark dependable performance, the 6556 BTU/h output Vita Deco provides reliable warmth year after year.",Radiators/Central Heating Radiators/Flat Panel Radiators /Flat Panel Radiators .csv -> Stelrad Vita Deco radiator 600 x 1200mm,,Flat panel radiator;Fixing brackets;Vents and plugs,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/24/49/262411_262449_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ic/al/Stelrad_Vita_Deco_Technical.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/20/21/Stelrad_Vita_Series_Brochure_2021.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/hu/re/Stelrad_Vita Series_Brochure.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ic/al/Vita_Deco_Technical.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/hu/re/Stelrad_VITA_Brochure.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
32,P212264,COMPACT W STYLE 600 1400 TRIPLE PANEL WH,Stelrad,627.06,"Living up to its name, the Stelrad Compact With Style 600 x 1400mm triple panel radiator has a slimline silhouette coupled with an understated architectural-inspired design. Suitable for any commercial or domestic setting, this smart, easy to install radiator has integrated top grilles and side panels for a sleek yet robust fitted finish and precision-welded convectors for efficiency, even when delivering the Compact With Style's maximum 10,892 BTU/h heat output.",Radiators/Central Heating Radiators/Flat Panel Radiators /Flat Panel Radiators .csv -> COMPACT W STYLE 600 1400 TRIPLE PANEL WH,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/22/64/212264_wm.jpg,,,,,,,White,Compact with Style,N,7463314,N,Easy installation,100mm pitch horizontal lined fascia,Steel construction,Powder-coated white RAL9016 finish,Compatible with low temperature systems,5 year warranty,,,,,,,,,,,,,,,,,
33,P241057,CenterRad Deco radiator pack 600mm SG 500mm 1402B,CenterRad,83.11,"The contemporary CenterRad Deco vertical flat panel radiator includes all the great features of the CenterRad Plan with the addition of a sleek decorative front panel designed to fit effortlessly into a modern residential or commercial setting. With a white powder-coated steel finish, the 1402 BTU/h Deco is the ideal combination of good looks and high performance and is an excellent alternative to the classical lines of the CenterRad Compact or CenterRail towel warmer.",Radiators/Central Heating Radiators/Flat Panel Radiators /Flat Panel Radiators .csv -> CenterRad Deco radiator pack 600mm SG 500mm 1402B,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/10/72/241045_241072_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/re/ar/CenterRad_Deco_Label_Rear.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/re/ar/CenterRad_Compact_Label_Rear.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/20/20/34363_CenterRad_Brochure_2020.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ri/nt/Center_LeafletToPrint.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/de/co/32024_Tech_Sheet_CenterRad_Deco.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ic/al/CenterRad_Deco_Technical.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,
34,P262560,Stelrad Vita Plan Vertical Concept 5036 vertical radiator 1800 x 400mm,Stelrad,544.08,"The Stelrad Vita Plan Vertical Concept double panel radiator combines classic looks with reliability and space saving. Attractively designed with a flat-fronted finish and anthracite grey paint, this tall radiator is an attractive addition to contemporary or period spaces whether domestic or commercial, adding a splash of style that looks particularly good alongside natural finishes like wood, slate or marble. Robust and reliable, built with Stelrad's usual level of quality, the Vita Plan Vertical Concept promises 5036 BTU/h of dependable heat.",Radiators/Central Heating Radiators/Flat Panel Radiators /Flat Panel Radiators .csv -> Stelrad Vita Plan Vertical Concept 5036 vertical radiator 1800 x 400mm,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/25/62/262560_262562_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/te/ch/Stelrad_Vita_Plan_Vert_Concept_Tech.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/20/20/Stelrad_BoutiqueSeries_Brochure_2020.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
35,P262550,Stelrad Vita Plan Vertical radiator 1800 x 600mm,Stelrad,509.64,"Designed with minimalist interiors in mind, the Stelrad Vita Plan Vertical radiator offers the ideal compromise between dependable practicality and style. This simple and elegant flat-fronted double panel radiator, its tall, slim dimensions ideal for those rooms where space is at a premium, is painted in bright, understated white, providing the perfect finishing touch in contemporary homes while delivering impressive 7554 BTU/h performance and reliability.",Radiators/Central Heating Radiators/Flat Panel Radiators /Flat Panel Radiators .csv -> Stelrad Vita Plan Vertical radiator 1800 x 600mm,,Flat fronted vertical radiator;Fixing brackets;Vents ;plugs,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/25/50/262548_262550_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ic/al/Stelrad_Vita_Plan_Vertical_Technical.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/20/20/Stelrad_BoutiqueSeries_Brochure_2020.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
36,P241092,CenterRad Deco radiator pack 600mm DG 1400mm 7549B,CenterRad,308.14,"The contemporary CenterRad Deco horizontal flat panel radiator includes all the great features of the CenterRad Plan with the addition of a sleek decorative front panel designed to fit effortlessly into a modern residential or commercial setting. With a white powder-coated steel finish, the 7549 BTU/h Deco is the ideal combination of good looks and high performance and is an excellent alternative to the classical lines of the CenterRad Compact or CenterRail towel warmer.",Radiators/Central Heating Radiators/Flat Panel Radiators /Flat Panel Radiators .csv -> CenterRad Deco radiator pack 600mm DG 1400mm 7549B,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/11/00/241073_241100_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/re/ar/CenterRad_Deco_Label_Rear.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/re/ar/CenterRad_Compact_Label_Rear.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ri/nt/Center_LeafletToPrint.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ic/al/CenterRad_Deco_Technical.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
37,P262432,Stelrad Vita Deco radiator 300 x 1500mm,Stelrad,206.09,"Chic and minimalist, the Stelrad Vita Deco horizontal double panel convector radiator is a suitable choice for just about any space, its flat-fronted design making it a sleek finishing touch in period homes and complementing contemporary spaces in style. Finished in a simple, bright white, this tough powder-coated steel is a neat all-rounder to suit any scheme. Boasting Stelrad's trademark dependable performance, the 4756 BTU/h output Vita Deco provides reliable warmth year after year.",Radiators/Central Heating Radiators/Flat Panel Radiators /Flat Panel Radiators .csv -> Stelrad Vita Deco radiator 300 x 1500mm,,Flat panel radiator;Fixing brackets;Vents ;plugs,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/24/49/262411_262449_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ic/al/Stelrad_Vita_Deco_Technical.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/20/20/Stelrad_Vita_Series_Brochure_2020.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/hu/re/Stelrad_Vita Series_Brochure.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ic/al/Vita_Deco_Technical.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/hu/re/Stelrad_VITA_Brochure.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
38,P232522,Stelrad Silhouette Concept k2 600 x 1200,Stelrad,276.93,"A modern choice for design-led homes, the Stelrad Vita Silhouette Concept K2 rectangular radiator is finished in a statement Anthracite Grey, a real change from the standard white radiator and ideal for period properties and contemporary rooms alike. Robustly built in tough steel, this smart 600 x 1200mm horizontal radiator delivers on high performance heating, supplying a reliable 6554 BTU/h of comfortable heat.",Radiators/Central Heating Radiators/Flat Panel Radiators /Flat Panel Radiators .csv -> Stelrad Silhouette Concept k2 600 x 1200,,Radiator;Fixing brackets;Vents ;plugs,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/25/23/232512_232523_wm.jpg,,,,,,,Anthracite Grey,Silhouette Concept,N,51602212,N,Available in different lengths,Elegant and stylish,Dependable quality and performance,,,,126 / 137,Contemporary,10 Years,1921,Central heating system,N/A,Steel,Horizontal,1921,Rectangle,73 / 84,6554,Double Convector,,,,
39,P262447,Stelrad Vita Deco K2 radiator 600 x 1600mm,Stelrad,277.19,"Chic and minimalist, the Stelrad Vita Deco horizontal double panel convector radiator is a suitable choice for just about any space, its flat-fronted design making it a sleek finishing touch in period homes and complementing contemporary spaces in style. Finished in a simple, bright white, this tough powder-coated steel is a neat all-rounder to suit any scheme. Boasting Stelrad's trademark dependable performance, the 8744 BTU/h output Vita Deco provides reliable warmth year after year.",Radiators/Central Heating Radiators/Flat Panel Radiators /Flat Panel Radiators .csv -> Stelrad Vita Deco K2 radiator 600 x 1600mm,,Flat panel radiator;Fixing brackets;Vents and plugs,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/24/49/262411_262449_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ic/al/Stelrad_Vita_Deco_Technical.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/20/21/Stelrad_Vita_Series_Brochure_2021.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/hu/re/Stelrad_Vita Series_Brochure.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ic/al/Vita_Deco_Technical.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/hu/re/Stelrad_VITA_Brochure.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
40,P206088,Stelrad Vita Plan radiator 600 x 600mm,Stelrad,170.61,"Designed with minimalist interiors in mind, the Stelrad Vita Plan horizontal radiator offers the ideal compromise between dependable practicality and style. This simple and elegant flat-fronted double panel radiator, painted in bright, understated white, provides the perfect finishing touch in contemporary homes while delivering impressive 3280 BTU/h performance and reliability.",Radiators/Central Heating Radiators/Flat Panel Radiators /Flat Panel Radiators .csv -> Stelrad Vita Plan radiator 600 x 600mm,,Flat fronted radiator;Fixing brackets;Vents ;plugs,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/60/95/206057_206095_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ic/al/Stelrad_Vita_Plan_Technical.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ic/al/Vita_Plan_Technical.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/hu/re/Stelrad_Vita Series_Brochure.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/20/20/Stelrad_BoutiqueSeries_Brochure_2020.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/hu/re/Stelrad_VITA_Brochure.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
41,P241081,CenterRad Deco radiator pack 450mm DG 1400mm 6017B,CenterRad,282.22,"The contemporary CenterRad Deco horizontal flat panel radiator includes all the great features of the CenterRad Plan with the addition of a sleek decorative front panel designed to fit effortlessly into a modern residential or commercial setting. With a white powder-coated steel finish, the 6017 BTU/h Deco is the ideal combination of good looks and high performance and is an excellent alternative to the classical lines of the CenterRad Compact or CenterRail towel warmer.",Radiators/Central Heating Radiators/Flat Panel Radiators /Flat Panel Radiators .csv -> CenterRad Deco radiator pack 450mm DG 1400mm 6017B,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/11/00/241073_241100_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/re/ar/CenterRad_Deco_Label_Rear.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/re/ar/CenterRad_Compact_Label_Rear.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ri/nt/Center_LeafletToPrint.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ic/al/CenterRad_Deco_Technical.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
42,P262561,Stelrad Vita Plan Vertical Concept 6295 vertical radiator 1800 x 500mm,Stelrad,590.72,"The Stelrad Vita Plan Vertical Concept double panel radiator combines classic looks with reliability and space saving. Attractively designed with a flat-fronted finish and anthracite grey paint, this tall radiator is an attractive addition to contemporary or period spaces whether domestic or commercial, adding a splash of style that looks particularly good alongside natural finishes like wood, slate or marble. Robust and reliable, built with Stelrad's usual level of quality, the Vita Plan Vertical Concept promises 6295 BTU/h of dependable heat.",Radiators/Central Heating Radiators/Flat Panel Radiators /Flat Panel Radiators .csv -> Stelrad Vita Plan Vertical Concept 6295 vertical radiator 1800 x 500mm,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/25/62/262560_262562_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/te/ch/Stelrad_Vita_Plan_Vert_Concept_Tech.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/20/20/Stelrad_BoutiqueSeries_Brochure_2020.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
