,pid,Title,Brand,Price,Description,category,mfpartnumber,whatisincluded,Image,Attachment 1,Attachment 2,Attachment 3,Attachment 4,Colour,Flow Rate,Range,Voltage (V),Phase,Hazardous,Output,Depth (mm),Rated Speed,Enclosure Class,Frequency,Pressure Rating,Supplier Product Code,Type,WEEE Compliant,Feature 1,Feature 2,Feature 3,Feature 4,Feature 5,Feature 6,Feature 7,Feature 8,Feature 9,Feature 10,Warranty,Weight,Refrigerant Suitability,Seasonal Efficiency Energy Label Heating,UK Total Cooling,Seasonal Efficiency Energy Label Cooling,Nominal Heating (kW),Max Sound Pressure,UK Sensible Cooling,Nominal Cooling (kW),Max Airflow (m/min),Fuse Size (A),Pipe Size Diameter - Gas,Pipe Size Diameter - Liquid,Operating Temperature,Standards,Feature 11
26,P141835,Grundfos Magna 3 D 50-80 F 240 circulating pump 1 x 230V PN6/10,Grundfos,5211.8,"Ideal for creating high performance heating and cooling systems, the Grundfos MAGNA3 50 - 80 F single phase circulator pump is suitable for new installations and refits, offering excellent efficiency and built-in communication capabilities. With a canned rotor, this pump is a maintenance-free integral unit with no shaft seal and just two gaskets for sealing, while bearings are lubricated by the pumped liquid. Wirelessly connecting with the Grundfos GO Remote app, for advanced reporting and monitoring, MAGNA3 is suitable for mixing loops, heating and air conditioning surfaces, ground source heat pumps and small chillers and includes fieldbus communication via CIM modules as well analogue and digital inputs and configurable relays. Features include FLOWADAPT, reducing the requirement for throttling valves, and a built-in differential pressure and temperature sensor.",Heating/Central Heating Pumps/Commercial Heating Pumps/Commercial Heating Pumps.csv -> Grundfos Magna 3 D 50-80 F 240 circulating pump 1 x 230V PN6/10,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/18/39/NW-141827_141839_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/hu/re/Grundfos_MAGNA3_Model_D_Brochure.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ti/on/Grundfos_MAGNA3_Installation.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/te/ch/Grundfos_MAGNA3_Model_D_Tech.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/io/ns/Grundfos_MAGNA3_instructions.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
27,P164426,Grundfos TPE single-stage close-coupled volute pump 3 x 400 50Hz,Grundfos,14774.17,"A single-stage, close-coupled volute pump, the Grundfos TPE 3x 400Y 50Hz pump offers inline suction and discharge ports of identical diameters. With a top-pull-out design, this pump allows for easy removal of the power head for maintenance or service while the pump housing remains in place, helping to minimise the inconvenience and cost of maintenance downtime. TP pumps are fitted with unbalanced rubber bellows seals and fan-cooled asynchronous motors.",Heating/Central Heating Pumps/Commercial Heating Pumps/Commercial Heating Pumps.csv -> Grundfos TPE single-stage close-coupled volute pump 3 x 400 50Hz,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/_t/pd/TPD_wm.jpg,,,,,Black,16.0 m³/h,TPE,380-480,3,N,18.5 kW,1087,480-3540 rpm,IP55,50,16 bar,96110298,Inline Centrifugal Pump,N,Optimised hydraulics for high efficiency,Reduced power consumption,High-efficiency IE3 motors,Single and twin options available,Top-pull-out design,Inline pumps allow for straight pipework,Hydraulically and mechanically balanced impeller increases life of motor bearings and shaft seal,Pump housing and pump head/motor stool are electrocoated for efficiency,IP55 rated,Shaft seal according to EN 12756,,,,,,,,,,,,,,,,,Pipework connection via PN 16 DIN flanges (EN 1092-2 and ISO 7005-2)
28,P103067,Grundfos TPD single-stage twin-head pump 400Y 50Hz,Grundfos,2089.6,"This Grundfos TPD single stage, close-coupled, volute pump offers inline suction and discharge ports of identical diameter. Thanks to a top-pull-out design, the power heads (motor, pump head and impeller) of this twin-head pump can be removed while the pump housing remains in the pipework for easy, stress-free servicing and maintenance. Each pump is fitted with an unbalanced rubber bellows seal and a fan-cooled asynchronous motor. It is suitable for commercial air conditioning, heating and hot water recirculation, district cooling and heating, biofuel, desalination and temperature control, industrial boiler systems and heating, drinking water treatment, irrigation and water distribution.",Heating/Central Heating Pumps/Commercial Heating Pumps/Commercial Heating Pumps.csv -> Grundfos TPD single-stage twin-head pump 400Y 50Hz,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/30/67/NW-103067_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/io/ns/Grundfos_TP_TPD_Instructions.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/hu/re/Grundfos_TP_TPE_Brochure.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ti/on/Grundfos_TP_TPD_Installation.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
29,P141790,Grundfos Magna 3 50-150 F 280 circulating pump 1 x 230V PN6/10,Grundfos,3403.11,"Ideal for creating high performance heating and cooling systems, the Grundfos MAGNA3 50 - 150 F single phase circulator pump is suitable for new installations and refits, offering excellent efficiency and built-in communication capabilities. With a canned rotor, this pump is a maintenance-free integral unit with no shaft seal and just two gaskets for sealing, while bearings are lubricated by the pumped liquid. Wirelessly connecting with the Grundfos GO Remote app, for advanced reporting and monitoring, MAGNA3 is suitable for mixing loops, heating and air conditioning surfaces, ground source heat pumps and small chillers and includes fieldbus communication via CIM modules as well analogue and digital inputs and configurable relays. Features include FLOWADAPT, reducing the requirement for throttling valves, and a built-in differential pressure and temperature sensor.",Heating/Central Heating Pumps/Commercial Heating Pumps/Commercial Heating Pumps.csv -> Grundfos Magna 3 50-150 F 280 circulating pump 1 x 230V PN6/10,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/17/90/NW-141788_141790_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/hu/re/Grundfos_MAGNA3_Model_D_Brochure.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ti/on/Grundfos_MAGNA3_Installation.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/te/ch/Grundfos_MAGNA3_Model_D_Tech.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/io/ns/Grundfos_MAGNA3_instructions.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
30,P165671,Grundfos TPD single-stage close-coupled volute twin-head pump 1 x 230V 50Hz,Grundfos,2186.4,"A single-stage, close-coupled volute pump, the Grundfos TPD 1x 230V 50Hz pump offers inline suction and discharge ports of identical diameters. With a top-pull-out design, this pump allows for easy removal of the power head for maintenance or service while the pump housing remains in place, helping to minimise the inconvenience and cost of maintenance downtime. TP pumps are fitted with unbalanced rubber bellows seals and fan-cooled asynchronous motors.",Heating/Central Heating Pumps/Commercial Heating Pumps/Commercial Heating Pumps.csv -> Grundfos TPD single-stage close-coupled volute twin-head pump 1 x 230V 50Hz,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/_t/pd/TPD_wm.jpg,,,,,Black,6.5 m³/h,TPD,220 - 230,1,N,0.25 kW,400,2840-2850 rpm,55 Dust/Jetting,50,10 bar,98957948,Inline Centrifugal Pump,N,Optimised hydraulics for high efficiency,Reduced power consumption,High-efficiency IE3 motors,Single and twin options available,Top-pull-out design,Inline pumps allow for straight pipework,Hydraulically and mechanically balanced impeller increases life of motor bearings and shaft seal,Pump housing and pump head/motor stool are electrocoated for efficiency,IP55 rated,Shaft seal according to EN 12756,,,,,,,,,,,,,,,,,Pipework connection via PN 16 DIN flanges (EN 1092-2 and ISO 7005-2)
31,P191994,Grundfos TPE2 65-200-N-A-F-A-BQQE circulating pump,Grundfos,8991.85,"A single-stage close-coupled volute pump, the Grundfos TPE2 65-200 circulating pump offers inline suction and discharge ports of identical diameter. Helping to make maintenance and servicing simpler, the pump has a top-pull-out design, allowing the power head to be removed while the pump housing remains in the pipework. Allowing for continuously variable control, the pump motor includes a frequency converter and PI controller inside the motor terminal box.",Heating/Central Heating Pumps/Commercial Heating Pumps/Commercial Heating Pumps.csv -> Grundfos TPE2 65-200-N-A-F-A-BQQE circulating pump,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/19/94/191994_wm.jpg,,,,,Black / Red,34.9 m³/h,TPE2,380 - 500,N/A,N,2.2 kW,762,480-5900 rpm,IP55,50/60,10 bar,98438148,Inline Pump,N,Optimised hydraulics for high efficiency,Reduced power consumption,Top-pull-out design,Shaft seal according to EN 12756,Pipework connection is via PN 6/10 DIN flanges (EN 1092-2 and ISO 7005-2),IE5 motor efficiency in accordance with IEC 60034-30-2,IP55 rated,,,,n/a,,,,,,,,,,,,,,,N/A,
32,P141831,Grundfos Magna 3 D 40-150 F 250 circulating pump 1 x 230V PN6/10,Grundfos,4873.44,"Ideal for creating high performance heating and cooling systems, the Grundfos MAGNA3 40 - 150 F single phase circulator pump is suitable for new installations and refits, offering excellent efficiency and built-in communication capabilities. With a canned rotor, this pump is a maintenance-free integral unit with no shaft seal and just two gaskets for sealing, while bearings are lubricated by the pumped liquid. Wirelessly connecting with the Grundfos GO Remote app, for advanced reporting and monitoring, MAGNA3 is suitable for mixing loops, heating and air conditioning surfaces, ground source heat pumps and small chillers and includes fieldbus communication via CIM modules as well analogue and digital inputs and configurable relays. Features include FLOWADAPT, reducing the requirement for throttling valves, and a built-in differential pressure and temperature sensor.",Heating/Central Heating Pumps/Commercial Heating Pumps/Commercial Heating Pumps.csv -> Grundfos Magna 3 D 40-150 F 250 circulating pump 1 x 230V PN6/10,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/18/39/NW-141827_141839_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/hu/re/Grundfos_MAGNA3_Model_D_Brochure.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/te/ch/Grundfos_MAGNA3_Model_D_Tech.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ti/on/Grundfos_MAGNA3_Installation.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/io/ns/Grundfos_MAGNA3_instructions.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
33,P141839,Grundfos Magna 3 D 50-180 F 280 circulating pump 1 x 230V PN6/10,Grundfos,7392.73,"Ideal for creating high performance heating and cooling systems, the Grundfos MAGNA3 50 - 180 F single phase circulator pump is suitable for new installations and refits, offering excellent efficiency and built-in communication capabilities. With a canned rotor, this pump is a maintenance-free integral unit with no shaft seal and just two gaskets for sealing, while bearings are lubricated by the pumped liquid. Wirelessly connecting with the Grundfos GO Remote app, for advanced reporting and monitoring, MAGNA3 is suitable for mixing loops, heating and air conditioning surfaces, ground source heat pumps and small chillers and includes fieldbus communication via CIM modules as well analogue and digital inputs and configurable relays. Features include FLOWADAPT, reducing the requirement for throttling valves, and a built-in differential pressure and temperature sensor.",Heating/Central Heating Pumps/Commercial Heating Pumps/Commercial Heating Pumps.csv -> Grundfos Magna 3 D 50-180 F 280 circulating pump 1 x 230V PN6/10,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/18/39/NW-141827_141839_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/hu/re/Grundfos_MAGNA3_Model_D_Brochure.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ti/on/Grundfos_MAGNA3_Installation.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/te/ch/Grundfos_MAGNA3_Model_D_Tech.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/io/ns/Grundfos_MAGNA3_instructions.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
34,P141829,Grundfos Magna 3 D 40-100 F 220 circulating pump 1 x 230V PN6/10,Grundfos,3595.23,"Ideal for creating high performance heating and cooling systems, the Grundfos MAGNA3 40 - 100 F single phase circulator pump is suitable for new installations and refits, offering excellent efficiency and built-in communication capabilities. With a canned rotor, this pump is a maintenance-free integral unit with no shaft seal and just two gaskets for sealing, while bearings are lubricated by the pumped liquid. Wirelessly connecting with the Grundfos GO Remote app, for advanced reporting and monitoring, MAGNA3 is suitable for mixing loops, heating and air conditioning surfaces, ground source heat pumps and small chillers and includes fieldbus communication via CIM modules as well analogue and digital inputs and configurable relays. Features include FLOWADAPT, reducing the requirement for throttling valves, and a built-in differential pressure and temperature sensor.",Heating/Central Heating Pumps/Commercial Heating Pumps/Commercial Heating Pumps.csv -> Grundfos Magna 3 D 40-100 F 220 circulating pump 1 x 230V PN6/10,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/18/39/NW-141827_141839_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/hu/re/Grundfos_MAGNA3_Model_D_Brochure.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ti/on/Grundfos_MAGNA3_Installation.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/te/ch/Grundfos_MAGNA3_Model_D_Tech.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/io/ns/Grundfos_MAGNA3_instructions.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
35,P141833,Grundfos Magna 3 D 50-40 F 240 circulating pump 1 x 230V PN6/10,Grundfos,4019.7,"Ideal for creating high performance heating and cooling systems, the Grundfos MAGNA3 50 - 40 F single phase circulator pump is suitable for new installations and refits, offering excellent efficiency and built-in communication capabilities. With a canned rotor, this pump is a maintenance-free integral unit with no shaft seal and just two gaskets for sealing, while bearings are lubricated by the pumped liquid. Wirelessly connecting with the Grundfos GO Remote app, for advanced reporting and monitoring, MAGNA3 is suitable for mixing loops, heating and air conditioning surfaces, ground source heat pumps and small chillers and includes fieldbus communication via CIM modules as well analogue and digital inputs and configurable relays. Features include FLOWADAPT, reducing the requirement for throttling valves, and a built-in differential pressure and temperature sensor.",Heating/Central Heating Pumps/Commercial Heating Pumps/Commercial Heating Pumps.csv -> Grundfos Magna 3 D 50-40 F 240 circulating pump 1 x 230V PN6/10,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/18/39/NW-141827_141839_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/hu/re/Grundfos_MAGNA3_Model_D_Brochure.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/te/ch/Grundfos_MAGNA3_Model_D_Tech.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ti/on/Grundfos_MAGNA3_Installation.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/io/ns/Grundfos_MAGNA3_instructions.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
36,P141781,Grundfos Magna 3 40-100 F 220 circulating pump 1 x 230V PN6/10,Grundfos,1684.85,"Ideal for creating high performance heating and cooling systems, the Grundfos MAGNA3 40 - 100 F single phase circulator pump is suitable for new installations and refits, offering excellent efficiency and built-in communication capabilities. With a canned rotor, this pump is a maintenance-free integral unit with no shaft seal and just two gaskets for sealing, while bearings are lubricated by the pumped liquid. Wirelessly connecting with the Grundfos GO Remote app, for advanced reporting and monitoring, MAGNA3 is suitable for mixing loops, heating and air conditioning surfaces, ground source heat pumps and small chillers and includes fieldbus communication via CIM modules as well analogue and digital inputs and configurable relays. Features include FLOWADAPT, reducing the requirement for throttling valves, and a built-in differential pressure and temperature sensor.",Heating/Central Heating Pumps/Commercial Heating Pumps/Commercial Heating Pumps.csv -> Grundfos Magna 3 40-100 F 220 circulating pump 1 x 230V PN6/10,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/17/84/NW-141779_141784_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/hu/re/Grundfos_MAGNA3_Model_D_Brochure.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/te/ch/Grundfos_MAGNA3_Model_D_Tech.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ti/on/Grundfos_MAGNA3_Installation.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/io/ns/Grundfos_MAGNA3_instructions.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
37,P141845,Grundfos Magna 3 D 65-150 F 340 circulating pump 1 x 230V PN6/10,Grundfos,7135.43,"Ideal for creating high performance heating and cooling systems, the Grundfos MAGNA3 65 - 150 F single phase circulator pump is suitable for new installations and refits, offering excellent efficiency and built-in communication capabilities. With a canned rotor, this pump is a maintenance-free integral unit with no shaft seal and just two gaskets for sealing, while bearings are lubricated by the pumped liquid. Wirelessly connecting with the Grundfos GO Remote app, for advanced reporting and monitoring, MAGNA3 is suitable for mixing loops, heating and air conditioning surfaces, ground source heat pumps and small chillers and includes fieldbus communication via CIM modules as well analogue and digital inputs and configurable relays. Features include FLOWADAPT, reducing the requirement for throttling valves, and a built-in differential pressure and temperature sensor.",Heating/Central Heating Pumps/Commercial Heating Pumps/Commercial Heating Pumps.csv -> Grundfos Magna 3 D 65-150 F 340 circulating pump 1 x 230V PN6/10,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/18/45/NW-141843_141845_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/hu/re/Grundfos_MAGNA3_Model_D_Brochure.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/te/ch/Grundfos_MAGNA3_Model_D_Tech.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ti/on/Grundfos_MAGNA3_Installation.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/io/ns/Grundfos_MAGNA3_instructions.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
38,P141789,Grundfos Magna 3 50-120 F 280 circulating pump 1 x 230V PN6/10,Grundfos,2954.07,"Ideal for creating high performance heating and cooling systems, the Grundfos MAGNA3 50 - 120 F single phase circulator pump is suitable for new installations and refits, offering excellent efficiency and built-in communication capabilities. With a canned rotor, this pump is a maintenance-free integral unit with no shaft seal and just two gaskets for sealing, while bearings are lubricated by the pumped liquid. Wirelessly connecting with the Grundfos GO Remote app, for advanced reporting and monitoring, MAGNA3 is suitable for mixing loops, heating and air conditioning surfaces, ground source heat pumps and small chillers and includes fieldbus communication via CIM modules as well analogue and digital inputs and configurable relays. Features include FLOWADAPT, reducing the requirement for throttling valves, and a built-in differential pressure and temperature sensor.",Heating/Central Heating Pumps/Commercial Heating Pumps/Commercial Heating Pumps.csv -> Grundfos Magna 3 50-120 F 280 circulating pump 1 x 230V PN6/10,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/17/90/NW-141788_141790_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/hu/re/Grundfos_MAGNA3_Model_D_Brochure.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/te/ch/Grundfos_MAGNA3_Model_D_Tech.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ti/on/Grundfos_MAGNA3_Installation.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/io/ns/Grundfos_MAGNA3_instructions.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
39,P163945,Wilo Yonos Maxo 50/0.5-8 PN6/10 commercial heating pump,Wilo,1305.66,"The Wilo Yonos Maxo is a compact pump for commercial buildings with HVAC applications, with an EC motor and electronic power adjustment for optimum energy efficiency.  Easy to set up with three operating modes and simple adjustment over three speed stages when replacing an uncontrolled standard pump. Additional option to expand the pumps intelligent functions further with the Wilo Connect Module.   This inline glandless pump is suitable for use in domestic or commercial buildings for all central heating, underfloor heating, air-conditioning systems, closed cooling circuits, industrial circulation systems.",Heating/Central Heating Pumps/Commercial Heating Pumps/Commercial Heating Pumps.csv -> Wilo Yonos Maxo 50/0.5-8 PN6/10 commercial heating pump,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/39/45/163945_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ti/on/Wilo_Yonos_MAXO_D_Z_Instruction.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ca/te/Wilo_REACH_Regulation_Certificate.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ca/te/Wilo_Stratos_Yonos_Certificate.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ti/on/Wilo_Yonos_MAXO_D_Installation.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
40,P141855,Grundfos Magna 3 D 100-120 F 450 circulating pump 1 x 230V PN6,Grundfos,9038.05,"Ideal for creating high performance heating and cooling systems, the Grundfos MAGNA3 100 - 120 F single phase circulator pump is suitable for new installations and refits, offering excellent efficiency and built-in communication capabilities. With a canned rotor, this pump is a maintenance-free integral unit with no shaft seal and just two gaskets for sealing, while bearings are lubricated by the pumped liquid. Wirelessly connecting with the Grundfos GO Remote app, for advanced reporting and monitoring, MAGNA3 is suitable for mixing loops, heating and air conditioning surfaces, ground source heat pumps and small chillers and includes fieldbus communication via CIM modules as well analogue and digital inputs and configurable relays. Features include FLOWADAPT, reducing the requirement for throttling valves, and a built-in differential pressure and temperature sensor.",Heating/Central Heating Pumps/Commercial Heating Pumps/Commercial Heating Pumps.csv -> Grundfos Magna 3 D 100-120 F 450 circulating pump 1 x 230V PN6,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/18/55/NW-141855_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/hu/re/Grundfos_MAGNA3_Model_D_Brochure.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/te/ch/Grundfos_MAGNA3_Model_D_Tech.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ti/on/Grundfos_MAGNA3_Installation.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/io/ns/Grundfos_MAGNA3_instructions.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
