,pid,Title,Brand,Price,Description,category,mfpartnumber,whatisincluded,Image,Attachment 1,Attachment 2,Attachment 3,Attachment 4,Attachment 5,Colour,Diameter,Range,Thickness,Warranty,Hazardous,Material,Supplier Product Code,Type,WEEE Compliant,Feature 1,Feature 2,Feature 3,Feature 4,Feature 5,Feature 6,Feature 7,Feature 8,Feature 9,Feature 10,Feature 11,Feature 12,Feature 13,Attachment 6,Attachment 7,Attachment 8,Attachment 9,Attachment 10,Attachment 11,Weight,Phase,Refrigerant Suitability,Depth (mm),Fuse Size (A),Pipe Size Diameter - Gas,Pipe Size Diameter - Liquid,Seasonal Efficiency Energy Label Heating,UK Total Cooling,Seasonal Efficiency Energy Label Cooling,Nominal Heating (kW),Max Sound Pressure,UK Sensible Cooling,Nominal Cooling (kW),Max Airflow (m/min),Min Air Flow (m/min),Min Sound Pressure,Max External Static Pressure,Duct Connection Diameter,Temp Exchange Efficiency,Min External Static Pressure,Pack Quantity,Hardness,Outer Diameter
152,P644028,"Lawton Tube ACR copper x copper reducing coupling 3/4 x 1/2""",Lawton Tube,1.19,"Made of copper, this 3/4 x 1/2"" Lawton Tubes ACR reducing coupling includes compression connections and has a seamless, one-piece design for easier use and greater strength.","Air Conditioning/Air Conditioning.csv -> Lawton Tube ACR copper x copper reducing coupling 3/4 x 1/2""",,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/40/37/NW-644021_644037_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/hu/re/Lawton_Tube_ACR_Brochure.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ic/al/Lawton_Tube_ACR_Fittings_Technical.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/io/ns/Lawton_Tube_ACR_Instructions.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
153,P621332,Armaflex Evo technical insulation 7/8in OD x 3/8in WT - 2mtr,Armaflex,2.72,"Offering flexible and reliable condensation control, AF/ArmaFlex Evo technical pipe insulation has a closed-cell insulation material structure and built-in Microban antimicrobial protection. Supplied in a 2M coil, this insulation has very low thermal conductivity alongside high levels of resistance to water vapour transmission, helping to reduce energy losses during the long term while also minimising moisture ingress and reducing the risk of corrosion under insulation (CUI). Suitable for installation in public buildings and for use in process industries, AF Evo has inbuilt antimicrobial protection and high levels of fire performance make it a reliable choice for even the most challenging of situations. In addition to insulation, the AF/Armaflex range includes fire sleeves, pipe supports and adhesives for a comprehensive single-brand solution.",Air Conditioning/Air Conditioning.csv -> Armaflex Evo technical insulation 7/8in OD x 3/8in WT - 2mtr,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/13/68/621324_621368_wm.jpg,,,,,,Black,22 mm,Evo,22m,5 Years,N,Closed cell flexible elastomeric foam insulation,IAFEU09022000,Pipe Insulation,N,Black colour,Made using a closed cell material,Built-in water vapour barrier reduces corrosion under insulation (CUI) risk,Built-in Microban® antimicrobial protection for reduced risk of mould and bacteria growth,Low thermal conductivity value of 0.033 W/m K at 0°C),Highest system reliability if installed with ArmaFix pipe supports and ArmaFlex adhesives,FM approved,"Meets Euroclass B/BL-s2, d0",BRE Green Guide A rating,CE marked,Meets EN 14304,5 year warranty,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
154,P644021,"Lawton Tube ACR copper x copper reducing coupling 3/8 x 1/4""",Lawton Tube,2.29,"Made of copper, this 3/8 x 1/4"" Lawton Tubes ACR reducing coupling includes compression connections and has a seamless, one-piece design for easier use and greater strength.","Air Conditioning/Air Conditioning.csv -> Lawton Tube ACR copper x copper reducing coupling 3/8 x 1/4""",,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/40/37/NW-644021_644037_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/hu/re/Lawton_Tube_ACR_Brochure.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/io/ns/Lawton_Tube_ACR_Instructions.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ic/al/Lawton_Tube_ACR_Fittings_Technical.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
155,P621334,Armaflex Evo technical insulation 1-3/8in OD x 3/8in WT - 2mtr,Armaflex,3.28,"Offering flexible and reliable condensation control, AF/ArmaFlex Evo technical pipe insulation has a closed-cell insulation material structure and built-in Microban antimicrobial protection. Supplied in a 2M coil, this insulation has very low thermal conductivity alongside high levels of resistance to water vapour transmission, helping to reduce energy losses during the long term while also minimising moisture ingress and reducing the risk of corrosion under insulation (CUI). Suitable for installation in public buildings and for use in process industries, AF Evo has inbuilt antimicrobial protection and high levels of fire performance make it a reliable choice for even the most challenging of situations. In addition to insulation, the AF/Armaflex range includes fire sleeves, pipe supports and adhesives for a comprehensive single-brand solution.",Air Conditioning/Air Conditioning.csv -> Armaflex Evo technical insulation 1-3/8in OD x 3/8in WT - 2mtr,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/13/68/621324_621368_wm.jpg,,,,,,Black,35mm,Evo,3.5 mm,5 Years,N,Closed cell flexible elastomeric foam insulation,IAFEU09035000,Pipe Insulation,N,Black colour,Made using a closed cell material,Built-in water vapour barrier reduces corrosion under insulation (CUI) risk,Built-in Microban® antimicrobial protection for reduced risk of mould and bacteria growth,Low thermal conductivity value of 0.033 W/m K at 0°C),Highest system reliability if installed with ArmaFix pipe supports and ArmaFlex adhesives,FM approved,"Meets Euroclass B/BL-s2, d0",BRE Green Guide A rating,CE marked,Meets EN 14304,5 year warranty,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
156,P619160,Daikin Sky Air Advance FBA125A R32 Ducted Unit 12.5KW,Daikin,1330.16,"Quiet and efficient, the Daikin Sky Air Advance ducted air conditioning unit incorporates an inverter fan designed to adapt available pressure for ideal comfort in all conditions. By lowering the fan revolutions, this helps to not only reduce energy consumption but make the unit significantly quieter too. Just 245mm tall, this compact unit is easily concealed for discreet installation.",Air Conditioning/Air Conditioning.csv -> Daikin Sky Air Advance FBA125A R32 Ducted Unit 12.5KW,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/91/61/NW-619155_619161_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/nu/al/Daikin_FBA35P_18031_Photo_Manual.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/nu/al/Daikin_FBA_4PEN456964-1C_Oper_Manual.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ta/ll/Daikin_FBA-A_4PEN456962-1E_Install.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ti/on/Daikin_FBA-A_RoHS_Declaration.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ic/al/Daikin_FBA-A_RZASG_102AA_Technical.pdf,,,,,,,,,,,,,,,,,,,,,,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/nu/al/Daikin_FBA35P_17116_Photo_Manual.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ui/de/Daikin_4PEN550955_Install_Ref_Guide.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ui/de/Daikin_FBA-A_4PEN543324-2_User_Guide.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,
157,P700786,Fujitsu AOEG36KATA eco universal outdoor unit 9.5kW - R32,Fujitsu,938.49,"Employing earth-friendly R-32 refrigerant, the Fujitsu Eco Universal Outdoor air conditioning unit is designed to help homes, offices, restaurants and shops enjoy quiet, effective cooling while minimising environmental impact. Fujitsu Eco Universal air conditioners are manufactured with highly efficient heat pump inverter technology designed to conserve electricity usage.",Air Conditioning/Air Conditioning.csv -> Fujitsu AOEG36KATA eco universal outdoor unit 9.5kW - R32,,Unit & Manuals,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/07/86/700786_wm.jpg,,,,,,,,,,3 Years,N,,AOEG36KATA,Outdoor Unit,N,Nom. Cooling Capacity: 9.5kW,Nom. Heating Capacity: 10.8kW,Height: 788mm  • Width: 940mm,Depth: 320mm  • Weight: 52kg,"Pipe Sizes: 3/8"" & 5/8""",Max Pipe Run (Height Difference): 30 (30) m,,,,,,,,,,,,,,52 kg,1,R-32,320,25,0.625,0.375,A+,9.03,A++,10.8,55 dB,6.83,9.5,3750 M/min,,,,,,,,,
158,P644230,"Lawton Tube ACR 45deg copper x copper elbow 2.5/8""",Lawton Tube,25.18,"Made of copper, this 2 5/8"" Lawton Tubes ACR 45° elbow includes compression ends and has a seamless, one-piece design for easier use and greater strength.","Air Conditioning/Air Conditioning.csv -> Lawton Tube ACR 45deg copper x copper elbow 2.5/8""",,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/42/31/NW-644221_644231_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/hu/re/Lawton_Tube_ACR_Brochure.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ic/al/Lawton_Tube_ACR_Fittings_Technical.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/io/ns/Lawton_Tube_ACR_Instructions.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
159,P616569,Fujitsu VRF ARXK014GLGH Indoor Slim Duct 4.5KW,Fujitsu,641.9,"The slimline and compact Fujitsu VRF ARXK014GLGH 4.5kW bulkhead duct low static pressure ducted indoor air conditioning unit is ideal for premises where space is limited or where a larger size unit would negatively affect interior design. Operating quietly to minimise disruption, this AC unit is easy to control for reliable cooling and heating of the whole room.",Air Conditioning/Air Conditioning.csv -> Fujitsu VRF ARXK014GLGH Indoor Slim Duct 4.5KW,,Indoor unit & Manuals,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/65/69/616569_wm.jpg,,,,,,,,VRF,,3 Years,N,,ARXK014GLGH,Ducted unit,N,Slimline design,Suitable for tight ceiling spaces,Selectable air intake direction for flexible siting,3 year warranty,,,,,,,,,,,,,,,,1.6 kg,1,R410a,450,5,1/2 in,1/4 in,,3.30,,5.0,34 dB,2.90,4.5,760 M/min,340 M/min,22 dB,,,,,,,
160,P644263,"Lawton Tube ACR 180deg return bend 5/8 x 2.1/2""",Lawton Tube,4.05,"Made of copper, this 5/8 x 2 1/2"" Lawton Tubes ACR U bend includes compression connections and has a seamless, one-piece design for easier use and greater strength.","Air Conditioning/Air Conditioning.csv -> Lawton Tube ACR 180deg return bend 5/8 x 2.1/2""",,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/42/66/NW-644262_644266_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/hu/re/Lawton_Tube_ACR_Brochure.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ic/al/Lawton_Tube_ACR_Fittings_Technical.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/io/ns/Lawton_Tube_ACR_Instructions.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
161,P644147,"Lawton Tube ACR 90deg copper x copper short radius elbow 1.5/8""",Lawton Tube,6.5,"Made of copper, this 1 5/8"" Lawton Tubes ACR 90° short elbow includes compression connections and has a seamless, one-piece design for easier use and greater strength.","Air Conditioning/Air Conditioning.csv -> Lawton Tube ACR 90deg copper x copper short radius elbow 1.5/8""",,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/41/48/NW-644139_644148_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/hu/re/Lawton_Tube_ACR_Brochure.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/io/ns/Lawton_Tube_ACR_Instructions.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ic/al/Lawton_Tube_ACR_Fittings_Technical.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
162,P700066,Fujitsu ASEH09KNCA 2.6KW Eco Plus Wall Mounted Id,Fujitsu,171.59,"Sleekly designed to fit into any space, the Fujitsu Eco+ 2.6kW wall-mounted indoor air conditioning unit has a slimline silhouette to minimise its impact on your interior. Wi-Fi connected, this unit is ready for smartphone control, giving you easy access from anywhere in the building while heat pump inverter technology reduces the Eco+'s energy consumption and improves overall efficiency.",Air Conditioning/Air Conditioning.csv -> Fujitsu ASEH09KNCA 2.6KW Eco Plus Wall Mounted Id,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/00/66/700066_wm.jpg,,,,,,,,,,,N,,ASEH09KNCA,Split Wall Mount Indoor unit,N,With inbuilt Wi-Fi,Stylish design,Suitable for R32 refrigerant,Quiet operation,,,,,,,,,,,,,,,,9,1,R-32,222,,.3/8,1/4,,,,,,,,,,,,,,,,,
163,P670268,"Lawton Tube straight copper tube (16SWG) 1.3/8"" x 3mtr",Lawton Tube,61.48,"Designed for refrigeration and air conditioning use, this Lawton Tube 1 3/8"" 16SWG straight tube, supplied in a 3M length, has been cleaned, nitrogen-purged and capped. The tube is covered with a seamless plastic coating for reliable protection from abrasion and aggressive materials.","Air Conditioning/Air Conditioning.csv -> Lawton Tube straight copper tube (16SWG) 1.3/8"" x 3mtr",,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/02/68/NW-670268_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/20/17/Lawton_Tube_Technical_Guide_2017.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/io/ns/Lawton_Tube_ACR_Instructions.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/20/20/Lawton_Tube_Brochure_2020.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
164,P602053,Fujitsu Eco Universal AOYG14KATA R32 Outdoor Unit 4.3KW,Fujitsu,434.81,"Running on eco-friendly R32 refrigerant, the Fujitsu Eco Universal 4.3kW outdoor split has an A+ seasonal efficiency rating for heating and A++ rating for cooling, helping to minimise your environmental impact while enjoying an always comfortable indoor temperature.",Air Conditioning/Air Conditioning.csv -> Fujitsu Eco Universal AOYG14KATA R32 Outdoor Unit 4.3KW,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/20/53/NW-602053_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/hu/re/Fujitsu_Split_Brochure.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
165,P644306,"Lawton Tube ACR reduced branch tee 5/8 x 5/8 x 1/2""",Lawton Tube,4.34,"Made of copper, this 5/8 x 1/2 x 5/8"" Lawton Tubes ACR reducing tee includes compression connections and has a seamless, one-piece design for easier use and greater strength.","Air Conditioning/Air Conditioning.csv -> Lawton Tube ACR reduced branch tee 5/8 x 5/8 x 1/2""",,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/43/08/NW-644301_644308_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/hu/re/Lawton_Tube_ACR_Brochure.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ic/al/Lawton_Tube_ACR_Fittings_Technical.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/io/ns/Lawton_Tube_ACR_Instructions.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
166,P697537,Fujitsu Medium Static Pressure Duct ARXG54KHTAP R32 Medium Indoor Static Duct Unit 14KW,Fujitsu,1076.87,"Ideal for large open plan offices or small shop fronts, the Fujitsu medium static pressure ducted air conditioning unit has a low sound rating down to 21dB for undisruptive use and includes a weekly timer and a 'set temperature auto return' function for reliable, predictable comfort.",Air Conditioning/Air Conditioning.csv -> Fujitsu Medium Static Pressure Duct ARXG54KHTAP R32 Medium Indoor Static Duct Unit 14KW,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/75/37/NW-697532_697537_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ui/de/Fujitsu_Split_Multisplit_Guide.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
167,P644441,"Lawton Tube ACR suction-line P-trap 3/4""",Lawton Tube,19.1,"Made of copper, this 3/4"" Lawton Tubes ACR suction line P trap includes compression connections and has a seamless, one-piece design for easier use and greater strength.","Air Conditioning/Air Conditioning.csv -> Lawton Tube ACR suction-line P-trap 3/4""",,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/44/46/NW-644440_644446_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/hu/re/Lawton_Tube_ACR_Brochure.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/io/ns/Lawton_Tube_ACR_Instructions.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ic/al/Lawton_Tube_ACR_Fittings_Technical.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
168,P700061,Fujitsu ASEG22KMTE 5KW S Wall Indoor Multi,Fujitsu,474.78,"Neatly designed and extremely quiet, the Fujitsu 5kW ASEG-KMTE indoor air conditioning unit minimises its impact on the senses with clever design while also ensuring you feel the climate comfort it's capable of delivering. Suited to any location, from server rooms to living rooms, and from offices to kids' bedrooms, this unit offers a host of helpful features, including air-cleaning filters and automatic operation functions. This air con unit uses heat pump inverter technology for high levels of efficiency.",Air Conditioning/Air Conditioning.csv -> Fujitsu ASEG22KMTE 5KW S Wall Indoor Multi,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/00/61/700061_wm.jpg,,,,,,,,,,,N,,ASEG22KMTE,Split Wall Mount Indoor unit,N,Compatible with outdoor multi-splits only,Quiet operation,Highly efficient,For wall mounting,Includes air cleaning filters,,,,,,,,,,,,,,,12.5,1,R-32,240,,1/2,1/4,,,,,,,,,,,,,,,,,
169,P644428,"Lawton Tube ACR end cap 1.5/8""",Lawton Tube,3.4,"Made of copper, this 1 5/8"" Lawton Tubes ACR end cap has a seamless, one-piece design for easier use and greater strength.","Air Conditioning/Air Conditioning.csv -> Lawton Tube ACR end cap 1.5/8""",,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/44/31/NW-644424_644431_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/hu/re/Lawton_Tube_ACR_Brochure.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/io/ns/Lawton_Tube_ACR_Instructions.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ic/al/Lawton_Tube_ACR_Fittings_Technical.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
170,P619144,Daikin Bluevolution FFA25A9 R32 Cassette 600 X 600Mm 2.5KW,Daikin,491.18,"With its fully flat cassette, the Daikin Bluevolution indoor air conditioning unit fits flush with ceiling panels for a discreet install that leaves room for speakers, sprinklers and lights in adjacent tiles. This unit features the very latest energy saving functions that maintain and enhance user comfort, including a presence sensor proven to reduce energy consumption up to 27% and an advanced controller for complete control over the user's local environment.",Air Conditioning/Air Conditioning.csv -> Daikin Bluevolution FFA25A9 R32 Cassette 600 X 600Mm 2.5KW,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/91/47/NW-619144_619147_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ec/la/Daikin_FFA25-60A_3P418197_RoHS_Decla.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ta/ll/Daikin_FFA-A_4PEN456960-1B_Install.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/nu/al/Daikin_FFA25_60A2VEB_Photo_Manual.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/nu/al/Daikin_FFA25_60A2VEBFAT_Photo_Manual.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ic/al/Daikin_FFA-A_RXM-M9_Technical.pdf,,,,,,,,,,,,,,,,,,,,,,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ui/de/Daikin_FFA-A_Install_Ref_Guide.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
171,P644024,"Lawton Tube ACR copper x copper reducing coupling 5/8 x 1/4""",Lawton Tube,1.24,"Made of copper, this 5/8 x 1/4"" Lawton Tubes ACR reducing coupling includes compression connections and has a seamless, one-piece design for easier use and greater strength.","Air Conditioning/Air Conditioning.csv -> Lawton Tube ACR copper x copper reducing coupling 5/8 x 1/4""",,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/40/37/NW-644021_644037_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/hu/re/Lawton_Tube_ACR_Brochure.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ic/al/Lawton_Tube_ACR_Fittings_Technical.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/io/ns/Lawton_Tube_ACR_Instructions.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
172,P644003,"Lawton Tube ACR copper x copper coupling 5/16""",Lawton Tube,0.34,"Made of copper, this 5/16"" Lawton Tubes ACR straight coupling includes compression connections and has a seamless, one-piece design for easier use and greater strength.","Air Conditioning/Air Conditioning.csv -> Lawton Tube ACR copper x copper coupling 5/16""",,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/40/15/NW-644002_644015_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/hu/re/Lawton_Tube_ACR_Brochure.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/io/ns/Lawton_Tube_ACR_Instructions.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ic/al/Lawton_Tube_ACR_Fittings_Technical.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
