,pid,Title,Brand,Price,Description,category,mfpartnumber,whatisincluded,Image,Connection Type,Operating Temperature,Warranty,Hazardous,Approvals,Max Pressure,Material,Operating Pressure,Maximum Operating Temperature,Supplier Product Code,WEEE Compliant,Application,Capacity Litre,Feature 1,Feature 2,Feature 3,Feature 4,Feature 5,Feature 6,Feature 7,Feature 8,Feature 9,Feature 10,Feature 11,Attachment 1,Attachment 2,Attachment 3,Attachment 4,Attachment 5,Connection Size,Range,Maximum Velocity,Efficient Dirt Particle Removal Range,Size,Working Pressure,Type,Boiler Section,Colour,Pack Quantity,Depth (mm),Mains Connection Size and Type,System Connection Size and Type,Display Type,Drain Connection,Feature 12,Feature 13,Feature 14,Attachment 6,Attachment 7,Feature 15,Finish,Voltage (V),Output,Max Fill Pressure,Full Load Current A,Feature 16,Feature 17
69,P163859,Wilo Comfort WM wall mounted digital pressure set,Wilo,1614.58,"Wall-mounted, this Wilo Comfort single pump pressurisation units is suitable for heating or chilled water systems up to and including 3.0 bar cold fill pressures and with a maximum expansion of 300L. The unit is fitted with a 4L stainless steel break tank, C/W-type AB air gap, a WRAS approved equilibrium ball float valve, C/W strainer and a low water float for pump protection. The pump has an integral non-return valve and quick release couplings for ease of maintenance while a pressure transducer monitors system pressure, feeding a 0 - 10V signal to the controller.",Heating/Sealed Heating Systems/Sealed Heating Systems.csv -> Wilo Comfort WM wall mounted digital pressure set,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/38/59/NW-163859_wm.jpg,,,,,,,,,,,,,,,,,,,,,,,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/hu/re/Wilo_Pressurisation_Units_Brochure.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ca/te/Wilo_REACH_Regulation_Certificate.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
70,PS04919,JET Range Potable S04919 – 500L expansion vessel 500ltr 10bar,JET Range,725.74,This 500L capacity JET Range potable water expansion vessel is suitable for use in both domestic and commercial settings for sealed chilled and hot water systems.,Heating/Sealed Heating Systems/Sealed Heating Systems.csv -> JET Range Potable S04919 – 500L expansion vessel 500ltr 10bar,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/49/19/S04907_S04919_wm.jpg,,,,,,,,,,,,,,,,,,,,,,,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ms/ds/Jet_S04912-S04922_MSDS.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ti/on/Jet_Potable_Wtr_Vessel_Installation.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ss/el/Jet_Transprtn_Storg_Expansion_Vessel.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ic/al/Jet_Potable_Water_Vessel_Technical.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
71,PS04907,JET Range JHEV JET Range 400 heating expansion vessel 400ltr 6bar,JET Range,727.2,"Designed for sealed heating and chilled systems, this 400L capacity JET Range JHEV expansion vessel has a tough and hardwearing steel shell and butyl rubber diaphragm. Intended to maintain the operating pressure in heating and cooling systems, this easy to install expansion vessel safely accommodates the expansion and contraction caused by system temperature changes.",Heating/Sealed Heating Systems/Sealed Heating Systems.csv -> JET Range JHEV JET Range 400 heating expansion vessel 400ltr 6bar,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/49/19/S04907_S04919_wm.jpg,,,,,,,,,,,,,,,,,,,,,,,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/_o/&m/Flexcon Top O&M.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/40/0l/Jet_Expansion V_400L.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/he/et/S04900_S04911 Datasheet.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
72,P891524,FLEXCON DIGITAL PRESS UNIT 280DS,Flamco,3191.76,"Floor-standing, the Flamco Flexfiller 280DS is a 18LPM flow rate top-up pressurisation unit designed with a 18L internal break tank. This unit is suitable for industrial, commercial or large domestic installations and is available in both single and twin pump configurations. Fitted with an LED screen, the Flexfiller offers a range of features for ease of operation and maintenance, including flood protection and event logging.",Heating/Sealed Heating Systems/Sealed Heating Systems.csv -> FLEXCON DIGITAL PRESS UNIT 280DS,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/15/24/891524_wm.jpg,,5 to 85,30 months from Date of Supply (DOS) or 2 years from Date Of Commissioning (DOC) whichever is sooner.,N,,,,,,17394,N,,,"For system volumes up to 300,000L",Fluid Protection Category 5 (AB weir overflow),System fill mode,With 12 month on-screen service reminder,With 230V 50Hz 1ph electric pump,Black RAL 9005 finish,MODBUS RTU communication protocol,Password protected,Sequential programming menu,Pressure setting in 0.1 bar increments,Pump pulse option,,,,,,,,,,,,Digital Pressurisation Unit,,Black,,330,15 mm,15 mm,LED,22 mm,Flood protection includes pump runtime limiter and excessive start alarm,"Event logging for alarm activations, pump run counter, cumulative run timer and electrical interuption","Volt-free contacts for common alarm (N/C), high/low pressure alarms (N/O) and sensor and pump health (N/O)",,,"Warranty to 30 months from date of supply or or 2 years from date of commission, whichever is soonest",,,,,,,
73,PS04908,JET Range JHEV JET Range 500 heating expansion vessel 500ltr 6bar,JET Range,843.25,"Designed for sealed heating and chilled systems, this 500L capacity JET Range JHEV expansion vessel has a tough and hardwearing steel shell and butyl rubber diaphragm. Intended to maintain the operating pressure in heating and cooling systems, this easy to install expansion vessel safely accommodates the expansion and contraction caused by system temperature changes.",Heating/Sealed Heating Systems/Sealed Heating Systems.csv -> JET Range JHEV JET Range 500 heating expansion vessel 500ltr 6bar,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/49/19/S04907_S04919_wm.jpg,,,,,,,,,,,,,,,,,,,,,,,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/50/0l/Jet_Expansion V_500L.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/_o/&m/Flexcon Top O&M.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/he/et/S04900_S04911 Datasheet.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
74,P891171,Flamco Flexcon Flexcon 110 - 1000 heating vessel 300ltr 10bar,Flamco,792.15,"With a tough welded construction and epoxy powder-coated finish, the 300L capacity Flamco Flexcon expansion vessel is built to last. Intended for use in sealed heating installations and chilled water (cooling) installations, the Flexcon takes the strain of water expansion to ensure a safe level of pressure is maintained.",Heating/Sealed Heating Systems/Sealed Heating Systems.csv -> Flamco Flexcon Flexcon 110 - 1000 heating vessel 300ltr 10bar,,Expansion vessel;Mounting kit,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/11/72/891171_891172_wm.jpg,,,,,,,,,,,,,,,,,,,,,,,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/20/18/Flamco_Product_Overview_2018.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/te/ch/Flamco_Flexcon_Vessel-300L_Tech.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ta/ll/Flamco_Flexcon_Expansion-V_Install.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
75,P700103,Global Water Solutions Challenger GCB-450LV pressure vessel 450ltr,Global Water Solutions,1216.04,"Designed with a patented controlled action CAD-2 diaphragm assembly, the 450L capacity Global Water Solutions Challenger steel pressure vessel tank includes a 100% butyl diaphragm with precision moulded copolymer polypropylene liner for excellent air and water separation. The Challenger's two-part polyurethane paint finish with epoxy undercoat provides ongoing UV and salt spray protection for robust longevity in difficult environments while the air chamber is sealed with a fixed O-ring and closed cell foam for years of leak-free life with no need for regular maintenance.",Heating/Sealed Heating Systems/Sealed Heating Systems.csv -> Global Water Solutions Challenger GCB-450LV pressure vessel 450ltr,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/01/03/700103_wm.jpg,,,,,,,,,,,,,,,,,,,,,,,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ic/al/GWS_Challenger_PV-Tank_Technical.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
76,PS04909,JET Range JHEV JET Range 600 heating expansion vessel 600ltr 6bar,JET Range,868.88,"Designed for sealed heating and chilled systems, this 600L capacity JET Range JHEV expansion vessel has a tough and hardwearing steel shell and butyl rubber diaphragm. Intended to maintain the operating pressure in heating and cooling systems, this easy to install expansion vessel safely accommodates the expansion and contraction caused by system temperature changes.",Heating/Sealed Heating Systems/Sealed Heating Systems.csv -> JET Range JHEV JET Range 600 heating expansion vessel 600ltr 6bar,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/49/19/S04907_S04919_wm.jpg,,,,,,,,,,,,,,,,,,,,,,,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/_o/&m/Flexcon Top O&M.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/he/et/S04900_S04911 Datasheet.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/60/0l/Jet_Expansion V_600L.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
77,PS05240,JET Range Maxi Digital Plus MD131 maxi digital plus pressurisation unit,JET Range,1626.37,"Designed to provide a minimum system pressure requirement for sealed systems, the JET Range Maxi MD131 Digital Plus pressurisation unit is suitable for installation in commercial, industrial and residential properties. With an intuitive password-protected microprocessor including features such as low water/flood protection, VFCs for common faults and pump and pressure failures, this pressurised unit is simple to operate and provides users with a wealth of useful information via its LED display.",Heating/Sealed Heating Systems/Sealed Heating Systems.csv -> JET Range Maxi Digital Plus MD131 maxi digital plus pressurisation unit,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/52/40/S05240_wm.jpg,,,,,,,,,,,,,,,,,,,,,,,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/t_/im/S05240_Jet_IM.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/nu/al/Jet_Digital_Pressurisation_Manual.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/nu/al/Jet_Midi_Digital_Plus_Oprtg_Manual.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/t_/ig/S05240_Jet_IG.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/_t/ds/Jet Maxi Pressurisation Unit TDS.pdf,,,,,,,,,,,,,,,,,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/v8/_1/JET Pressurisation Manual - V8.1.pdf,,,,,,,,,
78,PS05243,JET Range Maxi Digital Plus MD261 maxi digital plus pressurisation unit,JET Range,2092.18,"Designed to provide a minimum system pressure requirement for sealed systems, the JET Range Maxi MD261 Digital Plus pressurisation unit is suitable for installation in commercial, industrial and residential properties. With an intuitive password-protected microprocessor including features such as low water/flood protection, VFCs for common faults and pump and pressure failures, this pressurised unit is simple to operate and provides users with a wealth of useful information via its LED display.",Heating/Sealed Heating Systems/Sealed Heating Systems.csv -> JET Range Maxi Digital Plus MD261 maxi digital plus pressurisation unit,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/52/43/S05243_wm.jpg,,,,,,,,,,,,,,,,,,,,,,,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/t_/ig/S05243_Jet_IG.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/nu/al/Jet_Digital_Pressurisation_Manual.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/t_/im/S05243_Jet_IM.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/_t/ds/Jet Maxi Pressurisation Unit TDS.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
79,P893005,Altecnic HV-C Heating HV35C expansion vessel 35ltr,Altecnic,236.11,"Part of a range built to meet the requirements of most heating and cooling systems, the 35L capacity Altecnic HV-C heating expansion vessel is resistant to ethylene and propylene glycol mixtures and has a low gas permeability. Built from tough stainless steel finished in epoxy, the two halves of the HV-C and its diaphragm are retained by a crimped collar for a reliable pressure-tight seal.",Heating/Sealed Heating Systems/Sealed Heating Systems.csv -> Altecnic HV-C Heating HV35C expansion vessel 35ltr,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/30/06/893005_893006_wm.jpg,,,,,,,,,,,,,,,,,,,,,,,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ic/al/Altecnic_HV-C_Expansion-V_Technical.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ta/ll/Altecnic_Expansion_Vessels_Install.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/hu/re/Altecnic_plumbing&heating_Brochure.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
80,PS05245,JET Range Midi Digifiller Digifiller 2.0 midi preset pressure set 125ltr 2bar,JET Range,1280.37,"Designed to provide a minimum system pressure requirement for sealed systems, the JET Range Midi Digifiller 2.0 compact pressurisation unit is suitable for installation in commercial, industrial and residential properties. With an intuitive password-protected microprocessor including features such as low water/flood protection, VFCs for common faults and pump and pressure failures, this pressurised unit is simple to operate and provides users with a wealth of useful information via its LED display.",Heating/Sealed Heating Systems/Sealed Heating Systems.csv -> JET Range Midi Digifiller Digifiller 2.0 midi preset pressure set 125ltr 2bar,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/52/47/S05245_S05247_wm.jpg,,,,,,,,,,,,,,,,,,,,,,,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/_t/ds/Jet Digifiller Pressurisation Unit TDS.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/nu/al/Jet_Digital_Pressurisation_Manual.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/0b/ar/Jet_Digifiller_2.0Bar.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/v8/_1/JET Pressurisation Manual - V8.1.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
81,PS04910,JET Range JHEV JET Range 800 heating expansion vessel 800ltr 6bar,JET Range,1124.65,"Designed for sealed heating and chilled systems, this 800L capacity JET Range JHEV expansion vessel has a tough and hardwearing steel shell and butyl rubber diaphragm. Intended to maintain the operating pressure in heating and cooling systems, this easy to install expansion vessel safely accommodates the expansion and contraction caused by system temperature changes.",Heating/Sealed Heating Systems/Sealed Heating Systems.csv -> JET Range JHEV JET Range 800 heating expansion vessel 800ltr 6bar,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/49/19/S04907_S04919_wm.jpg,,,,,,,,,,,,,,,,,,,,,,,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/_o/&m/Flexcon Top O&M.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/80/0l/Jet_Expansion V_800L.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/he/et/S04900_S04911 Datasheet.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
82,PS05237,JET Range Midi Digital Plus MD161 midi digital plus pressure unit 150ltr,JET Range,1381.35,"Designed to provide a minimum system pressure requirement for sealed systems, the JET Range Midi MD161 Digital Plus compact pressurisation unit is suitable for installation in commercial, industrial and residential properties. With an intuitive password-protected microprocessor including features such as low water/flood protection, VFCs for common faults and pump and pressure failures, this pressurised unit is simple to operate and provides users with a wealth of useful information via its LED display.",Heating/Sealed Heating Systems/Sealed Heating Systems.csv -> JET Range Midi Digital Plus MD161 midi digital plus pressure unit 150ltr,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/52/37/S05235_S05237_wm.jpg,,,,,,,,,,,,,,,,,,,,,,,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/t_/im/S05237_Jet_IM.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/_t/ds/Jet Midi Pressurisation Unit TDS.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/nu/al/Jet_Digital_Pressurisation_Manual.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/_t/ds/S05237_Jet_TDS.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/t_/ig/S05237_Jet_IG.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,
83,P892769,Flamco Flexfiller Midi 150D pressurisation unit,Flamco,2108.82,"Wall-mounted, this Flamco Flexfiller Midi pressurisation unit is a flow rate (up to 12LPM) top-up unit with 4L internal break tank. Ideal for industrial, commercial or large domestic applications, it is available in single or twin pump configurations.",Heating/Sealed Heating Systems/Sealed Heating Systems.csv -> Flamco Flexfiller Midi 150D pressurisation unit,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/27/70/NW-892769_892770_wm.jpg,,,,,,,,,,,,,,,,,,,,,,,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ic/al/Flamco_Flexfiller_Midi_Technical.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/og/ue/Flamco_Catl_Export_Catalogue.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ic/al/Flamco_Flexfiller_Technical.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/nu/al/Flamco_Flexfiller_Midi_Mini_Manual.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ca/te/Flamco_Kiwa_K13471_Certificate.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,
84,PS05241,JET Range Maxi Digital Plus MD231 maxi digital plus pressurisation unit,JET Range,1997.01,"Designed to provide a minimum system pressure requirement for sealed systems, the JET Range Maxi MD231 Digital Plus pressurisation unit is suitable for installation in commercial, industrial and residential properties. With an intuitive password-protected microprocessor including features such as low water/flood protection, VFCs for common faults and pump and pressure failures, this pressurised unit is simple to operate and provides users with a wealth of useful information via its LED display.",Heating/Sealed Heating Systems/Sealed Heating Systems.csv -> JET Range Maxi Digital Plus MD231 maxi digital plus pressurisation unit,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/52/42/S05241_S05242_wm.jpg,,,,,,,,,,,,,,,,,,,,,,,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/t_/ig/S05241_Jet_IG.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/nu/al/Jet_Digital_Pressurisation_Manual.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/t_/im/S05241_Jet_IM.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/_t/ds/Jet Maxi Pressurisation Unit TDS.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
85,PS05242,JET Range Maxi Digital Plus MD161 maxi digital plus pressurisation unit,JET Range,1673.91,"Designed to provide a minimum system pressure requirement for sealed systems, the JET Range Maxi MD161 Digital Plus pressurisation unit is suitable for installation in commercial, industrial and residential properties. With an intuitive password-protected microprocessor including features such as low water/flood protection, VFCs for common faults and pump and pressure failures, this pressurised unit is simple to operate and provides users with a wealth of useful information via its LED display.",Heating/Sealed Heating Systems/Sealed Heating Systems.csv -> JET Range Maxi Digital Plus MD161 maxi digital plus pressurisation unit,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/52/42/S05241_S05242_wm.jpg,,,,,,,,,,,,,,,,,,,,,,,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/t_/ig/S05242_Jet_IG.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/nu/al/Jet_Digital_Pressurisation_Manual.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/t_/im/S05242_Jet_IM.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/_t/ds/Jet Maxi Pressurisation Unit TDS.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
86,PS05238,JET Range Midi Digital Plus MD261 midi digital plus pressurisation unit,JET Range,2002.3,"Designed to provide a minimum system pressure requirement for sealed systems, the JET Range Midi MD261 Digital Plus compact pressurisation unit is suitable for installation in commercial, industrial and residential properties. With an intuitive password-protected microprocessor including features such as low water/flood protection, VFCs for common faults and pump and pressure failures, this pressurised unit is simple to operate and provides users with a wealth of useful information via its LED display.",Heating/Sealed Heating Systems/Sealed Heating Systems.csv -> JET Range Midi Digital Plus MD261 midi digital plus pressurisation unit,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/52/38/S05238_wm.jpg,,,,,,,,,,,,,,,,,,,,,,,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/t_/ig/S05238_Jet_IG.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/_t/ds/Jet Midi Pressurisation Unit TDS.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/nu/al/Jet_Digital_Pressurisation_Manual.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/t_/im/S05238_Jet_IM.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
