,pid,Title,Brand,Price,Description,category,mfpartnumber,whatisincluded,Image,Attachment 1,Attachment 2,Attachment 3,Attachment 4,Attachment 5,Attachment 6,Colour,Connection Type,Operating Temperature,Range,Warranty,Weight,Hazardous,Water Heating Declared Load Profile,Sound Power Level (Indoors),Output,Depth (mm),Re-heat times,Anti Legionella Function,Water Pressure,Thermostat Temperature,Useage Single / Multi Point,Controls,Eco Setting,ErP Rating,IP Rating,Material,Max Pressure (Psi),Min Pressure (Psi),Mounting Type,Water Connection,Supplier Product Code,WEEE Compliant,Capacity Litre,Feature 1,Feature 2,Feature 3,Feature 4,Feature 5,Feature 6,Feature 7,Feature 8,Feature 9,Feature 10,Feature 11,Feature 12,Feature 13
66,PD49996,Ariston Andris Lux 15 oversink electric water heater 3kw 15ltr pack,Ariston,146.0,"Built to last, the Ariston Andris Lux 15L electric storage water heater is made up of a titanium-enamel tank with eco-friendly insulation. Resistant to pressure and corrosion, thanks to smart shell technology, this 3kW storage water heater is extremely robust, and it looks great in-situ too. Carefully built to meet the world's strictest safety standard, the Andris Lux is equipped with multiple safety devices working in harmony to ensure safe comfort for all users.",Water Heating and Storage/Water Heaters/Point Of Use Water Heaters/Point Of Use Water Heaters.csv -> Ariston Andris Lux 15 oversink electric water heater 3kw 15ltr pack,,EP unvented water heater;Wall bracket;Pressure relief valve set at 6 bar;2x dielectric junctions,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/99/96/NW-D49996_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/og/ue/AristonHT_WHeater_UcylinderCatalogue.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/hu/re/Ariston_Andris_Lux_Brochure.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/io/ns/Ariston_Andris_Lux_Dimensions.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
67,PD70440,Heatrae Sadia Handy 3 hand wash unit and spout 3.1kw,Heatrae Sadia,149.85,"The manually operated Heatrae Sadia Handy 3 unvented handwash unit requires only a cold water supply and a mains electrical connection and includes push-fit connections for fast, convenient and neat installation over a basin or sink. Providing instant on-demand hot water, this practical, slimline and compact 3.2kW unit is ideal for use in workplace washrooms, offering high levels of protection from scalding and pressure build-up and an ErP A rating for improved efficiency.",Water Heating and Storage/Water Heaters/Point Of Use Water Heaters/Point Of Use Water Heaters.csv -> Heatrae Sadia Handy 3 hand wash unit and spout 3.1kw,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/04/40/D70440_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ti/on/HS_Handy_Handwash_Installation.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ni/ng/HS_General_Safety_Warning.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/hu/re/Heatrae Sadia_Megalife_Brochure.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/hu/re/HS_Unvented_PoU_Hot_Water_Brochure.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
68,PD70622,Heatrae Sadia R Plus 45 electric vented water heater 45ltr,Heatrae Sadia,1032.25,"Ideal for commercial premises with no existing hot water storage, the Heatrae Sadia R Plus 45L vented water heater is capable of supplying multiple outlets with reliable, generous water. The compact, cistern-free design, universal bracketing and multidirectional overflow fixing of the 3kW R Plus point-of-use water heater ensures straightforward and flexible installation well-suited to awkward locations.",Water Heating and Storage/Water Heaters/Point Of Use Water Heaters/Point Of Use Water Heaters.csv -> Heatrae Sadia R Plus 45 electric vented water heater 45ltr,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/pl/us/HS_R25Plus_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ti/on/HS_R_Plus_Installation.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ni/ng/HS_General_Safety_Warning.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/20/17/HS_VentedPoUHotWater_Brochure_2017.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ic/al/HS_R_Plus_Technical.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
69,PD70441,Heatrae Sadia Handy 7 hand wash unit and spout 7.2kw,Heatrae Sadia,165.14,"The manually operated Heatrae Sadia Handy unvented handwash unit with spout requires only a cold water supply and a mains electrical connection and includes push-fit connections for fast, convenient and neat installation over a basin or sink. Providing instant on-demand hot water, this practical, slimline and compact 7.2kW unit is ideal for use in workplace washrooms, offering high levels of protection from scalding and pressure build-up and an ErP A rating for improved efficiency.",Water Heating and Storage/Water Heaters/Point Of Use Water Heaters/Point Of Use Water Heaters.csv -> Heatrae Sadia Handy 7 hand wash unit and spout 7.2kw,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/04/41/D70441_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ti/on/HS_Handy_Handwash_Installation.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ni/ng/HS_General_Safety_Warning.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/hu/re/HS_Unvented_PoU_Hot_Water_Brochure.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
70,PD70518,Heatrae Sadia Streamline 7 under sink water heater 7ltr 1kw,Heatrae Sadia,276.16,"The contemporary, slimline 1kW Heatrae Sadia Streamline 7L undersink vented water heater is designed for mounting beneath a basin for convenient handwashing and cup filling in washrooms or office breakrooms. Quick and straightforward to install, the Streamline requires only a cold water supply and mains electricity and with a range of safety features and requiring minimal maintenance it's an ideal choice for spots where small amounts of water are regularly required.",Water Heating and Storage/Water Heaters/Point Of Use Water Heaters/Point Of Use Water Heaters.csv -> Heatrae Sadia Streamline 7 under sink water heater 7ltr 1kw,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/05/18/D70518_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ni/ng/HS_General_Safety_Warning.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/20/17/HS_VentedPoUHotWater_Brochure_2017.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ta/ll/HS_Streamline_Undersink_Install.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ti/on/HS_Streamline_Taps_Installation.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/hu/re/Heatrae Sadia_Streamline_Brochure.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
71,PD74295,Ariston Pro1 Eco 80 80L Wall Hung Water Heater pack,Ariston,380.0,"Easy to use and packed with great features, the modern 80L Ariston Pro1 Eco unvented storage electric heater is designed for use in small and medium homes or light commercial settings, providing safe, reliable hot water with ease. Incorporating an intuitive user interface for ultra-simple temperature setting and control, the 3kW Pro1 Eco also includes a comprehensive set of safety features and an Eco Evo function for huge energy and cost savings.",Water Heating and Storage/Water Heaters/Point Of Use Water Heaters/Point Of Use Water Heaters.csv -> Ariston Pro1 Eco 80 80L Wall Hung Water Heater pack,,"Unvented water heater (with factory-fitted T&P) x1, Pressure relief valve set at 6 bar x1, Dielectric junctions x2, Tundish x1, Expansion Vessel x1, Check Valve x1, Pressure reducing Valve x1",https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/29/26/D52924_D52926_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/he/et/Ariston_Pro1Eco_DataSheet.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ti/on/Ariston_Pro1Eco_Installation.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
72,PD52924,Ariston Pro1 Eco 50 50L Wall Hung Water Heater,Ariston,523.11,"Easy to use and packed with great features, the modern 50L Ariston Pro1 Eco unvented storage electric heater is designed for use in small and medium homes or light commercial settings, providing safe, reliable hot water with ease. Incorporating an intuitive user interface for ultra-simple temperature setting and control, the 3kW Pro1 Eco also includes a comprehensive set of safety features and an Eco Evo function for huge energy and cost savings.",Water Heating and Storage/Water Heaters/Point Of Use Water Heaters/Point Of Use Water Heaters.csv -> Ariston Pro1 Eco 50 50L Wall Hung Water Heater,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/29/26/D52924_D52926_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/he/et/Ariston_Pro1Eco_DataSheet.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ti/on/Ariston_Pro1Eco_Installation.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
73,PD69996,Ariston Andris Lux 15 15L Over Sink 3kW,Ariston,281.97,"Featuring cutting-edge Italian design, the Ariston Andris Europrisma 15L unvented electric oversink water heater offers excellent hot water performance and simple, straightforward operation. This easy to install, ErP A-rated unit includes a tough titanium-enamel tank insulated with eco-friendly materials for high levels of efficiency and heat retention alongside reliable durability.",Water Heating and Storage/Water Heaters/Point Of Use Water Heaters/Point Of Use Water Heaters.csv -> Ariston Andris Lux 15 15L Over Sink 3kW,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/99/97/D69995_D69997_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/hu/re/Ariston_AndrisLux_Brochure.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/x_/ds/Ariston_ANDRISLUX_DS.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ti/on/Ariston_AndrisLux_Installation.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/x_/ds/Ariston_AndrisLux_DS.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
74,PD52926,Ariston Pro1 Eco 100 100L Wall Hung Water Heater,Ariston,600.73,"Easy to use and packed with great features, the modern 100L Ariston Pro1 Eco unvented storage electric heater is designed for use in small and medium homes or light commercial settings, providing safe, reliable hot water with ease. Incorporating an intuitive user interface for ultra-simple temperature setting and control, the 3kW Pro1 Eco also includes a comprehensive set of safety features and an Eco Evo function for huge energy and cost savings.",Water Heating and Storage/Water Heaters/Point Of Use Water Heaters/Point Of Use Water Heaters.csv -> Ariston Pro1 Eco 100 100L Wall Hung Water Heater,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/29/26/D52924_D52926_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/he/et/Ariston_Pro1Eco_DataSheet.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ti/on/Ariston_Pro1Eco_Installation.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
75,PD52927,Ariston Velis Evo 45 storage water heater White,Ariston,580.48,"The compact, Italian-designed Ariston Velis Evo 45L electric water heater has an ultra-slim twin tank configuration for compact installation without compromising on hot water availability, ideal for those busy spots where space is at a premium and particularly suitable for leisure and hospitality premises thanks to a dual 1.5kW power supply. The wall-mounted Velis Evo is packed full of great features, including ABS and anti-legionella safety functions and Eco Evo for impressive efficiency and cost savings.",Water Heating and Storage/Water Heaters/Point Of Use Water Heaters/Point Of Use Water Heaters.csv -> Ariston Velis Evo 45 storage water heater White,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/29/28/D52927_D52928_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/o_/ds/Ariston_Velis_Evo_DS.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ic/al/Ariston_Velis_Evo_Technical.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ta/ll/Ariston_Velis_Evo_Install.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
76,PD69010,Zip Aquapoint 3 AP3/05 water heater 5ltr 2kw,Zip,264.4,"Supplying fast hot water to multiple outlets, the 5L Zip Aquapoint III AP3/5 unvented water heater connects to the mains water supply and operates with your existing conventional taps and mixers. Tested to ensure robustness and reliability, this 2kW water heater is ErP A-rated, helping to minimise energy waste and contributing to reduced bills.",Water Heating and Storage/Water Heaters/Point Of Use Water Heaters/Point Of Use Water Heaters.csv -> Zip Aquapoint 3 AP3/05 water heater 5ltr 2kw,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/90/12/D69010_D69012_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ti/on/Zip_AquapointIII_Installation.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/hu/re/Zip_DL_spreads_Brochure.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ic/al/Zip_Aquapoint_III_Technical.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/hu/re/Zip_DL spreads_Brochure.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/hu/re/Zip_Brochure.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ti/on/Zip_Aquapoint_III_Installation.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
77,PD69164,Zip InLine CEX instantaneous under sink water heater 6.6 or 8.8kw,Zip,421.62,"Microprocessor controlled, the 8.8kW Zip InLine CEX-U instantaneous undersink water heater delivers immediate hot water to one or more outlets without the waste that can be created while you wait for the supply to warm up. This pressure-resistant water heater incorporates a heating element that will automatically switch on when a tap is opened and switch off when the tap is closed. Keeping water and energy use to an absolute minimum, the ErP A-rated CEX-U is also compatible with solar-heated water for even better efficiency.",Water Heating and Storage/Water Heaters/Point Of Use Water Heaters/Point Of Use Water Heaters.csv -> Zip InLine CEX instantaneous under sink water heater 6.6 or 8.8kw,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/91/64/NW_D69164_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ic/al/Zip_Inline_CEX_Technical.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/hu/re/Zip_Inline_Brochure.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ti/on/Zip_Inline_CEX_Installation.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/hu/re/Zip_Brochure.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
78,PD70626,Heatrae Sadia FBM Eco 45 electric vented water heater 45ltr,Heatrae Sadia,1690.58,"Designed to service multiple outlets, the Heatrae Sadia FBM Eco 45L is a vented cistern-type water heater suitable for first time installation and as a retrofit unit. An ideal choice for handwashing in customer or office washrooms with more than one sink or for pot filling in commercial kitchens with space to install the heater above an outlet point, the 3kW FBM Eco offers high levels of performance and easy to use controls.",Water Heating and Storage/Water Heaters/Point Of Use Water Heaters/Point Of Use Water Heaters.csv -> Heatrae Sadia FBM Eco 45 electric vented water heater 45ltr,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/5e/co/HS_FBM25Eco_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ti/on/HS_FBM_Eco_Installation.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ni/ng/HS_General_Safety_Warning.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/20/17/HS_VentedPoUHotWater_Brochure_2017.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ic/al/HS_FBM_Eco_Technical.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
79,PD70632,Heatrae Sadia Hotflo Multipoint Eco 30H water heater 30ltr 3kW,Heatrae Sadia,1383.11,"Designed for light commercial use, the safe, practical and hardwearing 30L capacity Heatrae Sadia Multipoint Eco 30H horizontal unvented water heater is ideal for restaurant kitchens, office washrooms or canteens, providing on-demand hot water for handwashing and pot filling. Incorporating smart function controllability to recognise and manage demand levels throughout the day, the 3kW Multipoint Eco helps to make cost-effective energy savings, even when using off peak tariffs.",Water Heating and Storage/Water Heaters/Point Of Use Water Heaters/Point Of Use Water Heaters.csv -> Heatrae Sadia Hotflo Multipoint Eco 30H water heater 30ltr 3kW,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/at/er/MultiEco_WaterHeater_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ni/ng/HS_General_Safety_Warning.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ta/ll/HS_Multi_Eco_Hor_QuickFit_Install.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ic/al/HS_Multipoint_Eco_Technical.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ta/ll/HS_Multi_Eco_Hor_Install.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/hu/re/HS_Unvented_PoU_Hot_Water_Brochure.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
80,PD49995,Ariston Andris Lux 10 oversink electric water heater 3kw 10ltr pack,Ariston,141.66,"Built to last, the Ariston Andris Lux 10L electric storage water heater is made up of a titanium-enamel tank with eco-friendly insulation. Resistant to pressure and corrosion, thanks to smart shell technology, this 3kW storage water heater is extremely robust, and it looks great in-situ too. Carefully built to meet the world's strictest safety standard, the Andris Lux is equipped with multiple safety devices working in harmony to ensure safe comfort for all users.",Water Heating and Storage/Water Heaters/Point Of Use Water Heaters/Point Of Use Water Heaters.csv -> Ariston Andris Lux 10 oversink electric water heater 3kw 10ltr pack,,EP unvented water heater;Wall bracket;Pressure relief valve set at 6 bar;2x dielectric junctions,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/99/95/NW-D49995_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/og/ue/AristonHT_WHeater_UcylinderCatalogue.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/hu/re/Ariston_Andris_Lux_Brochure.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/io/ns/Ariston_Andris_Lux_Dimensions.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
81,PD70633,Heatrae Sadia Hotflo Multipoint Eco 30V water heater 30ltr 3kW,Heatrae Sadia,1095.81,"Designed for light commercial use, the safe, practical and hardwearing 30L capacity Heatrae Sadia Multipoint Eco 30V vertical unvented water heater is ideal for restaurant kitchens, office washrooms or canteens, providing on-demand hot water for handwashing and pot filling. Incorporating smart function controllability to recognise and manage demand levels throughout the day, the 3kW Multipoint Eco helps to make cost-effective energy savings, even when using off peak tariffs.",Water Heating and Storage/Water Heaters/Point Of Use Water Heaters/Point Of Use Water Heaters.csv -> Heatrae Sadia Hotflo Multipoint Eco 30V water heater 30ltr 3kW,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/at/er/MultiEco_WaterHeater_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ni/ng/HS_General_Safety_Warning.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ta/ll/HS_Multi_Eco_Ver_QuickFit_Install.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ic/al/HS_Multipoint_Eco_Technical.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ta/ll/HS_Multi_Eco_Ver_Install.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/hu/re/HS_Unvented_PoU_Hot_Water_Brochure.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
82,PD70795,Heatrae Sadia Express 15 water heater 15ltr 3kw,Heatrae Sadia,511.13,"The easy to install Heatrae Sadia Express 15L vented water heater is equally suitable for domestic and commercial applications. Heating water using a factory-fitted electric heating element and thermostatically controlled by an adjustable thermostat, this cistern-fed 3kW water heater is vented for added safety.",Water Heating and Storage/Water Heaters/Point Of Use Water Heaters/Point Of Use Water Heaters.csv -> Heatrae Sadia Express 15 water heater 15ltr 3kw,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/di/a2/D70785_pg_heatraesadia2_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ti/on/HS_Express_7_15_Installation.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ni/ng/HS_General_Safety_Warning.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/20/17/HS_VentedPoUHotWater_Brochure_2017.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/hu/re/Heatrae Sadia_Megalife_Brochure.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
