,pid,Title,Brand,Price,Description,category,mfpartnumber,whatisincluded,Image,Attachment 1,Attachment 2,Attachment 3,Range,Hazardous,Supplier Product Code,Type,WEEE Compliant,Feature 1,Feature 2,Feature 3,Feature 4,Feature 5,Feature 6,Feature 7,Feature 8,Feature 9,Feature 10,Feature 11,Feature 12,Feature 13,Feature 14,Colour,Thickness,Waste Supplied,Bowl Type,Bowl Shape,Fitting / Mounting Type,Main Bowl Size,Material,Number of Tap Holes,Second Bowl Size,Depth (mm),Attachment 4,Attachment 5,Flush Type,Warranty,Overflow Type,Air Pipe Supplied,Inlet Position,Flush Mechanism,Fittings Included,Projection Depth,Diameter,Pack Quantity,Sector,Attachment 6,Attachment 7,Attachment 8,Feature 15,Feature 16,Feature 17,Feature 18,Feature 19,Feature 20,Feature 21,Flow Rate,Min System Pressure Cold (Bar),Pressure (Low / Med / High),Spout Type,Handle Type,Position,Pre-Drilled Waste Hole,Pre-Drilled Overflow,Anti Slip Surface,Grips or Handles,Shape,Capacity Litre,Style,Weight,Mounting Type,Application
47,P171964,Fluidmaster 1000E Compact Concealed Cisterns concealed cistern dual flush airgap SE plastic shank,Fluidmaster,66.61,"Discreetly designed, the Fluidmaster 1000 compact concealed cistern is supplied with a flush button, a dual flush valve and an airgap compliant fill valve to help save on water waste. Fully assembled for ease of installation, this black cistern offers both a full and part flush, each adjustable to suit the requirements of your commercial premises.",Commercial Plumbing/Commercial Sanitaryware/Commercial Sanitaryware.csv -> Fluidmaster 1000E Compact Concealed Cisterns concealed cistern dual flush airgap SE plastic shank,,"Cistern shell, Cistern lid;Fixing Bracket;Fluidmaster Dual flush valve with 550mm cable & dual flush button;Fluidmaster Side Entry AIRGAP™ Water Saving fill valve;Flush pipe, seals, nuts, washers;Installation Instructions",https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/19/64/171964_wm.jpg,,,,1000E Compact Concealed Cisterns,N,1000E-015-P1,,N,"Pre-assembled concealed cistern for quick and simple installation, Supplied with Fixing Bracket for easy installation (Wall fixings not included)",Fitted with Fluidmaster Dual flush valve – Robust 550mm cable operation,Reduced flush provides BREEAM points,"Full and Part flush adjustable to: 6/4, 4.5/3 OR 4/2.6",Fitted with Fluidmaster Side Entry AIRGAP™ Water Saving fill valve,"Meets requirements of the Water Supply (Water Fittings) Regulations, Byelaws in Scotland, as they apply to Type AG and Type AUK1 air gaps in WC suites and the interim agreement",Removable lid for Top and Front Access to the cistern,Internal Overflow,"Flush pipe, seals, nuts, washers included",Outlet thread size 2” BSP,Twist and release flush valve for easy maintenance,Made From Recyclable Materials.,,,Black,,,,,,,ABSChrome PlatedEPDMHIPSPOMPVCSiliconStainless Steel,,,139,,,Dual Flush,1 year,Integral,N/A,Side,mechanical,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
48,PC85150,Ideal Standard Markwick 21 armitage bioguard outlet m21.5 x 1,Ideal Standard,34.52,This Ideal Standard Markwik 21 BioGuard shower nozzle outlet has a modern design and chrome finish. It is suitable for use on Markwik 21 showers.,Commercial Plumbing/Commercial Sanitaryware/Commercial Sanitaryware.csv -> Ideal Standard Markwick 21 armitage bioguard outlet m21.5 x 1,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/51/50/NW-C85150_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/20/19/IS_Spares_Catalogue_2019.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/te/ch/IS_Markwick_21_F960847AA_Tech.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
49,PB97269,Ideal Standard Contour 21 seat standard no cover Charcoal,Ideal Standard,130.62,"Designed to withstand use in schools, the Ideal Standard Contour 21 charcoal toilet seat is made of tough plastic for long lasting durability and easy-clean hygiene.",Commercial Plumbing/Commercial Sanitaryware/Commercial Sanitaryware.csv -> Ideal Standard Contour 21 seat standard no cover Charcoal,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/72/69/NW-B97269_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/20/19/IS_Spares_Catalogue_2019.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/te/ch/IS_Contour_21_S4066_Tech.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ta/ll/IS_Contour_21_S4066_Install.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
50,PU94766,Geberit flush valve for Geberit low height cistern,Geberit,22.8,This Geberit flush valve is suitable for use in Geberit low height concealed cisterns. It is specifically designed for the AP109 cistern.,Commercial Plumbing/Commercial Sanitaryware/Commercial Sanitaryware.csv -> Geberit flush valve for Geberit low height cistern,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/ma/ge/U94766_Primary_Image_wm.jpg,,,,,N,241.415.00.1,Flush Valve,N,Suitable for low height furniture concealed cisterns,Unclips from cradle in base of cistern,,,,,,,,,,,,,,,,,,,,,,,245,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
51,PB98992,Ideal Standard Contour 21 small seat with cover 305mm White,Ideal Standard,66.49,"Suitable for use in schools, this Ideal Standard Contour 21 bottom fixing small toilet seat and cover in white is manufactured in a highly durable plastic for easy cleaning, hygienic use and reliable durability. This seat is suitable for 305mm height toilet pans.",Commercial Plumbing/Commercial Sanitaryware/Commercial Sanitaryware.csv -> Ideal Standard Contour 21 small seat with cover 305mm White,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/89/92/NW-B98992_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/te/ch/IS_Contour_21_S405601_Tech.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/20/19/IS_Spares_Catalogue_2019.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
52,PB79003,Ideal Standard S9613NU tap cartidge,Ideal Standard,26.32,"A universal design, this Ideal Standard 1/2"" internal rubber tap cartridge MK IV is for use in basin taps.",Commercial Plumbing/Commercial Sanitaryware/Commercial Sanitaryware.csv -> Ideal Standard S9613NU tap cartidge,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/90/03/NW-B79003_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/20/19/IS_Spares_Catalogue_2019.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
53,PU94786,Geberit Type 250 dual flush push button,Geberit,9.49,"Compatible with most exposed cisterns with a fixing hole of up to 40mm in diameter, this Geberit Type 250 dual flush push button is an ideal replacement for the Twico-1 Type 250 dual flush valve. In addition to a moon-shaped chrome-plated button, the box also contains two trim-to-length 180mm push rods and a fixing screw for connection to the flush valve bridge.",Commercial Plumbing/Commercial Sanitaryware/Commercial Sanitaryware.csv -> Geberit Type 250 dual flush push button,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/ma/ge/U94786_Primary_Image_wm.jpg,,,,,N,261.200.00.1,Type 250 Flush Button,N,Dual flush operation,Replacement part,Suitable for exposed toilet cisterns,Compatible with cisterns from most bathroom manufacturers,,,,,,,,,,,,,,,,,,,,,184,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
54,PU91093,Geberit rubber collar for 44mm Flush Pipes,Geberit,3.22,"This Geberit rubber collar as a sleeve for flush pipe connection, is suitable for back-to-wall concealed cisterns, wall hung concealed cisterns & Geberit Monolith toilet installations using 44mm flush pipes.",Commercial Plumbing/Commercial Sanitaryware/Commercial Sanitaryware.csv -> Geberit rubber collar for 44mm Flush Pipes,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/ma/ge/U91093_Primary_Image_wm.jpg,,,,,N,119.668.00.1,Rubber Collar,N,Replacement flush cone,Internal design,Black colour,For back-to-wall installations,Compatible with 44mm flush pipes,,,,,,,,,,,,,,,,,,,,60,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
55,PB79004,"Ideal Standard SV92367 syphon 9.1/2"" 90C 32/52/70D",Ideal Standard,24.68,"This Ideal Standard universal Fluidmaster 9.5"" lever siphon kit is suitable for use with Fluidmaster toilets.","Commercial Plumbing/Commercial Sanitaryware/Commercial Sanitaryware.csv -> Ideal Standard SV92367 syphon 9.1/2"" 90C 32/52/70D",,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/90/04/NW-B79004_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/20/19/IS_Spares_Catalogue_2019.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
56,PT41932,Scudo Pronto complete basin and pedestal kit with one tap-hole,Scudo,52.51,"Designed to blend seamlessly with other pieces from the Pronto suite, the Scudo Pronto 530mm basin and pedestal kit makes specification and installation simple. The basin is supplied with a pre-drilled taphole for the fitting of a mixer tap.",Commercial Plumbing/Commercial Sanitaryware/Commercial Sanitaryware.csv -> Scudo Pronto complete basin and pedestal kit with one tap-hole,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/19/32/T41932_wm.jpg,,,,Pronto,N,COMPLETE-BASIN-PED,Basin and Pedestal Kit,N,For all-in-one installation,Ceramic construction,Basin includes one taphole,White finish,,,,,,,,,,,White,,No,,,Floor/Wall Mounted,,Ceramic,1,,440,,,,,,,,,,440,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
57,PC93055,Ideal Standard HygenIQ S884967 urinal waste,Ideal Standard,5.91,This Ideal Standard HygenIQ urinal waste and trap is supplied with a 50mm unslotted tail.,Commercial Plumbing/Commercial Sanitaryware/Commercial Sanitaryware.csv -> Ideal Standard HygenIQ S884967 urinal waste,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/30/55/NW-C93055_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/te/ch/IS_HygenIQ_S884967_Tech.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/20/19/IS_Spares_Catalogue_2019.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
58,PJ76050,Grohe Dal filling valve Chrome Plated,Grohe,46.26,"A Grohe Dal 3/8"" toilet cistern filling valve.",Commercial Plumbing/Commercial Sanitaryware/Commercial Sanitaryware.csv -> Grohe Dal filling valve Chrome Plated,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/60/50/NW-J76050_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/te/ch/Grohe_Dal_37095000_Tech.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
59,PB79344,Twyford Option full pedestal,Twyford,30.12,"Measuring 705 x 155 x 160mm, this Twyford Option full pedestal is suitable for use in hotels or leisure facilities and can also be used in home bathrooms.",Commercial Plumbing/Commercial Sanitaryware/Commercial Sanitaryware.csv -> Twyford Option full pedestal,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/93/44/NW-B79344_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ic/al/Twyford_Option_550_Technical.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
60,PB62114,Ideal Standard Contour 21+ back to wall bowl rimless SmartGuard White,Ideal Standard,340.55,"The Ideal Standard Contour 21+ back-to-wall rimless toilet bowl incorporates improved rimless technology and is designed with a hydrophilic, smooth antibacterial glaze for clean, hygienic commercial use.",Commercial Plumbing/Commercial Sanitaryware/Commercial Sanitaryware.csv -> Ideal Standard Contour 21+ back to wall bowl rimless SmartGuard White,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/21/14/NW-B62114_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/te/ch/IS_S0439-3643-0670_E4463_Tech.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/20/19/IS_Spares_Catalogue_2019.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
61,PG73288,Pland Madeira wash trough comes with tap landing 1200mm,Pland,355.81,The Pland Madeira wall-mounted wash trough is made of robust stainless steel and is supplied with two tap holes and a waste.,Commercial Plumbing/Commercial Sanitaryware/Commercial Sanitaryware.csv -> Pland Madeira wash trough comes with tap landing 1200mm,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/32/89/NW-G73288_G73289_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/he/et/Pland_Madeira_SAN069_Datasheet.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
62,PB23000,Twyford Delphic P-trap back to wall WC pan White,Twyford,324.61,A Twyford Delphic back-to-wall toilet P trap with 6L single flush.,Commercial Plumbing/Commercial Sanitaryware/Commercial Sanitaryware.csv -> Twyford Delphic P-trap back to wall WC pan White,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/30/00/NW-B23000_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/wi/ng/Twyford_Delphic_BTW_Toilet_Drawing.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/te/ch/Twyford_Ddelphic_BTW_WC_Tech.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ca/te/Twyford_DoP10_WCs_Certificate.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/hu/re/Twyford_ConcledCisternMatrixBrochure.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
63,PB78993,Ideal Standard Sanura top inlet spreader Chrome Plated,Ideal Standard,42.61,"Made of metal, this Ideal Standard Sanura 425 x 315mm urinal spreader has a chrome-plated finish. It is suitable for use with vitreous china urinal bowls.",Commercial Plumbing/Commercial Sanitaryware/Commercial Sanitaryware.csv -> Ideal Standard Sanura top inlet spreader Chrome Plated,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/89/93/NW-B78993_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ic/al/B78993_Technical.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/hu/re/Ideal_Standard_Commercial_Brochure.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/hu/re/IStandard_LiveTheIdeal_Brochure.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
64,PU94890,SIGMA30 STOP&GO FL SW BR CH/GL CH/BR CH,Geberit,821.5,"Made of die-cast zinc with a brushed chrome-plated finish, this Geberit Sigma30 130 x 130 x 8mm mains operated urinal flush control is compatible with urinal frames with front actuation and installation sets for Geberit urinal flush controls.",Commercial Plumbing/Commercial Sanitaryware/Commercial Sanitaryware.csv -> SIGMA30 STOP&GO FL SW BR CH/GL CH/BR CH,,"Cover plate type 30 with IR window;Infrared control, pre-mounted on mounting frame;Solenoid valve;Power supply unit;Fastening material",https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/48/90/NW-U94890_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ui/de/Geberit_Sanitary_Product_Guide.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/20/21/Geberit_Product_Catalogue_2021.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/te/ch/Geberit_Type_30_Flush_Control_Tech.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
65,PC96145,IS LEVEN NEW SLOPPER 60X60 SS TI,Armitage Shanks,1552.5,"Measuring 600mm, the Armitage Shanks Leven top inlet slop hopper is suitable for most commercial applications. Designed to be wall-mounted, this sluice sink is manufactured in robust stainless steel for long lasting use and ease of cleaning.",Commercial Plumbing/Commercial Sanitaryware/Commercial Sanitaryware.csv -> IS LEVEN NEW SLOPPER 60X60 SS TI,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/61/45/C96145_wm.jpg,,,,,N,S1291MY,Leven,N,Stainless steel manufacture,Chrome finish,For wall mounting,Top inlet,,,,,,,,,,,Chrome,50,No,round leven,Round,Wall mounted,350x350,Steel,0,NA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
66,PU94986,Geberit geberit sigma80 elec d/f m/o ir bl glass,Geberit,1118.59,"Manufactured in a black toughened glass, the Sigma 120mm-compatible Geberit Sigma80 touchless flush plate with light strips supports hygienic bathroom use while looking seriously stylish. Mains-operated, this flush plate is fully Bluetooth compatible for mobile app operation, providing users and professionals with a range of free-to-access Geberit app-based functionalities for ease of setting and maintenance. The Sigma80 flush plate offers a range of features chosen for water-saving, hygiene and convenience, including user detection, a dual flush and adjustable interval flush presets. The automatic button illumination with five selectable colours doesn't just look great, it makes finding the flush easy in low lighting conditions too.",Commercial Plumbing/Commercial Sanitaryware/Commercial Sanitaryware.csv -> Geberit geberit sigma80 elec d/f m/o ir bl glass,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/49/86/U94986_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ta/ll/U94986_Install.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/he/et/U94986_Tech_Sheet.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
67,PG73582,Pland drinking fountain tap Chrome,Pland,87.85,"Made of brass with a chrome finish, this Pland drinking fountain tap is reliably robust. Creating an arcing jet of water, this bubbler lets users drink without putting their mouth on the tap for improved comfort and hygiene.",Commercial Plumbing/Commercial Sanitaryware/Commercial Sanitaryware.csv -> Pland drinking fountain tap Chrome,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/35/82/G73582_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/wi/ng/Pland_G73582_Line Drawing.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ic/al/Pland_G73582_Technical.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
68,PG73720,Pland Tahiti bucket sink,Pland,617.73,"The heavy duty Pland Tahiti bucket sink is suitable for rinsing and washing down buckets or food containers. Wall-mounted with two adjustable front feet, fixing brackets, hinged heavy gauge grid, stainless steel splashback this sturdy unit is ideal for catering settings.",Commercial Plumbing/Commercial Sanitaryware/Commercial Sanitaryware.csv -> Pland Tahiti bucket sink,,Bucket sink;2x adjustable front feet;Fixing brackets;Hinged heavy gauge grid;Stainless steel splashback,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/37/20/NW-G73720_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/l_/lr/Pland_Sector_Janitorial_lr.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ic/al/G73720_Technical.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
69,PJ23547,SILHOUETTE 2 PERSON WSH/T 1200 & WST,Armitage Shanks,3300.12,"Suitable for use anywhere that multiple washing facilities are needed, this Armitage Shanks Silhouette two person washtrough with waste is ideal for use in offices, education facilities and other settings with large washrooms. This solidly built white basin measures 1200 x 470mm, providing plenty of elbow space for two users.",Commercial Plumbing/Commercial Sanitaryware/Commercial Sanitaryware.csv -> SILHOUETTE 2 PERSON WSH/T 1200 & WST,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/35/47/NW-J23547_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ol/io/Ideal_AS_Product_Portfolio.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/te/ch/AS_Silhouette_1200mm_Washtrough_Tech.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
70,PC93113,Ideal Standard Contour 21 1 right hand tap hole handrinse basin without overflow and chain 370mm White,Ideal Standard,102.53,"Suitable for Doc M installations, the Ideal Standard Contour 21 370mm compact short protection handrinse washbasin with single right hand tap hole is made of tough vitreous china.",Commercial Plumbing/Commercial Sanitaryware/Commercial Sanitaryware.csv -> Ideal Standard Contour 21 1 right hand tap hole handrinse basin without overflow and chain 370mm White,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/31/13/NW-C93113_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ic/al/C93113_Technical.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
71,PC21044,Ideal Standard Marlow no tap hole under-counter oval basin 480mm White,Ideal Standard,192.0,"An elegant oval design, the Ideal Standard Marlow 480mm under-counter basin will complement most commercial or domestic bathroom suites, though a wide range of matching items is also available. Sitting in a vanity unit, this smart basin is supplied free of tapholes, providing the option to pair with wall or unit-mounted taps.",Commercial Plumbing/Commercial Sanitaryware/Commercial Sanitaryware.csv -> Ideal Standard Marlow no tap hole under-counter oval basin 480mm White,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/10/44/C21044_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/hu/re/Ideal_Standard_Commercial_Brochure.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
72,PC96144,IS LEVEN NEW SLOPPER 60X60 SS BI,Ideal Standard,1552.5,"Manufactured in 304 stainless steel, this Ideal Standard leven back slop hopper has a 500mm round bowl and is fitted with an earthing terminal.",Commercial Plumbing/Commercial Sanitaryware/Commercial Sanitaryware.csv -> IS LEVEN NEW SLOPPER 60X60 SS BI,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/_j/pg/C96144.jpg_wm.jpg,,,,,N,S1290MY,Slophopper,N,For domestic services use,Screw-to-wall installation,Stainless steel construction,,,,,,,,,,,,Stainless Steel,Manufactured from 1.2mm 1.4301 (304) stainless steel sheet.,No,N/A,Round,screw to wall,500,Stainless Steel,,NA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
