,pid,Title,Brand,Price,Description,category,mfpartnumber,whatisincluded,Image,Attachment 1,Attachment 2,Attachment 3,Attachment 4,Attachment 5,Attachment 6,Attachment 7,Fuel Type,Weight,Energy Rating,Hazardous,Depth (mm),Energy Efficiency Class,Mounting Type,Supplier Product Code,WEEE Compliant,Feature 1,Feature 2,Feature 3,Feature 4,Feature 5,Feature 6,Feature 7,Feature 8,Flow Rate,Warranty,Water Heating Energy Efficiency Class,Output,Boiler Bundles,Dry Weight (kg),Efficiency (SAP 2009),Type,Feature 9,Feature 10,Feature 11,Feature 12,Feature 13,Dimensions mm (H x W x D),Range,Part Gas Council number,By Model Number,Application,Length (M),Feature 14,Feature 15,Feature 16,Feature 17,Feature 18,Feature 19,Boiler Section,Pack Quantity,Flue Type,Flue Diameter,Flue Length,Flue Size,Gender,Material,Size,Connection Type 1,Feature 20,Feature 21,Feature 22,Boiler Range
43,P191036,Bosch Compress 7000 WP condens 65 23,Bosch,2506.1,"Offering a high output, the Bosch Condens 7000 WP 65 23 boiler pack is ideal for large or multi-family domestic premises or commercial installations. Suitable for use with LPG using a conversion kit, it runs on natural gas as standard but is also compatible with 20% hydrogen blends, ensuring a completely futureproofed installation. Additionally, the Condens is suitable for running in combination with high output heat pumps, allowing installers to create reliable hybrid heating solutions.",Boilers/Commercial & Industrial Boilers/Commercial & Industrial Boilers.csv -> Bosch Compress 7000 WP condens 65 23,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/10/36/191036_wm.jpg,,,,,,,,Natural Gas,73.4 kg,A,N,520,,Wall,7736702195,N,Versatile for use alone or in a cascade,Can be cascaded in banks of up to 6x boilers for 417kW output,Control strategies supply cascade and sequencing,Suitable for space restricted fitting,ErP A-rated,For wall mounting,5 year warranty,,5000,5 Years,N/A,69.5 kW,,,"96,3",System,,,,,,,Compress 7000 WP,,,,,,,,,,,,,,,,,,,,,,,,
44,P117792,Vaillant low loss header max 3500l/hr,Vaillant,279.15,"Designed for use with cascade systems, the Vaillant WH40 low loss header maintains a suitable flow of water through a boiler for a consistent temperature for multiple heating circuits downstream of the low loss header connection.",Boilers/Commercial & Industrial Boilers/Commercial & Industrial Boilers.csv -> Vaillant low loss header max 3500l/hr,,Lowloss HeaderVR10 temperature sensorinsulation,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/77/92/117792_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/77/92/117792.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/br/cr/Vaillant_Cmmrcl_System_Boiler_Brcr.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
45,P116730,Grant Vortex Pro External 26-46KW Heat Only,Grant,2930.25,"Making installation simple, the Grant Vortex Pro External 26 - 46kW heat only boiler includes a factory-fitted multi-directional flue and built-in frost protection for efficient and reliable running, even in cold outdoor areas. The boiler's high quality external powder-coated casing keeps it safe from knocks and scrapes and a mains isolating switch, test switch and condensate state are included for ease of fitting. Highly efficient, the oil fired Pro External is compatible with a separately available sealed system kit and can be converted to run on a range of biofuels.",Boilers/Commercial & Industrial Boilers/Commercial & Industrial Boilers.csv -> Grant Vortex Pro External 26-46KW Heat Only,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/67/30/116730_wm.jpg,,,,,,,,Oil,162kg,A,N,796,A,Floor Standing,VTXOM26/46,N,Offers excellent space heating efficiencies,Compatible sealed system kits available,"Factory-fitted multi-directional flue for quick, flexible installation",High quality powder-coated casing,Built-in frost protection for all weather conditions,Operates quietly,With Grant Vortex stainless steel heat exchanger,Biofuel compatible depending on type of biofuel and % blend,,,,,,,,,ErP A rated,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
46,P120046,Ideal Imax Xtra 2 boiler 280 boiler 280kw,Ideal,9593.0,"Suitable for natural gas operation, the Ideal Imax Xtra 2 280kW condensing boiler is designed for floor-standing installation, meaning it can tucked away beneath a worktop or fitted into a convenient corner.",Boilers/Commercial & Industrial Boilers/Commercial & Industrial Boilers.csv -> Ideal Imax Xtra 2 boiler 280 boiler 280kw,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/00/46/120042_120046_wm.jpg,,,,,,,,Natural Gas,250 kg,N/A,N,1087,,Floor Standing,225469,N,Robust cast aluminium silicon,alloy heat exchanger,In-built commissioning and,fault diagnostics,Volt free contacts and BMS,operation standard,Meets Building Regulations,(Part L2),N/A,5 Years,,280 kW,N/A,,N/A,Condensing Boiler,Compact size - small,footprint,High 5:1 turndown,Up to 107.5% net efficiency,(fully condensing),,Imax Xtra 2 boiler,,,,,Fits through standard,doorways,Conventional or room sealed,flue options,Direct weather compensation,option,,,,,,,,,,,NOx <lt/>40mg/kWh (Class 5),for maximum BREEAM,points,
47,P116724,Grant Vortex Boiler House Model 15-26KW Heat Only,Grant,1432.92,"A compact unit with eye-catching red casing, the Grant Vortex Boiler House 15 - 26kW heat only boiler is ideal for plant room installation in situations where a utility boiler isn't suitable. Featuring the same unique heat exchanger and turbulator baffle system as other Grant oil fired boilers, the Boiler House is suitable for flueing in the same way as utility models. Highly efficient, earning it an ErP A rating, this reliable boiler can be run on a range of biofuels for even lower emissions.",Boilers/Commercial & Industrial Boilers/Commercial & Industrial Boilers.csv -> Grant Vortex Boiler House Model 15-26KW Heat Only,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/67/24/116724_wm.jpg,,,,,,,,Oil,1.25 Kg,A,N,594,A,Floor Standing,VTXBH15/26,N,Offers space heating efficiencies of up to 91.7%,Features Grant Vortex stainless steel heat exchanger,"Compact design for garage, plant room and cellar installations",Floor standing installation,Designed with up to date Riello low NOx burner technology,Compatible with Grant EZ-Fit flue systems,Biofuel compatible depending on type of biofuel and % blend,ErP A rated,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
48,P417618,Parts Parts 981142 o-ring (pack of 10),Parts,9.64,"A pack of ten Vaillant packing rings for use in a range of commercial ecoTEC boilers.  As the UK’s leading parts specialist, Wolseley carries the widest range of spares, stocking all the big name brands for the trade. Now, to give our customers even more support, we’re adding a greater number of specified parts from leading manufacturers into our branches with the introduction of the Wolseley Branch Parts Accreditation Scheme. Many branches will now be Silver and Gold accredited, a sign that they hold more stock than anyone else, so you can be confident you’ll get the parts you need to fix it first time. Fast.",Boilers/Commercial & Industrial Boilers/Commercial & Industrial Boilers.csv -> Parts Parts 981142 o-ring (pack of 10),,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/76/18/417618_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/og/ue/Vaillant_ecoTEC_838_Spares_Catalogue.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ar/es/Vaillant_ecoTECplus_VIH_CL_Spares.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/og/ue/Vaillant_ecoTEC_VUW_Parts_Catalogue.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
49,P116725,Grant Vortex Boiler House Model 26-46KW Heat Only,Grant,2270.94,"A compact unit with eye-catching red casing, the Grant Vortex Boiler House 26 - 46kW heat only boiler is ideal for plant room installation in situations where a utility boiler isn't suitable. Featuring the same unique heat exchanger and turbulator baffle system as other Grant oil fired boilers, the Boiler House is suitable for flueing in the same way as utility models. Highly efficient, earning it an ErP A rating, this reliable boiler can be run on a range of biofuels for even lower emissions.",Boilers/Commercial & Industrial Boilers/Commercial & Industrial Boilers.csv -> Grant Vortex Boiler House Model 26-46KW Heat Only,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/67/25/116725_wm.jpg,,,,,,,,Oil,14.5kg,A,N,591,A,Floor Standing,VTXBH26/46,N,Offers space heating efficiencies of up to 91.7%,Features Grant Vortex stainless steel heat exchanger,"Compact design for garage, plant room and cellar installations",Floor standing installation,Designed with up to date Riello low NOx burner technology,Compatible with Grant EZ-Fit flue systems,Biofuel compatible depending on type of biofuel and % blend,ErP A rated,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
50,P117341,Vaillant 87 deg elbow 110/160mm,Vaillant,90.44,"Vaillant's 87° flue elbow helps make installation of ecoTEC boilers easier and more flexible, allowing for the safe routing of steam and gases away from a property while siting a boiler in the most convenient location.",Boilers/Commercial & Industrial Boilers/Commercial & Industrial Boilers.csv -> Vaillant 87 deg elbow 110/160mm,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/73/41/117341_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/73/41/117341.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
51,P114941,Ideal Evomax 2 100 packaged NG boiler 100,Ideal,4892.0,"Including everything you'll need for a complete installation, from wall mounting bracket to condensate trap, this Ideal Evomax 2 100 condensing boiler kit makes the job of fitting a new appliance easy. This highly efficient room-sealed 100kW boiler has a wallet-friendly ErP A rating for a reduction in waste and, thanks to its user-friendly status display, is easy to operate and service. Optional weather compensation and remote user kits give owners the option to personalise the Evomax to suit their lifestyle and build-in even better efficiency.",Boilers/Commercial & Industrial Boilers/Commercial & Industrial Boilers.csv -> Ideal Evomax 2 100 packaged NG boiler 100,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/49/43/114937_114943_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ic/al/114941_Technical.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ui/de/Ideal_Evomax-2_User_Guide.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/nu/al/Ideal_Evomax-2_Installation_Manual.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/br/cr/Ideal_CndningCommercialBoilers_Brcr.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/an/ty/Evomax-2_EVO-S_Warranty.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
52,P191040,Bosch Compress 7000 WP condens 145kW 23,Bosch,4871.6,"Compact and lightweight for flexibility and ease of fitting in plant rooms with restricted space, the Bosch Condens 145kW 7000 WP is a high output condensing boiler offering suitability for large homes, multi-family housing projects and commercial use. Compatible with high output heat pumps, this powerful boiler can be used to create flexible hybrid solutions and also offers the option to run on 20% hydrogen blends as well as converting to LPG with a conversion kit. In addition, the high efficiency modulating 145kW Condens is suitable for cascading in banks of up to six boilers.",Boilers/Commercial & Industrial Boilers/Commercial & Industrial Boilers.csv -> Bosch Compress 7000 WP condens 145kW 23,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/06/91/580691_wm.jpg,,,,,,,,Natural Gas,90 kg,,N,800,,Wall Hung,7736702199,N,Compatible with high output heat pumps,Suitable for up to 20% hydrogen blends,Compatible with LPG when installed with conversion kit,Can be cascaded in banks of up to 6x boilers per bank providing up to 858.6kW,Control strategies provide cascade and sequencing for up to 16x boilers for up to 2.2MW,Modulated output matches heat demand and reduces fuel consumption,In cascades modulation will be from lowest output of smallest unit to total load,Modulation ratio for 125 - 145 models is 1:6,,5 Years,,145 kW,,,,High Efficiency Boilers,Compact and lightweight for ease of fitting in plant rooms where access is restricted,Offers faster installation times,Improved access for servicing and maintenance,5 year warranty,,,Compress,,,,,,,,,,,,,,,,,,,,,,,,
53,P481332,Broag complete syphon assembly,Broag,401.49,A Broag siphon assembly for Remeha (Baxi) commercial boilers. A siphon is designed to collect the discharge caused by pressure and temperature fluctuations in primary heating/cooling systems.,Boilers/Commercial & Industrial Boilers/Commercial & Industrial Boilers.csv -> Broag complete syphon assembly,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/13/32/NW-481332_wm.jpg,,,,,,,,,,,N,,,,S58611,N,,,,,,,,,,1 year,,,,,,Syphon Assembly,,,,,,x  x,,,,,,,,,,,,,,,,,,,,,,,,,
54,P417616,Parts S5485100 gasket (pack of 100),Parts,27.12,"This pack of 100 Saunier Duval gaskets is ideal for the maintenance and servicing of a wide variety of boilers, including those in the Ultracom, C-CI and Ultrapower SXI ranges.  O-rings, gaskets and washers are used in many different areas of the boiler to join parts to pipework. Among other sections, heat exchangers and gas valves require these parts to prevent gas and water leaks.  To help you find the right parts for your jobs, go to the industry leading parts identification tool, PartsArena, giving you quick access to over 20,000 exploded diagrams, 10,000 images & 20,000 products. FREE to Wolseley trade account customers.",Boilers/Commercial & Industrial Boilers/Commercial & Industrial Boilers.csv -> Parts S5485100 gasket (pack of 100),,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/76/16/417616_wm.jpg,,,,,,,,,,,N,,,,10517,N,,,,,,,,,,,,,,,,Gasket,,,,,,x  x,,260342,,,,,,,,,,Hydraulics,Pack of 100,,,,,,,,,,,,"CXI, Enviroplus, Isofast, Opalis, Themaclassic, C-CI, Eden, SI, Ultrapower, Xtrafast, Ecosy, Master Twin, Thema, Themaplus, Miscellaneous, SXI, Xtramax, Isomax, Combitek, Opalia, Thelia, Isotwin, Sylva"
55,P114943,Ideal Evomax 2 150 packaged NG boiler 150,Ideal,5838.0,"Including everything you'll need for a complete installation, from wall mounting bracket to condensate trap, this Ideal Evomax 2 150 condensing boiler kit makes the job of fitting a new appliance easy. This highly efficient room-sealed 150kW boiler has a wallet-friendly ErP A rating for a reduction in waste and, thanks to its user-friendly status display, is easy to operate and service. Optional weather compensation and remote user kits give owners the option to personalise the Evomax to suit their lifestyle and build-in even better efficiency.",Boilers/Commercial & Industrial Boilers/Commercial & Industrial Boilers.csv -> Ideal Evomax 2 150 packaged NG boiler 150,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/49/43/114937_114943_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ui/de/Ideal_Evomax-2_User_Guide.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/nu/al/Ideal_Evomax-2_Installation_Manual.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/an/ty/Evomax-2_EVO-S_Warranty.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ic/al/114943_Technical.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/br/cr/Ideal_CndningCommercialBoilers_Brcr.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
56,P116728,Grant Vortex Pro Internal 46-70KW Heat Only,Grant,2877.92,"Highly efficient, the Grant Vortex Pro Internal 46 - 70kW heat only boiler offers an ErP A rating, making it ideal for new installations. Part of a wide range designed for ease of specification, this easy to fit, operate and service boiler incorporates the latest in Riello low-NOx technology and can be operated using selected biofuels for future-proofed heating projects.",Boilers/Commercial & Industrial Boilers/Commercial & Industrial Boilers.csv -> Grant Vortex Pro Internal 46-70KW Heat Only,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/67/28/116728_wm.jpg,,,,,,,,Oil,282kg,A,N,782,A,Floor Standing,VTX46/70,N,Offers excellent space heating efficiencies,Quiet during operation,Easy installation and service,For floor standing installation,Compatible with Grant EZ-Fit flue systems,Offers up to date Riello technology,Biofuel compatible depending on type of biofuel and % blend,ErP A rated,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
57,P449160,Ambirad 201508 pressure switch,Ambirad,127.02,"This Ambirad Huba pressure switch is suitable for use in commercial boilers.  A vital safety device, a boiler’s air pressure switch ensures the  unit’s fan is working correctly. Preventing the build-up of toxic gases in case of a fan failure, this switch is monitored by the boiler’s PCB to make sure it’s fully functional before firing the system up for reliably safe operation.  As the UK’s leading parts specialist, Wolseley carries the widest range of spares, stocking all the big name brands for the trade. Now, to give our customers even more support, we’re adding a greater number of specified parts from leading manufacturers into our branches with the introduction of the Wolseley Branch Parts Accreditation Scheme. Many branches will now be Silver and Gold accredited, a sign that they hold more stock than anyone else, so you can be confident you’ll get the parts you need to fix it first time. Fast.",Boilers/Commercial & Industrial Boilers/Commercial & Industrial Boilers.csv -> Ambirad 201508 pressure switch,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/91/60/449160_wm.jpg,,,,,,,,,,,N,,,,201508,N,,,,,,,,,,,,,,,,Pressure Switch,,,,,,x  x,,,,,,,,,,,,,,,,,,,,,,,,,
58,PS12389,SIRIUS CASCADE FRAME 2 IN-LINE 50-70KW,Potterton,3290.0,"This Potterton Sirius 2 boiler inline cascade frame is designed for use with the Sirius three WH boiler range and accommodates up to six boilers in total, delivering 9:1 modulation per unit. Compact and modular, this floor standing framework features quality Omega-flex Trac-pipe gas pipework and with everything you need to complete set-up and installation included in the box, you'll be able to get the job done quickly and with minimal stress.",Boilers/Commercial & Industrial Boilers/Commercial & Industrial Boilers.csv -> SIRIUS CASCADE FRAME 2 IN-LINE 50-70KW,,Floor standing boiler frame;Flow/return pipework headers;Gas pipework header;Isolation valve kit for flow/return;Gas isolation valve kit;Grundfos primary loop pumps (controlled by boilers);Prefabricated push fit - pipework insulation;Low loss header,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/23/89/S12389_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ui/de/Potterton_SS_Boiler_Range_Guide.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ic/al/Potterton_Sirius_Technical.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ti/on/Potterton_Cascade_Frame_Installation.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
59,P111360,"Ideal EvoMax 2 insulation starter kit, low height DN50/60",Ideal,252.0,This Ideal Evomax 2 DN50/60 low height insulation starter kit is designed for use on Evomax 2 commercial boilers.,"Boilers/Commercial & Industrial Boilers/Commercial & Industrial Boilers.csv -> Ideal EvoMax 2 insulation starter kit, low height DN50/60",,EVOMAX2 INSUL START KIT - LH - DN50/100,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/13/60/111360_wm.jpg,,,,,,,,,,,N,,,,223032,N,For commercial boiler use,Genuine Ideal part,Suitable for use in Ideal Evomax 2 boilers,For low height installation,,,,,,,,,,,,Low Loss Header Insulation Kit,,,,,,830 X 585 X 250,EVOMAX 2,n/a,,,,,,,,,,,,,,,,,,,,,,,
60,P195745,Bosch pump group 70kW 3bar PRV (1),Bosch,520.0,"This Bosch 70kW, 3 bar pump group pressure relief valve (PRV) helps to control pressure in a closed system by proportionally opening to relieve excess pressure, preventing catastrophic malfunction.  As the UK’s leading parts specialist, Wolseley carries the widest range of spares, stocking all the big name brands for the trade. Now, to give our customers even more support, we’re adding a greater number of specified parts from leading manufacturers into our branches with the introduction of the Wolseley Branch Parts Accreditation Scheme. Many branches will now be Silver and Gold accredited, a sign that they hold more stock than anyone else, so you can be confident you’ll get the parts you need to fix it first time. Fast.",Boilers/Commercial & Industrial Boilers/Commercial & Industrial Boilers.csv -> Bosch pump group 70kW 3bar PRV (1),,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/57/45/195745_wm.jpg,,,,,,,,,,,N,,,,7736701864,N,,,,,,,,,,,,,,,,Boiler Accessories,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,
61,PS32681,Atag QR-Series Q25SR system boiler,Atag,1744.05,"Fitted with an efficient stainless steel heat exchanger and built-in pump, the Atag Commercial QR38 system boiler offers up to the minute low carbon tech, an ErP A rating and seasonal space heating efficiencies of 93%. The boiler's burner control unit includes a clear LCD display while integrated zone management allows for the control of up to three separate central heating zones, making this natural gas boiler suitable for installation in larger domestic and light commercial premises. Easy to fit, the QR38 can be installed as part of a cascade and offers complete compatibility with a variety of flueing options for flexibility of siting.",Boilers/Commercial & Industrial Boilers/Commercial & Industrial Boilers.csv -> Atag QR-Series Q25SR system boiler,,Boiler with casing;Gas isolation valve;Automatic vent (inside the boiler);Concentric flue adapter 80/125;Safety valve (inside the boiler);Template on the package wrapper;Suspension bracket;Installation instructions;Draining valve with T-piece;Operating m,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/26/81/S32681_wm.jpg,,,,,,,,Natural Gas,.51 Kg,A,N,385,,Wall Mounted,AT-B-Q25SR,N,Ideal for installation with hot water cylinder,For wall-mounted installation,Can be used in a new system or as a replacement,Stainless steel heat exchanger with quality smooth tubing improves efficiency,Built-in pump and non-return valve,Low NOx emissions,Up to 8x unitscan be cascaded,Variety of flue options available,0.26,4 Years,A,25 kW,,,89.6,Condensing,4 year parts and labour warranty,,,,,,QR-Series,,,,,,,,,,,,,,,,,,,,,,,,
62,P195756,Bosch TL3 boiler cascade set with insul (1),Bosch,1951.0,"Helping to improve the installation experience, this insulated Bosch TL3 cascade unit set is suitable for the ftting of three Condens 7000WP boilers in an inline or TL3 set up. Flat packed on arrival, this kit makes transport simple and offers a Slide and Guide system for easier boiler lifting once in place, helping to minimise installation time while using the fewest possible tools.",Boilers/Commercial & Industrial Boilers/Commercial & Industrial Boilers.csv -> Bosch TL3 boiler cascade set with insul (1),,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/57/56/195756_wm.jpg,,,,,,,,N/A,94.6 kg,N/A,N,800,,Floor mounted,7736701884,N,For floor mounting,For use with 3x Condens 7000WP boilers,Includes insulation,Flat packed for ease of transport and handling,Ground up installation concept requires minimal tools,Installation is around 60% quicker than predecessor,Guide and Slide system makes lifting boilers onto frame kit easy,2 year warranty,N/A,2 years,,,,,N/A,Commercial Accessory,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,
63,P411578,Vaillant burner flange,Vaillant,154.05,"A genuine Vaillant part, this flange is compatible with commercial ecoTEC VU boiler installations.  O-rings, gaskets and washers are used in many different areas of the boiler to join parts to pipework. Among other sections, heat exchangers and gas valves require these parts to prevent gas and water leaks.  We carry over 300 of the most in demand parts in-branch and stock over 25,000 spare parts available for next-day timed delivery.",Boilers/Commercial & Industrial Boilers/Commercial & Industrial Boilers.csv -> Vaillant burner flange,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/15/78/411578_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/og/ue/Vaillant_ecoTEC_SpareParts_Catalogue.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/og/ue/Vaillant_ecoTEC_Plus_Parts_Catalogue.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
64,P117798,VAILLANT VERT TERMINAL CONC BLK 110/160,Vaillant,238.59,A Vaillant 160mm vertical flue duct for use with Vaillant DDF 110/160 and fixing clamp DN 160. A boiler flue is the outlet through which steam and toxic gases resulting from the boiler's normal operation are safely expelled. Different models of flue are chosen to suit the type and location of the appliance.,Boilers/Commercial & Industrial Boilers/Commercial & Industrial Boilers.csv -> VAILLANT VERT TERMINAL CONC BLK 110/160,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/77/98/NW-117798_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/20/17/Vaillant_Product_Brochure_2017.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
65,P195747,Bosch pump group 150kW 4bar PRV,Bosch,780.0,"This Bosch 150kW 4 bar PRV pump group is built around a WILO Stratos PARA 25/1-12 high efficiency pump with 4 bar safety valve. Also included is a gas tap with integrated fire protection valve, stopcocks, a pressure gauge, a connection for an external MAG and a KFE tap.",Boilers/Commercial & Industrial Boilers/Commercial & Industrial Boilers.csv -> Bosch pump group 150kW 4bar PRV,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/57/47/195747_wm.jpg,,,,,,,,,,,N,600,,,7736702214,N,,,,,,,,,,Unavailable,,,,,,Pump group,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
