,pid,Title,Brand,Price,Description,category,mfpartnumber,whatisincluded,Image,Range,Hazardous,Boiler Section,Supplier Product Code,Type,WEEE Compliant,Attachment 1,Attachment 2,Attachment 3,Flow Rate,Warranty,Depth (mm),Enclosure Class,Standards,Feature 1,Dimensions mm (H x W x D),Part Gas Council number,By Model Number,Application,Connection Size,Connection Type,Max Pressure,Minimum Operating Temperature,Maximum Operating Temperature,Feature 2,Feature 3,Attachment 4,Fuel Type,Feature 4,Feature 5,Dimensions (L x W x D),Model For Use With,Boiler Range,Connection,Thread Standard,Material,Thread Size,Weight,Operating Temperature,Feature 6,Feature 7,Phase,Output,Litres,Capacity Litre,Attachment 5,Attachment 6,Pack Quantity,For Use With,Feature 8,Feature 9,Voltage (V),Frequency,Pressure Rating
57,P493546,Advanced Water 575-475-0701 pressure temperature relief valve,Advanced Water,87.7,"This Telford pressure and temperature relief valve is for use in the brand's Tornado stainless cylinders.  A pressure relief valve is designed to safely relieve over pressure.  We carry over 300 of the most in demand parts in-branch and stock over 25,000 spare parts available for next-day timed delivery.",Parts and Spares/sub_categories/Heating Replacement Parts/Heating Replacement Parts.csv -> Advanced Water 575-475-0701 pressure temperature relief valve,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/35/46/493546_wm.jpg,,,,,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/hu/re/Telford_Copper-SS_Cylinders_Brochure.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
58,PU56670,Lincat FilterFlow filter cartridge (for FX series automatic water boilers),Lincat,67.57,This Lincat FilterFlow FC04 filter cartridge is a replacement part for combined water boiler and chillers.,Parts and Spares/sub_categories/Heating Replacement Parts/Heating Replacement Parts.csv -> Lincat FilterFlow filter cartridge (for FX series automatic water boilers),,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/66/70/U56670_wm.jpg,,,,,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ic/al/Lincat_FilterflowEB3FXHC_Technical.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
59,P537923,Altecnic Robokit Extra 900035 35ltr,Altecnic,414.75,"With no need to fit feed and vent tanks into the central heating system, the easy to install 35L Altecnic Robokit Extra sealed system kit is a cost effective home heating solution. Ideal for homes where siting a tank can be a challenge, this robust carbon steel sealed system kit is a flexible alternative to bulkier vessels and comes complete with legs and a filling loop.",Parts and Spares/sub_categories/Heating Replacement Parts/Heating Replacement Parts.csv -> Altecnic Robokit Extra 900035 35ltr,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/79/24/537923_537924_wm.jpg,,,,,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/hu/re/Altecnic_plumbing&heating_Brochure.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/te/ch/Altecnic_RobokitXtrSeldSystemKt_Tech.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
60,P610056,Fernox antifreeze valve 28mm,Fernox,132.48,"Offering high levels of performance, the Fernox TF1 28mm antifreeze valve protects glycol-free water-based air and ground source heating systems from the damage that can be caused in freezing temperatures. This protection reduces costly and inconvenient downtime while components are repaired or replaced. Easy to install, TF1 is capable of detecting the point at which liquid inside a system is liaible to freezing. When this occurs it simply opens to release system water, keeping ice from forming.",Parts and Spares/sub_categories/Heating Replacement Parts/Heating Replacement Parts.csv -> Fernox antifreeze valve 28mm,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/00/56/610056_wm.jpg,,N,,62664,Safety Valve,N,,,,,,,,,Protects water-based heat pump systems,,,,Heat Pumps,28 mm,,,,75,Robust brass construction,High performance KV values,,,Automatic operation when circuit temperature tips below 3°C,Supplied with both male and female BSP connections for ease of installation,,,,Compression,N/A,Brass,28mm,,,,,,,,,,,,,,,,,
61,PD69050,Zip Hydroboil AQ1 pressure and temperature relief valve,Zip,144.29,This Zip pressure and temperature relief valve for provides additional safety in unvented water heaters.,Parts and Spares/sub_categories/Heating Replacement Parts/Heating Replacement Parts.csv -> Zip Hydroboil AQ1 pressure and temperature relief valve,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/90/50/D69050_wm.jpg,,,,,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/20/19/ZP1223_DL_Digital_Brochure_2019.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/hu/re/Zip_DL spreads_Brochure.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/hu/re/Zip_Brochure.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
62,P893103,Altecnic Robokit Extra 900012 12ltr,Altecnic,251.04,"Easy to install and built to last, the 12L Altecnic Robokit Extra sealed system kit does away with the need to fit feed and vent tanks into a central heating system for a space saving, cost effective solution to home heating. The flexibility of the Robokit makes siting simple, even in challenging homes where space is at a premium.",Parts and Spares/sub_categories/Heating Replacement Parts/Heating Replacement Parts.csv -> Altecnic Robokit Extra 900012 12ltr,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/31/05/893102_893105_wm.jpg,,,,,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/hu/re/Altecnic_plumbing&heating_Brochure.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/te/ch/Altecnic_RobokitXtrSeldSystemKt_Tech.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
63,P422417,Ariston 022-475-0012 temperature pressure relief valve cap Red,Ariston,94.41,"This Ariston pressure and temperature relief valve is used to control and limit both the temperature and pressure of water in a domestic storage cylinder. It is designed to fit most Ariston cylinders.  To help you find the right parts for your jobs, go to the industry leading parts identification tool, PartsArena, giving you quick access to over 20,000 exploded diagrams, 10,000 images & 20,000 products. FREE to Wolseley trade account customers.",Parts and Spares/sub_categories/Heating Replacement Parts/Heating Replacement Parts.csv -> Ariston 022-475-0012 temperature pressure relief valve cap Red,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/24/17/422417_wm.jpg,,N,Gas Assembly,022-475-0012,Relief Valve,N,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
64,P410246,Valor 3002988 pilot unit,Valor,53.25,"This Valor 3002988 pilot unit is suitable for a variety of appliances, including those in the Visage, Dream and Icon ranges.  The pilot is the flame used to ignite gas entering the main burner. Gas is released into the burner via the gas valve when an appliance is switched on and ignited to begin the heating process. The pilot flame and printed circuit board (PCB) work together to make sure ignition is safe and efficient.",Parts and Spares/sub_categories/Heating Replacement Parts/Heating Replacement Parts.csv -> Valor 3002988 pilot unit,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/02/46/NW-410246_wm.jpg,,N,,X-3002988,Pilot Unit,N,,,,,,100,,,"Compatible with: Visage 940, Visage 940, Icon 940, Dream 942, Dream 942, Dream 942, Obsession 940, Icon 940, Dream 940, Dream 940, Dream 940, Eternal 940, Eternal 940, 940 Engine, Decadent 940, Decadent 940, Heritage 942, Opulent 942, Opulent 942, Heritage 942, Obsession 953, Decadent 953, Decadent 953, Dream 953, Dream 953, Dream 953, Eternal 953, Eternal 953, Dream 961, Dream 961, Dream 961, Harmony 961, Harmony 961, Harmony 961, Majestic 939, Gallery 939, Gallery 939, SPanish Basket 939, SPanish Basket 939, New Vision 940, Trueflame 940, Barelo 940, Trueflame 940, Barelo 940, Trueflame 940, Trueflame 940, Trueflame 940, Trueflame 940, FCF 940, Adorn 940, 940 Engine, Bolero 941, Dream 941, Petrus 941, Bolero 941, Petrus 941, Blenheim 941, SonNet 941, Camden-Seattle 941, Victorian 941, Anthem 941, Minima 941, Prelude 941, Westminster 941, Anthem 941, Westminster 941, Dream 941, Dream 941, 951 Engine, FCF 953, Gallery 953, 953 Engine, Willoughby 954, Gallery 955, 955 Engine, Seattle 956, Homeflame 956, Blenhe",,H02339,"Aspect Glass Model 958,Portland Mod,Soraya Model 747,Bolero Model 957,Soraya Model 746,Bolero Model 741,Elegant Fireslide Model 953,Arc Model 759,Bolero Model 941,Anthem Model 941,Alpha Fireslide Model 750FS,Anthem Model 746,Elegant Fireslide Model 750FS",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
65,P497069,Riello coil assembly,Riello,26.25,"This Riello replacement solenoid coil opens the oil pump, allowing pressurised flow to the nozzle.",Parts and Spares/sub_categories/Heating Replacement Parts/Heating Replacement Parts.csv -> Riello coil assembly,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/70/69/NW-497069_wm.jpg,,N,,87161091850,Solenoid Coil,N,,,,,,,,,"Suitable for Heatslave II 12/18, Heatslave II 12/18 External, Heatslave II 18/25 External and Heatslave II 25/32",,,"CAMRAY 12/18 EXT SYS,Heatslave II 12/18 External,Heatslave II 18/25 External,CAMRAY 12/18 EXT,Heatslave II 12/18,CAMRAY 18/25 U'LITY SYS,CAMRAY 25/32 U'LITY,CAMRAY 25/32 U'LITY SYS,Heatslave II 25/32,18/25 OOO GB OIL,CAMRAY 18/25 U'LITY,CAMRAY 18/25 EXT",,,,,,,"Suitable for 18/25 OOO GB Oil, Camray 12/18 EXT, Camray 12/18 Ext System, Camray 18/25 Ext and Camray 18/25 Utility","Suitable for Camray 18/25 Utility System, Camray 25/32 Utility and Camray 25/32 Utility System",,,,,,,,,,,,,,,,,,,,,,,,,,,,
66,PD69051,Zip Hydroboil AQ2 expansion vessel and check valve,Zip,127.5,A Zip expansion vessel and check valve for use with unvented water heaters.,Parts and Spares/sub_categories/Heating Replacement Parts/Heating Replacement Parts.csv -> Zip Hydroboil AQ2 expansion vessel and check valve,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/90/51/D69051_wm.jpg,,,,,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/20/19/ZP1223_DL_Digital_Brochure_2019.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/hu/re/Zip_DL spreads_Brochure.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/hu/re/Zip_Brochure.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
67,P468861,Advanced Water 012-468-0602 pressure relief valve,Advanced Water,32.32,"This Kingspan Albion 15mm 6 bar pressure relief valve is suitable for use in Albion stainless unvented cylinders  The relief valve is designed to safely relieve over pressure.  To help you find the right parts for your jobs, go to the industry leading parts identification tool, PartsArena, giving you quick access to over 20,000 exploded diagrams, 10,000 images & 20,000 products. FREE to Wolseley trade account customers.",Parts and Spares/sub_categories/Heating Replacement Parts/Heating Replacement Parts.csv -> Advanced Water 012-468-0602 pressure relief valve,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/88/61/468861_wm.jpg,,N,Gas Assembly,012-468-0602,Relief Valve,N,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
68,P422142,Altecnic Eres sealed system kit with vessel 18ltr,Altecnic,74.0,"This Altecnic 18L sealed system kit is a simple one box solution comprising an expansion vessel, filling loop and sealed system kit including a bracket, safety relief valve, gauge and quattro fitting.",Parts and Spares/sub_categories/Heating Replacement Parts/Heating Replacement Parts.csv -> Altecnic Eres sealed system kit with vessel 18ltr,,"18 Litre Heating Expansion Vessel, Filling Loop, Sealed System Kit ( Bracket, Safety Relief Valve, Gauge, Quattro Fitting)",https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/ok/it/Eres Ecokit_wm.jpg,Eres,N,,ER-18LTKIT,Sealed System Kit,N,,,,,,,,,18L capacity,,,,,,,,,,Includes filling loop and sealed system kit,Reduces installation time,,,Lower maintenance costs,,,,,,,,,4.44000,,,,,,,,,,,,,,,,
69,P138130,Andrews Potterton 80/125 87degree flue elbow,Andrews,66.0,A Baxi Potterton 87° elbow with flue clamp.,Parts and Spares/sub_categories/Heating Replacement Parts/Heating Replacement Parts.csv -> Andrews Potterton 80/125 87degree flue elbow,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/81/30/138130_wm.jpg,,,,,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/hu/re/Potterton_MB_Series_Product_Brochure.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ic/al/Potterton_Sirius_Technical.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
70,P310990,"Honeywell Home EA122 hw home ea122 ab 1/8""-3/8""auto air vent",Honeywell Home,16.73,"This automatic air vent with integral shut-off and leak protection includes an integral vacuum break, float housing, lid, float, seal can with expanding discs and valve seat seals. A central heating safety device, the air vent releases built up air. As water flows through the system, a float opens or closes the vent depending on the water level. When the system is full the float is pushed to the top, closing the vent until the water level drops.","Parts and Spares/sub_categories/Heating Replacement Parts/Heating Replacement Parts.csv -> Honeywell Home EA122 hw home ea122 ab 1/8""-3/8""auto air vent",,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/09/90/NW-310990_wm.jpg,EA122,N,,EA122-AB,Automatic Air Vent,N,,,,,1 year,,,,Integral shut-off facility,,,,,R 1/8 x 3/8 inch,Threaded,,,,Expanding discs prevent leakage,Integral vacuum break,,,Cleaning and exchange of seal and inner components without draining,Brass connection components,,,,,,,,,110,"High grade, heat resistant synthetic material float housing, lid and float",Heat-resistant elastomer seal components,,,,,,,,,,,,,
71,P470545,Oso Hotwater OSO Hotwater Spares 80030 surface mounted thermostat,Oso Hotwater,65.33,"This easy-install Oso Hotwater surface-mounted coil thermostat is compatible with a range of Oso's unvented cylinders, including those in the brand's Ecoline and Slimline ranges.",Parts and Spares/sub_categories/Heating Replacement Parts/Heating Replacement Parts.csv -> Oso Hotwater OSO Hotwater Spares 80030 surface mounted thermostat,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/05/45/470545_wm.jpg,,,,,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ti/on/Oso_Hotwater_EPCI_Installation.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/hu/re/Oso_Hotwater_Multibloc_Brochure.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ta/ll/Oso_Hotwater_Ecoline_Geo_Install.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
72,PD69055,"Zip Hydroboil FL064 inline filter 6""",Zip,88.71,"A Zip in-line filter designed to combat taste, odour and scale in a range of water heaters.","Parts and Spares/sub_categories/Heating Replacement Parts/Heating Replacement Parts.csv -> Zip Hydroboil FL064 inline filter 6""",,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/90/55/NW_D69055_wm.jpg,,,,,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/20/19/ZP1223_DL_Digital_Brochure_2019.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/hu/re/Zip_DL spreads_Brochure.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/hu/re/Zip_Brochure.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
73,P412288,Andrews spark electrode,Andrews,85.15,An Andrews replacement spark electrode for ECOflo boilers. An ignition (spark) electrode causes the spark that begins combustion within the burner.,Parts and Spares/sub_categories/Heating Replacement Parts/Heating Replacement Parts.csv -> Andrews spark electrode,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/22/88/NW-412288_wm.jpg,,,,,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ti/on/Andrews_Ecoflo_Installation.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
74,P538266,"Altecnic shock arrestor (WRAS) (BSP) 1/2""",Altecnic,34.4,"This Altecnic 1/2"" BSP shock arrestor has a chrome finish.","Parts and Spares/sub_categories/Heating Replacement Parts/Heating Replacement Parts.csv -> Altecnic shock arrestor (WRAS) (BSP) 1/2""",,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/82/66/NW-538266_wm.jpg,,,,,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/hu/re/Altecnic_plumbing&heating_Brochure.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
75,P446991,"Anglo Nordic oil line adaptor 3/8"" x 1/4""",Anglo Nordic,1.77,"Intended for use with braided oil safety lines, this Anglo Nordic oil line adapter has 1/4"" x 3/8"" connections and is supplied with a copper ring.","Parts and Spares/sub_categories/Heating Replacement Parts/Heating Replacement Parts.csv -> Anglo Nordic oil line adaptor 3/8"" x 1/4""",,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/69/91/NW-446991_wm.jpg,,N,,9400008-W,Adaptor,N,,,,,,,,,Designed for braided oil safety lines,x  x,,,,,,,,,"1/4"" x 3/8"" connections and copper ring.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,
76,P470154,"Zip Hydroboil, Econoboil SP90501 handle assembly",Zip,60.4,This Zip handle assembly is a tap top assembly designed for water heaters in the Hydroboil and Econoboilranges.,"Parts and Spares/sub_categories/Heating Replacement Parts/Heating Replacement Parts.csv -> Zip Hydroboil, Econoboil SP90501 handle assembly",,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/01/54/NW-470154_wm.jpg,,,,,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/og/ue/Zip_Spare_Parts_Catalogue.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
77,P193158,Hotun XLSF HXLSF22-32 XLSF dry trap tundish 22x32mm White,Hotun,31.01,"The Hotun HXLSF22-32 dry trap tundish is designed to supply safe discharge from a relief valve and to keep waste pipe odours from entering a building. Built for full compliance with water and building regulations, the SF range connects relief valve discharge to a foul waste or soil pipe, with one-way flow of water along with regulation required back-flow contamination and back-siphonage protection. This prevents cross-contamination of wholesome water. This dry trap tundish is approved for use as an air break to drain in commercial and domestic systems.",Parts and Spares/sub_categories/Heating Replacement Parts/Heating Replacement Parts.csv -> Hotun XLSF HXLSF22-32 XLSF dry trap tundish 22x32mm White,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/31/58/NW-193158_wm.jpg,,,,,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ic/al/Hotun_SF_Technical.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/hu/re/Hotun_SF_Brochure.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ti/on/Hotun_SF_Installation.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
78,P421901,Andrews gasket burner mounting,Andrews,43.68,"An Andrews gasket burner mounting for a range of appliances, including those in the ECOflo range. The burner produces heat in a combustible heating appliance. In natural gas appliances gas is transferred to a gas valve and into the burner for ignition. The heat created is used to heat the water in the master heat exchanger.",Parts and Spares/sub_categories/Heating Replacement Parts/Heating Replacement Parts.csv -> Andrews gasket burner mounting,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/19/01/NW-421901_wm.jpg,,,,,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ti/on/Andrews_Ecoflo_Installation.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
79,P706062,Andrews C507 pilot assembly comes with electrode,Andrews,122.0,"This Andrews C507 pilot assembly is suitable for Andrews 32/143, 54/440, 62/341, 65/173, 81/264, 54/418 and 33/136 boilers. A pilot assembly normally includes a pilot bracket, injector, electrode and thermocouple. The pilot flame ignites gas entering the boiler's main burner via the gas valve when the system is switched on. The pilot flame operates alongside the printed circuit board (PCB) and the rest of the pilot assembly for safe and efficient ignition.",Parts and Spares/sub_categories/Heating Replacement Parts/Heating Replacement Parts.csv -> Andrews C507 pilot assembly comes with electrode,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/60/62/NW-706062_wm.jpg,Spares,N,,C507AWH,Pilot Assembly,N,,,,,,,,,Replacement pilot assembly,,,"62/341,81/264,54/440,54/418,65/173,32/143,33/136",,,,,,,Supplied with electrode,"Includes thermocouple, injector and pilot bracket",,Natural Gas,"Suitable for use in Andrews 32/143, 54/440, 62/341, 65/173, 81/264, 54/418 and 33/136 water heaters",,,,,,,,,,,,,,,,,,,,,,,,,
80,P622593,Sauermann condensing remittance pump kit 2ltr,Sauermann,51.7,"This Sauermann Si-1802 monobloc centrifugal pump kit has a 2L tank and a normally closed alarm contact. It is suitable for use with condensing boilers, cassettes and display and cold store cabinets.",Parts and Spares/sub_categories/Heating Replacement Parts/Heating Replacement Parts.csv -> Sauermann condensing remittance pump kit 2ltr,,Condensate pump;2m long cable;3 wires for power;2 wires for alarm;Check valve;5m roll of 10mm clear tubing;10mm connector;10 x 20mm adaptor,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/25/93/NW-622593_wm.jpg,,Y,,SI1802SCUN23,Condensate Pump Kit,N,,,,500 LPH,,130,IP20,,IP20 rated,,,,,,,,,,,,,,,,,,,,,,,2.60000,,,,1,0.07 kW,2,2 l,,,,,,,,,
81,P470158,Zip Hydroboil SP90502 tap assembly,Zip,129.93,This Zip tap assembly is compatible with Hydroboil water heaters.,Parts and Spares/sub_categories/Heating Replacement Parts/Heating Replacement Parts.csv -> Zip Hydroboil SP90502 tap assembly,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/01/58/NW_470158_wm.jpg,,,,,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/og/ue/Zip_Spare_Parts_Catalogue.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
82,P531550,"Intatec Intafil SSKA075 sealed systems kit 3/4""",Intatec,36.54,An Intatec Intafil sealed system kit for retrofit or new build installations.,"Parts and Spares/sub_categories/Heating Replacement Parts/Heating Replacement Parts.csv -> Intatec Intafil SSKA075 sealed systems kit 3/4""",,"Sealed system filling kit;Filling loop;Double check valve and isolating ball valve assembly,;Isolation valve and safety relief valve with gauge",https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/15/50/NW-531550_wm.jpg,,,,,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/te/ch/Intatec_Intafil_SealedSystemKit_Tech.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/hu/re/Intatec_Combined_Brochure.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
