,pid,Title,Brand,Price,Description,category,mfpartnumber,whatisincluded,Image,Attachment 1,Attachment 2,Attachment 3,Attachment 4,Attachment 5,Colour,Connection Size,Connection Type,Material Type,Operating Temperature,Weight,Hazardous,Material,Size,Standards,Supplier Product Code,Type,WEEE Compliant,Feature 1,Feature 2,Feature 3,Feature 4,Feature 5,Feature 6,Attachment 6,Attachment 7,Attachment 8,Attachment 9,Range,Feature 7,Feature 8,Feature 9,Feature 10,Feature 11,Feature 12,Feature 13,Feature 14,Feature 15
28,PK13480,Crane ProBalance DM921 double regulator valve PN16 80mm,Crane,2527.09,"This Crane ProBalance DM921 double regulating valve provides precise and accurate flow regulation and management. Fitted with 80mm flanged connections, this valve offers an accuracy of +/-5% on all settings. With an integral fixed orifice design greater accuracy is provided and set-up is simpler with fewer connections required, lowering installation costs.","Pipe, Valves and Fittings/Metal Pipe Valves/Balancing Valves/Balancing Valves.csv -> Crane ProBalance DM921 double regulator valve PN16 80mm",,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/34/84/NW-K13479_K13484_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/rc/hr/Crane_DN65_DN300_Flow_Measure_Brchr.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ta/ll/Crane_FS_DM912_931_941_BV_Install.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/tm/nt/Crane_StressCorrosionCracking_Sttmnt.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/te/ch/Crane_DM921_DRV_Tech.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
29,PK23044,Hattersley FIG. 1000 metering station 50mm,Hattersley,300.93,"This Hattersley Fig 1000 DZR brass metering station offers accurate measurement with an integral fixed orifice design for easy set-up involving fewer connections than variable designs, for reduced installation costs. Fitted with 50mm BSP tapered connections, this static balancing valve offers positive flow control at all handwheel settings.","Pipe, Valves and Fittings/Metal Pipe Valves/Balancing Valves/Balancing Valves.csv -> Hattersley FIG. 1000 metering station 50mm",,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/30/44/NW-K23040_K23044_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/er/ti/Hattersley_Fig1000_MS_WRAS_Certi.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/en/ts/Hattersley_Balancing_Coefficients.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ca/te/Hattersley_Kitemark_Certificate.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ic/al/Hattersley_Fig1000_MS_Technical.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ta/ll/Hattersley_Fig1000_MS_Install.pdf,,,,,,,,,,,,,,,,,,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/me/nt/Hattersley_FS_SCC_Statement.pdf,,,,,,,,,,,,,
30,PK13838,Crane ProBalance flow measurement device 20mm,Crane,185.06,"This Crane ProBalance D901 flow measurement device is designed for use in systems where pipes have been sized on the basis that pipe frictional losses lie in the 100 to 400 Pa/m range. Made of tough brass, this device includes 20mm BSP tapered female x BSP tapered male connections and tappings for P84 test points.","Pipe, Valves and Fittings/Metal Pipe Valves/Balancing Valves/Balancing Valves.csv -> Crane ProBalance flow measurement device 20mm",,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/38/42/NW-K13838_K13842_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/er/ti/Crane_D901_D902_WRAS_Certi.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ic/al/Crane_D901_D902_FMD_Technical.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/tm/nt/Crane_StressCorrosionCracking_Sttmnt.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ra/ph/Crane_D934_D984P_Flow_Measure_Graph.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
31,PK13504,Crane ProBalance double regulator valve PN16 200mm,Crane,14920.97,The Crane ProBalance DM941 fixed orifice double regulating valve with 200mm flanged connections offers improved accuracy compared to a variable orifice design for simpler set-up with fewer connections and reduced installation costs.,"Pipe, Valves and Fittings/Metal Pipe Valves/Balancing Valves/Balancing Valves.csv -> Crane ProBalance double regulator valve PN16 200mm",,Double regulating valve,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/35/05/NW-K13499_K13505_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/te/ch/Crane_DM941_DA941_FODRV_Tech.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ta/ll/Crane_FS_DM912_931_941_BV_Install.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/tm/nt/Crane_StressCorrosionCracking_Sttmnt.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ra/ph/Crane_DM900_941_950G_DA941_Graph.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
32,PK16172,Hattersley FIG. MH733 double regulator valve PN16 100mm,Hattersley,1516.0,"This Hattersley Fig MH733 double regulating valve has a Y-pattern design and throttling disc. Featuring 100mm flanged connections, this handwheel-controlled valve incorporates a feature that allows the valve to be used for isolation before being re-opened to its pre-set position, maintaining the required flow rate.","Pipe, Valves and Fittings/Metal Pipe Valves/Balancing Valves/Balancing Valves.csv -> Hattersley FIG. MH733 double regulator valve PN16 100mm",,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/61/74/NW-K16171_K16174_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/en/ts/Hattersley_Balancing_Coefficients.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ra/ph/Hattersley_MHA737_Flow_Measure_Graph.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ta/ll/Hattersley_MH733_737_739_BV_Install.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/me/nt/Hattersley_FS_SCC_Statement.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/te/ch/Hattersley_MH733_MHA733_DRV_Tech.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
33,PK11323,JET Range 9515 DZR commissioning set 40mm,JET Range,236.73,"The JET Range 9515 commissioning valve with 40mm female threaded connections provides a correct balance between the different branches of a hydraulic heating or cooling system to be obtained. This valve can be used to regulate flow by modifying the position of the throttling disc via the rotating handwheel. The handwheel can be used to stop flow at any time and, when reopened, returns to the previous setting using a Memory Stop function.","Pipe, Valves and Fittings/Metal Pipe Valves/Balancing Valves/Balancing Valves.csv -> JET Range 9515 DZR commissioning set 40mm",,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/13/24/NW-K11319_K11324_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ta/ll/Jet_9515_Commissioning_Set_Install.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/20/16/Jet_Valve_Guide_2016.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/lv/es/TDS Jet Balancing Valves.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
34,PK23754,Hattersley FIG. 1732 commissioning valve 20mm Bright Zinc,Hattersley,259.04,This Hattersley Fig 1732 bronze fixed orifice double regulating valve with 20mm BSP parallel connections provides precision flow regulation and measurement with an accuracy of ± 5% on all settings.,"Pipe, Valves and Fittings/Metal Pipe Valves/Balancing Valves/Balancing Valves.csv -> Hattersley FIG. 1732 commissioning valve 20mm Bright Zinc",,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/37/58/NW-K23753_K23758_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ta/ll/Hattersley_Fig1432_1732_DRCV_Install.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/en/ts/Hattersley_Balancing_Coefficients.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/er/ti/Hattersley_Fig1432_1732_WRAS_Certi.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/te/ch/Hattersley_Fig_1732_FODRV_Tech.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/me/nt/Hattersley_FS_SCC_Statement.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
35,PK13501,Crane ProBalance double regulator valve PN16 100mm,Crane,2953.84,The Crane ProBalance DM941 fixed orifice double regulating valve with 100mm flanged connections offers improved accuracy compared to a variable orifice design for simpler set-up with fewer connections and reduced installation costs.,"Pipe, Valves and Fittings/Metal Pipe Valves/Balancing Valves/Balancing Valves.csv -> Crane ProBalance double regulator valve PN16 100mm",,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/35/05/NW-K13499_K13505_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/te/ch/Crane_DM941_DA941_FODRV_Tech.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ta/ll/Crane_FS_DM912_931_941_BV_Install.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/tm/nt/Crane_StressCorrosionCracking_Sttmnt.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ra/ph/Crane_DM900_941_950G_DA941_Graph.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
36,PK13841,Crane ProBalance flow measurement device 40mm,Crane,291.97,"This Crane ProBalance D901 flow measurement device is designed for use in systems where pipes have been sized on the basis that pipe frictional losses lie in the 100 to 400 Pa/m range. Made of tough brass, this device includes 40mm BSP tapered female x BSP tapered male connections and tappings for P84 test points.","Pipe, Valves and Fittings/Metal Pipe Valves/Balancing Valves/Balancing Valves.csv -> Crane ProBalance flow measurement device 40mm",,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/38/42/NW-K13838_K13842_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/er/ti/Crane_D901_D902_WRAS_Certi.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ic/al/Crane_D901_D902_FMD_Technical.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/tm/nt/Crane_StressCorrosionCracking_Sttmnt.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ra/ph/Crane_D934_D984P_Flow_Measure_Graph.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
37,PK13840,Crane ProBalance flow measurement device 32mm,Crane,212.12,"This Crane ProBalance D901 flow measurement device is designed for use in systems where pipes have been sized on the basis that pipe frictional losses lie in the 100 to 400 Pa/m range. Made of tough brass, this device includes 32mm BSP tapered female x BSP tapered male connections and tappings for P84 test points.","Pipe, Valves and Fittings/Metal Pipe Valves/Balancing Valves/Balancing Valves.csv -> Crane ProBalance flow measurement device 32mm",,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/38/42/NW-K13838_K13842_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/er/ti/Crane_D901_D902_WRAS_Certi.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ic/al/Crane_D901_D902_FMD_Technical.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/tm/nt/Crane_StressCorrosionCracking_Sttmnt.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ra/ph/Crane_D934_D984P_Flow_Measure_Graph.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
38,PK30479,Pegler Proflow metering station 65mm PN16 Stainless Steel,Pegler,170.41,This Pegler Proflow V953 metering station with fixed orifice and extended test points includes 65mm flanged connections.,"Pipe, Valves and Fittings/Metal Pipe Valves/Balancing Valves/Balancing Valves.csv -> Pegler Proflow metering station 65mm PN16 Stainless Steel",,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/04/84/NW-K30479_K30484_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/rc/hr/Pegler_Precise_Balancing_Commi_Brchr.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ta/ll/Pegler_V953_MS_Install.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
39,PK23753,Hattersley FIG. 1732 commissioning valve 15mm Bright Zinc,Hattersley,166.15,This Hattersley Fig 1732 bronze fixed orifice double regulating valve with 15mm BSP parallel connections provides precision flow regulation and measurement with an accuracy of ± 5% on all settings.,"Pipe, Valves and Fittings/Metal Pipe Valves/Balancing Valves/Balancing Valves.csv -> Hattersley FIG. 1732 commissioning valve 15mm Bright Zinc",,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/37/58/NW-K23753_K23758_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ta/ll/Hattersley_Fig1432_1732_DRCV_Install.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/en/ts/Hattersley_Balancing_Coefficients.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/er/ti/Hattersley_Fig1432_1732_WRAS_Certi.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/te/ch/Hattersley_Fig_1732_FODRV_Tech.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/me/nt/Hattersley_FS_SCC_Statement.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
40,PK73443,Honeywell Home Kombi 4 resi kombi 4 dhw balancing valve 15,Honeywell Home,55.58,"This balancing valve is specified for warm wholesome water circulation systems. With 15mm threaded connections, this robust, corrosion-resistant valve limits flow through a circulation pipe either by manually closing the valve to the preferred position or closing automatically with an optional thermal actuator. Installed with no need to close down the system, the thermal actuator provides thermal disinfection, automatically opening and closing according to the rise and fall of temperature.","Pipe, Valves and Fittings/Metal Pipe Valves/Balancing Valves/Balancing Valves.csv -> Honeywell Home Kombi 4 resi kombi 4 dhw balancing valve 15",,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/34/43/NW-K73443_wm.jpg,,,,,,Bronze/Metallic,15mm,Threaded,Bronze,130,,N,Bronze,15 mm,"DVGW, WRAS",V1810Y0015,Balancing Valve,N,Automatic temperature control for thermal disinfection,Visible tamper-proof digital pressure dial,Operates up to 16 bar,Operates up to 130°C,Meets KTW requirements,For regulation according to DVGW worksheets W551 and W553,,,,,Kombi 4,Valve housing and all parts with flow-contact made of corrosion-resistant red bronze,Retrofittable,Draining option with retrofittable and removable draining adapter,No additional side connections to valve housing,Cavity-free cartridge with maintenance-free spindle sealing,Spindle thread is isolated from flow,PTFE seat sealing,Concealed pre-setting handwheel,Factory calibration to every valve
41,PK23043,Hattersley FIG. 1000 metering station 40mm,Hattersley,197.44,"This Hattersley Fig 1000 DZR brass metering station offers accurate measurement with an integral fixed orifice design for easy set-up involving fewer connections than variable designs, for reduced installation costs. Fitted with 40mm BSP tapered connections, this static balancing valve offers positive flow control at all handwheel settings.","Pipe, Valves and Fittings/Metal Pipe Valves/Balancing Valves/Balancing Valves.csv -> Hattersley FIG. 1000 metering station 40mm",,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/30/44/NW-K23040_K23044_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/er/ti/Hattersley_Fig1000_MS_WRAS_Certi.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/en/ts/Hattersley_Balancing_Coefficients.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ca/te/Hattersley_Kitemark_Certificate.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ic/al/Hattersley_Fig1000_MS_Technical.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ta/ll/Hattersley_Fig1000_MS_Install.pdf,,,,,,,,,,,,,,,,,,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/me/nt/Hattersley_FS_SCC_Statement.pdf,,,,,,,,,,,,,
42,PK13892,Crane ProBalance flow measurement device 150mm,Crane,1627.73,"The Crane ProBalance DM900 flow measurement device is employed as a single unit or can be close coupled to other regulating or isolating valves to provide accurate flow measurement. Fitted with 150mm flanged connection, this device is suitable for use with PN10, PN16, or PN25 flanges or flanged valves with ratings detailed in the appropriate flange or valve product standard.","Pipe, Valves and Fittings/Metal Pipe Valves/Balancing Valves/Balancing Valves.csv -> Crane ProBalance flow measurement device 150mm",,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/38/93/NW-K13887_K13893_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/er/ti/Crane_DM900_WRAS_Certi.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/tm/nt/Crane_StressCorrosionCracking_Sttmnt.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/te/ch/Crane_DM900_Flow_Measure_Tech.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ta/ll/Crane_DM900_Flow_Measure_Install.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ra/ph/Crane_DM900_941_950G_DA941_Graph.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
43,PK23705,Hattersley FIG. 1432 double regulating valve 25mm Bright Zinc,Hattersley,276.77,"This Hattersley Fig 1432 bronze regulating valve with 25mm BSP tapered connections provides precision flow regulation. Simple to use, this valve includes a handwheel and numerical indicator","Pipe, Valves and Fittings/Metal Pipe Valves/Balancing Valves/Balancing Valves.csv -> Hattersley FIG. 1432 double regulating valve 25mm Bright Zinc",,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/37/08/NW-K23705_K23708_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/te/ch/Hattersley_Fig_1432_DRV_Tech.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ta/ll/Hattersley_Fig1432_1732_DRCV_Install.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/en/ts/Hattersley_Balancing_Coefficients.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ca/te/Hattersley_Kitemark_Certificate.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/er/ti/Hattersley_Fig1432_1732_WRAS_Certi.pdf,,,,,,,,,,,,,,,,,,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/me/nt/Hattersley_FS_SCC_Statement.pdf,,,,,,,,,,,,,
44,PM70331,JET Range PFST phenolic block 15NB/22CU x 30 x 100mm,JET Range,8.51,This 30mm Jet phenolic block insulation for 15NB/22CU pipes provides excellent thermal insulation while offering reliable resistance against fire and moisture.,"Pipe, Valves and Fittings/Metal Pipe Valves/Balancing Valves/Balancing Valves.csv -> JET Range PFST phenolic block 15NB/22CU x 30 x 100mm",,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/03/31/NW-M70328_M70331_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/hu/re/Exco_Industries_Brochure.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ic/al/Jet_Phenolic_Block_Matrix_Technical.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
45,PK13720,Crane ProBalance D933 low field double regulator valve and measurement device 15mm,Crane,306.26,"This Crane ProBalance D933 low flow double regulating valve provides precise and accurate flow regulation and management. Fitted with 15mm BSP tapered connections, this valve offers an accuracy of +/-5% on all settings. With an integral fixed orifice design greater accuracy is provided and set-up is simpler with fewer connections required, lowering installation costs.","Pipe, Valves and Fittings/Metal Pipe Valves/Balancing Valves/Balancing Valves.csv -> Crane ProBalance D933 low field double regulator valve and measurement device 15mm",,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/37/21/NW-K13720_K13721_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/te/ch/Crane_D931_933_934_FODRV_Tech.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ta/ll/Crane_FS_D921_923_931_934_BV_Install.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ce/rt/Crane_D921_923_931_933_934_WRAS_Cert.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/tm/nt/Crane_StressCorrosionCracking_Sttmnt.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ra/ph/Crane_D934_D984P_Flow_Measure_Graph.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
