,pid,Title,Brand,Price,Description,category,mfpartnumber,whatisincluded,Image,Attachment 1,Attachment 2,Connection Type,Hazardous,End Connection A size,Material,Size,Connection Type 1,Supplier Product Code,Type,WEEE Compliant,Attachment 3,Attachment 4,Attachment 5,Colour,Diameter,Range,Approvals,Equal / Unequal,Angle,End Connection B size,End Connection C size,Connection Type 2,Feature 1,Feature 2,Feature 3,Feature 4,Attachment 6,Feature 5,Weight,Feature 6,Feature 7,Feature 8,Feature 9,Wall Thickness (mm),Grade,Pack Quantity,Operating Temperature,Gender,Feature 10,Warranty,Material Type,Feature 11,Feature 12,Feature 13,Feature 14,Feature 15,Feature 16,Feature 17,Feature 18,Feature 19,Feature 20,Attachment 7,Attachment 8
867,PM10744,"Crane 185 185B malleable cap 3/4"" Black",Crane,3.12,"Suitable for use in sprinkler systems, this Crane 185 3/4"" cap is made of malleable iron with BSP tapered connections. It can also be used in chilled or heating water, natural gas, compressed air, hot water and steam and for fuel transfer.","Pipe, Valves and Fittings/Metal Pipe Fittings/Carbon Steel Pipe Fittings/Carbon Steel Pipe Fittings.csv -> Crane 185 185B malleable cap 3/4"" Black",,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/07/48/NW-M10743_M10748_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/wi/ng/Crane_185_0-75_Drawing.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ca/te/Crane_UL_Certificate.pdf,,,,,,,,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/br/cr/Crane_Malleable_Pipe_Fittings_Brcr.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/03/82/Crane_KM_00382.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/tm/nt/Crane_StressCorrosionCracking_Sttmnt.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
868,PM20453,"Georg Fischer GF-130 tee 1.1/2 x 3/4 x 1.1/2"" Black",Georg Fischer,49.42,"This Georg Fischer GF-130 3/4 x 1 1/2 x 1 1/2"" tee is made of malleable cast iron and incorporates BSP tapered connections. Durable and highly resistant to mechanical stress and temperatures, this fitting is safe for use in a wide range of settings and offers universal, standardised thread jointing technology. With full end load capability, this fitting ensures fast and reliable connection of steel, PE, lead and butt-weld steel pipes.","Pipe, Valves and Fittings/Metal Pipe Fittings/Carbon Steel Pipe Fittings/Carbon Steel Pipe Fittings.csv -> Georg Fischer GF-130 tee 1.1/2 x 3/4 x 1.1/2"" Black",,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/04/54/NW-M20453_M20454_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/og/ue/GF_Cast_Iron_Fittings_Catalogue.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ic/al/GF_130_Branch_Run_Technical.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
869,PM19070,Geberit Mapress 20602 45deg elbow 15mm Carbon Steel,Geberit,4.21,"Made of carbon steel with a metallic finish, this Geberit Mapress 15mm 45° elbow incorporates easy to use press-fit connections.This fitting is suitable for use with heating water, cooling water with or without anti-freeze agent, with remote network heating water 120°C and extinguishing water (wet). It is also suitable for sprinklers (wet), compressed air (oil purity class 3) and inert gases including nitrogen. It is ideal for technical building systems, industry and shipbuilding applications.Geberit Mapress carbon steel pressing systems offer a high quality and economical alternative to welded, soldered or screwed piping systems.","Pipe, Valves and Fittings/Metal Pipe Fittings/Carbon Steel Pipe Fittings/Carbon Steel Pipe Fittings.csv -> Geberit Mapress 20602 45deg elbow 15mm Carbon Steel",,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/ma/ge/M19070_Primary_Image_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/vi/ew/Geberit_ApplicationOverview.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ic/al/Geberit_Mapress_CS_Bend_Technical.pdf,,,,,,,,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/vi/ew/Geberit_Mapress_CS_Pipe_App_Overview.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ui/de/Geberit_Supply_Systems_Product_Guide.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
870,PM19210,Geberit Mapress 22323 reducer 54 x 28mm Carbon Steel,Geberit,19.33,"Made of carbon steel, this Geberit Mapress 54 x 35mm reducer incorporates easy to use press-fit x plain end connections.This fitting is suitable for use with heating water, cooling water with or without anti-freeze agent, with remote network heating water 120°C and extinguishing water (wet). It is also suitable for sprinklers (wet), compressed air (oil purity class 3) and inert gases including nitrogen. It is ideal for technical building systems, industry and shipbuilding applications.Geberit Mapress carbon steel pressing systems offer a high quality and economical alternative to welded, soldered or screwed piping systems.","Pipe, Valves and Fittings/Metal Pipe Fittings/Carbon Steel Pipe Fittings/Carbon Steel Pipe Fittings.csv -> Geberit Mapress 22323 reducer 54 x 28mm Carbon Steel",,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/ma/ge/M19210_Primary_Image_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/vi/ew/Geberit_ApplicationOverview.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/te/ch/Geberit_Mapress_CSReducer_Plain_Tech.pdf,,,,,,,,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/vi/ew/Geberit_Mapress_CS_Pipe_App_Overview.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ui/de/Geberit_Supply_Systems_Product_Guide.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
871,PM10122,"Crane 140 malleable bush 1.1/2 x 1/2"" Black",Crane,7.72,"This Crane 140 hexagon bush is made of malleable iron with 1 1/2 x 1/2"" BSP tapered connections. This fitting is suitable for use in sprinkler systems, chilled or heating water, natural gas, compressed air, hot water and steam and fuel transfer.","Pipe, Valves and Fittings/Metal Pipe Fittings/Carbon Steel Pipe Fittings/Carbon Steel Pipe Fittings.csv -> Crane 140 malleable bush 1.1/2 x 1/2"" Black",,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/01/25/NW-M10122_M10125_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ca/te/Crane_UL_Certificate.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/br/cr/Crane_Malleable_Pipe_Fittings_Brcr.pdf,,,,,,,,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/03/82/Crane_KM_00382.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/tm/nt/Crane_StressCorrosionCracking_Sttmnt.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
872,PM27381,"Continental CPE-85 malleable female to female crossover 3/4"" Black",Continental,13.56,"Fitted with BST female threaded connections, this CPE 3/4"" equal crossover is a malleable iron pipe fitting designed for reliable use in medium and low pressure pipelines.","Pipe, Valves and Fittings/Metal Pipe Fittings/Carbon Steel Pipe Fittings/Carbon Steel Pipe Fittings.csv -> Continental CPE-85 malleable female to female crossover 3/4"" Black",,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/8_/81/M27378_81_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/an/ge/Product Data Sheet - Malleable Range.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
873,PL33504,Midland Fittings galvanised wrought iron socket 15mm,Midland Fittings,9.49,This Midland Fittings 15 x 15mm socket is made of wrought iron and includes a threaded connection on each end.,"Pipe, Valves and Fittings/Metal Pipe Fittings/Carbon Steel Pipe Fittings/Carbon Steel Pipe Fittings.csv -> Midland Fittings galvanised wrought iron socket 15mm",,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/35/09/NW-L33504_L33509_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ti/on/Midland_Fittings_ISO_Certification.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
874,PM27328,"Continental CPE-90 malleable female to female elbow 90 degree 3/4"" Black",Continental,2.97,"Fitted with BSP tapered threaded connections, this CPE 90° 3/4"" elbow is a malleable iron pipe fitting designed for reliable use in medium and low pressure pipelines.","Pipe, Valves and Fittings/Metal Pipe Fittings/Carbon Steel Pipe Fittings/Carbon Steel Pipe Fittings.csv -> Continental CPE-90 malleable female to female elbow 90 degree 3/4"" Black",,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/5_/28/M27325_28_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/an/ge/Product Data Sheet - Malleable Range.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
875,PM12110,"Crane 140G galvanised malleable bush 3/4 x 1/2""",Crane,3.7,"This Crane 140 hexagon bush is made of malleable iron with 3/4 x 1/2"" BSP tapered connections. This fitting is suitable for use in sprinkler systems, chilled or heating water, natural gas, compressed air, hot water and steam and fuel transfer.","Pipe, Valves and Fittings/Metal Pipe Fittings/Carbon Steel Pipe Fittings/Carbon Steel Pipe Fittings.csv -> Crane 140G galvanised malleable bush 3/4 x 1/2""",,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/21/10/NW-M12110_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ca/te/Crane_UL_Certificate.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/br/cr/Crane_Malleable_Pipe_Fittings_Brcr.pdf,,,,,,,,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/03/82/Crane_KM_00382.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/tm/nt/Crane_StressCorrosionCracking_Sttmnt.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/wi/ng/Crane_140_0-75X0-5_Drawing.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
876,PR41033,"Pegler VSH XPress male iron straight connector 28mm x 1"" Carbon Steel",Pegler,17.06,"Made of carbon steel, this VSH Xpress SC3 28mm x 1"" connector with press-fit x BSP male taper thread end connections incorporates Leak Before Press technology, developed to provide instant identification of joints that are correctly assembled but mistakenly unpressed, saving on time, money and expensive call-outs. Optimised for use as part of an Xpress system, this fitting is manufactured from EN 100-27-1S205G2T (formerly known as RSt 34-2) carbon steel and is suitable for use in vented and unvented closed circuit heating systems or in chilled water systems.","Pipe, Valves and Fittings/Metal Pipe Fittings/Carbon Steel Pipe Fittings/Carbon Steel Pipe Fittings.csv -> Pegler VSH XPress male iron straight connector 28mm x 1"" Carbon Steel",,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/10/36/NW-R41032_R41036_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ca/te/Pegler_VSH_Fittings_BV_Certificate.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ic/al/VSH_Xpress_SC3_Technical.pdf,,,,,,,,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/if/ct/Pegler_LPCB-VSH_Fittings_BV_Certifct.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ar/ts/VSH_XPress_Carbon_Flow_Charts.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ti/on/VSH_XPress_Installation.pdf,,,,,,,,,,,,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/og/ue/PeglerYorkshire_VSH_XPress_Catalogue.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,
877,PM40839,"Marla Tube concentric welding reducer 2 1/2 x 2""",Marla Tube,13.46,"This Marla Tube 2 1/2 x 2"" concentric welding reducer is made of carbon steel. Used to connect pipes of two different diameters, this reducer has two centred parallel ends, resembling a cone.","Pipe, Valves and Fittings/Metal Pipe Fittings/Carbon Steel Pipe Fittings/Carbon Steel Pipe Fittings.csv -> Marla Tube concentric welding reducer 2 1/2 x 2""",,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/08/39/NW-M40839_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ic/al/Marla_Tube_Technical.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
878,PM20015,Geberit Mapress 22012 straight coupling 66.7mm Carbon Steel,Geberit,27.8,"Made of carbon steel, this Geberit Mapress 66.7mm straight coupling incorporates easy to use press-fit connections.This fitting is suitable for use with heating water, cooling water with or without anti-freeze agent, with remote network heating water 120°C and extinguishing water (wet). It is also suitable for sprinklers (wet), compressed air (oil purity class 3) and inert gases including nitrogen. It is ideal for technical building systems, industry and shipbuilding applications.Geberit Mapress carbon steel pressing systems offer a high quality and economical alternative to welded, soldered or screwed piping systems.","Pipe, Valves and Fittings/Metal Pipe Fittings/Carbon Steel Pipe Fittings/Carbon Steel Pipe Fittings.csv -> Geberit Mapress 22012 straight coupling 66.7mm Carbon Steel",,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/00/15/NW-M20015_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/vi/ew/Geberit_ApplicationOverview.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/te/ch/Geberit_Mapress_CS_Coupling_Tech.pdf,,,,,,,,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/vi/ew/Geberit_Mapress_CS_Pipe_App_Overview.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ui/de/Geberit_Supply_Systems_Product_Guide.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
879,PM10485,"Crane 161 malleable square tee 3/4"" Black",Crane,5.59,"This Crane 161 tee is made of malleable iron with 3/4 x 3/4 x 3/4"" BSP tapered connections. This fitting is suitable for use in sprinkler systems, chilled or heating water, natural gas, compressed air, hot water and steam and fuel transfer.","Pipe, Valves and Fittings/Metal Pipe Fittings/Carbon Steel Pipe Fittings/Carbon Steel Pipe Fittings.csv -> Crane 161 malleable square tee 3/4"" Black",,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/04/91/NW-M10484_M10491_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ca/te/Crane_UL_Certificate.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/br/cr/Crane_Malleable_Pipe_Fittings_Brcr.pdf,,,,,,,,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/03/82/Crane_KM_00382.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/tm/nt/Crane_StressCorrosionCracking_Sttmnt.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/wi/ng/Crane_161_0-75_Drawing.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
880,PM10512,"Crane 161 malleable square tee 2 x 1/2"" Black",Crane,24.05,"This Crane 161 tee is made of malleable iron with 2 x 1/2 x 2"" BSP tapered connections. This fitting is suitable for use in sprinkler systems, chilled or heating water, natural gas, compressed air, hot water and steam and fuel transfer.","Pipe, Valves and Fittings/Metal Pipe Fittings/Carbon Steel Pipe Fittings/Carbon Steel Pipe Fittings.csv -> Crane 161 malleable square tee 2 x 1/2"" Black",,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/05/17/NW-M10503_M10517_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ca/te/Crane_UL_Certificate.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/wi/ng/Crane_161_2X0-5_Drawing.pdf,,,,,,,,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/br/cr/Crane_Malleable_Pipe_Fittings_Brcr.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/03/82/Crane_KM_00382.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/tm/nt/Crane_StressCorrosionCracking_Sttmnt.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
881,PL80089,Geldbach slip on weld flange pn40 100mm,Geldbach,52.42,This Geldbach BS4504/12 100mm slip-on weld flange is made of carbon steel with a black finish.,"Pipe, Valves and Fittings/Metal Pipe Fittings/Carbon Steel Pipe Fittings/Carbon Steel Pipe Fittings.csv -> Geldbach slip on weld flange pn40 100mm",,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/00/89/NW-L80087_L80089_wm.jpg,,,Flange,N,100mm,Carbon Steel,100 mm,Flange,D10040/500,Slip-On Weld Flange,N,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
882,PM20651,"Georg Fischer GF-241 reducer bush 1.1/2 x 1/2"" Black",Georg Fischer,9.0,"This Georg Fischer GF-241 1 1/2 x 1/2"" reducing bush is made of malleable cast iron and incorporates BSP tapered connections. Durable and highly resistant to mechanical stress and temperatures, this fitting is safe for use in a wide range of settings and offers universal, standardised thread jointing technology. With full end load capability, this fitting ensures fast and reliable connection of steel, PE, lead and butt-weld steel pipes.","Pipe, Valves and Fittings/Metal Pipe Fittings/Carbon Steel Pipe Fittings/Carbon Steel Pipe Fittings.csv -> Georg Fischer GF-241 reducer bush 1.1/2 x 1/2"" Black",,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/06/54/NW-M20651_M20654_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ic/al/GF_241_Technical.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/og/ue/GF_Cast_Iron_Fittings_Catalogue.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
883,PM27236,"Continental CPE-291 malleable hollow plug 1-1/4"" Galvanised",Continental,6.28,"Manufactured in malleable iron, this CPE galvanised 1 1/4"" hollow plug is part of a wide range of fittings suitable for use in low to medium pressure piping systems. Plugs of this kind are used to block off unnecessary outlets.","Pipe, Valves and Fittings/Metal Pipe Fittings/Carbon Steel Pipe Fittings/Carbon Steel Pipe Fittings.csv -> Continental CPE-291 malleable hollow plug 1-1/4"" Galvanised",,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/_2/38/M27234_238_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/an/ge/Product Data Sheet - Malleable Range.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
884,PM27300,"Continental CPE-342 malleable female to female union 3/4"" Black",Continental,18.88,"Fitted with threaded connections, this CPE 3/4"" union is a malleable iron pipe fitting designed for reliable use in medium and low pressure pipelines.","Pipe, Valves and Fittings/Metal Pipe Fittings/Carbon Steel Pipe Fittings/Carbon Steel Pipe Fittings.csv -> Continental CPE-342 malleable female to female union 3/4"" Black",,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/_3/00/M27296_300_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/an/ge/Product Data Sheet - Malleable Range.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
885,PR41054,Pegler VSH XPress 90deg elbow 15mm Carbon Steel,Pegler,5.25,"Made of carbon steel, this VSH Xpress SC12 15 x 15mm 90° elbow with press-fit end connections incorporates Leak Before Press technology, developed to provide instant identification of joints that are correctly assembled but mistakenly unpressed, saving on time, money and expensive call-outs. Optimised for use as part of an Xpress system, this fitting is manufactured from EN 100-27-1S205G2T (formerly known as RSt 34-2) carbon steel and includes a black EPDM (Ethylene Propylene Diene Monomer) O-ring and an individual marking to indicate material. It is suitable for use in vented and unvented closed circuit heating systems and in chilled water applications.","Pipe, Valves and Fittings/Metal Pipe Fittings/Carbon Steel Pipe Fittings/Carbon Steel Pipe Fittings.csv -> Pegler VSH XPress 90deg elbow 15mm Carbon Steel",,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/10/55/NW-R41054_R41055_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ca/te/Pegler_VSH_Fittings_BV_Certificate.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ar/ts/VSH_XPress_Carbon_Flow_Charts.pdf,,,,,,,,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ic/al/VSH_Xpress_SC12_Technical.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ti/on/VSH_XPress_Installation.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/og/ue/PeglerYorkshire_VSH_XPress_Catalogue.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
